sample_id,mesh_validation_pass,mesh_units,mesh_source,surface_continuity_assumption,top_cap_plane,depth_sign_convention,profile_pose_to_comsol_json,steel_surface_z_m,steel_z_min_m,steel_z_max_m,defect_void_embedded_in_steel,defect_intersects_top_surface,bbox_inside_steel,is_watertight,edge_incidence_all_two,nonmanifold_edges_count,zero_area_triangles_count,volume_m3,signed_volume_m3,volume_positive,bounds_min_json,bounds_max_json,max_depth_m,target_D_m,max_depth_abs_error_m,depth_rmse_vs_target,projected_footprint_area_m2,vertex_count,face_count,top_cap_face_count,bottom_face_count,side_face_count,top_normals_mean_z,bottom_normals_mean_z,inverted_normals_flag,export_path,export_format,exact_piao_rbc,rbc_style_approximation,notes,dataset_id,split,depth_bin,size_bin,aspect_bin,curvature_template,geometry_method
rbc_v2topup_001_shallow_small_compact_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,1.5642045459960923e-08,1.5642045459960923e-08,True,"[-0.004375,-0.002664375,-0.001]","[0.004375,0.002664375,0.0]",0.001,0.001,0.0,1.0675899037606546e-05,3.5995500562429726e-05,582,1160,496,496,168,1.0,-0.9302187560706537,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_dataset_120_topup_meshes\rbc_v2topup_001_shallow_small_compact_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v2_topup_20_74,train,shallow,small_compact,compact,sharp,imported_watertight_mesh_solid
rbc_v2topup_002_shallow_medium_balanced_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,4.710971833415865e-08,4.710971833415865e-08,True,"[-0.006895,-0.003996562499999999,-0.001274]","[0.006895,0.003996562499999999,0.0]",0.001274,0.001274,0.0,1.3601082736994018e-05,8.238970128733915e-05,582,1160,496,496,168,1.0,-0.9491684155317273,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_dataset_120_topup_meshes\rbc_v2topup_002_shallow_medium_balanced_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v2_topup_20_74,train,shallow,medium_balanced,balanced,sharp,imported_watertight_mesh_solid
rbc_v2topup_003_shallow_large_wide_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,1.4495296121258198e-07,1.4495296121258198e-07,True,"[-0.010342500000000001,-0.0066609374999999985,-0.001568]","[0.010342500000000001,0.0066609374999999985,0.0]",0.001568,0.001568,0.0,1.673976597805358e-05,0.00020797400324959396,582,1160,496,496,168,1.0,-0.9692878202416928,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_dataset_120_topup_meshes\rbc_v2topup_003_shallow_large_wide_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v2_topup_20_74,train,shallow,large_wide,wide,sharp,imported_watertight_mesh_solid
rbc_v2topup_004_shallow_elongated_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,4.892162614908928e-08,4.892162614908928e-08,True,"[-0.007756875,-0.002664375,-0.001764]","[0.007756875,0.002664375,0.0]",0.001764,0.001764,0.0,1.883228605147019e-05,6.079240094988131e-05,582,1160,496,496,168,1.0,-0.8544279785825107,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_dataset_120_topup_meshes\rbc_v2topup_004_shallow_elongated_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v2_topup_20_74,train,shallow,elongated,narrow,sharp,imported_watertight_mesh_solid
rbc_v2topup_005_medium_small_compact_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,4.745484145304358e-08,4.745484145304358e-08,True,"[-0.0051712500000000005,-0.0031084374999999997,-0.0022]","[0.0051712500000000005,0.0031084374999999997,0.0]",0.0022,0.0022,0.0,2.348700544923742e-05,4.959380077490318e-05,582,1160,496,496,168,1.0,-0.81045046612262,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_dataset_120_topup_meshes\rbc_v2topup_005_medium_small_compact_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v2_topup_20_74,train,medium,small_compact,compact,sharp,imported_watertight_mesh_solid
rbc_v2topup_006_medium_medium_balanced_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,1.3053316970345504e-07,1.3053316970345504e-07,True,"[-0.008187812499999999,-0.00466265625,-0.002548]","[0.008187812499999999,0.00466265625,0.0]",0.002548,0.002548,0.0,2.720217341914218e-05,0.00011518560179977512,582,1160,496,496,168,1.0,-0.8736538687921439,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_dataset_120_topup_meshes\rbc_v2topup_006_medium_medium_balanced_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v2_topup_20_74,train,medium,medium_balanced,balanced,sharp,imported_watertight_mesh_solid
rbc_v2topup_007_medium_large_wide_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,3.686108841447308e-07,3.686108841447308e-07,True,"[-0.0116353125,-0.00777109375,-0.003038]","[0.0116353125,0.00777109375,0.0]",0.003038,0.003038,0.0,3.2433385796215984e-05,0.0002711661042369706,582,1160,496,496,168,1.0,-0.9211840669547442,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_dataset_120_topup_meshes\rbc_v2topup_007_medium_large_wide_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v2_topup_20_74,train,medium,large_wide,wide,sharp,imported_watertight_mesh_solid
rbc_v2topup_008_medium_elongated_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,1.6911180378093742e-07,1.6911180378093742e-07,True,"[-0.010342500000000001,-0.0035524999999999992,-0.00343]","[0.010342500000000001,0.0035524999999999992,0.0]",0.00343,0.00343,0.0,3.6618314058091816e-05,0.00011118610173728293,582,1160,496,496,168,1.0,-0.757146026509637,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_dataset_120_topup_meshes\rbc_v2topup_008_medium_elongated_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v2_topup_20_74,train,medium,elongated,narrow,sharp,imported_watertight_mesh_solid
rbc_v2topup_009_deep_small_compact_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,1.2683384983637793e-07,1.2683384983637793e-07,True,"[-0.006033125,-0.0035524999999999992,-0.00441]","[0.006033125,0.0035524999999999992,0.0]",0.00441,0.00441,0.0,4.708066038198103e-05,6.399200099987506e-05,582,1160,496,496,168,1.0,-0.6367257240234506,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_dataset_120_topup_meshes\rbc_v2topup_009_deep_small_compact_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v2_topup_20_74,train,deep,small_compact,compact,sharp,imported_watertight_mesh_solid
rbc_v2topup_010_deep_medium_balanced_sharp,True,m,triangulated_depth_grid,piecewise-linear continuous depth surface from RBC-style depth grid; not stepped_layers,z=0,bottom surface z=-depth,"{""angle_rad"":0.0,""center_x_m"":0.0,""center_y_m"":0.0,""comsol_coordinates"":""x/y on steel surface plane; top cap z=0; bottom surface z=-depth"",""mesh_units"":""m"",""steel_surface_z_m"":0.0}",0.0,-0.01,0.0,True,True,True,True,True,0,0,3.3218389122575507e-07,3.3218389122575507e-07,True,"[-0.009480625,-0.00532875,-0.0049]","[0.009480625,0.00532875,0.0]",0.0049,0.0049,0.0,5.231188684678455e-05,0.00015358080239970015,582,1160,496,496,168,1.0,-0.7408721185194891,False,C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\generated\temp_true_3d_rbc_dataset_120_topup_meshes\rbc_v2topup_010_deep_medium_balanced_sharp.stl,ascii_stl,False,True,active_cells=248; temp STL is generated artifact and must not be committed,comsol_true_3d_rbc_imported_watertight_pilot_v2_topup_20_74,train,deep,medium_balanced,balanced,sharp,imported_watertight_mesh_solid
