group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean
vertex_count=4,train,26,0.6184453198566104,0.7624357182221295,0.21404846373983827,3.4290458676526705,325.61538461538464,422.38461538461536,0,0.29395798994944644
vertex_count=5,train,26,0.647778310304479,0.7845641200492542,0.17784415120772568,3.312465542038752,325.2307692307692,381.53846153846155,0,0.2679573939396785
vertex_count=6,train,28,0.736965765539656,0.8456610298866002,0.17249927646859567,0.883549871921533,328.35714285714283,378.0357142857143,0,0.19616116317255156
vertex_count=4,val,7,0.543671919826269,0.7018299648407661,0.43367447234803075,3.3663066729966027,290.7142857142857,398.7142857142857,0,0.36571005412510466
vertex_count=5,val,7,0.627378393192685,0.7685629816040983,0.1882874011753957,3.4353175708359833,333.7142857142857,402.85714285714283,0,0.29662745552403585
vertex_count=6,val,6,0.6844131486633077,0.8076127475170667,0.2501862765032729,1.431479391457694,269.0,303.0,0,0.26835743337869644
vertex_count=4,test,7,0.6099635755956535,0.7565855830698343,0.2602387580006617,3.0643376840539926,326.57142857142856,443.85714285714283,0,0.2795042608465467
vertex_count=5,test,7,0.6005900803050127,0.7485304191991078,0.24498020692731928,3.335344167383871,265.7142857142857,349.42857142857144,0,0.3074613298688616
vertex_count=6,test,6,0.6979694371708932,0.8195846439342768,0.21423465326092325,0.7472676040256937,339.8333333333333,435.0,0,0.2103620208799839
vertex_count=4,all,40,0.6038756696056332,0.7508059377287393,0.26056631674191605,3.3542425764580903,319.675,422.0,0,0.3039851985871792
vertex_count=5,all,40,0.6359503845600084,0.7754580231725763,0.1914205297029968,3.3379684065136637,316.3,379.65,0,0.2798878435045481
vertex_count=6,all,40,0.7232334237528892,0.8360423296383214,0.19041263299264638,0.9452969596675814,321.175,375.325,0,0.20912073235958814
