candidate,sample_id,source_index,split,defect_type,state,mask_iou,mask_dice,area_error,residual_mse,residual_nrmse,residual_correlation,peak_index_error,amplitude_error
S3_geom_mlp_peakaware,rect_p2_0091,90,val,rectangular_notch,jittered_bad,0.6989247311827957,0.8227848101265823,0.02564102564102564,0.2738622725009918,0.523196960155949,0.8677272616881463,13.333333333333334,2.2151360511779785
S3_geom_mlp_peakaware,rect_v9_0001,120,val,rectangular_notch,true,1.0,1.0,0.0,0.4007168114185333,1.5897082295801177,0.7392845088484944,39.0,3.6641223430633545
S3_geom_mlp_peakaware,rect_v9_0001,120,val,rectangular_notch,proposal,0.7095115681233933,0.8300751879699249,0.22666666666666666,0.2355385422706604,1.2187921054529796,0.84523227398099,39.0,2.272695779800415
S3_geom_mlp_peakaware,rect_v9_0001,120,val,rectangular_notch,refined_20_54,0.6904761904761905,0.8169014084507042,0.296,0.21250669658184052,1.1576704586615112,0.8458520306037706,39.0,2.1130106449127197
S3_geom_mlp_peakaware,rect_v9_0001,120,val,rectangular_notch,jittered_bad,0.6712328767123288,0.8032786885245902,0.048,0.33913102746009827,1.4624546370396543,0.825347417826943,39.0,2.9639699459075928
S3_geom_mlp_peakaware,rect_v9_0009,128,val,rectangular_notch,true,1.0,1.0,0.0,0.041564714163541794,0.28896123411480834,0.9595285184726536,28.666666666666668,0.04816889762878418
S3_geom_mlp_peakaware,rect_v9_0009,128,val,rectangular_notch,proposal,0.6993670886075949,0.8230912476722533,0.018796992481203006,0.06733184307813644,0.36777943021049214,0.9385545250130536,63.0,0.6202244758605957
S3_geom_mlp_peakaware,rect_v9_0009,128,val,rectangular_notch,refined_20_54,0.7449664429530202,0.8538461538461538,0.045112781954887216,0.05143608897924423,0.3214483151622807,0.9493938914536846,63.0,0.2422957420349121
S3_geom_mlp_peakaware,rect_v9_0009,128,val,rectangular_notch,jittered_bad,0.6402439024390244,0.7806691449814126,0.022556390977443608,0.07783794403076172,0.39543295705384474,0.9588298213685165,70.66666666666667,0.8385028839111328
S3_geom_mlp_peakaware,rect_v9_0012,131,val,rectangular_notch,true,1.0,1.0,0.0,0.3848394751548767,1.419111976813017,0.7895216812457043,53.666666666666664,3.49599027633667
S3_geom_mlp_peakaware,rect_v9_0012,131,val,rectangular_notch,proposal,0.7407407407407407,0.851063829787234,0.23809523809523808,0.19195744395256042,1.002257552835356,0.9050736596070048,47.0,1.473179578781128
S3_geom_mlp_peakaware,rect_v9_0012,131,val,rectangular_notch,refined_20_54,0.8619791666666666,0.9258741258741259,0.12797619047619047,0.13609430193901062,0.8439113535262367,0.9063726261292333,54.0,1.1666698455810547
S3_geom_mlp_peakaware,rect_v9_0012,131,val,rectangular_notch,jittered_bad,0.6311881188118812,0.7738998482549317,0.03869047619047619,0.1658715307712555,0.9316714448439434,0.8902772216593986,70.33333333333333,1.5479354858398438
S3_geom_mlp_peakaware,rect_v9_0021,140,val,rectangular_notch,true,1.0,1.0,0.0,0.1563289612531662,0.7188662258607071,0.8387670038939296,18.333333333333332,1.1062521934509277
S3_geom_mlp_peakaware,rect_v9_0021,140,val,rectangular_notch,proposal,0.6947368421052632,0.8198757763975155,0.0125,0.16589215397834778,0.7405276549183587,0.8517492859230406,31.333333333333332,1.1369071006774902
S3_geom_mlp_peakaware,rect_v9_0021,140,val,rectangular_notch,refined_20_54,0.6447368421052632,0.784,0.046875,0.09485405683517456,0.5599591089623992,0.8599666701122991,18.333333333333332,0.26519012451171875
S3_geom_mlp_peakaware,rect_v9_0021,140,val,rectangular_notch,jittered_bad,0.6265356265356266,0.770392749244713,0.06875,0.4176025092601776,1.174924360832754,0.8351189623501913,31.333333333333332,2.9293394088745117
S3_geom_mlp_peakaware,rect_v9_0032,151,val,rectangular_notch,true,1.0,1.0,0.0,0.5938038229942322,1.0144332182195837,0.9192265896486049,36.333333333333336,4.435005187988281
S3_geom_mlp_peakaware,rect_v9_0032,151,val,rectangular_notch,proposal,0.5348837209302325,0.696969696969697,0.38235294117647056,0.1017368882894516,0.4198954730307919,0.9341347389545205,23.333333333333332,0.48632192611694336
S3_geom_mlp_peakaware,rect_v9_0032,151,val,rectangular_notch,refined_20_54,0.5250596658711217,0.6885758998435054,0.4338235294117647,0.10705526173114777,0.4307308480392978,0.948837937032949,39.666666666666664,0.7408871650695801
S3_geom_mlp_peakaware,rect_v9_0032,151,val,rectangular_notch,jittered_bad,0.6967213114754098,0.821256038647343,0.029411764705882353,0.28974083065986633,0.70860925093833,0.9187531357412732,53.333333333333336,3.0466485023498535
S3_geom_mlp_peakaware,rect_v9_0033,152,val,rectangular_notch,true,1.0,1.0,0.0,0.38524341583251953,0.8831367462794142,0.940175779572749,26.666666666666668,3.8449909687042236
S3_geom_mlp_peakaware,rect_v9_0033,152,val,rectangular_notch,proposal,0.8060453400503779,0.8926080892608089,0.008333333333333333,0.05382746458053589,0.33011275500667187,0.9457674074424804,27.333333333333332,0.6120364665985107
S3_geom_mlp_peakaware,rect_v9_0033,152,val,rectangular_notch,refined_20_54,0.78125,0.8771929824561403,0.1,0.05859939381480217,0.34443470553672306,0.939269463683838,27.333333333333332,0.6228811740875244
S3_geom_mlp_peakaware,rect_v9_0033,152,val,rectangular_notch,jittered_bad,0.6713286713286714,0.803347280334728,0.008333333333333333,0.7644941806793213,1.2440774984622531,0.9109857554542264,26.666666666666668,5.908956289291382
S3_geom_mlp_peakaware,rect_v9_0035,154,val,rectangular_notch,true,1.0,1.0,0.0,0.08775743097066879,0.46454196300860945,0.9406772509576856,16.0,1.0147299766540527
S3_geom_mlp_peakaware,rect_v9_0035,154,val,rectangular_notch,proposal,0.7980769230769231,0.8877005347593583,0.17857142857142858,0.049214284867048264,0.3478793016730744,0.9420105156473123,27.0,0.2467341423034668
S3_geom_mlp_peakaware,rect_v9_0035,154,val,rectangular_notch,refined_20_54,0.707936507936508,0.828996282527881,0.2532467532467532,0.05269158259034157,0.359959484864085,0.9470499652072015,27.0,0.47086143493652344
S3_geom_mlp_peakaware,rect_v9_0035,154,val,rectangular_notch,jittered_bad,0.5894206549118388,0.7416798732171157,0.048701298701298704,0.26277637481689453,0.8038521148890744,0.9297271678036603,16.0,2.5757699012756348
S3_geom_mlp_peakaware,rect_v9_0046,165,val,rectangular_notch,true,1.0,1.0,0.0,0.12303819507360458,0.5335886825102897,0.9445580446883042,67.33333333333333,1.84318208694458
S3_geom_mlp_peakaware,rect_v9_0046,165,val,rectangular_notch,proposal,0.7609756097560976,0.8642659279778393,0.08994708994708994,0.03650304675102234,0.2906371934576847,0.9569231850849955,51.0,0.22849130630493164
S3_geom_mlp_peakaware,rect_v9_0046,165,val,rectangular_notch,refined_20_54,0.678921568627451,0.8087591240875912,0.18783068783068782,0.03671969473361969,0.29149839295565366,0.9579137898278045,51.0,0.14368391036987305
S3_geom_mlp_peakaware,rect_v9_0046,165,val,rectangular_notch,jittered_bad,0.7132867132867133,0.8326530612244898,0.05555555555555555,0.7229699492454529,1.2934413975128742,0.9217403459053755,68.0,5.6565117835998535
S3_geom_mlp_peakaware,rect_v9_0048,167,val,rectangular_notch,true,1.0,1.0,0.0,0.05158204585313797,0.315404335839099,0.9589493001581322,2.6666666666666665,0.5399062633514404
S3_geom_mlp_peakaware,rect_v9_0048,167,val,rectangular_notch,proposal,0.7172236503856041,0.8353293413173652,0.3194444444444444,0.12148933857679367,0.484046920482522,0.9274612774218327,12.666666666666666,1.421135425567627
S3_geom_mlp_peakaware,rect_v9_0048,167,val,rectangular_notch,refined_20_54,0.7897727272727273,0.8825396825396825,0.1875,0.10289522260427475,0.44546745743999966,0.9253033364300854,12.666666666666666,1.2232017517089844
S3_geom_mlp_peakaware,rect_v9_0048,167,val,rectangular_notch,jittered_bad,0.6818181818181818,0.8108108108108109,0.05555555555555555,0.2961276173591614,0.7557146368490113,0.933501771064331,44.666666666666664,2.928626537322998
S3_geom_mlp_peakaware,rect_v9_0053,172,val,rectangular_notch,true,1.0,1.0,0.0,0.17445644736289978,0.5744819411794262,0.9379880810881808,35.0,2.28737735748291
S3_geom_mlp_peakaware,rect_v9_0053,172,val,rectangular_notch,proposal,0.6852941176470588,0.8132635253054101,0.23692307692307693,0.060987379401922226,0.33966660876414795,0.9432959661884353,32.666666666666664,0.652773380279541
S3_geom_mlp_peakaware,rect_v9_0053,172,val,rectangular_notch,refined_20_54,0.7245508982035929,0.8402777777777778,0.2276923076923077,0.05192839354276657,0.3134262111982515,0.9522248285037709,32.666666666666664,0.5501458644866943
S3_geom_mlp_peakaware,rect_v9_0053,172,val,rectangular_notch,jittered_bad,0.6494845360824743,0.7875,0.03076923076923077,0.061293814331293106,0.3405188776714506,0.9557448768001691,32.0,0.6568851470947266
S3_geom_mlp_peakaware,rect_v9_0056,175,val,rectangular_notch,true,1.0,1.0,0.0,0.3697989583015442,0.8660763784613509,0.8870758403744429,55.333333333333336,3.744133234024048
S3_geom_mlp_peakaware,rect_v9_0056,175,val,rectangular_notch,proposal,0.6057441253263708,0.7544715447154472,0.24786324786324787,0.06254503130912781,0.3561801882684526,0.9415561835228096,55.666666666666664,0.9138286113739014
S3_geom_mlp_peakaware,rect_v9_0056,175,val,rectangular_notch,refined_20_54,0.625,0.7692307692307693,0.2962962962962963,0.04369831830263138,0.29771842574966956,0.9556165941636632,55.666666666666664,0.4943525791168213
S3_geom_mlp_peakaware,rect_v9_0056,175,val,rectangular_notch,jittered_bad,0.6571428571428571,0.7931034482758621,0.017094017094017096,0.07568042725324631,0.3918006386790548,0.9561768248239697,55.666666666666664,1.1616489887237549
S3_geom_mlp_peakaware,rect_v9_0067,186,val,rectangular_notch,true,1.0,1.0,0.0,0.36167600750923157,1.309949748530794,0.80374588328909,21.333333333333332,3.5173254013061523
S3_geom_mlp_peakaware,rect_v9_0067,186,val,rectangular_notch,proposal,0.7453416149068323,0.8540925266903915,0.2546583850931677,0.07801947742700577,0.608409945073044,0.8917333731770432,17.666666666666668,0.8568549156188965
S3_geom_mlp_peakaware,rect_v9_0067,186,val,rectangular_notch,refined_20_54,0.717391304347826,0.8354430379746836,0.2826086956521739,0.07204796373844147,0.5846630413543045,0.89325177009414,17.666666666666668,0.6923131942749023
S3_geom_mlp_peakaware,rect_v9_0067,186,val,rectangular_notch,jittered_bad,0.5951807228915663,0.7462235649546828,0.055900621118012424,0.1665225774049759,0.8888558764073456,0.8667996312026292,17.666666666666668,1.45231294631958
S3_geom_mlp_peakaware,rect_v9_0076,195,val,rectangular_notch,true,1.0,1.0,0.0,0.28253260254859924,0.9551803583334992,0.8750969607163293,35.666666666666664,2.6681692600250244
S3_geom_mlp_peakaware,rect_v9_0076,195,val,rectangular_notch,proposal,0.5726027397260274,0.7282229965156795,0.23384615384615384,0.04345575347542763,0.37460600991289694,0.9326822363707401,39.0,0.10271954536437988
S3_geom_mlp_peakaware,rect_v9_0076,195,val,rectangular_notch,refined_20_54,0.5205479452054794,0.6846846846846847,0.2923076923076923,0.04282287880778313,0.3718681885501797,0.9342056633144619,39.0,0.03941178321838379
S3_geom_mlp_peakaware,rect_v9_0076,195,val,rectangular_notch,jittered_bad,0.6494845360824743,0.7875,0.03076923076923077,0.03278588876128197,0.32538279012449833,0.9534700715666339,46.333333333333336,0.0679018497467041
S3_geom_mlp_peakaware,rect_v9_0077,196,val,rectangular_notch,true,1.0,1.0,0.0,0.3202747404575348,1.378101620338577,0.6948977415757964,11.0,2.5735816955566406
S3_geom_mlp_peakaware,rect_v9_0077,196,val,rectangular_notch,proposal,0.6627906976744186,0.7972027972027972,0.16666666666666666,0.10855600982904434,0.8023185533359001,0.8319472557842575,28.0,0.7183375358581543
S3_geom_mlp_peakaware,rect_v9_0077,196,val,rectangular_notch,refined_20_54,0.5920679886685553,0.7437722419928826,0.1987179487179487,0.1032971665263176,0.7826437182675343,0.8395770589792372,28.0,0.6487131118774414
