seed,source_index,sample_id,split,defect_group,task_group,defect_type,component_count,component_types,component_type_combination,source_dataset,source_pack,angle_deg,vertex_count,distance_bin,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,true_connected_component_count,pred_connected_component_count,predicted_component_count_correct,predicted_component_count_is_1,predicted_component_count_is_2,predicted_component_count_is_3,component_count_error,missed_component_flag,merged_component_flag,split_component_flag,extra_fragment_flag,largest_component_area_ratio,second_largest_component_area_ratio,third_largest_component_area_ratio,component_recall_heuristic,polygon_component_present,notes
42,0,single_rect_p2_0001,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.8,0.7073608617594255,0.8286014721345951,0.01875,3.232598598580029,471,480,0,0.08057794719934464,0.18319648504257202,0.26377442479133606,0.0,0.9999997615814209,0.0617939829826355,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,1,single_rect_p2_0002,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.8,0.6273458445040214,0.771004942339374,0.594017094017094,0.4058032868267905,373,234,0,0.07505378872156143,0.26873111724853516,0.343784898519516,0.0,0.9999994039535522,0.0494227260351181,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,2,single_rect_p2_0003,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.8,0.8983364140480592,0.9464459591041869,0.04380952380952381,0.8784566942722247,502,525,0,0.027736125513911247,0.07531803846359253,0.10305416584014893,0.0,0.999998927116394,0.06519792973995209,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,3,single_rect_p2_0004,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.8,0.7777777777777778,0.875,0.06698564593301436,1.0802801340442278,446,418,0,0.03741360455751419,0.1389053463935852,0.1763189435005188,0.0,0.9999992847442627,0.05877035856246948,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,4,single_rect_p2_0005,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.8,0.5789473684210527,0.7333333333333333,0.7272727272727273,0.7173600598895754,456,264,0,0.11988835036754608,0.3125151991844177,0.432403564453125,0.0,0.9999961853027344,0.061234794557094574,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,5,single_rect_p2_0006,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.8,0.718978102189781,0.8365180467091295,0.22932330827067668,0.6332310467720891,205,266,0,0.027454841881990433,0.15093505382537842,0.17838989198207855,0.0,1.0,0.027180518954992294,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,6,single_rect_p2_0007,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.8,0.8366477272727273,0.9110595514307811,0.16335227272727273,1.099544064240665,589,704,0,0.03254144638776779,0.0796622633934021,0.11220370978116989,0.0,1.0,0.07641495019197464,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,7,single_rect_p2_0008,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.8,0.8701754385964913,0.9305816135084428,0.01893939393939394,0.46488471502243833,538,528,0,0.026916969567537308,0.09309816360473633,0.12001512944698334,0.0,0.9999997615814209,0.07062065601348877,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,8,single_rect_p2_0009,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.8,0.7868852459016393,0.8807339449541285,0.12337662337662338,2.1289403077648106,519,462,0,0.05450171232223511,0.1363709568977356,0.1908726692199707,0.0,1.0,0.06637926399707794,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,9,single_rect_p2_0010,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.8,0.7286652078774617,0.8430379746835444,0.1883656509695291,0.9056086554965399,429,361,0,0.0462186299264431,0.18508154153823853,0.23130017518997192,0.0,0.9999537467956543,0.05801796913146973,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,10,single_rect_p2_0011,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.8,0.8959660297239915,0.9451287793952967,0.0670995670995671,0.6747243780716652,431,462,0,0.009814857505261898,0.04287141561508179,0.05268627405166626,0.0,1.0,0.05504222214221954,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,11,single_rect_p2_0012,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.8,0.8556521739130435,0.922211808809747,0.051923076923076926,1.1822493976707964,547,520,0,0.031683482229709625,0.08692795038223267,0.11861143261194229,0.0,0.9999990463256836,0.07042864710092545,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,12,single_rect_p2_0013,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.8,0.7197640117994101,0.8370497427101201,0.02782608695652174,3.389475417841975,591,575,0,0.08617992699146271,0.15906435251235962,0.24524427950382233,0.0,1.0,0.07649484276771545,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,13,single_rect_p2_0014,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.8,0.6036036036036037,0.7528089887640449,0.26171875,2.2153363964676585,378,512,0,0.08479277789592743,0.2330566644668579,0.31784945726394653,0.0,0.9999890327453613,0.05088682472705841,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,14,single_rect_p2_0015,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.8,0.8364779874213837,0.910958904109589,0.15578947368421053,0.5995263499874933,401,475,0,0.015784725546836853,0.07629072666168213,0.09207545220851898,0.0,1.0,0.05306320637464523,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
