sample_index,defect_type,true_area_bin,true_area,pred_area,iou,dice,area_error,center_error,pred_area_zero,pred_area_lt_true,pred_area_gt_true,area_relation,max_abs_bz,peak_to_peak_bz,mean_abs_bz,std_bz,l2_energy_bz,signal_snr,num_defects,num_vertices,complexity_level
105,rotated_rect,small,7.233145120934736,5.923565162197079,0.14437086092715232,0.2523148148148148,0.18105263157894738,1.7189680337905884,0,1,0,pred_area_lt_true,10.461039543151855,18.15010643005371,2.85409105389379,3.7543131629811963,3141.1336703489856,nan,1.0,nan,2.0
106,multi_defect,large,16.61339226724168,8.024984165752855,0.15242165242165243,0.26452410383189123,0.5169569202566453,2.33813738822937,0,1,0,pred_area_lt_true,12.050048828125,18.742005825042725,3.802784402840771,4.532518471294435,4602.740135219548,nan,3.0,nan,3.0
107,rotated_rect,large,15.63882113515784,13.643995849173734,0.38945086705202314,0.5605824232969319,0.12755598831548198,1.434645652770996,0,1,0,pred_area_lt_true,19.67076873779297,36.34815216064453,5.2938989822939035,7.5810774777855165,11805.98840560455,nan,1.0,nan,2.0
108,rotated_rect,large,16.963628767834308,15.68450415697427,0.6908517350157729,0.8171641791044776,0.07540394973070018,0.29261645674705505,0,1,0,pred_area_lt_true,27.27015495300293,51.482059478759766,7.783327612895518,10.752277047771795,23599.884662094133,nan,1.0,nan,2.0
109,rotated_rect,medium,7.811796730609515,3.182583853211284,0.3079710144927536,0.4709141274238227,0.5925925925925926,0.47387099266052246,0,1,0,pred_area_lt_true,5.621129512786865,8.094110488891602,1.870432836561231,1.678081629409257,1003.8268532788929,nan,1.0,nan,2.0
110,rotated_rect,large,11.862357998332968,7.1874620991183065,0.15512465373961218,0.2685851318944844,0.3940949935815148,2.2278687953948975,0,1,0,pred_area_lt_true,11.079194068908691,19.246461868286133,3.2193484691344203,3.9765186744665364,3637.271185492037,nan,1.0,nan,2.0
111,rotated_rect,small,5.923565162197079,6.547899793688288,0.19213973799126638,0.32234432234432236,0.10539845758354756,1.6550241708755493,0,0,1,pred_area_gt_true,7.125508785247803,11.225848197937012,2.3039173199795187,2.3036542083415474,1557.90378497217,nan,1.0,nan,2.0
112,multi_defect,large,17.801150834468856,11.253251040780569,0.3023890784982935,0.4643605870020964,0.3678357570573139,2.3511345386505127,0,1,0,pred_area_lt_true,19.057632446289062,34.75258255004883,4.973427461899118,7.196310515300297,10636.072867085535,nan,3.0,nan,3.0
113,multi_defect,medium,8.055439513630475,0.0,0.0,0.0,1.0,nan,1,1,0,zero,4.254788398742676,5.298866033554077,1.63692136941012,1.3378976309602986,808.2885914829719,nan,2.0,nan,3.0
114,multi_defect,large,14.344468850358993,12.075545433476307,0.4995678478824546,0.6662824207492796,0.15817409766454352,1.1562193632125854,0,1,0,pred_area_lt_true,19.098337173461914,35.10283088684082,5.317886262102984,7.332468105120091,11163.617537796348,nan,2.0,nan,3.0
115,polygon,small,5.39059657433873,6.395623054300188,0.150074294205052,0.26098191214470284,0.1864406779661017,1.6710467338562012,0,0,1,pred_area_gt_true,7.269379615783691,11.619813442230225,2.340871362937614,2.3891576143956548,1643.3513768705768,nan,1.0,8.0,2.0
116,polygon,small,3.4719096580486735,0.0,0.0,0.0,1.0,nan,1,1,0,zero,6.168975353240967,9.442866563796997,1.935665980600752,1.906973176068141,1140.1694057717925,nan,1.0,6.0,2.0
117,multi_defect,medium,8.816823210570973,0.0,0.0,0.0,1.0,nan,1,1,0,zero,3.7333273887634277,4.56392240524292,1.5611271114554257,1.0463813582000105,665.9480429907629,nan,2.0,nan,3.0
118,polygon,small,5.786516096747789,8.192488579079765,0.21750663129973474,0.3572984749455338,0.41578947368421054,1.4101637601852417,0,0,1,pred_area_gt_true,10.02165412902832,17.09952735900879,2.9823801026679577,3.563418679445337,3016.645843115402,nan,1.0,8.0,2.0
119,multi_defect,medium,8.146805557263335,6.304257010667328,0.4143070044709389,0.5858798735511064,0.2261682242990654,0.9427410960197449,0,1,0,pred_area_lt_true,8.308892250061035,13.716684341430664,2.45781757150311,2.8711703266965114,2051.694408003438,nan,2.0,nan,3.0
120,polygon,small,7.050413033669017,8.329537644529054,0.07905982905982906,0.14653465346534653,0.18142548596112312,1.938672661781311,0,0,1,pred_area_gt_true,10.830397605895996,18.717339515686035,3.0104507066681983,3.832996033716762,3328.2043239654377,nan,1.0,9.0,2.0
121,polygon,small,5.740833074931359,5.649467031298499,0.043235704323570434,0.08288770053475936,0.015915119363395226,1.9258140325546265,0,1,0,pred_area_lt_true,6.2482991218566895,9.638708591461182,2.1315223941206933,1.957867526766773,1272.4238668312887,nan,1.0,6.0,2.0
122,rotated_rect,large,14.938348133972582,9.715255972960762,0.4481216457960644,0.6189005558987029,0.34964322120285424,1.0454460382461548,0,1,0,pred_area_lt_true,15.269977569580078,27.423871994018555,4.121953471382149,5.613081761676886,6696.920707021551,nan,1.0,nan,2.0
123,polygon,small,3.9744228980294025,0.0,0.0,0.0,1.0,nan,1,1,0,zero,4.268518447875977,5.443817734718323,1.6528392816055566,1.0631550663614504,702.6483806021022,nan,1.0,6.0,2.0
124,rotated_rect,small,7.111323729424257,4.674895899214661,0.43866171003717475,0.6098191214470284,0.3426124197002141,0.4743760824203491,0,1,0,pred_area_lt_true,7.748446941375732,12.492359161376953,2.2871512304618955,2.5557989010929236,1725.8821557475208,nan,1.0,nan,2.0
125,polygon,medium,9.776166668716002,6.684948859137577,0.5464949928469242,0.7067530064754857,0.3161993769470405,0.680845320224762,0,1,0,pred_area_lt_true,11.169148445129395,19.421387672424316,3.0649612930463626,4.013710795406999,3583.7531069531024,nan,1.0,8.0,2.0
126,multi_defect,large,14.298785828542563,4.827172638602761,0.21470019342359767,0.3535031847133758,0.6624068157614483,0.7008000612258911,0,1,0,pred_area_lt_true,8.430913925170898,15.325783252716064,3.1091357301175595,3.414280174620579,2856.7250454445584,nan,2.0,nan,3.0
127,multi_defect,large,18.790949640491505,5.908337488258269,0.23158694001518604,0.376078914919852,0.6855753646677472,1.1927791833877563,0,1,0,pred_area_lt_true,9.580798149108887,16.961623668670654,3.6355831491202117,4.216021625791619,3985.358618573252,nan,3.0,nan,3.0
128,rotated_rect,medium,7.735658360915465,10.70505477898341,0.6726519337016574,0.8042939719240297,0.3838582677165354,0.03587409853935242,0,0,1,pred_area_gt_true,13.544211387634277,23.619153022766113,4.092654584497214,4.877497797242116,5428.172813845016,nan,1.0,nan,2.0
129,polygon,small,0.3045534787761994,0.0,0.0,0.0,1.0,nan,1,1,0,zero,2.0446367263793945,1.067079484462738,1.4904782101511955,0.21256129076393085,453.3415194533479,nan,1.0,8.0,2.0
130,polygon,small,2.725753635046985,0.0,0.0,0.0,1.0,nan,1,1,0,zero,3.954571008682251,4.9961031675338745,1.6061856898199767,1.0182660120767137,666.7403491726379,nan,1.0,5.0,2.0
131,polygon,medium,11.527349171679148,4.751034268908711,0.13481953290870488,0.23760523854069224,0.5878467635402906,1.6720880270004272,0,1,0,pred_area_lt_true,10.660879135131836,17.987810611724854,2.76961040785769,3.641124307243336,2976.1968270293683,nan,1.0,8.0,2.0
132,multi_defect,medium,10.9943805838208,4.964221704052051,0.3083645443196005,0.4713740458015267,0.5484764542936288,3.8826205730438232,0,1,0,pred_area_lt_true,6.063351631164551,9.64241647720337,2.243444542903453,2.190080577094218,1454.8713120418752,nan,2.0,nan,3.0
133,polygon,small,6.486989097933048,6.959046990036157,0.2686781609195402,0.42355605889014725,0.07276995305164319,1.011019229888916,0,0,1,pred_area_gt_true,9.961762428283691,17.21184778213501,2.877085345272353,3.5725367181673304,2965.195180921091,nan,1.0,9.0,2.0
134,rotated_rect,medium,8.542725079672394,0.8832050884509783,0.014754098360655738,0.029079159935379646,0.8966131907308378,2.3335769176483154,0,1,0,pred_area_lt_true,4.923838138580322,6.735379457473755,1.741627363152802,1.367912725961189,829.7026686279959,nan,1.0,nan,2.0
135,rotated_rect,medium,9.943671082042911,8.146805557263335,0.5269922879177378,0.6902356902356902,0.1807044410413476,0.28688812255859375,0,1,0,pred_area_lt_true,10.652600288391113,18.277347087860107,3.2063757912255824,3.8011710289381115,3405.4769279831,nan,1.0,nan,2.0
136,polygon,medium,9.014782971775503,9.821849690532432,0.5196560196560197,0.6839126919967664,0.08952702702702703,0.4184841215610504,0,0,1,pred_area_gt_true,14.45606803894043,26.143073081970215,4.100483051324264,5.476447271640194,6421.72322243828,nan,1.0,9.0,2.0
137,polygon,medium,8.390448340284294,3.9135122022741626,0.25660964230171074,0.4084158415841584,0.5335753176043557,1.230963945388794,0,1,0,pred_area_lt_true,5.915802955627441,8.840179204940796,1.968762082462199,1.8003558431031994,1113.847930566039,nan,1.0,8.0,2.0
138,multi_defect,large,11.801447302577728,12.045090085598687,0.3907637655417407,0.561941251596424,0.02064516129032258,0.8612598776817322,0,0,1,pred_area_gt_true,14.372759819030762,23.60810089111328,3.8111402285844087,5.228790759311923,5756.3456176595955,nan,2.0,nan,3.0
139,rotated_rect,medium,9.669572951144332,7.233145120934736,0.33093525179856115,0.4972972972972973,0.25196850393700787,0.77446448802948,0,1,0,pred_area_lt_true,11.583230972290039,19.96780014038086,3.0329801977984605,4.076030141298384,3640.8810976521313,nan,1.0,nan,2.0
140,polygon,small,4.4921638119489415,0.0,0.0,0.0,1.0,nan,1,1,0,zero,3.5197417736053467,4.263944745063782,1.5455293332412838,0.8189770179432758,588.2335458100368,nan,1.0,9.0,2.0
141,polygon,small,0.6091069575523989,0.0,0.0,0.0,1.0,nan,1,1,0,zero,2.386866569519043,1.6632477641105652,1.5139404714107514,0.32771140343151206,479.88210298289187,nan,1.0,5.0,2.0
142,multi_defect,medium,7.994528817875235,0.0,0.0,0.0,1.0,nan,1,1,0,zero,3.8050239086151123,4.490870475769043,1.5576617893204092,0.9401277125216025,636.5572786479698,nan,2.0,nan,3.0
143,multi_defect,large,21.42533723190563,13.491719109785635,0.5493243243243243,0.7091146969036197,0.3702914001421464,2.2376980781555176,0,1,0,pred_area_lt_true,22.032806396484375,41.419315338134766,7.365342709943652,9.351977546304077,17936.32304238663,nan,3.0,nan,3.0
144,multi_defect,large,18.836632662307935,8.953872276020263,0.18815104166666666,0.3167123287671233,0.5246564268391269,6.435513019561768,0,1,0,pred_area_lt_true,6.783536911010742,9.616294384002686,2.218578629489057,2.444249513002758,1635.4711215700245,nan,3.0,nan,3.0
145,rotated_rect,large,13.963777001888744,10.27867990869673,0.47818012999071496,0.6469849246231156,0.2639040348964013,0.6768684387207031,0,1,0,pred_area_lt_true,12.155056953430176,21.292990684509277,3.6218421659502202,4.362551452973151,4367.33916281151,nan,1.0,nan,2.0
146,rotated_rect,large,18.242753378694346,9.045238319653123,0.4871369294605809,0.6551339285714286,0.5041736227045075,0.19179052114486694,0,1,0,pred_area_lt_true,13.69692325592041,24.478574752807617,3.703347892885795,4.976177299579936,5332.743449610674,nan,1.0,nan,2.0
147,multi_defect,medium,10.52232269171769,7.598609295466176,0.4251497005988024,0.5966386554621849,0.2778581765557164,0.6257350444793701,0,1,0,pred_area_lt_true,7.271667957305908,11.460150718688965,2.628567898797337,2.7411456029338575,2028.7508012280732,nan,2.0,nan,3.0
148,polygon,small,7.1417790773018766,6.959046990036157,0.5155482815057283,0.6803455723542117,0.0255863539445629,0.806990921497345,0,1,0,pred_area_lt_true,8.024909973144531,13.12557601928711,2.4976738284062594,2.713094168094527,1966.2585777457546,nan,1.0,9.0,2.0
149,multi_defect,large,29.191450940698715,7.7204306869766555,0.22610015174506828,0.3688118811881188,0.7355242566510172,1.562125563621521,0,1,0,pred_area_lt_true,13.875493049621582,27.42187786102295,5.351255763377995,6.243081387972877,8387.604564068093,nan,3.0,nan,3.0
150,polygon,small,3.9439675501517826,5.969248184013509,0.33675564681724846,0.5038402457757296,0.5135135135135135,0.7499108910560608,0,0,1,pred_area_gt_true,5.513662338256836,8.238003492355347,2.013637203425169,1.6885978880611077,1087.791859153498,nan,1.0,6.0,2.0
151,polygon,small,6.821997924586867,8.040211839691665,0.1619047619047619,0.2786885245901639,0.17857142857142858,2.2141878604888916,0,0,1,pred_area_gt_true,10.031253814697266,17.07873821258545,2.9640627376455813,3.488448561037975,2914.2793166862302,nan,1.0,5.0,2.0
152,polygon,medium,8.527497405733584,5.10127076950134,0.08353510895883777,0.15418994413407822,0.4017857142857143,1.9464868307113647,0,1,0,pred_area_lt_true,7.72527551651001,12.379698276519775,2.349733640868217,2.542893305255,1746.090783731417,nan,1.0,7.0,2.0
153,rotated_rect,large,16.24792809271024,11.268478714719379,0.6090828138913624,0.7570558937465413,0.3064667291471415,0.5247846245765686,0,1,0,pred_area_lt_true,16.98771858215332,31.172639846801758,4.927808795024175,6.504944044672681,8973.20098654094,nan,1.0,nan,2.0
154,multi_defect,medium,8.816823210570973,8.344765318467864,0.452319587628866,0.6228926353149956,0.0535405872193437,2.2498300075531006,0,1,0,pred_area_lt_true,5.675215721130371,9.194629669189453,2.184008658705279,2.2252774772597306,1424.3077965795878,nan,2.0,nan,3.0
155,polygon,small,5.37536890039992,6.578355141565908,0.0,0.0,0.2237960339943343,2.7267158031463623,0,0,1,pred_area_gt_true,8.199471473693848,13.293020248413086,2.505031519795302,2.6532213504532254,1925.8305904747294,nan,1.0,7.0,2.0
156,multi_defect,large,14.176964437032083,10.18731386506387,0.45586897179253866,0.62625,0.2814178302900107,1.317840814590454,0,1,0,pred_area_lt_true,10.686084747314453,20.12295913696289,3.6412848224118353,4.475461236587783,4413.63788925982,nan,2.0,nan,3.0
157,polygon,small,7.507243251833316,5.46673494403278,0.0979381443298969,0.1784037558685446,0.2718052738336714,1.8222993612289429,0,1,0,pred_area_lt_true,7.2316765785217285,11.633082866668701,2.326268362808041,2.328485582813352,1594.9233363144085,nan,1.0,7.0,2.0
158,polygon,medium,11.238023366841759,6.182435619156848,0.4973821989528796,0.6643356643356644,0.44986449864498645,0.4682903587818146,0,1,0,pred_area_lt_true,10.17835807800293,17.36646032333374,2.77759119188413,3.5557089198425147,2884.1447042659584,nan,1.0,9.0,2.0
159,rotated_rect,small,5.938792836135889,7.324511164567596,0.6310861423220974,0.7738231917336394,0.23333333333333334,0.09729139506816864,0,0,1,pred_area_gt_true,9.500256538391113,15.863664627075195,2.784111599996686,3.327176016827384,2652.6087638990803,nan,1.0,nan,2.0
160,polygon,small,3.8982845283353527,5.1926368131342,0.2334710743801653,0.3785594639865997,0.33203125,1.3252137899398804,0,0,1,pred_area_gt_true,6.810446262359619,10.664094686508179,2.12767374601186,2.1560583579596817,1374.849563721595,nan,1.0,8.0,2.0
161,rotated_rect,medium,11.268478714719379,5.40582424827754,0.46390374331550804,0.6337899543378995,0.5202702702702703,0.6471160650253296,0,1,0,pred_area_lt_true,6.804797172546387,10.659010410308838,2.2000348922843114,2.2349566507690737,1461.4695586820224,nan,1.0,nan,2.0
162,rotated_rect,medium,8.101122535446905,8.497042057855964,0.31167268351383876,0.47522935779816516,0.04887218045112782,1.7128902673721313,0,0,1,pred_area_gt_true,9.070561408996582,14.77148151397705,2.7847656256263145,3.057246540520159,2400.3692562670644,nan,1.0,nan,2.0
163,rotated_rect,medium,11.359844758352239,5.32968587858349,0.25257142857142856,0.4032846715328467,0.5308310991957105,1.1431550979614258,0,1,0,pred_area_lt_true,9.160124778747559,15.32885456085205,2.683858507955447,3.133550303607389,2416.1229869948784,nan,1.0,nan,2.0
164,polygon,small,4.751034268908711,6.913363968219727,0.42115027829313545,0.5926892950391645,0.4551282051282051,0.7886124849319458,0,0,1,pred_area_gt_true,8.88409423828125,14.657377243041992,2.6401570699177683,2.9828894879444214,2264.312166058421,nan,1.0,5.0,2.0
165,rotated_rect,medium,11.649170563189628,9.395474820245752,0.382,0.552821997105644,0.1934640522875817,1.3295549154281616,0,1,0,pred_area_lt_true,11.352181434631348,19.621466636657715,3.555779294297099,4.07265930347058,3957.6844004656514,nan,1.0,nan,2.0
166,rotated_rect,small,6.715404207015197,5.5733286616044495,0.2912,0.4510532837670384,0.17006802721088435,1.2661328315734863,0,1,0,pred_area_lt_true,5.590286731719971,8.165117740631104,1.9958865995518864,1.6463614965535054,1060.9042361193965,nan,1.0,nan,2.0
167,multi_defect,medium,11.359844758352239,18.562534531409355,0.40860215053763443,0.5801526717557252,0.6340482573726541,0.8310674428939819,0,0,1,pred_area_gt_true,9.121030807495117,15.619199752807617,2.919923207280226,3.5166622831097296,2853.7671256171175,nan,2.0,nan,3.0
168,multi_defect,large,15.56268276546379,5.5885563355432595,0.22486772486772486,0.367170626349892,0.6409001956947162,1.2619441747665405,0,1,0,pred_area_lt_true,13.920674324035645,25.571170806884766,4.954693514630199,5.717221440816446,7126.073049413297,nan,3.0,nan,3.0
169,multi_defect,large,13.689678870990164,16.35452181028191,0.3430905377808033,0.5108971109984795,0.1946607341490545,1.2500431537628174,0,0,1,pred_area_gt_true,7.55419921875,14.613438606262207,3.4680106471094767,3.831359799823486,3418.982052864353,nan,3.0,nan,3.0
170,polygon,small,5.16218146525658,4.598757529520611,0.29494949494949496,0.45553822152886114,0.10914454277286136,0.9876621961593628,0,1,0,pred_area_lt_true,8.074454307556152,13.560708999633789,2.492945237210952,2.809099168413893,2018.7892357109895,nan,1.0,8.0,2.0
171,rotated_rect,large,15.334267656381641,11.222795692902949,0.30246452576549665,0.4644495412844037,0.26812313803376364,1.780085802078247,0,1,0,pred_area_lt_true,20.20529556274414,37.44845771789551,5.316547486940399,7.809332454487099,12432.475158829915,nan,1.0,nan,2.0
172,polygon,small,6.456533750055428,5.725605400992549,0.049868766404199474,0.095,0.11320754716981132,2.4844861030578613,0,1,0,pred_area_lt_true,7.076333522796631,11.428685188293457,2.2618723918963224,2.307392192531077,1551.0241940166056,nan,1.0,9.0,2.0
173,multi_defect,medium,11.146657323208899,6.821997924586867,0.08455882352941177,0.15593220338983052,0.3879781420765027,3.8764448165893555,0,1,0,pred_area_lt_true,10.925724983215332,18.408400058746338,3.2377513264585285,3.9552925923354105,3543.573674279918,nan,2.0,nan,3.0
174,multi_defect,medium,11.557804519556768,6.395623054300188,0.3412969283276451,0.5089058524173028,0.44664031620553357,0.6123852133750916,0,1,0,pred_area_lt_true,9.851594924926758,16.48147678375244,2.8080604523979127,3.3788983397554255,2718.6548037107555,nan,2.0,nan,3.0
175,multi_defect,large,19.993935881657492,17.862061530224096,0.4189497716894977,0.5905068382944489,0.10662604722010663,1.375465750694275,0,1,0,pred_area_lt_true,23.80220603942871,41.50967597961426,7.270162242352963,9.123856609911362,17519.603736964138,nan,2.0,nan,3.0
176,rotated_rect,small,5.634239357359689,8.755912514815734,0.3385269121813031,0.5058201058201058,0.5540540540540541,1.2777824401855469,0,0,1,pred_area_gt_true,8.809733390808105,14.37666130065918,2.74999806208536,2.916278677386088,2270.823203091948,nan,1.0,nan,2.0
177,polygon,large,20.100529599229162,18.958454053818414,0.6389776357827476,0.7797270955165692,0.056818181818181816,0.1830020695924759,0,1,0,pred_area_lt_true,27.01927375793457,51.310983657836914,8.029826148450375,10.697582932018703,23656.04836873291,nan,1.0,7.0,2.0
178,polygon,small,5.954020510074699,3.213039201088904,0.013468013468013467,0.026578073089700997,0.46035805626598464,1.6054162979125977,0,1,0,pred_area_lt_true,6.036428928375244,8.736901044845581,1.9100663918070495,1.7738311011287018,1069.3863335003232,nan,1.0,9.0,2.0
179,polygon,medium,7.811796730609515,6.563127467627098,0.31843575418994413,0.4830508474576271,0.15984405458089668,0.6058818101882935,0,1,0,pred_area_lt_true,10.548130989074707,18.186187744140625,3.0423038859292864,3.776355821460122,3280.944965555097,nan,1.0,8.0,2.0
180,polygon,large,12.273505194680837,9.684800625083142,0.6202247191011236,0.7656033287101248,0.2109181141439206,0.45285576581954956,0,1,0,pred_area_lt_true,14.357673645019531,25.963123321533203,4.1015614436334,5.3438140812523365,6188.446294884028,nan,1.0,8.0,2.0
181,multi_defect,large,17.115905507222408,9.517296211756232,0.47098402018502944,0.6403659233847913,0.44395017793594305,4.519349575042725,0,1,0,pred_area_lt_true,10.534371376037598,18.372035026550293,3.1887569742370396,3.911524891809083,3462.660217218135,nan,3.0,nan,3.0
182,polygon,small,5.36014122646111,8.192488579079765,0.09202453987730061,0.16853932584269662,0.5284090909090909,2.0353662967681885,0,0,1,pred_area_gt_true,8.238668441772461,13.390292644500732,2.643383585421834,2.7232653214436633,2045.2073998866913,nan,1.0,8.0,2.0
183,rotated_rect,small,6.273801662789708,7.6747476651602256,0.49673202614379086,0.6637554585152838,0.22330097087378642,0.7918218374252319,0,0,1,pred_area_gt_true,9.260292053222656,15.583992004394531,2.8302578830550194,3.2191763850443835,2573.0954291207768,nan,1.0,nan,2.0
184,multi_defect,large,18.882315684124364,16.84180737632383,0.37918871252204583,0.5498721227621484,0.10806451612903226,0.2694917619228363,0,1,0,pred_area_lt_true,12.379890441894531,23.272746086120605,5.237370068379678,6.172691704050147,8051.952891204864,nan,3.0,nan,3.0
185,multi_defect,large,16.82657970238502,9.365019472368132,0.14666666666666667,0.2558139534883721,0.4434389140271493,1.3127151727676392,0,1,0,pred_area_lt_true,12.29997730255127,21.77316379547119,4.225017966814339,4.819146058422357,5297.294063656405,nan,3.0,nan,3.0
186,multi_defect,medium,9.928443408104101,5.31445820464468,0.35636856368563685,0.5254745254745254,0.4647239263803681,0.9342096447944641,0,1,0,pred_area_lt_true,6.931266784667969,11.605941772460938,2.3981322426721454,2.560994301398454,1771.4433705195402,nan,2.0,nan,3.0
187,rotated_rect,medium,11.633942889250818,10.78119314867746,0.25704526046114434,0.40896739130434784,0.07329842931937172,1.5078092813491821,0,1,0,pred_area_lt_true,12.87272834777832,22.562236785888672,3.883068927181885,4.649143008997653,4949.828446047455,nan,1.0,nan,2.0
188,polygon,small,3.9135122022741626,4.948994030113241,0.05054151624548736,0.09621993127147767,0.26459143968871596,1.5356870889663696,0,0,1,pred_area_gt_true,6.811638832092285,10.349283218383789,2.1147580492682754,2.070818465327788,1317.4080776000774,nan,1.0,6.0,2.0
189,rotated_rect,small,5.0403600737461005,5.4971902919104,0.3784860557768924,0.5491329479768786,0.09063444108761329,0.9296610951423645,0,0,1,pred_area_gt_true,6.356815338134766,9.981472969055176,2.121342708999291,2.03050509251352,1312.1048253572073,nan,1.0,nan,2.0
190,multi_defect,large,21.24260514463991,16.948401093895498,0.378021978021978,0.5486443381180224,0.2021505376344086,1.1520553827285767,0,1,0,pred_area_lt_true,23.39922332763672,45.72111511230469,7.4888546309323285,9.85418438499004,19762.412572700607,nan,2.0,nan,3.0
191,multi_defect,medium,7.7204306869766555,10.62891640928936,0.30978260869565216,0.4730290456431535,0.3767258382642998,1.7289260625839233,0,0,1,pred_area_gt_true,12.96094799041748,22.79763889312744,4.017986988425255,4.72205222613629,5139.644028222374,nan,2.0,nan,3.0
192,multi_defect,large,16.61339226724168,6.852453272464487,0.3148464163822526,0.4789097988319273,0.5875343721356554,3.27353835105896,0,1,0,pred_area_lt_true,7.152832984924316,10.813456773757935,2.5096621744986622,2.7532900413472183,1940.083160358731,nan,3.0,nan,3.0
193,rotated_rect,medium,9.913215734165291,7.126551403363067,0.3563636363636364,0.5254691689008043,0.28110599078341014,1.364924430847168,0,1,0,pred_area_lt_true,11.116077423095703,19.221073150634766,2.92033481660299,3.9203308814015365,3387.924184714301,nan,1.0,nan,2.0
194,multi_defect,medium,10.141630843247441,3.167356179272474,0.20385674931129477,0.33867276887871856,0.6876876876876877,0.7584612965583801,0,1,0,pred_area_lt_true,7.5447211265563965,12.215963363647461,2.2506177850998936,2.537515207144535,1677.738427871042,nan,2.0,nan,3.0
195,multi_defect,large,26.38955893595768,6.273801662789708,0.20033575825405708,0.3337995337995338,0.762261973456434,3.733520030975342,0,1,0,pred_area_lt_true,11.702466011047363,17.53944730758667,3.561314603574574,4.1544781005193325,4022.65029681449,nan,3.0,nan,3.0
196,polygon,medium,9.821849690532432,7.446332556078076,0.1524390243902439,0.26455026455026454,0.24186046511627907,1.8965473175048828,0,1,0,pred_area_lt_true,9.969964027404785,16.94858694076538,2.813691556826234,3.4179411151236345,2764.7293642137206,nan,1.0,9.0,2.0
197,rotated_rect,large,17.054994811467168,11.02483593169842,0.33236994219653176,0.49891540130151846,0.3535714285714286,1.7039471864700317,0,1,0,pred_area_lt_true,12.658159255981445,22.35035991668701,3.9125098689086735,4.636914294767024,4935.856939605144,nan,1.0,nan,2.0
198,polygon,small,7.035185359730207,0.0,0.0,0.0,1.0,nan,1,1,0,zero,5.14296817779541,7.158930063247681,1.806144572738558,1.3774972930163738,869.3630479444871,nan,1.0,6.0,2.0
199,rotated_rect,medium,8.420903688161914,5.893109814319459,0.1794228356336261,0.30425531914893617,0.30018083182640143,1.2658255100250244,0,1,0,pred_area_lt_true,7.5004353523254395,11.919126510620117,2.3775041988425074,2.4392823378076307,1699.3716752770993,nan,1.0,nan,2.0
