sample_id,split,dataset_id,feature_schema_version,scan_line_count,sensor_x_count,piao_full_compatible,exact_piao_full,full_feature_ready,full_candidate_mode,degraded_mode,degraded_mode_reason,A1__Bx_center_abs_peak,A1__Bx_center_peak_x_m,A1__Bx_center_signed_peak,A1__Bx_center_signed_peak_x_m,A1__Bx_center_min,A1__Bx_center_min_x_m,A1__Bx_center_width50_x_m,A1__Bx_center_energy,A2__Bx_center_grad_abs_peak,A2__Bx_center_grad_energy,A2__Bx_center_left_right_energy_ratio,A2__Bx_center_peak_asymmetry,A2__Bx_outer_peak_decay_ratio,A2__Bx_outer_width_decay_ratio,T1__Bx_env_abs_peak,T1__Bx_env_peak_y_m,T1__Bx_env_width50_y_m,T1__Bx_env_gauss_A,T1__Bx_env_gauss_y0_m,T1__Bx_env_gauss_sigma_m,T1__Bx_env_gauss_rmse,T1__Bx_env_gauss_fit_success,R1__Bx_tangential_gauss_nrmse,R1__Bx_tangential_fit_residual_peak_ratio,A1__By_center_abs_peak,A1__By_center_peak_x_m,A1__By_center_signed_peak,A1__By_center_signed_peak_x_m,A1__By_center_min,A1__By_center_min_x_m,A1__By_center_width50_x_m,A1__By_center_energy,A2__By_center_grad_abs_peak,A2__By_center_grad_energy,A2__By_center_left_right_energy_ratio,A2__By_center_peak_asymmetry,A2__By_outer_peak_decay_ratio,A2__By_outer_width_decay_ratio,T1__By_env_abs_peak,T1__By_env_peak_y_m,T1__By_env_width50_y_m,T1__By_env_gauss_A,T1__By_env_gauss_y0_m,T1__By_env_gauss_sigma_m,T1__By_env_gauss_rmse,T1__By_env_gauss_fit_success,R1__By_tangential_gauss_nrmse,R1__By_tangential_fit_residual_peak_ratio,A1__Bz_center_abs_peak,A1__Bz_center_peak_x_m,A1__Bz_center_signed_peak,A1__Bz_center_signed_peak_x_m,A1__Bz_center_min,A1__Bz_center_min_x_m,A1__Bz_center_width50_x_m,A1__Bz_center_energy,A2__Bz_center_grad_abs_peak,A2__Bz_center_grad_energy,A2__Bz_center_left_right_energy_ratio,A2__Bz_center_peak_asymmetry,A2__Bz_outer_peak_decay_ratio,A2__Bz_outer_width_decay_ratio,T1__Bz_env_abs_peak,T1__Bz_env_peak_y_m,T1__Bz_env_width50_y_m,T1__Bz_env_gauss_A,T1__Bz_env_gauss_y0_m,T1__Bz_env_gauss_sigma_m,T1__Bz_env_gauss_rmse,T1__Bz_env_gauss_fit_success,R1__Bz_tangential_gauss_nrmse,R1__Bz_tangential_fit_residual_peak_ratio,X1__center_Bx_Bz_abs_peak_ratio,X1__center_By_Bz_abs_peak_ratio,X1__center_Bx_By_abs_peak_ratio,X1__center_Bx_Bz_corr,X1__center_By_Bz_corr,X1__center_Bx_By_corr,X1__center_vmag_abs_peak,X1__center_vmag_peak_x_m,X1__center_vmag_width50_x_m,X1__center_vmag_energy,valid__A1__Bx_center_abs_peak,valid__A1__Bx_center_peak_x_m,valid__A1__Bx_center_signed_peak,valid__A1__Bx_center_signed_peak_x_m,valid__A1__Bx_center_min,valid__A1__Bx_center_min_x_m,valid__A1__Bx_center_width50_x_m,valid__A1__Bx_center_energy,valid__A2__Bx_center_grad_abs_peak,valid__A2__Bx_center_grad_energy,valid__A2__Bx_center_left_right_energy_ratio,valid__A2__Bx_center_peak_asymmetry,valid__A2__Bx_outer_peak_decay_ratio,valid__A2__Bx_outer_width_decay_ratio,valid__T1__Bx_env_abs_peak,valid__T1__Bx_env_peak_y_m,valid__T1__Bx_env_width50_y_m,valid__T1__Bx_env_gauss_A,valid__T1__Bx_env_gauss_y0_m,valid__T1__Bx_env_gauss_sigma_m,valid__T1__Bx_env_gauss_rmse,valid__T1__Bx_env_gauss_fit_success,valid__R1__Bx_tangential_gauss_nrmse,valid__R1__Bx_tangential_fit_residual_peak_ratio,valid__A1__By_center_abs_peak,valid__A1__By_center_peak_x_m,valid__A1__By_center_signed_peak,valid__A1__By_center_signed_peak_x_m,valid__A1__By_center_min,valid__A1__By_center_min_x_m,valid__A1__By_center_width50_x_m,valid__A1__By_center_energy,valid__A2__By_center_grad_abs_peak,valid__A2__By_center_grad_energy,valid__A2__By_center_left_right_energy_ratio,valid__A2__By_center_peak_asymmetry,valid__A2__By_outer_peak_decay_ratio,valid__A2__By_outer_width_decay_ratio,valid__T1__By_env_abs_peak,valid__T1__By_env_peak_y_m,valid__T1__By_env_width50_y_m,valid__T1__By_env_gauss_A,valid__T1__By_env_gauss_y0_m,valid__T1__By_env_gauss_sigma_m,valid__T1__By_env_gauss_rmse,valid__T1__By_env_gauss_fit_success,valid__R1__By_tangential_gauss_nrmse,valid__R1__By_tangential_fit_residual_peak_ratio,valid__A1__Bz_center_abs_peak,valid__A1__Bz_center_peak_x_m,valid__A1__Bz_center_signed_peak,valid__A1__Bz_center_signed_peak_x_m,valid__A1__Bz_center_min,valid__A1__Bz_center_min_x_m,valid__A1__Bz_center_width50_x_m,valid__A1__Bz_center_energy,valid__A2__Bz_center_grad_abs_peak,valid__A2__Bz_center_grad_energy,valid__A2__Bz_center_left_right_energy_ratio,valid__A2__Bz_center_peak_asymmetry,valid__A2__Bz_outer_peak_decay_ratio,valid__A2__Bz_outer_width_decay_ratio,valid__T1__Bz_env_abs_peak,valid__T1__Bz_env_peak_y_m,valid__T1__Bz_env_width50_y_m,valid__T1__Bz_env_gauss_A,valid__T1__Bz_env_gauss_y0_m,valid__T1__Bz_env_gauss_sigma_m,valid__T1__Bz_env_gauss_rmse,valid__T1__Bz_env_gauss_fit_success,valid__R1__Bz_tangential_gauss_nrmse,valid__R1__Bz_tangential_fit_residual_peak_ratio,valid__X1__center_Bx_Bz_abs_peak_ratio,valid__X1__center_By_Bz_abs_peak_ratio,valid__X1__center_Bx_By_abs_peak_ratio,valid__X1__center_Bx_Bz_corr,valid__X1__center_By_Bz_corr,valid__X1__center_Bx_By_corr,valid__X1__center_vmag_abs_peak,valid__X1__center_vmag_peak_x_m,valid__X1__center_vmag_width50_x_m,valid__X1__center_vmag_energy,fit_failure_reasons
rbc_pilot_037_shallow_small_compact_LD_dominant,val,comsol_true_3d_rbc_imported_watertight_pilot_v3_240,nls_full_compatible_v1,3,201,True,False,False,False,True,scan_line_count_lt_5,0.0013816120335832238,0.004399999976158142,0.00018950775847770274,-0.035599999129772186,-0.0013816120335832238,0.004399999976158142,0.01959999930113554,3.7548407060837084e-07,0.28835554279269004,0.0060887020219374255,1.5673612556514065,0.22099003574292556,1.0115369152222793,1.0103092125274211,0.0013881823979318142,0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.00014795253810007125,0.02280000038444996,9.665006655268371e-05,-0.01119999960064888,-0.00014795253810007125,0.02280000038444996,0.049200001172721386,3.6858272799847747e-09,0.16357085782118166,0.001609470511037755,0.9794994194117822,-0.01035644688105525,0.8688804790591922,0.9685039362860975,0.00017393434245605022,-0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.0009833587100729346,-0.01679999940097332,0.0009484841139055789,0.01360000018030405,-0.0009833587100729346,-0.01679999940097332,0.05719999969005585,3.370592476613286e-07,0.3910904392589013,0.01471922881091362,0.6841167404862896,-0.18756613001928774,1.0445719551598835,0.9862069195856243,0.0009833587100729346,0.0,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,1.4049929282476699,0.15045632543296208,9.338211100161981,-0.11722158656084052,-0.38440664992129575,0.3208953098875162,0.001449198501038029,0.004399999976158142,0.041200000792741776,7.162291455496844e-07,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,
rbc_pilot_038_shallow_medium_balanced_LD_dominant,test,comsol_true_3d_rbc_imported_watertight_pilot_v3_240,nls_full_compatible_v1,3,201,True,False,False,False,True,scan_line_count_lt_5,0.001380632515065372,0.0,0.00012940159649588168,-0.031599998474121094,-0.001380632515065372,0.0,0.02280000038444996,4.0464193803823257e-07,0.30436244604140666,0.006440123025983911,0.8200462374490007,-0.0988731818171964,1.0135086423314947,1.0178571539938126,0.001380632515065372,0.0,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.0001908033445943147,0.02280000038444996,0.00013529749412555248,-0.03200000151991844,-0.0001908033445943147,0.02280000038444996,0.0556000005453825,4.3328730769335424e-09,0.1699372508369002,0.0018162548442015227,1.8735472736514376,0.30399613803513825,1.1246894258364424,0.8881788984328787,0.00019805924966931343,-0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.0010115158511325717,-0.013199999928474426,0.0009494336554780602,0.012400000356137753,-0.0010115158511325717,-0.013199999928474426,0.05159999988973141,3.5872688163366063e-07,0.4554067683482727,0.015929130118727295,0.9281218425415222,-0.037278846114689936,0.9477767289169335,1.0361445729056609,0.0010827413061633706,0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,1.3649143644358204,0.18863109696271832,7.23589263071288,0.0173390611295479,-0.6209670833436279,0.3052889473156693,0.0013976918794604998,-0.0007999999797903001,0.04600000008940697,7.677016927488268e-07,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,
rbc_pilot_039_shallow_large_wide_LD_dominant,train,comsol_true_3d_rbc_imported_watertight_pilot_v3_240,nls_full_compatible_v1,3,201,True,False,False,False,True,scan_line_count_lt_5,0.0011096304515376687,0.006800000090152025,0.00016554021567571908,0.03440000116825104,-0.0011096304515376687,0.006800000090152025,0.036000000312924385,3.9711830989762485e-07,0.30682584850116756,0.00590218828423713,1.7900836634342574,0.28317561720058226,0.983117904026067,1.0000000258700719,0.0011324990773573518,0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.00014503675629384816,0.009600000455975533,0.00012512023386079818,-0.03440000116825104,-0.00014503675629384816,0.009600000455975533,0.07880000025033951,3.936721725686067e-09,0.3484610086589863,0.0021504369898286612,1.0057938816461296,0.0028885727986041176,0.8780997378435935,1.31333329551129,0.0001743837638059631,-0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.0010386204812675714,0.020400000736117363,0.0010386204812675714,0.020400000736117363,-0.0009549991227686405,-0.01600000075995922,0.0568000003695488,3.301976862742907e-07,0.38383990500432086,0.010924247671495161,1.1493161139313195,0.06947145325133444,1.0245439973614927,0.9498327980045401,0.0010630725882947445,0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,1.0683695070055175,0.1396436512756227,7.650684418848483,0.044275393866462086,-0.6899164528491177,0.4046605413858089,0.0012106691101363917,0.014399999752640724,0.05439999885857105,7.312527178976018e-07,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,
rbc_pilot_040_shallow_elongated_LD_dominant,train,comsol_true_3d_rbc_imported_watertight_pilot_v3_240,nls_full_compatible_v1,3,201,True,False,False,False,True,scan_line_count_lt_5,0.0012799226678907871,0.003599999938160181,0.0001763579493854195,0.02800000086426735,-0.0012799226678907871,0.003599999938160181,0.024399999529123306,3.836564445448163e-07,0.2675816856695158,0.005140552489248361,1.5040913833828833,0.20130710353784487,1.01174571552185,0.9838709389712397,0.0012836612295359373,0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.00026963691925629973,0.012400000356137753,6.482966273324564e-05,-0.009200000204145908,-0.00026963691925629973,0.012400000356137753,0.023200000170618296,9.555833600353694e-09,0.19505902794350818,0.0020013907338841206,0.6831076532889252,-0.18827812118365816,1.0320914446004368,0.8592592840434271,0.0002916546945925802,-0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.0011713289422914386,0.019600000232458115,0.0011713289422914386,0.019600000232458115,-0.0010256938403472304,-0.01360000018030405,0.052400000393390656,3.7496072065499097e-07,0.4772621572727104,0.016535799071520845,0.7755740106999018,-0.12639630223672463,1.0804706777313469,0.9739777046914596,0.0011713289422914386,0.0,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,1.092709845781587,0.2301974360240911,4.746837604512807,0.13693057436845618,-0.7069307961990622,0.2372823883114795,0.0013088921578462468,0.00559999980032444,0.05080000124871731,7.681729988001609e-07,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,
rbc_pilot_041_medium_small_compact_LD_dominant,val,comsol_true_3d_rbc_imported_watertight_pilot_v3_240,nls_full_compatible_v1,3,201,True,False,False,False,True,scan_line_count_lt_5,0.001319441245868802,-0.0012000000569969416,0.00025120354257524014,-0.03959999978542328,-0.001319441245868802,-0.0012000000569969416,0.02039999980479479,3.4357435990966826e-07,0.2660901891402947,0.005808702687749469,0.9166688640699898,-0.04347706455305951,0.9673702943455992,1.0199999892897904,0.001396662788465619,-0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.00020697632862720639,0.02280000038444996,0.00011435963824624196,-0.009200000204145908,-0.00020697632862720639,0.02280000038444996,0.06479999981820583,5.862465075232096e-09,0.1890788036297195,0.0015810226467298976,1.255114555424695,0.11312709361527336,0.9739920660004999,1.6530612198836088,0.00021735631162300706,-0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.0009197175386361778,0.01360000018030405,0.0009197175386361778,0.01360000018030405,-0.0009079279261641204,-0.01720000058412552,0.05079999938607216,3.012292179785269e-07,0.4052846124187869,0.01140409375270826,1.0869005763346764,0.04164097577053909,0.9840381335766925,1.0079364944441804,0.0009458729764446616,-0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,1.4346157275910634,0.2250433637855004,6.37484129040332,0.07038556308725494,-0.6817593968495599,0.14860499082354453,0.0013277888989038846,-0.0031999999191612005,0.046800000593066216,6.506660429634273e-07,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,
rbc_pilot_042_medium_medium_balanced_LD_dominant,train,comsol_true_3d_rbc_imported_watertight_pilot_v3_240,nls_full_compatible_v1,3,201,True,False,False,False,True,scan_line_count_lt_5,0.0012703323736786842,0.003599999938160181,9.335958020528778e-05,-0.03920000046491623,-0.0012703323736786842,0.003599999938160181,0.023999999277293682,3.542412916979174e-07,0.3439705408304328,0.006388150604732141,1.4412390629134746,0.18074389748084807,1.0225746003872396,0.9160304998898764,0.0012703323736786842,0.0,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.00015153494314290583,-0.035999998450279236,0.00011711198021657765,-0.02199999988079071,-0.00015153494314290583,-0.035999998450279236,0.06399999931454659,4.4588294858433066e-09,0.15568974341704617,0.001577744037595569,0.8628875059195257,-0.07360213305676516,0.8420605500885997,1.0423452656080412,0.00018412998178973794,0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.0009337462834082544,-0.01759999990463257,0.0009144733776338398,0.018400000408291817,-0.0009337462834082544,-0.01759999990463257,0.05719999969005585,3.0480740266615995e-07,0.3315634051306648,0.009949110569775889,0.6510847643597987,-0.21132484725912407,0.9611758773338939,1.0141843895508316,0.0009785700822249055,0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,1.3604684658469126,0.16228706430807974,8.383098626174233,0.0434551814123758,-0.7250790122366793,-0.13237258075209654,0.0012907037596868092,0.004000000189989805,0.046400001272559166,6.635075238499208e-07,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,
rbc_pilot_043_medium_large_wide_LD_dominant,train,comsol_true_3d_rbc_imported_watertight_pilot_v3_240,nls_full_compatible_v1,3,201,True,False,False,False,True,scan_line_count_lt_5,0.0010991744929924607,0.007199999876320362,0.0002750811108853668,-0.03440000116825104,-0.0010991744929924607,0.007199999876320362,0.036400001496076584,3.6428852894853677e-07,0.20232858213380261,0.004876915430384184,1.984070060059626,0.3297744490757576,0.9984395543701863,1.0111111438798681,0.0011046529980376363,-0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.00012654632155317813,-0.0015999999595806003,0.00012654632155317813,-0.0015999999595806003,-0.00012481448356993496,0.007199999876320362,0.03560000006109476,2.418219720892249e-09,0.13168240265386605,0.001131693362860207,0.6758182654857834,-0.193446832028796,0.7701924729030533,1.3906249900879288,0.0001660055568208918,0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.0009334761998616159,0.020400000736117363,0.0009334761998616159,0.020400000736117363,-0.0009045019396580756,-0.01759999990463257,0.06159999780356884,2.7925903796421654e-07,0.37506146767006754,0.0110170226902763,1.1367110125666584,0.06398198528608624,1.0190933379493428,0.9305135325175277,0.0009334761998616159,0.0,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,1.1775067143173108,0.13556459347537528,8.685945822064518,0.003165120711532524,-0.5384924204026558,-0.09814333763477451,0.0011336429767186613,-0.011599999852478504,0.05360000021755695,6.459657866336455e-07,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,
rbc_pilot_044_medium_elongated_LD_dominant,train,comsol_true_3d_rbc_imported_watertight_pilot_v3_240,nls_full_compatible_v1,3,201,True,False,False,False,True,scan_line_count_lt_5,0.0011695964494720101,0.003599999938160181,0.00020258274162188172,-0.03840000182390213,-0.0011695964494720101,0.003599999938160181,0.0284000001847744,3.432834647737458e-07,0.25217855794583616,0.006044118967432233,1.3767643474525586,0.15851985825030515,1.0488839013411413,0.9594594654120325,0.0011695964494720101,0.0,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.000197884306544438,0.02280000038444996,0.00011723941861419007,-0.018799999728798866,-0.000197884306544438,0.02280000038444996,0.05640000104904175,4.174637826715668e-09,0.12947499210921057,0.0014308783048206759,1.117573579759868,0.055522783663177734,1.104739601734989,0.9791666700351656,0.00020099664106965065,-0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.0008800867944955826,0.018400000408291817,0.0008800867944955826,0.018400000408291817,-0.000752117543015629,-0.018799999728798866,0.0556000005453825,2.3456856564926849e-07,0.3753650568098825,0.0107953444225625,0.8561279994588915,-0.07751189604545097,1.0,1.0530303004914014,0.0008852366590872407,0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,1.3289557993451755,0.22484635354386204,5.910506345329406,0.011704665199229454,-0.7200829310761728,0.09469493459611604,0.001198338743435325,0.00559999980032444,0.04920000024139881,5.820266682497299e-07,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,
rbc_pilot_045_deep_small_compact_LD_dominant,test,comsol_true_3d_rbc_imported_watertight_pilot_v3_240,nls_full_compatible_v1,3,201,True,False,False,False,True,scan_line_count_lt_5,0.0011749245459213853,-0.0015999999595806003,0.00016222981503233314,-0.03680000081658363,-0.0011749245459213853,-0.0015999999595806003,0.02039999980479479,2.775767743570149e-07,0.369368164152155,0.00730728258602559,0.7352923051923342,-0.15254357667328353,0.9759442073636246,0.9807692187143898,0.0012046587653458118,-0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.00014658567670267075,0.02280000038444996,0.00011033429473172873,-0.009200000204145908,-0.00014658567670267075,0.02280000038444996,0.06199999898672104,3.330513978723094e-09,0.1422155460704615,0.0012714332778040662,0.8976641832831889,-0.05392725310321122,0.9653869932307942,0.833333327074445,0.00015543591871391982,-0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.000897021556738764,-0.013199999928474426,0.0008664876222610474,0.01360000018030405,-0.000897021556738764,-0.013199999928474426,0.04999999888241291,2.3369982071511473e-07,0.39766161175561954,0.012669333198547192,1.0097241820620535,0.004838565485178207,0.979664635180329,0.9881422575704331,0.0009321549441665411,-0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,1.309806366519187,0.16341377261389528,8.015275246193125,0.0010268270260393206,-0.7095354876798677,0.06467142635445254,0.0012043482898114399,0.004000000189989805,0.04279999993741512,5.146071090508527e-07,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,
rbc_pilot_047_deep_large_wide_LD_dominant,train,comsol_true_3d_rbc_imported_watertight_pilot_v3_240,nls_full_compatible_v1,3,201,True,False,False,False,True,scan_line_count_lt_5,0.0011385118123143911,0.004000000189989805,0.0001927211560541764,-0.03880000114440918,-0.0011385118123143911,0.004000000189989805,0.03680000081658363,3.773363423045962e-07,0.33437487429973367,0.005210051727494225,1.4065089336755572,0.16892060028826897,1.0108532115591737,1.0222222624645563,0.0011464516865089536,0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.0001492654555477202,-0.009999999776482582,0.0001492654555477202,-0.009999999776482582,-0.00010804604244185612,0.009600000455975533,0.07400000095367432,3.288667252445964e-09,0.12668306259509693,0.0013101414639341807,1.522972120388677,0.20728414561636552,1.0219113128566062,1.2171052769640747,0.00018375221407040954,-0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.0009600803605280817,0.020400000736117363,0.0009600803605280817,0.020400000736117363,-0.0009109986713156104,-0.019999999552965164,0.058799998834729195,2.6211682131906977e-07,0.3794367165073699,0.011459495936435863,1.1642382639670321,0.07588733029143686,1.0115066314666312,1.0208333141328896,0.0009600803605280817,0.0,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,1.1858505382696978,0.15547183515515137,7.627429991331174,0.03895332199022867,-0.3589532271926552,0.040769169716098834,0.0011590950710703408,0.00559999980032444,0.05439999885857105,6.427418308761119e-07,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,
rbc_pilot_048_deep_elongated_LD_dominant,train,comsol_true_3d_rbc_imported_watertight_pilot_v3_240,nls_full_compatible_v1,3,201,True,False,False,False,True,scan_line_count_lt_5,0.0010984971886500716,0.004399999976158142,0.00018905042088590562,0.03880000114440918,-0.0010984971886500716,0.004399999976158142,0.03039999958127737,3.401369601670716e-07,0.29720794001363837,0.004710843997874418,1.589243825465195,0.22757371077609073,0.9856216104310227,0.92682925097928,0.0011337404139339924,-0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.00014450419985223562,0.02280000038444996,0.00014407624257728457,-0.020400000736117363,-0.00014450419985223562,0.02280000038444996,0.06120000034570694,3.4821675612153827e-09,0.17174861185406848,0.0015514868010020571,1.2090676874999893,0.094640688776989,0.8444056067443925,1.0625000070738477,0.0001940641232067719,-0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.0008415099000558257,0.020400000736117363,0.0008415099000558257,0.020400000736117363,-0.0007195380749180913,-0.01600000075995922,0.06080000102519989,1.9807237310006167e-07,0.7310601044596456,0.01649923266861368,1.3453903274773993,0.1472634739859639,0.9723593456573925,1.0375426777377081,0.000936103577259928,0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,1.3053883128139043,0.1717201423805581,7.6018357236215435,-0.02255239642636328,-0.47294763631096254,-0.354663422361853,0.001130706233646194,0.00559999980032444,0.057999998331069946,5.416915008283487e-07,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,
rbc_pilot_049_shallow_small_compact_WD_dominant,train,comsol_true_3d_rbc_imported_watertight_pilot_v3_240,nls_full_compatible_v1,3,201,True,False,False,False,True,scan_line_count_lt_5,0.0014337506145238876,-0.0020000000949949026,0.00015848905604798347,-0.03799999877810478,-0.0014337506145238876,-0.0020000000949949026,0.019600000232458115,3.849888365711866e-07,0.2910714691089049,0.0058119292772567145,0.568224901140511,-0.27532728153052227,1.027949422763429,0.8990825895800425,0.0014337506145238876,0.0,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.00016821021563373506,0.00800000037997961,6.958142330404371e-05,0.03999999910593033,-0.00016821021563373506,0.00800000037997961,0.05480000004172325,4.381821018063392e-09,0.14374041671101914,0.0010833780709958438,0.5911066522060467,-0.256986762783644,0.9327715285839927,1.473118302922949,0.0002066940942313522,-0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,0.0010926766553893685,0.013199999928474426,0.0010926766553893685,0.013199999928474426,-0.0009693543543107808,-0.012799999676644802,0.04839999973773956,3.60024093153881e-07,0.36864041457998853,0.011334497349227944,1.0506589585638277,0.024703746253012554,1.0054417026955387,0.9641434132860771,0.0011014986084774137,0.0010000000474974513,0.0020000000949949026,nan,nan,nan,nan,0.0,nan,nan,1.3121453702266381,0.15394326839882416,8.523564452504896,-0.02195237730913349,-0.33365106338053774,0.3144794540159856,0.0014491557115405495,-0.0020000000949949026,0.04240000061690807,7.493947507431309e-07,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,
