variant,seed,selected_by_validation,sample_id,split,curvature_template,depth_bin,aspect_bin,size_bin,normalized_param_mae_mean,dimension_param_mae_norm,curvature_param_mae_norm,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,curvature_mae_mean,projected_mask_iou,projected_mask_dice,profile_depth_rmse_m
C0_reference_20_77,42,False,rbc_pilot_001_shallow_small_compact_sharp,val,sharp,shallow,compact,small_compact,0.9284398555755615,0.2702552378177643,1.5866245031356812,1.0496656894683838,1.3669384717941284,0.5142892599105835,0.33046823740005493,0.35331761837005615,0.35568928718566895,0.3464917242527008,0.6323529411764706,0.7747747747747747,0.0003172283177264035
C0_reference_20_77,42,False,rbc_pilot_002_shallow_medium_balanced_sharp,test,sharp,shallow,balanced,medium_balanced,0.6919889450073242,0.1385008692741394,1.2454770803451538,0.3609415292739868,0.9320052266120911,0.22848090529441833,0.26321905851364136,0.24584871530532837,0.304407000541687,0.27115824818611145,0.9245283018867925,0.9607843137254902,0.00019230064935982227
C0_reference_20_77,42,False,rbc_pilot_003_shallow_large_wide_sharp,train,sharp,shallow,wide,large_wide,0.5048928260803223,0.1448107808828354,0.8649747967720032,0.11782906949520111,0.0924495980143547,0.6023867726325989,0.1476975679397583,0.18109214305877686,0.23279422521591187,0.18719464540481567,0.9252669039145908,0.9611829944547134,0.00033129367511719465
C0_reference_20_77,42,False,rbc_pilot_004_shallow_elongated_sharp,train,sharp,shallow,narrow,elongated,0.7934295535087585,0.37055444717407227,1.2163046598434448,1.1163148880004883,3.6410512924194336,0.1844109445810318,0.24665284156799316,0.24694865942001343,0.3001788854598999,0.2645934522151947,0.5234899328859061,0.6872246696035242,0.00021044828463345766
C0_reference_20_77,42,False,rbc_pilot_005_medium_small_compact_sharp,val,sharp,medium,compact,small_compact,1.0447598695755005,0.4393891394138336,1.6501303911209106,3.671757936477661,1.4025429487228394,0.6311088800430298,0.35215938091278076,0.3491949439048767,0.3790525197982788,0.36013564467430115,0.5607476635514018,0.718562874251497,0.00048298563342541456
C0_reference_20_77,42,False,rbc_pilot_006_medium_medium_balanced_sharp,train,sharp,medium,balanced,medium_balanced,0.7303110957145691,0.26123329997062683,1.1993887424468994,0.2491101622581482,1.0994160175323486,0.7608624696731567,0.24584734439849854,0.2373422384262085,0.29929429292678833,0.2608279585838318,0.9256756756756757,0.9614035087719298,0.00024242176732514054
C0_reference_20_77,42,False,rbc_pilot_007_medium_large_wide_sharp,train,sharp,medium,wide,large_wide,0.5524499416351318,0.18391263484954834,0.9209871888160706,0.9318292140960693,1.2359414100646973,0.19260285794734955,0.15415602922439575,0.21694141626358032,0.2287418246269226,0.19994641840457916,0.9478260869565217,0.9732142857142857,0.00015244621317833662
C0_reference_20_77,42,False,rbc_pilot_008_medium_elongated_sharp,train,sharp,medium,narrow,elongated,0.8611323237419128,0.6296840310096741,1.0925804376602173,0.39831921458244324,5.15863037109375,1.0315582752227783,0.19814711809158325,0.238416850566864,0.2751380205154419,0.2372339963912964,0.556910569105691,0.7154046997389034,0.0003308072919026017
C0_reference_20_77,42,False,rbc_pilot_009_deep_small_compact_sharp,test,sharp,deep,compact,small_compact,1.073071837425232,0.5432489514350891,1.60289466381073,2.4721920490264893,0.608741283416748,1.671295166015625,0.3489801287651062,0.331951379776001,0.3687189817428589,0.34988346695899963,0.6929824561403509,0.8186528497409327,0.0005388809950090945
C0_reference_20_77,42,False,rbc_pilot_010_deep_medium_balanced_sharp,train,sharp,deep,balanced,medium_balanced,0.942330539226532,0.5646077990531921,1.320053219795227,2.6188771724700928,0.9787390232086182,1.6072673797607422,0.25877994298934937,0.2833181619644165,0.31973010301589966,0.2872760593891144,0.7421875,0.852017937219731,0.000514411658514291
C0_reference_20_77,42,False,rbc_pilot_011_deep_large_wide_sharp,train,sharp,deep,wide,large_wide,0.8272911906242371,0.6490398049354553,1.0055423974990845,1.732071876525879,2.5394186973571777,1.6817352771759033,0.17776501178741455,0.23036521673202515,0.24733799695968628,0.218489408493042,0.9002320185614849,0.9474969474969475,0.0005443471018224955
C0_reference_20_77,42,False,rbc_pilot_013_shallow_small_compact_round,train,round,shallow,compact,small_compact,0.7070982456207275,0.5663769245147705,0.8478195667266846,3.517148971557617,1.9334098100662231,1.0700229406356812,0.15743917226791382,0.21749663352966309,0.1808478832244873,0.18526123464107513,0.5411764705882353,0.7022900763358778,0.0005246177315711975
C0_reference_20_77,42,False,rbc_pilot_014_shallow_medium_balanced_round,train,round,shallow,balanced,medium_balanced,0.38226914405822754,0.14889340102672577,0.6156448721885681,0.6013577580451965,1.1277189254760742,0.1504034698009491,0.11436253786087036,0.13797330856323242,0.14937013387680054,0.13390199840068817,0.8636363636363636,0.926829268292683,0.0001065464603016153
C0_reference_20_77,42,False,rbc_pilot_015_shallow_large_wide_round,test,round,shallow,wide,large_wide,0.37489116191864014,0.46909698843955994,0.28068533539772034,1.9033383131027222,1.1619114875793457,1.2839637994766235,0.0028125643730163574,0.10415422916412354,0.07396334409713745,0.06031004711985588,0.8414634146341463,0.9139072847682119,0.0005763266235589981
C0_reference_20_77,42,False,rbc_pilot_016_shallow_elongated_round,train,round,shallow,narrow,elongated,0.656620442867279,0.6334537863731384,0.6797869801521301,2.5588738918304443,4.3282389640808105,0.7992749810218811,0.11010164022445679,0.16888916492462158,0.16412508487701416,0.1477053016424179,0.48823529411764705,0.6561264822134387,0.00041306929779239
C0_reference_20_77,42,False,rbc_pilot_017_medium_small_compact_round,train,round,medium,compact,small_compact,0.5351309180259705,0.31108585000038147,0.7591759562492371,2.5489134788513184,0.8940789699554443,0.492895245552063,0.1469271183013916,0.183466374874115,0.16695231199264526,0.1657819300889969,0.7065217391304348,0.8280254777070064,0.0001698063570074737
C0_reference_20_77,42,False,rbc_pilot_018_medium_medium_balanced_round,val,round,medium,balanced,medium_balanced,0.36177465319633484,0.2584734857082367,0.465075820684433,0.3124270439147949,0.5079991817474365,0.9335614442825317,0.062371909618377686,0.10629892349243164,0.13201206922531128,0.10022763162851334,0.9548387096774194,0.976897689768977,0.00036695762537419796
C0_reference_20_77,42,False,rbc_pilot_019_medium_large_wide_round,test,round,medium,wide,large_wide,0.19860190153121948,0.15836623311042786,0.23883755505084991,0.8428897857666016,0.6903130412101746,0.2829192578792572,0.01786094903945923,0.08711844682693481,0.050747573375701904,0.05190898850560188,0.9447513812154696,0.9715909090909091,0.0001032339787343517
C0_reference_20_77,42,False,rbc_pilot_020_medium_elongated_round,train,round,medium,narrow,elongated,0.6744634509086609,0.7996719479560852,0.5492547154426575,3.318190574645996,7.7164387702941895,0.2221972644329071,0.06383436918258667,0.15724879503250122,0.13579630851745605,0.11895982176065445,0.4252199413489736,0.5967078189300411,0.00020175725512672216
C0_reference_20_77,42,False,rbc_pilot_021_deep_small_compact_round,train,round,deep,compact,small_compact,0.8229139447212219,0.6554335355758667,0.9903943538665771,5.065448760986328,1.4903349876403809,1.2471673488616943,0.20290255546569824,0.2216867208480835,0.22395563125610352,0.21618163585662842,0.5918367346938775,0.7435897435897436,0.0004354261327534914
C0_reference_20_77,42,False,rbc_pilot_022_deep_medium_balanced_round,val,round,deep,balanced,medium_balanced,0.6961047649383545,0.8775842189788818,0.5146253108978271,5.625214576721191,4.135495185852051,1.227607011795044,0.053551435470581055,0.1519005298614502,0.1285828948020935,0.11134495586156845,0.5661971830985916,0.7230215827338129,0.00045319326454773545
C0_reference_20_77,42,False,rbc_pilot_023_deep_large_wide_round,train,round,deep,wide,large_wide,0.45144200325012207,0.6269863247871399,0.2758977711200714,1.7252843379974365,1.7699711322784424,1.8438575267791748,0.009677708148956299,0.10803401470184326,0.061520934104919434,0.0597442202270031,0.8736383442265795,0.9325581395348838,0.0007414323044940829
C0_reference_20_77,42,False,rbc_pilot_025_shallow_small_compact_boxy,train,boxy,shallow,compact,small_compact,0.5896264314651489,0.2176051288843155,0.9616477489471436,1.4880625009536743,1.1629713773727417,0.23473146557807922,0.23393845558166504,0.18051040172576904,0.21656638383865356,0.21033841371536255,0.7846153846153846,0.8793103448275862,8.63969762576744e-05
C0_reference_20_77,42,False,rbc_pilot_026_shallow_medium_balanced_boxy,train,boxy,shallow,balanced,medium_balanced,0.8226278424263,0.3395759165287018,1.3056796789169312,3.4873299598693848,0.827741801738739,0.4149187505245209,0.3240046501159668,0.2831147313117981,0.25401610136032104,0.2870451509952545,0.8026315789473685,0.8905109489051095,0.00014414251199923456
C0_reference_20_77,42,False,rbc_pilot_027_shallow_large_wide_boxy,train,boxy,shallow,wide,large_wide,1.1614099740982056,0.6750197410583496,1.647800326347351,2.9489378929138184,2.5958242416381836,1.4820574522018433,0.4205242991447449,0.3095836043357849,0.3536074161529541,0.3612384498119354,0.8206521739130435,0.9014925373134328,0.0005618499126285315
C0_reference_20_77,42,False,rbc_pilot_028_shallow_elongated_boxy,val,boxy,shallow,narrow,elongated,1.0955320596694946,0.9528439044952393,1.23822021484375,5.2813401222229,6.466050624847412,0.8649651408195496,0.32144761085510254,0.24208205938339233,0.25238049030303955,0.27197006344795227,0.3879310344827586,0.5590062111801242,0.00032547031878493726
C0_reference_20_77,42,False,rbc_pilot_029_medium_small_compact_boxy,train,boxy,medium,compact,small_compact,0.6921340823173523,0.32565754652023315,1.058610439300537,2.990217924118042,1.0628421306610107,0.3936699330806732,0.2563211917877197,0.21060800552368164,0.22868335247039795,0.2318708449602127,0.7319587628865979,0.8452380952380952,0.00026516319485381246
C0_reference_20_77,42,False,rbc_pilot_030_medium_medium_balanced_boxy,train,boxy,medium,balanced,medium_balanced,0.9018484950065613,0.4263629615306854,1.3773342370986938,3.1835436820983887,1.8138484954833984,0.551895260810852,0.3539562225341797,0.2756299376487732,0.2781437039375305,0.30257663130760193,0.7731481481481481,0.8720626631853786,0.000384239450795576
C0_reference_20_77,42,False,rbc_pilot_031_medium_large_wide_boxy,train,boxy,medium,wide,large_wide,0.8545185923576355,0.031595949083566666,1.6774412393569946,0.2395324409008026,0.06156601011753082,0.06475742161273956,0.4207509756088257,0.3147454261779785,0.36676663160324097,0.3674210011959076,0.9116161616161617,0.9537648612945839,0.0002913946227636188
C0_reference_20_77,42,False,rbc_pilot_032_medium_elongated_boxy,test,boxy,medium,narrow,elongated,1.11316978931427,0.8188859820365906,1.4074538946151733,3.2465291023254395,8.660536766052246,0.007051043212413788,0.36493194103240967,0.26177358627319336,0.29940080642700195,0.30870211124420166,0.453781512605042,0.6242774566473989,0.0002542581642046571
C0_reference_20_77,42,False,rbc_pilot_037_shallow_small_compact_LD_dominant,val,LD_dominant,shallow,compact,small_compact,0.5010256171226501,0.22879783809185028,0.7732534408569336,1.021397352218628,1.2366185188293457,0.3757689893245697,0.32468080520629883,0.09455496072769165,0.10029000043869019,0.17317526042461395,0.7538461538461538,0.8596491228070176,0.00016308852354995906
