variant,seed,selected_by_validation,sample_id,split,curvature_template,depth_bin,aspect_bin,size_bin,normalized_param_mae_mean,dimension_param_mae_norm,curvature_param_mae_norm,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,curvature_mae_mean,projected_mask_iou,projected_mask_dice,profile_depth_rmse_m
C0_reference_20_77,42,False,rbc_pilot_038_shallow_medium_balanced_LD_dominant,test,LD_dominant,shallow,balanced,medium_balanced,0.5342123508453369,0.27544328570365906,0.7929813861846924,2.7253403663635254,1.5178061723709106,0.07446412742137909,0.36467504501342773,0.02410060167312622,0.14106065034866333,0.17661209404468536,0.6752136752136753,0.8061224489795918,3.985850344179198e-05
C0_reference_20_77,42,False,rbc_pilot_039_shallow_large_wide_LD_dominant,train,LD_dominant,shallow,wide,large_wide,0.677946150302887,0.3944735527038574,0.961418867111206,1.4110188484191895,0.2847956418991089,1.3615248203277588,0.4568718671798706,0.005456209182739258,0.17963457107543945,0.2139875441789627,0.9605263157894737,0.9798657718120806,0.0005572647787630558
C0_reference_20_77,42,False,rbc_pilot_040_shallow_elongated_LD_dominant,train,LD_dominant,shallow,narrow,elongated,0.5135999321937561,0.24295306205749512,0.7842467427253723,0.4062242805957794,2.8424291610717773,0.046416766941547394,0.3815808892250061,5.7756900787353516e-05,0.14270943403244019,0.17478269338607788,0.7073170731707317,0.8285714285714286,8.345966489287093e-05
C0_reference_20_77,42,False,rbc_pilot_041_medium_small_compact_LD_dominant,val,LD_dominant,medium,compact,small_compact,0.45677241683006287,0.161607027053833,0.7519378066062927,0.4763323664665222,0.6443215608596802,0.4035715162754059,0.31549322605133057,0.09171760082244873,0.09794247150421143,0.16838443279266357,0.8961038961038961,0.9452054794520548,0.00021478894632309675
C0_reference_20_77,42,False,rbc_pilot_042_medium_medium_balanced_LD_dominant,train,LD_dominant,medium,balanced,medium_balanced,0.5917260050773621,0.3992304503917694,0.7842214703559875,2.599379062652588,1.9927154779434204,0.5106895565986633,0.3613585829734802,0.03545719385147095,0.1283511519432068,0.1750556379556656,0.6932515337423313,0.8188405797101449,0.0002871029428206384
C0_reference_20_77,42,False,rbc_pilot_043_medium_large_wide_LD_dominant,train,LD_dominant,medium,wide,large_wide,0.6022412180900574,0.3019701838493347,0.9025121331214905,0.8927229642868042,1.1528916358947754,0.7707769870758057,0.4348258376121521,0.00842595100402832,0.16042470932006836,0.20122550427913666,0.9183673469387755,0.9574468085106383,0.0002866538998205215
C0_reference_20_77,42,False,rbc_pilot_044_medium_elongated_LD_dominant,train,LD_dominant,medium,narrow,elongated,0.5255712866783142,0.3273726999759674,0.7237697243690491,1.4411677122116089,3.2098023891448975,0.053338006138801575,0.33877032995224,0.06061279773712158,0.08858174085617065,0.16265495121479034,0.7451923076923077,0.8539944903581267,8.963153959484771e-05
C0_reference_20_77,42,False,rbc_pilot_045_deep_small_compact_LD_dominant,test,LD_dominant,deep,compact,small_compact,0.519853413105011,0.41043201088905334,0.6292747855186462,1.2504756450653076,0.3196718096733093,1.4622211456298828,0.26918482780456543,0.10865634679794312,0.04855191707611084,0.1421310305595398,0.883495145631068,0.9381443298969072,0.0007082826341502368
C0_reference_20_77,42,False,rbc_pilot_047_deep_large_wide_LD_dominant,train,LD_dominant,deep,wide,large_wide,0.6902005672454834,0.5505242347717285,0.8298768401145935,1.164177417755127,3.6415979862213135,0.9961538314819336,0.3995984196662903,0.026871562004089355,0.13039565086364746,0.18562187254428864,0.7636363636363637,0.865979381443299,0.0005882460391148925
C0_reference_20_77,42,False,rbc_pilot_048_deep_elongated_LD_dominant,train,LD_dominant,deep,narrow,elongated,0.6792723536491394,0.6674737334251404,0.6910708546638489,2.338925361633301,4.001880168914795,1.119969367980957,0.33215010166168213,0.06369990110397339,0.0716930627822876,0.1558476835489273,0.7492260061919505,0.856637168141593,0.0006046787020750344
C0_reference_20_77,42,False,rbc_pilot_049_shallow_small_compact_WD_dominant,train,WD_dominant,shallow,compact,small_compact,0.4837118089199066,0.3248928487300873,0.6425307393074036,2.4438183307647705,1.440787672996521,0.3962259590625763,0.005210518836975098,0.29084521532058716,0.12290942668914795,0.13965505361557007,0.6447368421052632,0.784,0.0001622104609850794
C0_reference_20_77,42,False,rbc_pilot_050_shallow_medium_balanced_WD_dominant,train,WD_dominant,shallow,balanced,medium_balanced,0.5223662853240967,0.18603451550006866,0.8586979508399963,1.7365012168884277,0.1388816237449646,0.3769977390766144,0.04902118444442749,0.36595410108566284,0.14800363779067993,0.1876596361398697,0.9133858267716536,0.9547325102880658,0.00013831080286763608
C0_reference_20_77,42,False,rbc_pilot_051_shallow_large_wide_WD_dominant,test,WD_dominant,shallow,wide,large_wide,0.7073309421539307,0.3986610174179077,1.0160008668899536,1.698883295059204,0.16405898332595825,1.3508737087249756,0.11609256267547607,0.36148303747177124,0.18898236751556396,0.22218598425388336,0.970873786407767,0.9852216748768473,0.0005412985337898135
C0_reference_20_77,42,False,rbc_pilot_052_shallow_elongated_WD_dominant,train,WD_dominant,shallow,narrow,elongated,0.8080170750617981,0.7401044964790344,0.8759297728538513,3.766026258468628,5.395723342895508,0.6277370452880859,0.07650655508041382,0.3433568477630615,0.15487027168273926,0.19157789647579193,0.4393939393939394,0.6105263157894737,0.00023474812041968107
C0_reference_20_77,42,False,rbc_pilot_053_medium_small_compact_WD_dominant,train,WD_dominant,medium,compact,small_compact,0.3965323865413666,0.19017069041728973,0.602894127368927,0.8407039642333984,0.6495323181152344,0.4428767263889313,0.025005996227264404,0.2666438817977905,0.10336935520172119,0.13167308270931244,0.8846153846153846,0.9387755102040817,0.00024648173712193966
C0_reference_20_77,42,False,rbc_pilot_054_medium_medium_balanced_WD_dominant,val,WD_dominant,medium,balanced,medium_balanced,0.38686227798461914,0.15526385605335236,0.6184607148170471,0.7427148818969727,0.676382303237915,0.2981014549732208,0.0032206177711486816,0.2975056767463684,0.1039765477180481,0.13490094244480133,0.9333333333333333,0.9655172413793104,0.00011076938972109929
C0_reference_20_77,42,False,rbc_pilot_055_medium_large_wide_WD_dominant,test,WD_dominant,medium,wide,large_wide,0.5938377380371094,0.33058997988700867,0.8570855259895325,1.042088508605957,1.107735514640808,0.8803543448448181,0.07205235958099365,0.33509916067123413,0.154788076877594,0.18731319904327393,0.9238578680203046,0.9604221635883905,0.0003225532127544284
C0_reference_20_77,42,False,rbc_pilot_058_deep_medium_balanced_WD_dominant,val,WD_dominant,deep,balanced,medium_balanced,0.5507672429084778,0.4666723906993866,0.6348622441291809,0.547075629234314,0.6806924939155579,1.7700656652450562,0.006166696548461914,0.3032901883125305,0.10613417625427246,0.13853035867214203,0.9318181818181818,0.9647058823529412,0.0009199280175380409
C0_reference_20_77,42,False,rbc_pilot_059_deep_large_wide_WD_dominant,train,WD_dominant,deep,wide,large_wide,0.7823992371559143,0.7942986488342285,0.7704999446868896,2.4208054542541504,4.6443705558776855,1.462027907371521,0.053857386112213135,0.31954729557037354,0.1321401596069336,0.16851495206356049,0.6868686868686869,0.8143712574850299,0.0008192139212042093
C0_reference_20_77,42,False,rbc_pilot_060_deep_elongated_WD_dominant,train,WD_dominant,deep,narrow,elongated,0.7571437954902649,0.8838980793952942,0.6303894519805908,3.358233690261841,4.033461093902588,1.8489835262298584,0.009081065654754639,0.30470889806747437,0.0995742678642273,0.1377880722284317,0.7555555555555555,0.8607594936708861,0.0009813561337068677
C0_reference_20_77,42,False,rbc_pilot_033_deep_small_compact_boxy,train,boxy,deep,compact,small_compact,0.9731234908103943,0.8154330849647522,1.1308139562606812,3.9757192134857178,1.049072504043579,2.397512674331665,0.28186678886413574,0.22936773300170898,0.23323482275009155,0.24815644323825836,0.7175572519083969,0.8355555555555556,0.001249874010682106
C0_reference_20_77,42,False,rbc_pilot_034_deep_medium_balanced_boxy,train,boxy,deep,balanced,medium_balanced,1.1060532331466675,0.8453924059867859,1.3667138814926147,3.388308048248291,2.8108088970184326,2.0806937217712402,0.3597410321235657,0.2590784430503845,0.2816050052642822,0.30014148354530334,0.7483221476510067,0.8560460652591171,0.0011632648529484868
C0_reference_20_77,42,False,rbc_pilot_035_deep_large_wide_boxy,val,boxy,deep,wide,large_wide,1.3040401935577393,0.9074066281318665,1.7006736993789673,3.301851511001587,2.2814571857452393,2.565627098083496,0.42895591259002686,0.3190076947212219,0.369850754737854,0.37260475754737854,0.7218934911242604,0.8384879725085911,0.0014457100769504905
C0_reference_20_77,42,False,rbc_pilot_036_deep_elongated_boxy,test,boxy,deep,narrow,elongated,1.3689192533493042,1.1688761711120605,1.5689622163772583,1.584466576576233,8.182263374328613,2.1803691387176514,0.39971327781677246,0.29089999198913574,0.34080183506011963,0.3438050448894501,0.6188118811881188,0.764525993883792,0.0012984290951862931
C0_reference_20_77,42,False,rbc_topup_safety_train_wd_medium_balanced,train,WD_dominant,medium,balanced,medium_balanced,0.4404360353946686,0.2821469008922577,0.5987251400947571,2.622257947921753,0.04493445158004761,0.6308597326278687,0.023592233657836914,0.2583749294281006,0.10956138372421265,0.13050951063632965,0.9162790697674419,0.9563106796116505,0.00024928824859671295
C0_reference_20_77,42,False,rbc_v2topup_001_shallow_small_compact_sharp,train,sharp,shallow,compact,small_compact,1.0227819681167603,0.4276403486728668,1.617923617362976,1.9723438024520874,1.5325216054916382,0.9513410925865173,0.3504900336265564,0.3373255729675293,0.37167173624038696,0.3531624376773834,0.6081081081081081,0.7563025210084033,0.0005167771596461535
C0_reference_20_77,42,False,rbc_v2topup_002_shallow_medium_balanced_sharp,train,sharp,shallow,balanced,medium_balanced,0.717001736164093,0.16419604420661926,1.2698075771331787,0.10405667126178741,1.0470972061157227,0.3701968789100647,0.2768588066101074,0.24360895156860352,0.30928605794906616,0.27658459544181824,0.9252336448598131,0.9611650485436893,0.00025135543546639383
C0_reference_20_77,42,False,rbc_v2topup_003_shallow_large_wide_sharp,train,sharp,shallow,wide,large_wide,0.5718382000923157,0.30074867606163025,0.8429276347160339,1.3276301622390747,0.37472134828567505,0.9225246906280518,0.14934319257736206,0.1719135046005249,0.22625255584716797,0.1825030893087387,0.858085808580858,0.9236234458259325,0.00046358114923350513
C0_reference_20_77,42,False,rbc_v2topup_004_shallow_elongated_sharp,train,sharp,shallow,narrow,elongated,0.7295415997505188,0.32769498229026794,1.1313883066177368,1.0500531196594238,3.5320115089416504,0.041593097150325775,0.23291140794754028,0.21269983053207397,0.2915787696838379,0.24572999775409698,0.5241379310344828,0.6877828054298643,0.00014505747822113335
C0_reference_20_77,42,False,rbc_v2topup_005_medium_small_compact_sharp,train,sharp,medium,compact,small_compact,0.8029909729957581,0.2654825448989868,1.3404994010925293,1.4201700687408447,0.5198326110839844,0.6890484094619751,0.28798824548721313,0.2724114656448364,0.31645405292510986,0.2922845780849457,0.775,0.8732394366197183,0.00022084449301473796
C0_reference_20_77,42,False,rbc_v2topup_006_medium_medium_balanced_sharp,train,sharp,medium,balanced,medium_balanced,0.6791362166404724,0.2505166828632355,1.1077557802200317,2.336488962173462,0.43045729398727417,0.4254418909549713,0.21553093194961548,0.21894913911819458,0.2867705225944519,0.24041686952114105,0.782608695652174,0.8780487804878049,0.00014746544184163213
C0_reference_20_77,42,False,rbc_v2topup_007_medium_large_wide_sharp,train,sharp,medium,wide,large_wide,0.5034968256950378,0.11973759531974792,0.8872559666633606,0.20533613860607147,1.302385687828064,0.05506956949830055,0.15180754661560059,0.19648176431655884,0.22880935668945312,0.19236622750759125,0.9457142857142857,0.9720998531571219,0.00016990446601994336
C0_reference_20_77,42,False,rbc_v2topup_009_deep_small_compact_sharp,train,sharp,deep,compact,small_compact,1.0326367616653442,0.7510148882865906,1.3142589330673218,0.6823558211326599,0.6280927658081055,3.0560569763183594,0.2888195514678955,0.2603161931037903,0.310716450214386,0.2866173982620239,0.9506172839506173,0.9746835443037974,0.0011398082133382559
C0_reference_20_77,42,False,rbc_v2topup_010_deep_medium_balanced_sharp,train,sharp,deep,balanced,medium_balanced,0.9131805300712585,0.4552350342273712,1.3711260557174683,2.8623695373535156,0.3949590027332306,1.245079755783081,0.27642709016799927,0.2784053087234497,0.3397884964942932,0.29820695519447327,0.768,0.8687782805429864,0.0003997879975941032
C0_reference_20_77,42,False,rbc_v2topup_011_deep_large_wide_sharp,train,sharp,deep,wide,large_wide,0.8652706146240234,0.847621738910675,0.8829195499420166,2.541093111038208,3.0237584114074707,2.227023124694824,0.1500501036643982,0.19896644353866577,0.22546058893203735,0.19149237871170044,0.84,0.9130434782608695,0.0007788140210323036
C0_reference_20_77,42,False,rbc_v2topup_012_shallow_small_compact_round,train,round,shallow,compact,small_compact,0.5419327616691589,0.3306805193424225,0.753184974193573,3.3622570037841797,1.2306091785430908,0.2681228816509247,0.1691962480545044,0.14552205801010132,0.1781618595123291,0.16429339349269867,0.5897435897435898,0.7419354838709677,0.00015514992992393672
C0_reference_20_77,42,False,rbc_v2topup_013_shallow_medium_balanced_round,train,round,shallow,balanced,medium_balanced,0.4071606695652008,0.16430611908435822,0.6500152945518494,0.29437336325645447,1.1088764667510986,0.302884042263031,0.13494378328323364,0.12488377094268799,0.16410189867019653,0.14130981266498566,0.9090909090909091,0.9523809523809523,0.0001728264760458842
C0_reference_20_77,42,False,rbc_v2topup_014_shallow_large_wide_round,train,round,shallow,wide,large_wide,0.2970157265663147,0.31841400265693665,0.27561745047569275,1.4382600784301758,0.39149168133735657,0.9704585075378418,0.01972377300262451,0.06829112768173218,0.08854436874389648,0.058853089809417725,0.8986928104575164,0.9466437177280551,0.0004355818673502654
C0_reference_20_77,42,False,rbc_v2topup_015_shallow_elongated_round,train,round,shallow,narrow,elongated,0.575813353061676,0.5706837773323059,0.5809429287910461,2.597844123840332,4.5099663734436035,0.44065842032432556,0.1008642315864563,0.12318485975265503,0.15348047018051147,0.12584318220615387,0.4764705882352941,0.6454183266932271,0.0002415703929727897
C0_reference_20_77,42,False,rbc_v2topup_016_medium_small_compact_round,train,round,medium,compact,small_compact,0.5607315897941589,0.4689890444278717,0.652474045753479,4.625078201293945,1.1780489683151245,0.6082722544670105,0.13830077648162842,0.11861497163772583,0.16833412647247314,0.14174996316432953,0.5871559633027523,0.7398843930635838,0.0002233365084975958
C0_reference_20_77,42,False,rbc_v2topup_017_medium_medium_balanced_round,train,round,medium,balanced,medium_balanced,0.44220009446144104,0.3925028145313263,0.4918973445892334,3.5800747871398926,1.5038615465164185,0.40465500950813293,0.07453584671020508,0.10273605585098267,0.1408982276916504,0.10605671256780624,0.7037037037037037,0.8260869565217391,0.00014185307372827083
C0_reference_20_77,42,False,rbc_v2topup_018_medium_large_wide_round,train,round,medium,wide,large_wide,0.17781539261341095,0.15056847035884857,0.20506232976913452,0.5124025344848633,0.8602198362350464,0.2708306908607483,0.007799863815307617,0.05771571397781372,0.06564664840698242,0.04372074082493782,0.95,0.9743589743589743,9.803993452806026e-05
C0_reference_20_77,42,False,rbc_v2topup_019_medium_elongated_round,train,round,medium,narrow,elongated,0.6887266039848328,0.978977620601654,0.3984755575656891,4.486694812774658,9.264640808105469,0.2293989509344101,0.04118555784225464,0.1049576997756958,0.11127293109893799,0.08580539375543594,0.38481675392670156,0.555765595463138,0.00017008006398100406
C0_reference_20_77,42,False,rbc_v2topup_020_deep_small_compact_round,train,round,deep,compact,small_compact,0.7410812377929688,0.6638469696044922,0.8183155059814453,3.4634358882904053,0.7553054094314575,1.9295653104782104,0.17072457075119019,0.17116934061050415,0.19321727752685547,0.178370401263237,0.7049180327868853,0.8269230769230769,0.0007427873206324875
C0_reference_20_77,42,False,rbc_v2topup_021_deep_medium_balanced_round,train,round,deep,balanced,medium_balanced,0.6243560910224915,0.7942231297492981,0.4544890820980072,2.54982328414917,1.891656756401062,2.365060567855835,0.06230670213699341,0.10768860578536987,0.12436968088150024,0.09812166541814804,0.7416974169741697,0.8516949152542372,0.0009529413655400276
C0_reference_20_77,42,False,rbc_v2topup_022_deep_large_wide_round,train,round,deep,wide,large_wide,0.5273143649101257,0.7851956486701965,0.2694331109523773,2.315601348876953,2.5784783363342285,2.1480555534362793,0.015320062637329102,0.08134728670120239,0.07681512832641602,0.05782749131321907,0.8222222222222222,0.9024390243902439,0.0008707773522473872
C0_reference_20_77,42,False,rbc_v2topup_023_shallow_small_compact_boxy,train,boxy,shallow,compact,small_compact,0.4441250264644623,0.1980510950088501,0.6901988983154297,0.18883682787418365,1.1002248525619507,0.4862394332885742,0.16893070936203003,0.13724511861801147,0.14757156372070312,0.15124912559986115,0.8666666666666667,0.9285714285714286,0.00020589980704244226
C0_reference_20_77,42,False,rbc_v2topup_024_shallow_medium_balanced_boxy,train,boxy,shallow,balanced,medium_balanced,0.6245090961456299,0.35728421807289124,0.8917339444160461,3.7708253860473633,1.6759177446365356,0.13807684183120728,0.200999915599823,0.19107985496520996,0.19332122802734375,0.19513367116451263,0.6,0.75,5.231859177001752e-05
