epoch,train_loss,train_bce,train_dice_loss,val_loss,val_bce,val_dice_loss,val_iou_at_0_5,val_dice_at_0_5,val_area_error_at_0_5,val_score_at_0_5,best_val_threshold,best_val_iou,best_val_dice,best_val_area_error,best_val_score
1,0.8307762602965038,0.1885099103053411,0.6422663450241088,0.6229491233825684,0.06898999214172363,0.5539591312408447,0.0006049504243110672,0.001203169437942706,0.9992104380884698,-0.997402318226216,0.4,0.5016310377292784,0.6569753505446367,0.7917779221788729,0.36682846609504216
2,0.5696197807788849,0.08791912334660688,0.48170066277186074,0.4453701078891754,0.11187466233968735,0.33349543809890747,0.5294490179365884,0.6837479598914016,0.6590912379618419,0.5541057398661482,0.9,0.5326225887519356,0.6905313282376034,0.37259396092589053,0.8505599560636483
3,0.3973869144916534,0.08773587594429652,0.30965103904406227,0.4020700454711914,0.0852896124124527,0.3167804479598999,0.5519361593211938,0.7041674376072476,0.4823366589965815,0.7737669379318598,0.9,0.5448614313862024,0.6995687407404928,0.34771437563639745,0.8967157964902976
4,0.3829294810692469,0.0828447811305523,0.3000846982002258,0.40443193912506104,0.08682817965745926,0.3176037669181824,0.5526078577565872,0.7050781331412964,0.5068316622792473,0.7508543286186364,0.9,0.5504793752388856,0.7045126949790839,0.36115216573222775,0.8938399044857416
5,0.384059331814448,0.08379816797872384,0.30026116172472633,0.394458144903183,0.08309183269739151,0.31136631965637207,0.5569417739925057,0.7091393904930781,0.46986024536830767,0.796220919117276,0.9,0.548244654791046,0.702759346063542,0.33097053559727835,0.9200334652573097
6,0.38236269652843474,0.08424940581123035,0.2981132904688517,0.39809730648994446,0.07741221785545349,0.32068508863449097,0.5536986725830972,0.7063150715138978,0.4896001065112363,0.7704136375857586,0.9,0.5400177592487875,0.695868725827798,0.3272380030668928,0.9086484820096925
7,0.3614542126655579,0.07568096841375033,0.2857732435067495,0.3547601103782654,0.06931324303150177,0.2854468822479248,0.5937875216047412,0.7411806749013461,0.38893065664859405,0.9460375398574933,0.9,0.5951987007180457,0.7429574569900134,0.26822485841997756,1.0699312992880816
8,0.33318078418572744,0.07537319076557954,0.257807594537735,0.30882546305656433,0.061441440135240555,0.24738401174545288,0.6360046896325374,0.7742671291693817,0.33963803903140516,1.0706337797705139,0.9,0.6292942618902898,0.769559056278023,0.23905567302190606,1.159797645146407
9,0.2999938910206159,0.06564190660913785,0.23435198267300925,0.30551743507385254,0.07008624076843262,0.23543119430541992,0.6456104439319799,0.7809096437213259,0.33802592551995725,1.0884941621333484,0.9,0.6459132088205922,0.7819982811013413,0.24923258207348153,1.178678907848452
10,0.28806982139746345,0.06370910356442133,0.22436071832974752,0.3018374443054199,0.06666642427444458,0.23517102003097534,0.6406379756312165,0.778154358127389,0.34110655069998574,1.0776857830586197,0.9,0.6380188519198967,0.7766569028383508,0.24197065550215893,1.1727050992560883
11,0.2758058995008469,0.060250663012266156,0.2155552367369334,0.29575827717781067,0.06058046966791153,0.23517781496047974,0.6444217099817477,0.7807018560753072,0.2908136494590779,1.134309916597977,0.8,0.6421707101721303,0.7791717253653849,0.24808683508567989,1.1732556004518353
12,0.28034328321615853,0.06183274028201898,0.21851053833961487,0.28972893953323364,0.05619257315993309,0.23353636264801025,0.646267995226098,0.7822637754261362,0.29226391970045706,1.1362678509517772,0.8,0.6438743735229199,0.7802606364867013,0.25497993673868036,1.1691550732709408
13,0.2681080172459284,0.057420191417137785,0.21068782607714334,0.28933101892471313,0.055308930575847626,0.2340220808982849,0.6540575699891721,0.7880828437922873,0.2638407667870537,1.1782996469944058,0.7,0.6489541627223133,0.7839566968774406,0.23907342817576432,1.1938374314239897
14,0.27121886710325877,0.0594480204085509,0.2117708464463552,0.304965615272522,0.061094995588064194,0.24387061595916748,0.6398882624240446,0.7770972124619882,0.3443140228557921,1.0726714520302405,0.9,0.6354264265478771,0.7733327884844423,0.24291606390743323,1.1658431511248861
15,0.2589285651842753,0.05609170782069365,0.2028368572394053,0.27880987524986267,0.05743149667978287,0.2213783860206604,0.6611193652591341,0.7933998198647533,0.26954185043124057,1.1849773346926467,0.8,0.6556117871676334,0.7887767381599944,0.23988388521657533,1.2045046401110522
16,0.25131329049666723,0.05413286884625753,0.19718042016029358,0.2820020318031311,0.06169431656599045,0.22030770778656006,0.6586241618464551,0.7914943339854487,0.2806682485556472,1.1694502472762567,0.8,0.6574560678172119,0.7905793520174302,0.25066324103321075,1.1973721788014313
17,0.25723963578542075,0.05538333940009276,0.20185629526774088,0.289787232875824,0.06384187191724777,0.2259453535079956,0.651583346078756,0.7862499891692637,0.29557327203361433,1.1422600632144053,0.9,0.6457752952934972,0.7817045559717227,0.24360615547397615,1.183873695791244
18,0.2543821608026822,0.05648377103110155,0.19789839188257854,0.29818397760391235,0.06280781328678131,0.23537617921829224,0.6432409650269072,0.7793354624414085,0.3023208545146753,1.1202555729536403,0.8,0.6415602334780217,0.7779434098137732,0.27098301922123724,1.1485206240705577
19,0.24719487677017848,0.05275806275506814,0.19443681240081787,0.2901439070701599,0.061950456351041794,0.228193461894989,0.6487977988158685,0.7841192381979885,0.28038803482372276,1.1525290021901342,0.8,0.6460725459404099,0.7814202058626563,0.25464354055687216,1.172849211246194
20,0.23992799470822015,0.05160527291397254,0.18832272291183472,0.3026065528392792,0.06945005804300308,0.2331565022468567,0.6429474454403661,0.7791856184445025,0.27604125942065705,1.1460918044642114,0.8,0.6408408567265533,0.7768200137744843,0.2547286743012343,1.1629321961998034
21,0.23734482278426489,0.05251139228542646,0.18483343323071796,0.2945234477519989,0.0736108124256134,0.2209126353263855,0.6498957060325192,0.7848419007744571,0.2632040021397746,1.1715336046672018,0.7,0.6481360727176789,0.783112075335952,0.250666493035196,1.1805816550184347
22,0.24141790270805358,0.05209931234518687,0.1893185873826345,0.2821744978427887,0.057887934148311615,0.22428655624389648,0.6555287233290586,0.7894961490366469,0.27490896825957206,1.1701159041061335,0.8,0.6514418479371618,0.7860905042687825,0.23844669499414772,1.1990856572117965
23,0.2292478839556376,0.05059800948947668,0.1786498745282491,0.30293744802474976,0.06416814774274826,0.2387692928314209,0.639258792764912,0.7762206269702284,0.29730761582432425,1.1181718039108162,0.8,0.6402516576009492,0.7771394741094615,0.25998169112685726,1.1574094405835533
24,0.23551608274380367,0.05097754361728827,0.18453853925069172,0.31551027297973633,0.08043009787797928,0.23508018255233765,0.6336266704310529,0.7727438190858157,0.2736552248854079,1.1327152646314609,0.8,0.633551493326006,0.7719933920532732,0.24984619785759588,1.1556986875216833
25,0.2301435818274816,0.05080914484957854,0.17933443586031597,0.2933042049407959,0.0679008811712265,0.2254033088684082,0.652107491510385,0.7862539565200782,0.2776599234419876,1.1607015245884758,0.9,0.6486243449695117,0.7833435725276848,0.23219857604114516,1.1997693414560515
26,0.222216659784317,0.047350205729405084,0.17486645380655924,0.29439863562583923,0.0703798159956932,0.22401881217956543,0.6480258207602285,0.7831024527940789,0.2714096052945306,1.1597186682597767,0.8,0.6449235384366874,0.7802737216850374,0.25341665080520576,1.171780609316519
27,0.21857230017582577,0.04734446903069814,0.17122783064842223,0.2953212261199951,0.07477225363254547,0.22054898738861084,0.6534911289580805,0.7874641888600343,0.3007916982892625,1.1401636195288523,0.9,0.6509451310114636,0.7849667543879663,0.2624828331528794,1.1734290522465503
28,0.21615721881389618,0.04759490936994552,0.16856230894724528,0.29399579763412476,0.06404717266559601,0.22994863986968994,0.647338914827144,0.7828911825483278,0.2748635768383416,1.1553665205371302,0.8,0.6424744946065234,0.7787766579227351,0.2505849555420393,1.1706661969872192
29,0.21204179525375366,0.04598821414013703,0.16605358123779296,0.29958608746528625,0.07754095643758774,0.22204512357711792,0.6487285030390267,0.7839148867641706,0.29057362401037085,1.1420697657928265,0.9,0.6456053321267977,0.7812901252985927,0.24908792790205428,1.1778075295233361
30,0.20996254086494445,0.04681489219268163,0.16314764817555746,0.2928520739078522,0.06728897243738174,0.22556310892105103,0.6507212110796394,0.7846524457652234,0.26547713717829163,1.1698965196665712,0.6,0.6499614742730101,0.784086093965471,0.2592528482476343,1.1747947199908468
31,0.2121842751900355,0.046072113203505675,0.1661121626694997,0.3132089078426361,0.07406904548406601,0.2391398549079895,0.6343963046119081,0.7722064618486488,0.29201152934049734,1.1145912371200595,0.8,0.6282503637382608,0.7667355574615027,0.265573610026233,1.1294123111735306
32,0.20604996780554455,0.044457930016020934,0.161592036485672,0.29152971506118774,0.0681195855140686,0.22341012954711914,0.6517538207956391,0.7857675211026339,0.2700451230390869,1.167476218859186,0.8,0.6490071499100536,0.7833220372845927,0.24126928079777152,1.1910599063968748
33,0.2030597870548566,0.044604065765937166,0.15845572153727214,0.28652819991111755,0.06273738294839859,0.22379082441329956,0.6560209257675048,0.7887398759354867,0.27935007636548875,1.1654107253375028,0.8,0.6517723041568051,0.7855051959541112,0.2516826224819392,1.185594877628977
34,0.19951086342334748,0.043005226428310075,0.15650563836097717,0.2980426549911499,0.07317452132701874,0.22486811876296997,0.6482816844315501,0.7828255464400576,0.2735060594591351,1.1576011714124728,0.9,0.6374724514837607,0.7735830113817281,0.23840420805490528,1.1726512548105834
35,0.1979904274145762,0.0427312313268582,0.15525919596354168,0.316608190536499,0.08801127970218658,0.22859692573547363,0.6387353503932159,0.7756952182188132,0.23691414227679017,1.177516426335239,0.5,0.6387353503932159,0.7756952182188132,0.23691414227679017,1.177516426335239
36,0.19892078290383022,0.04396334495395422,0.15495743751525878,0.30967575311660767,0.08084035664796829,0.22883540391921997,0.6436852918922387,0.7793589557421058,0.2825852639775407,1.1404589836568038,0.8,0.6400055203202313,0.7764254478877627,0.25977839052983437,1.1566525776781595
37,0.18847365776697794,0.04124738462269306,0.1472262740135193,0.3087714910507202,0.07621006667613983,0.2325614094734192,0.6373443864018375,0.7752513051430365,0.27774301519893896,1.1348526763459352,0.8,0.6338430433828857,0.772181378764594,0.25487980463249943,1.1511446175149802
38,0.1834064265092214,0.03957528080791235,0.14383114576339723,0.3119373321533203,0.08160500973463058,0.23033231496810913,0.6417508540088533,0.7778539501920638,0.26823773773824533,1.1513670664626718,0.8,0.6398012469709419,0.7757127994665572,0.24873877848513945,1.1667752679523598
39,0.1769216219584147,0.03888977275540431,0.13803184827168782,0.30381226539611816,0.07543791830539703,0.22837436199188232,0.644994558140937,0.7801129577997049,0.2626836721452005,1.1624238437954415,0.8,0.6387134070688869,0.7748663822205422,0.23876069794212537,1.1748190913473038
40,0.1712464878956477,0.03684109120319287,0.13440539638201396,0.3261629045009613,0.08749935030937195,0.23866355419158936,0.6296739292035747,0.7678093532035162,0.2882803075324974,1.1092029748745935,0.9,0.6235292928420014,0.762373355992467,0.25617199304760535,1.1297306557868632
41,0.16687178115049997,0.03623231009890636,0.13063947161038716,0.31803643703460693,0.09138965606689453,0.2266467809677124,0.6411737680913546,0.7764654639712009,0.27087709767049967,1.1467621343920558,0.4,0.6442552816378073,0.7788575821850964,0.27236781786112463,1.150745045961779
42,0.16163641189535458,0.03542601050188144,0.1262104014555613,0.32211899757385254,0.09343580901622772,0.22868317365646362,0.6398424432582844,0.776479000836731,0.2697101997127309,1.1466112443822845,0.8,0.637022814052086,0.774027714689132,0.25777454149717954,1.1532759872440386
43,0.1549073095122973,0.0338174141322573,0.12108989556630452,0.32653379440307617,0.08739276230335236,0.239141047000885,0.6261817765829056,0.7657771095201886,0.277912170314986,1.1140467157881082,0.8,0.6228513064135957,0.7628651810853346,0.2595511828806434,1.126165304618287
44,0.15417867054541906,0.03396003438780705,0.12021863659222921,0.33069151639938354,0.08227795362472534,0.2484135627746582,0.6197206536592558,0.7600954538546972,0.27265813689519164,1.1071579706187613,0.8,0.6138919924507491,0.755367756141631,0.2529472164396536,1.1163125321527265
45,0.1468176042040189,0.03230133863786856,0.11451626618703206,0.32709211111068726,0.09055750072002411,0.23653459548950195,0.6326792967732889,0.770534270274839,0.29003817170157736,1.1131753953465506,0.9,0.6290163319100605,0.7677403213382589,0.2546623328581103,1.142094320390209
46,0.1453251473605633,0.031381407380104066,0.11394373973210653,0.343783438205719,0.10148066282272339,0.2423027753829956,0.6224249765847342,0.7629503684483112,0.2934256569870866,1.091949688045959,0.9,0.618199097911941,0.759069983006225,0.2536058506714455,1.1236632302467204
47,0.13990338121851284,0.03143307063728571,0.10847031076749165,0.35170403122901917,0.10794814676046371,0.24375587701797485,0.620553771935623,0.7611675986448583,0.27217045007789203,1.109550920502589,0.7,0.6181553907203733,0.7591878571048587,0.2648661982602481,1.112477049564984
48,0.1275213251511256,0.02759328844646613,0.09992803732554117,0.3487372398376465,0.10995913296937943,0.23877811431884766,0.6264282114565574,0.7653511521249715,0.2791165230593117,1.1126628405222172,0.9,0.6211115449279192,0.760758137905696,0.25537852298366887,1.1264911598499463
49,0.12435876155893008,0.027403550036251546,0.09695521195729574,0.3620221018791199,0.1221236139535904,0.23989850282669067,0.6229513736326829,0.7629639918076346,0.27736573226262584,1.1085496331776916,0.9,0.6205422650771513,0.7606862681677952,0.2565201656796446,1.124708367565302
50,0.1224572683374087,0.027023854230841002,0.09543341398239136,0.342934787273407,0.10667622089385986,0.23625856637954712,0.6292754376504868,0.7681298208929181,0.2523125288444022,1.1450927296990028,0.5,0.6292754376504868,0.7681298208929181,0.2523125288444022,1.1450927296990028
51,0.117106481641531,0.02577513667444388,0.09133134484291076,0.3582993149757385,0.11919869482517242,0.2391006350517273,0.6275572835008271,0.7657998428310389,0.27964997801236385,1.113707148319502,0.8,0.6235937359093947,0.7626205837248234,0.2636451557184451,1.1225691639157729
52,0.11613363226254782,0.025825771689414977,0.09030785957972208,0.3522142469882965,0.11368433386087418,0.23852992057800293,0.6266062000922556,0.7654107858316946,0.3059770045264738,1.0860399813974766,0.9,0.6254222318504665,0.7644158501063629,0.2719840653148925,1.117854016641937
53,0.1161303753654162,0.025912769325077533,0.09021760622660319,0.363680362701416,0.11434857547283173,0.2493317723274231,0.6125222914311224,0.7545621424801617,0.29619523698316785,1.0708891969281162,0.9,0.6083743710041696,0.750907180327615,0.26354171212376576,1.0957398392080189
54,0.11082359080513318,0.02390347675730785,0.0869201143582662,0.372445285320282,0.12272261828184128,0.2497226595878601,0.6110179153493713,0.7530421655240097,0.30452938947248925,1.059530691400892,0.7,0.6089134148897254,0.7514354294980999,0.29903531236625275,1.0613135320215725
55,0.11174510419368744,0.024455236084759236,0.08728986779848734,0.3698924779891968,0.11821407079696655,0.2516784071922302,0.6102607806340691,0.7520575535441474,0.30605480528179096,1.0562635288964253,0.9,0.604537876168536,0.7474546547636023,0.268961751290738,1.0830307796414003
