candidate,sample_id,source_index,split,defect_type,source_pack,threshold,iou,dice,area_error,center_error_px,pred_area,true_area,pred_area_zero,type_prob_rectangular_notch,type_prob_rotated_rect,pred_defect_type,type_correct,true_center_x,true_center_y,pred_center_x,pred_center_y,center_mae_m,true_width,pred_width,width_abs_error_m,true_length,pred_length,length_abs_error_m,true_depth,pred_depth,depth_abs_error_m,true_angle_deg,pred_angle_deg,angle_abs_error_deg,sin_cos_error,notes,failure_category
shared_trunk_type_residual,rect_v9_0054,173,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.6,0.35891647855530473,0.5282392026578073,0.3641304347826087,5.9610988411260015,234.0,368.0,0.0,0.0052413796074688435,0.9947585463523865,rotated_rect,0.0,0.003000000026077032,0.0005000000237487257,-0.0001525097613921389,-0.00037628522841259837,0.003272031962098413,0.009999999776482582,0.008267847821116447,0.0017321519553661346,0.007499999832361937,0.006357325706630945,0.0011426741257309914,0.0015999999595806003,0.0011378496419638395,0.00046215031761676073,0.0,-9.267525099858876,nan,0.16157255985651464,,wrong_type
shared_trunk_type_residual,rect_v9_0010,129,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.6,0.387523629489603,0.55858310626703,0.5607843137254902,3.7276224332813026,224.0,510.0,0.0,0.005210099276155233,0.9947899580001831,rotated_rect,0.0,0.001500000013038516,-0.0005000000237487257,-0.0005944148870185018,-0.0002181038144044578,0.0021133006728971384,0.010999999940395355,0.00804918073117733,0.002950819209218025,0.009499999694526196,0.0063110096380114555,0.00318899005651474,0.0015999999595806003,0.0012606966774910688,0.0003393032820895314,0.0,-5.284606153298076,nan,0.09220108722410446,,wrong_type
shared_trunk_type_residual,rect_p2_0026,25,test,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.4,0.5714285714285714,0.1875,6.082762530298219,494.0,416.0,0.0,0.995298445224762,0.004701550584286451,rectangular_notch,1.0,0.003000000026077032,0.0,-0.0006836671382188797,0.00023760637850500643,0.0036913223333133816,0.00800000037997961,0.012301861308515072,0.004301860928535461,0.009999999776482582,0.008620979264378548,0.0013790205121040344,0.0015999999595806003,0.0013983645476400852,0.00020163541194051504,0.0,-6.113956750624997,nan,0.10665805515766533,,wrong_center
shared_trunk_type_residual,rot_v8_0018,297,test,rotated_rect,pilot_v8_topup_rotated_rect,0.6,0.4259927797833935,0.5974683544303797,1.2916666666666667,3.064347515286814,550.0,240.0,0.0,0.9999972581863403,2.7587118438532343e-06,rectangular_notch,0.0,0.001500000013038516,0.0010000000474974513,0.003024041187018156,0.000517078791745007,0.0015987227524629645,0.00800000037997961,0.014261034317314625,0.006261033937335014,0.006000000052154064,0.008354985155165195,0.0023549851030111313,0.0010000000474974513,0.002074972726404667,0.0010749726789072156,-20.000000659393134,-4.811852475461527,15.188148183931602,0.26430774292641174,,wrong_type
shared_trunk_type_residual,rect_v9_0055,174,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.6,0.43333333333333335,0.6046511627906976,0.5666666666666667,1.8406072410112595,221.0,510.0,0.0,3.497496072668582e-05,0.9999650716781616,rotated_rect,0.0,-0.003000000026077032,0.0,-0.002263121772557497,0.0004989306908100843,0.0008898996543106577,0.010999999940395355,0.008226452395319939,0.0027735475450754166,0.009499999694526196,0.006084444932639599,0.0034155547618865967,0.0010000000474974513,0.0011851396411657333,0.00018513959366828203,0.0,-8.364574945356837,nan,0.14585976383991905,,wrong_type
shared_trunk_type_residual,rect_v9_0017,136,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.6,0.439918533604888,0.611032531824611,0.5452674897119342,3.770401870292887,221.0,486.0,0.0,2.384852086834144e-05,0.9999761581420898,rotated_rect,0.0,0.0,0.0010000000474974513,-0.0019076470052823424,0.0004023179644718766,0.0019990850329919636,0.010999999940395355,0.0081254243850708,0.0028745755553245544,0.008500000461935997,0.006108377128839493,0.002391623333096504,0.0024999999441206455,0.0014789375709369779,0.0010210623731836677,0.0,13.002936773918632,nan,0.2264573543523511,,wrong_type
shared_trunk_type_residual,rect_v9_0073,192,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.6,0.45416666666666666,0.6246418338108882,0.5458333333333333,2.058575360315513,218.0,480.0,0.0,0.0018604756332933903,0.998139500617981,rotated_rect,0.0,0.000750000006519258,0.0,-0.0005293042049743235,-0.00031044401112012565,0.0013164326410858179,0.009999999776482582,0.007836620323359966,0.002163379453122616,0.009499999694526196,0.006258759181946516,0.0032412405125796795,0.0010000000474974513,0.0011362666264176369,0.00013626657892018557,0.0,-8.306890582721493,nan,0.14485564433637757,,wrong_type
shared_trunk_type_residual,rot_v9_0014,333,test,rotated_rect,pilot_v9_topup_rotated_rect,0.6,0.46439628482972134,0.6342494714587738,0.029166666666666667,5.071512535915504,233.0,240.0,0.0,0.023638691753149033,0.9763612747192383,rotated_rect,1.0,0.001500000013038516,0.0010000000474974513,-0.00036584443296305835,-0.0003405848692636937,0.0022975081288999096,0.00800000037997961,0.00832658912986517,0.0003265887498855591,0.006000000052154064,0.006285577081143856,0.00028557702898979187,0.001500000013038516,0.0012928219512104988,0.00020717806182801723,20.000000659393134,-6.0780956961614905,26.07809635555462,0.45123010795812296,,wrong_angle
shared_trunk_type_residual,rect_p2_0095,94,test,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.4668304668304668,0.6365159128978225,0.41644562334217505,5.791487055502207,220.0,377.0,0.0,2.640307866386138e-05,0.9999736547470093,rotated_rect,0.0,-0.003000000026077032,-0.0005000000237487257,-0.0038864570669829845,0.0012994525022804737,0.0020059500712351873,0.00800000037997961,0.008028380572795868,2.8380192816257477e-05,0.008999999612569809,0.006168551277369261,0.002831448335200548,0.0024999999441206455,0.0017735289875417948,0.0007264709565788507,0.0,28.98961778109524,nan,0.5005845739221749,,wrong_type
shared_trunk_type_residual,rot_p3_0045,244,test,rotated_rect,pilot_v3_rotated_rect,0.6,0.4794871794871795,0.6481802426343154,0.4041666666666667,3.1688612645735392,337.0,240.0,0.0,0.010689989663660526,0.9893100261688232,rotated_rect,1.0,-0.003000000026077032,0.0010000000474974513,-0.0012847784673795104,0.0004742710734717548,0.0017939832634533879,0.00800000037997961,0.011329376138746738,0.003329375758767128,0.006000000052154064,0.006586534436792135,0.0005865343846380711,0.0024999999441206455,0.0023961993865668774,0.00010380055755376816,-30.00000044529205,21.412969189522844,51.412969634814885,0.8675221281253989,,wrong_angle
