seed,sample_id,split,defect_group,task_group,defect_type,component_count,component_type_combination,source_dataset,source_pack,true_connected_component_count,pred_connected_component_count,IoU,Dice,area_error,center_error,pred_area,true_area,failure_category,distance_bin,short_note,preview_path
42,cc3_v3_sample_017,test,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rectangular_notch,three_component_pilot_v4,pilot_v3,3,3,0.3258064516129032,0.49148418491484186,0.08629441624365482,5.621930165571891,428,394,boundary/shape smoothing,medium,mask area and component count are plausible but boundary remains coarse,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_v2_poc\cc3_v3_sample_017_test_rectangular_notch_rectangular_notch_rectangular_notch.png
42,cc3_v3_sample_186,val,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rotated_rect,three_component_pilot_v4,pilot_v3,3,3,0.33182503770739064,0.4983012457531144,0.09698275862068965,3.6758536625146014,419,464,boundary/shape smoothing,medium,mask area and component count are plausible but boundary remains coarse,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_v2_poc\cc3_v3_sample_186_val_rectangular_notch_rectangular_notch_rotated_rect.png
42,single_rot_v8_0020,val,single_defect,single_defect,rotated_rect,1,rotated_rect,single_pilot_v9,pilot_v8_topup_rotated_rect,1,1,0.48041237113402063,0.649025069637883,1.029535864978903,3.2560274540708645,481,237,area_error,,large area mismatch,
42,single_rot_v9_0041,test,single_defect,single_defect,rotated_rect,1,rotated_rect,single_pilot_v9,pilot_v9_topup_rotated_rect,1,1,0.48,0.6486486486486487,0.9291666666666667,0.27661977569804086,463,240,area_error,,large area mismatch,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_v2_poc\single_rot_v9_0041_test_rotated_rect.png
42,cc3_v3_sample_202,val,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rectangular_notch+rotated_rect,three_component_pilot_v4,pilot_v3,3,7,0.4030373831775701,0.5745212323064113,0.8126463700234192,4.814283374858618,774,427,component_count_mismatch,far,"pred_cc=7, true_cc=3",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_v2_poc\cc3_v3_sample_202_val_rectangular_notch_rectangular_notch_rotated_rect.png
42,single_rect_p2_0005,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,1,1,0.5502092050209205,0.7098515519568152,0.8068181818181818,2.5012270149652456,477,264,area_error,,large area mismatch,
42,single_rot_p3_0013,val,single_defect,single_defect,rotated_rect,1,rotated_rect,single_pilot_v9,pilot_v3_rotated_rect,1,1,0.54292343387471,0.7037593984962406,0.7708333333333334,3.3257874194455908,425,240,area_error,,large area mismatch,
42,single_poly_p5_0001,val,single_defect,single_defect,polygon,1,polygon,single_pilot_v9,pilot_v5_polygon,1,1,0.5358024691358024,0.6977491961414791,0.7644444444444445,3.985359818586058,397,225,area_error,,large area mismatch,
42,single_rot_v9_0013,test,single_defect,single_defect,rotated_rect,1,rotated_rect,single_pilot_v9,pilot_v9_topup_rotated_rect,1,1,0.5819070904645477,0.7357032457496137,0.6958333333333333,0.6890399289991884,407,240,area_error,,large area mismatch,
42,cc2_sample_176,val,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+rectangular_notch,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.4840370751802266,0.6523247744621791,0.028727770177838577,15.157499758343656,710,731,localization,,large center error,
42,cc2_sample_194,val,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.46277665995975853,0.6327372764786795,0.0830945558739255,14.680448336582971,756,698,localization,,large center error,
42,cc2_sample_230,test,multi_defect,multi_defect_cc2,multi_defect,2,rotated_rect+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.5022727272727273,0.6686838124054463,0.027607361963190184,11.52671228495908,670,652,localization,,large center error,
42,cc2_sample_200,val,multi_defect,multi_defect_cc2,multi_defect,2,rotated_rect+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.5136268343815513,0.6786703601108033,0.1534526854219949,10.61024615223463,662,782,localization,,large center error,
42,cc2_sample_220,test,multi_defect,multi_defect_cc2,multi_defect,2,rotated_rect+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.488909426987061,0.6567349472377405,0.12674418604651164,10.436292780520397,751,860,localization,,large center error,
42,cc2_sample_196,val,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+rectangular_notch,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.5512690355329949,0.7107329842931938,0.010416666666666666,9.499826027873603,760,768,localization,,large center error,
42,cc2_sample_178,val,multi_defect,multi_defect_cc2,multi_defect,2,rotated_rect+rotated_rect,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.5325581395348837,0.6949924127465857,0.23796791443850268,9.310317333744923,570,748,localization,,large center error,
42,cc2_sample_184,val,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,2,0.5051334702258727,0.6712141882673943,0.22303030303030302,9.295465853960893,641,825,localization,,large center error,
42,cc2_sample_187,val,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+rotated_rect,multi_defect_pilot_v3,multi_defect_pilot_v3,2,5,0.6781883194278904,0.8082386363636364,0.12516644474034622,1.6446299756422709,657,751,component_count_mismatch,,"pred_cc=5, true_cc=2",
42,cc2_sample_211,test,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+rectangular_notch,multi_defect_pilot_v3,multi_defect_pilot_v3,2,3,0.4743465634075508,0.6434668417596848,0.23317865429234338,3.0708490535756594,661,862,component_count_mismatch,,"pred_cc=3, true_cc=2",C:\Users\19166\Desktop\PINN_project\results\previews\comsol_data_baseline_v3_topology_gated_v2_poc\cc2_sample_211_test_rectangular_notch_rectangular_notch.png
42,cc2_sample_219,test,multi_defect,multi_defect_cc2,multi_defect,2,rectangular_notch+polygon,multi_defect_pilot_v3,multi_defect_pilot_v3,2,3,0.5614702154626109,0.7191558441558441,0.08460236886632826,4.235828354080064,641,591,component_count_mismatch,,"pred_cc=3, true_cc=2",
42,cc3_v3_sample_151,val,multi_defect,multi_defect_cc3,multi_defect,3,rectangular_notch+rotated_rect+rotated_rect,three_component_pilot_v4,pilot_v3,3,5,0.47522935779816516,0.6442786069651741,0.04580152671755725,4.870958095867354,411,393,component_count_mismatch,medium,"pred_cc=5, true_cc=3",
