model,selected_model,seed,split,subset,sample_count,selection_score,best_epoch,total_normalized_mae,dimension_mae_mm,L_mae_mm,W_mae_mm,D_mae_mm,burial_depth_mae_mm,center_xyz_component_mae_mm,center_x_mae_mm,center_y_mae_mm,center_z_mae_mm,shape_accuracy,shape_macro_f1
B2_feature_fusion_burial_head_reference,False,2026,train,all,240,,,0.2744836211204529,0.4152991771697998,0.4567670524120331,0.7293985486030579,0.0597318671643734,0.3128109574317932,1.090436577796936,1.6527276039123535,1.2132184505462646,0.40536385774612427,0.8333333333333334,0.8477903702622803
B2_feature_fusion_burial_head_reference,False,2026,train,source_v2,160,,,0.05682247877120972,0.09007731080055237,0.12912172079086304,0.12929469347000122,0.011815517209470272,0.039660777896642685,0.3377147614955902,0.6968815326690674,0.24336731433868408,0.07289543002843857,1.0,1.0
B2_feature_fusion_burial_head_reference,False,2026,train,hardcase_topup,80,,,0.7098058462142944,1.06574285030365,1.1120575666427612,1.929606556892395,0.1555645912885666,0.8591113686561584,2.5958802700042725,3.564419984817505,3.1529204845428467,1.0703006982803345,0.5,0.5965608465608466
B2_feature_fusion_burial_head_reference,False,2026,val,all,60,,,0.40126049518585205,0.6356289386749268,0.9891110062599182,0.8211630582809448,0.09661263227462769,0.4228484034538269,1.3947070837020874,1.993872880935669,1.6142992973327637,0.5759496688842773,0.8,0.800163906142167
B2_feature_fusion_burial_head_reference,False,2026,val,source_v2,40,,,0.23987606167793274,0.40002620220184326,0.721444845199585,0.4171812832355499,0.06145248934626579,0.18651755154132843,0.8896825313568115,1.3333133459091187,1.0398542881011963,0.29588019847869873,1.0,1.0
B2_feature_fusion_burial_head_reference,False,2026,val,hardcase_topup,20,,,0.7240293622016907,1.1068342924118042,1.5244433879852295,1.629126787185669,0.16693291068077087,0.8955101370811462,2.4047560691833496,3.3149919509887695,2.763188600540161,1.136088490486145,0.4,0.3101851851851852
B2_feature_fusion_burial_head_reference,False,2026,test,all,60,,,0.5150468945503235,0.777880847454071,0.9150260090827942,1.3080086708068848,0.11060803383588791,0.5575736165046692,2.1744518280029297,3.462409257888794,2.305640697479248,0.7553059458732605,0.8333333333333334,0.8411425176131058
B2_feature_fusion_burial_head_reference,False,2026,test,source_v2,40,,,0.39923492074012756,0.6410641074180603,0.8486037850379944,0.9846185445785522,0.08997005224227905,0.4132470190525055,1.4663500785827637,2.001783847808838,1.8698076009750366,0.5274590849876404,0.975,0.9753086419753086
B2_feature_fusion_burial_head_reference,False,2026,test,hardcase_topup,20,,,0.7466709613800049,1.0515146255493164,1.0478705167770386,1.9547890424728394,0.15188398957252502,0.8462269902229309,3.590655565261841,6.383660316467285,3.1773064136505127,1.210999846458435,0.55,0.584640522875817
H2_B2_hardcase_tail_weighted_reference,False,42,train,all,240,,294,0.05670883134007454,0.0786687359213829,0.10254549235105515,0.12097622454166412,0.012484511360526085,0.051159363240003586,0.33219900727272034,0.6870242953300476,0.2246396839618683,0.08493300527334213,1.0,1.0
H2_B2_hardcase_tail_weighted_reference,False,42,train,source_v2,160,,294,0.05739206448197365,0.08091839402914047,0.10814546793699265,0.12128695100545883,0.013322744518518448,0.05105719715356827,0.3186004161834717,0.6379898190498352,0.23744702339172363,0.08036451041698456,1.0,1.0
H2_B2_hardcase_tail_weighted_reference,False,42,train,hardcase_topup,80,,294,0.05534237623214722,0.07416945695877075,0.09134553372859955,0.12035477161407471,0.010808046907186508,0.051363710314035416,0.3593961000442505,0.7850933074951172,0.19902506470680237,0.09406999498605728,1.0,1.0
H2_B2_hardcase_tail_weighted_reference,False,42,val,all,60,0.6327493662963987,294,0.32293206453323364,0.505588173866272,0.7705495953559875,0.6775685548782349,0.06864635646343231,0.4271515905857086,1.1335506439208984,1.731265664100647,1.176196575164795,0.4931897819042206,0.7666666666666667,0.7774830533451224
H2_B2_hardcase_tail_weighted_reference,False,42,val,source_v2,40,,294,0.2365165501832962,0.3676612079143524,0.6305190324783325,0.41089680790901184,0.061567820608615875,0.23287157714366913,0.8544605374336243,1.3254883289337158,0.9083166718482971,0.32957667112350464,0.875,0.8701298701298702
H2_B2_hardcase_tail_weighted_reference,False,42,val,hardcase_topup,20,,294,0.49576306343078613,0.7814420461654663,1.0506106615066528,1.2109121084213257,0.0828033834695816,0.8157115578651428,1.6917309761047363,2.542820692062378,1.71195650100708,0.8204160332679749,0.55,0.39571150097465885
H2_B2_hardcase_tail_weighted_reference,False,42,test,all,60,,294,0.4217822849750519,0.6366268992424011,0.7921104431152344,1.0381202697753906,0.07965001463890076,0.5313616991043091,1.7092565298080444,2.6131107807159424,1.8540452718734741,0.6606128215789795,0.7666666666666667,0.7781625781625782
H2_B2_hardcase_tail_weighted_reference,False,42,test,source_v2,40,,294,0.3573293387889862,0.5791178345680237,0.7637829780578613,0.8996737599372864,0.07389670610427856,0.4306548237800598,1.272335410118103,1.7713143825531006,1.5430858135223389,0.5026057958602905,0.9,0.9010989010989011
H2_B2_hardcase_tail_weighted_reference,False,42,test,hardcase_topup,20,,294,0.5506881475448608,0.7516450881958008,0.84876549243927,1.31501305103302,0.09115664660930634,0.7327754497528076,2.5830986499786377,4.296703338623047,2.4759645462036133,0.9766271114349365,0.5,0.5087719298245613
