sample_id,base_sample_id,perturb_sample_id,source_index,split,source_defect_type,source_pack,generated_geometry_type,variant_type,perturb_level,expected_quality_rank,requires_comsol_forward,reused_original,center_x,center_y,angle_rad,angle_deg,length,depth,profile_params_json,polygon_vertices_json,vertex_count,polygon_area_m2,polygon_valid,polygon_finite,polygon_in_bounds,polygon_self_intersects,mask_non_empty,component_count,profile_mask_area,quality_iou_vs_true,quality_dice_vs_true,quality_area_error_vs_true,quality_center_error_px_vs_true,profile_l2_delta,roughness_delta,area_delta_ratio,observed_delta_bz_reference_sample_id,notes,u_station_0,u_station_1,u_station_2,u_station_3,u_station_4,u_station_5,u_station_6,u_station_7,half_width_0,half_width_1,half_width_2,half_width_3,half_width_4,half_width_5,half_width_6,half_width_7,center_offset_0,center_offset_1,center_offset_2,center_offset_3,center_offset_4,center_offset_5,center_offset_6,center_offset_7,occupancy_0,occupancy_1,occupancy_2,occupancy_3,occupancy_4,occupancy_5,occupancy_6,occupancy_7
profile_perturb_014_02,rot_v9_0074,rot_v9_0074__half_width_shrink_local,393,train,rotated_rect,pilot_v9_topup_rotated_rect,profile_polygon_notch,half_width_shrink_local,small,2,1,0,-0.0017144072981790414,-5.405405378975981e-05,0.2677552804913046,15.3412475144933,0.00661182406758294,0.001500000013038516,"{""angle_deg"": 15.3412475144933, ""angle_rad"": 0.2677552804913046, ""area_proxy"": 3.37606840900209e-05, ""center_offsets"": [-0.0005291911126411499, -0.00025020769745018974, 5.5940637034705277e-05, 2.8775698241548115e-05, -0.00013788090058108746, -0.00016504581490801488, 0.00014110250554349044, 0.00011393761928334268], ""center_x"": -0.0017144072981790414, ""center_y"": -5.405405378975981e-05, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.002051193728781679, 0.0022178502828449904, 0.002381268954147497, 0.003011986034045895, 0.0028550353901279045, 0.0024553304423968096, 0.002769460665896323, 0.00230969484042366], ""length"": 0.00661182406758294, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 3.343673546705796e-07, ""u_stations"": [-0.003480803852445778, -0.0025362575570767863, -0.001591711261707795, -0.0006471649663388037, 0.00029738132903018785, 0.001241927624399179, 0.0021864739197681705, 0.0031310202151371615]}","[[-0.005473852611643011, 0.0004928082303492893], [-0.004680864935925841, 0.0011724649322605667], [-0.003894207573364233, 0.0018751960835176084], [-0.0031429983058301036, 0.0027071381052347727], [-0.0021464929174522603, 0.0026449580233483664], [-0.0011226676093410385, 0.0024831948578882368], [-0.00037588360223701875, 0.0033312672739677514], [0.0006638318469831589, 0.0031115833947758745], [0.0018859716312747664, -0.0013432045206214869], [0.001089534253656786, -0.002010286809575279], [0.0001765330316774237, -0.0022524854543603916], [-0.0006357945019006201, -0.002861646975449073], [-0.001549251851747461, -0.003102183001163898], [-0.00263419543884853, -0.002717639287886426], [-0.0035073232979447497, -0.0031051792245606943], [-0.004388494746456926, -0.003463399695992785]]",16,3.376068409002089e-05,1,1,1,0,1,1,167.0,0.698744769874477,0.8226600985221675,0.301255230125523,0.7129800226597933,0.00019686142344682437,2.385964424766502e-07,-0.042197588667002274,rot_v9_0074,real COMSOL forward required,-0.003480803852445778,-0.0025362575570767863,-0.001591711261707795,-0.0006471649663388037,0.00029738132903018785,0.001241927624399179,0.0021864739197681705,0.0031310202151371615,0.002051193728781679,0.0022178502828449904,0.002381268954147497,0.003011986034045895,0.0028550353901279045,0.0024553304423968096,0.002769460665896323,0.00230969484042366,-0.0005291911126411499,-0.00025020769745018974,5.5940637034705277e-05,2.8775698241548115e-05,-0.00013788090058108746,-0.00016504581490801488,0.00014110250554349044,0.00011393761928334268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
profile_perturb_014_03,rot_v9_0074,rot_v9_0074__half_width_expand_local,393,train,rotated_rect,pilot_v9_topup_rotated_rect,profile_polygon_notch,half_width_expand_local,small,2,1,0,-0.0017144072981790414,-5.405405378975981e-05,0.2677552804913046,15.3412475144933,0.00661182406758294,0.001500000013038516,"{""angle_deg"": 15.3412475144933, ""angle_rad"": 0.2677552804913046, ""area_proxy"": 3.6799736083912665e-05, ""center_offsets"": [-0.0005291911126411499, -0.00025020769745018974, 5.5940637034705277e-05, 2.8775698241548115e-05, -0.00013788090058108746, -0.00016504581490801488, 0.00014110250554349044, 0.00011393761928334268], ""center_x"": -0.0017144072981790414, ""center_y"": -5.405405378975981e-05, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.002051193728781679, 0.0022178502828449904, 0.002768917388543601, 0.00343366407881232, 0.0032547403447458108, 0.002855035398135825, 0.002769460665896323, 0.00230969484042366], ""length"": 0.00661182406758294, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 1.9331923578370203e-07, ""u_stations"": [-0.003480803852445778, -0.0025362575570767863, -0.001591711261707795, -0.0006471649663388037, 0.00029738132903018785, 0.001241927624399179, 0.0021864739197681705, 0.0031310202151371615]}","[[-0.005473852611643011, 0.0004928082303492893], [-0.004680864935925841, 0.0011724649322605667], [-0.003996766700592256, 0.002249031520724913], [-0.0032545605576158885, 0.003113790582682679], [-0.002252241806540875, 0.0030304203732641867], [-0.001228416498726262, 0.0028686572088852183], [-0.00037588360223701875, 0.0033312672739677514], [0.0006638318469831589, 0.0031115833947758745], [0.0018859716312747664, -0.0013432045206214869], [0.001089534253656786, -0.002010286809575279], [0.0002822819210626475, -0.002637947805357373], [-0.0005300456128120054, -0.003247109325364893], [-0.001437689599961676, -0.0035088354786118048], [-0.0025316363116205075, -0.0030914747250937315], [-0.0035073232979447497, -0.0031051792245606943], [-0.004388494746456926, -0.003463399695992785]]",16,3.6799736083912665e-05,1,1,1,0,1,1,187.0,0.7246963562753036,0.8403755868544601,0.2175732217573222,0.634969352213596,0.00020541921288676286,9.754832358977262e-08,0.04402137893905626,rot_v9_0074,real COMSOL forward required,-0.003480803852445778,-0.0025362575570767863,-0.001591711261707795,-0.0006471649663388037,0.00029738132903018785,0.001241927624399179,0.0021864739197681705,0.0031310202151371615,0.002051193728781679,0.0022178502828449904,0.002768917388543601,0.00343366407881232,0.0032547403447458108,0.002855035398135825,0.002769460665896323,0.00230969484042366,-0.0005291911126411499,-0.00025020769745018974,5.5940637034705277e-05,2.8775698241548115e-05,-0.00013788090058108746,-0.00016504581490801488,0.00014110250554349044,0.00011393761928334268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
profile_perturb_014_04,rot_v9_0074,rot_v9_0074__smooth_global_width_scale,393,train,rotated_rect,pilot_v9_topup_rotated_rect,profile_polygon_notch,smooth_global_width_scale,small,2,1,0,-0.0017144072981790414,-5.405405378975981e-05,0.2677552804913046,15.3412475144933,0.00661182406758294,0.001500000013038516,"{""angle_deg"": 15.3412475144933, ""angle_rad"": 0.2677552804913046, ""area_proxy"": 3.242822214196818e-05, ""center_offsets"": [-0.0005291911126411499, -0.00025020769745018974, 5.5940637034705277e-05, 2.8775698241548115e-05, -0.00013788090058108746, -0.00016504581490801488, 0.00014110250554349044, 0.00011393761928334268], ""center_x"": -0.0017144072981790414, ""center_y"": -5.405405378975981e-05, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.0018870982304791447, 0.002040422260217391, 0.002547403997460113, 0.0027710271513222235, 0.0026266325589176724, 0.0026266325662849593, 0.002547903812624617, 0.002124919253189767], ""length"": 0.00661182406758294, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 8.10605000809419e-08, ""u_stations"": [-0.003480803852445778, -0.0025362575570767863, -0.001591711261707795, -0.0006471649663388037, 0.00029738132903018785, 0.001241927624399179, 0.0021864739197681705, 0.0031310202151371615]}","[[-0.005430438297035567, 0.0003345599132956065], [-0.004633923270406597, 0.0010013591659877163], [-0.003938161485033386, 0.0020354112708921676], [-0.0030792484476667983, 0.002474765260978826], [-0.0020860649808301947, 0.002424693823396469], [-0.0011679885619347058, 0.0026483930083155147], [-0.00031726688800126656, 0.0031176051106260303], [0.000712717438354823, 0.00293339187815998], [0.0018370860399031018, -0.0011650130040055922], [0.0010309175394210338, -0.0017966246462335575], [0.000221853984271091, -0.0024176836047876695], [-0.0006962224385226856, -0.0026413827754971754], [-0.0016130017099107666, -0.0028698101569079515], [-0.0025902415271793775, -0.0028778544752609855], [-0.003554264963463993, -0.0029340734582878436], [-0.004431909061064369, -0.003305151378939102]]",16,3.242822214196818e-05,1,1,1,0,1,1,162.0,0.6778242677824268,0.8079800498753117,0.32217573221757323,0.5499243843568087,0.00021009002985062085,-1.4710412112987515e-08,-0.0799999999999999,rot_v9_0074,real COMSOL forward required,-0.003480803852445778,-0.0025362575570767863,-0.001591711261707795,-0.0006471649663388037,0.00029738132903018785,0.001241927624399179,0.0021864739197681705,0.0031310202151371615,0.0018870982304791447,0.002040422260217391,0.002547403997460113,0.0027710271513222235,0.0026266325589176724,0.0026266325662849593,0.002547903812624617,0.002124919253189767,-0.0005291911126411499,-0.00025020769745018974,5.5940637034705277e-05,2.8775698241548115e-05,-0.00013788090058108746,-0.00016504581490801488,0.00014110250554349044,0.00011393761928334268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
profile_perturb_014_05,rot_v9_0074,rot_v9_0074__centerline_offset_small,393,train,rotated_rect,pilot_v9_topup_rotated_rect,profile_polygon_notch,centerline_offset_small,small,3,1,0,-0.0017144072981790414,-5.405405378975981e-05,0.2677552804913046,15.3412475144933,0.00661182406758294,0.001500000013038516,"{""angle_deg"": 15.3412475144933, ""angle_rad"": 0.2677552804913046, ""area_proxy"": 3.524806754561758e-05, ""center_offsets"": [-8.73717728473982e-06, 0.0003482378875247764, 0.0006138483840704875, 0.00043564513574821797, 3.736474537208712e-05, -0.000256133509936165, -0.0001982774953483906, -0.0004065163160730673], ""center_x"": -0.0017144072981790414, ""center_y"": -5.405405378975981e-05, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.002051193728781679, 0.0022178502828449904, 0.002768917388543601, 0.003011986034045895, 0.0028550353901279045, 0.002855035398135825, 0.002769460665896323, 0.00230969484042366], ""length"": 0.00661182406758294, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 9.577091219392941e-08, ""u_stations"": [-0.003480803852445778, -0.0025362575570767863, -0.001591711261707795, -0.0006471649663388037, 0.00029738132903018785, 0.001241927624399179, 0.0021864739197681705, 0.0031310202151371615]}","[[-0.005611547741137591, 0.0009947169373284023], [-0.004839194111133553, 0.0017495862283968945], [-0.004144370886583306, 0.0027870594553904486], [-0.0032506426833224223, 0.003099509647489413], [-0.0021928571973118395, 0.0028139591771274104], [-0.0012043176667063352, 0.0027808152230195935], [-0.00028609472757191155, 0.003003980331069403], [0.0008015269764777395, 0.002609674687796762], [0.002023666760769347, -0.0018451132276005996], [0.0011793231283218932, -0.002337573752473627], [0.00030638075308257414, -0.002725789791222998], [-0.0006821587817601991, -0.002692645821670029], [-0.0016568962292397794, -0.002709811458909258], [-0.002679240497611558, -0.002553446790428196], [-0.0036656524731524614, -0.0025280579284243663], [-0.0045261898759515065, -0.002961490989013672]]",16,3.524806754561759e-05,1,1,1,0,1,1,179.0,0.6587301587301587,0.7942583732057417,0.2510460251046025,0.4825048444173095,0.0004374460393619958,0.0,0.0,rot_v9_0074,real COMSOL forward required,-0.003480803852445778,-0.0025362575570767863,-0.001591711261707795,-0.0006471649663388037,0.00029738132903018785,0.001241927624399179,0.0021864739197681705,0.0031310202151371615,0.002051193728781679,0.0022178502828449904,0.002768917388543601,0.003011986034045895,0.0028550353901279045,0.002855035398135825,0.002769460665896323,0.00230969484042366,-8.73717728473982e-06,0.0003482378875247764,0.0006138483840704875,0.00043564513574821797,3.736474537208712e-05,-0.000256133509936165,-0.0001982774953483906,-0.0004065163160730673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
profile_perturb_014_06,rot_v9_0074,rot_v9_0074__roughness_noise,393,train,rotated_rect,pilot_v9_topup_rotated_rect,profile_polygon_notch,roughness_noise,small,3,1,0,-0.0017144072981790414,-5.405405378975981e-05,0.2677552804913046,15.3412475144933,0.00661182406758294,0.001500000013038516,"{""angle_deg"": 15.3412475144933, ""angle_rad"": 0.2677552804913046, ""area_proxy"": 3.5242938024903e-05, ""center_offsets"": [-0.0005291911126411499, -0.00025020769745018974, 5.5940637034705277e-05, 2.8775698241548115e-05, -0.00013788090058108746, -0.00016504581490801488, 0.00014110250554349044, 0.00011393761928334268], ""center_x"": -0.0017144072981790414, ""center_y"": -5.405405378975981e-05, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.0022358011643720302, 0.002040422260217391, 0.002907363257970781, 0.002921626453024518, 0.003054887867436858, 0.0025695318583222426, 0.0029356283058501026, 0.0022173070468067134], ""length"": 0.00661182406758294, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 6.922273583926657e-07, ""u_stations"": [-0.003480803852445778, -0.0025362575570767863, -0.001591711261707795, -0.0006471649663388037, 0.00029738132903018785, 0.001241927624399179, 0.0021864739197681705, 0.0031310202151371615]}","[[-0.005522693715576385, 0.0006708375870346829], [-0.004633923270406597, 0.0010013591659877163], [-0.004033394960316549, 0.0023825441768703793], [-0.003119092109018864, 0.0026199982886387927], [-0.002199367361996568, 0.002837689198306277], [-0.0011528815777368164, 0.0025933269581730886], [-0.0004198461379138329, 0.0034915138964740425], [0.0006882746426689912, 0.003022487636467927], [0.001861528835588934, -0.0012541087623135394], [0.0011334967893336003, -0.00217053343208157], [0.00020674700007320183, -0.0023626175546452434], [-0.0005829200573563126, -0.0030543781504069837], [-0.0015731580485587007, -0.0030150431845679185], [-0.002495008051896214, -0.0032249873812391977], [-0.003554264963463993, -0.0029340734582878436], [-0.004339653642523552, -0.0036414290526781785]]",16,3.524293802490299e-05,1,1,1,0,1,1,175.0,0.7107438016528925,0.8309178743961353,0.26778242677824265,0.589163333673735,0.00017695097980882318,5.964564461987363e-07,-0.00014552629609969163,rot_v9_0074,real COMSOL forward required,-0.003480803852445778,-0.0025362575570767863,-0.001591711261707795,-0.0006471649663388037,0.00029738132903018785,0.001241927624399179,0.0021864739197681705,0.0031310202151371615,0.0022358011643720302,0.002040422260217391,0.002907363257970781,0.002921626453024518,0.003054887867436858,0.0025695318583222426,0.0029356283058501026,0.0022173070468067134,-0.0005291911126411499,-0.00025020769745018974,5.5940637034705277e-05,2.8775698241548115e-05,-0.00013788090058108746,-0.00016504581490801488,0.00014110250554349044,0.00011393761928334268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
profile_perturb_014_07,rot_v9_0074,rot_v9_0074__mixed_profile_perturbation,393,train,rotated_rect,pilot_v9_topup_rotated_rect,profile_polygon_notch,mixed_profile_perturbation,mixed,4,1,0,-0.0009446557210372663,0.0003281282636780725,0.16250297859327395,9.31073483169936,0.00661182406758294,0.001500000013038516,"{""angle_deg"": 9.31073483169936, ""angle_rad"": 0.16250297859327395, ""area_proxy"": 3.7743587423630274e-05, ""center_offsets"": [-0.0005291911126411499, -0.00025020769745018974, 5.5940637034705277e-05, 2.8775698241548115e-05, -0.00013788090058108746, -0.00016504581490801488, 0.00014110250554349044, 0.00011393761928334268], ""center_x"": -0.0009446557210372663, ""center_y"": 0.0003281282636780725, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.002211484484023335, 0.0023911644324847207, 0.00298529473661351, 0.0031685351719787486, 0.0030034269576983347, 0.003078142447356705, 0.002985880468433575, 0.0024901861929246065], ""length"": 0.00661182406758294, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 1.1835014419810713e-07, ""u_stations"": [-0.0034836746973311225, -0.0025383493733193286, -0.0015930240493075352, -0.0006476987252957419, 0.0002976265987160518, 0.001242951922727845, 0.0021882772467396385, 0.003133602570751432]}","[[-0.004654610552555808, 0.0014246388802768139], [-0.003795946047072585, 0.0020302025155771344], [-0.003008729908891053, 0.0030715633306401297], [-0.00210111010160112, 0.003378525566531141], [-0.0011145632381007998, 0.003204074583303804], [-0.00018938532339516007, 0.003403941668070849], [0.000708881341649365, 0.003767953115391097], [0.0017263451140223816, 0.003404925371034862], [0.0025321131562498662, -0.0015098327068214902], [0.001675044862357573, -0.002125132386987529], [0.0008066320911062719, -0.002671236766747867], [-0.00014272206953517338, -0.002723641562396603], [-0.0010758436418044966, -0.0028750565454013226], [-0.0020427559177783688, -0.002820366141638297], [-0.0030222192113517747, -0.0026891211813528998], [-0.003939024092326048, -0.002940059334976981]]",16,3.774358742363028e-05,1,1,1,0,1,1,190.0,0.7091633466135459,0.8298368298368298,0.20502092050209206,1.1400005230737942,0.00018650374728893226,2.2579232004177713e-08,0.07079877144422238,rot_v9_0074,real COMSOL forward required,-0.0034836746973311225,-0.0025383493733193286,-0.0015930240493075352,-0.0006476987252957419,0.0002976265987160518,0.001242951922727845,0.0021882772467396385,0.003133602570751432,0.002211484484023335,0.0023911644324847207,0.00298529473661351,0.0031685351719787486,0.0030034269576983347,0.003078142447356705,0.002985880468433575,0.0024901861929246065,-0.0005291911126411499,-0.00025020769745018974,5.5940637034705277e-05,2.8775698241548115e-05,-0.00013788090058108746,-0.00016504581490801488,0.00014110250554349044,0.00011393761928334268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
profile_perturb_015_00,rot_v8_0004,rot_v8_0004__true_reference,283,train,rotated_rect,pilot_v8_topup_rotated_rect,original_rect_rot_reference,true_reference,reference,0,0,1,0.0015,0.0,0.3490658503988659,20.0,0.006,0.001,"{""angle_deg"": 20.0, ""angle_rad"": 0.3490658503988659, ""area_proxy"": 4.8e-05, ""center_offsets"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], ""center_x"": 0.0015, ""center_y"": 0.0, ""depth_proxy"": 0.001, ""half_widths"": [0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004], ""length"": 0.006, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 0.0, ""u_stations"": [-0.003, -0.002142857142857143, -0.0012857142857142856, -0.00042857142857142833, 0.00042857142857142877, 0.0012857142857142859, 0.0021428571428571434, 0.003]}","[[-0.0026871584356604, 0.0027327100531666275], [-0.001881707617843907, 0.0030258701760172008], [-0.001076256800027414, 0.003319030298867774], [-0.00027080598221092115, 0.0036121904217183472], [0.0005346448356055719, 0.0039053505445689205], [0.0013400956534220646, 0.004198510667419494], [0.0021455464712385576, 0.004491670790270067], [0.00295099728905505, 0.00478483091312064], [0.0056871584356604, -0.0027327100531666275], [0.004881707617843907, -0.0030258701760172008], [0.004076256800027414, -0.003319030298867774], [0.003270805982210922, -0.0036121904217183472], [0.0024653551643944284, -0.0039053505445689205], [0.0016599043465779356, -0.004198510667419494], [0.0008544535287614426, -0.004491670790270067], [4.900271094494964e-05, -0.00478483091312064]]",16,4.8e-05,1,1,1,0,1,1,240.0,0.6053511705685619,0.7541666666666667,0.0,0.005892556509885049,0.001082277343275259,-8.512868739935748e-08,-0.03219081485316138,rot_v8_0004,true_reference reuses original NPZ arrays,-0.003,-0.002142857142857143,-0.0012857142857142856,-0.00042857142857142833,0.00042857142857142877,0.0012857142857142859,0.0021428571428571434,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
profile_perturb_015_01,rot_v8_0004,rot_v8_0004__profile_extracted_reference,283,train,rotated_rect,pilot_v8_topup_rotated_rect,profile_polygon_notch,profile_extracted_reference,reference,1,1,0,0.0019231125360866096,4.668534121603942e-05,0.18742805560857034,10.73883654871438,0.008154402289766487,0.001500000013038516,"{""angle_deg"": 10.73883654871438, ""angle_rad"": 0.18742805560857034, ""area_proxy"": 4.959655347011127e-05, ""center_offsets"": [-0.00048574389863307134, 0.0002152080270087318, -0.00021406739679767967, -1.954171948609579e-05, -5.9765792120417505e-05, 0.00013475984723021692, -9.998988299563242e-05, -0.00021736479149249926], ""center_x"": 0.0019231125360866096, ""center_y"": 4.668534121603942e-05, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.002663630655456418, 0.0029244797555114123, 0.0033424264792246998, 0.0032363803657236936, 0.0032739403719093912, 0.0030367640199819865, 0.002910394883412202, 0.0024628669939971244], ""length"": 0.008154402289766487, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 8.512868739935748e-08, ""u_stations"": [-0.004089088281535236, -0.0029241736687114525, -0.0017592590558876686, -0.0005943444430638847, 0.0005705701697598991, 0.0017354847825836834, 0.002900399395407467, 0.004065314008231251]}","[[-0.002500173732318715, 0.0014244996565256933], [-0.0015348754919979194, 0.0025865179762760205], [-0.0003882514472429764, 0.002792449262403217], [0.000739775062916233, 0.0030964408424848555], [0.0018847846038449352, 0.003310885016112099], [0.0030372449610252166, 0.0034860428408919025], [0.004249046321485937, 0.0033483099330169326], [0.005498819274285412, 0.0030103620188200665], [0.006416644158400085, -0.001829106216697304], [0.005333649287503378, -0.002370538719961556], [0.004168941309840238, -0.0024811178093929022], [0.003104868331374719, -0.0031223208668897688], [0.0019458614822646337, -0.0032629606258634566], [0.0008573546709247694, -0.003775330002650746], [-0.0004450235839410842, -0.003160007076317872], [-0.001507531212999853, -0.0038094638419703614]]",16,4.9596553470111285e-05,1,1,1,0,1,1,249.0,0.8383458646616542,0.9120654396728016,0.0375,0.5711421010959984,0.0,0.0,0.0,rot_v8_0004,real COMSOL forward required,-0.004089088281535236,-0.0029241736687114525,-0.0017592590558876686,-0.0005943444430638847,0.0005705701697598991,0.0017354847825836834,0.002900399395407467,0.004065314008231251,0.002663630655456418,0.0029244797555114123,0.0033424264792246998,0.0032363803657236936,0.0032739403719093912,0.0030367640199819865,0.002910394883412202,0.0024628669939971244,-0.00048574389863307134,0.0002152080270087318,-0.00021406739679767967,-1.954171948609579e-05,-5.9765792120417505e-05,0.00013475984723021692,-9.998988299563242e-05,-0.00021736479149249926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
profile_perturb_015_02,rot_v8_0004,rot_v8_0004__half_width_shrink_local,283,train,rotated_rect,pilot_v8_topup_rotated_rect,profile_polygon_notch,half_width_shrink_local,small,2,1,0,0.0019231125360866096,4.668534121603942e-05,0.18742805560857034,10.73883654871438,0.008154402289766487,0.001500000013038516,"{""angle_deg"": 10.73883654871438, ""angle_rad"": 0.18742805560857034, ""area_proxy"": 4.751581404556777e-05, ""center_offsets"": [-0.00048574389863307134, 0.0002152080270087318, -0.00021406739679767967, -1.954171948609579e-05, -5.9765792120417505e-05, 0.00013475984723021692, -9.998988299563242e-05, -0.00021736479149249926], ""center_x"": 0.0019231125360866096, ""center_y"": 4.668534121603942e-05, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.002663630655456418, 0.0029244797555114123, 0.0028744867721332418, 0.0032363803657236936, 0.0032739403719093912, 0.0026116170571845085, 0.002910394883412202, 0.0024628669939971244], ""length"": 0.008154402289766487, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 3.90331652711512e-07, ""u_stations"": [-0.004089088281535236, -0.0029241736687114525, -0.0017592590558876686, -0.0005943444430638847, 0.0005705701697598991, 0.0017354847825836834, 0.002900399395407467, 0.004065314008231251]}","[[-0.002500173732318715, 0.0014244996565256933], [-0.0015348754919979194, 0.0025865179762760205], [-0.0003010590189712343, 0.0023327047138494397], [0.000739775062916233, 0.0030964408424848555], [0.0018847846038449352, 0.003310885016112099], [0.003116463705442268, 0.003068341595371966], [0.004249046321485937, 0.0033483099330169326], [0.005498819274285412, 0.0030103620188200665], [0.006416644158400085, -0.001829106216697304], [0.005333649287503378, -0.002370538719961556], [0.004089722565423187, -0.002063416563872966], [0.003104868331374719, -0.0031223208668897688], [0.0019458614822646337, -0.0032629606258634566], [0.0007701622426530272, -0.003315585454096968], [-0.0004450235839410842, -0.003160007076317872], [-0.001507531212999853, -0.0038094638419703614]]",16,4.751581404556778e-05,1,1,1,0,1,1,237.0,0.8275862068965517,0.9056603773584906,0.0125,0.5564325819348734,0.00022352782529496177,3.052029653121545e-07,-0.04195330681188222,rot_v8_0004,real COMSOL forward required,-0.004089088281535236,-0.0029241736687114525,-0.0017592590558876686,-0.0005943444430638847,0.0005705701697598991,0.0017354847825836834,0.002900399395407467,0.004065314008231251,0.002663630655456418,0.0029244797555114123,0.0028744867721332418,0.0032363803657236936,0.0032739403719093912,0.0026116170571845085,0.002910394883412202,0.0024628669939971244,-0.00048574389863307134,0.0002152080270087318,-0.00021406739679767967,-1.954171948609579e-05,-5.9765792120417505e-05,0.00013475984723021692,-9.998988299563242e-05,-0.00021736479149249926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
profile_perturb_015_03,rot_v8_0004,rot_v8_0004__half_width_expand_local,283,train,rotated_rect,pilot_v8_topup_rotated_rect,profile_polygon_notch,half_width_expand_local,small,2,1,0,0.0019231125360866096,4.668534121603942e-05,0.18742805560857034,10.73883654871438,0.008154402289766487,0.001500000013038516,"{""angle_deg"": 10.73883654871438, ""angle_rad"": 0.18742805560857034, ""area_proxy"": 5.172006444331405e-05, ""center_offsets"": [-0.00048574389863307134, 0.0002152080270087318, -0.00021406739679767967, -1.954171948609579e-05, -5.9765792120417505e-05, 0.00013475984723021692, -9.998988299563242e-05, -0.00021736479149249926], ""center_x"": 0.0019231125360866096, ""center_y"": 4.668534121603942e-05, ""depth_proxy"": 0.001500000013038516, ""half_widths"": [0.002663630655456418, 0.0029244797555114123, 0.0033424264792246998, 0.00368947361692501, 0.0037322920239767055, 0.0030367640199819865, 0.002910394883412202, 0.0024628669939971244], ""length"": 0.008154402289766487, ""occupancy"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""roughness"": 1.8241695313511012e-07, ""u_stations"": [-0.004089088281535236, -0.0029241736687114525, -0.0017592590558876686, -0.0005943444430638847, 0.0005705701697598991, 0.0017354847825836834, 0.002900399395407467, 0.004065314008231251]}","[[-0.002500173732318715, 0.0014244996565256933], [-0.0015348754919979194, 0.0025865179762760205], [-0.0003882514472429764, 0.002792449262403217], [0.000655349013561845, 0.003541598945269237], [0.0017993787429178504, 0.0037612094279222295], [0.0030372449610252166, 0.0034860428408919025], [0.004249046321485937, 0.0033483099330169326], [0.005498819274285412, 0.0030103620188200665], [0.006416644158400085, -0.001829106216697304], [0.005333649287503378, -0.002370538719961556], [0.004168941309840238, -0.0024811178093929022], [0.0031902741923018037, -0.0035726452786998993], [0.002030287531619022, -0.003708118728647838], [0.0008573546709247694, -0.003775330002650746], [-0.0004450235839410842, -0.003160007076317872], [-0.001507531212999853, -0.0038094638419703614]]",16,5.172006444331406e-05,1,1,1,0,1,1,259.0,0.8079710144927537,0.8937875751503006,0.07916666666666666,0.5727232668799653,0.00022786501794840508,9.728826573575264e-08,0.04281569634636975,rot_v8_0004,real COMSOL forward required,-0.004089088281535236,-0.0029241736687114525,-0.0017592590558876686,-0.0005943444430638847,0.0005705701697598991,0.0017354847825836834,0.002900399395407467,0.004065314008231251,0.002663630655456418,0.0029244797555114123,0.0033424264792246998,0.00368947361692501,0.0037322920239767055,0.0030367640199819865,0.002910394883412202,0.0024628669939971244,-0.00048574389863307134,0.0002152080270087318,-0.00021406739679767967,-1.954171948609579e-05,-5.9765792120417505e-05,0.00013475984723021692,-9.998988299563242e-05,-0.00021736479149249926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
