sample_id,split,true_shape_type,pred_shape_type,shape_correct,true_L_mm,pred_L_mm,L_error_mm,true_W_mm,pred_W_mm,W_error_mm,true_D_mm,pred_D_mm,D_error_mm,true_burial_depth_mm,pred_burial_depth_mm,burial_depth_error_mm,true_center_x_mm,pred_center_x_mm,center_x_error_mm,true_center_y_mm,pred_center_y_mm,center_y_error_mm,true_center_z_mm,pred_center_z_mm,center_z_error_mm,center_xyz_error_mm,total_abs_normalized_error,burial_depth_level,size_level,aspect_bin
internal_pilot_012,train,internal_sphere,internal_sphere,True,1.399999976158142,1.536390781402588,0.1363907903432846,1.399999976158142,1.535564661026001,0.13556471467018127,1.399999976158142,1.3583756685256958,0.04162430018186569,2.0,1.873449444770813,0.12655067443847656,-12.0,-11.50219440460205,0.4978058934211731,3.0,2.5398125648498535,0.4601874351501465,-2.700000047683716,-2.5461623668670654,0.15383772552013397,0.6951612830162048,0.10804484784603119,medium,large,compact
internal_pilot_013,train,internal_sphere,internal_sphere,True,1.0,1.1856878995895386,0.18568791449069977,1.0,1.2882351875305176,0.2882351279258728,1.0,1.0342949628829956,0.03429490700364113,3.1999998092651367,3.1455676555633545,0.05443231016397476,-12.0,-10.053718566894531,1.9462816715240479,-3.0,-3.0636181831359863,0.06361818313598633,-3.700000047683716,-3.649596691131592,0.0504034087061882,1.9479732513427734,0.0931791141629219,deep,small,compact
internal_pilot_014,train,internal_sphere,internal_sphere,True,1.0,1.0979140996932983,0.09791401773691177,1.0,0.8450918793678284,0.1549081653356552,1.0,0.9926865100860596,0.007313559763133526,3.1999998092651367,3.0526833534240723,0.1473166048526764,-12.0,-11.94717025756836,0.052830204367637634,3.0,2.7931878566741943,0.2068122923374176,-3.700000047683716,-3.649881601333618,0.050118423998355865,0.21925832331180573,0.05361926183104515,deep,small,compact
internal_pilot_015,val,internal_sphere,internal_sphere,True,1.2000000476837158,1.5722590684890747,0.3722590506076813,1.2000000476837158,1.5210283994674683,0.32102829217910767,1.2000000476837158,1.386509656906128,0.18650956451892853,3.1999998092651367,2.5424716472625732,0.6575281620025635,-12.0,-9.161544799804688,2.8384552001953125,-3.0,-2.0687055587768555,0.9312943816184998,-3.799999952316284,-2.6162023544311523,1.1837975978851318,3.21333384513855,0.4761864244937897,deep,medium,compact
internal_pilot_016,test,internal_sphere,internal_sphere,True,1.2000000476837158,2.0370612144470215,0.8370611071586609,1.2000000476837158,1.7819687128067017,0.5819686651229858,1.2000000476837158,1.1508779525756836,0.04912214353680611,3.1999998092651367,2.3536977767944336,0.8463021516799927,-12.0,-8.248906135559082,3.751093626022339,3.0,-0.7882292866706848,3.78822922706604,-3.799999952316284,-2.33321213722229,1.4667879343032837,5.529272079467773,0.5764431953430176,deep,medium,compact
internal_pilot_017,train,internal_sphere,internal_sphere,True,1.399999976158142,1.5039396286010742,0.10393967479467392,1.399999976158142,1.5707213878631592,0.17072144150733948,1.399999976158142,1.3610457181930542,0.038954198360443115,3.1999998092651367,3.108059883117676,0.09193993359804153,-12.0,-9.999492645263672,2.0005078315734863,-3.0,-2.93646502494812,0.06353505700826645,-3.8999998569488525,-3.5503427982330322,0.3496571481227875,2.0318288803100586,0.12216009199619293,deep,large,compact
internal_pilot_018,train,internal_sphere,internal_sphere,True,1.399999976158142,1.5837687253952026,0.18376880884170532,1.399999976158142,1.6947599649429321,0.29475998878479004,1.399999976158142,1.3956844806671143,0.004315515980124474,3.1999998092651367,3.1279172897338867,0.07208273559808731,-12.0,-10.994139671325684,1.0058600902557373,3.0,2.5663156509399414,0.4336843192577362,-3.8999998569488525,-3.6826465129852295,0.2173534631729126,1.1167268753051758,0.09364680200815201,deep,large,compact
internal_pilot_019,test,internal_sphere,internal_sphere,True,1.0,1.5420089960098267,0.5420088768005371,1.0,1.6048659086227417,0.6048658490180969,1.0,1.1729066371917725,0.1729065477848053,4.199999809265137,3.5740537643432617,0.6259461045265198,-12.0,-7.966012477874756,4.033987522125244,-3.0,-2.92098069190979,0.0790192261338234,-4.699999809265137,-4.190576076507568,0.5094236731529236,4.066793918609619,0.3932029902935028,deep_plus,small,compact
internal_pilot_020,train,internal_sphere,internal_sphere,True,1.0,1.0797371864318848,0.07973716408014297,1.0,0.8408699631690979,0.15913008153438568,1.0,0.9931713342666626,0.006828689947724342,4.199999809265137,4.173815727233887,0.02618413418531418,-12.0,-12.15628433227539,0.15628430247306824,3.0,2.7448015213012695,0.2551984488964081,-4.699999809265137,-4.771941184997559,0.07194140553474426,0.30777686834335327,0.04400259256362915,deep_plus,small,compact
internal_pilot_021,train,internal_sphere,internal_sphere,True,1.2000000476837158,1.421931266784668,0.22193126380443573,1.2000000476837158,1.434577465057373,0.2345774620771408,1.2000000476837158,1.2108323574066162,0.010832329280674458,4.199999809265137,4.098272323608398,0.1017274335026741,-12.0,-10.870084762573242,1.1299149990081787,-3.0,-2.8132822513580322,0.18671783804893494,-4.800000190734863,-4.718724250793457,0.0812760591506958,1.1481189727783203,0.07751917839050293,deep_plus,medium,compact
internal_pilot_022,train,internal_sphere,internal_sphere,True,1.2000000476837158,1.1977956295013428,0.0022044405341148376,1.2000000476837158,1.2572170495986938,0.05721696466207504,1.2000000476837158,1.212740421295166,0.01274037640541792,4.199999809265137,4.219450950622559,0.019451137632131577,-12.0,-11.772679328918457,0.22732093930244446,3.0,2.5505869388580322,0.4494132101535797,-4.800000190734863,-4.722131252288818,0.07786881178617477,0.5096181035041809,0.04556688666343689,deep_plus,medium,compact
internal_pilot_023,train,internal_sphere,internal_sphere,True,1.399999976158142,1.3488317728042603,0.05116814374923706,1.399999976158142,1.5100914239883423,0.11009152233600616,1.399999976158142,1.411702036857605,0.011702068150043488,4.199999809265137,4.195504665374756,0.004495028406381607,-12.0,-11.922292709350586,0.0777076929807663,-3.0,-2.8391506671905518,0.1608494222164154,-4.900000095367432,-4.780181407928467,0.11981883645057678,0.21509899199008942,0.04164649173617363,deep_plus,large,compact
internal_pilot_024,test,internal_sphere,internal_sphere,True,1.399999976158142,1.4725879430770874,0.0725879818201065,1.399999976158142,1.5847795009613037,0.18477952480316162,1.399999976158142,1.273085355758667,0.1269145905971527,4.199999809265137,3.791285514831543,0.4087144136428833,-12.0,-10.682656288146973,1.3173437118530273,3.0,-2.1225790977478027,5.122579097747803,-4.900000095367432,-4.24894905090332,0.6510508060455322,5.329172611236572,0.45855528116226196,deep_plus,large,compact
internal_pilot_025,train,internal_ellipsoid,internal_ellipsoid,True,2.0,2.0742266178131104,0.07422640919685364,2.0,2.1661767959594727,0.16617658734321594,1.0,1.0088415145874023,0.008841510862112045,0.7999999523162842,0.7739864587783813,0.026013527065515518,0.0,0.0736950933933258,0.0736950933933258,-3.0,-2.7181403636932373,0.2818596661090851,-1.2999999523162842,-1.1931977272033691,0.1068023294210434,0.31029433012008667,0.050006020814180374,shallow,small,compact
internal_pilot_026,train,internal_ellipsoid,internal_ellipsoid,True,3.1999998092651367,3.3202619552612305,0.12026191502809525,1.5,1.8756003379821777,0.37560030817985535,1.0,1.0378351211547852,0.03783509507775307,0.7999999523162842,0.9372445344924927,0.13724452257156372,0.0,0.30359509587287903,0.30359509587287903,0.0,0.05298468843102455,0.05298468843102455,-1.2999999523162842,-1.4360166788101196,0.1360166370868683,0.33686479926109314,0.10100079327821732,shallow,small,elongated_x
internal_pilot_027,train,internal_ellipsoid,internal_ellipsoid,True,1.5,1.8127726316452026,0.31277257204055786,3.1999998092651367,3.21555757522583,0.015557743608951569,1.0,1.0092828273773193,0.009282724931836128,0.7999999523162842,0.6845225691795349,0.11547742038965225,0.0,-0.5722565054893494,0.5722565054893494,3.0,2.903818368911743,0.09618163853883743,-1.2999999523162842,-1.3657760620117188,0.0657760500907898,0.5839990973472595,0.058759499341249466,shallow,small,elongated_y
internal_pilot_028,train,internal_ellipsoid,internal_ellipsoid,True,3.5,3.419269561767578,0.08073053508996964,3.5,3.497224807739258,0.002775341272354126,1.2000000476837158,1.199188470840454,0.0008115312084555626,0.7999999523162842,0.8058612942695618,0.0058613368310034275,0.0,-0.07178029417991638,0.07178029417991638,-3.0,-3.173417806625366,0.1734178513288498,-1.399999976158142,-1.3648197650909424,0.03518012911081314,0.19095496833324432,0.018158409744501114,shallow,medium,compact
internal_pilot_029,train,internal_ellipsoid,internal_ellipsoid,True,5.599999904632568,5.475987911224365,0.12401212006807327,2.625,2.777449607849121,0.1524495929479599,1.2000000476837158,1.2108885049819946,0.01088844146579504,0.7999999523162842,0.8597172498703003,0.05971727520227432,0.0,0.6010006070137024,0.6010006070137024,0.0,-0.07808970659971237,0.07808970659971237,-1.399999976158142,-1.3941144943237305,0.0058854930102825165,0.6060811281204224,0.043567921966314316,shallow,medium,elongated_x
internal_pilot_030,train,internal_ellipsoid,internal_ellipsoid,True,2.625,2.680591583251953,0.05559157580137253,5.599999904632568,5.529294490814209,0.07070507854223251,1.2000000476837158,1.2084792852401733,0.008479226380586624,0.7999999523162842,0.8932746648788452,0.09327469021081924,0.0,0.5776059031486511,0.5776059031486511,3.0,2.2377703189849854,0.7622298002243042,-1.399999976158142,-1.320499062538147,0.07950083911418915,0.9596578478813171,0.07012752443552017,shallow,medium,elongated_y
internal_pilot_031,train,internal_ellipsoid,internal_ellipsoid,True,5.0,4.988095283508301,0.011904630810022354,5.0,5.128384590148926,0.12838467955589294,1.399999976158142,1.3956886529922485,0.004311325028538704,0.7999999523162842,0.778676450252533,0.02132350392639637,0.0,0.0741400271654129,0.0741400271654129,-3.0,-2.9459052085876465,0.05409470945596695,-1.5,-1.3206874132156372,0.1793125420808792,0.20143477618694305,0.038133472204208374,shallow,large,compact
internal_pilot_032,test,internal_ellipsoid,internal_ellipsoid,True,8.0,3.911884069442749,4.08811616897583,3.75,4.01770544052124,0.26770564913749695,1.399999976158142,1.2481178045272827,0.15188218653202057,0.7999999523162842,1.2149678468704224,0.4149678349494934,0.0,0.49376291036605835,0.49376291036605835,0.0,-0.047800276428461075,0.047800276428461075,-1.5,-2.5020763874053955,1.002076268196106,1.1181429624557495,0.5804517865180969,shallow,large,elongated_x
internal_pilot_033,test,internal_ellipsoid,internal_ellipsoid,True,3.75,3.431893825531006,0.3181060254573822,8.0,3.7890572547912598,4.210943222045898,1.399999976158142,1.1827330589294434,0.21726684272289276,0.7999999523162842,1.1484556198120117,0.34845566749572754,0.0,0.9546433687210083,0.9546433687210083,3.0,-1.703192949295044,4.703193187713623,-1.5,-1.4649744033813477,0.035025645047426224,4.799228668212891,0.7238914370536804,shallow,large,elongated_y
internal_pilot_034,train,internal_ellipsoid,internal_ellipsoid,True,2.0,2.136969566345215,0.13696937263011932,2.0,2.157421350479126,0.15742121636867523,1.0,1.012829065322876,0.012828968465328217,2.0,1.9540512561798096,0.04594889283180237,0.0,0.019519589841365814,0.019519589841365814,-3.0,-2.398442268371582,0.6015577912330627,-2.5,-2.5116021633148193,0.011602183803915977,0.6019861698150635,0.060649048537015915,medium,small,compact
internal_pilot_035,train,internal_ellipsoid,internal_ellipsoid,True,3.1999998092651367,3.1912314891815186,0.00876840204000473,1.5,1.6650292873382568,0.16502931714057922,1.0,1.0172202587127686,0.017220154404640198,2.0,2.0416650772094727,0.04166504368185997,0.0,0.6210320591926575,0.6210320591926575,0.0,-0.003979599568992853,0.003979599568992853,-2.5,-2.5119125843048096,0.011912547051906586,0.6211590766906738,0.038368020206689835,medium,small,elongated_x
internal_pilot_036,train,internal_ellipsoid,internal_ellipsoid,True,1.5,1.5885848999023438,0.08858484029769897,3.1999998092651367,3.0676164627075195,0.1323835402727127,1.0,0.9926239848136902,0.00737607479095459,2.0,1.9564281702041626,0.04357192665338516,0.0,-0.5198265314102173,0.5198265314102173,3.0,3.496799945831299,0.4967998266220093,-2.5,-2.3090643882751465,0.19093556702136993,0.7439664602279663,0.07128100097179413,medium,small,elongated_y
internal_pilot_037,train,internal_ellipsoid,internal_ellipsoid,True,3.5,3.5256543159484863,0.02565421164035797,3.5,3.4300997257232666,0.06990041583776474,1.2000000476837158,1.1950623989105225,0.004937639459967613,2.0,2.034609079360962,0.0346088781952858,0.0,0.2419871687889099,0.2419871687889099,-3.0,-2.9019007682800293,0.0980992317199707,-2.5999999046325684,-2.5918679237365723,0.008132075890898705,0.26124200224876404,0.02144121564924717,medium,medium,compact
internal_pilot_038,train,internal_ellipsoid,internal_ellipsoid,True,5.599999904632568,5.500119686126709,0.0998801589012146,2.625,2.681795358657837,0.056795310229063034,1.2000000476837158,1.2034822702407837,0.003482215106487274,2.0,1.992190957069397,0.007809139788150787,0.0,0.8026605844497681,0.8026605844497681,0.0,-0.31628674268722534,0.31628674268722534,-2.5999999046325684,-2.6314308643341064,0.03143073990941048,0.8633013367652893,0.0374332070350647,medium,medium,elongated_x
internal_pilot_039,test,internal_ellipsoid,internal_ellipsoid,True,2.625,3.0611250400543213,0.43612509965896606,5.599999904632568,3.781146287918091,1.8188533782958984,1.2000000476837158,1.1526002883911133,0.04739977791905403,2.0,2.8774101734161377,0.8774101734161377,0.0,1.270848274230957,1.270848274230957,3.0,0.9705860018730164,2.029413938522339,-2.5999999046325684,-2.551494598388672,0.04850537329912186,2.394979953765869,0.3844773471355438,medium,medium,elongated_y
internal_pilot_040,val,internal_ellipsoid,internal_ellipsoid,True,5.0,3.784386157989502,1.2156137228012085,5.0,3.4904284477233887,1.5095714330673218,1.399999976158142,1.1753129959106445,0.22468692064285278,2.0,1.9965064525604248,0.0034936238080263138,0.0,0.014044810086488724,0.014044810086488724,-3.0,-0.41064560413360596,2.5893542766571045,-2.700000047683716,-1.9062849283218384,0.7937151193618774,2.7083089351654053,0.564950168132782,medium,large,compact
internal_pilot_041,val,internal_ellipsoid,internal_ellipsoid,True,8.0,3.1754722595214844,4.824528694152832,3.75,3.280055284500122,0.46994468569755554,1.399999976158142,1.194017767906189,0.20598213374614716,2.0,1.651012897491455,0.3489871621131897,0.0,1.0152400732040405,1.0152400732040405,0.0,-0.8040496110916138,0.8040496110916138,-2.700000047683716,-2.757204055786133,0.057203926146030426,1.2963335514068604,0.6108702421188354,medium,large,elongated_x
internal_pilot_042,test,internal_ellipsoid,internal_ellipsoid,True,3.75,3.783411741256714,0.0334118977189064,8.0,3.069706439971924,4.930294036865234,1.399999976158142,1.1923872232437134,0.2076127529144287,2.0,3.2520592212677,1.2520591020584106,0.0,2.3389549255371094,2.3389549255371094,3.0,0.015354657545685768,2.984645366668701,-2.700000047683716,-3.544935941696167,0.8449358940124512,3.884936809539795,0.8811408281326294,medium,large,elongated_y
internal_pilot_043,train,internal_ellipsoid,internal_ellipsoid,True,2.0,2.1102941036224365,0.11029396951198578,2.0,2.0599608421325684,0.05996064096689224,1.0,1.0052680969238281,0.005268026143312454,3.1999998092651367,3.0875298976898193,0.11247000843286514,0.0,-0.6313580274581909,0.6313580274581909,-3.0,-2.728243350982666,0.27175667881965637,-3.700000047683716,-3.4908180236816406,0.2091820389032364,0.7184857130050659,0.06804198771715164,deep,small,compact
internal_pilot_044,test,internal_ellipsoid,internal_ellipsoid,True,3.1999998092651367,5.2189621925354,2.0189623832702637,1.5,3.7383241653442383,2.2383241653442383,1.0,1.3130905628204346,0.3130905032157898,3.1999998092651367,3.0867204666137695,0.1132795587182045,0.0,-0.33808591961860657,0.33808591961860657,0.0,1.0861610174179077,1.0861610174179077,-3.700000047683716,-3.5679240226745605,0.1320759803056717,1.1452038288116455,0.625331461429596,deep,small,elongated_x
internal_pilot_045,test,internal_ellipsoid,internal_ellipsoid,True,1.5,5.804032802581787,4.304032802581787,3.1999998092651367,3.651904821395874,0.45190495252609253,1.0,1.28742516040802,0.28742513060569763,3.1999998092651367,2.819568634033203,0.38043129444122314,0.0,-2.11940598487854,2.11940598487854,3.0,0.4175609350204468,2.5824391841888428,-3.700000047683716,-3.671529769897461,0.028470298275351524,3.3409106731414795,0.7270880937576294,deep,small,elongated_y
internal_pilot_046,val,internal_ellipsoid,internal_ellipsoid,True,3.5,4.83329963684082,1.3332995176315308,3.5,2.474388599395752,1.0256115198135376,1.2000000476837158,1.1366817951202393,0.06331829726696014,3.1999998092651367,2.982452154159546,0.21754787862300873,0.0,-2.0916903018951416,2.0916903018951416,-3.0,-2.5586211681365967,0.4413789212703705,-3.799999952316284,-3.269918441772461,0.530081570148468,2.2024917602539062,0.3294982612133026,deep,medium,compact
internal_pilot_047,train,internal_ellipsoid,internal_ellipsoid,True,5.599999904632568,5.728088855743408,0.12808898091316223,2.625,2.601501703262329,0.02349819988012314,1.2000000476837158,1.2137531042099,0.013753073289990425,3.1999998092651367,3.184767007827759,0.01523294486105442,0.0,0.19087153673171997,0.19087153673171997,0.0,-0.15815469622612,0.15815469622612,-3.799999952316284,-3.7508366107940674,0.04916335642337799,0.2527090907096863,0.037013888359069824,deep,medium,elongated_x
internal_pilot_048,test,internal_ellipsoid,internal_ellipsoid,True,2.625,3.5876495838165283,0.9626497030258179,5.599999904632568,3.350208282470703,2.2497916221618652,1.2000000476837158,1.1974189281463623,0.0025811605155467987,3.1999998092651367,3.6794185638427734,0.47941854596138,0.0,2.7577877044677734,2.7577877044677734,3.0,-0.3177604079246521,3.3177602291107178,-3.799999952316284,-3.211798667907715,0.5882014632225037,4.354182720184326,0.4875631332397461,deep,medium,elongated_y
internal_pilot_049,train,internal_ellipsoid,internal_ellipsoid,True,5.0,5.018143653869629,0.018143560737371445,5.0,4.488534450531006,0.5114656090736389,1.399999976158142,1.3766435384750366,0.023356406018137932,3.1999998092651367,3.2765612602233887,0.07656123489141464,0.0,-0.028160400688648224,0.028160400688648224,-3.0,-2.922654867172241,0.07734517753124237,-3.8999998569488525,-3.7367875576019287,0.16321241855621338,0.18279381096363068,0.08531364053487778,deep,large,compact
internal_pilot_050,train,internal_ellipsoid,internal_ellipsoid,True,8.0,7.856351375579834,0.14364905655384064,3.75,3.7379066944122314,0.012093223631381989,1.399999976158142,1.3964757919311523,0.0035241246223449707,3.1999998092651367,3.2214410305023193,0.0214411411434412,0.0,0.39090031385421753,0.39090031385421753,0.0,-0.057856637984514236,0.057856637984514236,-3.8999998569488525,-3.670224905014038,0.22977498173713684,0.45710718631744385,0.047038428485393524,deep,large,elongated_x
internal_pilot_051,train,internal_ellipsoid,internal_ellipsoid,True,3.75,3.836203098297119,0.08620321750640869,8.0,7.859238624572754,0.14076195657253265,1.399999976158142,1.4120945930480957,0.012094620615243912,3.1999998092651367,3.2160751819610596,0.01607532612979412,0.0,-0.014547258615493774,0.014547258615493774,3.0,3.361525297164917,0.36152520775794983,-3.8999998569488525,-3.727135181427002,0.1728646457195282,0.40099164843559265,0.06075603887438774,deep,large,elongated_y
internal_pilot_052,train,internal_ellipsoid,internal_ellipsoid,True,2.0,2.1044137477874756,0.10441359877586365,2.0,1.914527177810669,0.0854729413986206,1.0,0.9981269240379333,0.0018731225281953812,4.199999809265137,4.173210144042969,0.02678949385881424,0.0,-0.48847055435180664,0.48847055435180664,-3.0,-3.2120773792266846,0.2120772898197174,-4.699999809265137,-4.549567699432373,0.15043234825134277,0.5533625483512878,0.046595025807619095,deep_plus,small,compact
internal_pilot_053,train,internal_ellipsoid,internal_ellipsoid,True,3.1999998092651367,3.374476909637451,0.1744769960641861,1.5,1.5566627979278564,0.05666282773017883,1.0,1.0104670524597168,0.010467018000781536,4.199999809265137,4.182760715484619,0.017239246517419815,0.0,-0.303772509098053,0.303772509098053,0.0,-0.12763109803199768,0.12763109803199768,-4.699999809265137,-4.653735160827637,0.04626484587788582,0.33272793889045715,0.03909574821591377,deep_plus,small,elongated_x
internal_pilot_054,test,internal_ellipsoid,internal_ellipsoid,True,1.5,5.436723232269287,3.936722755432129,3.1999998092651367,3.675412178039551,0.4754122495651245,1.0,1.2858705520629883,0.2858705222606659,4.199999809265137,3.892916679382324,0.3070831298828125,0.0,8.034344673156738,8.034344673156738,3.0,-0.10182827711105347,3.1018283367156982,-4.699999809265137,-4.2368927001953125,0.4631071388721466,8.624761581420898,0.8184109330177307,deep_plus,small,elongated_y
internal_pilot_055,train,internal_ellipsoid,internal_ellipsoid,True,3.5,3.8009378910064697,0.30093780159950256,3.5,3.394765615463257,0.10523456335067749,1.2000000476837158,1.2128267288208008,0.012826640158891678,4.199999809265137,4.20860481262207,0.008604954928159714,0.0,-0.22792303562164307,0.22792303562164307,-3.0,-2.939263105392456,0.06073690205812454,-4.800000190734863,-4.833503723144531,0.033503398299217224,0.23824433982372284,0.0468781478703022,deep_plus,medium,compact
internal_pilot_056,train,internal_ellipsoid,internal_ellipsoid,True,5.599999904632568,5.553637504577637,0.046362169086933136,2.625,2.503763198852539,0.12123677879571915,1.2000000476837158,1.2033137083053589,0.0033136457204818726,4.199999809265137,4.202352046966553,0.002352055162191391,0.0,0.26718831062316895,0.26718831062316895,0.0,-0.035218603909015656,0.035218603909015656,-4.800000190734863,-4.679130554199219,0.12086983770132065,0.29536324739456177,0.03145002946257591,deep_plus,medium,elongated_x
internal_pilot_057,test,internal_ellipsoid,internal_ellipsoid,True,2.625,3.742739677429199,1.1177395582199097,5.599999904632568,3.9666574001312256,1.6333423852920532,1.2000000476837158,1.2449674606323242,0.044967398047447205,4.199999809265137,3.4223883152008057,0.777611494064331,0.0,2.2794113159179688,2.2794113159179688,3.0,-0.1886959969997406,3.1886959075927734,-4.800000190734863,-3.350435495376587,1.4495646953582764,4.179083347320557,0.6137378811836243,deep_plus,medium,elongated_y
internal_pilot_058,val,internal_ellipsoid,internal_ellipsoid,True,5.0,3.6603760719299316,1.3396236896514893,5.0,4.328929424285889,0.6710705161094666,1.399999976158142,1.2423845529556274,0.15761540830135345,4.199999809265137,3.238579511642456,0.9614203572273254,0.0,0.03134901821613312,0.03134901821613312,-3.0,-0.8745150566101074,2.1254849433898926,-4.900000095367432,-3.471350908279419,1.4286490678787231,2.561192512512207,0.619022011756897,deep_plus,large,compact
internal_pilot_059,train,internal_ellipsoid,internal_ellipsoid,True,8.0,7.9041643142700195,0.09583588689565659,3.75,3.7355780601501465,0.014421762898564339,1.399999976158142,1.4099503755569458,0.009950483217835426,4.199999809265137,4.203243255615234,0.003243330866098404,0.0,0.3531777858734131,0.3531777858734131,0.0,0.05860050395131111,0.05860050395131111,-4.900000095367432,-4.783938407897949,0.11606188118457794,0.37634944915771484,0.034694697707891464,deep_plus,large,elongated_x
