candidate,sample_id,source_index,split,defect_type,source_pack,mse,mae,rmse,nrmse,correlation,line0_mse,line1_mse,line2_mse,amplitude_abs_error,abs_peak_index_error_mean,gradient_mse,peak_amplitude_abs_error,line0_correlation,line1_correlation,line2_correlation
S1_geom_mlp_waveform,rect_p2_0003,2,train,rectangular_notch,pilot_v2_rectangular_notch,0.2884153127670288,0.42014747858047485,0.5370431200257841,0.40739933134653905,0.9498780950768472,0.26046064496040344,0.2609846591949463,0.3438006341457367,2.5820627212524414,1.6666666666666667,0.08074317127466202,1.4175941149393718,0.9587392894248306,0.956097501091662,0.9358217696024618
S1_geom_mlp_waveform,rect_p2_0004,3,train,rectangular_notch,pilot_v2_rectangular_notch,0.2603302299976349,0.4164964258670807,0.5102256657574518,0.3275270672585419,0.9555160387522003,0.24079985916614532,0.2599344551563263,0.28025636076927185,1.633310317993164,43.666666666666664,0.0721074789762497,1.3635075092315674,0.9529172217028388,0.9576142371340024,0.9563435780145807
S1_geom_mlp_waveform,rect_p2_0007,6,train,rectangular_notch,pilot_v2_rectangular_notch,0.34235242009162903,0.47373276948928833,0.5851088959259029,0.3904537135557403,0.9558472744612091,0.30235424637794495,0.33580487966537476,0.3888981342315674,3.1543526649475098,32.333333333333336,0.06146629899740219,1.5668519337972004,0.9558885144239306,0.9553938271867289,0.9578499247769198
S1_geom_mlp_waveform,rect_p2_0008,7,train,rectangular_notch,pilot_v2_rectangular_notch,0.3593602776527405,0.4794926345348358,0.599466661001878,0.3847957999212487,0.957742794203694,0.3744334578514099,0.3744797706604004,0.32916760444641113,2.381256103515625,35.333333333333336,0.07949686795473099,1.6766702731450398,0.9503282816221174,0.9551547703411942,0.9675576040319179
S1_geom_mlp_waveform,rect_p2_0009,8,train,rectangular_notch,pilot_v2_rectangular_notch,0.15331222116947174,0.3036750853061676,0.39155104541997043,0.2928576870508437,0.9595896590707599,0.16589370369911194,0.14882399141788483,0.14521895349025726,2.297525405883789,1.3333333333333333,0.06851956248283386,1.3081072966257732,0.9560938326248525,0.959543327474582,0.963125023001735
S1_geom_mlp_waveform,rect_p2_0010,9,train,rectangular_notch,pilot_v2_rectangular_notch,0.09535893052816391,0.2353300303220749,0.30880241341052356,0.30291903131705084,0.9588770772560402,0.10906322300434113,0.07775997370481491,0.0992535948753357,1.258359432220459,2.6666666666666665,0.054562874138355255,0.5355371236801147,0.949572548331274,0.9619639166016578,0.9650303340160348
S1_geom_mlp_waveform,rect_p2_0011,10,train,rectangular_notch,pilot_v2_rectangular_notch,0.10610613971948624,0.2597082853317261,0.3257393739164583,0.3542245335012602,0.9362075978150975,0.0983586311340332,0.07291331887245178,0.14704646170139313,0.8095321655273438,18.0,0.04644491523504257,0.43437377611796063,0.9406473365402407,0.9531253134658814,0.9180487878214189
S1_geom_mlp_waveform,rect_p2_0012,11,train,rectangular_notch,pilot_v2_rectangular_notch,0.2762807607650757,0.41179370880126953,0.5256241630338884,0.3287734513622677,0.9570597623577959,0.29026105999946594,0.2715871334075928,0.26699402928352356,1.5140581130981445,18.333333333333332,0.06886021792888641,1.215560754140218,0.9501573082053916,0.9559572379609671,0.9644272972180603
S1_geom_mlp_waveform,rect_p2_0013,12,train,rectangular_notch,pilot_v2_rectangular_notch,0.39551231265068054,0.4635523855686188,0.6288976964902007,0.46794088037245174,0.9494184665701122,0.39139240980148315,0.34950143098831177,0.4456431567668915,3.9962708950042725,46.333333333333336,0.06588166207075119,2.170358935991923,0.9450939529854175,0.9551025484438516,0.9486113695728658
S1_geom_mlp_waveform,rect_p2_0015,14,train,rectangular_notch,pilot_v2_rectangular_notch,0.1944677233695984,0.34667491912841797,0.4409849468741517,0.2733246275254468,0.9783185372361743,0.1818864792585373,0.20138423144817352,0.20013248920440674,1.7862558364868164,18.333333333333332,0.06673680990934372,1.1796268622080486,0.9821648306445793,0.9780381936788012,0.9753591069453154
S1_geom_mlp_waveform,rect_p2_0016,15,train,rectangular_notch,pilot_v2_rectangular_notch,0.1814928948879242,0.32873693108558655,0.42601982921916226,0.30469122707451546,0.9626250345121995,0.20655415952205658,0.1787676066160202,0.1591569185256958,0.21396541595458984,48.333333333333336,0.06238676607608795,0.7705206871032715,0.9548669679008035,0.9610189887347799,0.9711374223922943
S1_geom_mlp_waveform,rect_p2_0017,16,train,rectangular_notch,pilot_v2_rectangular_notch,0.13132146000862122,0.280243843793869,0.36238302941586714,0.2964626213929159,0.956525572843349,0.18823538720607758,0.10819090902805328,0.09753809124231339,0.02408123016357422,44.666666666666664,0.07618314027786255,0.8179057439168295,0.9365849689536097,0.9639299137726579,0.9690832660186242
S1_geom_mlp_waveform,rect_p2_0019,18,train,rectangular_notch,pilot_v2_rectangular_notch,0.11633424460887909,0.27592796087265015,0.3410780623389301,0.28937432943797037,0.9603432292062605,0.11634368449449539,0.10648002475500107,0.126179039478302,0.5886878967285156,26.333333333333332,0.05329592153429985,0.5603499412536621,0.9579010990222141,0.9620940791659738,0.9619252651509133
