candidate,split,n,mse,mae,rmse,nrmse,correlation,gradient_mse,amplitude_error,peak_index_error,line0_mse,line1_mse,line2_mse
S1_perturb_geom_mlp,train,64,0.0959104374051094,0.23076719045639038,0.3096941029550117,0.3096941029550117,0.9518484054712925,0.03451279178261757,0.2940915822982788,29.723958333333332,0.09548299014568329,0.09434496611356735,0.09790332615375519
S1_perturb_geom_mlp,val,16,0.10921312868595123,0.25734248757362366,0.3304740968456548,0.36662147771534126,0.9312053811598741,0.04595267027616501,0.4116552174091339,36.0625,0.10555455833673477,0.10996291786432266,0.11212190240621567
S1_perturb_geom_mlp,test,16,0.2921660542488098,0.34324535727500916,0.5405238701933615,0.42888527221168976,0.9047137431821587,0.070594422519207,0.49307796359062195,34.854166666666664,0.28701236844062805,0.29142946004867554,0.29805639386177063
S2_perturb_geom_mask_mlp,train,64,0.08910167217254639,0.22279296815395355,0.2984990321132489,0.2984990321132489,0.9545290420472256,0.03334185853600502,0.30634191632270813,31.052083333333332,0.08882525563240051,0.08816392719745636,0.09031582623720169
S2_perturb_geom_mask_mlp,val,16,0.10190017521381378,0.25236573815345764,0.3192180684325588,0.354134260685613,0.9361234611356505,0.04578018561005592,0.3474448621273041,31.416666666666668,0.09829302877187729,0.10306049138307571,0.10434699803590775
S2_perturb_geom_mask_mlp,test,16,0.2881354093551636,0.3401201665401459,0.5367824599920936,0.425916604552198,0.9074856066447924,0.07096337527036667,0.4876430034637451,30.875,0.28728771209716797,0.28723812103271484,0.2898803949356079
