seed,source_index,sample_id,split,component_types,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,true_connected_component_count,pred_connected_component_count,component_count_error,predicted_component_count_is_2,missed_component_flag,merged_component_flag,split_component_flag,largest_component_area_ratio,second_largest_component_area_ratio,component_recall_heuristic,notes,min_component_distance,min_component_distance_bin,union_mask_area,union_mask_area_bin,polygon_component_present
42,181,sample_182,val,rectangular_notch+rotated_rect,0.6,0.6468172484599589,0.7855361596009975,0.11515863689776733,3.511132178212061,753,851,0,0.11577638238668442,0.25784146785736084,0.37361785769462585,0.0,0.9981731176376343,0.09886068850755692,2,2,0,1,0,0,0,0.5338645418326693,0.46613545816733065,1.0,multi_defect_pilot_gate_only,0.02009975124224178,near,851,large,no
42,182,sample_183,val,rotated_rect+rotated_rect,0.6,0.6015325670498084,0.7511961722488039,0.009615384615384616,2.9767091242930603,630,624,0,0.11706704646348953,0.2622295022010803,0.37929654121398926,0.0,0.9999808073043823,0.0811593309044838,2,2,0,1,0,0,0,0.6412698412698413,0.35873015873015873,1.0,multi_defect_pilot_gate_only,0.020015993605114885,near,624,small,no
42,183,sample_184,val,rectangular_notch+polygon,0.6,0.44612476370510395,0.6169934640522876,0.14545454545454545,11.477909032973162,705,825,0,0.2833879590034485,0.39222902059555054,0.675616979598999,0.0,0.9996343851089478,0.09056027233600616,2,2,0,1,0,0,0,0.5929078014184397,0.40709219858156026,1.0,multi_defect_pilot_gate_only,0.02009975124224178,near,825,large,yes
42,184,sample_185,val,rotated_rect+polygon,0.6,0.5851197982345523,0.7382657120127287,0.25268817204301075,0.9070262862856353,699,558,0,0.12388978153467178,0.2757743000984192,0.3996640741825104,0.0,0.9999861717224121,0.09040942043066025,2,2,0,1,0,0,0,0.575107296137339,0.4248927038626609,1.0,multi_defect_pilot_gate_only,0.020015993605114885,near,558,small,yes
42,185,sample_186,val,rectangular_notch+rectangular_notch,0.6,0.5592783505154639,0.7173553719008264,0.23247232472324722,4.469806894500447,668,542,0,0.13168075680732727,0.3108583688735962,0.44253912568092346,0.0,0.9998348951339722,0.08635896444320679,2,2,0,1,0,0,0,0.6047904191616766,0.39520958083832336,1.0,multi_defect_pilot_gate_only,0.02209072203437452,near,542,small,no
42,186,sample_187,val,rectangular_notch+rotated_rect,0.6,0.8144078144078144,0.8977119784656796,0.02130492676431425,0.24537253061840686,735,751,0,0.04188404977321625,0.1373845338821411,0.17926858365535736,0.0,0.9998465776443481,0.0953831747174263,2,2,0,1,0,0,0,0.5170068027210885,0.48299319727891155,1.0,multi_defect_pilot_gate_only,0.022014540649307218,near,751,medium,no
42,187,sample_188,val,rotated_rect+rotated_rect,0.6,0.5797516714422158,0.7339782345828295,0.2478813559322034,5.812694162138798,710,944,0,0.15540635585784912,0.26967567205429077,0.4250820279121399,0.0,0.9997066855430603,0.09335346519947052,2,2,0,1,0,0,0,0.5267605633802817,0.4732394366197183,1.0,multi_defect_pilot_gate_only,0.02209072203437452,near,944,large,no
42,188,sample_189,val,rectangular_notch+polygon,0.6,0.5613048368953881,0.7190201729106628,0.056296296296296296,5.551122855093304,713,675,0,0.15709154307842255,0.291503369808197,0.44859492778778076,0.0,0.9997355341911316,0.0896054208278656,2,2,0,1,0,0,0,0.5932678821879382,0.4067321178120617,1.0,multi_defect_pilot_gate_only,0.022014540649307218,near,675,medium,yes
42,189,sample_190,val,rotated_rect+polygon,0.6,0.5220883534136547,0.6860158311345647,0.11731843575418995,9.984707127518043,600,537,0,0.1520480215549469,0.32395845651626587,0.47600647807121277,0.0,0.9999613761901855,0.07675166428089142,2,2,0,1,0,0,0,0.5833333333333334,0.4166666666666667,1.0,multi_defect_pilot_gate_only,0.02209072203437452,near,537,small,yes
42,190,sample_191,val,rectangular_notch+rectangular_notch,0.6,0.5292929292929293,0.6922060766182299,0.038860103626943004,5.547343615542007,742,772,0,0.1540440320968628,0.3138177990913391,0.4678618311882019,0.0,0.9993547797203064,0.09705951064825058,2,2,0,1,0,0,0,0.5754716981132075,0.42452830188679247,1.0,multi_defect_pilot_gate_only,0.024013329631685815,medium,772,medium,no
42,191,sample_192,val,rectangular_notch+rotated_rect,0.6,0.6585928489042676,0.7941585535465925,0.14307004470938897,4.1469576628457645,767,671,0,0.10507025569677353,0.22970610857009888,0.334776371717453,0.0,0.9999370574951172,0.09722797572612762,2,2,0,1,0,0,0,0.5123859191655802,0.4876140808344198,1.0,multi_defect_pilot_gate_only,0.024083189157584593,medium,671,medium,no
42,192,sample_193,val,rotated_rect+rotated_rect,0.6,0.7446351931330472,0.8536285362853628,0.09601873536299765,2.8149654995893,772,854,0,0.06762415170669556,0.18635153770446777,0.25397568941116333,7.774574995432161e-35,0.9992974996566772,0.10045747458934784,2,2,0,1,0,0,0,0.5932642487046632,0.4067357512953368,1.0,multi_defect_pilot_gate_only,0.024013329631685815,medium,854,large,no
42,193,sample_194,val,rectangular_notch+polygon,0.6,0.5692640692640693,0.7255172413793104,0.07736389684813753,8.212250798012066,752,698,0,0.14223915338516235,0.2911880612373352,0.43342721462249756,0.0,0.9997509121894836,0.09594857692718506,2,2,0,1,0,0,0,0.5013297872340425,0.49867021276595747,1.0,multi_defect_pilot_gate_only,0.024083189157584593,medium,698,medium,yes
42,194,sample_195,val,rotated_rect+polygon,0.6,0.6429587482219061,0.7826839826839826,0.20419847328244276,2.930492481057816,631,524,0,0.08616144210100174,0.23624974489212036,0.3224111795425415,0.0,0.999911904335022,0.08032423257827759,2,2,0,1,0,0,0,0.5404120443740095,0.4595879556259905,1.0,multi_defect_pilot_gate_only,0.024013329631685815,medium,524,small,yes
42,195,sample_196,val,rectangular_notch+rectangular_notch,0.6,0.6491228070175439,0.7872340425531915,0.08072916666666667,2.7292675405763065,830,768,0,0.10396167635917664,0.2629033923149109,0.3668650686740875,0.0,0.9987465143203735,0.10973180830478668,2,2,0,1,0,0,0,0.6108433734939759,0.3891566265060241,1.0,multi_defect_pilot_gate_only,0.026076809620810593,medium,768,medium,no
42,196,sample_197,val,rectangular_notch+rotated_rect,0.6,0.7037411526794742,0.826112759643917,0.17046688382193267,0.19371302068711624,764,921,0,0.1024668961763382,0.19319337606430054,0.29566025733947754,0.0,0.9999430179595947,0.09860086441040039,2,2,0,1,0,0,0,0.5929319371727748,0.40706806282722513,1.0,multi_defect_pilot_gate_only,0.026012304780622574,medium,921,large,no
42,197,sample_198,val,rotated_rect+rotated_rect,0.6,0.6869747899159664,0.8144458281444583,0.0024875621890547263,2.2373768117071715,802,804,0,0.08476033061742783,0.21963411569595337,0.3043944537639618,2.5651216356558852e-36,0.999323844909668,0.1048460304737091,2,2,0,1,0,0,0,0.6496259351620948,0.35037406483790523,1.0,multi_defect_pilot_gate_only,0.026076809620810593,medium,804,large,no
42,198,sample_199,val,rectangular_notch+polygon,0.6,0.6683738796414853,0.8012279355333844,0.3226381461675579,0.3822845215700353,742,561,0,0.08586375415325165,0.23463928699493408,0.3205030560493469,0.0,0.9998263716697693,0.09442383050918579,2,2,0,1,0,0,0,0.568733153638814,0.431266846361186,1.0,multi_defect_pilot_gate_only,0.026012304780622574,medium,561,small,yes
42,199,sample_200,val,rotated_rect+polygon,0.6,0.4699612403100775,0.6394199077125906,0.06010230179028133,13.067491404005242,735,782,0,0.22471430897712708,0.3642074465751648,0.5889217853546143,2.3053071429822607e-35,0.999921441078186,0.09434999525547028,2,2,0,1,0,0,0,0.5850340136054422,0.41496598639455784,1.0,multi_defect_pilot_gate_only,0.026076809620810593,medium,782,large,yes
42,200,sample_201,test,rectangular_notch+rectangular_notch,0.6,0.5605326876513317,0.7183863460046548,0.0492845786963434,8.307702191081855,660,629,0,0.11931882798671722,0.29415005445480347,0.4134688973426819,3.4918617878801136e-37,0.9999366998672485,0.08690288662910461,2,2,0,1,0,0,0,0.6075757575757575,0.3924242424242424,1.0,multi_defect_pilot_gate_only,0.028011426240018556,far,629,small,no
42,201,sample_202,test,rectangular_notch+rotated_rect,0.6,0.6116236162361623,0.7590154550658271,0.10314875135722042,1.7412056873873714,826,921,0,0.14609628915786743,0.24953985214233398,0.3956361413002014,0.0,0.9999977350234985,0.10660241544246674,2,2,0,1,0,0,0,0.7506053268765133,0.24939467312348668,1.0,multi_defect_pilot_gate_only,0.0280713376952364,far,921,large,no
42,202,sample_203,test,rotated_rect+rotated_rect,0.6,0.6792682926829269,0.8090050835148874,0.09270516717325228,3.4529992576547013,719,658,0,0.0822131335735321,0.22273552417755127,0.3049486577510834,0.0,0.9998080134391785,0.093133345246315,2,2,0,1,0,0,0,0.5229485396383866,0.47705146036161333,1.0,multi_defect_pilot_gate_only,0.028011426240018556,far,658,medium,no
42,203,sample_204,test,rectangular_notch+polygon,0.6,0.5629722921914357,0.7203867848509267,0.4477317554240631,1.8272987427650125,734,507,0,0.12178224325180054,0.3079896569252014,0.42977190017700195,1.271968845546426e-38,0.9999178647994995,0.09390287101268768,2,2,0,1,0,0,0,0.5749318801089919,0.4250681198910082,1.0,multi_defect_pilot_gate_only,0.0280713376952364,far,507,small,yes
42,204,sample_205,test,rotated_rect+polygon,0.6,0.6778443113772455,0.807994289793005,0.1163141993957704,3.2708046492452825,739,662,0,0.07643703371286392,0.21584075689315796,0.2922777831554413,0.0,0.9997950196266174,0.09456661343574524,2,2,0,1,0,0,0,0.5967523680649527,0.40324763193504737,1.0,multi_defect_pilot_gate_only,0.028011426240018556,far,662,medium,yes
42,205,sample_206,test,rectangular_notch+rectangular_notch,0.6,0.5780510879848628,0.7326139088729017,0.24236037934668073,7.686105700465275,719,949,0,0.1653849333524704,0.27971529960632324,0.44510024785995483,0.0,0.99934321641922,0.09344255924224854,2,2,0,1,0,0,0,0.5132127955493742,0.48678720445062584,1.0,multi_defect_pilot_gate_only,0.030066592756745815,far,949,large,no
42,206,sample_207,test,rectangular_notch+rotated_rect,0.6,0.5190476190476191,0.6833855799373041,0.2214484679665738,6.082183652430296,877,718,0,0.14067389070987701,0.34665220975875854,0.48732608556747437,2.7555529886319636e-23,0.9974138140678406,0.11565375328063965,2,2,0,1,0,0,0,0.6818700114025086,0.3181299885974915,1.0,multi_defect_pilot_gate_only,0.030010664771044308,far,718,medium,no
42,207,sample_208,test,rotated_rect+rotated_rect,0.6,0.526775956284153,0.690050107372942,0.3283333333333333,1.545615036741302,797,600,0,0.16022881865501404,0.333290696144104,0.49351951479911804,7.260504281743393e-36,0.9999244213104248,0.10372301936149597,2,2,0,1,0,0,0,0.6148055207026348,0.3851944792973651,1.0,multi_defect_pilot_gate_only,0.030066592756745815,far,600,small,no
42,208,sample_209,test,rectangular_notch+polygon,0.6,0.6157354618015963,0.7621736062103035,0.1437216338880484,3.9144206543149838,756,661,0,0.12909109890460968,0.262689471244812,0.3917805552482605,3.22719224668519e-36,0.9999940395355225,0.09792658686637878,2,2,0,1,0,0,0,0.6812169312169312,0.3187830687830688,1.0,multi_defect_pilot_gate_only,0.030010664771044308,far,661,medium,yes
42,209,sample_210,test,rotated_rect+polygon,0.6,0.6173708920187794,0.7634252539912917,0.1497659906396256,2.022369588234208,737,641,0,0.09814109653234482,0.274428129196167,0.3725692331790924,5.112673778727464e-28,0.9995774626731873,0.09942461550235748,2,2,0,1,0,0,0,0.6309362279511533,0.36906377204884666,1.0,multi_defect_pilot_gate_only,0.030066592756745815,far,641,small,yes
42,210,sample_211,test,rectangular_notch+rectangular_notch,0.6,0.7342436974789915,0.8467595396729255,0.08468677494199536,0.31578119008871586,789,862,0,0.0704483687877655,0.1732546091079712,0.2437029778957367,0.0,0.9998935461044312,0.10177046060562134,2,2,0,1,0,0,0,0.541191381495564,0.458808618504436,1.0,multi_defect_pilot_gate_only,0.020015993605114885,near,862,large,no
42,211,sample_212,test,rectangular_notch+rotated_rect,0.6,0.6345338983050848,0.7764095917044718,0.014157014157014158,1.671029187425617,766,777,0,0.10679859668016434,0.23217451572418213,0.33897310495376587,0.0,0.9998788833618164,0.09921173751354218,2,2,0,1,0,0,0,0.695822454308094,0.304177545691906,1.0,multi_defect_pilot_gate_only,0.02009975124224178,near,777,large,no
42,212,sample_213,test,rotated_rect+rotated_rect,0.6,0.6490322580645161,0.7871674491392802,0.3194192377495463,4.096555036311123,727,551,0,0.09813415259122849,0.2386133074760437,0.3367474675178528,0.0,0.9999676942825317,0.09193446487188339,2,2,0,1,0,0,0,0.5405777166437414,0.4594222833562586,1.0,multi_defect_pilot_gate_only,0.020015993605114885,near,551,small,no
42,213,sample_214,test,rectangular_notch+polygon,0.6,0.5447247706422018,0.7052709725315516,0.039301310043668124,5.425315988887869,660,687,0,0.14930696785449982,0.2979884147644043,0.4472953677177429,0.0,0.999916672706604,0.08581726253032684,2,2,0,1,0,0,0,0.5287878787878788,0.4712121212121212,1.0,multi_defect_pilot_gate_only,0.02009975124224178,near,687,medium,yes
42,214,sample_215,test,rotated_rect+polygon,0.6,0.6046002190580504,0.7535836177474403,0.21341463414634146,3.883883551672492,645,820,0,0.12810353934764862,0.2517856955528259,0.37988924980163574,0.0,0.9998717308044434,0.0843701958656311,2,2,0,1,0,0,0,0.5007751937984496,0.4992248062015504,1.0,multi_defect_pilot_gate_only,0.020015993605114885,near,820,large,yes
42,215,sample_216,test,rectangular_notch+rectangular_notch,0.6,0.6540600667408232,0.7908540685944856,0.12247474747474747,1.1954058094907325,695,792,0,0.10173225402832031,0.22861748933792114,0.33034974336624146,0.0,0.9999915361404419,0.09053952991962433,2,2,0,1,0,0,0,0.6618705035971223,0.3381294964028777,1.0,multi_defect_pilot_gate_only,0.02209072203437452,near,792,large,no
42,216,sample_217,test,rectangular_notch+rotated_rect,0.6,0.7414698162729659,0.8515448379804069,0.06376360808709176,1.0516152190338606,684,643,0,0.0639280304312706,0.1783825159072876,0.2423105537891388,0.0,0.9998655319213867,0.08762058615684509,2,2,0,1,0,0,0,0.5467836257309941,0.45321637426900585,1.0,multi_defect_pilot_gate_only,0.022014540649307218,near,643,small,no
42,217,sample_218,test,rotated_rect+rotated_rect,0.6,0.58298755186722,0.7365661861074705,0.2152046783625731,2.2055578028916045,671,855,0,0.15545979142189026,0.2678864598274231,0.42334625124931335,0.0,0.9999479055404663,0.0858391523361206,2,2,0,1,0,0,0,0.6229508196721312,0.3770491803278688,1.0,multi_defect_pilot_gate_only,0.02209072203437452,near,855,large,no
42,218,sample_219,test,rectangular_notch+polygon,0.6,0.5698924731182796,0.726027397260274,0.2233502538071066,4.595600298637516,723,591,0,0.10906608402729034,0.28746581077575684,0.396531879901886,0.0,0.9994122982025146,0.09207890927791595,2,2,0,1,0,0,0,0.5684647302904564,0.4315352697095436,1.0,multi_defect_pilot_gate_only,0.022014540649307218,near,591,small,yes
42,219,sample_220,test,rotated_rect+polygon,0.6,0.5354107648725213,0.6974169741697417,0.10930232558139535,8.779405668499859,766,860,0,0.23036548495292664,0.3121703267097473,0.5425357818603516,0.0,0.9999020099639893,0.09855060279369354,2,2,0,1,0,0,0,0.5065274151436031,0.4934725848563969,1.0,multi_defect_pilot_gate_only,0.02209072203437452,near,860,large,yes
42,220,sample_221,test,rectangular_notch+rectangular_notch,0.6,0.591764705882353,0.7435328898743533,0.07834101382488479,2.0206868763788317,702,651,0,0.11634911596775055,0.30073684453964233,0.4170859456062317,1.4394782204915348e-30,0.9988412261009216,0.0943080335855484,2,2,0,1,0,0,0,0.5555555555555556,0.4444444444444444,1.0,multi_defect_pilot_gate_only,0.024013329631685815,medium,651,medium,no
42,221,sample_222,test,rectangular_notch+rotated_rect,0.6,0.5643105446118193,0.7214814814814815,0.48161764705882354,1.026609273950983,806,544,0,0.13557207584381104,0.3082137703895569,0.4437858462333679,0.0,0.9999344348907471,0.10377532988786697,2,2,0,1,0,0,0,0.575682382133995,0.42431761786600497,1.0,multi_defect_pilot_gate_only,0.024083189157584593,medium,544,small,no
42,222,sample_223,test,rotated_rect+rotated_rect,0.6,0.8056265984654731,0.8923512747875354,0.12234042553191489,2.033360618937346,660,752,0,0.04468229413032532,0.13618749380111694,0.18086978793144226,0.0,0.999977707862854,0.08488922566175461,2,2,0,1,0,0,0,0.5181818181818182,0.4818181818181818,1.0,multi_defect_pilot_gate_only,0.024013329631685815,medium,752,medium,no
42,223,sample_224,test,rectangular_notch+polygon,0.6,0.6130389064143007,0.7601043024771839,0.19103773584905662,0.4737777004807055,686,848,0,0.1321542114019394,0.259178102016449,0.39133232831954956,0.0,0.9991995692253113,0.08954053372144699,2,2,0,1,0,0,0,0.5699708454810496,0.43002915451895046,1.0,multi_defect_pilot_gate_only,0.024083189157584593,medium,848,large,yes
42,224,sample_225,test,rotated_rect+polygon,0.6,0.5428907168037603,0.7037319116527038,0.010606060606060607,3.522046385717347,653,660,0,0.16026249527931213,0.31018418073654175,0.4704466760158539,0.0,0.9998539686203003,0.08475601673126221,2,2,0,1,0,0,0,0.5436447166921899,0.4563552833078101,1.0,multi_defect_pilot_gate_only,0.024013329631685815,medium,660,medium,yes
42,225,sample_226,test,rectangular_notch+rectangular_notch,0.6,0.6645649432534678,0.7984848484848485,0.17105263157894737,2.589798658043915,712,608,0,0.09288821369409561,0.23412221670150757,0.3270104229450226,0.0,0.9998593330383301,0.09170392900705338,2,2,0,1,0,0,0,0.5140449438202247,0.4859550561797753,1.0,multi_defect_pilot_gate_only,0.026076809620810593,medium,608,small,no
42,226,sample_227,test,rectangular_notch+rotated_rect,0.6,0.5934291581108829,0.7448453608247423,0.017879948914431672,1.3106985992331461,769,783,0,0.1583702564239502,0.2711455225944519,0.4295157790184021,0.0,0.9998914003372192,0.09758865833282471,2,2,0,1,0,0,0,0.5331599479843954,0.4668400520156047,1.0,multi_defect_pilot_gate_only,0.026012304780622574,medium,783,large,no
42,227,sample_228,test,rotated_rect+rotated_rect,0.6,0.6685649202733486,0.8013651877133106,0.14181286549707603,1.6527242592329354,781,684,0,0.08600649982690811,0.22489094734191895,0.31089743971824646,1.0484824797038897e-38,0.9998505115509033,0.10104323923587799,2,2,0,1,0,0,0,0.6248399487836107,0.37516005121638923,1.0,multi_defect_pilot_gate_only,0.026076809620810593,medium,684,medium,no
42,228,sample_229,test,rectangular_notch+polygon,0.6,0.5597548518896833,0.7177472167648985,0.03871829105473965,1.8645074823910368,778,749,0,0.15058687329292297,0.3000454306602478,0.4506323039531708,0.0,0.9994624257087708,0.10083181411027908,2,2,0,1,0,0,0,0.5938303341902313,0.40616966580976865,1.0,multi_defect_pilot_gate_only,0.026012304780622574,medium,749,medium,yes
42,229,sample_230,test,rotated_rect+polygon,0.6,0.5775862068965517,0.73224043715847,0.0352760736196319,8.087590366868671,629,652,0,0.1508726179599762,0.29253125190734863,0.44340386986732483,9.529441924837666e-39,0.9995567202568054,0.08166264742612839,2,2,0,1,0,0,0,0.505564387917329,0.4944356120826709,1.0,multi_defect_pilot_gate_only,0.026076809620810593,medium,652,medium,yes
42,230,sample_231,test,rectangular_notch+rectangular_notch,0.6,0.5274599542334096,0.6906367041198502,0.43169398907103823,7.836553111244826,786,549,0,0.12495850026607513,0.36272305250167847,0.4876815676689148,9.563576482222222e-29,0.9985591769218445,0.10881394147872925,2,2,0,1,0,0,0,0.539440203562341,0.46055979643765904,1.0,multi_defect_pilot_gate_only,0.028011426240018556,far,549,small,no
42,231,sample_232,test,rectangular_notch+rotated_rect,0.6,0.624731182795699,0.7690271343481139,0.01706036745406824,3.817540941613835,749,762,0,0.15897780656814575,0.24649298191070557,0.4054707884788513,0.0,0.9999815225601196,0.09597976505756378,2,2,0,1,0,0,0,0.5941255006675568,0.40587449933244324,1.0,multi_defect_pilot_gate_only,0.0280713376952364,far,762,medium,no
42,232,sample_233,test,rotated_rect+rotated_rect,0.6,0.6425742574257426,0.7823990355635925,0.21804511278195488,4.951989596739128,728,931,0,0.15186375379562378,0.22832071781158447,0.38018447160720825,0.0,0.9998337030410767,0.09420335292816162,2,2,0,1,0,0,0,0.510989010989011,0.489010989010989,1.0,multi_defect_pilot_gate_only,0.028011426240018556,far,931,large,no
42,233,sample_234,test,rectangular_notch+polygon,0.6,0.6422018348623854,0.7821229050279329,0.03409090909090909,3.8154611010931427,819,792,0,0.11161234974861145,0.24490469694137573,0.3565170466899872,3.2914673633792473e-38,0.9998925924301147,0.10804419219493866,2,2,0,1,0,0,0,0.6202686202686203,0.3797313797313797,1.0,multi_defect_pilot_gate_only,0.0280713376952364,far,792,large,yes
42,234,sample_235,test,rotated_rect+polygon,0.6,0.662534435261708,0.7970173985086992,0.27735849056603773,3.126986632162228,677,530,0,0.0742151290178299,0.24645322561264038,0.3206683397293091,1.6989932661845068e-32,0.9994663596153259,0.08749789744615555,2,2,0,1,0,0,0,0.5007385524372231,0.49926144756277696,1.0,multi_defect_pilot_gate_only,0.028011426240018556,far,530,small,yes
42,235,sample_236,test,rectangular_notch+rectangular_notch,0.6,0.5792031098153547,0.7335384615384616,0.07692307692307693,9.791998332269111,780,845,0,0.13191628456115723,0.2789860963821411,0.41090238094329834,1.5272450683506351e-38,0.9992601275444031,0.1019502729177475,2,2,0,1,0,0,0,0.5576923076923077,0.4423076923076923,1.0,multi_defect_pilot_gate_only,0.030066592756745815,far,845,large,no
42,236,sample_237,test,rectangular_notch+rotated_rect,0.6,0.6269005847953216,0.7706685837526959,0.17683881064162754,7.628053951310037,752,639,0,0.10620804131031036,0.2632462978363037,0.3694543242454529,6.057161493997979e-33,0.9998445510864258,0.09616272151470184,2,2,0,1,0,0,0,0.5930851063829787,0.40691489361702127,1.0,multi_defect_pilot_gate_only,0.030010664771044308,far,639,small,no
42,237,sample_238,test,rotated_rect+rotated_rect,0.6,0.6186612576064908,0.7644110275689223,0.2286348501664817,6.574117777061413,695,901,0,0.13305962085723877,0.25085747241973877,0.38391709327697754,0.0,0.9998478889465332,0.09188716113567352,2,2,0,1,0,0,0,0.5928057553956835,0.4071942446043165,1.0,multi_defect_pilot_gate_only,0.030066592756745815,far,901,large,no
42,238,sample_239,test,rectangular_notch+polygon,0.6,0.5449029126213593,0.7054202670856246,0.28545780969479356,6.227743969824331,716,557,0,0.137225940823555,0.3221774101257324,0.4594033360481262,1.2741872402125944e-32,0.99991774559021,0.09338831156492233,2,2,0,1,0,0,0,0.5921787709497207,0.40782122905027934,1.0,multi_defect_pilot_gate_only,0.030010664771044308,far,557,small,yes
42,239,sample_240,test,rotated_rect+polygon,0.6,0.5978407557354926,0.7483108108108109,0.21722846441947566,6.359443199392728,650,534,0,0.09454292058944702,0.26815468072891235,0.3626976013183594,0.0,0.9998534917831421,0.08441437780857086,2,2,0,1,0,0,0,0.5276923076923077,0.4723076923076923,1.0,multi_defect_pilot_gate_only,0.030066592756745815,far,534,small,yes
123,0,sample_001,train,rectangular_notch+rectangular_notch,0.6,0.717948717948718,0.835820895522388,0.08722741433021806,1.577623401803524,698,642,0,0.06811430305242538,0.18709558248519897,0.25520989298820496,0.0,0.999985933303833,0.08994166553020477,2,2,0,1,0,0,0,0.6332378223495702,0.3667621776504298,1.0,multi_defect_pilot_gate_only,0.020015993605114885,near,642,small,no
123,1,sample_002,train,rectangular_notch+rotated_rect,0.6,0.7759914255091104,0.8738684369342185,0.052878965922444184,0.5209816648796982,806,851,0,0.05627347528934479,0.154460608959198,0.21073408424854279,0.0,0.9998136162757874,0.10472372174263,2,2,0,1,0,0,0,0.674937965260546,0.3250620347394541,1.0,multi_defect_pilot_gate_only,0.02009975124224178,near,851,large,no
123,2,sample_003,train,rotated_rect+rotated_rect,0.6,0.651219512195122,0.7887740029542097,0.1594896331738437,0.2625514162070237,727,627,0,0.09604854136705399,0.24506151676177979,0.3411100506782532,0.0,0.9999117851257324,0.09562107920646667,2,2,0,1,0,0,0,0.5722145804676754,0.42778541953232463,1.0,multi_defect_pilot_gate_only,0.020015993605114885,near,627,small,no
123,3,sample_004,train,rectangular_notch+polygon,0.6,0.6875621890547263,0.8148584905660378,0.05281285878300804,3.9009218131081753,825,871,0,0.08349883556365967,0.22631102800369263,0.3098098635673523,7.667784180560337e-33,0.9992000460624695,0.11236423999071121,2,2,0,1,0,0,0,0.6509090909090909,0.3490909090909091,1.0,multi_defect_pilot_gate_only,0.02009975124224178,near,871,large,yes
123,4,sample_005,train,rotated_rect+polygon,0.6,0.6081582200247219,0.7563412759415834,0.11889250814332247,3.409039943752187,687,614,0,0.10882659256458282,0.2649872303009033,0.37381380796432495,0.0,0.9998421669006348,0.08960583060979843,2,2,0,1,0,0,0,0.5531295487627366,0.4468704512372635,1.0,multi_defect_pilot_gate_only,0.020015993605114885,near,614,small,yes
123,5,sample_006,train,rectangular_notch+rectangular_notch,0.6,0.6535532994923858,0.7904834996162702,0.2980599647266314,2.483394692537665,736,567,0,0.09308022260665894,0.23243075609207153,0.32551097869873047,0.0,0.999941349029541,0.09457752108573914,2,2,0,1,0,0,0,0.5054347826086957,0.4945652173913043,1.0,multi_defect_pilot_gate_only,0.02209072203437452,near,567,small,no
123,6,sample_007,train,rectangular_notch+rotated_rect,0.6,0.7544303797468355,0.86002886002886,0.15691489361702127,1.0022889200703589,634,752,0,0.05932405963540077,0.15676748752593994,0.21609154343605042,0.0,0.9999220371246338,0.08155256509780884,2,2,0,1,0,0,0,0.5236593059936908,0.47634069400630913,1.0,multi_defect_pilot_gate_only,0.022014540649307218,near,752,medium,no
123,7,sample_008,train,rotated_rect+rotated_rect,0.6,0.7402985074626866,0.8507718696397941,0.1492063492063492,1.8000484023723,804,945,0,0.07635875046253204,0.16615748405456543,0.24251623451709747,0.0,0.9999288320541382,0.10252728313207626,2,2,0,1,0,0,0,0.5920398009950248,0.4079601990049751,1.0,multi_defect_pilot_gate_only,0.02209072203437452,near,945,large,no
123,8,sample_009,train,rectangular_notch+polygon,0.6,0.703923900118906,0.8262386601535241,0.16792738275340394,0.44749493432863435,772,661,0,0.07093341648578644,0.20580124855041504,0.2767346501350403,6.526494460355068e-37,0.9994657635688782,0.09903503954410553,2,2,0,1,0,0,0,0.5479274611398963,0.4520725388601036,1.0,multi_defect_pilot_gate_only,0.022014540649307218,near,661,medium,yes
123,9,sample_010,train,rotated_rect+polygon,0.6,0.5482295482295483,0.7082018927444795,0.37453183520599254,6.42993901270527,734,534,0,0.12135181576013565,0.32664328813552856,0.4479950964450836,0.0,0.9995477795600891,0.09669791162014008,2,2,0,1,0,0,0,0.5395095367847411,0.4604904632152589,1.0,multi_defect_pilot_gate_only,0.02209072203437452,near,534,small,yes
123,10,sample_011,train,rectangular_notch+rectangular_notch,0.6,0.6673640167364017,0.8005018820577164,0.05372405372405373,2.292490861692258,775,819,0,0.09435722976922989,0.21969401836395264,0.31405124068260193,2.7196573418540382e-33,0.9994269609451294,0.09984880685806274,2,2,0,1,0,0,0,0.5341935483870968,0.46580645161290324,1.0,multi_defect_pilot_gate_only,0.024013329631685815,medium,819,large,no
123,11,sample_012,train,rectangular_notch+rotated_rect,0.6,0.7682926829268293,0.8689655172413793,0.0893371757925072,0.7597867407257396,756,694,0,0.055723343044519424,0.1650370955467224,0.22076043486595154,0.0,0.9999239444732666,0.09729039669036865,2,2,0,1,0,0,0,0.671957671957672,0.328042328042328,1.0,multi_defect_pilot_gate_only,0.024083189157584593,medium,694,medium,no
123,12,sample_013,train,rotated_rect+rotated_rect,0.6,0.7643312101910829,0.8664259927797834,0.05841121495327103,1.1130058496640642,806,856,0,0.06612230837345123,0.15124791860580444,0.21737022697925568,0.0,0.9999657869338989,0.10333630442619324,2,2,0,1,0,0,0,0.5459057071960298,0.45409429280397023,1.0,multi_defect_pilot_gate_only,0.024013329631685815,medium,856,large,no
