seed,source_index,sample_id,split,component_types,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,true_connected_component_count,pred_connected_component_count,component_count_error,predicted_component_count_is_2,missed_component_flag,merged_component_flag,split_component_flag,largest_component_area_ratio,second_largest_component_area_ratio,component_recall_heuristic,notes,min_component_distance,min_component_distance_bin,union_mask_area,union_mask_area_bin,polygon_component_present
42,14,sample_015,train,rotated_rect+polygon,0.6,0.6661538461538462,0.7996306555863343,0.21020408163265306,2.186686993720388,593,490,0,0.07072155922651291,0.23932796716690063,0.31004953384399414,0.0,0.9999213218688965,0.07678237557411194,2,2,0,1,0,0,0,0.6323777403035413,0.3676222596964587,1.0,multi_defect_pilot_gate_only,0.024013329631685815,medium,490,small,yes
42,15,sample_016,train,rectangular_notch+rectangular_notch,0.6,0.6983050847457627,0.8223552894211577,0.04296875,6.350038761435922,735,768,0,0.1137581393122673,0.21438372135162354,0.32814186811447144,0.0,0.9999117851257324,0.0943986028432846,2,2,0,1,0,0,0,0.5265306122448979,0.47346938775510206,1.0,multi_defect_pilot_gate_only,0.026076809620810593,medium,768,medium,no
42,16,sample_017,train,rectangular_notch+rotated_rect,0.6,0.712166172106825,0.8318890814558059,0.1266233766233766,0.35212702918958544,807,924,0,0.09164442121982574,0.19589126110076904,0.2875356674194336,0.0,0.9996823072433472,0.10395414382219315,2,2,0,1,0,0,0,0.5452292441140025,0.4547707558859975,1.0,multi_defect_pilot_gate_only,0.026012304780622574,medium,924,large,no
42,17,sample_018,train,rotated_rect+rotated_rect,0.6,0.7098166127292341,0.8302839116719243,0.031055900621118012,1.9613120005442477,780,805,0,0.07682240009307861,0.19905149936676025,0.27587389945983887,2.1515151163272063e-34,0.9995263814926147,0.10055568814277649,2,2,0,1,0,0,0,0.6512820512820513,0.3487179487179487,1.0,multi_defect_pilot_gate_only,0.026076809620810593,medium,805,large,no
42,18,sample_019,train,rectangular_notch+polygon,0.6,0.7440890125173852,0.8532695374800638,0.1695501730103806,3.1358794227310507,676,578,0,0.054936837404966354,0.17283731698989868,0.22777415812015533,0.0,0.9999706745147705,0.08607392758131027,2,2,0,1,0,0,0,0.5133136094674556,0.48668639053254437,1.0,multi_defect_pilot_gate_only,0.026012304780622574,medium,578,small,yes
42,19,sample_020,train,rotated_rect+polygon,0.6,0.7012987012987013,0.8244274809160306,0.1069364161849711,2.7021167663906738,618,692,0,0.07974012941122055,0.19410806894302368,0.27384820580482483,0.0,0.9998492002487183,0.07951956987380981,2,2,0,1,0,0,0,0.5501618122977346,0.44983818770226536,1.0,multi_defect_pilot_gate_only,0.026076809620810593,medium,692,medium,yes
42,20,sample_021,train,rectangular_notch+rectangular_notch,0.6,0.6165865384615384,0.762825278810409,0.19412724306688417,6.609474399375868,732,613,0,0.0986664891242981,0.26647883653640747,0.36514532566070557,3.708569792791018e-37,0.9997829794883728,0.0970364362001419,2,2,0,1,0,0,0,0.575136612021858,0.4248633879781421,1.0,multi_defect_pilot_gate_only,0.028011426240018556,far,613,small,no
42,21,sample_022,train,rectangular_notch+rotated_rect,0.6,0.6837349397590361,0.8121645796064401,0.11148648648648649,2.5331924800208614,789,888,0,0.0933368131518364,0.20163500308990479,0.2949718236923218,1.9862749699915224e-36,0.9999892711639404,0.10252953320741653,2,2,0,1,0,0,0,0.6780735107731305,0.32192648922686945,1.0,multi_defect_pilot_gate_only,0.0280713376952364,far,888,large,no
42,22,sample_023,train,rotated_rect+rotated_rect,0.6,0.6878172588832487,0.8150375939849624,0.015151515151515152,3.525779785642126,670,660,0,0.07539133727550507,0.2205231785774231,0.29591453075408936,0.0,0.999671459197998,0.08902836591005325,2,2,0,1,0,0,0,0.5119402985074627,0.4880597014925373,1.0,multi_defect_pilot_gate_only,0.028011426240018556,far,660,medium,no
42,23,sample_024,train,rectangular_notch+polygon,0.6,0.6949602122015915,0.8200312989045383,0.30685920577617326,0.857812039104086,724,554,0,0.07626049220561981,0.21324867010116577,0.2895091772079468,0.0,0.9999401569366455,0.09340964257717133,2,2,0,1,0,0,0,0.574585635359116,0.425414364640884,1.0,multi_defect_pilot_gate_only,0.0280713376952364,far,554,small,yes
