seed,source_index,sample_id,split,component_types,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,true_connected_component_count,pred_connected_component_count,component_count_error,predicted_component_count_is_2,missed_component_flag,merged_component_flag,split_component_flag,largest_component_area_ratio,second_largest_component_area_ratio,component_recall_heuristic,notes,predicted_component_count_is_3,extra_fragment_flag,third_largest_component_area_ratio,min_component_distance,min_component_distance_bin,union_mask_area,union_mask_area_bin
42,0,sample_001,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.8279816513761468,0.9058971141781681,0.11405835543766578,0.9009061907169529,420,377,0,0.028370022773742676,0.10252553224563599,0.13089555501937866,0.0,1.0,0.05153924971818924,3,3,0,0,0,0,0,0.3880952380952381,0.3404761904761905,1.0,multi_defect_pilot_gate_only,1,0,0.2714285714285714,0.012903487900563941,near,377,small
42,1,sample_002,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.8568281938325991,0.9228944246737841,0.0023752969121140144,1.6298452437227362,422,421,0,0.020145010203123093,0.0852658748626709,0.10541088879108429,0.0,1.0,0.052233174443244934,3,3,0,0,0,0,0,0.3459715639810427,0.32701421800947866,1.0,multi_defect_pilot_gate_only,1,0,0.32701421800947866,0.012903487900563941,near,421,medium
42,2,sample_003,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.7939914163090128,0.8851674641148325,0.04672897196261682,2.3127298631818127,408,428,0,0.04272601380944252,0.11983555555343628,0.1625615656375885,0.0,0.9999998807907104,0.05121214687824249,3,3,0,0,0,0,0,0.36519607843137253,0.3284313725490196,1.0,multi_defect_pilot_gate_only,1,0,0.30637254901960786,0.012903487900563941,near,428,medium
42,3,sample_004,train,rotated_rect+rotated_rect+rotated_rect,0.6,0.8049281314168378,0.8919226393629124,0.02534562211981567,1.7029260631113177,445,434,0,0.03483258932828903,0.12567824125289917,0.1605108380317688,0.0,1.0,0.056153543293476105,3,3,0,0,0,0,0,0.3550561797752809,0.350561797752809,1.0,multi_defect_pilot_gate_only,1,0,0.2943820224719101,0.012903487900563941,near,434,medium
42,4,sample_005,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.8389830508474576,0.9124423963133641,0.004618937644341801,0.14388443195183487,435,433,0,0.03946021944284439,0.09304392337799072,0.13250413537025452,0.0,1.0,0.0542888306081295,3,3,0,0,0,0,0,0.3448275862068966,0.3333333333333333,1.0,multi_defect_pilot_gate_only,1,0,0.3218390804597701,0.01681071087134628,medium,433,medium
42,5,sample_006,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.9191489361702128,0.9578713968957872,0.05603448275862069,0.14692831127234848,438,464,0,0.01197022758424282,0.04600590467453003,0.057976134121418,0.0,1.0,0.054149970412254333,3,3,0,0,0,0,0,0.3789954337899543,0.3264840182648402,1.0,multi_defect_pilot_gate_only,1,0,0.2945205479452055,0.01681071087134628,medium,464,large
42,6,sample_007,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.9072398190045249,0.9513641755634639,0.03132530120481928,0.9929389640966726,428,415,0,0.017452985048294067,0.059176087379455566,0.07662907242774963,0.0,1.0,0.05303540080785751,3,3,0,0,0,0,0,0.37149532710280375,0.338785046728972,1.0,multi_defect_pilot_gate_only,1,0,0.2897196261682243,0.01681071087134628,medium,415,medium
42,7,sample_008,train,rotated_rect+rotated_rect+rotated_rect,0.6,0.775377969762419,0.8734793187347932,0.04987531172069826,1.2360029627030062,421,401,0,0.034641943871974945,0.13300621509552002,0.16764816641807556,0.0,0.9999998807907104,0.052938394248485565,3,3,0,0,0,0,0,0.34441805225653205,0.33966745843230406,1.0,multi_defect_pilot_gate_only,1,0,0.3159144893111639,0.01681071087134628,medium,401,small
42,8,sample_009,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.7878787878787878,0.8813559322033898,0.01263157894736842,2.6738954953328586,469,475,0,0.055694349110126495,0.12106090784072876,0.17675524950027466,0.0,1.0,0.05818038806319237,3,3,0,0,0,0,0,0.34328358208955223,0.3390191897654584,1.0,multi_defect_pilot_gate_only,1,0,0.31769722814498935,0.02161226503631676,far,475,large
42,9,sample_010,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.9492600422832981,0.9739696312364425,0.021929824561403508,1.1999145636796624,466,456,0,0.012530346401035786,0.03138536214828491,0.04391570761799812,0.0,1.0,0.05684376880526543,3,3,0,0,0,0,0,0.3626609442060086,0.3283261802575107,1.0,multi_defect_pilot_gate_only,1,0,0.3090128755364807,0.02161226503631676,far,456,large
42,10,sample_011,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.8933649289099526,0.9436795994993742,0.06459948320413436,0.813787275057358,412,387,0,0.013284341432154179,0.054078519344329834,0.06736285984516144,0.0,1.0,0.050820134580135345,3,3,0,0,0,0,0,0.3446601941747573,0.33495145631067963,1.0,multi_defect_pilot_gate_only,1,0,0.32038834951456313,0.02161226503631676,far,387,small
42,11,sample_012,train,rotated_rect+rotated_rect+rotated_rect,0.6,0.9221789883268483,0.9595141700404858,0.03968253968253968,0.24794179293763302,484,504,0,0.013559311628341675,0.044119060039520264,0.05767837166786194,0.0,1.0,0.059715524315834045,3,3,0,0,0,0,0,0.36363636363636365,0.3450413223140496,1.0,multi_defect_pilot_gate_only,1,0,0.29132231404958675,0.02161226503631676,far,504,large
42,12,sample_013,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.851581508515815,0.9198423127463863,0.11388888888888889,1.6302154497623684,401,360,0,0.023784760385751724,0.09193962812423706,0.11572438478469849,0.0,1.0,0.0493566133081913,3,3,0,0,0,0,0,0.3790523690773067,0.32169576059850374,1.0,multi_defect_pilot_gate_only,1,0,0.29925187032418954,0.012903487900563941,near,360,small
42,13,sample_014,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.9638009049773756,0.9815668202764977,0.013729977116704805,0.32444926759813447,431,437,0,0.0064752171747386456,0.02810460329055786,0.034579820930957794,0.0,1.0,0.0528748594224453,3,3,0,0,0,0,0,0.4176334106728538,0.3109048723897912,1.0,multi_defect_pilot_gate_only,1,0,0.271461716937355,0.012903487900563941,near,437,medium
42,14,sample_015,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.8352941176470589,0.9102564102564102,0.09368635437881874,0.9659328636219082,445,491,0,0.03212866187095642,0.09545207023620605,0.12758073210716248,0.0,1.0,0.05493409186601639,3,3,0,0,0,0,0,0.36179775280898874,0.3258426966292135,1.0,multi_defect_pilot_gate_only,1,0,0.31235955056179776,0.012903487900563941,near,491,large
42,15,sample_016,train,rotated_rect+rotated_rect+rotated_rect,0.6,0.7855626326963907,0.8799048751486326,0.0071090047393364926,0.34949346606339626,419,422,0,0.04437229782342911,0.1209108829498291,0.1652831733226776,0.0,1.0,0.051973871886730194,3,3,0,0,0,0,0,0.39618138424821003,0.3627684964200477,1.0,multi_defect_pilot_gate_only,1,0,0.24105011933174225,0.012903487900563941,near,422,medium
42,16,sample_017,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.9232613908872902,0.9600997506234414,0.03553299492385787,0.8769790166683218,408,394,0,0.008972419425845146,0.047933757305145264,0.05690617859363556,0.0,1.0,0.04996940866112709,3,3,0,0,0,0,0,0.3872549019607843,0.3382352941176471,1.0,multi_defect_pilot_gate_only,1,0,0.27450980392156865,0.01681071087134628,medium,394,small
42,17,sample_018,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.9002079002079002,0.9474835886214442,0.06320541760722348,1.0267795545366312,471,443,0,0.013764681294560432,0.060201048851013184,0.07396572828292847,0.0,1.0,0.05847766995429993,3,3,0,0,0,0,0,0.37154989384288745,0.3375796178343949,1.0,multi_defect_pilot_gate_only,1,0,0.2908704883227176,0.01681071087134628,medium,443,medium
42,18,sample_019,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.8344226579520697,0.9097387173396675,0.07389162561576355,1.829686501993229,436,406,0,0.03728671744465828,0.09378254413604736,0.13106925785541534,0.0,1.0,0.05371810495853424,3,3,0,0,0,0,0,0.39908256880733944,0.3348623853211009,1.0,multi_defect_pilot_gate_only,1,0,0.26605504587155965,0.01681071087134628,medium,406,small
42,19,sample_020,train,rotated_rect+rotated_rect+rotated_rect,0.6,0.8382978723404255,0.9120370370370371,0.09271523178807947,1.5976351733243224,411,453,0,0.026317782700061798,0.08942234516143799,0.11574012786149979,0.0,1.0,0.051605939865112305,3,3,0,0,0,0,0,0.34549878345498786,0.34306569343065696,1.0,multi_defect_pilot_gate_only,1,0,0.31143552311435524,0.01681071087134628,medium,453,large
42,20,sample_021,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.9809976247030879,0.9904076738609112,0.014285714285714285,0.2892186726903498,414,420,0,0.0039435322396457195,0.014955222606658936,0.018898755311965942,0.0,1.0,0.05079026520252228,3,3,0,0,0,0,0,0.37681159420289856,0.3357487922705314,1.0,multi_defect_pilot_gate_only,1,0,0.28743961352657005,0.02161226503631676,far,420,medium
42,21,sample_022,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.8773388773388774,0.9346622369878184,0.11475409836065574,1.7219858409644373,476,427,0,0.0209859199821949,0.07562333345413208,0.09660924971103668,0.0,1.0,0.05869060754776001,3,3,0,0,0,0,0,0.3592436974789916,0.3403361344537815,1.0,multi_defect_pilot_gate_only,1,0,0.3004201680672269,0.02161226503631676,far,427,medium
42,22,sample_023,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.8861386138613861,0.9396325459317585,0.0374331550802139,1.0046080578834298,388,374,0,0.018179897218942642,0.06401222944259644,0.08219212293624878,0.0,1.0,0.04794096201658249,3,3,0,0,0,0,0,0.38144329896907214,0.3582474226804124,1.0,multi_defect_pilot_gate_only,1,0,0.2603092783505155,0.02161226503631676,far,374,small
