sample_id,split,component_types,true_connected_component_count,pred_connected_component_count,IoU,Dice,area_error,center_error,pred_area,true_area,failure_category,short_note,preview_path,seed,extra_fragment_flag,third_largest_component_area_ratio
sample_209,test,rectangular_notch+rectangular_notch+rectangular_notch,3,5,0.007772020725388601,0.015424164524421594,0.04522613065326633,5.377110672795975,380,398,missed component,component recall heuristic is below 1.0 for the three-component target.,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_three_component_multi_defect_pilot_v3_gate\sample_209_test_rectangular_notch_rectangular_notch_rectangular_notch.png,42,1,0.23421052631578948
sample_223,test,rectangular_notch+rotated_rect+rotated_rect,3,6,0.33458646616541354,0.5014084507042254,0.1266490765171504,2.899239523023169,331,379,missed component,component recall heuristic is below 1.0 for the three-component target.,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_three_component_multi_defect_pilot_v3_gate\sample_223_test_rectangular_notch_rotated_rect_rotated_rect.png,42,1,0.13595166163141995
sample_237,test,rectangular_notch+rectangular_notch+rectangular_notch,3,3,0.40310077519379844,0.574585635359116,0.0022123893805309734,6.1478786680914626,453,452,localization,predicted mask center is far from the true union mask center.,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_three_component_multi_defect_pilot_v3_gate\sample_237_test_rectangular_notch_rectangular_notch_rectangular_notch.png,42,0,0.2958057395143488
sample_234,test,rectangular_notch+rectangular_notch+rotated_rect,3,3,0.43283582089552236,0.6041666666666666,0.03278688524590164,2.1487477447035115,472,488,boundary / shape smoothing,prediction overlaps the union mask but boundaries are smoothed or coarse.,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_three_component_multi_defect_pilot_v3_gate\sample_234_test_rectangular_notch_rectangular_notch_rotated_rect.png,42,0,0.3177966101694915
sample_215,test,rectangular_notch+rotated_rect+rotated_rect,3,3,0.47386172006745364,0.6430205949656751,0.09592326139088729,2.1845044956101676,457,417,boundary / shape smoothing,prediction overlaps the union mask but boundaries are smoothed or coarse.,,42,0,0.31291028446389496
sample_240,test,rotated_rect+rotated_rect+rotated_rect,3,3,0.481371087928465,0.6498993963782697,0.06614785992217899,3.502717838683677,480,514,boundary / shape smoothing,prediction overlaps the union mask but boundaries are smoothed or coarse.,,42,0,0.3020833333333333
sample_226,test,rectangular_notch+rectangular_notch+rotated_rect,3,3,0.7306201550387597,0.8443449048152296,0.162227602905569,1.2307922753540852,480,413,boundary / shape smoothing,prediction overlaps the union mask but boundaries are smoothed or coarse.,,42,0,0.29583333333333334
sample_233,test,rectangular_notch+rectangular_notch+rectangular_notch,3,3,0.7420718816067653,0.8519417475728155,0.15706806282722513,3.954431388729205,442,382,boundary / shape smoothing,prediction overlaps the union mask but boundaries are smoothed or coarse.,,42,0,0.3031674208144796
sample_210,test,rectangular_notch+rectangular_notch+rotated_rect,3,4,0.7518518518518519,0.8583509513742071,0.23177570093457944,1.3220920000858924,411,535,extra fragments,prediction has more connected components than the true three-component union mask.,,42,1,0.31630170316301703
sample_203,test,rectangular_notch+rotated_rect+rotated_rect,3,3,0.8288288288288288,0.9064039408866995,0.1711229946524064,1.5885201343812239,438,374,boundary / shape smoothing,prediction overlaps the union mask but boundaries are smoothed or coarse.,,42,0,0.2945205479452055
sample_059,train,rectangular_notch+rotated_rect+rotated_rect,3,5,0.7736318407960199,0.8723702664796634,0.20854271356783918,3.9033748403951414,315,398,extra fragments,prediction has more connected components than the true three-component union mask.,,42,1,0.2698412698412698
sample_104,train,rotated_rect+rotated_rect+rotated_rect,3,5,0.7882599580712788,0.8815943728018757,0.02546296296296296,2.1719006747914578,421,432,extra fragments,prediction has more connected components than the true three-component union mask.,,42,1,0.3087885985748218
sample_155,train,rectangular_notch+rotated_rect+rotated_rect,3,5,0.8990610328638498,0.9468479604449939,0.05995203836930456,0.9060979181817057,392,417,extra fragments,prediction has more connected components than the true three-component union mask.,,42,1,0.32653061224489793
sample_188,val,rotated_rect+rotated_rect+rotated_rect,3,4,0.25384615384615383,0.4049079754601227,0.3740648379052369,5.780132601460728,251,401,missed component,component recall heuristic is below 1.0 for the three-component target.,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_three_component_multi_defect_pilot_v3_gate\sample_188_val_rotated_rect_rotated_rect_rotated_rect.png,42,1,0.22709163346613545
sample_182,val,rectangular_notch+rectangular_notch+rotated_rect,3,3,0.2786144578313253,0.43580683156654887,0.0166270783847981,4.312871951355621,428,421,boundary / shape smoothing,prediction overlaps the union mask but boundaries are smoothed or coarse.,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_three_component_multi_defect_pilot_v3_gate\sample_182_val_rectangular_notch_rectangular_notch_rotated_rect.png,42,0,0.3037383177570093
sample_199,val,rectangular_notch+rotated_rect+rotated_rect,3,3,0.297427652733119,0.45848822800495664,0.012315270935960592,3.368610895054629,401,406,missed component,component recall heuristic is below 1.0 for the three-component target.,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_three_component_multi_defect_pilot_v3_gate\sample_199_val_rectangular_notch_rotated_rect_rotated_rect.png,42,0,0.26184538653366585
sample_178,val,rectangular_notch+rectangular_notch+rotated_rect,3,4,0.40036563071297987,0.5718015665796344,0.08977556109725686,3.40963389281479,365,401,extra fragments,prediction has more connected components than the true three-component union mask.,C:\Users\19166\Desktop\PINN_project\results\previews\comsol_three_component_multi_defect_pilot_v3_gate\sample_178_val_rectangular_notch_rectangular_notch_rotated_rect.png,42,1,0.22465753424657534
sample_200,val,rotated_rect+rotated_rect+rotated_rect,3,4,0.5763016157989228,0.7312072892938497,0.06181015452538632,2.9766196034689494,425,453,extra fragments,prediction has more connected components than the true three-component union mask.,,42,1,0.2964705882352941
sample_179,val,rectangular_notch+rotated_rect+rotated_rect,3,3,0.584870848708487,0.7380675203725262,0.15829145728643215,4.2030990293427095,461,398,boundary / shape smoothing,prediction overlaps the union mask but boundaries are smoothed or coarse.,,42,0,0.29718004338394793
sample_195,val,rectangular_notch+rotated_rect+rotated_rect,3,3,0.7190569744597249,0.8365714285714285,0.21792260692464357,1.4398171750144184,384,491,boundary / shape smoothing,prediction overlaps the union mask but boundaries are smoothed or coarse.,,42,0,0.2890625
sample_193,val,rectangular_notch+rectangular_notch+rectangular_notch,3,3,0.7680180180180181,0.8687898089171975,0.18055555555555555,2.3232389658792703,425,360,boundary / shape smoothing,prediction overlaps the union mask but boundaries are smoothed or coarse.,,42,0,0.28705882352941176
sample_174,val,rectangular_notch+rectangular_notch+rotated_rect,3,3,0.7784431137724551,0.8754208754208754,0.17418032786885246,1.8389900166853792,403,488,boundary / shape smoothing,prediction overlaps the union mask but boundaries are smoothed or coarse.,,42,0,0.315136476426799
sample_198,val,rectangular_notch+rectangular_notch+rotated_rect,3,5,0.8404040404040404,0.9132821075740944,0.056433408577878104,2.035915749769189,468,443,extra fragments,prediction has more connected components than the true three-component union mask.,,42,1,0.2799145299145299
