variant,seed,feature_set,selected_by_validation,sample_id,split,curvature_template,depth_bin,aspect_bin,size_bin,normalized_param_mae_mean,dimension_param_mae_norm,curvature_param_mae_norm,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,curvature_mae_mean,projected_mask_iou,projected_mask_dice,profile_depth_rmse_m
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_017_medium_small_compact_round,train,round,medium,compact,small_compact,0.24367879331111908,0.15945978462696075,0.3278977572917938,1.3803383111953735,0.4116934835910797,0.25032857060432434,0.04841113090515137,0.10701906681060791,0.060135841369628906,0.0718553438782692,0.8307692307692308,0.907563025210084,8.378612255910411e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_020_medium_elongated_round,train,round,medium,narrow,elongated,0.26225414872169495,0.07972657680511475,0.44478169083595276,0.12264028191566467,0.3817770481109619,0.2050309032201767,0.003981232643127441,0.19735515117645264,0.08835697174072266,0.09656444936990738,0.9006211180124224,0.9477124183006536,0.00018150651885662228
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_021_deep_small_compact_round,train,round,deep,compact,small_compact,0.062117189168930054,0.041467368602752686,0.08276700973510742,0.1675151288509369,0.2039596438407898,0.07928628474473953,0.0421636700630188,0.003949880599975586,0.009830474853515625,0.01864800788462162,0.9310344827586207,0.9642857142857143,5.0833565182983875e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_023_deep_large_wide_round,train,round,deep,wide,large_wide,0.6112276911735535,0.03356699272990227,1.188888430595398,0.23782439529895782,0.0,0.09511364996433258,0.2763884663581848,0.24337297677993774,0.2606818675994873,0.2601477801799774,0.936734693877551,0.9673340358271865,0.0003441648732405156
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_025_shallow_small_compact_boxy,train,boxy,shallow,compact,small_compact,0.34100309014320374,0.0,0.6820061802864075,0.0,0.0,0.0,0.2133171558380127,0.07201051712036133,0.16277915239334106,0.14936894178390503,0.9411764705882353,0.9696969696969697,3.2473344617756084e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_026_shallow_medium_balanced_boxy,train,boxy,shallow,balanced,medium_balanced,0.08319450914859772,0.07651425153017044,0.089874766767025,0.5321558713912964,0.5396958589553833,0.03591575473546982,0.030458450317382812,0.030901789665222168,0.0,0.02045341394841671,0.9172932330827067,0.9568627450980393,1.3739600944973063e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_027_shallow_large_wide_boxy,train,boxy,shallow,wide,large_wide,0.28069671988487244,0.12703360617160797,0.4343597888946533,0.06938353180885315,0.40641334652900696,0.42628636956214905,0.11503934860229492,0.06741833686828613,0.10239052772521973,0.0949494019150734,0.9901639344262295,0.9950576606260296,0.00022289837943390012
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_029_medium_small_compact_boxy,train,boxy,medium,compact,small_compact,0.16171225905418396,0.14357727766036987,0.17984724044799805,0.701275646686554,0.32528814673423767,0.3740796744823456,0.09441268444061279,0.029463887214660645,0.0,0.04129219055175781,0.8873239436619719,0.9402985074626866,0.000170948522281833
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_030_medium_medium_balanced_boxy,train,boxy,medium,balanced,medium_balanced,0.19265447556972504,0.09240242093801498,0.2929065227508545,0.12190639972686768,0.004763714969158173,0.39130285382270813,0.10000002384185791,0.10000002384185791,0.0,0.06666668504476547,0.9940119760479041,0.996996996996997,0.0001683804439380765
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_031_medium_large_wide_boxy,train,boxy,medium,wide,large_wide,0.12339421361684799,0.12463488429784775,0.12215354293584824,0.3771968185901642,0.6475411653518677,0.25765272974967957,0.044739723205566406,0.03876698017120361,0.0,0.02783556841313839,0.9473684210526315,0.972972972972973,0.0001253076334251091
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_039_shallow_large_wide_LD_dominant,train,LD_dominant,shallow,wide,large_wide,0.3048907518386841,0.09333600848913193,0.5164454579353333,0.20966678857803345,1.0790666341781616,0.009029987268149853,0.20212936401367188,0.08100062608718872,0.06371498107910156,0.11561498790979385,0.9163879598662207,0.956369982547993,2.633411349961534e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_040_shallow_elongated_LD_dominant,train,LD_dominant,shallow,narrow,elongated,0.4762309789657593,0.1505628526210785,0.8018991351127625,1.3107322454452515,0.0,0.36659207940101624,0.344265878200531,0.046211063861846924,0.1443433165550232,0.17827342450618744,0.9195402298850575,0.9580838323353293,0.0002024811110459268
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_042_medium_medium_balanced_LD_dominant,train,LD_dominant,medium,balanced,medium_balanced,0.1876363307237625,0.17019225656986237,0.20508044958114624,1.2436248064041138,0.432721346616745,0.3259468376636505,0.05954766273498535,0.06407511234283447,0.014553308486938477,0.04605869576334953,0.901840490797546,0.9483870967741935,0.00014737229503225535
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_043_medium_large_wide_LD_dominant,train,LD_dominant,medium,wide,large_wide,0.38394084572792053,0.15742512047290802,0.6104565262794495,0.6092917323112488,0.16706809401512146,0.5138429999351501,0.23251861333847046,0.14459508657455444,0.03668087720870972,0.13793152570724487,0.9641025641025641,0.9817232375979112,0.0002495112712495029
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_044_medium_elongated_LD_dominant,train,LD_dominant,medium,narrow,elongated,0.35656043887138367,0.24115590751171112,0.4719649851322174,1.7588417530059814,0.4798350930213928,0.5079610347747803,0.18611538410186768,0.09397703409194946,0.038932740688323975,0.10634171962738037,0.879746835443038,0.936026936026936,0.00024918714188970625
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_047_deep_large_wide_LD_dominant,train,LD_dominant,deep,wide,large_wide,0.155126690864563,0.018060406669974327,0.2921929657459259,0.13221241533756256,0.0,0.05012843757867813,0.0865926742553711,0.07293754816055298,0.03582584857940674,0.0651186928153038,0.997979797979798,0.9989888776541962,6.479545118054375e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_048_deep_elongated_LD_dominant,train,LD_dominant,deep,narrow,elongated,0.1288442611694336,0.05180538818240166,0.20588314533233643,0.6073396801948547,0.25806015729904175,0.0,0.0,0.07357114553451538,0.05861973762512207,0.04406362771987915,0.967741935483871,0.9836065573770492,7.605257997056469e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_049_shallow_small_compact_WD_dominant,train,WD_dominant,shallow,compact,small_compact,0.23053860664367676,0.0015844106674194336,0.45949283242225647,0.0,0.021346379071474075,0.0,0.018712520599365234,0.19849228858947754,0.08336865901947021,0.1001911535859108,0.9795918367346939,0.9896907216494846,2.2810841983300634e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_050_shallow_medium_balanced_WD_dominant,train,WD_dominant,shallow,balanced,medium_balanced,0.39236676692962646,0.1162143126130104,0.6685191988945007,0.7164534330368042,0.7204525470733643,0.11086603999137878,0.1681804656982422,0.257743775844574,0.025898277759552002,0.15060751140117645,0.8731343283582089,0.9322709163346613,6.710401066811755e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_052_shallow_elongated_WD_dominant,train,WD_dominant,shallow,narrow,elongated,0.13428336381912231,0.05619583651423454,0.2123708724975586,0.1606196165084839,0.0,0.21768105030059814,0.09390950202941895,0.0,0.04691457748413086,0.0469413585960865,1.0,1.0,9.364663128508255e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_053_medium_small_compact_WD_dominant,train,WD_dominant,medium,compact,small_compact,0.7346318364143372,0.09945867210626602,1.3698049783706665,0.6682528257369995,0.2191518396139145,0.21633413434028625,0.1737501621246338,0.4272990822792053,0.2940964698791504,0.29838189482688904,0.8405797101449275,0.9133858267716536,0.00023586016322951764
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_059_deep_large_wide_WD_dominant,train,WD_dominant,deep,wide,large_wide,0.1526109129190445,0.04110626503825188,0.2641155421733856,0.46432018280029297,0.0,0.07388833910226822,0.07190221548080444,0.09899735450744629,0.008013010025024414,0.05963752791285515,0.9878787878787879,0.9939024390243902,6.0800579376518726e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_060_deep_elongated_WD_dominant,train,WD_dominant,deep,narrow,elongated,0.1774464100599289,0.02580813504755497,0.32908469438552856,0.1232977956533432,0.25840476155281067,0.0,0.08188700675964355,0.10411989688873291,0.03415036201477051,0.07338575273752213,0.9803921568627451,0.9900990099009901,5.580842844210565e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_033_deep_small_compact_boxy,train,boxy,deep,compact,small_compact,0.6119685769081116,0.1375904679298401,1.0863465070724487,0.7406175136566162,0.2946695387363434,0.34739962220191956,0.29184287786483765,0.1739640235900879,0.2476215958595276,0.23780949413776398,0.8723404255319149,0.9318181818181818,0.0003589987463783473
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_pilot_034_deep_medium_balanced_boxy,train,boxy,deep,balanced,medium_balanced,0.1863688975572586,0.14967601001262665,0.22306181490421295,0.3163534998893738,1.089064359664917,0.237245112657547,0.02488577365875244,0.09479594230651855,0.028040409088134766,0.049240708351135254,0.8834080717488789,0.9380952380952381,0.00014814875612501055
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_topup_safety_train_wd_medium_balanced,train,WD_dominant,medium,balanced,medium_balanced,0.2780824601650238,0.07215539366006851,0.4840095341205597,0.22201985120773315,0.4866383969783783,0.11030235141515732,0.07715463638305664,0.16682541370391846,0.07575607299804688,0.10657870769500732,0.9238578680203046,0.9604221635883905,8.477392111672089e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_001_shallow_small_compact_sharp,train,sharp,shallow,compact,small_compact,0.23314253985881805,0.007811585906893015,0.4584735333919525,0.0,0.10524503886699677,0.0,0.07911133766174316,0.10952365398406982,0.11040651798248291,0.09968050569295883,0.9574468085106383,0.9782608695652174,3.3821503166109324e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_002_shallow_medium_balanced_sharp,train,sharp,shallow,balanced,medium_balanced,0.04579723998904228,0.04275979474186897,0.04883468151092529,0.353984534740448,0.08368398994207382,0.080177441239357,0.0,0.009745419025421143,0.020883500576019287,0.010209639556705952,0.9805825242718447,0.9901960784313726,2.96551388601074e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_003_shallow_large_wide_sharp,train,sharp,shallow,wide,large_wide,0.2742844820022583,0.09943852573633194,0.4491303861141205,0.20653009414672852,0.03433693200349808,0.39263755083084106,0.08358579874038696,0.09750223159790039,0.11168986558914185,0.09759262949228287,0.9420289855072463,0.9701492537313433,0.00013432871492113918
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_004_shallow_elongated_sharp,train,sharp,shallow,narrow,elongated,0.1395931988954544,0.05771956965327263,0.2214668244123459,0.05085207521915436,0.5080150365829468,0.07908663153648376,0.03020244836807251,0.053073763847351074,0.06020092964172363,0.04782571271061897,0.9047619047619048,0.95,5.6066648539854214e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_005_medium_small_compact_sharp,train,sharp,medium,compact,small_compact,0.034978706389665604,0.044199228286743164,0.025758186355233192,0.007598660886287689,0.09255902469158173,0.16898289322853088,0.0039286017417907715,0.009716689586639404,0.0034276247024536133,0.005690971855074167,1.0,1.0,6.766710430383682e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_006_medium_medium_balanced_sharp,train,sharp,medium,balanced,medium_balanced,0.08214496821165085,0.08443346619606018,0.07985647767782211,0.5259308815002441,0.4306286573410034,0.11074426770210266,0.026377975940704346,0.0004462599754333496,0.025065481662750244,0.017296573147177696,0.9305555555555556,0.9640287769784173,3.7502766645047814e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_007_medium_large_wide_sharp,train,sharp,medium,wide,large_wide,0.12738709151744843,0.21644766628742218,0.03832650184631348,0.449497252702713,0.08997321128845215,0.8494930863380432,0.0032152533531188965,0.016114532947540283,0.005904257297515869,0.00841134786605835,0.9824046920821115,0.9911242603550295,0.0003373246581759304
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_009_deep_small_compact_sharp,train,sharp,deep,compact,small_compact,0.08165035396814346,0.1138521060347557,0.049448609352111816,0.24881866574287415,0.14737620949745178,0.40980103611946106,0.006817638874053955,0.0012006163597106934,0.02302241325378418,0.01034688949584961,0.975,0.9873417721518988,0.00015527461073361337
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_010_deep_medium_balanced_sharp,train,sharp,deep,balanced,medium_balanced,0.26327481865882874,0.06523048877716064,0.4613191783428192,0.5654878616333008,0.18320046365261078,0.09717419743537903,0.08846926689147949,0.10453659296035767,0.10845482349395752,0.10048689693212509,0.9896373056994818,0.9947916666666666,0.00014212618407327682
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_011_deep_large_wide_sharp,train,sharp,deep,wide,large_wide,0.23671406507492065,0.09967116266489029,0.3737569749355316,0.3242027163505554,0.0,0.37641218304634094,0.07209575176239014,0.07558947801589966,0.09574931859970093,0.08114484697580338,0.9703196347031964,0.984936268829664,0.0001262444566236809
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_012_shallow_small_compact_round,train,round,shallow,compact,small_compact,0.30662116408348083,0.0006115038995631039,0.6126307845115662,0.0,0.00823894515633583,0.0,0.13118231296539307,0.13859641551971436,0.13223356008529663,0.13400410115718842,0.9787234042553191,0.989247311827957,3.802363789873198e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_013_shallow_medium_balanced_round,train,round,shallow,balanced,medium_balanced,0.130449578166008,0.03156164288520813,0.22933751344680786,0.044543296098709106,0.006222166121006012,0.13138073682785034,0.06436890363693237,0.028610706329345703,0.05720800161361694,0.05006253719329834,0.9727272727272728,0.9861751152073732,6.814450171077624e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_014_shallow_large_wide_round,train,round,shallow,wide,large_wide,0.22142940759658813,0.08539509773254395,0.3574637174606323,0.05288422107696533,0.2313060760498047,0.29925593733787537,0.08342832326889038,0.06888085603713989,0.08198279142379761,0.07809732109308243,0.9818181818181818,0.9908256880733946,0.00014893722254782915
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_015_shallow_elongated_round,train,round,shallow,narrow,elongated,0.07812400162220001,0.010561913251876831,0.1456860899925232,0.041544437408447266,0.041400082409381866,0.024054432287812233,0.008045852184295654,0.06815493106842041,0.019852161407470703,0.032017648220062256,0.975609756097561,0.9876543209876543,1.401595727656968e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_016_medium_small_compact_round,train,round,medium,compact,small_compact,0.18946313858032227,0.03807258605957031,0.3408536911010742,0.06859377026557922,0.14504697918891907,0.10810233652591705,0.061524271965026855,0.0837552547454834,0.07759863138198853,0.07429271936416626,1.0,1.0,3.896690395777114e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_017_medium_medium_balanced_round,train,round,medium,balanced,medium_balanced,0.11410995572805405,0.038452327251434326,0.18976758420467377,0.02405792474746704,0.12504123151302338,0.12759537994861603,0.014490962028503418,0.0604170560836792,0.04803168773651123,0.04097990319132805,0.9620253164556962,0.9806451612903225,4.271225043339655e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_018_medium_large_wide_round,train,round,medium,wide,large_wide,0.10189016908407211,0.11580640077590942,0.0879739299416542,0.28234535455703735,0.3490261733531952,0.341993510723114,0.009156882762908936,0.026325643062591553,0.02165400981903076,0.0190455112606287,0.9781420765027322,0.988950276243094,0.00013792605022899806
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_019_medium_elongated_round,train,round,medium,narrow,elongated,0.27457740902900696,0.10058135539293289,0.4485734701156616,0.12381933629512787,0.3617103099822998,0.30700814723968506,0.030320942401885986,0.1599864959716797,0.10142993927001953,0.09724579006433487,0.9727891156462585,0.9862068965517241,0.00010395742719992995
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_020_deep_small_compact_round,train,round,deep,compact,small_compact,0.32105907797813416,0.04416767880320549,0.5979504585266113,0.4078708589076996,0.061132945120334625,0.08102273941040039,0.12799996137619019,0.12599998712539673,0.13749998807907104,0.1304999738931656,0.9767441860465116,0.9882352941176471,0.0001723616587696597
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_021_deep_medium_balanced_round,train,round,deep,balanced,medium_balanced,0.32451102137565613,0.07941994071006775,0.5696020722389221,0.5149655342102051,0.22370460629463196,0.16079005599021912,0.10022604465484619,0.14850127696990967,0.12420988082885742,0.1243124008178711,0.9262672811059908,0.9617224880382775,0.0001378199813188985
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_022_deep_large_wide_round,train,round,deep,wide,large_wide,0.6889863014221191,0.13533930480480194,1.2426332235336304,0.5668327212333679,0.0,0.4799603521823883,0.33603227138519287,0.20150244235992432,0.2790401577949524,0.2721916139125824,0.9393305439330544,0.9687162891046386,0.00027481187134981155
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_023_shallow_small_compact_boxy,train,boxy,shallow,compact,small_compact,0.04843248054385185,0.008577625267207623,0.08828733116388321,0.0,0.1155659556388855,0.0,0.01855778694152832,0.02255570888519287,0.017021656036376953,0.019378384575247765,1.0,1.0,4.121272013435373e-06
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_024_shallow_medium_balanced_boxy,train,boxy,shallow,balanced,medium_balanced,0.12353701144456863,0.09016874432563782,0.15690527856349945,0.4877466559410095,0.17029419541358948,0.23482798039913177,0.0739058256149292,0.009538412094116211,0.022059082984924316,0.03516777232289314,0.9834710743801653,0.9916666666666667,0.00011799170169979334
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_025_shallow_large_wide_boxy,train,boxy,shallow,wide,large_wide,0.284143328666687,0.07872769981622696,0.4895589351654053,0.034265220165252686,0.3701588213443756,0.22615166008472443,0.03755843639373779,0.214857816696167,0.07032358646392822,0.10757994651794434,0.9869706840390879,0.9934426229508196,0.00013252881763037294
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_026_shallow_elongated_boxy,train,boxy,shallow,narrow,elongated,0.3042702376842499,0.08375725895166397,0.5247832536697388,0.1924075186252594,0.31034600734710693,0.2305777668952942,0.10913348197937012,0.11595475673675537,0.11861634254455566,0.11456819623708725,0.9782608695652174,0.989010989010989,0.00014010624727234244
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_027_medium_small_compact_boxy,train,boxy,medium,compact,small_compact,0.4366987645626068,0.12835371494293213,0.7450438141822815,0.9643872976303101,0.0888449102640152,0.3199833333492279,0.15302228927612305,0.17244136333465576,0.1629994511604309,0.16282103955745697,0.8714285714285714,0.9312977099236641,0.00020756620506290346
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_028_medium_medium_balanced_boxy,train,boxy,medium,balanced,medium_balanced,0.3218384385108948,0.0017221631715074182,0.6419547200202942,0.00554695725440979,0.015062279999256134,0.0014004763215780258,0.16251599788665771,0.12109017372131348,0.13847362995147705,0.14069326221942902,0.9704142011834319,0.984984984984985,7.801349420333281e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_029_medium_large_wide_boxy,train,boxy,medium,wide,large_wide,0.1143658384680748,0.1177935004234314,0.1109381690621376,0.5217194557189941,0.44725462794303894,0.25881850719451904,0.03803205490112305,0.025641679763793945,0.010942578315734863,0.024872103706002235,0.9522613065326633,0.9755469755469756,0.00012628069089259952
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_031_deep_small_compact_boxy,train,boxy,deep,compact,small_compact,0.31555306911468506,0.18596498668193817,0.44514116644859314,0.6975904107093811,0.2948269248008728,0.5793394446372986,0.008034586906433105,0.19038128852844238,0.09134042263031006,0.09658543020486832,0.8947368421052632,0.9444444444444444,0.000346729822922498
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_032_deep_medium_balanced_boxy,train,boxy,deep,balanced,medium_balanced,0.25904735922813416,0.09623276442289352,0.4218619167804718,1.1264960765838623,0.3840271234512329,0.03280350938439369,0.06083238124847412,0.12935608625411987,0.0861864686012268,0.09212497621774673,0.8973214285714286,0.9458823529411765,9.391186904394999e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_033_deep_large_wide_boxy,train,boxy,deep,wide,large_wide,0.16328203678131104,0.09307638555765152,0.23348766565322876,0.4453994333744049,0.10537728667259216,0.2806088924407959,0.10323226451873779,0.012737274169921875,0.04005587100982666,0.05200846865773201,0.9777327935222672,0.9887410440122825,0.00017857611237559468
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_034_shallow_small_compact_LD_dominant,train,LD_dominant,shallow,compact,small_compact,0.37272584438323975,0.010997097007930279,0.7344545722007751,0.0,0.14816364645957947,0.0,0.3177799582481384,0.09212231636047363,0.08493560552597046,0.16494596004486084,0.9803921568627451,0.9900990099009901,2.6481313398107886e-05
H1_curv_fusion_F1F2_w0p5,42,FS_F1F2_curvature_only,False,rbc_v2topup_035_shallow_medium_balanced_LD_dominant,train,LD_dominant,shallow,balanced,medium_balanced,0.11803597211837769,0.059898871928453445,0.17617309093475342,0.2909395694732666,0.26811566948890686,0.11148129403591156,0.029000043869018555,0.05625581741333008,0.030816316604614258,0.038690727204084396,0.9212598425196851,0.9590163934426229,4.9133064749184996e-05
