split,group_name,group_value,sample_count,dense_iou_mean,dense_dice_mean,dense_area_error_mean,profile_iou_mean,profile_dice_mean,profile_area_error_mean,roughness_penalty,component_count_mean,fallback_rate
train,overall,rect_rot,268,0.6898416227670845,0.8136721340736461,0.16469355705152117,0.6751311598397206,0.8034668102722591,0.1697364406252867,2.441870492251816e-07,1.0,0.0
train,defect_type,rectangular_notch,134,0.7064086255867627,0.824564450201917,0.1951808169968989,0.6925421239346465,0.8150056854161449,0.19812379921129203,1.7583852588989497e-07,1.0,0.0
train,defect_type,rotated_rect,134,0.6732746199474063,0.8027798179453756,0.13420629710614337,0.6577201957447947,0.7919279351283733,0.14134908203928132,3.125355725604683e-07,1.0,0.0
val,overall,rect_rot,66,0.6893886402552406,0.8137717320984788,0.1645445168858411,0.6842515414960761,0.8106320864881235,0.16646036553369153,2.51204809667394e-07,1.0,0.0
val,defect_type,rectangular_notch,33,0.6923639581053306,0.8154145219116078,0.21274331012672587,0.6926354807797245,0.8161223610666487,0.2040689467152679,2.374426940760255e-07,1.0,0.0
val,defect_type,rotated_rect,33,0.6864133224051505,0.8121289422853498,0.11634572364495636,0.6758676022124275,0.8051418119095981,0.12885178435211517,2.6496692525876236e-07,1.0,0.0
test,overall,rect_rot,66,0.6625480785622264,0.7947455499175954,0.22246611771711775,0.6588839686726132,0.792091900168937,0.21697251786650987,2.3893466129204336e-07,1.0,0.0
test,defect_type,rectangular_notch,33,0.6632751705579679,0.7946370702898381,0.24305365139012175,0.6659801976113336,0.7966232358976663,0.235942811958292,2.3811408817266212e-07,1.0,0.0
test,defect_type,rotated_rect,33,0.6618209865664849,0.7948540295453527,0.20187858404411374,0.6517877397338926,0.7875605644402076,0.19800222377472773,2.3975523441142465e-07,1.0,0.0
