case_type,split,group_field,group_value,sample_count,neural_burial_depth_mae_mm,feature_burial_depth_mae_mm,burial_delta_neural_minus_feature,neural_total_normalized_mae,feature_total_normalized_mae,notes
feature_better_than_neural_burial,test,aspect_bin,elongated_x,4,0.7617009282112122,0.3424423038959503,0.41925862431526184,0.48675593733787537,0.42994698882102966,21.5 仅有 group-level 对照；未发现可提交的 per-sample neural prediction artifact
feature_better_than_neural_burial,test,burial_depth_level,shallow,10,0.7980133891105652,0.420473575592041,0.37753981351852417,0.4765300750732422,0.3664270043373108,21.5 仅有 group-level 对照；未发现可提交的 per-sample neural prediction artifact
feature_better_than_neural_burial,test,shape_type,internal_cuboid,14,0.803986668586731,0.593463122844696,0.2105235457420349,0.46479788422584534,0.4542246460914612,21.5 仅有 group-level 对照；未发现可提交的 per-sample neural prediction artifact
feature_better_than_neural_burial,test,size_level,large,14,0.7435662150382996,0.5822975039482117,0.1612687110900879,0.5113542675971985,0.47277089953422546,21.5 仅有 group-level 对照；未发现可提交的 per-sample neural prediction artifact
feature_better_than_neural_burial,test,size_level,medium,13,0.6867876648902893,0.5288501381874084,0.15793752670288086,0.37554940581321716,0.45601552724838257,21.5 仅有 group-level 对照；未发现可提交的 per-sample neural prediction artifact
feature_better_than_neural_burial,test,shape_type,internal_sphere,13,0.3841460347175598,0.23876991868019104,0.14537611603736877,0.23309558629989624,0.1966770887374878,21.5 仅有 group-level 对照；未发现可提交的 per-sample neural prediction artifact
feature_better_than_neural_burial,test,aspect_bin,compact,22,0.6069205403327942,0.4710763692855835,0.1358441710472107,0.3132603168487549,0.2901999056339264,21.5 仅有 group-level 对照；未发现可提交的 per-sample neural prediction artifact
feature_better_than_neural_burial,test,burial_depth_level,deep,10,0.44906145334243774,0.3471645414829254,0.10189691185951233,0.42842742800712585,0.45548078417778015,21.5 仅有 group-level 对照；未发现可提交的 per-sample neural prediction artifact
