seed,selected_seed,sample_id,split,curvature_template,depth_bin,aspect_bin,size_bin,clip_applied,clip_fraction,normalized_param_mae_mean,dimension_param_mae_norm,curvature_param_mae_norm,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,curvature_mae_mean,projected_mask_iou,projected_mask_dice,projected_mask_area_error,projected_mask_center_error_px,profile_depth_rmse_m,volume_proxy_rel_error
42,True,rbc_pilot_013_shallow_small_compact_round,train,round,shallow,compact,small_compact,False,0.15178571428571427,0.5793110132217407,0.5242133736610413,0.6344086527824402,4.436611175537109,1.125394344329834,0.9554662704467773,0.10953021049499512,0.14916694164276123,0.16515392065048218,0.14128369092941284,0.5542168674698795,0.7131782945736435,0.8043478260869565,0.0,0.0004547449352685362,2.689716126962252
42,True,rbc_pilot_014_shallow_medium_balanced_round,train,round,shallow,balanced,medium_balanced,False,0.15178571428571427,0.5291962623596191,0.41231784224510193,0.6460745930671692,2.9088127613067627,2.6912050247192383,0.28133824467658997,0.10084658861160278,0.1599448323249817,0.16992193460464478,0.14357112348079681,0.6090909090909091,0.7570621468926554,0.39090909090909093,0.0,0.00016585193225182593,0.23059292197130987
42,True,rbc_pilot_015_shallow_large_wide_round,test,round,shallow,wide,large_wide,False,0.15178571428571427,0.6669850945472717,0.6800740361213684,0.653896152973175,1.3685152530670166,2.3829667568206787,1.9976379871368408,0.1717851161956787,0.08923876285552979,0.18034011125564575,0.14712132513523102,0.7752808988764045,0.8734177215189873,0.2898550724637681,0.0,0.0009346681763418019,2.025676310573269
42,True,rbc_pilot_016_shallow_elongated_round,train,round,shallow,narrow,elongated,False,0.15178571428571427,0.7016377449035645,0.748110830783844,0.6551646590232849,2.5844314098358154,5.016475200653076,1.1225941181182861,0.15647441148757935,0.148476243019104,0.13739174604415894,0.14744746685028076,0.46111111111111114,0.6311787072243346,1.1686746987951808,0.0,0.0005580965662375093,2.7670548022115793
42,True,rbc_pilot_017_medium_small_compact_round,train,round,medium,compact,small_compact,True,0.15178571428571427,0.4664939343929291,0.34477734565734863,0.5882105231285095,1.4004660844802856,1.0000001192092896,0.9107688665390015,0.06441259384155273,0.12982022762298584,0.19437623023986816,0.12953634560108185,0.7846153846153846,0.8793103448275862,0.2153846153846154,0.0,0.0003596399910748005,0.5166731071627447
42,True,rbc_pilot_018_medium_medium_balanced_round,val,round,medium,balanced,medium_balanced,False,0.15178571428571427,0.3686814308166504,0.09824708104133606,0.6391157507896423,0.1486223191022873,1.0047237873077393,0.07678288966417313,0.14220118522644043,0.15283966064453125,0.1355615258216858,0.1435341238975525,0.9533333333333334,0.9761092150170648,0.04666666666666667,0.0,8.454151975456625e-05,0.040012200446763006
42,True,rbc_pilot_019_medium_large_wide_round,test,round,medium,wide,large_wide,False,0.15178571428571427,0.4439884126186371,0.229104682803154,0.658872127532959,1.7651524543762207,0.6242599487304688,0.4151477515697479,0.16869676113128662,0.09351569414138794,0.18213659524917603,0.1481163501739502,0.9475138121546961,0.9730496453900709,0.052486187845303865,0.0,0.0002826231939252466,0.12359189311746697
42,True,rbc_pilot_020_medium_elongated_round,train,round,medium,narrow,elongated,False,0.15178571428571427,0.5930048823356628,0.5246700644493103,0.6613396406173706,1.8482674360275269,4.709051132202148,0.37508293986320496,0.16572457551956177,0.1395881175994873,0.14173650741577148,0.1490163952112198,0.6343612334801763,0.7762803234501348,0.5586206896551724,0.0,0.0001244853192474693,0.44641056652633454
42,True,rbc_pilot_021_deep_small_compact_round,train,round,deep,compact,small_compact,False,0.15178571428571427,0.6574220061302185,0.6723411679267883,0.6425027251243591,2.9422621726989746,0.613085925579071,2.177515983581543,0.1270390748977661,0.1584874987602234,0.14574813842773438,0.14375823736190796,0.7435897435897436,0.8529411764705882,0.3448275862068966,0.0,0.0008618822321295738,0.25848882129026335
42,True,rbc_pilot_022_deep_medium_balanced_round,val,round,deep,balanced,medium_balanced,False,0.15178571428571427,0.6143710017204285,0.5606971383094788,0.6680448055267334,1.0506622791290283,1.8110145330429077,1.7179937362670898,0.1704215407371521,0.13106322288513184,0.150118887424469,0.15053455531597137,0.7976190476190477,0.8874172185430463,0.2537313432835821,0.0,0.0006471287924796343,0.12578044047677464
42,True,rbc_pilot_023_deep_large_wide_round,train,round,deep,wide,large_wide,False,0.15178571428571427,0.7749209403991699,0.8565828204154968,0.6932592391967773,4.473360061645508,2.755826234817505,1.9282068014144897,0.1773223876953125,0.09167295694351196,0.1983138918876648,0.15576975047588348,0.7777777777777778,0.875,0.2222222222222222,0.0,0.0007352579850703478,0.4742430091786283
42,True,rbc_pilot_025_shallow_small_compact_boxy,train,boxy,shallow,compact,small_compact,True,0.15178571428571427,0.5702692866325378,0.0,1.1405385732650757,0.0,0.0,0.0,0.3334871530532837,0.2537872791290283,0.18938803672790527,0.25888749957084656,0.9411764705882353,0.9696969696969697,0.058823529411764705,0.0,5.935875014984049e-05,0.12487911198630396
42,True,rbc_pilot_026_shallow_medium_balanced_boxy,train,boxy,shallow,balanced,medium_balanced,False,0.15178571428571427,0.8422315716743469,0.5822855830192566,1.1021777391433716,3.774078607559204,1.1540902853012085,1.3755018711090088,0.24175184965133667,0.24568378925323486,0.25420671701431274,0.24721412360668182,0.7577639751552795,0.8621908127208481,0.319672131147541,0.0,0.000575199315790087,1.5337389451525536
42,True,rbc_pilot_027_shallow_large_wide_boxy,train,boxy,shallow,wide,large_wide,False,0.15178571428571427,0.93300861120224,0.7919932007789612,1.0740238428115845,2.168875217437744,3.177468776702881,2.049683094024658,0.219776451587677,0.3171665072441101,0.1864466667175293,0.24112987518310547,0.7864583333333334,0.880466472303207,0.271523178807947,0.0,0.0008573230006732047,1.6513182861457052
42,True,rbc_pilot_028_shallow_elongated_boxy,val,boxy,shallow,narrow,elongated,False,0.15178571428571427,1.0014867782592773,0.9009483456611633,1.102025032043457,3.5591516494750977,6.053897380828857,1.2386438846588135,0.23185396194458008,0.2508167624473572,0.2579393982887268,0.2468700408935547,0.4326923076923077,0.6040268456375839,1.3111111111111111,0.0,0.0005004312261007726,2.5882392035453834
42,True,rbc_pilot_029_medium_small_compact_boxy,train,boxy,medium,compact,small_compact,False,0.15178571428571427,0.6675731539726257,0.20732219517230988,1.1278241872787476,1.1555887460708618,0.5419049263000488,0.4912896454334259,0.2972508668899536,0.24755024909973145,0.21949738264083862,0.25476616621017456,0.8666666666666667,0.9285714285714286,0.028169014084507043,0.0,0.0003170243580825627,0.3091294757638321
42,True,rbc_pilot_030_medium_medium_balanced_boxy,train,boxy,medium,balanced,medium_balanced,False,0.15178571428571427,0.6998260021209717,0.29610371589660645,1.1035484075546265,2.346174716949463,1.291572093963623,0.3564821183681488,0.23376548290252686,0.2505464553833008,0.25747859477996826,0.24726350605487823,0.8308457711442786,0.907608695652174,0.20359281437125748,0.0,0.00013745800242759287,0.2662931829020294
42,True,rbc_pilot_031_medium_large_wide_boxy,train,boxy,medium,wide,large_wide,False,0.15178571428571427,0.6378166675567627,0.22526371479034424,1.0503696203231812,0.18905289471149445,1.3214759826660156,0.5458723902702332,0.22315752506256104,0.32105720043182373,0.16449415683746338,0.23623628914356232,0.9468599033816425,0.9727047146401985,0.03535353535353535,0.0,0.00018214328156318516,0.10682576681288539
42,True,rbc_pilot_032_medium_elongated_boxy,test,boxy,medium,narrow,elongated,False,0.15178571428571427,0.8377725481987,0.5900720953941345,1.0854730606079102,0.1506805419921875,7.7416605949401855,0.06377115100622177,0.22048842906951904,0.2759944796562195,0.23303937911987305,0.24317409098148346,0.5328947368421053,0.6952789699570815,0.8765432098765432,0.0,0.00021765923884231597,0.7160084686763878
42,True,rbc_pilot_037_shallow_small_compact_LD_dominant,val,LD_dominant,shallow,compact,small_compact,True,0.15178571428571427,0.38021206855773926,0.0,0.7604241371154785,0.0,0.0,0.0,0.44359952211380005,0.009533047676086426,0.08416330814361572,0.17909862101078033,0.9795918367346939,0.9896907216494846,0.02040816326530612,0.0,4.1727405914571136e-05,0.0788061418133041
42,True,rbc_pilot_038_shallow_medium_balanced_LD_dominant,test,LD_dominant,shallow,balanced,medium_balanced,True,0.15178571428571427,0.6490073800086975,0.551611065864563,0.746403694152832,5.808231353759766,2.999999523162842,0.11197512596845627,0.42574095726013184,0.0023025870323181152,0.09805315732955933,0.17536556720733643,0.41025641025641024,0.5818181818181818,0.5897435897435898,0.0,9.131951810559258e-05,0.6412218810127182
42,True,rbc_pilot_039_shallow_large_wide_LD_dominant,train,LD_dominant,shallow,wide,large_wide,False,0.15178571428571427,0.6916252970695496,0.6782715916633606,0.7049789428710938,2.623394012451172,3.2552452087402344,1.3874768018722534,0.3337196111679077,0.0009106993675231934,0.15465939044952393,0.1630965620279312,0.6688963210702341,0.8016032064128257,0.3311036789297659,0.0,0.0005927738966420293,0.2132396719904362
42,True,rbc_pilot_040_shallow_elongated_LD_dominant,train,LD_dominant,shallow,narrow,elongated,False,0.15178571428571427,0.5337094664573669,0.305599182844162,0.7618196606636047,1.8327348232269287,1.974547266960144,0.2942185401916504,0.37003642320632935,0.013744711875915527,0.14640074968338013,0.176727294921875,0.7830188679245284,0.8783068783068783,0.1724137931034483,0.0,0.00010979241778841242,0.29217890848263145
42,True,rbc_pilot_041_medium_small_compact_LD_dominant,val,LD_dominant,medium,compact,small_compact,False,0.15178571428571427,0.48543867468833923,0.2162562757730484,0.7546210289001465,0.5472032427787781,0.6969543099403381,0.6284854412078857,0.40072476863861084,0.009851634502410889,0.11826097965240479,0.17627912759780884,0.9142857142857143,0.9552238805970149,0.057971014492753624,0.0,0.0003364389995113015,0.3756220826154988
42,True,rbc_pilot_042_medium_medium_balanced_LD_dominant,train,LD_dominant,medium,balanced,medium_balanced,False,0.15178571428571427,0.6924026608467102,0.6302060484886169,0.7545995116233826,4.472894668579102,3.273681640625,0.7079475522041321,0.3787839412689209,0.01619434356689453,0.1316159963607788,0.17553143203258514,0.50920245398773,0.6747967479674797,0.49079754601226994,0.0,0.000379241188056767,0.6431989527874277
42,True,rbc_pilot_043_medium_large_wide_LD_dominant,train,LD_dominant,medium,wide,large_wide,False,0.15178571428571427,0.5507478713989258,0.4217788279056549,0.6797168850898743,3.1982362270355225,2.573668956756592,0.29419130086898804,0.3181345462799072,0.021192967891693115,0.13266527652740479,0.1573309302330017,0.7307692307692307,0.8444444444444444,0.2692307692307692,0.0,0.00010938272316707298,0.2319005866876222
42,True,rbc_pilot_044_medium_elongated_LD_dominant,train,LD_dominant,medium,narrow,elongated,False,0.15178571428571427,0.6759791374206543,0.6139258742332458,0.7380325794219971,5.940262317657471,1.213762879371643,0.9726108908653259,0.3537469506263733,0.010133683681488037,0.14912283420562744,0.1710011512041092,0.7469879518072289,0.8551724137931035,0.16455696202531644,0.0,0.0005175098194740713,0.416762546951993
42,True,rbc_pilot_045_deep_small_compact_LD_dominant,test,LD_dominant,deep,compact,small_compact,False,0.15178571428571427,0.7142506241798401,0.6823713779449463,0.7461299896240234,0.3947839140892029,1.139595627784729,2.667198419570923,0.3942418694496155,0.005165457725524902,0.12311744689941406,0.17417491972446442,0.8241758241758241,0.9036144578313253,0.17582417582417584,0.0,0.0012984098866581917,0.685044655981018
42,True,rbc_pilot_047_deep_large_wide_LD_dominant,train,LD_dominant,deep,wide,large_wide,False,0.15178571428571427,0.9427158236503601,1.210828185081482,0.674603283405304,6.505703449249268,5.613063335418701,2.0991647243499756,0.31481677293777466,0.020850777626037598,0.13266634941101074,0.15611129999160767,0.5454545454545454,0.7058823529411765,0.45454545454545453,0.0,0.0010625791037455201,0.6748062250286394
42,True,rbc_pilot_048_deep_elongated_LD_dominant,train,LD_dominant,deep,narrow,elongated,False,0.15178571428571427,0.9425539970397949,1.2078040838241577,0.6773039698600769,8.034598350524902,2.3544132709503174,2.8161635398864746,0.32116228342056274,0.004381716251373291,0.14470815658569336,0.15675072371959686,0.724907063197026,0.8405172413793104,0.12903225806451613,0.0,0.0013919943012297153,0.5514467687585243
42,True,rbc_pilot_049_shallow_small_compact_WD_dominant,train,WD_dominant,shallow,compact,small_compact,True,0.15178571428571427,0.4458748400211334,0.12901394069194794,0.7627357840538025,1.2049777507781982,0.0,0.3013933300971985,0.058793723583221436,0.3364691734313965,0.11118781566619873,0.16881690919399261,0.8909090909090909,0.9423076923076923,0.12244897959183673,0.0,0.00011236549471504986,0.3285755374444401
42,True,rbc_pilot_050_shallow_medium_balanced_WD_dominant,train,WD_dominant,shallow,balanced,medium_balanced,False,0.15178571428571427,0.5665996074676514,0.3702962398529053,0.7629029750823975,2.086341381072998,2.261557102203369,0.4336995780467987,0.03489154577255249,0.33642566204071045,0.1325940489768982,0.1679704189300537,0.6495726495726496,0.7875647668393783,0.3504273504273504,0.0,0.0001662229187786579,0.20815934834078295
42,True,rbc_pilot_051_shallow_large_wide_WD_dominant,test,WD_dominant,shallow,wide,large_wide,False,0.15178571428571427,0.6854413151741028,0.5659157633781433,0.804966926574707,1.5479400157928467,1.9690738916397095,1.5671522617340088,0.02340167760848999,0.35689252614974976,0.1499766707420349,0.17675696313381195,0.7733333333333333,0.8721804511278195,0.22666666666666666,0.0,0.0006670479197055101,0.4702749557386246
42,True,rbc_pilot_052_shallow_elongated_WD_dominant,train,WD_dominant,shallow,narrow,elongated,False,0.15178571428571427,0.590143084526062,0.4243888854980469,0.7558972239494324,0.4124436378479004,3.2609002590179443,0.7533344626426697,0.004848599433898926,0.340024471282959,0.1513311266899109,0.1654013991355896,0.6444444444444445,0.7837837837837838,0.5517241379310345,0.0,0.0003000055148731917,1.0456443297870073
42,True,rbc_pilot_053_medium_small_compact_WD_dominant,train,WD_dominant,medium,compact,small_compact,False,0.15178571428571427,0.48344922065734863,0.20733486115932465,0.7595636248588562,1.1734683513641357,0.4393337368965149,0.5217381715774536,0.042205870151519775,0.3335028886795044,0.12677770853042603,0.1674954891204834,0.9041095890410958,0.9496402877697842,0.014492753623188406,0.0,0.0003006560727953911,0.2834432414365599
42,True,rbc_pilot_054_medium_medium_balanced_WD_dominant,val,WD_dominant,medium,balanced,medium_balanced,False,0.15178571428571427,0.5285457372665405,0.31227314472198486,0.744818389415741,2.0362939834594727,1.98751962184906,0.2709443271160126,0.011833727359771729,0.3327082395553589,0.14509731531143188,0.1632130891084671,0.7116564417177914,0.8315412186379928,0.2883435582822086,0.0,0.0002069625916192308,0.40669779688113583
42,True,rbc_pilot_055_medium_large_wide_WD_dominant,test,WD_dominant,medium,wide,large_wide,False,0.15178571428571427,0.6577658653259277,0.5207410454750061,0.7947907447814941,4.105612754821777,3.8408758640289307,0.10014302283525467,0.026746034622192383,0.3526325821876526,0.14459949731826782,0.1746593713760376,0.6326530612244898,0.775,0.3673469387755102,0.0,0.00011619384167715907,0.3739276998500988
42,True,rbc_pilot_058_deep_medium_balanced_WD_dominant,val,WD_dominant,deep,balanced,medium_balanced,False,0.15178571428571427,0.7767829298973083,0.7972682118415833,0.7562975883483887,2.757251262664795,1.9514812231063843,2.345822811126709,0.002944350242614746,0.33515864610671997,0.15799462795257568,0.16536587476730347,0.7031963470319634,0.8257372654155496,0.2968036529680365,0.0,0.0011892401380464435,0.6445181069861293
42,True,rbc_pilot_059_deep_large_wide_WD_dominant,train,WD_dominant,deep,wide,large_wide,False,0.15178571428571427,1.1366809606552124,1.4749021530151367,0.7984600067138672,7.9295148849487305,7.446990489959717,2.3491666316986084,0.02471017837524414,0.35276955366134644,0.14863163232803345,0.175370454788208,0.44646464646464645,0.61731843575419,0.5535353535353535,0.0,0.0012052165111526847,0.7578407967364386
42,True,rbc_pilot_060_deep_elongated_WD_dominant,train,WD_dominant,deep,narrow,elongated,False,0.15178571428571427,1.011863350868225,1.2555274963378906,0.7681992650032043,9.774112701416016,0.7269652485847473,3.163295030593872,0.010844230651855469,0.33961039781570435,0.15429335832595825,0.16824932396411896,0.6758893280632411,0.8066037735849056,0.304,0.0,0.0015812120400369167,0.6870762108870675
42,True,rbc_pilot_033_deep_small_compact_boxy,train,boxy,deep,compact,small_compact,False,0.15178571428571427,0.8572037816047668,0.623928964138031,1.090478539466858,2.1236259937286377,0.044065527617931366,2.3466665744781494,0.2648850679397583,0.22781860828399658,0.24343198537826538,0.2453785538673401,0.9029126213592233,0.9489795918367347,0.0851063829787234,0.0,0.0012255065375939012,0.5148926753537665
42,True,rbc_pilot_034_deep_medium_balanced_boxy,train,boxy,deep,balanced,medium_balanced,False,0.15178571428571427,0.8881149291992188,0.6776735782623291,1.0985562801361084,2.0450689792633057,3.270923137664795,1.520560622215271,0.22040635347366333,0.28253525495529175,0.23517131805419922,0.24603764712810516,0.7585034013605442,0.8626692456479691,0.3183856502242152,0.0,0.0008892106125131249,0.14768620633929233
42,True,rbc_pilot_035_deep_large_wide_boxy,val,boxy,deep,wide,large_wide,False,0.15178571428571427,0.883120596408844,0.7099940776824951,1.0562471151351929,3.48860764503479,1.6435645818710327,1.8688063621520996,0.22176337242126465,0.3179512619972229,0.17251360416412354,0.23740941286087036,0.7790927021696252,0.8758314855875832,0.22090729783037474,0.0,0.001065935124643147,0.528221713181469
42,True,rbc_pilot_036_deep_elongated_boxy,test,boxy,deep,narrow,elongated,False,0.15178571428571427,1.1789357662200928,1.3113961219787598,1.0464754104614258,4.159115314483643,7.854711055755615,2.376579761505127,0.21463537216186523,0.30249857902526855,0.18755072355270386,0.23489488661289215,0.6134020618556701,0.7603833865814696,0.4743083003952569,0.0,0.0013054788578301668,0.1789540405590523
42,True,rbc_topup_safety_train_wd_medium_balanced,train,WD_dominant,medium,balanced,medium_balanced,False,0.15178571428571427,0.45114365220069885,0.1394924521446228,0.7627949118614197,0.7724967002868652,1.133834958076477,0.07114256918430328,0.02972632646560669,0.2972012162208557,0.1751117706298828,0.16734643280506134,0.8324873096446701,0.9085872576177285,0.16751269035532995,0.0,0.00013262932770885527,0.22019334918695638
42,True,rbc_v2topup_001_shallow_small_compact_sharp,train,sharp,shallow,compact,small_compact,True,0.15178571428571427,0.6863177418708801,0.17727164924144745,1.1953638792037964,1.3471441268920898,0.08999975025653839,0.4589467942714691,0.22992902994155884,0.21839773654937744,0.3509407043457031,0.26642248034477234,0.8035714285714286,0.8910891089108911,0.24444444444444444,0.0,0.0002644182532094419,0.994181800403313
42,True,rbc_v2topup_002_shallow_medium_balanced_sharp,train,sharp,shallow,balanced,medium_balanced,False,0.15178571428571427,0.7933871150016785,0.3352583348751068,1.2515158653259277,1.465344786643982,0.5158502459526062,1.0150398015975952,0.2929297089576721,0.2512107491493225,0.29915744066238403,0.2810992896556854,0.8487394957983193,0.9181818181818182,0.13592233009708737,0.0,0.0005371388397179544,1.2896293725680839
42,True,rbc_v2topup_003_shallow_large_wide_sharp,train,sharp,shallow,wide,large_wide,False,0.15178571428571427,0.9634459614753723,0.6861264109611511,1.2407654523849487,1.8209033012390137,2.0583131313323975,2.025158643722534,0.3267574906349182,0.17277401685714722,0.33815115690231323,0.2792275547981262,0.7303370786516854,0.8441558441558441,0.36923076923076925,0.0,0.0009959738235920668,2.4364833927194063
42,True,rbc_v2topup_004_shallow_elongated_sharp,train,sharp,shallow,narrow,elongated,False,0.15178571428571427,0.8137538433074951,0.38124319911003113,1.2462644577026367,0.3204457461833954,3.05039119720459,0.6479640603065491,0.2988176941871643,0.24599850177764893,0.29560041427612305,0.28013888001441956,0.5801526717557252,0.7342995169082126,0.7236842105263158,0.0,0.00040906533831730485,1.581048621756094
42,True,rbc_v2topup_005_medium_small_compact_sharp,train,sharp,medium,compact,small_compact,False,0.15178571428571427,0.7373321056365967,0.23528508841991425,1.2393792867660522,1.3447608947753906,0.6593889594078064,0.5343810319900513,0.25837117433547974,0.2472575306892395,0.3259332776069641,0.277187317609787,0.8194444444444444,0.9007633587786259,0.11290322580645161,0.0,0.00017171865329146385,0.057209087222146515
42,True,rbc_v2topup_006_medium_medium_balanced_sharp,train,sharp,medium,balanced,medium_balanced,False,0.15178571428571427,0.744236946105957,0.25537800788879395,1.2330960035324097,1.2879557609558105,1.9981358051300049,0.1873837262392044,0.2877877354621887,0.24137550592422485,0.3014383912086487,0.27686721086502075,0.8402777777777778,0.9132075471698113,0.1597222222222222,0.0,0.00016264987061731517,0.13625878112575612
42,True,rbc_v2topup_007_medium_large_wide_sharp,train,sharp,medium,wide,large_wide,False,0.15178571428571427,0.8363928198814392,0.4094500243663788,1.2633355855941772,2.5344789028167725,2.7567875385284424,0.3372463285923004,0.3278725743293762,0.20181328058242798,0.3235129117965698,0.2843995988368988,0.8495575221238938,0.9186602870813397,0.1504424778761062,0.0,0.0003754960489459336,0.04695898590012255
42,True,rbc_v2topup_009_deep_small_compact_sharp,train,sharp,deep,compact,small_compact,True,0.15178571428571427,1.1357513666152954,1.0385531187057495,1.2329498529434204,3.3425233364105225,2.1200003623962402,3.259592294692993,0.23580217361450195,0.24236607551574707,0.3466172218322754,0.274928480386734,0.625,0.7692307692307693,0.375,0.0,0.0012330871541053057,0.8206174920670384
42,True,rbc_v2topup_010_deep_medium_balanced_sharp,train,sharp,deep,balanced,medium_balanced,False,0.15178571428571427,0.8812127113342285,0.5053005814552307,1.2571247816085815,0.7266867756843567,0.7638400197029114,1.8961834907531738,0.31886279582977295,0.23272818326950073,0.2975958585739136,0.28306227922439575,0.9393939393939394,0.96875,0.0,0.0,0.0006302985129877925,0.31408175071607675
42,True,rbc_v2topup_011_deep_large_wide_sharp,train,sharp,deep,wide,large_wide,False,0.15178571428571427,1.2062219381332397,1.1488585472106934,1.2635854482650757,5.769575119018555,5.346865177154541,2.082993745803833,0.3259517550468445,0.20945030450820923,0.31798410415649414,0.2844620645046234,0.6611764705882353,0.7960339943342776,0.3388235294117647,0.0,0.0006954415584914386,0.5535497141061213
42,True,rbc_v2topup_012_shallow_small_compact_round,train,round,shallow,compact,small_compact,True,0.15178571428571427,0.32151100039482117,0.006606578826904297,0.636415421962738,0.0,0.08999975025653839,0.0,0.08051669597625732,0.11453026533126831,0.22579365968704224,0.14028020203113556,0.9583333333333334,0.9787234042553191,0.043478260869565216,0.0,3.950985046685673e-05,0.0799526709049542
42,True,rbc_v2topup_013_shallow_medium_balanced_round,train,round,shallow,balanced,medium_balanced,False,0.15178571428571427,0.5218551754951477,0.3351000249385834,0.7086103558540344,1.4257206916809082,0.5216598510742188,1.0220121145248413,0.16795426607131958,0.14511024951934814,0.16473448276519775,0.15926633775234222,0.8916666666666667,0.9427312775330396,0.06363636363636363,0.0,0.00049965875223279,1.0609629903442104
42,True,rbc_v2topup_014_shallow_large_wide_round,train,round,shallow,wide,large_wide,False,0.15178571428571427,0.6488580107688904,0.601268470287323,0.6964476108551025,1.4209412336349487,1.3929316997528076,1.9565448760986328,0.19794869422912598,0.0760878324508667,0.19711214303970337,0.15704955160617828,0.8184523809523809,0.900163666121113,0.22181818181818183,0.0,0.0009185696835629642,1.8733025674046744
