variant,seed,selected_seed,epoch,train_loss,train_total_mae,val_total_mae,train_dimension_mae,val_dimension_mae,train_curvature_mae,val_curvature_mae,val_selection_score
C1_split_heads,42,True,1,0.8644478462991261,0.743316650390625,0.76905757188797,0.6021424531936646,0.6029245853424072,0.8844907879829407,0.9351906776428223,1.3572378277778625
C1_split_heads,42,True,2,0.7468158574331374,0.7011990547180176,0.769141674041748,0.5529045462608337,0.5609949231147766,0.8494935035705566,0.9772884845733643,1.3699849009513856
C1_split_heads,42,True,3,0.7148412238983881,0.7398691177368164,0.8133369088172913,0.6266351938247681,0.6448330283164978,0.8531031012535095,0.9818408489227295,1.4332239389419557
C1_split_heads,42,True,4,0.6840514966419765,0.6849243640899658,0.7758907675743103,0.5291612148284912,0.5573325157165527,0.8406874537467957,0.9944491982460022,1.384581869840622
C1_split_heads,42,True,5,0.6848533848921458,0.6921030282974243,0.7699722051620483,0.522858202457428,0.5745916962623596,0.8613478541374207,0.9653528332710266,1.3675669610500336
C1_split_heads,42,True,6,0.6621502907503218,0.6729112267494202,0.7650244235992432,0.49177202582359314,0.5682420134544373,0.8540505170822144,0.9618069529533386,1.3595763027668
C1_split_heads,42,True,7,0.6336029725415366,0.6312833428382874,0.8087927103042603,0.463191956281662,0.6080406308174133,0.7993748188018799,1.0095447301864624,1.4351732015609742
C1_split_heads,42,True,8,0.6694439876647222,0.727973222732544,0.7907299399375916,0.5765020847320557,0.6163756251335144,0.8794443011283875,0.9650843739509583,1.3965472519397735
C1_split_heads,42,True,9,0.6385368846711659,0.6523854732513428,0.8320835828781128,0.4949466288089752,0.6137937307357788,0.8098242282867432,1.0503736734390259,1.4800291657447815
C1_split_heads,42,True,10,0.6142904446238563,0.6714966297149658,0.7983503341674805,0.5201242566108704,0.5822463035583496,0.8228690028190613,1.0144543647766113,1.422026777267456
C1_split_heads,42,True,11,0.5822249083291917,0.6805467009544373,0.8731497526168823,0.5798298120498657,0.721725344657898,0.781263530254364,1.0245742797851562,1.52978196144104
C1_split_heads,42,True,12,0.617532186564945,0.60540372133255,0.7905715107917786,0.4571768045425415,0.568156898021698,0.7536305785179138,1.0129858255386353,1.4106958031654357
C1_split_heads,42,True,13,0.6555190767560687,0.7205420732498169,0.7924436926841736,0.5851585865020752,0.6419512629508972,0.855925440788269,0.94293612241745,1.392302006483078
C1_split_heads,42,True,14,0.6602053670656114,0.642988383769989,0.780553936958313,0.46127328276634216,0.5987483859062195,0.8247034549713135,0.9623594880104065,1.38148335814476
C1_split_heads,42,True,15,0.6061523542517707,0.6168349981307983,0.8133376836776733,0.4495372474193573,0.5977310538291931,0.784132719039917,1.0289442539215088,1.4473560214042664
C1_split_heads,42,True,16,0.5860531159809658,0.5964440703392029,0.8081583976745605,0.4185769557952881,0.5878317356109619,0.7743110656738281,1.0284851789474487,1.4399673342704773
C1_split_heads,42,True,17,0.5732497934784208,0.5787830948829651,0.8602583408355713,0.4313763976097107,0.6555585265159607,0.7261896133422852,1.064958095550537,1.523849093914032
C1_split_heads,42,True,18,0.5254120997020176,0.6858365535736084,0.815635621547699,0.6280437111854553,0.656814694404602,0.743629515171051,0.9744563698768616,1.43422674536705
C1_split_heads,42,True,19,0.5634528583004361,0.5838987231254578,0.8562821745872498,0.47121116518974304,0.5913406610488892,0.6965863108634949,1.1212235689163208,1.535162091255188
C1_split_heads,42,True,20,0.5894076086225963,0.621735692024231,0.8006640076637268,0.5091106295585632,0.6234007477760315,0.7343608140945435,0.9779272079467773,1.4143077611923218
C1_split_heads,42,True,21,0.5578180806977409,0.517798900604248,0.8429528474807739,0.3959212303161621,0.6318554878234863,0.639676570892334,1.0540502071380615,1.496349048614502
C1_split_heads,42,True,22,0.43675508846839267,0.543595552444458,0.8182013034820557,0.39767518639564514,0.5938823223114014,0.6895158886909485,1.0425204038619995,1.4582379698753356
C1_split_heads,42,True,23,0.46555002672331675,0.6248241066932678,0.9519477486610413,0.5714632272720337,0.8132915496826172,0.6781849265098572,1.0906038284301758,1.6599079728126527
C1_split_heads,42,True,24,0.5186935421966371,0.5319432616233826,0.8240309357643127,0.39130643010139465,0.6165699362754822,0.6725800633430481,1.0314918756484985,1.4630908608436584
C1_split_heads,42,True,25,0.523358322325207,0.5301082730293274,0.813835620880127,0.43942931294441223,0.5997908115386963,0.6207873225212097,1.0278805494308472,1.4477340579032898
C1_split_heads,42,True,26,0.4066434573559534,0.4468611776828766,0.8534902334213257,0.3522912263870239,0.6207548379898071,0.5414311289787292,1.0862256288528442,1.5207540154457093
C1_split_heads,42,True,27,0.41631877919038135,0.5076666474342346,0.7828651070594788,0.40155303478240967,0.5914572477340698,0.6137802004814148,0.9742730259895325,1.388293069601059
C1_split_heads,42,True,28,0.3804510289004871,0.48044073581695557,0.8907964825630188,0.3770572543144226,0.7012515068054199,0.5838242769241333,1.0803414583206177,1.5712175130844117
C1_split_heads,42,True,29,0.3517106260572161,0.6098906397819519,1.0555351972579956,0.5859276056289673,0.9236575365066528,0.6338537931442261,1.187412977218628,1.83397319316864
C1_split_heads,42,True,30,0.39596709467115854,0.5049340724945068,0.8579049110412598,0.4327744245529175,0.63363116979599,0.5770937204360962,1.0821787118911743,1.5257205009460448
C1_split_heads,42,True,31,0.3545989365804763,0.4012531638145447,0.8808934092521667,0.34065523743629456,0.6604622602462769,0.46185103058815,1.1013246774673462,1.5636482000350953
C1_split_heads,42,True,32,0.2487800671231179,0.35774338245391846,0.8244962096214294,0.2956725060939789,0.5955545902252197,0.4198142886161804,1.0534378290176392,1.470326042175293
C1_split_heads,42,True,33,0.26669116460141684,0.3683837354183197,0.8695513010025024,0.3096514940261841,0.6192306876182556,0.4271159768104553,1.119871973991394,1.5533334255218505
C1_split_heads,42,True,34,0.25051604778993697,0.36014872789382935,0.8955135345458984,0.3237188160419464,0.68849116563797,0.39657866954803467,1.1025360822677612,1.584479808807373
C1_split_heads,42,True,35,0.24277981193292708,0.33033451437950134,0.8207592964172363,0.30906930565834045,0.6606156229972839,0.35159966349601746,0.9809029698371887,1.4433339059352874
C1_split_heads,42,True,36,0.22324501119908832,0.34403008222579956,0.9123747944831848,0.2736387550830841,0.6467486619949341,0.4144214391708374,1.1780009269714355,1.6307249903678893
C1_split_heads,42,True,37,0.25391935663563864,0.3671112060546875,0.8554284572601318,0.34187012910842896,0.6695235967636108,0.39235231280326843,1.0413334369659424,1.509999895095825
C1_split_heads,42,True,38,0.23010861554316112,0.3026082515716553,0.8805046677589417,0.28032565116882324,0.6204467415809631,0.3248908519744873,1.1405624151229858,1.5748752236366272
C1_split_heads,42,True,39,0.2209780794524011,0.3230893909931183,0.8239572644233704,0.33896538615226746,0.628777027130127,0.30721336603164673,1.0191376209259033,1.4592814803123475
C1_split_heads,42,True,40,0.17970220744609833,0.27704736590385437,0.8898289799690247,0.24126695096492767,0.6411398649215698,0.31282782554626465,1.1385180950164795,1.5873160004615783
C1_split_heads,42,True,41,0.12334871469509034,0.2546570599079132,0.891242504119873,0.23757202923297882,0.6681419610977173,0.2717420756816864,1.1143434047698975,1.5820425987243651
