group,sample_count,mean_true_area,mean_pred_area,mean_area_ratio,mean_area_error,mean_iou,mean_dice
5,18,6.308486920094776,12.216824408353041,2.5394342613889958,1.5712302082792824,0.21696203152402577,0.3272314480657817
6,12,4.879200524560361,8.674698253808748,2.2615682906138126,1.2754571795027012,0.23338832654701436,0.34813157765495123
7,12,2.6623049936352765,6.291567282384986,2.3547375677362195,1.3547375677362192,0.16830764984228877,0.2613067677467096
8,9,8.840510703364679,15.65404880909665,2.438158080929795,1.4381580809297954,0.24304691694870467,0.3629530007727458
9,9,4.309431724683222,10.96392523594318,2.7664179291200774,1.766417929120077,0.23639057955650442,0.37452852478388493
