dataset,sample_id,base_sample_id,source_index,split,defect_type,variant_type,expected_quality_rank,generated_real_forward,target_delta_bz_source,reference_observed_available,source_pack,true_mask_iou,true_mask_dice,true_area_error,dense_iou,dense_dice,dense_area_error,target_index,center_x,center_y,angle_rad,angle_sin,angle_cos,length,depth_proxy,area_from_profile_params,roughness_penalty,u_station_0,half_width_0,center_offset_0,occupancy_0,u_station_1,half_width_1,center_offset_1,occupancy_1,u_station_2,half_width_2,center_offset_2,occupancy_2,u_station_3,half_width_3,center_offset_3,occupancy_3,u_station_4,half_width_4,center_offset_4,occupancy_4,u_station_5,half_width_5,center_offset_5,occupancy_5,u_station_6,half_width_6,center_offset_6,occupancy_6,u_station_7,half_width_7,center_offset_7,occupancy_7,mean_half_width,max_half_width,min_half_width,std_half_width,mean_abs_offset,max_abs_offset,profile_area_proxy
original,rect_p2_0003,rect_p2_0003,2,train,rectangular_notch,original_profile,0,True,pilot_v9_original_delta_bz,False,pilot_v2_rectangular_notch,0.6856677524429967,0.8135265700483092,0.02857142857142857,0.7609075043630017,0.8642220019821606,0.07809523809523809,2,0.0023374764113071227,-3.279548526591475e-05,0.03218703319068528,0.03218147582344609,0.999482042166754,0.01263971217440418,0.001500000013038516,0.00010073136722088988,3.1405797551562756e-07,-0.006425942890728584,0.003806739840332565,0.0006751688414489092,1.0,-0.004620269722956559,0.004057050953960634,-0.0006142865041791609,1.0,-0.002814596555184533,0.003810001057689077,0.0006143534569150658,1.0,-0.0010089233874125076,0.0037684176737252115,-0.0004388931688171338,1.0,0.0007967497803595186,0.004386227669810099,0.0007897467866574676,1.0,0.0026024229481315447,0.004119170335785242,-0.0004997085514777689,1.0,0.004408096115903569,0.004095144047649818,0.00039136370738027825,1.0,0.006213769283675594,0.0035072831379880805,-0.0003040434439327418,1.0,0.003943754339617591,0.004386227669810099,0.0035072831379880805,0.00025500523422617143,0.0005409455576010658,0.0007897467866574676,0.00010073136722088988
original,rect_p2_0004,rect_p2_0004,3,train,rectangular_notch,original_profile,0,True,pilot_v9_original_delta_bz,False,pilot_v2_rectangular_notch,0.8219461697722568,0.9022727272727272,0.10526315789473684,0.8571428571428571,0.9230769230769231,0.145933014354067,3,-0.0006713461436356548,0.00021970375501288253,0.016789094550846873,0.016788305827941163,0.9998590664625828,0.011966177853677314,0.001500000013038516,9.12487845346044e-05,3.048844664228984e-10,-0.0059400286653258,0.0038185047126868548,0.0006630608470374595,1.0,-0.004230574686229041,0.0038091986617867415,-3.496257441335312e-06,1.0,-0.002521120707132281,0.0038144861502264144,-2.464687731452671e-05,1.0,-0.0008116667280355216,0.003809198661728109,-5.6372808101521824e-05,1.0,0.0008977872510612375,0.003809198661728109,-7.752342944052525e-05,1.0,0.0026072412301579966,0.003824850120903331,-0.00010924936071612437,1.0,0.0043166952092547565,0.0038089868482166973,-0.00011982467065272007,1.0,0.006026149188351515,0.0038085638228589997,-0.0004583908540812027,1.0,0.003812873455016907,0.003824850120903331,0.0038085638228589997,5.611855007596752e-06,0.00018907063809817698,0.0006630608470374595,9.12487845346044e-05
original,rect_p2_0007,rect_p2_0007,6,train,rectangular_notch,original_profile,0,True,pilot_v9_original_delta_bz,False,pilot_v2_rectangular_notch,0.6694677871148459,0.802013422818792,0.3068181818181818,0.664796633941094,0.7986520640269588,0.31392045454545453,6,0.00021845095501209978,6.868448154229524e-05,0.03089902488894314,0.03089410831766197,0.9995226631103752,0.012028698130120596,0.001500000013038516,9.616798469869767e-05,3.899725955345386e-07,-0.006190683250296265,0.0037886338147672003,0.000560016736077834,1.0,-0.00447229780313618,0.003789412102748166,-9.406167747171084e-05,1.0,-0.0027539123559760952,0.00378007088600807,-0.00013298338571582393,1.0,-0.0010355269088160104,0.003827166153882583,0.00012594281896444477,1.0,0.0006828585383440748,0.0046865584319122485,-0.0008649052421461223,1.0,0.00240124398550416,0.004341054771283029,0.00034594732634902185,1.0,0.004119629432664244,0.0038080948357892886,-2.9744019406828837e-05,1.0,0.005838014879824331,0.0037108040194054727,-0.00036651364956669254,1.0,0.003966474376974507,0.0046865584319122485,0.0037108040194054727,0.00032909236654914706,0.0003150143569623099,0.0008649052421461223,9.616798469869767e-05
original,rect_p2_0008,rect_p2_0008,7,train,rectangular_notch,original_profile,0,True,pilot_v9_original_delta_bz,False,pilot_v2_rectangular_notch,0.7985480943738656,0.887991927346115,0.12310606060606061,0.8389513108614233,0.9124236252545825,0.14015151515151514,7,0.00124319261554085,1.188728287569883e-05,0.04829706981339088,0.04827829565635529,0.9988339232167265,0.01193738189554313,0.001500000013038516,9.263106425600696e-05,2.3464400694937802e-07,-0.005967960896989152,0.003519011315903709,0.00043477729521605165,1.0,-0.004262620626197276,0.003518402940717118,-3.958927138968663e-06,1.0,-0.0025572803554054003,0.004022957310272526,-0.0003514605854038413,1.0,-0.0008519400846135243,0.004119130511312875,0.0004781637091949988,1.0,0.0008534001861783512,0.00438018269041775,-0.0005035182089518874,1.0,0.0025587404569702267,0.0038269779216969484,6.983900319700781e-05,1.0,0.004264080727762103,0.0037752783847524473,0.0002652830266731677,1.0,0.005969420998553977,0.003513358695980667,-0.0007163988774228851,1.0,0.003834412471381755,0.00438018269041775,0.003513358695980667,0.00030009294441446076,0.00035292495414985105,0.0007163988774228851,9.263106425600696e-05
original,rect_p2_0009,rect_p2_0009,8,train,rectangular_notch,original_profile,0,True,pilot_v9_original_delta_bz,False,pilot_v2_rectangular_notch,0.7555555555555555,0.8607594936708861,0.05194805194805195,0.7790262172284644,0.8757894736842106,0.05627705627705628,8,-0.0017839163490146453,0.00023289097884653679,0.04146637254078156,0.04145449026720357,0.9991403931563804,0.012044019714861479,0.001500000013038516,9.656116049504108e-05,1.0972507561490066e-07,-0.006091360218179921,0.003826756567696399,0.0004955523153821196,1.0,-0.0043707859731997095,0.003832362104761734,7.391263670357389e-05,1.0,-0.0026502117282194986,0.0038229615910727655,-4.42656107107915e-06,1.0,-0.0009296374832392876,0.004079858945230422,0.00026053473171003613,1.0,0.0007909367617409237,0.004394052246537325,-0.000743253665123239,1.0,0.002511511006721135,0.004333010061603771,0.0004471568533207493,1.0,0.0042320852517013455,0.0038067716135233563,-0.00023944414474316264,1.0,0.005952659496681558,0.0037566829935127,-0.00031778333286594003,1.0,0.003981557015492309,0.004394052246537325,0.0037566829935127,0.00023870167045430656,0.00032275803011498746,0.000743253665123239,9.656116049504108e-05
original,rect_p2_0010,rect_p2_0010,9,train,rectangular_notch,original_profile,0,True,pilot_v9_original_delta_bz,False,pilot_v2_rectangular_notch,0.7017543859649122,0.8247422680412371,0.11911357340720222,0.71571072319202,0.8343023255813954,0.09418282548476455,9,0.002071805234068566,4.805591874485351e-05,0.17524329652770154,0.17434771298587456,0.9846841498554727,0.009689327586840399,0.001500000013038516,6.33604770659501e-05,1.0161483590654308e-07,-0.0048939242836931775,0.0027481536340769833,-0.00019303743843235933,1.0,-0.003509734628430263,0.003053482441811338,0.0001195607201362972,1.0,-0.0021255449731673493,0.003362362718786274,0.00021250820417956497,1.0,-0.0007413553179044354,0.0034561516963617133,-7.142456016783563e-06,1.0,0.0006428343373584789,0.0035484048488921777,-2.4020303715264646e-05,1.0,0.0020270239926213933,0.0034561516661284204,-0.00024367094868905435,1.0,0.0034112136478843067,0.003364221580527501,-0.0001507235306102082,1.0,0.004795403303147221,0.0025447153239904533,5.2049346065043744e-05,1.0,0.0031917054888218575,0.0035484048488921777,0.0025447153239904533,0.00034648662218879714,0.000125339118480572,0.00024367094868905435,6.33604770659501e-05
original,rect_p2_0011,rect_p2_0011,10,train,rectangular_notch,original_profile,0,True,pilot_v9_original_delta_bz,False,pilot_v2_rectangular_notch,0.7754318618042226,0.8735135135135135,0.0021645021645021645,0.7571157495256167,0.8617710583153347,0.004329004329004329,10,0.0012747759896667738,-0.00011015325548340052,0.02031936608161722,0.020317967878556262,0.9997935687837195,0.013057612985635632,0.001500000013038516,9.362756726144709e-05,1.5957248098314846e-07,-0.006475299865637851,0.003245106112980562,7.33243877708438e-05,1.0,-0.004609926581975617,0.0034872471037268303,4.77269499114599e-05,1.0,-0.0027445532983133847,0.0040706901008217,-0.0006254587965394444,1.0,-0.0008791800146511512,0.003833311022560968,0.0006185229045917227,1.0,0.0009861932690110814,0.0034995337823001092,-6.746152991705874e-05,1.0,0.002851566552673314,0.003492622566718043,-0.00010585768670613461,1.0,0.004716939836335548,0.0034747043573780867,-0.0001186564103664721,1.0,0.006582313119997782,0.0032310788390463147,-0.0004744473570773292,1.0,0.003541786735691577,0.0040706901008217,0.0032310788390463147,0.000264802051759139,0.00026643200286005815,0.0006254587965394444,9.362756726144709e-05
original,rect_p2_0012,rect_p2_0012,11,train,rectangular_notch,original_profile,0,True,pilot_v9_original_delta_bz,False,pilot_v2_rectangular_notch,0.6651090342679128,0.7988774555659495,0.05576923076923077,0.7202572347266881,0.8373831775700935,0.057692307692307696,11,-0.0009540443740446459,0.000163924970918081,-0.011546244844151232,-0.011545988296440995,0.9999333428555418,0.0138391634691604,0.001500000013038516,0.00011057882552935874,2.2152765266771145e-07,-0.006912192621585022,0.004120360171049514,-0.0007054245560399003,1.0,-0.004935169268847822,0.003809269965959236,-5.600012890759194e-05,1.0,-0.002958145916110623,0.0038201797062642844,-4.145399767292248e-05,1.0,-0.0009811225633734235,0.004375911617786978,0.0006225165844194261,1.0,0.0009959007893637767,0.004369708478517457,-0.0006326939203645345,1.0,0.002972924142100977,0.003813051939824581,2.400357137701105e-05,1.0,0.004949947494838175,0.0038130519408730024,4.582276285249549e-05,1.0,0.006926970847575376,0.003809269953154404,0.00038508111224053187,1.0,0.003991350471678682,0.004375911617786978,0.003809269953154404,0.000241576165069464,0.0003141245792343017,0.0007054245560399003,0.00011057882552935874
original,rect_p2_0013,rect_p2_0013,12,train,rectangular_notch,original_profile,0,True,pilot_v9_original_delta_bz,False,pilot_v2_rectangular_notch,0.5655737704918032,0.7225130890052356,0.3391304347826087,0.5681444991789819,0.724607329842932,0.3391304347826087,12,0.0028230418400581633,3.425229764329025e-05,0.09290745054740279,0.09277384855363584,0.9956872064180332,0.010805024791328648,0.001500000013038516,7.500341963254207e-05,1.3479579099446058e-07,-0.005604656509082363,0.0026850770471055435,-0.00035788730749807815,1.0,-0.004061081538892556,0.0034255756252944353,0.0004150655735860238,1.0,-0.0025175065687027486,0.0034805094301166182,0.0002981851354387614,1.0,-0.0009739315985129414,0.0035509022801355618,-0.00013478646360423212,1.0,0.0005696433716768654,0.003545749284798517,-0.0002516669152518663,1.0,0.002113218341866672,0.003799415865242588,-0.00031010710867479107,1.0,0.00365679331205648,0.003541765079400601,-0.00016933661175013942,1.0,0.005200368282246287,0.003217808119010212,2.987413628778263e-05,1.0,0.0034058503413880096,0.003799415865242588,0.0026850770471055435,0.00031121043973096304,0.0002458636565114594,0.0004150655735860238,7.500341963254207e-05
original,rect_p2_0015,rect_p2_0015,14,train,rectangular_notch,original_profile,0,True,pilot_v9_original_delta_bz,False,pilot_v2_rectangular_notch,0.6652719665271967,0.7989949748743719,0.32421052631578945,0.6805845511482255,0.8099378881987578,0.30526315789473685,14,-0.0024624194513307883,0.00012987012989028836,-0.001007056762286851,-0.0010070565920668542,0.9999994929183816,0.00944908238670494,0.001500000013038516,6.299669483830194e-05,3.6793043408522966e-08,-0.004781835736796493,0.003028569892998182,-0.0006102413447372323,1.0,-0.0034319668244100726,0.003232150472181058,2.5313323118477104e-05,1.0,-0.0020820979120236525,0.003491516240239715,-0.0002902437211038898,1.0,-0.0007322289996372329,0.0034921252175685335,2.7850788350275268e-05,1.0,0.0006176399127491876,0.0034921252175450865,2.9119521200647986e-05,1.0,0.001967508825135608,0.0032259281427497164,3.0388253875165476e-05,1.0,0.0033173777375220268,0.0032259281427497164,3.165698657899217e-05,1.0,0.004667246649908446,0.003320633265653759,0.0006678460496999209,1.0,0.003313622073960721,0.0034921252175685335,0.003028569892998182,0.00015759721391214046,0.00021408249858307512,0.0006678460496999209,6.299669483830194e-05
original,rect_p2_0016,rect_p2_0016,15,train,rectangular_notch,original_profile,0,True,pilot_v9_original_delta_bz,False,pilot_v2_rectangular_notch,0.62109375,0.7662650602409639,0.14732142857142858,0.622093023255814,0.7670250896057348,0.13169642857142858,15,0.0032508147100542115,0.00012690252037886484,0.09950445305081201,0.09934033313059058,0.9950535152510659,0.010702365473284584,0.001500000013038516,7.626134676223638e-05,7.348660408774044e-08,-0.005464496956108445,0.0028605314770809576,0.0001325821015349131,1.0,-0.003935587602782076,0.0034184711972048516,0.00032331891878685786,1.0,-0.002406678249455707,0.0034184711972048516,0.0001981657442337322,1.0,-0.0008777688961293384,0.0035436845300641645,7.301257835415915e-05,1.0,0.0006511404571970308,0.0037229773152137858,1.0435972284898925e-05,1.0,0.0021800498105234,0.0038532565338708306,-0.00017729379966393435,1.0,0.0037089591638497683,0.0038096333926823356,-0.0005557603512793176,1.0,0.005237868517176138,0.0034860538854497966,-0.00011171012513807559,1.0,0.003514134941096447,0.0038532565338708306,0.0028605314770809576,0.00029434253911484896,0.0001977849489094861,0.0005557603512793176,7.626134676223638e-05
original,rect_p2_0017,rect_p2_0017,16,train,rectangular_notch,original_profile,0,True,pilot_v9_original_delta_bz,False,pilot_v2_rectangular_notch,0.697463768115942,0.8217716115261473,0.2775735294117647,0.6976744186046512,0.821917808219178,0.2555147058823529,16,0.0014581510609584965,6.0748582832331275e-05,0.13343278164474848,0.1330371876000287,0.9911110466115665,0.010817885185568834,0.001500000013038516,7.87731585379194e-05,3.513038392086147e-08,-0.005529102010291684,0.003247068622360783,-0.00019190010363297652,1.0,-0.003983689840924708,0.0035448255939765547,0.0001859678987461839,1.0,-0.0024382776715577317,0.0036269524798520744,0.00010216494469070182,1.0,-0.0008928655021907556,0.0036269526211157635,-0.00014924390973196093,1.0,0.0006525466671762209,0.0038594642915916843,8.159155072340624e-05,1.0,0.0021979588365431974,0.003856112221734777,-0.00016981731918682351,1.0,0.003743371005910173,0.003634510035851784,-0.0002536202345233881,1.0,0.005288783175277149,0.0034275618290352887,4.044479056893985e-05,1.0,0.003602930961939839,0.0038594642915916843,0.003247068622360783,0.0001913210594026584,0.00014684384397554761,0.0002536202345233881,7.87731585379194e-05
original,rect_p2_0019,rect_p2_0019,18,train,rectangular_notch,original_profile,0,True,pilot_v9_original_delta_bz,False,pilot_v2_rectangular_notch,0.6861063464837049,0.8138351983723296,0.12761904761904763,0.7164948453608248,0.8348348348348348,0.09714285714285714,18,-0.001840592703557542,0.0002491460785953493,0.01749227102309625,0.017491378990553846,0.9998470141281659,0.011972669738573354,0.001500000013038516,9.16074660431276e-05,1.4264080586936028e-08,-0.0060315271892704015,0.0038072627371801416,0.0006389361182886839,1.0,-0.004321145798045637,0.003798584146483761,-1.7923781464582932e-05,1.0,-0.002610764406820872,0.0038146705324158857,-5.0978357440794626e-05,1.0,-0.0009003830155961071,0.0038091616056647624,-8.403292934447731e-05,1.0,0.0008099983756286577,0.0038091616056851246,-0.00010606931163173134,1.0,0.0025203797668534225,0.0038043136015717474,-0.00012810569442805151,1.0,0.004230761158078187,0.0037985841426555838,-0.00015014207722437167,1.0,0.005941142549302953,0.004083457838477105,-0.0005006083906181224,1.0,0.003840649526266764,0.004083457838477105,0.0037985841426555838,9.191554049093965e-05,0.00020959958255510196,0.0006389361182886839,9.16074660431276e-05
original,rect_p2_0020,rect_p2_0020,19,train,rectangular_notch,original_profile,0,True,pilot_v9_original_delta_bz,False,pilot_v2_rectangular_notch,0.8397435897435898,0.9128919860627178,0.029748283752860413,0.838012958963283,0.9118683901292597,0.05263157894736842,19,0.0018745482790144385,-0.00010121923127292615,0.058096525075343575,0.05806384929801652,0.9983128715010626,0.01147576418430905,0.001500000013038516,8.484005401985325e-05,5.032002641173726e-07,-0.005957512469230991,0.0029283844538832925,0.00021602002911589422,1.0,-0.00431811758575827,0.0034583744946335257,0.00017944437885484505,1.0,-0.002678722702285548,0.0038038282418633514,-0.0002472072995575167,1.0,-0.0010393278188128262,0.003519090080014125,-4.0009536230493334e-05,1.0,0.0006000670646598948,0.004066624706571998,0.0005206885938391901,1.0,0.0022394619481326157,0.003768715470485841,-0.00014973650053268423,1.0,0.0038788568316053384,0.004066624854246199,-0.0008567372607012928,1.0,0.00551825171507806,0.00345593479278986,0.00026465902849280256,1.0,0.003633447136811024,0.004066624854246199,0.0029283844538832925,0.00035266219149771797,0.0003093128284155899,0.0008567372607012928,8.484005401985325e-05
original,rect_p2_0021,rect_p2_0021,20,train,rectangular_notch,original_profile,0,True,pilot_v9_original_delta_bz,False,pilot_v2_rectangular_notch,0.6162988115449916,0.7626050420168067,0.016666666666666666,0.6165540540540541,0.7628004179728317,0.00625,20,-0.001897027015779265,0.00021995940944057865,0.027021979684502373,0.0270186912864433,0.9996349285219919,0.011972368614489186,0.001500000013038516,9.412591119851452e-05,5.675833720263896e-08,-0.005980578142959464,0.0038104379804952578,0.00041762793158414365,1.0,-0.004270239769461009,0.0038088140694523824,4.922456189162833e-05,1.0,-0.002559901395962554,0.003982321520492111,-0.0003021591402306115,1.0,-0.0008495630224640985,0.00409644476842231,0.00026445109840654373,1.0,0.0008607753510343564,0.004102451555379049,-0.00038725738018585823,1.0,0.002571113724532812,0.0037846461822728084,-0.00010395226735423456,1.0,0.004281452098031267,0.003792134828706788,-0.00015501121148465207,1.0,0.005991790471529723,0.004089438696213195,-0.0005234145666305647,1.0,0.003933336200179237,0.004102451555379049,0.0037846461822728084,0.00013902708434231995,0.0002753872697210296,0.0005234145666305647,9.412591119851452e-05
