sample_id,source_index,split,defect_type,source_pack,threshold,iou,dice,area_error,center_error_px,pred_area,true_area,pred_area_zero,prob_min,prob_max,prob_mean
rect_p2_0003,2,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.733446519524618,0.8462291870714985,0.05523809523809524,2.090760801648203,496.0,525.0,0.0,0.0,0.999982476234436,0.06978261470794678
rect_p2_0004,3,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.8058823529411765,0.8925081433224755,0.20334928229665072,1.6336036839604462,503.0,418.0,0.0,0.0,1.0,0.06950809061527252
rect_p2_0007,6,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6578212290502793,0.793597304128054,0.31392045454545453,3.067181747680979,483.0,704.0,0.0,0.0,0.9999990463256836,0.06859660148620605
rect_p2_0008,7,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.8144712430426716,0.8977505112474438,0.14772727272727273,0.9066067518329707,450.0,528.0,0.0,0.0,0.9999938011169434,0.0634969025850296
rect_p2_0009,8,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7702205882352942,0.8701973001038421,0.08441558441558442,2.7382539817166296,501.0,462.0,0.0,0.0,0.9999997615814209,0.06993529200553894
rect_p2_0010,9,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.655940594059406,0.7922272047832586,0.14681440443213298,1.6542837057732998,308.0,361.0,0.0,0.0,0.9999457597732544,0.04488025978207588
rect_p2_0011,10,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7119565217391305,0.8317460317460318,0.045454545454545456,3.1735411139396796,483.0,462.0,0.0,5.982831181748628e-39,0.9999765157699585,0.06961404532194138
rect_p2_0012,11,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7177033492822966,0.8356545961002786,0.07115384615384615,2.817205361491925,557.0,520.0,0.0,0.0,0.9999997615814209,0.0778396874666214
rect_p2_0013,12,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.5138211382113821,0.6788399570354458,0.3808695652173913,4.021665618142374,356.0,575.0,0.0,0.0,0.9999133348464966,0.0519803985953331
rect_p2_0015,14,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7422680412371134,0.8520710059171598,0.22105263157894736,1.6178627606644442,370.0,475.0,0.0,0.0,0.9999995231628418,0.05073012411594391
rect_p2_0016,15,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6733870967741935,0.8048192771084337,0.14732142857142858,0.5074079116933323,382.0,448.0,0.0,0.0,0.9999463558197021,0.05625912547111511
rect_p2_0017,16,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6946428571428571,0.8198103266596417,0.2555147058823529,2.4792843906605153,405.0,544.0,0.0,0.0,0.9999982118606567,0.05464047193527222
rect_p2_0019,18,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7264957264957265,0.8415841584158416,0.0761904761904762,1.5756705887430884,485.0,525.0,0.0,0.0,0.999998927116394,0.06932840496301651
rect_p2_0020,19,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7927350427350427,0.8843861740166865,0.08009153318077804,1.9629576895637748,402.0,437.0,0.0,0.0,0.9999518394470215,0.05860767886042595
rect_p2_0021,20,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6723842195540308,0.8041025641025641,0.03125,3.467262610357447,495.0,480.0,0.0,0.0,0.9999994039535522,0.06948626041412354
rect_p2_0022,21,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6890034364261168,0.8158697863682605,0.2754385964912281,1.0451139881870335,413.0,570.0,0.0,0.0,0.9999997615814209,0.05686087906360626
rect_p2_0023,22,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.624113475177305,0.7685589519650655,0.23846153846153847,3.289739578017442,495.0,650.0,0.0,0.0,0.9999964237213135,0.069473996758461
rect_p2_0024,23,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7314974182444062,0.8449304174950298,0.03898635477582846,3.285721696731013,493.0,513.0,0.0,0.0,1.0,0.06773604452610016
rect_p2_0027,26,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7797270955165692,0.8762322015334063,0.075,0.652535893368169,473.0,440.0,0.0,0.0,0.9999853372573853,0.06883248686790466
rect_p2_0028,27,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.705078125,0.827033218785796,0.30952380952380953,0.8997165375687447,495.0,378.0,0.0,0.0,0.9999994039535522,0.06954821199178696
rect_p2_0029,28,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.8886827458256029,0.9410609037328095,0.07196969696969698,0.5371535573650473,490.0,528.0,0.0,1.3626689928730397e-36,0.9999537467956543,0.0707758367061615
rect_p2_0031,30,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7669724770642202,0.8681204569055037,0.1657142857142857,1.7725895656553046,438.0,525.0,0.0,0.0,0.9999995231628418,0.06063475459814072
rect_p2_0032,31,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.777027027027027,0.8745247148288974,0.007575757575757576,2.1251163259069923,524.0,528.0,0.0,0.0,0.9999983310699463,0.07242991030216217
rect_p2_0033,32,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7315875613747954,0.8449905482041588,0.08333333333333333,2.9330686628245384,506.0,552.0,0.0,0.0,0.9999798536300659,0.07243750989437103
rect_p2_0034,33,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6641025641025641,0.7981510015408321,0.33589743589743587,2.0278036754473128,518.0,780.0,0.0,0.0,0.9999995231628418,0.07117751240730286
rect_p2_0036,35,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.5381263616557734,0.6997167138810199,0.23057644110275688,3.7426724272342886,307.0,399.0,0.0,0.0,0.9999985694885254,0.042589589953422546
rect_p2_0037,36,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.727007299270073,0.841927303465765,0.2474074074074074,1.5948575444663313,508.0,675.0,0.0,0.0,0.9999852180480957,0.07257735729217529
rect_p2_0038,37,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.5565476190476191,0.7151051625239006,0.44345238095238093,0.6246506644753335,374.0,672.0,0.0,0.0,0.9999672174453735,0.053418200463056564
rect_p2_0039,38,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6637168141592921,0.7978723404255319,0.2672811059907834,1.4087664246731653,318.0,434.0,0.0,0.0,0.9998818635940552,0.04671821743249893
rect_p2_0042,41,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7698675496688742,0.8699719363891487,0.20033670033670034,1.8011276861533876,475.0,594.0,0.0,0.0,0.9999951124191284,0.06621960550546646
rect_p2_0044,43,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6421052631578947,0.782051282051282,0.35789473684210527,1.4485925503191586,366.0,570.0,0.0,0.0,0.9999961853027344,0.051982901990413666
rect_p2_0046,45,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6605113636363636,0.795551753635586,0.33948863636363635,3.35182419016579,465.0,704.0,0.0,0.0,0.9999947547912598,0.06756562739610672
rect_p2_0048,47,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6484848484848484,0.7867647058823529,0.045112781954887216,2.6389078588775243,278.0,266.0,0.0,0.0,0.9999980926513672,0.03698497265577316
rect_p2_0051,50,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.77,0.8700564971751412,0.011363636363636364,2.1798661769791745,534.0,528.0,0.0,0.0,0.9999998807907104,0.07415230572223663
rect_p2_0052,51,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6886792452830188,0.8156424581005587,0.297554347826087,2.764478815119669,517.0,736.0,0.0,0.0,0.9999994039535522,0.07334423065185547
rect_p2_0053,52,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6368821292775665,0.778164924506388,0.31176470588235294,2.389753456620305,351.0,510.0,0.0,0.0,0.9999982118606567,0.04906613379716873
rect_p2_0054,53,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7619047619047619,0.8648648648648649,0.17733990147783252,2.078280472916175,501.0,609.0,0.0,0.0,0.9999998807907104,0.06995527446269989
rect_p2_0055,54,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.85,0.918918918918919,0.08470588235294117,1.171934859489594,389.0,425.0,0.0,0.0,0.9999703168869019,0.055995553731918335
rect_p2_0056,55,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.77196261682243,0.8713080168776371,0.14965986394557823,2.156665616012444,507.0,441.0,0.0,0.0,0.9999955892562866,0.07302907109260559
rect_p2_0057,56,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.82,0.9010989010989011,0.17391304347826086,1.2547799085074431,494.0,598.0,0.0,0.0,0.999998927116394,0.06880339980125427
