sample_id,source_index,split,defect_type,source_pack,threshold,iou,dice,area_error,center_error_px,pred_area,true_area,pred_area_zero,prob_min,prob_max,prob_mean
rect_p2_0058,57,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7316715542521994,0.8450465707027942,0.2425595238095238,0.5607729711775629,509.0,672.0,0.0,0.0,0.9999996423721313,0.0716468021273613
rect_p2_0060,59,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.757847533632287,0.8622448979591837,0.17174515235457063,1.9033478503316146,423.0,361.0,0.0,0.0,0.9999957084655762,0.05933607369661331
rect_p2_0061,60,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7172675521821632,0.8353591160220994,0.07093821510297482,2.197273245600151,468.0,437.0,0.0,0.0,0.9999834299087524,0.06754304468631744
rect_p2_0062,61,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.5634028892455859,0.7207392197125256,0.41883116883116883,2.795006459599661,358.0,616.0,0.0,0.0,0.9996352195739746,0.055875759571790695
rect_p2_0064,63,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.9131274131274131,0.9545913218970736,0.03373015873015873,0.31202885713069,487.0,504.0,0.0,0.0,0.9999806880950928,0.06890864670276642
rect_p2_0065,64,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.8031914893617021,0.8908554572271387,0.08615384615384615,1.1262003941935088,353.0,325.0,0.0,0.0,0.9999876022338867,0.04966967925429344
rect_p2_0066,65,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7232824427480916,0.8394241417497231,0.13429752066115702,1.64704176228789,419.0,484.0,0.0,0.0,0.9999374151229858,0.06029383838176727
rect_p2_0067,66,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.8895348837209303,0.9415384615384615,0.018633540372670808,1.1791140744902437,492.0,483.0,0.0,0.0,0.9999994039535522,0.06997476518154144
rect_p2_0069,68,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6987012987012987,0.8226299694189603,0.2032967032967033,2.8938678041704438,290.0,364.0,0.0,0.0,0.9999990463256836,0.038697682321071625
rect_p2_0070,69,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6233062330623306,0.7679465776293823,0.2934472934472934,3.6986446212550925,248.0,351.0,0.0,0.0,0.9999949932098389,0.0349564403295517
rect_p2_0072,71,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7616580310880829,0.8647058823529412,0.08270676691729323,1.5208176487933993,488.0,532.0,0.0,0.0,0.9999992847442627,0.07003869116306305
rect_p2_0074,73,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.674863387978142,0.8058727569331158,0.01644736842105263,3.339323254190939,309.0,304.0,0.0,0.0,0.9999653100967407,0.04326096922159195
rect_p2_0075,74,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7634069400630915,0.8658318425760286,0.059027777777777776,2.731522866007575,542.0,576.0,0.0,0.0,0.9999988079071045,0.07706649601459503
rect_p2_0077,76,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.8043478260869565,0.891566265060241,0.1956521739130435,0.40487864920187006,481.0,598.0,0.0,0.0,0.9999839067459106,0.06820429861545563
rect_p2_0078,77,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7009646302250804,0.8241965973534972,0.2598684210526316,3.2018466893688418,450.0,608.0,0.0,0.0,0.999998927116394,0.06287986040115356
rect_p2_0079,78,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7753623188405797,0.8734693877551021,0.05555555555555555,2.698729552521987,476.0,504.0,0.0,0.0,0.9999995231628418,0.06687717884778976
rect_p2_0080,79,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7274368231046932,0.8422152560083594,0.175,3.2360736151333396,517.0,440.0,0.0,0.0,1.0,0.07104577124118805
rect_p2_0082,81,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.8809073724007561,0.9366834170854271,0.060041407867494824,1.1653267568348855,512.0,483.0,0.0,0.0,0.9999998807907104,0.07075858861207962
rect_p2_0083,82,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.8076923076923077,0.8936170212765957,0.10644257703081232,1.6707096186072499,395.0,357.0,0.0,0.0,0.9999986886978149,0.05529339611530304
rect_p2_0084,83,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.8390804597701149,0.9125,0.06060606060606061,0.7644072332953545,310.0,330.0,0.0,0.0,0.9999891519546509,0.0425543449819088
rect_p2_0085,84,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6362252663622526,0.7776744186046511,0.12062937062937062,3.315234676514031,503.0,572.0,0.0,0.0,0.999996542930603,0.07231676578521729
rect_p2_0086,85,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7692307692307693,0.8695652173913043,0.08333333333333333,1.5142485794381921,275.0,300.0,0.0,0.0,0.9999998807907104,0.03770922124385834
rect_p2_0087,86,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7040998217468806,0.8263598326359832,0.09649122807017543,2.2617913254763353,500.0,456.0,0.0,0.0,1.0,0.06834673881530762
rect_p2_0088,87,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7696428571428572,0.8698284561049445,0.23035714285714284,0.5626462075716234,431.0,560.0,0.0,0.0,0.9999994039535522,0.059506744146347046
rect_p2_0090,89,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.574,0.7293519695044473,0.02756892230576441,4.052385737144268,388.0,399.0,0.0,0.0,0.9999829530715942,0.05679791420698166
rect_p2_0093,92,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7744755244755245,0.8729064039408867,0.22552447552447552,0.9341350373835702,443.0,572.0,0.0,0.0,0.9999979734420776,0.06259866803884506
rect_p2_0096,95,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6235294117647059,0.7681159420289855,0.3333333333333333,1.6668320648869175,276.0,414.0,0.0,0.0,0.9999998807907104,0.03704676032066345
rect_p2_0097,96,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6565934065934066,0.7927031509121062,0.3434065934065934,0.5273004148403135,478.0,728.0,0.0,0.0,0.9999914169311523,0.06883867084980011
rect_p2_0098,97,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6949152542372882,0.82,0.17708333333333334,2.98934241632472,316.0,384.0,0.0,0.0,0.9999977350234985,0.04422843083739281
rect_p2_0099,98,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7470238095238095,0.8551959114139693,0.1365079365079365,2.830216809656574,544.0,630.0,0.0,0.0,0.9999998807907104,0.07520682364702225
rect_p2_0101,100,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7129337539432177,0.8324125230202578,0.10139860139860139,3.1113085968086,257.0,286.0,0.0,0.0,0.9999943971633911,0.03552376851439476
rect_p2_0103,102,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7019748653500898,0.8248945147679325,0.12648221343873517,2.2932528915392525,442.0,506.0,0.0,0.0,0.9999994039535522,0.061382222920656204
rect_p2_0105,104,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6639118457300276,0.7980132450331126,0.30575035063113604,2.150148947368008,495.0,713.0,0.0,0.0,0.9999909400939941,0.06989875435829163
rect_p2_0106,105,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6849112426035503,0.8129938542581212,0.3125925925925926,1.1697981249307767,464.0,675.0,0.0,0.0,0.9999728202819824,0.06608234345912933
rect_p2_0107,106,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.6666666666666666,0.8,0.3333333333333333,1.0255340072372037,500.0,750.0,0.0,0.0,0.9999992847442627,0.0713692307472229
rect_p2_0108,107,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7281553398058253,0.8426966292134831,0.13286713286713286,0.5341524511326214,496.0,572.0,0.0,0.0,0.9999980926513672,0.07280053943395615
rect_p2_0109,108,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7484662576687117,0.856140350877193,0.2488479262672811,1.4508665616225978,489.0,651.0,0.0,0.0,0.9999983310699463,0.06874158978462219
rect_p2_0110,109,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.5211538461538462,0.6852085967130215,0.4305555555555556,2.8829215442473735,287.0,504.0,0.0,0.0,0.9999964237213135,0.03920344263315201
rect_p2_0111,110,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7276688453159041,0.8423707440100883,0.11190476190476191,0.5586918455494615,373.0,420.0,0.0,0.0,0.9999997615814209,0.05101759359240532
rect_p2_0113,112,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.8258620689655173,0.9046270066100094,0.005681818181818182,1.6299220156967265,531.0,528.0,0.0,0.0,0.9999986886978149,0.07448133826255798
rect_p2_0119,118,train,rectangular_notch,pilot_v2_rectangular_notch,0.8,0.7100977198697068,0.8304761904761905,0.2730263157894737,2.6293486522497034,442.0,608.0,0.0,0.0,0.999908447265625,0.06462296843528748
rect_v9_0002,121,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.6644951140065146,0.7984344422700587,0.14181818181818182,3.7664969176213368,472.0,550.0,0.0,0.0,0.9999724626541138,0.06871913373470306
rect_v9_0003,122,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.6391752577319587,0.779874213836478,0.14035087719298245,2.81820938408369,294.0,342.0,0.0,0.0,0.9999706745147705,0.04112561419606209
rect_v9_0004,123,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.7089655172413794,0.8297013720742534,0.2910344827586207,2.063697096344591,514.0,725.0,0.0,3.008703718314351e-37,0.9999818801879883,0.07680007815361023
rect_v9_0005,124,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.6336032388663968,0.7757125154894672,0.36639676113360325,1.2146721581798166,313.0,494.0,0.0,0.0,0.9999984502792358,0.04271459951996803
rect_v9_0006,125,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.7445544554455445,0.8535754824063564,0.17598343685300208,1.6330208671652544,398.0,483.0,0.0,0.0,0.9999686479568481,0.056793294847011566
rect_v9_0007,126,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.4991181657848324,0.6658823529411765,0.45454545454545453,3.388493601718747,300.0,550.0,0.0,0.0,0.9999969005584717,0.04136262834072113
rect_v9_0008,127,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.5185185185185185,0.6829268292682927,0.47470238095238093,2.9778242634534484,353.0,672.0,0.0,0.0,0.999902606010437,0.053144946694374084
rect_v9_0011,130,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.3819444444444444,0.5527638190954773,0.6180555555555556,2.9662843719385066,275.0,720.0,0.0,0.0,0.9999514818191528,0.040261410176754
rect_v9_0013,132,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.5135699373695198,0.6786206896551724,0.43073593073593075,2.2061039983962556,263.0,462.0,0.0,0.0,0.9999310970306396,0.03783109784126282
rect_v9_0015,134,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.5723684210526315,0.7280334728033473,0.39057239057239057,3.48704251809903,362.0,594.0,0.0,0.0,0.9999387264251709,0.0541653037071228
rect_v9_0018,137,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.673992673992674,0.8052516411378556,0.326007326007326,1.2501447222460071,368.0,546.0,0.0,0.0,0.9999399185180664,0.053833503276109695
rect_v9_0019,138,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.7108433734939759,0.8309859154929577,0.15104166666666666,2.9724923533579024,326.0,384.0,0.0,0.0,0.9998984336853027,0.04641567915678024
rect_v9_0020,139,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.46065259117082535,0.6307490144546649,0.5165692007797271,3.6811689465026065,248.0,513.0,0.0,0.0,0.999983549118042,0.03528422862291336
rect_v9_0022,141,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.5913461538461539,0.743202416918429,0.40865384615384615,2.9420708889722538,492.0,832.0,0.0,1.278523176903498e-28,0.9998526573181152,0.07876051962375641
rect_v9_0023,142,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.6994818652849741,0.823170731707317,0.2916666666666667,1.0641320267692296,408.0,576.0,0.0,0.0,0.9999574422836304,0.05793885886669159
rect_v9_0024,143,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.7923387096774194,0.8841394825646794,0.16322314049586778,1.3321542569020646,405.0,484.0,0.0,0.0,0.9999727010726929,0.059200309216976166
rect_v9_0025,144,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.7051282051282052,0.8270676691729323,0.2948717948717949,0.7201237220587029,385.0,546.0,0.0,3.742976658712725e-38,0.999896764755249,0.05846424400806427
rect_v9_0026,145,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.7343453510436433,0.8468271334792122,0.19367588932806323,1.751964144636166,408.0,506.0,0.0,0.0,0.999991774559021,0.05888877063989639
rect_v9_0028,147,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.5499231950844854,0.709613478691774,0.4500768049155146,1.4677010084199842,358.0,651.0,0.0,0.0,0.9999094009399414,0.05270420014858246
rect_v9_0029,148,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.6166666666666667,0.7628865979381443,0.38333333333333336,2.9350460144815633,407.0,660.0,0.0,0.0,0.9999210834503174,0.059998609125614166
rect_v9_0030,149,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.7815315315315315,0.877370417193426,0.21040723981900453,0.10375698027793795,349.0,442.0,0.0,0.0,0.9999595880508423,0.05113234370946884
rect_v9_0031,150,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.6602941176470588,0.7953941541186891,0.25771604938271603,3.6197409910282023,481.0,648.0,0.0,8.358536710956988e-30,0.9998776912689209,0.07566482573747635
rect_v9_0036,155,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.6384615384615384,0.7793427230046949,0.36153846153846153,1.960951072208339,498.0,780.0,0.0,7.167959069391656e-35,0.9999712705612183,0.07372406125068665
rect_v9_0037,156,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.5755208333333334,0.7305785123966942,0.4244791666666667,3.0589038517928633,442.0,768.0,0.0,1.9429523997635258e-35,0.9999489784240723,0.06890475749969482
rect_v9_0039,158,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.7932405566600398,0.88470066518847,0.13636363636363635,0.9614278631760181,418.0,484.0,0.0,0.0,0.9999146461486816,0.06049291789531708
rect_v9_0040,159,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.7246891651865008,0.8403707518022657,0.23454545454545456,2.0972745253453104,421.0,550.0,0.0,0.0,0.9999961853027344,0.05994118005037308
rect_v9_0041,160,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.4325153374233129,0.6038543897216274,0.563076923076923,1.995795645321768,284.0,650.0,0.0,0.0,0.9999771118164062,0.04029148817062378
rect_v9_0042,161,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.6057692307692307,0.7544910179640718,0.08924485125858124,3.4112146582723266,398.0,437.0,0.0,0.0,0.9999421834945679,0.06037755683064461
rect_v9_0043,162,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.5496031746031746,0.7093469910371318,0.4503968253968254,3.0982438682768074,277.0,504.0,0.0,0.0,0.9999467134475708,0.04057920724153519
rect_v9_0045,164,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.748587570621469,0.8562197092084006,0.12424242424242424,1.8256628885692319,289.0,330.0,0.0,0.0,0.9999568462371826,0.040359366685152054
rect_v9_0047,166,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.8354430379746836,0.9103448275862069,0.03081232492997199,1.5287614562987393,368.0,357.0,0.0,0.0,0.9999682903289795,0.05114177614450455
rect_v9_0051,170,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.5913461538461539,0.743202416918429,0.40865384615384615,3.019718532118455,492.0,832.0,0.0,2.6961760615946457e-34,0.9999430179595947,0.07252689450979233
rect_v9_0052,171,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.7653061224489796,0.8670520231213873,0.11956521739130435,1.5141195050796297,486.0,552.0,0.0,0.0,0.9999938011169434,0.06786850094795227
rect_v9_0057,176,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.5831578947368421,0.7367021276595744,0.11528822055137844,3.8324801060110643,353.0,399.0,0.0,0.0,0.9999711513519287,0.0520482212305069
rect_v9_0058,177,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.6788990825688074,0.8087431693989071,0.07368421052631578,1.529925320923639,440.0,475.0,0.0,0.0,0.9999953508377075,0.06024324148893356
rect_v9_0059,178,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.5517241379310345,0.7111111111111111,0.4482758620689655,1.3839630856038199,352.0,638.0,0.0,0.0,0.9999923706054688,0.04960724711418152
rect_v9_0060,179,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.6754807692307693,0.806312769010043,0.019886363636363636,3.2995114619316905,345.0,352.0,0.0,0.0,0.9999438524246216,0.04972246289253235
rect_v9_0061,180,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.6596491228070176,0.7949260042283298,0.34035087719298246,2.2102359974282715,376.0,570.0,0.0,0.0,0.999962568283081,0.05545193329453468
rect_v9_0062,181,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.6389684813753582,0.7797202797202797,0.34202898550724636,1.8908816068646233,454.0,690.0,0.0,1.2777641960537497e-33,0.9998480081558228,0.06818733364343643
rect_v9_0063,182,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.6418918918918919,0.7818930041152263,0.23272727272727273,3.5385201514792137,422.0,550.0,0.0,0.0,0.9999903440475464,0.05966639518737793
rect_v9_0064,183,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.5621621621621622,0.7197231833910035,0.21052631578947367,3.518711448469911,255.0,323.0,0.0,0.0,0.9999825954437256,0.034981150180101395
rect_v9_0065,184,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.7495145631067961,0.8568257491675916,0.04772727272727273,1.773319203698884,461.0,440.0,0.0,0.0,0.9999181032180786,0.06633131951093674
rect_v9_0066,185,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.6380165289256199,0.7790110998990918,0.09423076923076923,3.264818806039644,471.0,520.0,0.0,4.931930974541912e-36,0.9999274015426636,0.06870850920677185
rect_v9_0068,187,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.8,0.6495176848874598,0.7875243664717348,0.19047619047619047,3.9812411075209178,459.0,567.0,0.0,0.0,0.9999942779541016,0.06327701359987259
