model,selected_model,seed,split,subset,sample_count,selection_score,best_epoch,total_normalized_mae,dimension_mae_mm,L_mae_mm,W_mae_mm,D_mae_mm,burial_depth_mae_mm,center_xyz_component_mae_mm,center_x_mae_mm,center_y_mae_mm,center_z_mae_mm,shape_accuracy,shape_macro_f1
old_B2_v2_artifact,False,2026,train,all,240,,,0.2744836211204529,0.4152991771697998,0.4567670524120331,0.7293985486030579,0.0597318671643734,0.3128109574317932,1.090436577796936,1.6527276039123535,1.2132184505462646,0.40536385774612427,0.8333333333333334,0.8477903702622803
old_B2_v2_artifact,False,2026,train,source_v2,160,,,0.05682247877120972,0.09007731080055237,0.12912172079086304,0.12929469347000122,0.011815517209470272,0.039660777896642685,0.3377147614955902,0.6968815326690674,0.24336731433868408,0.07289543002843857,1.0,1.0
old_B2_v2_artifact,False,2026,train,hardcase_topup,80,,,0.7098058462142944,1.06574285030365,1.1120575666427612,1.929606556892395,0.1555645912885666,0.8591113686561584,2.5958802700042725,3.564419984817505,3.1529204845428467,1.0703006982803345,0.5,0.5965608465608466
old_B2_v2_artifact,False,2026,val,all,60,,,0.40126049518585205,0.6356289386749268,0.9891110062599182,0.8211630582809448,0.09661263227462769,0.4228484034538269,1.3947070837020874,1.993872880935669,1.6142992973327637,0.5759496688842773,0.8,0.800163906142167
old_B2_v2_artifact,False,2026,val,source_v2,40,,,0.23987606167793274,0.40002620220184326,0.721444845199585,0.4171812832355499,0.06145248934626579,0.18651755154132843,0.8896825313568115,1.3333133459091187,1.0398542881011963,0.29588019847869873,1.0,1.0
old_B2_v2_artifact,False,2026,val,hardcase_topup,20,,,0.7240293622016907,1.1068342924118042,1.5244433879852295,1.629126787185669,0.16693291068077087,0.8955101370811462,2.4047560691833496,3.3149919509887695,2.763188600540161,1.136088490486145,0.4,0.3101851851851852
old_B2_v2_artifact,False,2026,test,all,60,,,0.5150468945503235,0.777880847454071,0.9150260090827942,1.3080086708068848,0.11060803383588791,0.5575736165046692,2.1744518280029297,3.462409257888794,2.305640697479248,0.7553059458732605,0.8333333333333334,0.8411425176131058
old_B2_v2_artifact,False,2026,test,source_v2,40,,,0.39923492074012756,0.6410641074180603,0.8486037850379944,0.9846185445785522,0.08997005224227905,0.4132470190525055,1.4663500785827637,2.001783847808838,1.8698076009750366,0.5274590849876404,0.975,0.9753086419753086
old_B2_v2_artifact,False,2026,test,hardcase_topup,20,,,0.7466709613800049,1.0515146255493164,1.0478705167770386,1.9547890424728394,0.15188398957252502,0.8462269902229309,3.590655565261841,6.383660316467285,3.1773064136505127,1.210999846458435,0.55,0.584640522875817
