candidate,seed,epoch,train_loss,val_selection_score,val_total_normalized_mae,val_shape_accuracy
internal_conv1d_multitask,42,59,0.031640782579779626,0.3078085267543793,0.2990585267543793,0.975
internal_conv1d_multitask,42,60,0.03081077504903078,0.30566089034080507,0.28816089034080505,0.95
internal_conv1d_multitask,42,61,0.028472146298736335,0.3186380732059479,0.3011380732059479,0.95
internal_conv1d_multitask,42,62,0.025612124335020782,0.2918494641780853,0.2918494641780853,1.0
internal_conv1d_multitask,42,63,0.026202926086261867,0.31124399781227113,0.2937439978122711,0.95
internal_conv1d_multitask,42,64,0.03024336937814951,0.30449853181838993,0.2957485318183899,0.975
internal_conv1d_multitask,42,65,0.022808501357212664,0.2966344225406647,0.2791344225406647,0.95
internal_conv1d_multitask,42,66,0.02004809891805053,0.29110334992408754,0.2736033499240875,0.95
internal_conv1d_multitask,42,67,0.020326914032921195,0.3082233536243439,0.29072335362434387,0.95
internal_conv1d_multitask,42,68,0.02378036305308342,0.2951286733150482,0.2951286733150482,1.0
internal_conv1d_multitask,42,69,0.02015744070522487,0.2889433586597443,0.28019335865974426,0.975
internal_conv1d_multitask,42,70,0.01972082662396133,0.2870802664756775,0.2783302664756775,0.975
internal_conv1d_multitask,42,71,0.017149192793294788,0.2825925731658936,0.27384257316589355,0.975
internal_conv1d_multitask,42,72,0.018445474561303854,0.294665561914444,0.27716556191444397,0.95
internal_conv1d_multitask,42,73,0.018466363474726678,0.29623768568038944,0.2874876856803894,0.975
internal_conv1d_multitask,42,74,0.018258895981125532,0.3057022857666016,0.28820228576660156,0.95
internal_conv1d_multitask,42,75,0.017957342276349663,0.27111784458160404,0.262367844581604,0.975
internal_conv1d_multitask,42,76,0.018913970980793237,0.2975866281986237,0.28883662819862366,0.975
internal_conv1d_multitask,42,77,0.020382195198908448,0.30317424416542055,0.28567424416542053,0.95
internal_conv1d_multitask,42,78,0.02087944857776165,0.3145719337463379,0.2970719337463379,0.95
internal_conv1d_multitask,42,79,0.015954326558858156,0.2795197832584381,0.2620197832584381,0.95
internal_conv1d_multitask,42,80,0.016124117514118554,0.2809811317920685,0.2722311317920685,0.975
internal_conv1d_multitask,42,81,0.015714332298375665,0.2871820116043091,0.2784320116043091,0.975
internal_conv1d_multitask,42,82,0.013434798736125231,0.29352859497070316,0.2847785949707031,0.975
internal_conv1d_multitask,42,83,0.016190102137625218,0.2798976171016693,0.2623976171016693,0.95
internal_conv1d_multitask,42,84,0.01876306040212512,0.29841809153556825,0.28091809153556824,0.95
internal_conv1d_multitask,42,85,0.015394436405040323,0.29379264354705814,0.2850426435470581,0.975
internal_conv1d_multitask,42,86,0.01707023091148585,0.27802263379096986,0.26052263379096985,0.95
internal_conv1d_multitask,42,87,0.016130351135507225,0.30470933198928835,0.28720933198928833,0.95
internal_conv1d_multitask,42,88,0.015573926316574217,0.2723975265026093,0.26364752650260925,0.975
internal_conv1d_multitask,42,89,0.013637761701829731,0.29959516406059267,0.28209516406059265,0.95
internal_conv1d_multitask,42,90,0.017058899533003567,0.27971047163009644,0.27971047163009644,1.0
internal_conv1d_multitask,42,91,0.016468088235706092,0.28656952261924745,0.26906952261924744,0.95
internal_conv1d_multitask,42,92,0.016011749999597667,0.2884405338764191,0.27969053387641907,0.975
internal_conv1d_multitask,42,93,0.014589358773082494,0.28974239706993105,0.27224239706993103,0.95
internal_conv1d_multitask,42,94,0.016256459057331085,0.2883609020709992,0.27961090207099915,0.975
internal_conv1d_multitask,42,95,0.015124676562845708,0.266475328207016,0.257725328207016,0.975
internal_conv1d_multitask,42,96,0.014050322771072387,0.26788292169570926,0.25913292169570923,0.975
internal_conv1d_multitask,42,97,0.013185599632561208,0.2752342987060547,0.2577342987060547,0.95
internal_conv1d_multitask,42,98,0.014393353764899076,0.2854952085018158,0.2679952085018158,0.95
internal_conv1d_multitask,42,99,0.016060454538092017,0.2937061953544617,0.27620619535446167,0.95
internal_conv1d_multitask,42,100,0.016692494438029826,0.3153457808494568,0.2978457808494568,0.95
internal_conv1d_multitask,42,101,0.01404074700549245,0.3194380569458008,0.3019380569458008,0.95
internal_conv1d_multitask,42,102,0.014120856625959277,0.28162554740905765,0.2728755474090576,0.975
internal_conv1d_multitask,42,103,0.015281943883746863,0.2869808542728424,0.2694808542728424,0.95
internal_conv1d_multitask,42,104,0.01343789293896407,0.3121023941040039,0.2946023941040039,0.95
internal_conv1d_multitask,42,105,0.01363834273070097,0.29145650744438173,0.2739565074443817,0.95
internal_conv1d_multitask,42,106,0.011128921201452613,0.283876405954361,0.26637640595436096,0.95
internal_conv1d_multitask,42,107,0.011645301594398916,0.2954696583747864,0.2779696583747864,0.95
internal_conv1d_multitask,42,108,0.01150475675240159,0.2784739899635315,0.2609739899635315,0.95
internal_conv1d_multitask,42,109,0.012687126384116709,0.2931067216396332,0.2756067216396332,0.95
internal_conv1d_multitask,42,110,0.011411666870117188,0.26423773169517517,0.26423773169517517,1.0
internal_conv1d_multitask,42,111,0.012783317803405225,0.2790676820278168,0.2615676820278168,0.95
internal_conv1d_multitask,42,112,0.013425761833786964,0.2889100480079651,0.2714100480079651,0.95
internal_conv1d_multitask,42,113,0.01757655942346901,0.30538211941719057,0.28788211941719055,0.95
internal_conv1d_multitask,42,114,0.014630423719063401,0.3025701725482941,0.29382017254829407,0.975
internal_conv1d_multitask,42,115,0.015572530077770352,0.25704923272132874,0.25704923272132874,1.0
internal_conv1d_multitask,42,116,0.013347280840389431,0.30093826532363893,0.2834382653236389,0.95
internal_conv1d_multitask,42,117,0.012892267247661949,0.2828753757476807,0.26537537574768066,0.95
internal_conv1d_multitask,42,118,0.011239719158038498,0.2822482752799988,0.2647482752799988,0.95
internal_conv1d_multitask,42,119,0.011516133602708579,0.26348167657852173,0.26348167657852173,1.0
internal_conv1d_multitask,42,120,0.013723060954362154,0.2697177016735077,0.2609677016735077,0.975
internal_conv1d_multitask,42,121,0.010540356300771237,0.27315028190612795,0.25565028190612793,0.95
internal_conv1d_multitask,42,122,0.012763982894830406,0.2678603231906891,0.2678603231906891,1.0
internal_conv1d_multitask,42,123,0.013763871463015675,0.2664386117458344,0.25768861174583435,0.975
internal_conv1d_multitask,42,124,0.012422601156868041,0.2871271538734436,0.2696271538734436,0.95
internal_conv1d_multitask,42,125,0.010984388832002877,0.27368532299995424,0.2561853229999542,0.95
internal_conv1d_multitask,42,126,0.013033694727346301,0.26943431138992313,0.2606843113899231,0.975
internal_conv1d_multitask,42,127,0.01184521361719817,0.2803864943981171,0.26288649439811707,0.95
internal_conv1d_multitask,42,128,0.013105604378506542,0.2945920991897583,0.2770920991897583,0.95
internal_conv1d_multitask,42,129,0.010951006482355297,0.2822777795791626,0.2647777795791626,0.95
internal_conv1d_multitask,42,130,0.011640325817279518,0.2938446867465973,0.2763446867465973,0.95
internal_conv1d_multitask,42,131,0.01206246402580291,0.28442792773246767,0.26692792773246765,0.95
internal_conv1d_multitask,42,132,0.01042459113523364,0.262596430182457,0.24509643018245697,0.95
internal_conv1d_multitask,42,133,0.011538642412051558,0.2889047729969025,0.27140477299690247,0.95
internal_conv1d_multitask,42,134,0.010820793476887048,0.28584440231323244,0.2683444023132324,0.95
internal_conv1d_multitask,42,135,0.009855640912428498,0.27285023212432863,0.2553502321243286,0.95
internal_conv1d_multitask,42,136,0.011081000533886253,0.27820824265480043,0.2607082426548004,0.95
internal_conv1d_multitask,42,137,0.01111850303132087,0.2636771219968796,0.24617712199687958,0.95
internal_conv1d_multitask,42,138,0.010064411256462336,0.26726865768432617,0.26726865768432617,1.0
internal_conv1d_multitask,42,139,0.01081470944918692,0.26236833810806276,0.24486833810806274,0.95
internal_conv1d_multitask,42,140,0.010160417435690761,0.2572064697742462,0.2572064697742462,1.0
internal_conv1d_multitask,42,141,0.010827941843308509,0.2711318600177765,0.2536318600177765,0.95
internal_conv1d_multitask,42,142,0.010786468023434281,0.2750898385047913,0.26633983850479126,0.975
internal_conv1d_multitask,42,143,0.013247395912185312,0.2784580159187317,0.2609580159187317,0.95
internal_conv1d_multitask,42,144,0.00930930117610842,0.2730979108810425,0.2643479108810425,0.975
internal_conv1d_multitask,42,145,0.008832158637233078,0.2620277571678162,0.24452775716781616,0.95
internal_conv1d_multitask,42,146,0.010214659897610546,0.25591399610042576,0.24716399610042572,0.975
internal_conv1d_multitask,42,147,0.009877439239062369,0.26028306126594547,0.25153306126594543,0.975
internal_conv1d_multitask,42,148,0.009818070870824157,0.26224130392074585,0.26224130392074585,1.0
internal_conv1d_multitask,42,149,0.011812410061247646,0.24560001492500305,0.24560001492500305,1.0
internal_conv1d_multitask,42,150,0.010550276166759432,0.26693634867668153,0.24943634867668152,0.95
internal_conv1d_multitask,42,151,0.009835247043520212,0.26751816272735596,0.26751816272735596,1.0
internal_conv1d_multitask,42,152,0.014796444796957076,0.2704546618461609,0.2529546618461609,0.95
internal_conv1d_multitask,42,153,0.012929896055720747,0.29179585814476017,0.28304585814476013,0.975
internal_conv1d_multitask,42,154,0.014988336199894547,0.2833038651943207,0.2745538651943207,0.975
internal_conv1d_multitask,42,155,0.0121367679676041,0.26545561194419864,0.2567056119441986,0.975
internal_conv1d_multitask,42,156,0.010613817838020623,0.28068302750587465,0.26318302750587463,0.95
internal_conv1d_multitask,42,157,0.014276869501918555,0.2510271370410919,0.2510271370410919,1.0
internal_conv1d_multitask,42,158,0.012764619337394834,0.25456809997558594,0.25456809997558594,1.0
internal_conv1d_multitask,42,159,0.010377029073424637,0.26577158451080324,0.24827158451080322,0.95
internal_conv1d_multitask,42,160,0.01118089051451534,0.2863076496124268,0.26880764961242676,0.95
internal_conv1d_multitask,42,161,0.011926523875445127,0.27383764266967775,0.25633764266967773,0.95
internal_conv1d_multitask,42,162,0.011175784515216947,0.27245915770530704,0.263709157705307,0.975
internal_conv1d_multitask,42,163,0.00971415308304131,0.2706765401363373,0.2531765401363373,0.95
internal_conv1d_multitask,42,164,0.009879940189421177,0.26946500778198246,0.2607150077819824,0.975
internal_conv1d_multitask,42,165,0.013994032656773925,0.25667011737823486,0.25667011737823486,1.0
internal_conv1d_multitask,42,166,0.012063252413645387,0.2748905885219574,0.2573905885219574,0.95
internal_conv1d_multitask,42,167,0.011320279072970152,0.2756174671649933,0.2581174671649933,0.95
internal_conv1d_multitask,42,168,0.011800986365415156,0.2527201473712921,0.2527201473712921,1.0
internal_conv1d_multitask,42,169,0.01121554037090391,0.27084100246429443,0.27084100246429443,1.0
internal_conv1d_multitask,42,170,0.011336709070019425,0.27876178264617923,0.2700117826461792,0.975
internal_conv1d_multitask,42,171,0.011347229569219052,0.2607894921302796,0.25203949213027954,0.975
internal_conv1d_multitask,42,172,0.008623089536558836,0.26405734658241276,0.2553073465824127,0.975
internal_conv1d_multitask,42,173,0.008380242926068603,0.24754028022289276,0.24754028022289276,1.0
internal_conv1d_multitask,42,174,0.008960935636423528,0.27059051394462585,0.27059051394462585,1.0
internal_conv1d_multitask,42,175,0.009761004033498466,0.25901953220367435,0.2502695322036743,0.975
internal_conv1d_multitask,42,176,0.011010063113644719,0.27887551665306093,0.2613755166530609,0.95
internal_conv1d_multitask,42,177,0.010071294009685516,0.25773295760154724,0.25773295760154724,1.0
internal_conv1d_multitask,42,178,0.01141309782397002,0.24801663398742677,0.23926663398742676,0.975
internal_conv1d_multitask,42,179,0.009572774218395353,0.26309777140617374,0.2543477714061737,0.975
internal_conv1d_multitask,42,180,0.009485061909072102,0.2586707490682602,0.2411707490682602,0.95
internal_conv1d_multitask,42,181,0.011973565560765564,0.2497279793024063,0.2497279793024063,1.0
internal_conv1d_multitask,42,182,0.010804814705625176,0.26478466391563416,0.26478466391563416,1.0
internal_conv1d_multitask,42,183,0.013061850238591433,0.2619093358516693,0.2619093358516693,1.0
internal_conv1d_multitask,42,184,0.012368706101551653,0.26940837502479553,0.26940837502479553,1.0
internal_conv1d_multitask,42,185,0.012255807616747915,0.2888158130645752,0.2713158130645752,0.95
internal_conv1d_multitask,42,186,0.011779259168542921,0.2561120092868805,0.2561120092868805,1.0
internal_conv1d_multitask,42,187,0.01255892354529351,0.24620190262794495,0.24620190262794495,1.0
internal_conv1d_multitask,42,188,0.013085790420882404,0.2649630010128021,0.2649630010128021,1.0
internal_conv1d_multitask,42,189,0.011975087807513773,0.28916089415550233,0.2716608941555023,0.95
internal_conv1d_multitask,42,190,0.012135584396310151,0.2728242957592011,0.26407429575920105,0.975
internal_conv1d_multitask,42,191,0.010958301508799196,0.2731746816635132,0.2644246816635132,0.975
internal_conv1d_multitask,42,192,0.00851986960042268,0.2631246745586395,0.2631246745586395,1.0
internal_conv1d_multitask,42,193,0.009376086085103453,0.26453341722488405,0.24703341722488403,0.95
internal_conv1d_multitask,42,194,0.010578497685492039,0.2553015351295471,0.2553015351295471,1.0
internal_conv1d_multitask,42,195,0.011347400117665529,0.23862165212631226,0.23862165212631226,1.0
internal_conv1d_multitask,42,196,0.010019638203084468,0.25622447669506077,0.24747447669506073,0.975
internal_conv1d_multitask,42,197,0.010914561664685607,0.2806499171257019,0.2631499171257019,0.95
internal_conv1d_multitask,42,198,0.009448515134863555,0.2507336735725403,0.2507336735725403,1.0
internal_conv1d_multitask,42,199,0.011016639228910208,0.27753822684288026,0.26003822684288025,0.95
internal_conv1d_multitask,42,200,0.010865020379424096,0.27283647656440735,0.27283647656440735,1.0
internal_conv1d_multitask,42,201,0.011036650626920164,0.25604990959167484,0.2472999095916748,0.975
internal_conv1d_multitask,42,202,0.011306095169857144,0.27269623517990116,0.2639462351799011,0.975
internal_conv1d_multitask,42,203,0.011357345734722912,0.27819162607192993,0.27819162607192993,1.0
internal_conv1d_multitask,42,204,0.011598381213843822,0.26119185328483585,0.2524418532848358,0.975
internal_conv1d_multitask,42,205,0.010146284219808876,0.2749918866157532,0.2574918866157532,0.95
internal_conv1d_multitask,42,206,0.009584516217000783,0.25626450777053833,0.25626450777053833,1.0
internal_conv1d_multitask,42,207,0.010267191985622048,0.2647652643918991,0.2472652643918991,0.95
internal_conv1d_multitask,42,208,0.010072703589685261,0.2712369430065155,0.2537369430065155,0.95
internal_conv1d_multitask,42,209,0.01111492570489645,0.25695371627807617,0.25695371627807617,1.0
internal_conv1d_multitask,42,210,0.011460534995421767,0.27076608777046207,0.26201608777046204,0.975
internal_conv1d_multitask,42,211,0.01009242415893823,0.2597413676977158,0.24224136769771576,0.95
internal_conv1d_multitask,42,212,0.009521813865285366,0.2570357191562653,0.23953571915626526,0.95
internal_conv1d_multitask,42,213,0.00781887051416561,0.2602656948566437,0.24276569485664368,0.95
internal_conv1d_multitask,42,214,0.009777023992501199,0.28627674460411073,0.2687767446041107,0.95
internal_conv1d_multitask,42,215,0.011042655049823224,0.27477336764335636,0.2660233676433563,0.975
internal_conv1d_multitask,42,216,0.008891908614896239,0.263581612110138,0.25483161211013794,0.975
internal_conv1d_multitask,42,217,0.009641902579460293,0.26765899538993837,0.25015899538993835,0.95
internal_conv1d_multitask,42,218,0.010489981062710286,0.2396320402622223,0.2396320402622223,1.0
internal_conv1d_multitask,42,219,0.009820561553351582,0.26813429594039917,0.26813429594039917,1.0
internal_conv1d_multitask,42,220,0.013152761943638324,0.2553035318851471,0.2553035318851471,1.0
internal_conv1d_multitask,42,221,0.011298902798444033,0.2544568181037903,0.2544568181037903,1.0
internal_conv1d_multitask,42,222,0.009729351010173559,0.269491800069809,0.26074180006980896,0.975
internal_conv1d_multitask,42,223,0.009258114686235785,0.24691401422023773,0.24691401422023773,1.0
internal_conv1d_multitask,42,224,0.008763640676625073,0.2675020480155945,0.2587520480155945,0.975
internal_conv1d_multitask,42,225,0.009416930004954338,0.25368544459342957,0.25368544459342957,1.0
internal_conv1d_multitask,42,226,0.00845464870799333,0.2725748205184937,0.26382482051849365,0.975
internal_conv1d_multitask,42,227,0.010682719596661627,0.25177601814270023,0.2430260181427002,0.975
internal_conv1d_multitask,42,228,0.00921432429458946,0.2688654363155365,0.2688654363155365,1.0
internal_conv1d_multitask,42,229,0.009497401840053498,0.26562251329422,0.24812251329421997,0.95
internal_conv1d_multitask,42,230,0.011027164058759809,0.2787930536270142,0.26129305362701416,0.95
internal_conv1d_multitask,42,231,0.010447480017319322,0.25864487886428833,0.25864487886428833,1.0
internal_conv1d_multitask,42,232,0.009210317931137978,0.2629018443822861,0.24540184438228607,0.95
internal_conv1d_multitask,42,233,0.008413848700001836,0.2452823668718338,0.2452823668718338,1.0
internal_conv1d_multitask,42,234,0.008817833452485501,0.24877223372459412,0.24877223372459412,1.0
internal_conv1d_multitask,42,235,0.008961157989688218,0.2683793985843659,0.25962939858436584,0.975
internal_conv1d_multitask,42,236,0.008503553760237991,0.2453283816576004,0.2453283816576004,1.0
internal_conv1d_multitask,42,237,0.009319631336256861,0.26070741653442386,0.25195741653442383,0.975
internal_conv1d_multitask,42,238,0.00948295216076076,0.24300558865070343,0.24300558865070343,1.0
internal_conv1d_multitask,42,239,0.008332156483083964,0.2592124426364899,0.25046244263648987,0.975
internal_conv1d_multitask,42,240,0.008156275458168239,0.2572861844301224,0.24853618443012238,0.975
internal_conv1d_multitask,42,241,0.008786603761836886,0.274746128320694,0.26599612832069397,0.975
internal_conv1d_multitask,42,242,0.00984926735982299,0.2502570086717606,0.24150700867176056,0.975
internal_conv1d_multitask,42,243,0.008304497669450938,0.272245683670044,0.26349568367004395,0.975
internal_conv1d_multitask,42,244,0.008975692931562662,0.2661562049388886,0.25740620493888855,0.975
internal_conv1d_multitask,42,245,0.008404451864771545,0.2695845448970795,0.26083454489707947,0.975
internal_conv1d_multitask,42,246,0.012074911477975547,0.26256564259529114,0.26256564259529114,1.0
internal_conv1d_multitask,42,247,0.012365907593630255,0.28815025925636295,0.2794002592563629,0.975
internal_conv1d_multitask,42,248,0.012073562340810895,0.26666054964065555,0.2579105496406555,0.975
internal_conv1d_multitask,42,249,0.011953757470473647,0.2698836410045624,0.2611336410045624,0.975
internal_conv1d_multitask,42,250,0.0095818932633847,0.24818618595600128,0.24818618595600128,1.0
internal_conv1d_multitask,42,251,0.009637840674258769,0.2627094173431397,0.25395941734313965,0.975
internal_conv1d_multitask,42,252,0.009131322440225631,0.28128454923629764,0.2725345492362976,0.975
internal_conv1d_multitask,42,253,0.010057319176848978,0.2597760260105133,0.2597760260105133,1.0
internal_conv1d_multitask,42,254,0.013494918146170676,0.2828751373291016,0.26537513732910156,0.95
internal_conv1d_multitask,42,255,0.013193900394253433,0.28558100104331974,0.2768310010433197,0.975
internal_conv1d_multitask,42,256,0.012708906433545053,0.25745514035224915,0.25745514035224915,1.0
internal_conv1d_multitask,42,257,0.01103703323751688,0.2732926177978516,0.25579261779785156,0.95
internal_conv1d_multitask,42,258,0.008912667282857,0.26222226202487947,0.24472226202487946,0.95
internal_conv1d_multitask,42,259,0.010253928019665182,0.2614439129829407,0.2614439129829407,1.0
internal_conv1d_multitask,42,260,0.009364139987155795,0.2636587703227997,0.2549087703227997,0.975
internal_conv1d_multitask,42,261,0.009679189906455577,0.2727434504032135,0.2552434504032135,0.95
internal_conv1d_multitask,42,262,0.010824152966961265,0.2588457250595093,0.2500957250595093,0.975
internal_conv1d_multitask,42,263,0.010047351580578835,0.2460206151008606,0.2460206151008606,1.0
internal_conv1d_multitask,42,264,0.01043982666451484,0.28627219319343566,0.26002219319343567,0.925
internal_conv1d_multitask,42,265,0.009104336553718895,0.27084060192108156,0.25334060192108154,0.95
internal_conv1d_multitask,42,266,0.011905258009210228,0.28686742663383485,0.26936742663383484,0.95
internal_conv1d_multitask,42,267,0.011062096362002194,0.2675681495666504,0.2588181495666504,0.975
internal_conv1d_multitask,42,268,0.009878686582669615,0.274780490398407,0.266030490398407,0.975
internal_conv1d_multitask,42,269,0.00963365831412375,0.2475821077823639,0.2475821077823639,1.0
internal_conv1d_multitask,42,270,0.009115529665723442,0.2687904703617096,0.2512904703617096,0.95
internal_conv1d_multitask,42,271,0.009601568640209734,0.28526286959648134,0.2677628695964813,0.95
internal_conv1d_multitask,42,272,0.00909512049984187,0.2572563588619232,0.2572563588619232,1.0
internal_conv1d_multitask,42,273,0.00935313121881336,0.26022300124168396,0.26022300124168396,1.0
internal_conv1d_multitask,42,274,0.009944071923382581,0.2597050666809082,0.2597050666809082,1.0
internal_conv1d_multitask,42,275,0.01122782148886472,0.25862452387809753,0.25862452387809753,1.0
internal_conv1d_multitask,42,276,0.009354392252862453,0.2771472203731537,0.2596472203731537,0.95
internal_conv1d_multitask,42,277,0.010382703877985478,0.2548784613609314,0.2548784613609314,1.0
internal_conv1d_multitask,42,278,0.011553744878619909,0.2819868326187134,0.2819868326187134,1.0
internal_conv1d_multitask,42,279,0.011760717607103288,0.2683701300621033,0.25962013006210327,0.975
internal_conv1d_multitask,42,280,0.008999597653746605,0.26243120431900024,0.26243120431900024,1.0
internal_conv1d_multitask,42,281,0.008958807727321983,0.2526392936706543,0.2526392936706543,1.0
internal_conv1d_multitask,42,282,0.007532501209061593,0.25191548466682434,0.25191548466682434,1.0
internal_conv1d_multitask,42,283,0.007318993390072137,0.24076655507087708,0.24076655507087708,1.0
internal_conv1d_multitask,42,284,0.007734867231920362,0.24690818786621094,0.24690818786621094,1.0
internal_conv1d_multitask,42,285,0.008895511296577752,0.2557641267776489,0.2557641267776489,1.0
internal_conv1d_multitask,42,286,0.008440625271759927,0.24820606410503387,0.24820606410503387,1.0
internal_conv1d_multitask,42,287,0.008911339694168418,0.25340840220451355,0.25340840220451355,1.0
internal_conv1d_multitask,42,288,0.008680218085646629,0.25221484899520874,0.25221484899520874,1.0
internal_conv1d_multitask,42,289,0.008526566124055534,0.2580563426017761,0.2580563426017761,1.0
internal_conv1d_multitask,42,290,0.007813885109499097,0.2495759129524231,0.2495759129524231,1.0
internal_conv1d_multitask,42,291,0.008183793141506612,0.2514154613018036,0.2514154613018036,1.0
internal_conv1d_multitask,42,292,0.008352340117562562,0.24422655999660492,0.24422655999660492,1.0
internal_conv1d_multitask,42,293,0.008037537382915617,0.23690207302570343,0.23690207302570343,1.0
internal_conv1d_multitask,42,294,0.008802347257733345,0.2677179062366486,0.25896790623664856,0.975
internal_conv1d_multitask,42,295,0.009309320850297809,0.2544350326061249,0.2544350326061249,1.0
internal_conv1d_multitask,42,296,0.007865930208936334,0.2643465995788574,0.2643465995788574,1.0
