candidate,lambda_forward,seed,split,group_type,group,threshold,n,iou,dice,area_error,center_error,pred_area_zero,pred_area_lt_true,pred_area_gt_true,bz_mse,composite,macro_area_composite
current_grid_baseline_test_mean,,mean,test,defect_type,rotated_rect,0.9,63,0.38268485273385605,0.5320205602099596,0.2164008245280157,1.200232280644948,0.0,39.666666666666664,23.333333333333332,0.32515537341632855,0.6983045884157999,0.5322267157820938
current_grid_baseline_test_std,,sample_std,test,defect_type,rotated_rect,0.9,63,0.00920530505933732,0.007104954684332351,0.017990471267559316,0.016141006480472363,0.0,5.686240703077327,5.686240703077327,0.014830838463939101,0.034138073646740506,0.0027295631289113906
current_grid_baseline_test_mean,,mean,test,overall,all,0.9,200,0.33909393521144,0.4811984614955769,0.2885330098381234,1.2489396608815928,1.3333333333333333,114.66666666666667,84.33333333333333,0.33232671608449893,0.5317593868688935,0.5322267157820938
current_grid_baseline_test_std,,sample_std,test,overall,all,0.9,200,0.004829871640553664,0.004134346535408789,0.011635553939120094,0.011914216604778977,1.1547005383792517,18.44812546936228,17.21433511156714,0.014943453141292595,0.0028923642079629417,0.0027295631289113906
current_grid_baseline_test_mean,,mean,test,signal_bin,low_signal,0.9,67,0.26044215911623037,0.3888008987423335,0.3719159114230787,1.3654156336257888,1.3333333333333333,39.0,27.333333333333332,0.3457368284866993,0.2773271464354851,0.5322267157820938
current_grid_baseline_test_std,,sample_std,test,signal_bin,low_signal,0.9,67,0.014574374336080116,0.017297772752583082,0.032092584173727665,0.016957040760007903,1.1547005383792517,6.557438524302,5.507570547286102,0.025932465850577974,0.013709176197462957,0.0027295631289113906
current_grid_baseline_test_mean,,mean,test,signal_bin,non_low_signal,0.9,133,0.37871550662782383,0.5277446021306692,0.24652808949081506,1.1913852322132403,0.0,75.66666666666667,57.0,0.32557124592699954,0.6599320192676781,0.5322267157820938
current_grid_baseline_test_std,,sample_std,test,signal_bin,non_low_signal,0.9,133,0.004640555165660333,0.0048583511475075464,0.001977676588904789,0.02427708301011689,0.0,12.503332889007368,12.165525060596439,0.012527246542270323,0.008150322702830323,0.0027295631289113906
lambda_0p02_val,0.02,42,val,overall,all,0.5,200,0.3735760156043915,0.5227898442313282,0.6149157369819407,1.1253461402282119,0,33,167,0.3250180913391523,0.2814501228537791,0.2824000843152007
lambda_0p02_val,0.02,42,val,area_bin,small,0.5,67,0.2782084820902407,0.41034156520709364,1.089039930261877,1.1792165722642372,0,4,63,0.31438191634700147,-0.4004898829645427,0.2824000843152007
lambda_0p02_val,0.02,42,val,area_bin,medium,0.5,66,0.41173378599021737,0.5671540337170797,0.5064954431077471,1.2035758252622504,0,3,63,0.27250398743446125,0.47239237659955,0.2824000843152007
lambda_0p02_val,0.02,42,val,area_bin,large,0.5,67,0.43135529769369896,0.591536085851688,0.2475936242347923,0.9944136303974621,0,26,41,0.3873845776404018,0.7752977593105947,0.2824000843152007
lambda_0p02_val,0.02,42,val,signal_bin,low_signal,0.5,67,0.2963948200931111,0.4278667247214032,0.8837216004737959,1.299033403507809,0,11,56,0.3500062439576792,-0.15946005565928167,0.2824000843152007
lambda_0p02_val,0.02,42,val,signal_bin,non_low_signal,0.5,133,0.41245676823037486,0.5706082578190347,0.47950225687702114,1.0378495489520239,0,22,111,0.31243007460651095,0.5035627691723885,0.2824000843152007
lambda_0p02_val,0.02,42,val,defect_type,multi_defect,0.5,71,0.4084702113335442,0.5674983863088683,0.32735673573327645,1.0408489728267765,0,26,45,0.39714201823086803,0.6486118619091361,0.2824000843152007
lambda_0p02_val,0.02,42,val,defect_type,polygon,0.5,72,0.2933495064820411,0.4261831776028044,0.9450251033765993,1.2646868128536477,0,3,69,0.2688798170937743,-0.2254924192917538,0.2824000843152007
lambda_0p02_val,0.02,42,val,defect_type,rotated_rect,0.5,57,0.4314500640261351,0.5891297303672642,0.556123012565094,1.0545877271838355,0,4,53,0.3060910200471418,0.4644567818283054,0.2824000843152007
lambda_0p02_val,0.02,42,val,overall,all,0.6,200,0.37255174543629854,0.5207434522716908,0.5403661142952395,1.1326324384473265,0,42,158,0.3250180913391523,0.35292908341274987,0.35390614474091775
lambda_0p02_val,0.02,42,val,area_bin,small,0.6,67,0.28064162381933494,0.4113767810429357,0.9620754670740816,1.184820925955897,0,5,62,0.31438191634700147,-0.270057062211811,0.35390614474091775
lambda_0p02_val,0.02,42,val,area_bin,medium,0.6,66,0.41026154269341825,0.5644679981086744,0.4254111304275707,1.216294321824204,0,6,60,0.27250398743446125,0.5493184103745219,0.35390614474091775
lambda_0p02_val,0.02,42,val,area_bin,large,0.6,67,0.4273149025910249,0.5870381828252083,0.23189599935619068,0.998030752388399,0,31,36,0.3873845776404018,0.7824570860600424,0.35390614474091775
lambda_0p02_val,0.02,42,val,signal_bin,low_signal,0.6,67,0.2963130767762572,0.4265507671160062,0.784536402982573,1.3099205960422309,0,15,52,0.3500062439576792,-0.06167255909030955,0.35390614474091775
lambda_0p02_val,0.02,42,val,signal_bin,non_low_signal,0.6,133,0.41095769130263526,0.5681939026884643,0.41736303653545503,1.0433218628168106,0,27,106,0.31243007460651095,0.5617885574556445,0.35390614474091775
lambda_0p02_val,0.02,42,val,defect_type,multi_defect,0.6,71,0.40452555780216937,0.563195644234855,0.3043323413871517,1.0535865392483457,0,30,41,0.39714201823086803,0.6633888606498727,0.35390614474091775
lambda_0p02_val,0.02,42,val,defect_type,polygon,0.6,72,0.29293298485684266,0.42435282322320694,0.8251012555093892,1.2697443638721273,0,4,68,0.2688798170937743,-0.10781544742933957,0.35390614474091775
lambda_0p02_val,0.02,42,val,defect_type,rotated_rect,0.6,57,0.43329578199321095,0.5896209902033785,0.47470765305059853,1.0578991088427996,0,8,49,0.3060910200471418,0.548209119145991,0.35390614474091775
lambda_0p02_val,0.02,42,val,overall,all,0.7,200,0.3708854176031501,0.5178671898025243,0.4630847791028965,1.1415202158875764,0,50,150,0.3250180913391523,0.4256678283027779,0.42665243784674417
lambda_0p02_val,0.02,42,val,area_bin,small,0.7,67,0.28357434508923135,0.4127869442841656,0.8210489743156479,1.189515602733217,0,5,62,0.31438191634700147,-0.12468768494225091,0.42665243784674417
lambda_0p02_val,0.02,42,val,area_bin,medium,0.7,66,0.40825369692804003,0.5609530356366517,0.34563238592468176,1.2304936931891874,0,11,55,0.27250398743446125,0.6235743466400099,0.42665243784674417
lambda_0p02_val,0.02,42,val,area_bin,large,0.7,67,0.4213859463044905,0.5805046618126383,0.22081995627465537,1.0058793140881097,0,34,33,0.3873845776404018,0.7810706518424735,0.42665243784674417
lambda_0p02_val,0.02,42,val,signal_bin,low_signal,0.7,67,0.2963349464105578,0.4252770218031106,0.6770024694927691,1.3223110842727013,0,16,51,0.3500062439576792,0.044609498720899254,0.42665243784674417
lambda_0p02_val,0.02,42,val,signal_bin,non_low_signal,0.7,133,0.4084409181287416,0.5645103571405747,0.3553217320643894,1.0504451167762727,0,34,99,0.31243007460651095,0.617629543204927,0.42665243784674417
lambda_0p02_val,0.02,42,val,defect_type,multi_defect,0.7,71,0.39872943883766343,0.5567649231007138,0.28538851265044757,1.0686861824401668,0,34,37,0.39714201823086803,0.6701058492879297,0.42665243784674417
lambda_0p02_val,0.02,42,val,defect_type,polygon,0.7,72,0.29197870174176266,0.42185308101492713,0.6983774040088301,1.2758387932036486,0,6,66,0.2688798170937743,0.01545437874785971,0.42665243784674417
lambda_0p02_val,0.02,42,val,defect_type,rotated_rect,0.7,57,0.435874155048228,0.5906966067943761,0.3872140058554697,1.0625777388351005,0,10,47,0.3060910200471418,0.6393567559871344,0.42665243784674417
lambda_0p02_val,0.02,42,val,overall,all,0.8,200,0.3659871792526264,0.510928300647064,0.3745746666599405,1.1559405819512905,0,70,130,0.3250180913391523,0.5023408132397498,0.503279043839012
lambda_0p02_val,0.02,42,val,area_bin,small,0.8,67,0.28462329265166697,0.4108877935634041,0.6404902192669147,1.1999863298860058,0,8,59,0.31438191634700147,0.05502086694815633,0.503279043839012
lambda_0p02_val,0.02,42,val,area_bin,medium,0.8,66,0.4007130976400094,0.5513758320237638,0.26116376597235247,1.2470882647868358,0,19,47,0.27250398743446125,0.6909251636914208,0.503279043839012
lambda_0p02_val,0.02,42,val,area_bin,large,0.8,67,0.4131434447555668,0.5711249708521838,0.22037731473029165,1.0221075643576794,0,43,24,0.3873845776404018,0.7638911008774589,0.503279043839012
lambda_0p02_val,0.02,42,val,signal_bin,low_signal,0.8,67,0.2925091907436305,0.41913074999971994,0.5477124341104762,1.343454193212648,0,20,47,0.3500062439576792,0.16392750663287425,0.503279043839012
lambda_0p02_val,0.02,42,val,signal_bin,non_low_signal,0.8,133,0.40300240654663183,0.5571721795445982,0.2873548890720766,1.061478837932411,0,50,83,0.31243007460651095,0.6728196970191535,0.503279043839012
lambda_0p02_val,0.02,42,val,defect_type,multi_defect,0.8,71,0.39003418053883465,0.5470326091299788,0.27692656360639506,1.0897482571677424,0,42,29,0.39714201823086803,0.6601402260624183,0.503279043839012
lambda_0p02_val,0.02,42,val,defect_type,polygon,0.8,72,0.287330873118314,0.4142068835782293,0.5415000812356877,1.2926634886922936,0,11,61,0.2688798170937743,0.16003767546085557,0.503279043839012
lambda_0p02_val,0.02,42,val,defect_type,rotated_rect,0.8,57,0.43538923101314764,0.5881306888342419,0.28535335906955317,1.0656880516754954,0,17,40,0.3060910200471418,0.7381665607778365,0.503279043839012
lambda_0p02_val,0.02,42,val,overall,all,0.85,200,0.3602860926933106,0.5036389292322785,0.32517234424798586,1.1578202364432753,1,81,119,0.3250180913391523,0.5387526776776033,0.5396425056280519
lambda_0p02_val,0.02,42,val,area_bin,small,0.85,67,0.28452210994286553,0.40809904479626524,0.5253364072973696,1.1872108874447418,1,13,54,0.31438191634700147,0.16728474744176114,0.5396425056280519
lambda_0p02_val,0.02,42,val,area_bin,medium,0.85,66,0.3924414965190832,0.5414856853845179,0.21631908618577222,1.2537369606169788,0,22,44,0.27250398743446125,0.7176080957178289,0.5396425056280519
lambda_0p02_val,0.02,42,val,area_bin,large,0.85,67,0.40437460301836753,0.5618969344735483,0.23223686376734998,1.0343831205990777,0,46,21,0.3873845776404018,0.7340346737245658,0.5396425056280519
lambda_0p02_val,0.02,42,val,signal_bin,low_signal,0.85,67,0.28732981002454033,0.41183136080518007,0.47245348331829007,1.3386535765320966,1,25,42,0.3500062439576792,0.22670768751143033,0.5396425056280519
lambda_0p02_val,0.02,42,val,signal_bin,non_low_signal,0.85,133,0.3970385057670519,0.5498878546805159,0.2509780862200883,1.0680833909856646,0,56,77,0.31243007460651095,0.6959482742274795,0.5396425056280519
lambda_0p02_val,0.02,42,val,defect_type,multi_defect,0.85,71,0.38097027899480096,0.537078050145327,0.2819639243075954,1.1028071637724486,0,42,29,0.39714201823086803,0.6360844048325325,0.5396425056280519
lambda_0p02_val,0.02,42,val,defect_type,polygon,0.85,72,0.2825941958102176,0.40721896878096,0.4436258759056715,1.286010169437234,1,17,55,0.2688798170937743,0.2461872886855061,0.5396425056280519
lambda_0p02_val,0.02,42,val,defect_type,rotated_rect,0.85,57,0.4326587128367645,0.5837803251562872,0.22936784488683426,1.0666701121811282,0,22,35,0.3060910200471418,0.7870711931062174,0.5396425056280519
lambda_0p02_val,0.02,42,val,overall,all,0.9,200,0.3461642479424385,0.4866525444044815,0.27735786735422396,1.169221258820526,1,111,88,0.3250180913391523,0.5554589249926961,0.5561300557541907
lambda_0p02_val,0.02,42,val,area_bin,small,0.9,67,0.27765426170039037,0.39633862761460903,0.3729316394850924,1.1881537187675184,1,21,46,0.31438191634700147,0.30106124982990695,0.5561300557541907
lambda_0p02_val,0.02,42,val,area_bin,medium,0.9,66,0.3715255844717066,0.5176357875671759,0.19880516398574974,1.2646646174517544,0,41,25,0.27250398743446125,0.6903562080531327,0.5561300557541907
lambda_0p02_val,0.02,42,val,area_bin,large,0.9,67,0.38969142506610305,0.5464456544967744,0.25916437018334504,1.0565525420121293,0,49,17,0.3873845776404018,0.6769727093795324,0.5561300557541907
lambda_0p02_val,0.02,42,val,signal_bin,low_signal,0.9,67,0.27497613652846875,0.39535787488957125,0.3911839181388453,1.3427130166779866,1,37,30,0.3500062439576792,0.27915009327919477,0.5561300557541907
lambda_0p02_val,0.02,42,val,signal_bin,non_low_signal,0.9,133,0.38202592812842323,0.5326430922052258,0.22001692447776058,1.0831276045453953,0,74,58,0.31243007460651095,0.6946520958558884,0.5561300557541907
lambda_0p02_val,0.02,42,val,defect_type,multi_defect,0.9,71,0.3669517801389446,0.5211125220585017,0.29812233349254874,1.1201504731262233,0,47,23,0.39714201823086803,0.5899419687048975,0.5561300557541907
lambda_0p02_val,0.02,42,val,defect_type,polygon,0.9,72,0.2688723644060864,0.3893306898349863,0.3233367838814733,1.2966025749510024,1,29,43,0.2688798170937743,0.3348662703595994,0.5561300557541907
lambda_0p02_val,0.02,42,val,defect_type,rotated_rect,0.9,57,0.4179028589716562,0.5666615815197136,0.1934147254983817,1.0716765630140639,0,35,22,0.3060910200471418,0.7911497149929881,0.5561300557541907
lambda_0p02_val,0.02,42,val,overall,all,0.95,200,0.28643209022311406,0.41537260979481117,0.38681299092372895,1.1791007279177306,3,176,23,0.3250180913391523,0.3149917090941963,0.31498575089818687
lambda_0p02_val,0.02,42,val,area_bin,small,0.95,67,0.21202672540574596,0.31094326478532974,0.4153370618981018,1.1588369514793158,3,57,9,0.31438191634700147,0.10763292829297388,0.31498575089818687
lambda_0p02_val,0.02,42,val,area_bin,medium,0.95,66,0.2941015812848625,0.42880876555493613,0.40911623514346895,1.27233321135017,0,61,5,0.27250398743446125,0.31379411169632965,0.31498575089818687
lambda_0p02_val,0.02,42,val,area_bin,large,0.95,67,0.3532824339945806,0.5065663386823783,0.3363185599717018,1.1066162172538132,0,58,9,0.3873845776404018,0.5235302127052571,0.31498575089818687
lambda_0p02_val,0.02,42,val,signal_bin,low_signal,0.95,67,0.19752619428207344,0.2969479529608966,0.5064069468753095,1.3110211016028188,3,61,6,0.3500062439576792,-0.011932799632339508,0.31498575089818687
lambda_0p02_val,0.02,42,val,signal_bin,non_low_signal,0.95,133,0.331219270885142,0.47503014368858765,0.32656641160977484,1.1156202473474623,0,115,17,0.31243007460651095,0.47968300296395483,0.31498575089818687
lambda_0p02_val,0.02,42,val,defect_type,multi_defect,0.95,71,0.33214950897990636,0.47896929268670196,0.35675283227592114,1.1732145151202107,0,57,14,0.39714201823086803,0.4543659693906872,0.31498575089818687
lambda_0p02_val,0.02,42,val,defect_type,polygon,0.95,72,0.21097969570493202,0.31484782226333385,0.3893688077436933,1.2586283982879873,3,64,7,0.2688798170937743,0.13645871022457257,0.31498575089818687
lambda_0p02_val,0.02,42,val,defect_type,rotated_rect,0.95,57,0.3247941195841115,0.463134367986778,0.4210279462387626,1.0901623393752073,0,55,2,0.3060910200471418,0.3669005413321268,0.31498575089818687
lambda_0p02_val_mean,0.02,mean,val,area_bin,large,0.5,67,0.43135529769369896,0.591536085851688,0.2475936242347923,0.9944136303974621,0.0,26.0,41.0,0.3873845776404018,0.7752977593105947,0.2824000843152007
lambda_0p02_val_std,0.02,sample_std,val,area_bin,large,0.5,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lambda_0p02_val_mean,0.02,mean,val,area_bin,medium,0.5,66,0.41173378599021737,0.5671540337170797,0.5064954431077471,1.2035758252622504,0.0,3.0,63.0,0.27250398743446125,0.47239237659955,0.2824000843152007
lambda_0p02_val_std,0.02,sample_std,val,area_bin,medium,0.5,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lambda_0p02_val_mean,0.02,mean,val,area_bin,small,0.5,67,0.2782084820902407,0.41034156520709364,1.089039930261877,1.1792165722642372,0.0,4.0,63.0,0.31438191634700147,-0.4004898829645427,0.2824000843152007
lambda_0p02_val_std,0.02,sample_std,val,area_bin,small,0.5,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lambda_0p02_val_mean,0.02,mean,val,defect_type,multi_defect,0.5,71,0.4084702113335442,0.5674983863088683,0.32735673573327645,1.0408489728267765,0.0,26.0,45.0,0.39714201823086803,0.6486118619091361,0.2824000843152007
lambda_0p02_val_std,0.02,sample_std,val,defect_type,multi_defect,0.5,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lambda_0p02_val_mean,0.02,mean,val,defect_type,polygon,0.5,72,0.2933495064820411,0.4261831776028044,0.9450251033765993,1.2646868128536477,0.0,3.0,69.0,0.2688798170937743,-0.2254924192917538,0.2824000843152007
lambda_0p02_val_std,0.02,sample_std,val,defect_type,polygon,0.5,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lambda_0p02_val_mean,0.02,mean,val,defect_type,rotated_rect,0.5,57,0.4314500640261351,0.5891297303672642,0.556123012565094,1.0545877271838355,0.0,4.0,53.0,0.3060910200471418,0.4644567818283054,0.2824000843152007
lambda_0p02_val_std,0.02,sample_std,val,defect_type,rotated_rect,0.5,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lambda_0p02_val_mean,0.02,mean,val,overall,all,0.5,200,0.3735760156043915,0.5227898442313282,0.6149157369819407,1.1253461402282119,0.0,33.0,167.0,0.3250180913391523,0.2814501228537791,0.2824000843152007
lambda_0p02_val_std,0.02,sample_std,val,overall,all,0.5,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lambda_0p02_val_mean,0.02,mean,val,signal_bin,low_signal,0.5,67,0.2963948200931111,0.4278667247214032,0.8837216004737959,1.299033403507809,0.0,11.0,56.0,0.3500062439576792,-0.15946005565928167,0.2824000843152007
lambda_0p02_val_std,0.02,sample_std,val,signal_bin,low_signal,0.5,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lambda_0p02_val_mean,0.02,mean,val,signal_bin,non_low_signal,0.5,133,0.41245676823037486,0.5706082578190347,0.47950225687702114,1.0378495489520239,0.0,22.0,111.0,0.31243007460651095,0.5035627691723885,0.2824000843152007
lambda_0p02_val_std,0.02,sample_std,val,signal_bin,non_low_signal,0.5,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lambda_0p02_val_mean,0.02,mean,val,area_bin,large,0.6,67,0.4273149025910249,0.5870381828252083,0.23189599935619068,0.998030752388399,0.0,31.0,36.0,0.3873845776404018,0.7824570860600424,0.35390614474091775
lambda_0p02_val_std,0.02,sample_std,val,area_bin,large,0.6,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lambda_0p02_val_mean,0.02,mean,val,area_bin,medium,0.6,66,0.41026154269341825,0.5644679981086744,0.4254111304275707,1.216294321824204,0.0,6.0,60.0,0.27250398743446125,0.5493184103745219,0.35390614474091775
lambda_0p02_val_std,0.02,sample_std,val,area_bin,medium,0.6,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lambda_0p02_val_mean,0.02,mean,val,area_bin,small,0.6,67,0.28064162381933494,0.4113767810429357,0.9620754670740816,1.184820925955897,0.0,5.0,62.0,0.31438191634700147,-0.270057062211811,0.35390614474091775
lambda_0p02_val_std,0.02,sample_std,val,area_bin,small,0.6,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lambda_0p02_val_mean,0.02,mean,val,defect_type,multi_defect,0.6,71,0.40452555780216937,0.563195644234855,0.3043323413871517,1.0535865392483457,0.0,30.0,41.0,0.39714201823086803,0.6633888606498727,0.35390614474091775
lambda_0p02_val_std,0.02,sample_std,val,defect_type,multi_defect,0.6,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
