candidate,lambda_forward,seed,split,group_type,group,threshold,n,iou,dice,area_error,center_error,pred_area_zero,pred_area_lt_true,pred_area_gt_true,bz_mse,composite,macro_area_composite
current_grid_baseline_test,,42,test,overall,all,0.9,200,0.3381314334236054,0.48115383481656493,0.2885821172668118,1.2594384817368907,2,110,90,0.31673556732712316,0.5307031509733585,0.5312400613714823
current_grid_baseline_test,,42,test,area_bin,small,0.9,67,0.2829465254789291,0.4144555577537016,0.42286901999619925,1.2442398859904362,2,16,51,0.373051942305278,0.2745330632364314,0.5312400613714823
current_grid_baseline_test,,42,test,area_bin,medium,0.9,66,0.33788391158767805,0.48474898638627995,0.18401075697771901,1.358855125578967,0,40,26,0.27674128865879594,0.6386221409962389,0.5312400613714823
current_grid_baseline_test,,42,test,area_bin,large,0.9,67,0.39356016884844897,0.5443106192883657,0.25730580825503807,1.176250574721107,0,54,13,0.2998165414849324,0.6805649798817766,0.5312400613714823
current_grid_baseline_test,,42,test,signal_bin,low_signal,0.9,67,0.2681110105487902,0.39949062741470887,0.37527241665837363,1.3459652153345254,2,40,27,0.3158226860756638,0.2923292213051254,0.5312400613714823
current_grid_baseline_test,,42,test,signal_bin,non_low_signal,0.9,133,0.37340487953347473,0.5222924430565977,0.24491106418985956,1.217150980354588,0,70,63,0.3171954398372568,0.6507862584002129,0.5312400613714823
current_grid_baseline_test,,42,test,defect_type,multi_defect,0.9,62,0.32409883237876286,0.4707085740968916,0.28449975510758035,1.427358364866626,0,41,21,0.3118227422237396,0.5103076513680742,0.5312400613714823
current_grid_baseline_test,,42,test,defect_type,polygon,0.9,75,0.3100557908920395,0.4446594006602749,0.3606675981673671,1.1556006171676803,2,31,44,0.32290912709509334,0.39404759338494727,0.5312400613714823
current_grid_baseline_test,,42,test,defect_type,rotated_rect,0.9,63,0.38536467873547336,0.5348790526950015,0.2067836313355531,1.2145040588719505,0,38,25,0.31422093516540905,0.7134601000949217,0.5312400613714823
current_grid_baseline_test,,123,test,overall,all,0.9,200,0.33481778631182135,0.4770866089434564,0.2768729799059569,1.2359909240034117,2,135,65,0.3337196463136934,0.535031415349321,0.5353124163556142
current_grid_baseline_test,,123,test,area_bin,small,0.9,67,0.28601383984293016,0.4151426021105619,0.3119085982099319,1.185309065763767,2,24,43,0.3974464841451107,0.38924784374356025,0.5353124163556142
current_grid_baseline_test,,123,test,area_bin,medium,0.9,66,0.33083965555717293,0.4748657955225409,0.21419283346544216,1.3449768903806354,0,51,15,0.29328055612065573,0.5915126176142717,0.5353124163556142
current_grid_baseline_test,,123,test,area_bin,large,0.9,67,0.3875404884494707,0.5412182827282975,0.30358198346875764,1.1778005807896825,0,60,7,0.30982833016496986,0.6251767877090106,0.5353124163556142
current_grid_baseline_test,,123,test,signal_bin,low_signal,0.9,67,0.24363453311755348,0.3688440455653599,0.338276989798011,1.3731909318612172,2,45,22,0.36185615953864225,0.2742015888849023,0.5353124163556142
current_grid_baseline_test,,123,test,signal_bin,non_low_signal,0.9,133,0.3807522070938962,0.5316148175624974,0.24594013281747848,1.1689382885841835,0,90,43,0.31954561333571163,0.666426891838915,0.5353124163556142
current_grid_baseline_test,,123,test,defect_type,multi_defect,0.9,62,0.326203561167604,0.47059650491556865,0.29197471535901715,1.4410524499121933,0,49,13,0.32935110251269034,0.5048253507241556,0.5353124163556142
current_grid_baseline_test,,123,test,defect_type,polygon,0.9,75,0.31033874669077255,0.4431019916002157,0.2977512503658381,1.1078067685235036,2,40,35,0.3495203684208294,0.4556894879251501,0.5353124163556142
current_grid_baseline_test,,123,test,defect_type,rotated_rect,0.9,63,0.37243699155817267,0.5239315732366643,0.23715587065864227,1.1827151897762502,0,46,17,0.31920846468872494,0.6592126941361947,0.5353124163556142
current_grid_baseline_test,,2026,test,overall,all,0.9,200,0.34433258589889326,0.48535494072670915,0.3001439323416015,1.2513895769044756,0,99,98,0.34652493461268025,0.5295435942840009,0.5301276696191851
current_grid_baseline_test,,2026,test,area_bin,small,0.9,67,0.28818945558932346,0.4158201242491061,0.48835381678098344,1.3614343262430448,0,11,54,0.4214937815428781,0.21565576305744616,0.5301276696191851
current_grid_baseline_test,,2026,test,area_bin,medium,0.9,66,0.3444009164641947,0.4916120508057043,0.18907023061389674,1.1959990899671207,0,37,29,0.3096809405833483,0.6469427366560023,0.5301276696191851
current_grid_baseline_test,,2026,test,area_bin,large,0.9,67,0.40040840550234524,0.5487260368279886,0.2213499331862271,1.1959085908176295,0,51,15,0.30785017135316756,0.7277845091441068,0.5301276696191851
current_grid_baseline_test,,2026,test,signal_bin,low_signal,0.9,67,0.26958093368234737,0.39806802324693175,0.40219832781285153,1.3770907536816241,0,32,33,0.3595316398457916,0.26545062911642764,0.5301276696191851
current_grid_baseline_test,,2026,test,signal_bin,non_low_signal,0.9,133,0.3819894332561006,0.5293265457729127,0.24873307146510712,1.1880664277009498,0,67,65,0.33997268460803015,0.6625829075639061,0.5301276696191851
current_grid_baseline_test,,2026,test,defect_type,multi_defect,0.9,62,0.33381868292273076,0.4798963670917691,0.26318673983875196,1.3253955634370926,0,39,22,0.3271234984840116,0.5505283101757479,0.5301276696191851
current_grid_baseline_test,,2026,test,defect_type,polygon,0.9,75,0.31445102533827013,0.4462746258621963,0.41039521850876026,1.2304573609431584,0,25,48,0.3663335550886889,0.35033043269170616,0.5301276696191851
current_grid_baseline_test,,2026,test,defect_type,rotated_rect,0.9,63,0.390252887907922,0.5372510546982131,0.20526297158985168,1.203477593286643,0,35,28,0.34203672039485167,0.7222409710162834,0.5301276696191851
current_grid_baseline_test_mean,,mean,test,area_bin,large,0.9,67,0.39383635426675495,0.5447516462815506,0.26074590830334093,1.1833199154428062,0.0,55.0,11.666666666666666,0.3058316810010233,0.6778420922449646,0.5322267157820938
current_grid_baseline_test_std,,sample_std,test,area_bin,large,0.9,67,0.006438402838350402,0.0037732574139455835,0.04122381883903902,0.010929624443349568,0.0,4.58257569495584,4.163331998932265,0.005302330206588994,0.05135802480954264,0.0027295631289113906
current_grid_baseline_test_mean,,mean,test,area_bin,medium,0.9,66,0.3377081612030152,0.48374227757150834,0.19575794035235264,1.2999437019755744,0.0,42.666666666666664,23.333333333333332,0.2932342617876,0.6256924984221709,0.5322267157820938
current_grid_baseline_test_std,,sample_std,test,area_bin,medium,0.9,66,0.006782338497550899,0.008418394352875364,0.016164267117227148,0.09028573047412326,0.0,7.371114795831994,7.371114795831994,0.01646987475974304,0.029891575185409205,0.0027295631289113906
current_grid_baseline_test_mean,,mean,test,area_bin,small,0.9,67,0.28571660697039425,0.41513942803778986,0.40771047832903823,1.2636610926657494,1.3333333333333333,17.0,49.333333333333336,0.3973307359977556,0.29314555667914594,0.5322267157820938
current_grid_baseline_test_std,,sample_std,test,area_bin,small,0.9,67,0.0026340728104983853,0.0006822887850086693,0.08919397304892765,0.089654415932888,1.1547005383792517,6.557438524302,5.686240703077327,0.024221127046559685,0.08828007308192436,0.0027295631289113906
current_grid_baseline_test_mean,,mean,test,defect_type,multi_defect,0.9,62,0.32804035882303256,0.4737338153680764,0.27988707010178315,1.3979354594053042,0.0,43.0,18.666666666666668,0.32276578107348053,0.5218871040893259,0.5322267157820938
current_grid_baseline_test_std,,sample_std,test,defect_type,multi_defect,0.9,62,0.0051136330401691,0.005337220501884942,0.014938022990371806,0.06319342823124884,0.0,5.291502622129181,4.932882862316247,0.009542176343861524,0.02495501792528408,0.0027295631289113906
current_grid_baseline_test_mean,,mean,test,defect_type,polygon,0.9,75,0.3116151876403607,0.4446786727075623,0.35627135568065516,1.1646215822114474,1.3333333333333333,32.0,42.333333333333336,0.34625435020153716,0.40002250466726785,0.5322267157820938
current_grid_baseline_test_std,,sample_std,test,defect_type,polygon,0.9,75,0.0024599791833818936,0.0015864049290544647,0.05645051904763493,0.06182091323301302,1.1547005383792517,7.54983443527075,6.658328118479393,0.02189567064283036,0.05293304547770396,0.0027295631289113906
