seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_correct_rate,predicted_component_count_is_1_rate,predicted_component_count_is_2_rate,predicted_component_count_is_3_rate,missed_component_rate,merged_component_rate,split_component_rate,extra_fragment_rate,component_recall_mean
all,pred_connected_component_count=1,train,1198,0.6866575734336539,0.8106925084595801,0.1773927205959702,2.3615067673162624,359.1661101836394,401.491652754591,0,0.251665858505216,1.0,0.9991652754590985,1.0,0.0,0.0,0.0008347245409015025,0.0,0.0,0.0,0.9994435169727323
all,pred_connected_component_count=2,train,445,0.6401428742859064,0.7751213499068212,0.14041302867197494,3.5473715805743944,650.7977528089888,708.7550561797752,0,0.34617242535178583,2.0,0.9707865168539326,0.0,1.0,0.0,0.017977528089887642,0.0,0.011235955056179775,0.011235955056179775,0.9913857677902621
all,pred_connected_component_count=3,train,957,0.7006512791621603,0.8098445370916626,0.07781873952951178,2.1388251893258916,429.5736677115988,444.9926854754441,0,0.2700902880670633,3.0,0.9571577847439916,0.0,0.0,1.0,0.02612330198537095,0.0,0.042842215256008356,0.042842215256008356,0.978753047718565
all,pred_connected_component_count=4,train,26,0.5746702084571664,0.7110773918882056,0.12660475833649262,3.318395351457776,482.03846153846155,522.1923076923077,0,0.43806686252355576,4.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,1.0,1.0,0.9615384615384616
all,pred_connected_component_count=5,train,9,0.4206117107071716,0.5496793997688485,0.185268397938064,6.205266423118481,424.77777777777777,466.77777777777777,0,0.6144917640421126,5.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.7962962962962963
all,pred_connected_component_count=6,train,10,0.2484002413084571,0.38366700730611736,0.21968438184302713,7.430998621233345,474.7,493.9,0,0.7819406628608704,6.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.0,0.7333333333333333
all,pred_connected_component_count=7,train,1,0.5610169491525424,0.7187839305103149,0.24087591240875914,5.096587067036794,510.0,411.0,0,0.42065295577049255,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all,pred_connected_component_count=8,train,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
all,pred_connected_component_count=1,val,297,0.6549245617207946,0.7883450229511975,0.20483111686935424,2.8686098050039197,328.07070707070704,343.4141414141414,0,0.283041125470741,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
all,pred_connected_component_count=2,val,103,0.5979933799851151,0.7395014715233901,0.1508037863223598,4.309437387095824,654.3495145631068,709.2233009708738,0,0.40928564459374805,2.0,0.9611650485436893,0.0,1.0,0.0,0.038834951456310676,0.0,0.0,0.0,0.9838187702265373
all,pred_connected_component_count=3,val,240,0.6011778323060369,0.7288723373370962,0.11175081449454846,3.1105502891740584,430.8125,451.65416666666664,0,0.39582978493223586,3.0,0.9208333333333333,0.0,0.0,1.0,0.07083333333333333,0.0,0.07916666666666666,0.07916666666666666,0.9479166666666666
all,pred_connected_component_count=4,val,10,0.522511715303022,0.6651123592645537,0.1877659251030293,3.4360452963067103,486.5,502.1,0,0.4848719030618668,4.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,1.0,0.9666666666666666
all,pred_connected_component_count=5,val,1,0.6895787139689579,0.8162729658792651,0.04113110539845758,3.143442896912245,373.0,389.0,0,0.3405337333679199,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all,pred_connected_component_count=6,val,5,0.31716026509396694,0.4628079535165505,0.23050299275438416,6.731254978313889,462.4,499.0,0,0.6703796148300171,6.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1.0,0.7999999999999999
all,pred_connected_component_count=7,val,1,0.3577371048252912,0.5269607843137255,0.09768637532133675,2.079417216505397,427.0,389.0,0,0.6925638318061829,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all,pred_connected_component_count=8,val,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
all,pred_connected_component_count=1,test,303,0.6371014238971241,0.7703438608063161,0.23297976283342758,2.542351061177194,347.3267326732673,374.2970297029703,0,0.308665771713548,1.0,0.9801980198019802,1.0,0.0,0.0,0.019801980198019802,0.0,0.0,0.0,0.9867986798679867
all,pred_connected_component_count=2,test,109,0.5403527747663743,0.679298135587868,0.18644612426625862,4.421473523152037,645.0366972477065,673.0183486238532,0,0.49282226759359377,2.0,0.8807339449541285,0.0,1.0,0.0,0.11926605504587157,0.0,0.0,0.0,0.9204892966360856
all,pred_connected_component_count=3,test,230,0.6230273171958659,0.738616824492122,0.11644390750758306,2.6259977931074276,429.2391304347826,456.03478260869565,0,0.3887520724664564,3.0,0.9043478260869565,0.0,0.0,1.0,0.08260869565217391,0.0,0.09565217391304348,0.09565217391304348,0.9246376811594202
