variant,seed,feature_set,selected_by_validation,sample_id,split,curvature_template,depth_bin,aspect_bin,size_bin,normalized_param_mae_mean,dimension_param_mae_norm,curvature_param_mae_norm,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,curvature_mae_mean,projected_mask_iou,projected_mask_dice,profile_depth_rmse_m
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_011_deep_large_wide_sharp,train,sharp,deep,wide,large_wide,0.601287305355072,0.25945141911506653,0.9431230425834656,0.7443353533744812,2.3604183197021484,0.20247605443000793,0.1968591809272766,0.19969815015792847,0.22040802240371704,0.20565511286258698,0.9284064665127021,0.962874251497006,0.0003019093710463494
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_013_shallow_small_compact_round,train,round,shallow,compact,small_compact,0.17476435005664825,0.24460987746715546,0.10491885989904404,0.0,1.2268247604370117,0.7027930021286011,0.016057193279266357,0.029886841773986816,0.022691071033477783,0.022878369316458702,0.8214285714285714,0.9019607843137255,0.0002976427203975618
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_014_shallow_medium_balanced_round,train,round,shallow,balanced,medium_balanced,0.17937631905078888,0.1148836612701416,0.24386896193027496,0.6390753984451294,0.2015167772769928,0.300103098154068,0.08717703819274902,0.018759429454803467,0.05498570203781128,0.05364072322845459,0.9565217391304348,0.9777777777777777,0.00011128934420412406
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_015_shallow_large_wide_round,test,round,shallow,wide,large_wide,0.3332415819168091,0.22638504207134247,0.4400981366634369,1.2789424657821655,0.6854152083396912,0.4886031448841095,0.11747491359710693,0.07714688777923584,0.09493589401245117,0.09651923179626465,0.8695652173913043,0.9302325581395349,0.00016863251221366227
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_016_shallow_elongated_round,train,round,shallow,narrow,elongated,0.12388873100280762,0.0835857167840004,0.16419173777103424,0.02088025212287903,0.0,0.3774266242980957,0.07316839694976807,0.006011009216308594,0.03033316135406494,0.03650419041514397,0.9759036144578314,0.9878048780487805,0.00016842012701090425
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_017_medium_small_compact_round,train,round,medium,compact,small_compact,0.3287409842014313,0.23498685657978058,0.4224950969219208,1.9029415845870972,1.493791103363037,0.09981752187013626,0.14496779441833496,0.028760075569152832,0.10396170616149902,0.0925631895661354,0.7471264367816092,0.8552631578947368,5.136958134244196e-05
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_018_medium_medium_balanced_round,val,round,medium,balanced,medium_balanced,0.6115559339523315,0.19085653126239777,1.0322552919387817,0.43517351150512695,0.794588565826416,0.4965241551399231,0.253265917301178,0.2293350100517273,0.19836455583572388,0.22698849439620972,0.9602649006622517,0.9797297297297297,0.00016159679216798395
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_019_medium_large_wide_round,test,round,medium,wide,large_wide,0.596983015537262,0.7543049454689026,0.43966102600097656,4.048198699951172,3.2079741954803467,1.366499900817871,0.11417853832244873,0.07541191577911377,0.09912985563278198,0.0962401032447815,0.6685082872928176,0.8013245033112583,0.0006132250418886542
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_020_medium_elongated_round,train,round,medium,narrow,elongated,0.30650976300239563,0.07753320783376694,0.5354863405227661,0.738495945930481,0.4069451093673706,0.0349038764834404,0.13100802898406982,0.10323292016983032,0.11748296022415161,0.11724130064249039,0.9459459459459459,0.9722222222222222,0.00014043221017345786
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_021_deep_small_compact_round,train,round,deep,compact,small_compact,0.1496921330690384,0.1300114393234253,0.16937284171581268,0.2130698412656784,0.04875939339399338,0.5260584950447083,0.006755828857421875,0.08624953031539917,0.01900416612625122,0.03733650967478752,0.9886363636363636,0.9942857142857143,0.00026989178149960935
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_022_deep_medium_balanced_round,val,round,deep,balanced,medium_balanced,1.040590524673462,1.1552618741989136,0.9259190559387207,7.999999523162842,7.999999523162842,0.6013587117195129,0.24804502725601196,0.18601256608963013,0.17748504877090454,0.20384754240512848,0.4161490683229814,0.5877192982456141,0.0005061284173280001
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_023_deep_large_wide_round,train,round,deep,wide,large_wide,0.5371825695037842,0.04069499298930168,1.03367018699646,0.2727620303630829,0.18719583749771118,0.055548734962940216,0.20012372732162476,0.278112530708313,0.20161163806915283,0.22661596536636353,0.9602510460251046,0.9797225186766275,0.0003217483463231474
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_025_shallow_small_compact_boxy,train,boxy,shallow,compact,small_compact,0.31442633271217346,0.1987573504447937,0.4300953149795532,1.3883802890777588,0.8453577756881714,0.28089120984077454,0.05967879295349121,0.09668552875518799,0.12179756164550781,0.092720627784729,0.796875,0.8869565217391304,0.00012226871331222355
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_026_shallow_medium_balanced_boxy,train,boxy,shallow,balanced,medium_balanced,0.15389321744441986,0.05928732827305794,0.2484990954399109,0.19285082817077637,0.10844133794307709,0.18706102669239044,0.019828319549560547,0.060500144958496094,0.0790109634399414,0.053113143891096115,0.959349593495935,0.979253112033195,9.70255205174908e-05
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_027_shallow_large_wide_boxy,train,boxy,shallow,wide,large_wide,0.3837920129299164,0.30764585733413696,0.45993807911872864,1.3939012289047241,2.2644448280334473,0.29582762718200684,0.0963677167892456,0.11589932441711426,0.09040176868438721,0.10088960081338882,0.8296703296703297,0.9069069069069069,0.0001524766703369096
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_028_shallow_elongated_boxy,val,boxy,shallow,narrow,elongated,0.5877264142036438,0.4012986123561859,0.7741541862487793,1.8905308246612549,2.032869577407837,0.6809348464012146,0.16116690635681152,0.1397365927696228,0.2031952142715454,0.16803289949893951,0.6976744186046512,0.821917808219178,0.00028134253807365894
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_029_medium_small_compact_boxy,train,boxy,medium,compact,small_compact,0.24857358634471893,0.04826289415359497,0.4488842785358429,0.7664235234260559,0.03028102219104767,0.022020889446139336,0.1044236421585083,0.06739866733551025,0.12054693698883057,0.0974564179778099,0.9594594594594594,0.9793103448275862,5.283760401653126e-05
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_030_medium_medium_balanced_boxy,train,boxy,medium,balanced,medium_balanced,0.31506457924842834,0.06029559299349785,0.5698335766792297,0.2898499369621277,0.011119991540908813,0.20086905360221863,0.10771244764328003,0.11260652542114258,0.15030217170715332,0.12354037910699844,0.9702380952380952,0.9848942598187311,7.787927461322397e-05
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_031_medium_large_wide_boxy,train,boxy,medium,wide,large_wide,0.22249089181423187,0.19363756477832794,0.2513442039489746,0.3670696020126343,1.1140108108520508,0.4174998104572296,0.10000002384185791,0.0720827579498291,0.0,0.0573609285056591,0.9343434343434344,0.9660574412532638,0.00023510017490480095
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_032_medium_elongated_boxy,test,boxy,medium,narrow,elongated,1.3589539527893066,0.2773292064666748,2.4405786991119385,0.717461109161377,1.6620466709136963,0.5281577110290527,0.550000011920929,0.5,0.550000011920929,0.5333333015441895,0.903954802259887,0.9495548961424333,0.0004109083383809775
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_037_shallow_small_compact_LD_dominant,val,LD_dominant,shallow,compact,small_compact,0.42099425196647644,0.09825340658426285,0.7437350749969482,0.0,0.12332666665315628,0.4078018367290497,0.23575526475906372,0.26178812980651855,0.008782505989074707,0.1687753051519394,0.9423076923076923,0.9702970297029703,0.00020414167374838144
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_038_shallow_medium_balanced_LD_dominant,test,LD_dominant,shallow,balanced,medium_balanced,0.5081098079681396,0.3216697871685028,0.6945498585700989,4.372073173522949,0.9410707354545593,0.07676368206739426,0.2566458582878113,0.1362006664276123,0.07430356740951538,0.1557167023420334,0.6581196581196581,0.7938144329896907,4.049786366522312e-05
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_039_shallow_large_wide_LD_dominant,train,LD_dominant,shallow,wide,large_wide,0.24139143526554108,0.22226405143737793,0.2605188190937042,1.1513550281524658,0.39439183473587036,0.5999999046325684,0.10706126689910889,0.022612810134887695,0.04420137405395508,0.05795848369598389,0.9163879598662207,0.956369982547993,0.0002897359954658896
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_040_shallow_elongated_LD_dominant,train,LD_dominant,shallow,narrow,elongated,0.18413861095905304,0.167611762881279,0.20066547393798828,0.20570121705532074,1.7669330835342407,0.11628400534391403,0.06678271293640137,0.04052627086639404,0.02685678005218506,0.04472192004323006,0.75,0.8571428571428571,6.741825927747414e-05
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_041_medium_small_compact_LD_dominant,val,LD_dominant,medium,compact,small_compact,0.4869491159915924,0.2947446405887604,0.6791536211967468,2.3752357959747314,1.2099891901016235,0.35352039337158203,0.2405717372894287,0.17650914192199707,0.042512595653533936,0.15319782495498657,0.696969696969697,0.8214285714285714,0.0001701698638498783
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_042_medium_medium_balanced_LD_dominant,train,LD_dominant,medium,balanced,medium_balanced,0.2543620765209198,0.17745976150035858,0.3312644362449646,1.8087867498397827,0.6320616006851196,0.15242700278759003,0.14748692512512207,0.004358649253845215,0.0683523416519165,0.07339930534362793,0.8624338624338624,0.9261363636363636,5.868488733540289e-05
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_043_medium_large_wide_LD_dominant,train,LD_dominant,medium,wide,large_wide,0.37372469902038574,0.2947431802749634,0.4527061879634857,2.282963991165161,1.246536135673523,0.3638029992580414,0.1760958433151245,0.04414552450180054,0.0811302661895752,0.10045721381902695,0.8333333333333334,0.9090909090909091,0.00019331685325596482
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_044_medium_elongated_LD_dominant,train,LD_dominant,medium,narrow,elongated,0.31912916898727417,0.20581693947315216,0.432441383600235,1.1993534564971924,1.2928210496902466,0.20770682394504547,0.18801307678222656,0.01151055097579956,0.08791786432266235,0.09581383317708969,0.8857142857142857,0.9393939393939394,8.171170338755473e-05
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_045_deep_small_compact_LD_dominant,test,LD_dominant,deep,compact,small_compact,0.6398627758026123,0.23248131573200226,1.0472441911697388,0.6158724427223206,1.2189671993255615,0.4984084367752075,0.3636643886566162,0.3500000238418579,0.001454472541809082,0.23837296664714813,0.8198198198198198,0.900990099009901,0.00026335654547438025
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_047_deep_large_wide_LD_dominant,train,LD_dominant,deep,wide,large_wide,0.15629960596561432,0.05825150012969971,0.25434771180152893,0.03771670162677765,0.6914604306221008,0.02243509516119957,0.10331869125366211,0.0113753080368042,0.053904712200164795,0.0561995692551136,0.9535353535353536,0.9762150982419855,6.883261085022241e-05
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_048_deep_elongated_LD_dominant,train,LD_dominant,deep,narrow,elongated,0.17688272893428802,0.08167452365159988,0.2720909118652344,0.0,1.100400447845459,0.0,0.11155474185943604,0.027793586254119873,0.042611777782440186,0.06065336987376213,0.875,0.9333333333333333,7.389396341750398e-05
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_049_shallow_small_compact_WD_dominant,train,WD_dominant,shallow,compact,small_compact,0.2734353840351105,0.12183650583028793,0.4250342845916748,1.3426532745361328,0.0,0.2272595912218094,0.08032995462417603,0.1573319435119629,0.045692622661590576,0.09445150941610336,0.875,0.9333333333333333,0.00010245334124192595
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_050_shallow_medium_balanced_WD_dominant,train,WD_dominant,shallow,balanced,medium_balanced,0.3215917944908142,0.18034958839416504,0.4628340005874634,1.2073814868927002,0.9603956937789917,0.2020978182554245,0.02555668354034424,0.19166052341461182,0.08559197187423706,0.1009363904595375,0.841726618705036,0.9140625,8.217083086492494e-05
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_051_shallow_large_wide_WD_dominant,test,WD_dominant,shallow,wide,large_wide,0.7976354956626892,0.8928670883178711,0.7024037837982178,1.2597497701644897,6.054440498352051,1.7198430299758911,0.1421588659286499,0.24225997924804688,0.0833391547203064,0.15591932833194733,0.5533333333333333,0.7124463519313304,0.0007893528090789914
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_052_shallow_elongated_WD_dominant,train,WD_dominant,shallow,narrow,elongated,0.12090212106704712,0.05067603662610054,0.191128209233284,0.7159057855606079,0.0,0.05578284710645676,0.09371030330657959,0.0,0.034165382385253906,0.04262522980570793,0.9885057471264368,0.9942196531791907,3.909221413778141e-05
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_053_medium_small_compact_WD_dominant,train,WD_dominant,medium,compact,small_compact,0.10063042491674423,0.09751862287521362,0.10374221950769424,0.9396709203720093,0.4909094572067261,0.04835031181573868,0.03305923938751221,0.0,0.034146904945373535,0.022402048110961914,0.9166666666666666,0.9565217391304348,1.9433500710874796e-05
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_054_medium_medium_balanced_WD_dominant,val,WD_dominant,medium,balanced,medium_balanced,0.39204514026641846,0.3440018594264984,0.4400884211063385,3.4489660263061523,1.552424430847168,0.19843387603759766,0.02638828754425049,0.177382230758667,0.08395767211914062,0.09590939432382584,0.6993865030674846,0.8231046931407943,7.910623389761895e-05
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_055_medium_large_wide_WD_dominant,test,WD_dominant,medium,wide,large_wide,0.3866548240184784,0.41802725195884705,0.35528239607810974,0.24650245904922485,0.6962418556213379,1.616098165512085,0.12483429908752441,0.1020054817199707,0.014370918273925781,0.08040356636047363,0.9514563106796117,0.9751243781094527,0.000778578280005604
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_058_deep_medium_balanced_WD_dominant,val,WD_dominant,deep,balanced,medium_balanced,0.36357641220092773,0.46880027651786804,0.2583525478839874,0.9828861951828003,2.2194273471832275,1.1498448848724365,0.03756844997406006,0.09904468059539795,0.03454923629760742,0.05705412104725838,0.771689497716895,0.8711340206185567,0.0005630968371406198
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_059_deep_large_wide_WD_dominant,train,WD_dominant,deep,wide,large_wide,0.17006953060626984,0.1433480978012085,0.19679097831249237,0.9521543979644775,0.7386244535446167,0.1708846539258957,0.002103269100189209,0.08268535137176514,0.042990028858184814,0.04259288311004639,0.9232323232323232,0.9600840336134454,0.00011937924136873335
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_060_deep_elongated_WD_dominant,train,WD_dominant,deep,narrow,elongated,0.24057312309741974,0.2696727216243744,0.21147356927394867,1.4964659214019775,0.35747793316841125,0.7446063756942749,0.0044255852699279785,0.0866326093673706,0.046312570571899414,0.045790255069732666,0.904,0.9495798319327731,0.00038996973307803273
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_033_deep_small_compact_boxy,train,boxy,deep,compact,small_compact,0.4649389684200287,0.33722662925720215,0.5926513075828552,2.205475330352783,0.848666787147522,0.7124731540679932,0.06378161907196045,0.1674397587776184,0.1530139446258545,0.12807844579219818,0.7340425531914894,0.8466257668711656,0.0004271065699867904
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_034_deep_medium_balanced_boxy,train,boxy,deep,balanced,medium_balanced,0.500481367111206,0.2994268834590912,0.7015358805656433,2.1796934604644775,1.9479198455810547,0.1723836213350296,0.0343019962310791,0.24664562940597534,0.17334920167922974,0.15143227577209473,0.726457399103139,0.8415584415584415,0.00025041072512976825
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_035_deep_large_wide_boxy,val,boxy,deep,wide,large_wide,0.5980640649795532,0.4827028512954712,0.71342533826828,1.164754867553711,0.0,1.9226865768432617,0.2806445360183716,0.09857773780822754,0.09883487224578857,0.1593523770570755,0.9428007889546351,0.9705583756345177,0.000985330669209361
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_pilot_036_deep_elongated_boxy,test,boxy,deep,narrow,elongated,0.5158193111419678,0.12812894582748413,0.9035096764564514,0.0,0.8307238817214966,0.3042295575141907,0.23280394077301025,0.14513391256332397,0.2142322063446045,0.19739001989364624,0.8695652173913043,0.9302325581395349,0.0003646998666226864
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_topup_safety_train_wd_medium_balanced,train,WD_dominant,medium,balanced,medium_balanced,0.1908935308456421,0.09041091054677963,0.29137614369392395,0.3448165953159332,0.5598105192184448,0.13878336548805237,0.021638214588165283,0.08261525630950928,0.08348017930984497,0.06257788091897964,0.9137055837563451,0.9549071618037135,8.58538260217756e-05
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_v2topup_001_shallow_small_compact_sharp,train,sharp,shallow,compact,small_compact,0.17924809455871582,0.3302096128463745,0.02828657627105713,2.1754558086395264,1.706952691078186,0.3961750864982605,0.0,0.018999993801116943,0.0,0.006333331111818552,0.6521739130434783,0.7894736842105263,0.00015338814409915358
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_v2topup_002_shallow_medium_balanced_sharp,train,sharp,shallow,balanced,medium_balanced,0.05905269458889961,0.0898188129067421,0.02828657627105713,1.0754988193511963,0.03834627568721771,0.1334272027015686,0.0,0.018999993801116943,0.0,0.006333331111818552,0.941747572815534,0.97,4.98728513775859e-05
H3_curv_fusion_F0F1F2_w1p0,2026,FS_basic_physical,True,rbc_v2topup_003_shallow_large_wide_sharp,train,sharp,shallow,wide,large_wide,0.37646254897117615,0.3014204502105713,0.45150455832481384,0.9247548580169678,1.7191963195800781,0.5679998993873596,0.10044562816619873,0.07780295610427856,0.11620324850082397,0.09815061092376709,0.8306709265175719,0.9075043630017452,0.00020545623556245118
