split,group_name,group_value,sample_count,initial_center_error_px_mean,refined_center_error_px_mean,center_error_delta_px_mean,true_width_mean,initial_width_mean,refined_width_mean,width_drift_m_mean,true_length_mean,initial_length_mean,refined_length_mean,length_drift_m_mean,true_depth_mean,initial_depth_mean,refined_depth_mean,depth_drift_m_mean,initial_angle_mae_deg,refined_angle_mae_deg,angle_error_delta_mean,center_drift_m_mean,parameter_drift_norm_mean
val,defect_type,rectangular_notch,33,2.5181058729835923,2.5469282406664346,0.02882236768284204,0.009181818134631172,0.011268673351768291,0.011278834476163893,1.0161124395601677e-05,0.00745454550523198,0.0070825082278161335,0.007137986012932026,5.547778511589224e-05,0.0016727272745673404,0.0015063544798811729,0.0015243636126714673,1.800913279029456e-05,nan,nan,nan,0.0003493546029550358,0.38418681980402425
val,defect_type,rotated_rect,33,2.685102840686732,2.6441228688028535,-0.04097997188387825,0.009030303409831091,0.010177724994719028,0.010051351633261551,-0.00012637336145747793,0.006393939454221364,0.006748518920644667,0.006687674784299099,-6.084413634556712e-05,0.0011666667097332802,0.001403045424288421,0.0014221067434515464,1.9061319163125574e-05,18.82170191446818,19.899434527140585,1.0777326126724065,0.0002897430771677338,0.32092864163202495
val,source_pack,pilot_v2_rectangular_notch,19,2.494169388791462,2.4855115462504656,-0.00865784254099571,0.00905263154326301,0.012630503722711614,0.012894789835340098,0.000264286112628485,0.007684210511414628,0.007520601422967095,0.007765636926418857,0.00024503550345176146,0.0017263157918166957,0.0016143911726478684,0.0015941881697232787,-2.0203002924589735e-05,nan,nan,nan,0.00038380874580745043,0.41647494732782064
val,source_pack,pilot_v3_rotated_rect,9,2.6098358380496913,2.737968843754347,0.1281330057046558,0.011777778156101704,0.012909348847137557,0.01322181150317192,0.00031246265603436366,0.007444444526400831,0.007636329624801874,0.007903841220670275,0.00026751159586840205,0.0016111111423621576,0.0015772925172415045,0.0015107598543787997,-6.653266286270486e-05,18.57586104371829,19.280697245044006,0.704836201325719,0.0003410540654487909,0.4096779384161165
val,source_pack,pilot_v7_topup_rotated_rect,8,3.2395678735751656,3.0685134857496394,-0.17105438782552643,0.00800000037997961,0.008642720407806337,0.008398096775636077,-0.00024462363217025995,0.006000000052154064,0.006314549769740552,0.0061394518706947565,-0.0001750978990457952,0.0010000000474974513,0.0014144080632831901,0.0014445314009208232,3.0123337637633085e-05,20.107067575260025,22.09927666847194,1.9922090932119163,0.00023616038010968991,0.2749625140578974
val,source_pack,pilot_v8_topup_rotated_rect,8,2.8943131466476086,2.917674824460957,0.023361677813348164,0.00800000037997961,0.009579421719536185,0.009268718888051808,-0.0003107028314843774,0.006000000052154064,0.006599480635486543,0.006399977894034237,-0.0001995027414523065,0.0010000000474974513,0.0013219552201917395,0.0013892478600610048,6.729263986926526e-05,17.39609340021607,18.819901067600078,1.4238076673840085,0.00032461590875109325,0.31037490882474117
val,source_pack,pilot_v9_topup_rectangular_notch,14,2.5505911015300557,2.6302794688023914,0.07968836727233615,0.009357142794345106,0.009420474991202354,0.009085752202996187,-0.0003347227882061686,0.007142857282555529,0.0064879531772541145,0.006286174058914185,-0.00020177911833993027,0.0016000000011575008,0.0013597332539835147,0.001429601713815438,6.986845983192325e-05,nan,nan,nan,0.0003025954090839016,0.3403672181645864
val,source_pack,pilot_v9_topup_rotated_rect,8,2.0061028798040916,1.8406035743775344,-0.1654993054265573,0.00800000037997961,0.009237956022843719,0.0089204718824476,-0.00031748414039611816,0.006000000052154064,0.006332739314530045,0.00615540734725073,-0.000177331967279315,0.0010000000474974513,0.0012767450098181143,0.001332806219579652,5.606120976153761e-05,19.238515747522055,19.475205287708373,0.23668954018631805,0.00025072808082622926,0.277605543131333
test,overall,rect_rot,66,2.575376722092481,2.4161761942138864,-0.15920052787859448,0.009560606230727652,0.011051537920579765,0.011024960090942455,-2.657782963731072e-05,0.007310606080643607,0.007010422908051899,0.007016987617438038,6.564709386139205e-06,0.0015196969845529759,0.0014483291430003715,0.0014597552256997335,1.1426082699362075e-05,18.57977106828505,18.15784927807702,-0.4219217902080293,0.00033056931026863794,0.36004772465484675
test,defect_type,rectangular_notch,33,2.5586027581387722,2.321703034297797,-0.23689972384097518,0.009848484797685436,0.011636172280167088,0.011731792241334915,9.56199611678268e-05,0.008196969671795765,0.0071875701206877375,0.0072857108898460865,9.814076915834889e-05,0.0016909090900850115,0.0015147173191618288,0.0015071266133225326,-7.590705839296182e-06,nan,nan,nan,0.00034191157591907943,0.38199973524392444
test,defect_type,rotated_rect,33,2.5921506860461894,2.510649354129976,-0.08150133191621377,0.009272727663769867,0.010466903560992443,0.010318127940549995,-0.00014877562044244823,0.006424242489491448,0.0068332756954160604,0.00674826434502999,-8.501135038607049e-05,0.00134848487902094,0.0013819409668389144,0.0014123838380769346,3.0442871238020334e-05,18.57977106828505,18.15784927807702,-0.4219217902080293,0.0003192270446181965,0.33809571406576905
test,source_pack,pilot_v2_rectangular_notch,20,2.5608037357842024,2.268361738153634,-0.29244199763056883,0.009749999968335032,0.01317831063643098,0.013488042447715998,0.0003097318112850189,0.007924999995157122,0.007687498861923814,0.007964228000491857,0.00027672913856804373,0.0017349999980069697,0.001612865790957585,0.001574407477164641,-3.845831379294396e-05,nan,nan,nan,0.0003860708867218609,0.4258736002118007
test,source_pack,pilot_v3_rotated_rect,9,2.883133297703004,2.8032587111117198,-0.07987458659128412,0.012666667087210549,0.013639630749821663,0.013929248994423283,0.0002896182446016206,0.007555555655724472,0.007863797971771823,0.008064413184507025,0.00020061521273520257,0.0018333333492692974,0.0015537460567429662,0.0015180061390209529,-3.573991772201326e-05,20.184030458982964,19.975974525139453,-0.20805593384351243,0.0003822075219801729,0.40814009004746066
test,source_pack,pilot_v7_topup_rotated_rect,8,2.4963700725510307,2.5838307261768776,0.0874606536258469,0.00800000037997961,0.009232118492946029,0.00894259533379227,-0.0002895231591537595,0.006000000052154064,0.006490802566986531,0.00630353984888643,-0.00018726271810010076,0.0010000000474974513,0.0013867704110452905,0.0014358610060298815,4.909059498459101e-05,17.789921317374368,16.523629294839385,-1.2662920225349836,0.00029764792641290473,0.2968226851946562
test,source_pack,pilot_v8_topup_rotated_rect,8,3.0410006567705716,2.801920989310888,-0.23907966745968356,0.00800000037997961,0.009400427690707147,0.009069977328181267,-0.00033045036252588034,0.006000000052154064,0.00642518833046779,0.0062331752851605415,-0.00019201304530724883,0.0010000000474974513,0.0012977664591744542,0.0013469309924403206,4.916453326586634e-05,17.865490570372028,17.825376759319784,-0.040113811052243875,0.00025945070861186086,0.28208343107213174
test,source_pack,pilot_v9_topup_rectangular_notch,13,2.555216638684264,2.403766566827279,-0.15145007185698495,0.009999999919762978,0.009263651732068796,0.00902986884690248,-0.00023378288516631493,0.008615384558932139,0.006418448980324543,0.006241838411929516,-0.00017661056839502775,0.0016230769240512298,0.0013637196702452807,0.001403617592026981,3.989792178170039e-05,nan,nan,nan,0.0002739741746840311,0.3145014814471917
test,source_pack,pilot_v9_topup_rotated_rect,8,1.9117258907030512,1.8170108202977007,-0.09471507040535056,0.00800000037997961,0.009198846411891282,0.008879299974069,-0.0003195464378222823,0.006000000052154064,0.006424498627893627,0.006227410456631333,-0.00019708817126229405,0.001500000013038516,0.00126800530415494,0.0013355344271985814,6.752912304364145e-05,18.279109502573604,18.079150877126665,-0.19995862544694187,0.0003297294617976004,0.3565811029511162
