sample_id,source_index,split,defect_type,source_pack,threshold,iou,dice,area_error,center_error_px,pred_area,true_area,pred_area_zero,type_prob_rectangular_notch,type_prob_rotated_rect,pred_defect_type,type_correct,true_center_x,true_center_y,pred_center_x,pred_center_y,center_mae_m,true_width,pred_width,width_abs_error_m,true_length,pred_length,length_abs_error_m,true_depth,pred_depth,depth_abs_error_m,true_angle_deg,pred_angle_deg,angle_abs_error_deg,sin_cos_error,type_entropy,forward_mse,forward_mae,forward_rmse,forward_nrmse,forward_correlation,forward_line0_mse,forward_line1_mse,forward_line2_mse,forward_amplitude_abs_error,forward_abs_peak_index_error_mean,notes
rect_p2_0016,15,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5310457516339869,0.6937033084311632,0.09151785714285714,2.0833764282242875,489.0,448.0,0.0,0.658932626247406,0.3410674035549164,rectangular_notch,1.0,0.003000000026077032,0.0,0.001876366906799376,-8.10856363386847e-06,0.0011236623761352162,0.008999999612569809,0.013671496883034706,0.004671497270464897,0.009999999776482582,0.007754732389003038,0.0022452673874795437,0.0019000000320374966,0.0017170923529192805,0.00018290767911821604,0.0,3.7062608535689647,nan,0.06467517750764087,0.6417409181594849,0.3718501627445221,0.47226786613464355,0.6097951809784349,0.43612815463775684,0.9274821296913466,0.36830565333366394,0.367992639541626,0.37925219535827637,1.6347150802612305,49.666666666666664,
rect_p2_0017,16,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.6289308176100629,0.7722007722007722,0.09558823529411764,2.8602825975373714,492.0,544.0,0.0,0.7031137347221375,0.2968863248825073,rectangular_notch,1.0,0.001500000013038516,0.0010000000474974513,0.0014313276624307036,2.565587237768341e-05,0.000976761183789657,0.010999999940395355,0.01357010006904602,0.0025701001286506653,0.009999999776482582,0.007794533856213093,0.0022054659202694893,0.0019000000320374966,0.0017354851588606834,0.00016451487317681313,0.0,2.747456827129146,nan,0.047947573583831254,0.6082029342651367,0.20867954194545746,0.355831116437912,0.456814559690754,0.37371629150148544,0.93943709981657,0.24739839136600494,0.18487222492694855,0.19376802444458008,1.673109531402588,44.666666666666664,
rect_p2_0019,18,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.7433628318584071,0.8527918781725888,0.12380952380952381,1.8027756377319946,460.0,525.0,0.0,0.8569943904876709,0.1430056095123291,rectangular_notch,1.0,-0.003000000026077032,0.0005000000237487257,-0.0017400529468432069,0.00012968643568456173,0.0013132398090123533,0.01600000075995922,0.012995971366763115,0.003004029393196106,0.006500000134110451,0.007626060862094164,0.0011260607279837132,0.0019000000320374966,0.001523776794783771,0.00037622323725372553,0.0,-1.6218255369334715,nan,0.028305250518710665,0.4103822410106659,0.1321917176246643,0.2923639714717865,0.36358178945687625,0.3084667357333355,0.9575536694174829,0.1317802518606186,0.1219663918018341,0.14282849431037903,1.04168701171875,26.333333333333332,
rect_p2_0020,19,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.7784200385356455,0.875406283856988,0.11212814645308924,1.9985441109882571,486.0,437.0,0.0,0.7100071310997009,0.28999289870262146,rectangular_notch,1.0,0.0022499999031424522,-0.0005000000237487257,0.0013692062348127365,3.3880933187901974e-05,0.0010299642529472985,0.012000000104308128,0.01346193440258503,0.0014619342982769012,0.007499999832361937,0.007768432144075632,0.0002684323117136955,0.0019000000320374966,0.0017361415084451437,0.00016385852359235287,0.0,2.3641948491190434,nan,0.041260057015008365,0.6021453142166138,0.13445523381233215,0.29273492097854614,0.3666813791458903,0.3303558917094957,0.9487530781359756,0.12688079476356506,0.12026669830083847,0.15621818602085114,1.608863353729248,19.0,
rect_p2_0021,20,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5970149253731343,0.7476635514018691,0.00625,4.301162633521313,483.0,480.0,0.0,0.8879579305648804,0.11204209178686142,rectangular_notch,1.0,-0.003000000026077032,-0.0010000000474974513,-0.0016592801548540592,0.00018392094352748245,0.00178863040355973,0.014999999664723873,0.013263856060802937,0.0017361436039209366,0.006500000134110451,0.007749328855425119,0.0012493287213146687,0.0013000000035390258,0.0013814599951729178,8.145999163389206e-05,0.0,-0.530585903395251,nan,0.009260437889620408,0.35076361894607544,0.21978691220283508,0.38572847843170166,0.4688143685968201,0.3393105579816439,0.9601819627951031,0.19564329087734222,0.22033007442951202,0.24338744580745697,1.277435302734375,42.0,
rect_p2_0022,21,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.6731707317073171,0.8046647230320699,0.19473684210526315,1.5540096704607211,459.0,570.0,0.0,0.8244802951812744,0.17551971971988678,rectangular_notch,1.0,-0.0022499999031424522,0.0,-0.001482501276768744,0.00010413439304102212,0.0007745308988668891,0.012000000104308128,0.012865169905126095,0.0008651698008179665,0.009499999694526196,0.0075908806174993515,0.001909119077026844,0.0019000000320374966,0.0015619987389072776,0.000338001293130219,0.0,-1.5565313830673826,nan,0.027165762152787508,0.4645313620567322,0.38396352529525757,0.47614213824272156,0.6196479042934443,0.4375953132145386,0.9307487593617095,0.39020368456840515,0.3715641498565674,0.39012274146080017,3.98136043548584,12.333333333333334,
rect_p2_0023,22,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.6494413407821229,0.7874682472480948,0.18307692307692308,3.4297985111276597,531.0,650.0,0.0,0.7399577498435974,0.2600422501564026,rectangular_notch,1.0,0.000750000006519258,0.0010000000474974513,0.0008826287230476737,6.717404903611168e-05,0.0009422073872436922,0.01600000075995922,0.014292167499661446,0.0017078332602977753,0.00800000037997961,0.008084063418209553,8.406303822994232e-05,0.0024999999441206455,0.001620497670955956,0.0008795022731646895,0.0,2.8910538704658477,nan,0.050453056159018864,0.5731011629104614,0.1884717345237732,0.3255598843097687,0.43413331422936574,0.35351343893618,0.9431152467942104,0.14216731488704681,0.17641721665859222,0.24683065712451935,2.353280544281006,3.0,
rect_p2_0024,23,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.6118012422360248,0.7591522157996147,0.023391812865497075,4.135592535971447,525.0,513.0,0.0,0.7686094641685486,0.231390580534935,rectangular_notch,1.0,-0.001500000013038516,0.0010000000474974513,0.00024210999254137278,0.00013009511167183518,0.001947224144497836,0.012000000104308128,0.014131422154605389,0.0021314220502972603,0.008500000461935997,0.008091229014098644,0.00040877144783735275,0.0010000000474974513,0.0014265608042478561,0.00042656075675040483,0.0,2.99995974267782,nan,0.05235319423369429,0.5409510731697083,0.4697645306587219,0.5259426832199097,0.6853937048578153,0.4159081973547025,0.965094106664489,0.47397124767303467,0.4476988613605499,0.4876234531402588,3.4120936393737793,33.333333333333336,
rect_p2_0027,26,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.7581227436823105,0.8624229979466119,0.21363636363636362,1.0272845675569513,534.0,440.0,0.0,0.707181990146637,0.2928180396556854,rectangular_notch,1.0,0.000750000006519258,0.0,0.0012340196408331394,1.0544379620114341e-05,0.00048413447547444557,0.014000000432133675,0.014434637501835823,0.00043463706970214844,0.006500000134110451,0.00814841315150261,0.0016484130173921585,0.0019000000320374966,0.001579205971211195,0.0003207940608263016,0.0,4.637135809605778,nan,0.0809112008405938,0.6046556830406189,0.2011365443468094,0.32869136333465576,0.4484824905688174,0.33337047423863436,0.9641652304741065,0.18815551698207855,0.19630439579486847,0.21894975006580353,2.6661376953125,15.333333333333334,
rect_p2_0028,27,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.7091932457786116,0.8298572996706916,0.41005291005291006,0.4698201818912642,533.0,378.0,0.0,0.7446344494819641,0.2553655207157135,rectangular_notch,1.0,0.000750000006519258,0.0,0.0006161404307931662,8.319952758029103e-05,0.00015760884303602044,0.013000000268220901,0.014142160303890705,0.0011421600356698036,0.006000000052154064,0.008086725138127804,0.0020867250859737396,0.0010000000474974513,0.0015012719668447971,0.0005012719193473458,0.0,3.7203429960902383,nan,0.0649208282294226,0.5681533813476562,0.31635886430740356,0.44143468141555786,0.5624578778072217,0.3689713635802615,0.9745962161303139,0.30400457978248596,0.30572083592414856,0.3393511474132538,2.563640594482422,32.666666666666664,
rect_p2_0029,28,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.9128787878787878,0.9544554455445544,0.08712121212121213,0.481622817015062,482.0,528.0,0.0,0.6826299428939819,0.3173700273036957,rectangular_notch,1.0,0.001500000013038516,0.0,0.0014965649461373687,1.1239955711062066e-05,1.175313953809768e-05,0.014000000432133675,0.013388311490416527,0.0006116889417171478,0.007499999832361937,0.007704510353505611,0.00020451052114367485,0.002199999988079071,0.0017578356200829148,0.0004421643679961562,0.0,2.5217478899207855,nan,0.0440092512376527,0.6248711347579956,0.164528027176857,0.3189803659915924,0.40562054580217827,0.36108983423218866,0.9421040427380284,0.1696304827928543,0.14682459831237793,0.17712903022766113,2.0042319297790527,19.333333333333332,
rect_p2_0031,30,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.6723259762308998,0.8040609137055837,0.12380952380952381,3.2015621187164243,460.0,525.0,0.0,0.8604648113250732,0.13953518867492676,rectangular_notch,1.0,-0.003000000026077032,-0.0005000000237487257,-0.0011934692738577724,0.00019894543220289052,0.0019370281747546363,0.013000000268220901,0.013322940096259117,0.00032293982803821564,0.00800000037997961,0.00778831634670496,0.00021168403327465057,0.0010000000474974513,0.0013976373011246324,0.00039763725362718105,0.0,0.2842696451307275,nan,0.004961436182244475,0.4041188359260559,0.47917577624320984,0.5278008580207825,0.69222523519676,0.420529121493045,0.9626106995368269,0.44188404083251953,0.42171037197113037,0.573932945728302,3.191887855529785,13.666666666666666,
rect_p2_0032,31,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.8171334431630972,0.899365367180417,0.08901515151515152,1.994064917707106,575.0,528.0,0.0,0.649297297000885,0.35070276260375977,rectangular_notch,1.0,0.001500000013038516,-0.0005000000237487257,0.00147740519605577,-3.086672586505301e-05,0.00046967708768633014,0.014999999664723873,0.01499270275235176,7.296912372112274e-06,0.007000000216066837,0.008351470343768597,0.0013514701277017593,0.0010000000474974513,0.0014502534177154303,0.00045025337021797895,0.0,5.661298769987095,nan,0.09876811365314675,0.6478805541992188,0.26267844438552856,0.399778813123703,0.5125216526016521,0.3413333369737812,0.970569902381595,0.28814417123794556,0.25487881898880005,0.24501226842403412,2.661001682281494,2.3333333333333335,
rect_p2_0033,32,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.7492401215805471,0.8566463944396178,0.08514492753623189,3.1123538157473742,599.0,552.0,0.0,0.5759095549583435,0.4240903854370117,rectangular_notch,1.0,0.0022499999031424522,0.0010000000474974513,0.0018192807910963893,-2.6938145310850814e-05,0.0011136072143022452,0.014000000432133675,0.015271944925189018,0.0012719444930553436,0.007499999832361937,0.00839231163263321,0.0008923118002712727,0.0010000000474974513,0.0014191236114129424,0.0004191235639154911,0.0,4.888904266375264,nan,0.08530159318420803,0.6815779805183411,0.2360948622226715,0.3941892683506012,0.48589593764783784,0.3307486475440723,0.9623776972252618,0.21151421964168549,0.21841555833816528,0.27835485339164734,2.8271045684814453,35.0,
rect_p2_0034,33,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.7439180537772087,0.8531571218795888,0.25384615384615383,2.4582609394447954,582.0,780.0,0.0,0.6234412789344788,0.37655872106552124,rectangular_notch,1.0,0.000750000006519258,-0.0005000000237487257,0.001590308384038508,-3.31651208398398e-05,0.0009612767512565319,0.01600000075995922,0.01526845432817936,0.0007315464317798615,0.009499999694526196,0.008455726318061352,0.0010442733764648438,0.0013000000035390258,0.0013894509756937623,8.945097215473652e-05,0.0,5.742204495140012,nan,0.10017843728604388,0.6623542308807373,0.41841232776641846,0.509259819984436,0.6468479943282026,0.379629932206956,0.9771926461369244,0.428478866815567,0.39887893199920654,0.42787906527519226,3.1047821044921875,0.6666666666666666,
rect_p2_0036,35,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.6619433198380567,0.7965895249695494,0.05764411027568922,3.5159241399515495,422.0,399.0,0.0,0.8422711491584778,0.15772882103919983,rectangular_notch,1.0,-0.003000000026077032,0.0010000000474974513,-0.002025449648499489,0.00010153756011277437,0.0013255124592677328,0.013000000268220901,0.01259521208703518,0.00040478818118572235,0.006000000052154064,0.00746208056807518,0.0014620805159211159,0.002199999988079071,0.0015539571177214384,0.0006460428703576326,0.0,-2.0892942491780166,nan,0.03646304340693107,0.4358845055103302,0.10600055754184723,0.2578558921813965,0.32557726815895366,0.29880231124986545,0.9548203198620268,0.1087317019701004,0.10218477249145508,0.1070852130651474,0.8598995208740234,30.0,
rect_p2_0037,36,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.827485380116959,0.9056,0.14814814814814814,1.3913923885187724,575.0,675.0,0.0,0.656914234161377,0.34308573603630066,rectangular_notch,1.0,0.001500000013038516,-0.0005000000237487257,0.0015535661950707436,-4.167951919953339e-05,0.00046144017028418505,0.01600000075995922,0.014974012970924377,0.0010259877890348434,0.008500000461935997,0.008332434110343456,0.00016756635159254074,0.0019000000320374966,0.0015027410117909312,0.00039725902024656534,0.0,5.420497462590534,nan,0.09457025097542765,0.6430610418319702,0.1758740246295929,0.3283633589744568,0.41937337138830466,0.31824211943183106,0.9583216634596852,0.20429003238677979,0.17829136550426483,0.14504070580005646,1.8266825675964355,0.3333333333333333,
rect_p2_0038,37,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.6545961002785515,0.7912457912457912,0.23214285714285715,1.481290941440584,516.0,672.0,0.0,0.6467374563217163,0.3532624840736389,rectangular_notch,1.0,0.003000000026077032,0.0,0.0018958173459395766,-1.4724882930750027e-05,0.0011042808579762933,0.013000000268220901,0.01404684130102396,0.0010468410328030586,0.009999999776482582,0.007847306318581104,0.002152693457901478,0.0024999999441206455,0.0017156365793198347,0.0007843633648008108,0.0,3.377394075222021,nan,0.05893811285665395,0.6494429111480713,0.2682437598705292,0.3992241322994232,0.5179225423463717,0.4115692001363652,0.9206618918254291,0.30541881918907166,0.24429108202457428,0.2550213932991028,1.3280315399169922,44.666666666666664,
rect_p2_0039,38,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5473321858864028,0.7074527252502781,0.07142857142857142,3.112977509467086,465.0,434.0,0.0,0.7026568651199341,0.2973431348800659,rectangular_notch,1.0,0.003000000026077032,0.0005000000237487257,0.001508631044998765,2.203707117587328e-05,0.0015660874885377852,0.008999999612569809,0.013128918595612049,0.00412891898304224,0.009999999776482582,0.00767297949641943,0.0023270202800631523,0.002199999988079071,0.0017552768113091588,0.00044472317676991224,0.0,2.6026166893635017,nan,0.045420325223631514,0.6085963249206543,0.2834208607673645,0.4107440710067749,0.5323728587816667,0.46005094109882716,0.890643319328292,0.28169408440589905,0.2736167013645172,0.2949517071247101,1.771714210510254,45.0,
rect_p2_0042,41,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.7682333873581848,0.8689275893675527,0.1632996632996633,1.9375925853440903,497.0,594.0,0.0,0.732488751411438,0.2675112783908844,rectangular_notch,1.0,0.0,0.0005000000237487257,0.0008482142584398389,4.598540544975549e-05,0.0009620793704593037,0.014000000432133675,0.013586951419711113,0.00041304901242256165,0.008500000461935997,0.007836658507585526,0.0006633419543504715,0.0019000000320374966,0.0016985826659947634,0.0002014173660427332,0.0,1.9430101667331494,nan,0.033910299859835256,0.5807676911354065,0.15135405957698822,0.2985079884529114,0.38904249070890473,0.35019172675024174,0.9389600634998098,0.11918924748897552,0.13810107111930847,0.19677187502384186,1.8583793640136719,0.3333333333333333,
rect_p2_0044,43,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.7216174183514774,0.8383017163504969,0.05789473684210526,1.83271091895133,537.0,570.0,0.0,0.7385497093200684,0.26145029067993164,rectangular_notch,1.0,0.000750000006519258,0.0005000000237487257,0.0007803125772625208,5.675808642990887e-05,0.00044427724108174075,0.012000000104308128,0.014415958896279335,0.0024159587919712067,0.009499999694526196,0.008178125135600567,0.0013218745589256287,0.0015999999595806003,0.0015082679456099868,9.173201397061348e-05,0.0,3.9086833280192246,nan,0.06820616570892944,0.5745683908462524,0.2918420732021332,0.4069806635379791,0.5402240953550047,0.38354699401875864,0.948449360125498,0.2834695875644684,0.27726981043815613,0.314786821603775,2.726811408996582,0.3333333333333333,
rect_p2_0046,45,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.7114568599717115,0.8314049586776859,0.28125,3.021965961649438,506.0,704.0,0.0,0.7613475322723389,0.23865246772766113,rectangular_notch,1.0,0.0,-0.0010000000474974513,0.00046965977526269853,7.94816660345532e-05,0.0011772259748269109,0.014000000432133675,0.013901353813707829,9.86466184258461e-05,0.009999999776482582,0.007997212000191212,0.0020027877762913704,0.0015999999595806003,0.0015786566073074937,2.1343352273106575e-05,0.0,2.635056459383066,nan,0.045986358168382355,0.5495216846466064,0.30038517713546753,0.4586203992366791,0.5480740617247523,0.3832072535979193,0.957265604388252,0.31423503160476685,0.2836083769798279,0.3033120930194855,2.176313877105713,31.333333333333332,
rect_p2_0048,47,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.7095890410958904,0.8301282051282052,0.3458646616541353,1.5811388300841898,358.0,266.0,0.0,0.6166081428527832,0.3833918571472168,rectangular_notch,1.0,-0.000750000006519258,0.0005000000237487257,-0.001074498170055449,1.1335905583109707e-06,0.0005951191247748269,0.008999999612569809,0.0113419434055686,0.0023419437929987907,0.006000000052154064,0.007072460372000933,0.0010724603198468685,0.002199999988079071,0.0016052541323006153,0.0005947458557784557,0.0,-1.31570531623508,nan,0.022962885216288823,0.6657001972198486,0.16737788915634155,0.3246152400970459,0.40911842925532155,0.41061534362100344,0.9125512363964752,0.18054935336112976,0.14364178478717804,0.17794252932071686,1.3698904514312744,27.333333333333332,
rect_p2_0051,50,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.740625,0.8509874326750448,0.10984848484848485,2.588354704565472,586.0,528.0,0.0,0.6803354024887085,0.3196646273136139,rectangular_notch,1.0,0.0,-0.0005000000237487257,0.001122635556384921,3.697688953252509e-05,0.0012444495932108697,0.014999999664723873,0.015072287060320377,7.228739559650421e-05,0.007000000216066837,0.008436608128249645,0.001436607912182808,0.0010000000474974513,0.0013468797551468015,0.00034687970764935017,0.0,5.537624961572497,nan,0.09661217507796016,0.626616358757019,0.37339091300964355,0.4731643795967102,0.6110572092772031,0.3770992675507981,0.9663405250543562,0.4026561379432678,0.36179041862487793,0.3557262122631073,3.390195846557617,1.6666666666666667,
rect_p2_0052,51,train,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.65625,0.7924528301886793,0.34375,2.692582403567252,483.0,736.0,0.0,0.8771333694458008,0.1228666678071022,rectangular_notch,1.0,-0.0022499999031424522,0.0010000000474974513,-0.0014118949184194207,0.00017677925643511117,0.0011747818879147974,0.014999999664723873,0.013413578271865845,0.0015864213928580284,0.009999999776482582,0.007817957550287247,0.0021820422261953354,0.0024999999441206455,0.0014165613101795316,0.001083438633941114,0.0,-0.17061180220585098,nan,0.002977736591113249,0.37259799242019653,0.26446330547332764,0.401003897190094,0.5142599590414634,0.41849943199842493,0.9097208961726653,0.2725493013858795,0.25620314478874207,0.2646375000476837,2.967198371887207,0.3333333333333333,
