case_bucket,rank,sample_id,split,shape_type,representation_target,target_role,diagnosis,failure_reason,eligibility_status,suitability_flag,baseline_profile_rmse_m,refined_profile_rmse_m,oracle_profile_rmse_m,profile_rmse_improvement_m,baseline_Dice,refined_Dice,oracle_Dice,Dice_improvement,baseline_IoU,refined_IoU,oracle_IoU,IoU_improvement,feature_residual_before,feature_residual_after,feature_residual_improvement,notes
best_profile_rmse_improvement,1,surf_shape_003_rbc_like_smooth_pit,train,rbc_like_smooth_pit,six_param_rbc,refinement_target,rbc_representable_but_model_fail,rbc_representable_but_model_fail,rbc_refinement_applied,True,0.0008949928835173742,9.927725271319072e-05,3.392929292463146e-05,0.0007957156308041835,0.465564738292011,0.9199417758369723,0.9646017699115044,0.45437703754496134,0.30341113105924594,0.8517520215633423,0.9316239316239316,0.5483408905040963,15.419944187311271,0.3606611085546734,15.059283078756598,Largest baseline-minus-refined profile RMSE gains.
best_profile_rmse_improvement,2,surf_shape_005_rbc_like_smooth_pit,train,rbc_like_smooth_pit,six_param_rbc,refinement_target,rbc_representable_but_model_fail,rbc_representable_but_model_fail,rbc_refinement_applied,True,0.0008838572882831529,0.0001011628159036804,5.142115409867651e-05,0.0007826944723794726,0.2622187742435997,0.6985294117647058,0.9940476190476191,0.43631063752110616,0.15089285714285713,0.536723163841808,0.9881656804733728,0.3858303066989508,61.73684122136901,0.8891542442495372,60.84768697711947,Largest baseline-minus-refined profile RMSE gains.
best_profile_rmse_improvement,3,surf_shape_065_asymmetric_corrosion,train,asymmetric_corrosion,profile_basis,refinement_target,rbc_representable_but_model_fail,rbc_representable_but_model_fail,rbc_refinement_applied,True,0.0008301252821214449,7.746411771813797e-05,3.300505034414821e-05,0.000752661164403307,0.2714285714285714,0.4980237154150198,0.9711286089238845,0.22659514398644837,0.15702479338842976,0.33157894736842103,0.9438775510204082,0.17455415397999127,158.68704398268912,0.22770390462135887,158.45934007806775,Largest baseline-minus-refined profile RMSE gains.
best_profile_rmse_improvement,4,surf_shape_010_rbc_like_smooth_pit,train,rbc_like_smooth_pit,six_param_rbc,refinement_target,rbc_representable_but_model_fail,rbc_representable_but_model_fail,rbc_refinement_applied,True,0.0008401006827869696,0.00010576443790138495,1.8127037447545388e-05,0.0007343362448855847,0.33170048985304407,0.5331833520809899,0.9726315789473684,0.2014828622279458,0.1988255033557047,0.36349693251533743,0.9467213114754098,0.16467142915963273,74.62929171768151,0.48999522310017773,74.13929649458133,Largest baseline-minus-refined profile RMSE gains.
best_profile_rmse_improvement,5,surf_shape_058_asymmetric_corrosion,train,asymmetric_corrosion,profile_basis,refinement_target,rbc_representable_but_model_fail,rbc_representable_but_model_fail,rbc_refinement_applied,True,0.0007723305218956341,8.087498954189238e-05,3.508781514438925e-05,0.0006914555323537417,0.39555555555555555,0.5743073047858942,0.9720670391061452,0.17875174923033865,0.24653739612188366,0.4028268551236749,0.9456521739130435,0.15628945900179123,97.31025515102725,0.41922015216505587,96.8910349988622,Largest baseline-minus-refined profile RMSE gains.
best_profile_rmse_improvement,6,surf_shape_026_flat_bottom_pit,train,flat_bottom_pit,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,rbc_representable_but_model_fail,rbc_refinement_applied,True,0.0008188261272693149,0.00013411161620931571,4.039934343625789e-05,0.0006847145110599992,0.3984615384615385,0.6764705882352942,0.955719557195572,0.2780090497737557,0.24879923150816521,0.5111111111111111,0.9151943462897526,0.2623118796029459,42.9772676960322,0.4453424079143713,42.531925288117826,Largest baseline-minus-refined profile RMSE gains.
best_profile_rmse_improvement,7,surf_shape_066_asymmetric_corrosion,train,asymmetric_corrosion,profile_basis,refinement_target,rbc_representable_but_model_fail,rbc_representable_but_model_fail,rbc_refinement_applied,True,0.0007943569189379473,0.00011456719021425826,3.362625082963041e-05,0.000679789728723689,0.43413421706710853,0.8188679245283019,0.9794392523364486,0.3847337074611934,0.27724867724867724,0.6932907348242812,0.9597069597069597,0.4160420575756039,11.145620212041253,0.3494420322503004,10.796178179790953,Largest baseline-minus-refined profile RMSE gains.
best_profile_rmse_improvement,8,surf_shape_009_rbc_like_smooth_pit,train,rbc_like_smooth_pit,six_param_rbc,refinement_target,rbc_representable_but_model_fail,rbc_representable_but_model_fail,rbc_refinement_applied,True,0.0007036081928221775,4.510333649039967e-05,1.598507942286353e-05,0.0006585048563317778,0.28499580888516346,0.8375,0.9565217391304348,0.5525041911148365,0.16617790811339198,0.7204301075268817,0.9166666666666666,0.5542521994134898,147.1688468952141,0.15940007863734065,147.00944681657677,Largest baseline-minus-refined profile RMSE gains.
best_profile_rmse_improvement,9,surf_shape_017_rbc_like_smooth_pit,val,rbc_like_smooth_pit,six_param_rbc,refinement_target,rbc_representable_but_model_fail,rbc_representable_but_model_fail,rbc_refinement_applied,True,0.0009163728988650938,0.00026066072871873196,1.5919697798844885e-05,0.0006557121701463619,0.2719367588932806,0.4066193853427896,0.9712643678160919,0.13468262644950896,0.15736505032021958,0.2551928783382789,0.9441340782122905,0.09782782801805934,18.03080893283467,0.7865385302032392,17.244270402631432,Largest baseline-minus-refined profile RMSE gains.
best_profile_rmse_improvement,10,surf_shape_059_asymmetric_corrosion,train,asymmetric_corrosion,profile_basis,refinement_target,rbc_representable_but_model_fail,rbc_representable_but_model_fail,rbc_refinement_applied,True,0.0007070296726180187,0.00011974175679227844,5.865089239217509e-05,0.0005872879158257403,0.6209677419354839,0.75,0.9678249678249679,0.12903225806451613,0.4502923976608187,0.6,0.9376558603491272,0.1497076023391813,14.114559190202458,0.24387505211446073,13.870684138087997,Largest baseline-minus-refined profile RMSE gains.
