variant,seed,epoch,train_loss,train_total_mae,val_total_mae,train_dimension_mae_norm,val_dimension_mae_norm,train_curvature_mae_norm,val_curvature_mae_norm,val_epoch_selection_score
H3_curv_fusion_F0F1F2_w1p0,42,11,0.26338118208306177,0.3555135130882263,0.846895158290863,0.47462230920791626,0.6011847853660583,0.23640479147434235,1.0926055908203125,1.786586308479309
H3_curv_fusion_F0F1F2_w1p0,42,12,0.21292971003623234,0.32292425632476807,0.8623531460762024,0.4359303116798401,0.6188184022903442,0.20991817116737366,1.105887770652771,1.8155326545238495
H3_curv_fusion_F0F1F2_w1p0,42,13,0.22751177776427495,0.3360992968082428,0.827926754951477,0.44591066241264343,0.5466132164001465,0.22628796100616455,1.1092404127120972,1.7691797077655793
H3_curv_fusion_F0F1F2_w1p0,42,14,0.21180795416945503,0.29181355237960815,0.8051590919494629,0.42281803488731384,0.6105761528015137,0.16080905497074127,0.9997420907020569,1.6770808905363084
H3_curv_fusion_F0F1F2_w1p0,42,15,0.1986406676116444,0.2586405873298645,0.808773398399353,0.4064055383205414,0.5607356429100037,0.11087566614151001,1.0568113327026367,1.7135290265083314
H3_curv_fusion_F0F1F2_w1p0,42,16,0.16492741377580733,0.24206112325191498,0.8117870092391968,0.37319889664649963,0.5986720323562622,0.1109234094619751,1.0249019861221313,1.7001979053020477
H3_curv_fusion_F0F1F2_w1p0,42,17,0.14415757712863742,0.22727414965629578,0.8048123121261597,0.3695777356624603,0.5760839581489563,0.08497056365013123,1.0335406064987183,1.6951845586299896
H3_curv_fusion_F0F1F2_w1p0,42,18,0.12614276189179646,0.28786760568618774,0.8151117563247681,0.4924534261226654,0.5913698077201843,0.08328181505203247,1.0388535261154175,1.712525862455368
H3_curv_fusion_F0F1F2_w1p0,42,19,0.1852924538155397,0.24582572281360626,0.8367213606834412,0.3851369321346283,0.6428145170211792,0.10651451349258423,1.0306282043457031,1.7382554173469544
H3_curv_fusion_F0F1F2_w1p0,42,20,0.14188135805584134,0.20763593912124634,0.8254274725914001,0.3449442386627197,0.6020734906196594,0.07032763212919235,1.048781394958496,1.732428216934204
H3_curv_fusion_F0F1F2_w1p0,42,21,0.11285896084847905,0.19222968816757202,0.8315485715866089,0.31486064195632935,0.6288799047470093,0.06959877163171768,1.0342172384262085,1.7329874813556672
H3_curv_fusion_F0F1F2_w1p0,42,22,0.11993599754004251,0.17870080471038818,0.7956328988075256,0.30304011702537537,0.5478509068489075,0.05436151102185249,1.0434147119522095,1.6877641141414643
H3_curv_fusion_F0F1F2_w1p0,42,23,0.09365591956746011,0.17462317645549774,0.7880769371986389,0.3000110387802124,0.5665264129638672,0.04923534765839577,1.0096274614334106,1.6586028158664703
H3_curv_fusion_F0F1F2_w1p0,42,24,0.11719322169110888,0.19243451952934265,0.7722499966621399,0.3132195770740509,0.5335297584533691,0.07164948433637619,1.0109702348709106,1.6371836245059967
H3_curv_fusion_F0F1F2_w1p0,42,25,0.10090496320100058,0.24727950990200043,0.823303759098053,0.4333879053592682,0.5973386168479919,0.061171114444732666,1.0492687225341797,1.7297230243682862
H3_curv_fusion_F0F1F2_w1p0,42,26,0.11866012534924916,0.19575656950473785,0.7938556671142578,0.324362576007843,0.5855782628059387,0.0671505555510521,1.0021331310272217,1.662571167945862
H3_curv_fusion_F0F1F2_w1p0,42,27,0.07827968434208915,0.23641550540924072,0.8515669107437134,0.4197317063808441,0.6882072687149048,0.053099311888217926,1.0149266719818115,1.750403368473053
H3_curv_fusion_F0F1F2_w1p0,42,28,0.093739757225627,0.18165725469589233,0.8122361898422241,0.3193054795265198,0.6025471687316895,0.044009022414684296,1.0219252109527588,1.6991895318031311
H3_curv_fusion_F0F1F2_w1p0,42,29,0.066932885818893,0.21665069460868835,0.8684444427490234,0.3923008441925049,0.712750256061554,0.04100054129958153,1.0241386890411377,1.7790985107421875
H3_curv_fusion_F0F1F2_w1p0,42,30,0.08759994281544572,0.14646415412425995,0.8221808075904846,0.2566762864589691,0.6144549250602722,0.036252010613679886,1.0299065113067627,1.7175016760826112
H3_curv_fusion_F0F1F2_w1p0,42,31,0.06187289829055468,0.1374887377023697,0.8112552762031555,0.23082669079303741,0.5844578146934509,0.044150806963443756,1.0380527973175049,1.7066864371299744
H3_curv_fusion_F0F1F2_w1p0,42,32,0.043667374178767204,0.12360240519046783,0.7871144413948059,0.21359549462795258,0.5544654726982117,0.03360933065414429,1.0197633504867554,1.6628300487995147
H3_curv_fusion_F0F1F2_w1p0,42,33,0.04818248048069931,0.11714131385087967,0.8022376298904419,0.2029699683189392,0.5825471878051758,0.03131265938282013,1.0219279527664185,1.685193032026291
H3_curv_fusion_F0F1F2_w1p0,42,34,0.038809849481497495,0.10560537129640579,0.8084232211112976,0.17820513248443604,0.5902711153030396,0.03300561010837555,1.0265754461288452,1.6964090287685394
H3_curv_fusion_F0F1F2_w1p0,42,35,0.04360647676956086,0.1126401424407959,0.8061509132385254,0.1921447217464447,0.5903973579406738,0.033135589212179184,1.021904468536377,1.690658736228943
H3_curv_fusion_F0F1F2_w1p0,42,36,0.07495356830103057,0.15447546541690826,0.8308409452438354,0.26063522696495056,0.6245070695877075,0.04831570386886597,1.0371748208999634,1.7336234748363495
H3_curv_fusion_F0F1F2_w1p0,42,37,0.07562996158819824,0.12916773557662964,0.8213495016098022,0.22092340886592865,0.6040870547294617,0.03741207346320152,1.038611888885498,1.7211258292198182
H3_curv_fusion_F0F1F2_w1p0,42,38,0.049521902487391516,0.10995123535394669,0.8016754984855652,0.18937665224075317,0.5793978571891785,0.030525820329785347,1.0239530801773071,1.6855198800563813
H3_curv_fusion_F0F1F2_w1p0,42,39,0.052579675224565324,0.12668079137802124,0.8040317893028259,0.21046173572540283,0.5884535312652588,0.04289986938238144,1.0196099281311035,1.6864299416542052
H3_curv_fusion_F0F1F2_w1p0,42,40,0.04495525537502198,0.12168148159980774,0.8315263986587524,0.20716679096221924,0.6415985226631165,0.03619616851210594,1.0214542150497437,1.7259367644786834
H3_curv_fusion_F0F1F2_w1p0,42,41,0.03519903393905787,0.10902094841003418,0.7842391133308411,0.17932242155075073,0.5460644960403442,0.03871947154402733,1.022413730621338,1.6602623105049132
H3_curv_fusion_F0F1F2_w1p0,42,42,0.03256516362584773,0.10006200522184372,0.809624969959259,0.16356554627418518,0.5857573747634888,0.03655846789479256,1.0334924459457397,1.7018957793712617
H3_curv_fusion_F0F1F2_w1p0,42,43,0.027771005429150092,0.08339790254831314,0.7908315658569336,0.13777408003807068,0.5603036284446716,0.02902171202003956,1.0213593244552612,1.6689117848873138
H3_curv_fusion_F0F1F2_w1p0,42,44,0.017238477222798837,0.07647892087697983,0.7991738319396973,0.1271110624074936,0.5720526576042175,0.02584676630795002,1.0262950658798218,1.683305662870407
H3_curv_fusion_F0F1F2_w1p0,42,45,0.014936690817454032,0.06941390782594681,0.796539843082428,0.11758524179458618,0.5700708627700806,0.021242571994662285,1.0230088233947754,1.6778106331825255
H3_curv_fusion_F0F1F2_w1p0,42,46,0.016031340851138037,0.07149163633584976,0.7918514609336853,0.11990200728178024,0.5631628632545471,0.023081259801983833,1.0205401182174683,1.669889122247696
H3_curv_fusion_F0F1F2_w1p0,42,47,0.012272739927062676,0.065684013068676,0.7900403738021851,0.10926003754138947,0.5599795579910278,0.022107994183897972,1.0201010704040527,1.6671120882034303
H3_curv_fusion_F0F1F2_w1p0,42,48,0.013230582166995321,0.05729687958955765,0.7906834483146667,0.09067882597446442,0.5559403300285339,0.023914940655231476,1.0254266262054443,1.6709414839744567
H3_curv_fusion_F0F1F2_w1p0,42,49,0.00895995766456638,0.05168260261416435,0.8005998134613037,0.0813632681965828,0.5791319608688354,0.022001929581165314,1.0220677852630615,1.6829770445823669
H3_curv_fusion_F0F1F2_w1p0,42,50,0.007071911922789046,0.05041283369064331,0.7848252654075623,0.06934542208909988,0.5511417984962463,0.031480249017477036,1.018508791923523,1.6589352190494537
H3_curv_fusion_F0F1F2_w1p0,42,51,0.006522014526472915,0.05262160301208496,0.7916945815086365,0.06622156500816345,0.5677577257156372,0.03902163356542587,1.0156314373016357,1.6669697046279908
H3_curv_fusion_F0F1F2_w1p0,42,52,0.005998767546511122,0.04591269791126251,0.7945981621742249,0.06580685079097748,0.5741974115371704,0.026018550619482994,1.0149989128112793,1.6706868290901185
H3_curv_fusion_F0F1F2_w1p0,42,53,0.005476156005724555,0.0627693384885788,0.8139650821685791,0.0671231746673584,0.5757188200950623,0.0584154948592186,1.0522115230560303,1.7182674884796143
H3_curv_fusion_F0F1F2_w1p0,42,54,0.011467116818364178,0.06015961989760399,0.7917240262031555,0.09414641559123993,0.5664470791816711,0.026172833517193794,1.0170011520385742,1.6677643060684204
H3_curv_fusion_F0F1F2_w1p0,42,55,0.011196019050354758,0.06186692416667938,0.8042635321617126,0.09654158353805542,0.5844611525535583,0.02719227224588394,1.0240657329559326,1.6892050623893737
H3_curv_fusion_F0F1F2_w1p0,42,56,0.010332688245744933,0.06642552465200424,0.791946291923523,0.08928980678319931,0.5638211369514465,0.04356123507022858,1.0200713872909546,1.6697640597820282
H3_curv_fusion_F0F1F2_w1p0,42,57,0.008897942912188313,0.06074018403887749,0.7790399789810181,0.07964995503425598,0.5456237196922302,0.041830409318208694,1.0124561786651611,1.6475068569183349
H3_curv_fusion_F0F1F2_w1p0,42,58,0.007762079171481587,0.06344978511333466,0.7828786373138428,0.06290553510189056,0.5690013766288757,0.06399404257535934,0.9967559576034546,1.644245880842209
H3_curv_fusion_F0F1F2_w1p0,42,59,0.010764999204270896,0.05025015398859978,0.7988526225090027,0.0546882338821888,0.5620368719100952,0.04581207409501076,1.0356684923171997,1.6880113661289216
H3_curv_fusion_F0F1F2_w1p0,42,60,0.024386808509007096,0.08948676288127899,0.7758629322052002,0.06020274758338928,0.5492908358573914,0.1187707781791687,1.0024349689483643,1.6375473260879516
H3_curv_fusion_F0F1F2_w1p0,42,61,0.10505006089806557,0.28517088294029236,0.8022127151489258,0.10908512771129608,0.5429643392562866,0.46125665307044983,1.061461091041565,1.7069014012813568
H3_curv_fusion_F0F1F2_w1p0,42,62,0.16724049158039547,0.265391081571579,0.7564558982849121,0.14578591287136078,0.5257685780525208,0.3849962651729584,0.9871432185173035,1.601967027783394
H3_curv_fusion_F0F1F2_w1p0,42,63,0.15039854603154318,0.27537602186203003,0.8277941346168518,0.2282114177942276,0.6195420622825623,0.32254064083099365,1.0360463857650757,1.728737336397171
H3_curv_fusion_F0F1F2_w1p0,42,64,0.14186647534370422,0.22997283935546875,0.8244858980178833,0.2130654752254486,0.545376181602478,0.2468802034854889,1.1035956144332886,1.7612578451633454
H3_curv_fusion_F0F1F2_w1p0,42,65,0.09942146568071275,0.19727684557437897,0.8532611727714539,0.1775227040052414,0.5786046981811523,0.21703097224235535,1.1279176473617554,1.8149203479290008
H3_curv_fusion_F0F1F2_w1p0,42,66,0.07615932148127329,0.14418013393878937,0.8719911575317383,0.13418757915496826,0.5829967260360718,0.15417268872261047,1.1609854698181152,1.859329605102539
H3_curv_fusion_F0F1F2_w1p0,42,67,0.04273373873106071,0.11153925210237503,0.8147401809692383,0.11309301853179932,0.563194215297699,0.10998547077178955,1.0662862062454224,1.7270936787128448
H3_curv_fusion_F0F1F2_w1p0,42,68,0.024926995459411825,0.09044667333364487,0.8156179189682007,0.10038163512945175,0.5802975296974182,0.08051173388957977,1.0509382486343384,1.719881111383438
H3_curv_fusion_F0F1F2_w1p0,42,69,0.019476125593341533,0.09206576645374298,0.8130733966827393,0.11200383305549622,0.5802648067474365,0.07212769985198975,1.045881986618042,1.7135378479957581
H3_curv_fusion_F0F1F2_w1p0,42,70,0.012484087209616388,0.07299432158470154,0.8021553158760071,0.07898268103599548,0.5884424448013306,0.067005954682827,1.0158681869506836,1.6817449450492858
H3_curv_fusion_F0F1F2_w1p0,42,71,0.008803463740540403,0.05671779811382294,0.8028348088264465,0.06039018929004669,0.5921284556388855,0.05304539576172829,1.0135411024093628,1.6814163267612456
H3_curv_fusion_F0F1F2_w1p0,42,72,0.005748850149324252,0.04722542688250542,0.8008158206939697,0.04872986301779747,0.5738320350646973,0.04572099819779396,1.0277996063232422,1.6864319324493409
H3_curv_fusion_F0F1F2_w1p0,42,73,0.0035568454214149996,0.0404546745121479,0.8046776056289673,0.036876991391181946,0.5838809609413147,0.04403236135840416,1.025474190711975,1.6905594408512115
H3_curv_fusion_F0F1F2_w1p0,42,74,0.0029760520084805434,0.03755858540534973,0.8065656423568726,0.04083700850605965,0.5933963060379028,0.034280166029930115,1.0197349786758423,1.690046137571335
H3_curv_fusion_F0F1F2_w1p0,42,75,0.0026643660496033375,0.033489879220724106,0.8014559149742126,0.03560981526970863,0.5885843634605408,0.03136993944644928,1.0143274068832397,1.6799183428287505
H3_curv_fusion_F0F1F2_w1p0,42,76,0.0026386631320097615,0.034465640783309937,0.7947708368301392,0.03834487125277519,0.5783447623252869,0.030586417764425278,1.0111969709396362,1.6688375174999237
H3_curv_fusion_F0F1F2_w1p0,42,77,0.002251903598551594,0.03714619576931,0.808319091796875,0.04713313654065132,0.6010701060295105,0.027159254997968674,1.0155681371688843,1.6902092158794404
H3_curv_fusion_F0F1F2_w1p0,42,78,0.0024756945647476684,0.034003496170043945,0.8012527227401733,0.03848166763782501,0.5832096338272095,0.02952532283961773,1.0192956924438477,1.682366418838501
H3_curv_fusion_F0F1F2_w1p0,42,79,0.003241640194097445,0.03789278119802475,0.7880505323410034,0.04794817417860031,0.5708916783332825,0.027837388217449188,1.0052095651626587,1.656136041879654
H3_curv_fusion_F0F1F2_w1p0,42,80,0.0027744064684070294,0.041086338460445404,0.8061842918395996,0.05711137875914574,0.6004998087882996,0.02506129816174507,1.0118688344955444,1.6851858794689178
H3_curv_fusion_F0F1F2_w1p0,42,81,0.002924128757080152,0.03095308504998684,0.791466474533081,0.038213614374399185,0.5709470510482788,0.023692559450864792,1.0119858980178833,1.6646453082561492
H3_curv_fusion_F0F1F2_w1p0,42,82,0.002309934252740017,0.0288104061037302,0.7909918427467346,0.030417928472161293,0.5809914469718933,0.027202889323234558,1.0009921789169312,1.6579342663288117
H3_curv_fusion_F0F1F2_w1p0,42,83,0.001672536115317295,0.027278797701001167,0.7968112230300903,0.032065682113170624,0.5845261812210083,0.02249191515147686,1.0090961456298828,1.670538568496704
H3_curv_fusion_F0F1F2_w1p0,42,84,0.0011245083712440515,0.02219145931303501,0.7916631698608398,0.02329682745039463,0.5751265287399292,0.02108609676361084,1.008199691772461,1.6628382444381713
H3_curv_fusion_F0F1F2_w1p0,42,85,0.000929796131372097,0.021899599581956863,0.7943213582038879,0.02365129254758358,0.5794511437416077,0.020147904753684998,1.0091915130615234,1.667105221748352
H3_curv_fusion_F0F1F2_w1p0,42,86,0.0008018553808575408,0.01804838888347149,0.7930448055267334,0.016912097111344337,0.580731213092804,0.01918467879295349,1.0053584575653076,1.663209891319275
H3_curv_fusion_F0F1F2_w1p0,42,87,0.0005970689394633242,0.015553307719528675,0.7886469960212708,0.013967730104923248,0.5723817348480225,0.017138885334134102,1.0049121379852295,1.6568074464797973
H3_curv_fusion_F0F1F2_w1p0,42,88,0.00048688613016912273,0.015354996547102928,0.789429247379303,0.013057701289653778,0.5775076746940613,0.017652291804552078,1.0013508796691895,1.6559439420700073
H3_curv_fusion_F0F1F2_w1p0,42,89,0.0004827757864924414,0.015648964792490005,0.7883105278015137,0.014970113523304462,0.5717518925666809,0.016327816992998123,1.0048691034317017,1.656312733888626
H3_curv_fusion_F0F1F2_w1p0,42,90,0.0004926006658934057,0.016885479912161827,0.7875686883926392,0.017505822703242302,0.5718444585800171,0.0162651427090168,1.0032929182052612,1.6544072687625886
H3_curv_fusion_F0F1F2_w1p0,42,91,0.0005469104119886955,0.014275900088250637,0.7906544208526611,0.013682068325579166,0.5788178443908691,0.014869734644889832,1.0024909973144531,1.6582862377166747
H3_curv_fusion_F0F1F2_w1p0,42,92,0.0004984384369371193,0.017065854743123055,0.7926545739173889,0.018726028501987457,0.5819981694221497,0.015405680984258652,1.0033109188079834,1.6615373969078064
H3_curv_fusion_F0F1F2_w1p0,42,93,0.0005371802378379341,0.01628914475440979,0.7866397500038147,0.015781641006469727,0.5707297921180725,0.016796650364995003,1.0025497674942017,1.6526980340480804
H3_curv_fusion_F0F1F2_w1p0,42,94,0.0005547415667457418,0.016682634130120277,0.789330244064331,0.01752522587776184,0.5760273337364197,0.015840044245123863,1.0026333332061768,1.6565107107162476
H3_curv_fusion_F0F1F2_w1p0,42,95,0.0006475107996569326,0.018219338729977608,0.7882142066955566,0.021294210106134415,0.5724110007286072,0.015144472010433674,1.0040173530578613,1.6557094216346742
H3_curv_fusion_F0F1F2_w1p0,42,96,0.0007961869857917052,0.019193163141608238,0.786001980304718,0.021099597215652466,0.5703896880149841,0.01728673093020916,1.0016143321990967,1.6512906670570373
H3_curv_fusion_F0F1F2_w1p0,42,97,0.0007966767270339741,0.018802182748913765,0.7868831157684326,0.020628400146961212,0.5739337801933289,0.016975967213511467,0.9998325705528259,1.6515442997217178
H3_curv_fusion_F0F1F2_w1p0,42,98,0.000729125679104722,0.01841150037944317,0.790962278842926,0.021444929763674736,0.5795371532440186,0.015378070995211601,1.002387523651123,1.658660352230072
H3_curv_fusion_F0F1F2_w1p0,42,99,0.0006846039156828608,0.01875264011323452,0.7850536108016968,0.02330590970814228,0.5700315833091736,0.01419937051832676,1.0000756978988647,1.6491167008876801
H3_curv_fusion_F0F1F2_w1p0,42,100,0.0007328860090291571,0.01880745403468609,0.789003312587738,0.022628210484981537,0.5764970183372498,0.01498669944703579,1.0015095472335815,1.6554348766803741
H3_curv_fusion_F0F1F2_w1p0,42,101,0.0007345147314481437,0.019015446305274963,0.7923145890235901,0.02259378507733345,0.5816683769226074,0.015437108464539051,1.0029606819152832,1.660868775844574
H3_curv_fusion_F0F1F2_w1p0,42,102,0.0007069221645083633,0.020558640360832214,0.7870494723320007,0.02510770969092846,0.569753885269165,0.01600957103073597,1.0043450593948364,1.654259043931961
H3_curv_fusion_F0F1F2_w1p0,42,103,0.0007647641260908651,0.019268404692411423,0.7902294993400574,0.024163151159882545,0.5754231214523315,0.014373655430972576,1.0050358772277832,1.6590910315513612
H3_curv_fusion_F0F1F2_w1p0,42,104,0.0009079891273618809,0.019719811156392097,0.792800784111023,0.02589275874197483,0.5814450979232788,0.013546863570809364,1.004156470298767,1.662207156419754
H3_curv_fusion_F0F1F2_w1p0,42,105,0.0013739351554596354,0.02848481573164463,0.7967354655265808,0.04023754596710205,0.5896395444869995,0.016732091084122658,1.0038316249847412,1.6675370931625366
H3_curv_fusion_F0F1F2_w1p0,42,106,0.0014819086451704304,0.02684205025434494,0.7909172773361206,0.037570856511592865,0.5790950655937195,0.016113245859742165,1.0027395486831665,1.6587909519672395
H3_curv_fusion_F0F1F2_w1p0,42,107,0.0023851560600589784,0.03669928014278412,0.7868755459785461,0.052011627703905106,0.5646570920944214,0.021386930719017982,1.0090941190719604,1.6566275537014008
H3_curv_fusion_F0F1F2_w1p0,42,108,0.0038876361878854887,0.04654902219772339,0.7851617336273193,0.06893599033355713,0.5668439865112305,0.024162059649825096,1.0034794807434082,1.6511401414871216
H3_curv_fusion_F0F1F2_w1p0,42,109,0.004360311825404919,0.04311494901776314,0.7906794548034668,0.064357228577137,0.5705559253692627,0.02187267318367958,1.0108028650283813,1.6628927886486053
H3_curv_fusion_F0F1F2_w1p0,42,110,0.00655120657202566,0.06867365539073944,0.7856502532958984,0.10086384415626526,0.5580776333808899,0.036483462899923325,1.0132229328155518,1.6571829795837403
H3_curv_fusion_F0F1F2_w1p0,42,111,0.02499924875086262,0.10565795004367828,0.7984371185302734,0.15616847574710846,0.6046538352966309,0.05514741316437721,0.992220401763916,1.6635331869125367
H3_curv_fusion_F0F1F2_w1p0,42,112,0.050113708046930175,0.1639920026063919,0.846252977848053,0.26658356189727783,0.689972460269928,0.061400432139635086,1.0025333166122437,1.7361474573612212
H3_curv_fusion_F0F1F2_w1p0,42,113,0.10520585182876814,0.3031371831893921,0.7961411476135254,0.4674161374568939,0.6016575694084167,0.13885824382305145,0.990624725818634,1.6594412058591843
H3_curv_fusion_F0F1F2_w1p0,42,114,0.22896023165611995,0.2910759150981903,0.8104264140129089,0.41493403911590576,0.6340466141700745,0.16721780598163605,0.9868062734603882,1.6773404419422149
H3_curv_fusion_F0F1F2_w1p0,42,115,0.2087172447215943,0.3582970201969147,0.8803043365478516,0.5412816405296326,0.6177757382392883,0.17531245946884155,1.1428329944610596,1.8609842300415038
H3_curv_fusion_F0F1F2_w1p0,42,116,0.275895465697561,0.327899307012558,0.8731276392936707,0.46521756052970886,0.6513454914093018,0.19058102369308472,1.0949100255966187,1.824579256772995
H3_curv_fusion_F0F1F2_w1p0,42,117,0.22929188892954872,0.40681275725364685,0.8227739334106445,0.5802212953567505,0.6305756568908691,0.23340414464473724,1.014972448348999,1.7101184010505677
H3_curv_fusion_F0F1F2_w1p0,42,118,0.25977267928066705,0.4031771421432495,0.7356415390968323,0.5173872709274292,0.5841429233551025,0.28896698355674744,0.8871402144432068,1.5178252846002578
H3_curv_fusion_F0F1F2_w1p0,42,119,0.2385736522930009,0.3188587725162506,0.7682656645774841,0.3906404972076416,0.5165995359420776,0.2470770925283432,1.0199319124221802,1.6365345060825347
H3_curv_fusion_F0F1F2_w1p0,42,120,0.21015029010318576,0.33256813883781433,0.8186749815940857,0.42841583490371704,0.5778544545173645,0.23672039806842804,1.059495449066162,1.7288674592971802
H3_curv_fusion_F0F1F2_w1p0,42,121,0.21249769769963764,0.2876978814601898,0.8173174262046814,0.43166059255599976,0.6230575442314148,0.14373520016670227,1.0115773677825928,1.700611960887909
H3_curv_fusion_F0F1F2_w1p0,42,122,0.1983453571086838,0.27039089798927307,0.8004420399665833,0.41044074296951294,0.5655767321586609,0.13034102320671082,1.0353071689605713,1.690037763118744
H3_curv_fusion_F0F1F2_w1p0,42,123,0.18302523947897412,0.2662782669067383,0.8251024484634399,0.4020325243473053,0.551456093788147,0.13052400946617126,1.098749041557312,1.7594554483890534
H3_curv_fusion_F0F1F2_w1p0,42,124,0.1664083759699549,0.2530902922153473,0.8127046227455139,0.41465234756469727,0.6154540181159973,0.09152824431657791,1.0099552869796753,1.6932618916034698
H3_curv_fusion_F0F1F2_w1p0,42,125,0.13929308862203643,0.21994881331920624,0.7289692163467407,0.353410542011261,0.4909837245941162,0.08648709952831268,0.9669545292854309,1.5523818582296371
H3_curv_fusion_F0F1F2_w1p0,42,126,0.11935658948052497,0.2315506786108017,0.7683416604995728,0.37449750304222107,0.5629522800445557,0.08860384672880173,0.9737309217453003,1.611230307817459
H3_curv_fusion_F0F1F2_w1p0,42,127,0.12827844527505694,0.20090755820274353,0.7760947346687317,0.3342517912387848,0.5503398180007935,0.06756332516670227,1.00184965133667,1.6375499367713928
H3_curv_fusion_F0F1F2_w1p0,42,128,0.13039935735009966,0.24656836688518524,0.7333648800849915,0.37289464473724365,0.5308212637901306,0.12024212628602982,0.935908317565918,1.5414603710174561
H3_curv_fusion_F0F1F2_w1p0,42,129,0.1287876601730074,0.23665063083171844,0.7924137711524963,0.3950682580471039,0.5862065553665161,0.0782330185174942,0.9986210465431213,1.6586208671331406
H3_curv_fusion_F0F1F2_w1p0,42,130,0.14098677482633365,0.19634272158145905,0.7610750198364258,0.3297395706176758,0.5672701597213745,0.06294587254524231,0.954879879951477,1.5906889617443085
H3_curv_fusion_F0F1F2_w1p0,42,131,0.10538351518057641,0.23838871717453003,0.7852867841720581,0.4042956829071045,0.6192541122436523,0.07248178869485855,0.9513193964958191,1.622627153992653
H3_curv_fusion_F0F1F2_w1p0,42,132,0.10777770887528147,0.1973215639591217,0.7339275479316711,0.3459334969520569,0.48860007524490356,0.048709649592638016,0.9792549014091492,1.5660887390375138
H3_curv_fusion_F0F1F2_w1p0,42,133,0.09038223574558894,0.17102119326591492,0.7627674341201782,0.2975975573062897,0.5579928159713745,0.04444482550024986,0.9675421714782715,1.6000226259231567
H3_curv_fusion_F0F1F2_w1p0,42,134,0.10107114095063437,0.16610290110111237,0.7519384026527405,0.28624504804611206,0.5217779874801636,0.045960746705532074,0.9820987582206726,1.5928680688142776
H3_curv_fusion_F0F1F2_w1p0,42,135,0.08391061753389381,0.21070191264152527,0.7803868055343628,0.3521987199783325,0.5984418392181396,0.06920510530471802,0.9623318314552307,1.6218240469694138
H3_curv_fusion_F0F1F2_w1p0,42,136,0.12553735148339046,0.20708346366882324,0.7812235951423645,0.35940420627593994,0.6027951240539551,0.054762739688158035,0.9596521258354187,1.6215217143297196
H3_curv_fusion_F0F1F2_w1p0,42,137,0.12866579670281636,0.2486293762922287,0.7992595434188843,0.4366532564163208,0.6470782160758972,0.06060547009110451,0.9514409899711609,1.6422559291124343
H3_curv_fusion_F0F1F2_w1p0,42,138,0.13808263412543706,0.1964869499206543,0.7524704933166504,0.33556026220321655,0.5613624453544617,0.05741366744041443,0.9435786604881287,1.5724269777536393
H3_curv_fusion_F0F1F2_w1p0,42,139,0.15038801073318436,0.20166932046413422,0.7674628496170044,0.336974173784256,0.5774357914924622,0.06636444479227066,0.9574897289276123,1.601067304611206
H3_curv_fusion_F0F1F2_w1p0,42,140,0.107884041787613,0.1817137748003006,0.7633415460586548,0.3180318772792816,0.5694066882133484,0.04539569839835167,0.9572762846946716,1.5951800972223282
H3_curv_fusion_F0F1F2_w1p0,42,141,0.09014373077523141,0.17417608201503754,0.7468492388725281,0.30307409167289734,0.5545606017112732,0.04527810961008072,0.9391380548477173,1.5621149003505708
