sample_index,defect_type,true_area_bin,low_signal,max_abs_bz,mse,mae,iou,dice,area_error,center_error,pred_area,true_area,pred_center_x,pred_center_y,true_center_x,true_center_y,pred_area_zero,pred_area_lt_true,pred_area_gt_true
0,rotated_rect,large,False,8.726391792297363,16762.525390625,37.66965103149414,0.3983739837398374,0.5697674418604651,0.5700712589073634,0.5539840459823608,5.51241796584921,12.821701456477996,-2.069324493408203,4.754729747772217,-2.1501212120056152,5.30279016494751,False,True,False
1,polygon,small,True,6.08453893661499,10238.794921875,30.797407150268555,0.0,0.0,0.6600985221674877,1.4653880596160889,1.050709501777888,3.091217809578424,-3.3832201957702637,4.661104679107666,-4.461345672607422,5.653580188751221,False,True,False
2,multi_defect,small,False,7.990758895874023,10187.4560546875,33.281402587890625,0.4164859002169197,0.5880551301684533,0.5835140997830802,0.15093502402305603,2.9237133962515145,7.019957685791397,6.465923309326172,5.444023609161377,6.553210258483887,5.320888042449951,False,True,False
3,multi_defect,large,True,7.529473304748535,40311.54296875,81.32635498046875,0.2167957117331745,0.35633871757219776,0.5582215949188426,3.0269460678100586,9.532523885695042,21.57761397129373,-2.8467419147491455,5.135218143463135,0.1446363478899002,4.6725544929504395,False,True,False
4,rotated_rect,medium,False,11.381318092346191,22404.826171875,48.61513137817383,0.302020202020202,0.46392552366175327,0.23182441700960219,1.5288299322128296,8.527497405733584,11.100974301392469,-4.333631992340088,5.154040336608887,-4.4404120445251465,6.679136753082275,False,True,False
5,rotated_rect,medium,False,13.777337074279785,17362.962890625,42.84636306762695,0.40437158469945356,0.5758754863813229,0.35887611749680715,0.9356325268745422,7.644292317282606,11.923268694088208,5.1787824630737305,5.341462135314941,5.256647109985352,6.273849010467529,False,True,False
6,polygon,small,True,4.9213995933532715,12729.3564453125,28.114662170410156,0.0,0.0,1.0,nan,0.0,5.786516096747789,nan,nan,3.3276913166046143,4.368952751159668,True,True,False
7,polygon,large,False,16.825197219848633,37629.83203125,66.15768432617188,0.24398625429553264,0.39226519337016574,0.2612872238232469,1.9246647357940674,11.710081258944868,15.85200857030118,-3.5438895225524902,5.089779853820801,-3.7500905990600586,7.003366947174072,False,True,False
8,polygon,small,False,9.147215843200684,13620.0380859375,36.5438346862793,0.0914396887159533,0.16755793226381463,0.4017094017094017,1.6918071508407593,3.197811527150094,5.3449135525223,6.083273410797119,5.49879789352417,6.187131881713867,3.8101816177368164,False,True,False
9,rotated_rect,medium,False,8.918783187866211,12677.630859375,31.78233528137207,0.43256578947368424,0.6039035591274398,0.45567375886524825,0.9762750864028931,4.674895899214661,8.588408101488824,-0.17358781397342682,4.711940288543701,-0.2835988402366638,5.681997299194336,False,True,False
10,rotated_rect,small,False,10.143938064575195,9902.91015625,34.28915786743164,0.7553956834532374,0.860655737704918,0.00408997955010225,0.24305637180805206,7.415877208200456,7.446332556078076,-2.8870739936828613,4.886026859283447,-2.811758279800415,4.654933929443359,False,True,False
11,rotated_rect,small,False,7.785528659820557,16515.640625,38.75425720214844,0.21688500727802038,0.35645933014354064,0.28688524590163933,1.5130277872085571,5.29923053070587,7.431104882139266,-2.8491594791412354,4.810751438140869,-2.832502841949463,6.323687553405762,False,True,False
12,polygon,large,False,8.281722068786621,26522.552734375,47.99103546142578,0.246900826446281,0.396023198011599,0.5492788461538461,1.5394378900527954,5.710377727053739,12.669424717089896,-2.3105528354644775,4.764174938201904,-2.8126814365386963,3.3089306354522705,False,True,False
