sample_id,source_index,split,defect_type,stage,lambda_smooth,iou,dice,area_error,center_error_px,pred_area,true_area
rect_p2_0067,66,train,rectangular_notch,pre_refine,0.01,0.8362235067437379,0.9108079748163693,0.026915113871635612,1.175677761242322,470.0,483.0
rect_p2_0069,68,train,rectangular_notch,pre_refine,0.01,0.675531914893617,0.8063492063492064,0.2692307692307692,2.6812708993297836,266.0,364.0
rect_p2_0070,69,train,rectangular_notch,pre_refine,0.01,0.672,0.8038277511961722,0.21367521367521367,3.5364174933469847,276.0,351.0
rect_p2_0072,71,train,rectangular_notch,pre_refine,0.01,0.79491833030853,0.8857431749241659,0.14097744360902256,1.0953499331895058,457.0,532.0
rect_p2_0074,73,train,rectangular_notch,pre_refine,0.01,0.6521739130434783,0.7894736842105263,0.0,3.3372225262560313,304.0,304.0
rect_p2_0075,74,train,rectangular_notch,pre_refine,0.01,0.7107309486780715,0.8309090909090909,0.09027777777777778,3.0130499626626333,524.0,576.0
rect_p2_0077,76,train,rectangular_notch,pre_refine,0.01,0.810064935064935,0.895067264573991,0.1354515050167224,0.10554000462479038,517.0,598.0
rect_p2_0078,77,train,rectangular_notch,pre_refine,0.01,0.662557781201849,0.7970342910101946,0.22532894736842105,3.7305344852426243,471.0,608.0
rect_p2_0079,78,train,rectangular_notch,pre_refine,0.01,0.7427536231884058,0.8523908523908524,0.09126984126984126,2.576944658135895,458.0,504.0
rect_p2_0080,79,train,rectangular_notch,pre_refine,0.01,0.7408088235294118,0.8511087645195353,0.15227272727272728,3.1935384448639943,507.0,440.0
rect_p2_0082,81,train,rectangular_notch,pre_refine,0.01,0.8260038240917782,0.9047120418848168,0.022774327122153208,1.1140845058273985,472.0,483.0
rect_p2_0083,82,train,rectangular_notch,pre_refine,0.01,0.8144329896907216,0.8977272727272727,0.028011204481792718,1.625567158328208,347.0,357.0
rect_p2_0084,83,train,rectangular_notch,pre_refine,0.01,0.8695652173913043,0.9302325581395349,0.045454545454545456,0.6864726112573977,315.0,330.0
rect_p2_0085,84,train,rectangular_notch,pre_refine,0.01,0.6459909228441755,0.7849264705882353,0.0979020979020979,2.703255665014552,516.0,572.0
rect_p2_0086,85,train,rectangular_notch,pre_refine,0.01,0.84472049689441,0.9158249158249159,0.02,0.9130103268372559,294.0,300.0
rect_p2_0087,86,train,rectangular_notch,pre_refine,0.01,0.6462346760070052,0.7851063829787234,0.06140350877192982,2.803700737469169,484.0,456.0
rect_p2_0088,87,train,rectangular_notch,pre_refine,0.01,0.75,0.8571428571428571,0.25,0.6026820252693447,420.0,560.0
rect_p2_0090,89,train,rectangular_notch,pre_refine,0.01,0.6237623762376238,0.7682926829268293,0.05513784461152882,3.4161138343468798,421.0,399.0
rect_p2_0093,92,train,rectangular_notch,pre_refine,0.01,0.7538726333907056,0.8596663395485771,0.21853146853146854,1.8592131731757553,447.0,572.0
rect_p2_0096,95,train,rectangular_notch,pre_refine,0.01,0.7616822429906542,0.8647214854111406,0.178743961352657,0.794117647058826,340.0,414.0
rect_p2_0097,96,train,rectangular_notch,pre_refine,0.01,0.679399727148704,0.8090982940698619,0.3090659340659341,0.2558556198058379,503.0,728.0
rect_p2_0098,97,train,rectangular_notch,pre_refine,0.01,0.7828162291169452,0.8781793842034806,0.0546875,2.344607529365251,363.0,384.0
rect_p2_0099,98,train,rectangular_notch,pre_refine,0.01,0.7136363636363636,0.8328912466843501,0.20476190476190476,2.935207788076379,501.0,630.0
rect_p2_0101,100,train,rectangular_notch,pre_refine,0.01,0.672514619883041,0.8041958041958042,0.0,3.2681161856046943,286.0,286.0
rect_p2_0103,102,train,rectangular_notch,pre_refine,0.01,0.6533795493934142,0.790356394129979,0.11462450592885376,2.8099123583725345,448.0,506.0
rect_p2_0105,104,train,rectangular_notch,pre_refine,0.01,0.7089136490250696,0.8296658516707417,0.2791023842917251,2.2766503381285563,514.0,713.0
rect_p2_0106,105,train,rectangular_notch,pre_refine,0.01,0.68,0.8095238095238095,0.32,1.8888185275107574,459.0,675.0
rect_p2_0107,106,train,rectangular_notch,pre_refine,0.01,0.6506666666666666,0.7883683360258481,0.34933333333333333,1.7737641472872194,488.0,750.0
rect_p2_0108,107,train,rectangular_notch,pre_refine,0.01,0.6621212121212121,0.796718322698268,0.08216783216783216,0.7015331445017177,525.0,572.0
rect_p2_0109,108,train,rectangular_notch,pre_refine,0.01,0.7427258805513017,0.8523725834797891,0.2519201228878648,1.7648676525206688,487.0,651.0
rect_p2_0110,109,train,rectangular_notch,pre_refine,0.01,0.48653846153846153,0.6545924967658473,0.4662698412698413,3.270896488254167,269.0,504.0
rect_p2_0111,110,train,rectangular_notch,pre_refine,0.01,0.7022222222222222,0.825065274151436,0.1761904761904762,0.08225577728761804,346.0,420.0
rect_p2_0113,112,train,rectangular_notch,pre_refine,0.01,0.801358234295416,0.8897266729500471,0.00946969696969697,0.7622584762239483,533.0,528.0
rect_p2_0119,118,train,rectangular_notch,pre_refine,0.01,0.6907894736842105,0.8171206225680934,0.3092105263157895,3.073942308370919,420.0,608.0
rect_v9_0002,121,train,rectangular_notch,pre_refine,0.01,0.6612377850162866,0.796078431372549,0.14545454545454545,3.446233863313958,470.0,550.0
rect_v9_0003,122,train,rectangular_notch,pre_refine,0.01,0.6504065040650406,0.7881773399014779,0.21929824561403508,2.0815388054567956,267.0,342.0
rect_v9_0004,123,train,rectangular_notch,pre_refine,0.01,0.6551724137931034,0.7916666666666666,0.3448275862068966,2.346714093367807,475.0,725.0
rect_v9_0005,124,train,rectangular_notch,pre_refine,0.01,0.75049115913556,0.8574635241301908,0.19635627530364372,1.104131828242457,397.0,494.0
rect_v9_0006,125,train,rectangular_notch,pre_refine,0.01,0.7847358121330724,0.8793859649122807,0.11180124223602485,1.9538889245732578,429.0,483.0
rect_v9_0007,126,train,rectangular_notch,pre_refine,0.01,0.5553602811950791,0.7141242937853107,0.39090909090909093,2.9283007738521363,335.0,550.0
rect_v9_0008,127,train,rectangular_notch,pre_refine,0.01,0.5710059171597633,0.7269303201506592,0.41964285714285715,3.099083659184957,390.0,672.0
rect_v9_0011,130,train,rectangular_notch,pre_refine,0.01,0.4263888888888889,0.5978578383641675,0.5736111111111111,2.2031021140117684,307.0,720.0
rect_v9_0013,132,train,rectangular_notch,pre_refine,0.01,0.5864197530864198,0.7392996108949417,0.33116883116883117,2.1925446924046925,309.0,462.0
rect_v9_0015,134,train,rectangular_notch,pre_refine,0.01,0.5674342105263158,0.7240293809024134,0.3956228956228956,3.8420832535838567,359.0,594.0
rect_v9_0018,137,train,rectangular_notch,pre_refine,0.01,0.8236331569664903,0.9032882011605415,0.10622710622710622,1.083123140600795,488.0,546.0
rect_v9_0019,138,train,rectangular_notch,pre_refine,0.01,0.7101123595505618,0.8304862023653088,0.018229166666666668,3.1697829150343853,377.0,384.0
rect_v9_0020,139,train,rectangular_notch,pre_refine,0.01,0.5190839694656488,0.6834170854271356,0.44834307992202727,3.923313455209705,283.0,513.0
rect_v9_0022,141,train,rectangular_notch,pre_refine,0.01,0.5276442307692307,0.6907946498819827,0.4723557692307692,2.5451465526804853,439.0,832.0
rect_v9_0023,142,train,rectangular_notch,pre_refine,0.01,0.7174657534246576,0.8354935194416749,0.2586805555555556,0.6525873638705397,427.0,576.0
rect_v9_0024,143,train,rectangular_notch,pre_refine,0.01,0.8285714285714286,0.90625,0.1487603305785124,0.8806934398842471,412.0,484.0
rect_v9_0025,144,train,rectangular_notch,pre_refine,0.01,0.7213114754098361,0.8380952380952381,0.2692307692307692,0.2595679467846438,399.0,546.0
rect_v9_0026,145,train,rectangular_notch,pre_refine,0.01,0.7132216014897579,0.8326086956521739,0.18181818181818182,2.272290920666928,414.0,506.0
rect_v9_0028,147,train,rectangular_notch,pre_refine,0.01,0.6574500768049155,0.7933271547729379,0.3425499231950845,1.9577780247783911,428.0,651.0
rect_v9_0029,148,train,rectangular_notch,pre_refine,0.01,0.7062314540059347,0.8278260869565217,0.25757575757575757,3.042142567925085,490.0,660.0
rect_v9_0030,149,train,rectangular_notch,pre_refine,0.01,0.7710843373493976,0.8707482993197279,0.004524886877828055,0.23009609921950233,440.0,442.0
rect_v9_0031,150,train,rectangular_notch,pre_refine,0.01,0.624251497005988,0.7686635944700461,0.3256172839506173,4.073445247773218,437.0,648.0
rect_v9_0036,155,train,rectangular_notch,pre_refine,0.01,0.5756410256410256,0.7306753458096013,0.42435897435897435,2.1817216653488245,449.0,780.0
rect_v9_0037,156,train,rectangular_notch,pre_refine,0.01,0.5473411154345007,0.7074601844090528,0.4466145833333333,2.9693376517273,425.0,768.0
rect_v9_0039,158,train,rectangular_notch,pre_refine,0.01,0.8293650793650794,0.9067245119305857,0.09504132231404959,0.7795424642550655,438.0,484.0
rect_v9_0040,159,train,rectangular_notch,pre_refine,0.01,0.7160278745644599,0.8345177664974619,0.20909090909090908,2.6398585600500697,435.0,550.0
rect_v9_0041,160,train,rectangular_notch,pre_refine,0.01,0.48466257668711654,0.6528925619834711,0.5107692307692308,2.0607084036890306,318.0,650.0
rect_v9_0042,161,train,rectangular_notch,pre_refine,0.01,0.5811320754716981,0.7350835322195705,0.08237986270022883,3.5607872690020708,401.0,437.0
rect_v9_0043,162,train,rectangular_notch,pre_refine,0.01,0.682261208576998,0.8111239860950173,0.2876984126984127,2.7010487254729103,359.0,504.0
rect_v9_0045,164,train,rectangular_notch,pre_refine,0.01,0.7363636363636363,0.8481675392670157,0.2636363636363636,0.7046566598813411,243.0,330.0
rect_v9_0047,166,train,rectangular_notch,pre_refine,0.01,0.7873831775700935,0.8810457516339869,0.14285714285714285,1.474881396778617,408.0,357.0
rect_v9_0051,170,train,rectangular_notch,pre_refine,0.01,0.5733173076923077,0.7288006111535523,0.4266826923076923,2.555823400351252,477.0,832.0
rect_v9_0052,171,train,rectangular_notch,pre_refine,0.01,0.8496503496503497,0.9187145557655955,0.08333333333333333,0.8475865034584309,506.0,552.0
rect_v9_0057,176,train,rectangular_notch,pre_refine,0.01,0.615071283095723,0.7616645649432535,0.012531328320802004,3.5345270978967886,394.0,399.0
rect_v9_0058,177,train,rectangular_notch,pre_refine,0.01,0.696588868940754,0.8211640211640212,0.010526315789473684,0.9389827191454444,470.0,475.0
rect_v9_0059,178,train,rectangular_notch,pre_refine,0.01,0.6316614420062696,0.7742555235350624,0.3683385579937304,1.8819638723083796,403.0,638.0
rect_v9_0060,179,train,rectangular_notch,pre_refine,0.01,0.7034482758620689,0.8259109311740891,0.10511363636363637,2.773094468969533,389.0,352.0
rect_v9_0061,180,train,rectangular_notch,pre_refine,0.01,0.6517241379310345,0.7891440501043842,0.3192982456140351,2.3017902573381233,388.0,570.0
rect_v9_0062,181,train,rectangular_notch,pre_refine,0.01,0.6103151862464183,0.7580071174377224,0.3710144927536232,1.641591474766779,434.0,690.0
rect_v9_0063,182,train,rectangular_notch,pre_refine,0.01,0.6832797427652733,0.8118433619866284,0.09636363636363636,3.8149122848217534,497.0,550.0
rect_v9_0064,183,train,rectangular_notch,pre_refine,0.01,0.4792243767313019,0.6479400749063671,0.34674922600619196,4.0254407599008335,211.0,323.0
rect_v9_0065,184,train,rectangular_notch,pre_refine,0.01,0.7214022140221402,0.8381564844587353,0.12045454545454545,1.3684732665775785,493.0,440.0
rect_v9_0066,185,train,rectangular_notch,pre_refine,0.01,0.66890756302521,0.8016112789526687,0.09038461538461538,3.2884722268519884,473.0,520.0
rect_v9_0068,187,train,rectangular_notch,pre_refine,0.01,0.6625386996904025,0.7970204841713222,0.10582010582010581,4.317003216707931,507.0,567.0
rect_v9_0069,188,train,rectangular_notch,pre_refine,0.01,0.6666666666666666,0.8,0.20652173913043478,2.855412374674588,438.0,552.0
rect_v9_0070,189,train,rectangular_notch,pre_refine,0.01,0.6270270270270271,0.770764119601329,0.21541501976284586,2.733842688142732,397.0,506.0
rect_v9_0071,190,train,rectangular_notch,pre_refine,0.01,0.6372950819672131,0.7784730913642053,0.27056277056277056,2.0344903756875867,337.0,462.0
rect_v9_0072,191,train,rectangular_notch,pre_refine,0.01,0.7563352826510721,0.8612652608213096,0.15550239234449761,2.5800185669160682,483.0,418.0
rect_v9_0074,193,train,rectangular_notch,pre_refine,0.01,0.6318181818181818,0.7743732590529248,0.36818181818181817,1.1078371042922406,417.0,660.0
rect_v9_0075,194,train,rectangular_notch,pre_refine,0.01,0.6244635193133047,0.7688243064729194,0.10275689223057644,3.016164849262662,358.0,399.0
rect_v9_0078,197,train,rectangular_notch,pre_refine,0.01,0.6896551724137931,0.8163265306122449,0.2924242424242424,2.9642135395770293,467.0,660.0
rect_v9_0079,198,train,rectangular_notch,pre_refine,0.01,0.7566666666666667,0.8614800759013282,0.24333333333333335,0.4839854163209785,454.0,600.0
rect_v9_0080,199,train,rectangular_notch,pre_refine,0.01,0.6018691588785047,0.751458576429405,0.2996031746031746,3.358361719690302,353.0,504.0
rot_p3_0006,205,train,rotated_rect,pre_refine,0.01,0.6608084358523726,0.7957671957671958,0.2532347504621072,3.3511916982672303,404.0,541.0
rot_p3_0007,206,train,rotated_rect,pre_refine,0.01,0.5,0.6666666666666666,0.34408602150537637,3.4040964068102144,366.0,558.0
rot_p3_0009,208,train,rotated_rect,pre_refine,0.01,0.6094674556213018,0.7573529411764706,0.26666666666666666,3.2724782667319134,304.0,240.0
rot_p3_0010,209,train,rotated_rect,pre_refine,0.01,0.7169811320754716,0.8351648351648352,0.14629629629629629,0.41405256710829014,461.0,540.0
rot_p3_0011,210,train,rotated_rect,pre_refine,0.01,0.5848765432098766,0.7380720545277507,0.17259786476868327,3.0295589071547893,465.0,562.0
rot_p3_0014,213,train,rotated_rect,pre_refine,0.01,0.7590987868284229,0.8630541871921182,0.11688311688311688,3.1815222264130774,476.0,539.0
rot_p3_0015,214,train,rotated_rect,pre_refine,0.01,0.5493827160493827,0.7091633466135459,0.20714285714285716,0.5225895597755665,444.0,560.0
rot_p3_0016,215,train,rotated_rect,pre_refine,0.01,0.5996810207336523,0.7497507477567298,0.20572450805008943,3.737170343502558,444.0,559.0
rot_p3_0017,216,train,rotated_rect,pre_refine,0.01,0.7009646302250804,0.8241965973534972,0.1950207468879668,0.420990090012437,288.0,241.0
rot_p3_0019,218,train,rotated_rect,pre_refine,0.01,0.6160990712074303,0.7624521072796935,0.13903743315508021,3.832589539052159,483.0,561.0
rot_p3_0020,219,train,rotated_rect,pre_refine,0.01,0.6864951768488746,0.8141086749285034,0.13012477718360071,2.754951955189507,488.0,561.0
rot_p3_0021,220,train,rotated_rect,pre_refine,0.01,0.6237942122186495,0.7683168316831683,0.10416666666666667,3.318834390991117,265.0,240.0
rot_p3_0022,221,train,rotated_rect,pre_refine,0.01,0.7178130511463845,0.8357289527720739,0.1962962962962963,0.33742192268516724,434.0,540.0
rot_p3_0023,222,train,rotated_rect,pre_refine,0.01,0.6473354231974922,0.7859181731684111,0.1265597147950089,3.2065792140028826,490.0,561.0
rot_p3_0024,223,train,rotated_rect,pre_refine,0.01,0.6332794830371568,0.7754698318496538,0.19464285714285715,0.7816582531792066,451.0,560.0
rot_p3_0025,224,train,rotated_rect,pre_refine,0.01,0.6440129449838188,0.7834645669291339,0.11666666666666667,3.342748419562149,268.0,240.0
rot_p3_0026,225,train,rotated_rect,pre_refine,0.01,0.6600660066006601,0.7952286282306164,0.13358070500927643,2.987346935855227,467.0,539.0
rot_p3_0027,226,train,rotated_rect,pre_refine,0.01,0.622356495468278,0.7672253258845437,0.08214285714285714,1.3901005683266237,514.0,560.0
rot_p3_0028,227,train,rotated_rect,pre_refine,0.01,0.6972624798711755,0.8216318785578748,0.11785714285714285,3.6686333580384383,494.0,560.0
rot_p3_0029,228,train,rotated_rect,pre_refine,0.01,0.695364238410596,0.8203125,0.13333333333333333,0.33709544366422284,272.0,240.0
rot_p3_0030,229,train,rotated_rect,pre_refine,0.01,0.6995153473344103,0.8231939163498099,0.05545286506469501,3.1696842481174263,511.0,541.0
rot_p3_0031,230,train,rotated_rect,pre_refine,0.01,0.5162721893491125,0.6809756097560976,0.16308243727598568,3.565799825755101,467.0,558.0
rot_p3_0032,231,train,rotated_rect,pre_refine,0.01,0.7039473684210527,0.8262548262548263,0.15,2.897615667899874,476.0,560.0
rot_p3_0033,232,train,rotated_rect,pre_refine,0.01,0.6840390879478827,0.8123791102514507,0.15416666666666667,3.253148582869832,277.0,240.0
rot_p3_0034,233,train,rotated_rect,pre_refine,0.01,0.6779359430604982,0.8080593849416755,0.2537037037037037,0.21355093017436527,403.0,540.0
rot_p3_0035,234,train,rotated_rect,pre_refine,0.01,0.5854383358098069,0.7385192127460168,0.10142348754448399,3.018027269262083,505.0,562.0
rot_p3_0036,235,train,rotated_rect,pre_refine,0.01,0.7245222929936306,0.840258541089566,0.06607142857142857,1.0043856306264918,523.0,560.0
rot_p3_0037,236,train,rotated_rect,pre_refine,0.01,0.6006389776357828,0.7504990019960079,0.0875,3.7917139713973347,261.0,240.0
rot_p3_0038,237,train,rotated_rect,pre_refine,0.01,0.6996402877697842,0.8232804232804233,0.24675324675324675,2.753318087138473,406.0,539.0
rot_p3_0039,238,train,rotated_rect,pre_refine,0.01,0.5782208588957055,0.7327502429543246,0.1625,0.20237235430603492,469.0,560.0
rot_v7_0002,249,train,rotated_rect,pre_refine,0.01,0.6407766990291263,0.7810650887573964,0.1125,3.273755461362352,267.0,240.0
rot_v7_0003,250,train,rotated_rect,pre_refine,0.01,0.6515151515151515,0.7889908256880734,0.18333333333333332,2.636975290382615,196.0,240.0
rot_v7_0004,251,train,rotated_rect,pre_refine,0.01,0.7455197132616488,0.8542094455852156,0.029166666666666667,0.7475366934618888,247.0,240.0
rot_v7_0009,256,train,rotated_rect,pre_refine,0.01,0.6666666666666666,0.8,0.041666666666666664,2.942429315680801,250.0,240.0
rot_v7_0010,257,train,rotated_rect,pre_refine,0.01,0.638095238095238,0.7790697674418605,0.1589958158995816,2.934575185930127,277.0,239.0
rot_v7_0011,258,train,rotated_rect,pre_refine,0.01,0.6784452296819788,0.8084210526315789,0.012552301255230125,1.3548423746107858,236.0,239.0
rot_v7_0014,261,train,rotated_rect,pre_refine,0.01,0.6120996441281139,0.7593818984547461,0.1125,3.5000259872044843,213.0,240.0
rot_v7_0015,262,train,rotated_rect,pre_refine,0.01,0.6600660066006601,0.7952286282306164,0.09583333333333334,3.0973369799298593,263.0,240.0
rot_v7_0016,263,train,rotated_rect,pre_refine,0.01,0.7243816254416962,0.8401639344262295,0.03333333333333333,0.2607455173052324,248.0,240.0
rot_v7_0020,267,train,rotated_rect,pre_refine,0.01,0.6732673267326733,0.8047337278106509,0.1125,3.197319271023032,267.0,240.0
rot_v7_0024,271,train,rotated_rect,pre_refine,0.01,0.7867132867132867,0.8806262230919765,0.12916666666666668,0.5227246040972382,271.0,240.0
rot_v7_0025,272,train,rotated_rect,pre_refine,0.01,0.6472727272727272,0.7858719646799117,0.08860759493670886,3.1249673640823907,216.0,237.0
rot_v7_0026,273,train,rotated_rect,pre_refine,0.01,0.6966292134831461,0.8211920529801324,0.10460251046025104,1.5307041580825955,214.0,239.0
rot_v7_0029,276,train,rotated_rect,pre_refine,0.01,0.7080536912751678,0.8290766208251473,0.12083333333333333,0.35568567998438605,269.0,240.0
rot_v7_0030,277,train,rotated_rect,pre_refine,0.01,0.6822742474916388,0.8111332007952287,0.10460251046025104,3.17250586886613,264.0,239.0
rot_v7_0031,278,train,rotated_rect,pre_refine,0.01,0.6206896551724138,0.7659574468085106,0.2301255230125523,3.270242619094714,184.0,239.0
rot_v8_0002,281,train,rotated_rect,pre_refine,0.01,0.624113475177305,0.7685589519650655,0.09166666666666666,3.6759647375341475,218.0,240.0
rot_v8_0003,282,train,rotated_rect,pre_refine,0.01,0.7010309278350515,0.8242424242424242,0.0625,2.975200879512591,255.0,240.0
rot_v8_0004,283,train,rotated_rect,pre_refine,0.01,0.8383458646616542,0.9120654396728016,0.0375,0.5711421010959984,249.0,240.0
rot_v8_0005,284,train,rotated_rect,pre_refine,0.01,0.6633333333333333,0.7975951903807615,0.07916666666666666,3.3208684556704022,259.0,240.0
rot_v8_0008,287,train,rotated_rect,pre_refine,0.01,0.7018181818181818,0.8247863247863247,0.03361344537815126,0.820818439822791,230.0,238.0
rot_v8_0009,288,train,rotated_rect,pre_refine,0.01,0.6305970149253731,0.7734553775743707,0.17154811715481172,3.1521954350392463,198.0,239.0
rot_v8_0010,289,train,rotated_rect,pre_refine,0.01,0.6230529595015576,0.7677543186180422,0.1799163179916318,3.304981651594574,282.0,239.0
rot_v8_0011,290,train,rotated_rect,pre_refine,0.01,0.6985815602836879,0.8225469728601252,0.0041841004184100415,1.2005860451432404,240.0,239.0
rot_v8_0014,293,train,rotated_rect,pre_refine,0.01,0.7318840579710145,0.8451882845188284,0.008333333333333333,0.4079094083812516,238.0,240.0
