sample_id,source_index,split,defect_type,stage,lambda_smooth,iou,dice,area_error,center_error_px,pred_area,true_area
rot_v8_0015,294,train,rotated_rect,pre_refine,0.01,0.5734072022160664,0.7288732394366197,0.36666666666666664,3.4863964174477,328.0,240.0
rot_v8_0016,295,train,rotated_rect,pre_refine,0.01,0.6603174603174603,0.7954110898661568,0.17916666666666667,3.0119033070871764,283.0,240.0
rot_v8_0017,296,train,rotated_rect,pre_refine,0.01,0.7317880794701986,0.8451242829827916,0.17916666666666667,0.31963967450889474,283.0,240.0
rot_v8_0023,302,train,rotated_rect,pre_refine,0.01,0.6533333333333333,0.7903225806451613,0.03278688524590164,3.4501535419733513,252.0,244.0
rot_v8_0024,303,train,rotated_rect,pre_refine,0.01,0.6621621621621622,0.7967479674796748,0.0759493670886076,3.3118701570226023,255.0,237.0
rot_v8_0028,307,train,rotated_rect,pre_refine,0.01,0.7297297297297297,0.84375,0.13333333333333333,1.0965860315343345,208.0,240.0
rot_v8_0029,308,train,rotated_rect,pre_refine,0.01,0.6440677966101694,0.7835051546391752,0.012295081967213115,3.4578776603125183,241.0,244.0
rot_v8_0030,309,train,rotated_rect,pre_refine,0.01,0.6521739130434783,0.7894736842105263,0.23529411764705882,2.8839586202134933,294.0,238.0
rot_v8_0031,310,train,rotated_rect,pre_refine,0.01,0.7264437689969605,0.8415492957746479,0.37656903765690375,0.46560762522587323,329.0,239.0
rot_v8_0032,311,train,rotated_rect,pre_refine,0.01,0.6723549488054608,0.8040816326530612,0.06751054852320675,3.540718559847053,253.0,237.0
rot_v8_0035,314,train,rotated_rect,pre_refine,0.01,0.6415094339622641,0.7816091954022989,0.1799163179916318,3.0436713593092684,196.0,239.0
rot_v8_0036,315,train,rotated_rect,pre_refine,0.01,0.7530864197530864,0.8591549295774648,0.21008403361344538,0.42353253696583987,188.0,238.0
rot_v8_0037,316,train,rotated_rect,pre_refine,0.01,0.6587837837837838,0.7942973523421588,0.05439330543933055,3.159452983837741,252.0,239.0
rot_v8_0038,317,train,rotated_rect,pre_refine,0.01,0.662379421221865,0.7969052224371374,0.16317991631799164,3.184858924901671,278.0,239.0
rot_v8_0039,318,train,rotated_rect,pre_refine,0.01,0.7269372693726938,0.8418803418803419,0.04184100418410042,1.0478538610409243,229.0,239.0
rot_v9_0002,321,train,rotated_rect,pre_refine,0.01,0.6183431952662722,0.7641681901279708,0.2791666666666667,3.3060119741277125,307.0,240.0
rot_v9_0003,322,train,rotated_rect,pre_refine,0.01,0.6416938110749185,0.7817460317460317,0.1,3.2194175458072567,264.0,240.0
rot_v9_0004,323,train,rotated_rect,pre_refine,0.01,0.71280276816609,0.8323232323232324,0.05394190871369295,0.5637783279659624,254.0,241.0
rot_v9_0005,324,train,rotated_rect,pre_refine,0.01,0.6824324324324325,0.8112449799196787,0.075,3.089094399088181,258.0,240.0
rot_v9_0006,325,train,rotated_rect,pre_refine,0.01,0.6804123711340206,0.8098159509202454,0.0375,3.025366034750086,249.0,240.0
rot_v9_0007,326,train,rotated_rect,pre_refine,0.01,0.6797153024911032,0.809322033898305,0.03333333333333333,1.3842620423660794,232.0,240.0
rot_v9_0008,327,train,rotated_rect,pre_refine,0.01,0.628158844765343,0.7716186252771619,0.12083333333333333,3.532946568230782,211.0,240.0
rot_v9_0009,328,train,rotated_rect,pre_refine,0.01,0.5791505791505791,0.7334963325183375,0.29583333333333334,3.1171945820831937,169.0,240.0
rot_v9_0010,329,train,rotated_rect,pre_refine,0.01,0.8153846153846154,0.8983050847457628,0.03333333333333333,0.46128745670893817,232.0,240.0
rot_v9_0011,330,train,rotated_rect,pre_refine,0.01,0.5579268292682927,0.7162426614481409,0.12916666666666668,3.9358833659473063,271.0,240.0
rot_v9_0012,331,train,rotated_rect,pre_refine,0.01,0.718213058419244,0.836,0.08333333333333333,2.531062225687553,260.0,240.0
rot_v9_0017,336,train,rotated_rect,pre_refine,0.01,0.6047904191616766,0.753731343283582,0.24267782426778242,3.5017897964589424,297.0,239.0
rot_v9_0018,337,train,rotated_rect,pre_refine,0.01,0.6524822695035462,0.7896995708154506,0.0502092050209205,3.1436820912880643,227.0,239.0
rot_v9_0019,338,train,rotated_rect,pre_refine,0.01,0.6879699248120301,0.8151447661469933,0.12916666666666668,0.7352358863452172,209.0,240.0
rot_v9_0020,339,train,rotated_rect,pre_refine,0.01,0.6049382716049383,0.7538461538461538,0.17573221757322174,3.1052687719487433,281.0,239.0
rot_v9_0021,340,train,rotated_rect,pre_refine,0.01,0.6418918918918919,0.7818930041152263,0.03347280334728033,1.579000232561285,247.0,239.0
rot_v9_0022,341,train,rotated_rect,pre_refine,0.01,0.66,0.7951807228915663,0.08368200836820083,3.098704582519529,259.0,239.0
rot_v9_0023,342,train,rotated_rect,pre_refine,0.01,0.6288343558282209,0.7721280602636534,0.2217573221757322,2.5743115257516216,292.0,239.0
rot_v9_0024,343,train,rotated_rect,pre_refine,0.01,0.6915584415584416,0.817658349328215,0.18907563025210083,0.45483634456623345,283.0,238.0
rot_v9_0025,344,train,rotated_rect,pre_refine,0.01,0.6570397111913358,0.7930283224400871,0.0794979079497908,2.8866542429182003,220.0,239.0
rot_v9_0026,345,train,rotated_rect,pre_refine,0.01,0.5930232558139535,0.7445255474452555,0.2928870292887029,3.194864742317834,309.0,239.0
rot_v9_0027,346,train,rotated_rect,pre_refine,0.01,0.637065637065637,0.7783018867924528,0.22594142259414227,1.7782347890524501,185.0,239.0
rot_v9_0030,349,train,rotated_rect,pre_refine,0.01,0.553623188405797,0.7126865671641791,0.23333333333333334,4.052334626614783,296.0,240.0
rot_v9_0031,350,train,rotated_rect,pre_refine,0.01,0.6282894736842105,0.7717171717171717,0.0625,2.876635820000047,255.0,240.0
rot_v9_0032,351,train,rotated_rect,pre_refine,0.01,0.7353951890034365,0.8475247524752475,0.0954356846473029,0.49942031113211593,264.0,241.0
rot_v9_0033,352,train,rotated_rect,pre_refine,0.01,0.6390728476821192,0.7797979797979798,0.0625,3.187097518143687,255.0,240.0
rot_v9_0034,353,train,rotated_rect,pre_refine,0.01,0.5931558935361216,0.7446300715990454,0.25416666666666665,2.751987386935891,179.0,240.0
rot_v9_0035,354,train,rotated_rect,pre_refine,0.01,0.6012658227848101,0.7509881422924901,0.10833333333333334,2.389270877178791,266.0,240.0
rot_v9_0036,355,train,rotated_rect,pre_refine,0.01,0.5985130111524164,0.7488372093023256,0.20833333333333334,3.2858066475524703,190.0,240.0
rot_v9_0037,356,train,rotated_rect,pre_refine,0.01,0.6666666666666666,0.8,0.020833333333333332,3.253776158842064,235.0,240.0
rot_v9_0038,357,train,rotated_rect,pre_refine,0.01,0.6811594202898551,0.8103448275862069,0.06666666666666667,1.0266110099820334,224.0,240.0
rot_v9_0039,358,train,rotated_rect,pre_refine,0.01,0.5551470588235294,0.7139479905437353,0.2375,3.5482905114718606,183.0,240.0
rot_v9_0040,359,train,rotated_rect,pre_refine,0.01,0.6260869565217392,0.7700534759358288,0.3375,2.675412094664108,321.0,240.0
rot_v9_0044,363,train,rotated_rect,pre_refine,0.01,0.6450617283950617,0.7842401500938087,0.22083333333333333,3.3006167012166268,293.0,240.0
rot_v9_0045,364,train,rotated_rect,pre_refine,0.01,0.6913183279742765,0.8174904942965779,0.19166666666666668,1.4129997749513779,286.0,240.0
rot_v9_0046,365,train,rotated_rect,pre_refine,0.01,0.6357615894039735,0.7773279352226721,0.058333333333333334,3.912813341735728,254.0,240.0
rot_v9_0047,366,train,rotated_rect,pre_refine,0.01,0.48826291079812206,0.6561514195583596,0.6638655462184874,4.338724598871769,396.0,238.0
rot_v9_0048,367,train,rotated_rect,pre_refine,0.01,0.6968503937007874,0.8213457076566125,0.19665271966527198,1.1007030554987955,192.0,239.0
rot_v9_0049,368,train,rotated_rect,pre_refine,0.01,0.6306620209059234,0.7735042735042735,0.02531645569620253,3.9092654918817438,231.0,237.0
rot_v9_0050,369,train,rotated_rect,pre_refine,0.01,0.5896656534954408,0.7418738049713193,0.14344262295081966,3.4826937269522458,279.0,244.0
rot_v9_0051,370,train,rotated_rect,pre_refine,0.01,0.6626984126984127,0.7971360381861575,0.25416666666666665,1.4313073757826869,179.0,240.0
rot_v9_0052,371,train,rotated_rect,pre_refine,0.01,0.6490066225165563,0.7871485943775101,0.040983606557377046,3.4558230753035706,254.0,244.0
rot_v9_0056,375,train,rotated_rect,pre_refine,0.01,0.6122448979591837,0.759493670886076,0.30416666666666664,3.2672873746181597,313.0,240.0
rot_v9_0057,376,train,rotated_rect,pre_refine,0.01,0.6019736842105263,0.7515400410677618,0.029166666666666667,3.6730868020675813,247.0,240.0
rot_v9_0058,377,train,rotated_rect,pre_refine,0.01,0.7220338983050848,0.8385826771653543,0.11666666666666667,0.5791579722870871,268.0,240.0
rot_v9_0059,378,train,rotated_rect,pre_refine,0.01,0.6105263157894737,0.7581699346405228,0.0875,3.3099229619269868,219.0,240.0
rot_v9_0060,379,train,rotated_rect,pre_refine,0.01,0.6305084745762712,0.7733887733887734,0.029535864978902954,3.4371755398414767,244.0,237.0
rot_v9_0061,380,train,rotated_rect,pre_refine,0.01,0.8211382113821138,0.9017857142857143,0.12552301255230125,0.6795899868633253,209.0,239.0
rot_v9_0062,381,train,rotated_rect,pre_refine,0.01,0.7027972027972028,0.8254620123203286,0.046218487394957986,3.228305152845439,249.0,238.0
rot_v9_0063,382,train,rotated_rect,pre_refine,0.01,0.6121883656509696,0.7594501718213058,0.38524590163934425,2.990140042417441,338.0,244.0
rot_v9_0064,383,train,rotated_rect,pre_refine,0.01,0.8539325842696629,0.9212121212121213,0.0625,0.4503576262724049,255.0,240.0
rot_v9_0065,384,train,rotated_rect,pre_refine,0.01,0.6595092024539877,0.7948243992606284,0.21721311475409835,3.36990580072851,297.0,244.0
rot_v9_0066,385,train,rotated_rect,pre_refine,0.01,0.6476510067114094,0.7861507128309573,0.06302521008403361,2.94371908919224,253.0,238.0
rot_v9_0069,388,train,rotated_rect,pre_refine,0.01,0.6655629139072847,0.7992047713717694,0.09583333333333334,1.838939194116364,263.0,240.0
rot_v9_0070,389,train,rotated_rect,pre_refine,0.01,0.6860068259385665,0.8137651821862348,0.058333333333333334,2.6207754940460406,254.0,240.0
rot_v9_0071,390,train,rotated_rect,pre_refine,0.01,0.6286644951140065,0.772,0.08333333333333333,3.2948350354629112,260.0,240.0
rot_v9_0072,391,train,rotated_rect,pre_refine,0.01,0.6052631578947368,0.7540983606557377,0.04184100418410042,3.525933717764519,249.0,239.0
rot_v9_0073,392,train,rotated_rect,pre_refine,0.01,0.6590038314176245,0.7944572748267898,0.18828451882845187,2.92923179896379,194.0,239.0
rot_v9_0074,393,train,rotated_rect,pre_refine,0.01,0.7231404958677686,0.8393285371702638,0.25523012552301255,0.6636769695743726,178.0,239.0
rot_v9_0075,394,train,rotated_rect,pre_refine,0.01,0.6343042071197411,0.7762376237623763,0.11297071129707113,3.7226344857701505,266.0,239.0
rot_v9_0076,395,train,rotated_rect,pre_refine,0.01,0.6111111111111112,0.7586206896551724,0.1799163179916318,3.003694995880439,196.0,239.0
rot_v9_0077,396,train,rotated_rect,pre_refine,0.01,0.7131147540983607,0.8325358851674641,0.24369747899159663,0.3760171390892828,180.0,238.0
rot_v9_0078,397,train,rotated_rect,pre_refine,0.01,0.6119402985074627,0.7592592592592593,0.19246861924686193,3.642988846867352,193.0,239.0
rot_v9_0079,398,train,rotated_rect,pre_refine,0.01,0.5936507936507937,0.7450199203187251,0.100418410041841,2.81139288593172,263.0,239.0
rect_p2_0003,2,train,rectangular_notch,post_refine,0.01,0.6395705521472392,0.7801683816651076,0.03619047619047619,1.5715664725209397,544.0,525.0
rect_p2_0004,3,train,rectangular_notch,post_refine,0.01,0.8086785009861933,0.8942202835332607,0.1937799043062201,1.067040179505786,499.0,418.0
rect_p2_0007,6,train,rectangular_notch,post_refine,0.01,0.6976090014064698,0.8218724109362054,0.28551136363636365,3.0124687033887056,503.0,704.0
rect_p2_0008,7,train,rectangular_notch,post_refine,0.01,0.7491467576791809,0.8565853658536585,0.058712121212121215,1.539797506552475,497.0,528.0
rect_p2_0009,8,train,rectangular_notch,post_refine,0.01,0.7163375224416517,0.8347280334728033,0.06926406926406926,2.6829202265121954,494.0,462.0
rect_p2_0010,9,train,rectangular_notch,post_refine,0.01,0.6026785714285714,0.7520891364902507,0.0110803324099723,1.9482472344449644,357.0,361.0
rect_p2_0011,10,train,rectangular_notch,post_refine,0.01,0.7045840407470289,0.8266932270916335,0.17316017316017315,3.1034246903635445,542.0,462.0
rect_p2_0012,11,train,rectangular_notch,post_refine,0.01,0.6525037936267072,0.7897153351698806,0.09423076923076923,2.979686613121528,569.0,520.0
rect_p2_0013,12,train,rectangular_notch,post_refine,0.01,0.5197472353870458,0.683991683991684,0.3269565217391304,3.9892105216741975,387.0,575.0
rect_p2_0015,14,train,rectangular_notch,post_refine,0.01,0.6835699797160243,0.8120481927710843,0.25263157894736843,1.5352526160603053,355.0,475.0
rect_p2_0016,15,train,rectangular_notch,post_refine,0.01,0.7323651452282157,0.8455089820359282,0.13616071428571427,0.6721848619979945,387.0,448.0
rect_p2_0017,16,train,rectangular_notch,post_refine,0.01,0.6930147058823529,0.8186753528773073,0.3069852941176471,2.179727892687147,377.0,544.0
rect_p2_0019,18,train,rectangular_notch,post_refine,0.01,0.625,0.7692307692307693,0.01904761904761905,1.5163071860036519,515.0,525.0
rect_p2_0020,19,train,rectangular_notch,post_refine,0.01,0.7979591836734694,0.887627695800227,0.016018306636155607,2.1627274974129054,444.0,437.0
rect_p2_0021,20,train,rectangular_notch,post_refine,0.01,0.6029411764705882,0.7522935779816514,0.04375,3.9758257018127927,501.0,480.0
rect_p2_0022,21,train,rectangular_notch,post_refine,0.01,0.5842105263157895,0.7375415282392026,0.41578947368421054,0.7220286555487196,333.0,570.0
rect_p2_0023,22,train,rectangular_notch,post_refine,0.01,0.5972789115646259,0.747870528109029,0.19384615384615383,3.7389704356172264,524.0,650.0
rect_p2_0024,23,train,rectangular_notch,post_refine,0.01,0.7285223367697594,0.8429423459244533,0.03898635477582846,3.168022593401542,493.0,513.0
rect_p2_0027,26,train,rectangular_notch,post_refine,0.01,0.6528497409326425,0.7899686520376176,0.175,0.5272505178592474,517.0,440.0
rect_p2_0028,27,train,rectangular_notch,post_refine,0.01,0.6617375231053605,0.796440489432703,0.3783068783068783,0.6548967120634175,521.0,378.0
rect_p2_0029,28,train,rectangular_notch,post_refine,0.01,0.8096885813148789,0.8948374760994264,0.01893939393939394,1.306801517739007,518.0,528.0
rect_p2_0031,30,train,rectangular_notch,post_refine,0.01,0.7192028985507246,0.8366701791359326,0.19238095238095237,1.580873197274134,424.0,525.0
rect_p2_0032,31,train,rectangular_notch,post_refine,0.01,0.7265500794912559,0.8416206261510129,0.056818181818181816,2.262482166704588,558.0,528.0
rect_p2_0033,32,train,rectangular_notch,post_refine,0.01,0.70625,0.8278388278388278,0.021739130434782608,2.961409314889703,540.0,552.0
rect_p2_0034,33,train,rectangular_notch,post_refine,0.01,0.6884422110552764,0.8154761904761905,0.27692307692307694,1.9625345023601706,564.0,780.0
rect_p2_0036,35,train,rectangular_notch,post_refine,0.01,0.5443037974683544,0.7049180327868853,0.16541353383458646,3.599108808419866,333.0,399.0
rect_p2_0037,36,train,rectangular_notch,post_refine,0.01,0.7082748948106592,0.8292282430213465,0.19555555555555557,1.7869642655122369,543.0,675.0
rect_p2_0038,37,train,rectangular_notch,post_refine,0.01,0.5982142857142857,0.7486033519553073,0.4017857142857143,0.5157658917452205,402.0,672.0
rect_p2_0039,38,train,rectangular_notch,post_refine,0.01,0.6991341991341992,0.8229299363057325,0.1912442396313364,1.0670999025829382,351.0,434.0
rect_p2_0042,41,train,rectangular_notch,post_refine,0.01,0.7980769230769231,0.8877005347593583,0.1111111111111111,1.6674176166349173,528.0,594.0
rect_p2_0044,43,train,rectangular_notch,post_refine,0.01,0.7599309153713298,0.8635917566241413,0.21228070175438596,1.513777596443741,449.0,570.0
rect_p2_0046,45,train,rectangular_notch,post_refine,0.01,0.6657534246575343,0.7993421052631579,0.2727272727272727,3.708070438510186,512.0,704.0
rect_p2_0048,47,train,rectangular_notch,post_refine,0.01,0.5726256983240223,0.7282415630550622,0.11654135338345864,3.026509503550195,297.0,266.0
rect_p2_0051,50,train,rectangular_notch,post_refine,0.01,0.7024922118380063,0.8252516010978957,0.07007575757575757,2.608902690348816,565.0,528.0
rect_p2_0052,51,train,rectangular_notch,post_refine,0.01,0.6986666666666667,0.8226059654631083,0.26902173913043476,2.682485224563787,538.0,736.0
rect_p2_0053,52,train,rectangular_notch,post_refine,0.01,0.6823529411764706,0.8111888111888111,0.3176470588235294,2.4196596743389636,348.0,510.0
rect_p2_0054,53,train,rectangular_notch,post_refine,0.01,0.7616,0.8646684831970936,0.1921182266009852,2.1275527255915097,492.0,609.0
rect_p2_0055,54,train,rectangular_notch,post_refine,0.01,0.8294930875576036,0.906801007556675,0.13176470588235295,0.525165215187077,369.0,425.0
rect_p2_0056,55,train,rectangular_notch,post_refine,0.01,0.6728813559322034,0.8044579533941236,0.23809523809523808,2.2603737904330092,546.0,441.0
rect_p2_0057,56,train,rectangular_notch,post_refine,0.01,0.8009554140127388,0.8894783377541998,0.10869565217391304,0.5341600484846724,533.0,598.0
rect_p2_0058,57,train,rectangular_notch,post_refine,0.01,0.6904761904761905,0.8169014084507042,0.30952380952380953,0.8327029546969297,464.0,672.0
rect_p2_0060,59,train,rectangular_notch,post_refine,0.01,0.7192622950819673,0.8367103694874851,0.32409972299168976,2.11092427516847,478.0,361.0
rect_p2_0061,60,train,rectangular_notch,post_refine,0.01,0.6388415672913118,0.7796257796257796,0.20137299771167047,2.414830970643708,525.0,437.0
rect_p2_0062,61,train,rectangular_notch,post_refine,0.01,0.6431924882629108,0.7828571428571428,0.29545454545454547,2.2978023233080176,434.0,616.0
rect_p2_0064,63,train,rectangular_notch,post_refine,0.01,0.8440366972477065,0.9154228855721394,0.005952380952380952,0.6650938514793037,501.0,504.0
rect_p2_0065,64,train,rectangular_notch,post_refine,0.01,0.8680351906158358,0.9293563579277865,0.04,0.5725618634195584,312.0,325.0
rect_p2_0066,65,train,rectangular_notch,post_refine,0.01,0.6732851985559567,0.8047464940668824,0.08471074380165289,1.4493092587073764,443.0,484.0
rect_p2_0067,66,train,rectangular_notch,post_refine,0.01,0.7561837455830389,0.8611670020120724,0.057971014492753624,0.8212209327891331,511.0,483.0
rect_p2_0069,68,train,rectangular_notch,post_refine,0.01,0.75,0.8571428571428571,0.19230769230769232,2.8721101325415965,294.0,364.0
rect_p2_0070,69,train,rectangular_notch,post_refine,0.01,0.6709844559585493,0.8031007751937984,0.1623931623931624,3.3947640115695488,294.0,351.0
rect_p2_0072,71,train,rectangular_notch,post_refine,0.01,0.8,0.8888888888888888,0.08834586466165413,1.6007414718326725,485.0,532.0
rect_p2_0074,73,train,rectangular_notch,post_refine,0.01,0.6649746192893401,0.7987804878048781,0.15789473684210525,3.0885594867180197,352.0,304.0
rect_p2_0075,74,train,rectangular_notch,post_refine,0.01,0.6918429003021148,0.8178571428571428,0.05555555555555555,2.657776759474108,544.0,576.0
rect_p2_0077,76,train,rectangular_notch,post_refine,0.01,0.7774244833068362,0.8747763864042933,0.13043478260869565,0.8721466579076042,520.0,598.0
rect_p2_0078,77,train,rectangular_notch,post_refine,0.01,0.7303921568627451,0.8441926345609065,0.2582236842105263,3.096515837566351,451.0,608.0
rect_p2_0079,78,train,rectangular_notch,post_refine,0.01,0.756140350877193,0.8611388611388612,0.013888888888888888,2.3460637322735693,497.0,504.0
rect_p2_0080,79,train,rectangular_notch,post_refine,0.01,0.7455516014234875,0.854230377166157,0.22954545454545455,3.5835036042299513,541.0,440.0
rect_p2_0082,81,train,rectangular_notch,post_refine,0.01,0.7807971014492754,0.8769074262461851,0.035196687370600416,1.2614277624977177,500.0,483.0
rect_p2_0083,82,train,rectangular_notch,post_refine,0.01,0.7666666666666667,0.8679245283018868,0.0784313725490196,1.7782213516819751,385.0,357.0
rect_p2_0084,83,train,rectangular_notch,post_refine,0.01,0.8022598870056498,0.890282131661442,0.06666666666666667,0.5791246790000847,308.0,330.0
rect_p2_0085,84,train,rectangular_notch,post_refine,0.01,0.622286541244573,0.7671721677074042,0.04020979020979021,3.2347513934228247,549.0,572.0
rect_p2_0086,85,train,rectangular_notch,post_refine,0.01,0.8615384615384616,0.9256198347107438,0.016666666666666666,0.6161077991793513,305.0,300.0
rect_p2_0087,86,train,rectangular_notch,post_refine,0.01,0.6206896551724138,0.7659574468085106,0.06140350877192982,2.2846092481443097,484.0,456.0
rect_p2_0088,87,train,rectangular_notch,post_refine,0.01,0.784965034965035,0.8795298726738492,0.1767857142857143,1.02317732410929,461.0,560.0
rect_p2_0090,89,train,rectangular_notch,post_refine,0.01,0.6037383177570094,0.752913752913753,0.15037593984962405,3.984978153342122,459.0,399.0
rect_p2_0093,92,train,rectangular_notch,post_refine,0.01,0.7740303541315345,0.8726235741444867,0.16083916083916083,0.61455155285062,480.0,572.0
rect_p2_0096,95,train,rectangular_notch,post_refine,0.01,0.7149425287356321,0.8337801608579088,0.19806763285024154,0.873000483779888,332.0,414.0
rect_p2_0097,96,train,rectangular_notch,post_refine,0.01,0.7121418826739427,0.8318725099601594,0.2760989010989011,0.34140044951533133,527.0,728.0
rect_p2_0098,97,train,rectangular_notch,post_refine,0.01,0.7080459770114943,0.82907133243607,0.06510416666666667,2.6191525276445264,359.0,384.0
rect_p2_0099,98,train,rectangular_notch,post_refine,0.01,0.8012139605462822,0.8896377422072451,0.11587301587301588,2.4393379640888138,557.0,630.0
rect_p2_0101,100,train,rectangular_notch,post_refine,0.01,0.7259475218658892,0.8412162162162162,0.06993006993006994,3.4967381345008017,306.0,286.0
rect_p2_0103,102,train,rectangular_notch,post_refine,0.01,0.6394557823129252,0.7800829875518672,0.09486166007905138,2.4903361971854143,458.0,506.0
rect_p2_0105,104,train,rectangular_notch,post_refine,0.01,0.7377963737796374,0.8491171749598716,0.25245441795231416,1.5913239950233393,533.0,713.0
rect_p2_0106,105,train,rectangular_notch,post_refine,0.01,0.7226173541963016,0.8389760528488852,0.20592592592592593,1.5500217375720426,536.0,675.0
rect_p2_0107,106,train,rectangular_notch,post_refine,0.01,0.6813333333333333,0.8104678826328311,0.31866666666666665,1.3231397921991692,511.0,750.0
rect_p2_0108,107,train,rectangular_notch,post_refine,0.01,0.6473214285714286,0.7859078590785907,0.06468531468531469,0.9470061684218776,535.0,572.0
rect_p2_0109,108,train,rectangular_notch,post_refine,0.01,0.7651515151515151,0.8669527896995708,0.21044546850998463,1.42221225615409,514.0,651.0
rect_p2_0110,109,train,rectangular_notch,post_refine,0.01,0.50093808630394,0.6675,0.4126984126984127,2.706517577914786,296.0,504.0
rect_p2_0111,110,train,rectangular_notch,post_refine,0.01,0.6211812627291242,0.7663316582914573,0.10476190476190476,0.1852179292178735,376.0,420.0
rect_p2_0113,112,train,rectangular_notch,post_refine,0.01,0.7475083056478405,0.8555133079847909,0.007575757575757576,2.0347351155048723,524.0,528.0
rect_p2_0119,118,train,rectangular_notch,post_refine,0.01,0.742671009771987,0.8523364485981308,0.24013157894736842,2.770334473819185,462.0,608.0
rect_v9_0002,121,train,rectangular_notch,post_refine,0.01,0.6498470948012233,0.7877664504170528,0.038181818181818185,4.353879754539868,529.0,550.0
rect_v9_0003,122,train,rectangular_notch,post_refine,0.01,0.5861244019138756,0.7390648567119156,0.06140350877192982,2.0425669047948625,321.0,342.0
rect_v9_0004,123,train,rectangular_notch,post_refine,0.01,0.7212449255751014,0.8380503144654088,0.24551724137931036,2.154136703496667,547.0,725.0
rect_v9_0005,124,train,rectangular_notch,post_refine,0.01,0.7137176938369781,0.8329466357308585,0.2550607287449393,1.858735379692388,368.0,494.0
rect_v9_0006,125,train,rectangular_notch,post_refine,0.01,0.7123552123552124,0.8320180383314544,0.16356107660455488,1.7484781288542495,404.0,483.0
rect_v9_0007,126,train,rectangular_notch,post_refine,0.01,0.49146757679180886,0.6590389016018307,0.4109090909090909,3.863398726255264,324.0,550.0
rect_v9_0008,127,train,rectangular_notch,post_refine,0.01,0.4985294117647059,0.6653581943081452,0.4836309523809524,3.1612828000706634,347.0,672.0
rect_v9_0011,130,train,rectangular_notch,post_refine,0.01,0.5069444444444444,0.6728110599078341,0.4930555555555556,1.7829123663015674,365.0,720.0
rect_v9_0013,132,train,rectangular_notch,post_refine,0.01,0.5644171779141104,0.7215686274509804,0.34415584415584416,1.4849624012464036,303.0,462.0
rect_v9_0015,134,train,rectangular_notch,post_refine,0.01,0.567741935483871,0.7242798353909465,0.36363636363636365,3.4660607968470316,378.0,594.0
rect_v9_0018,137,train,rectangular_notch,post_refine,0.01,0.7285974499089253,0.8429926238145417,0.2619047619047619,1.0285539393858982,403.0,546.0
rect_v9_0019,138,train,rectangular_notch,post_refine,0.01,0.7451456310679612,0.8539638386648123,0.12760416666666666,2.5708208944392363,335.0,384.0
rect_v9_0020,139,train,rectangular_notch,post_refine,0.01,0.4810606060606061,0.649616368286445,0.4756335282651072,3.679118131819798,269.0,513.0
rect_v9_0022,141,train,rectangular_notch,post_refine,0.01,0.6480186480186481,0.7864214992927864,0.3004807692307692,3.1156334220431687,582.0,832.0
rect_v9_0023,142,train,rectangular_notch,post_refine,0.01,0.6655231560891939,0.7991761071060762,0.3142361111111111,0.4939791312902757,395.0,576.0
rect_v9_0024,143,train,rectangular_notch,post_refine,0.01,0.7470355731225297,0.8552036199095022,0.17355371900826447,1.6402305478194221,400.0,484.0
rect_v9_0025,144,train,rectangular_notch,post_refine,0.01,0.7527272727272727,0.8589211618257261,0.23443223443223443,0.9102265633863968,418.0,546.0
rect_v9_0026,145,train,rectangular_notch,post_refine,0.01,0.6807339449541284,0.8100436681222707,0.18972332015810275,2.004665883973004,410.0,506.0
rect_v9_0028,147,train,rectangular_notch,post_refine,0.01,0.7480798771121352,0.8558875219683656,0.2519201228878648,0.9716692326600966,487.0,651.0
rect_v9_0029,148,train,rectangular_notch,post_refine,0.01,0.6855895196506551,0.8134715025906736,0.24545454545454545,3.4463032391291386,498.0,660.0
rect_v9_0030,149,train,rectangular_notch,post_refine,0.01,0.8537117903930131,0.9210836277974087,0.07918552036199095,0.6037692979537899,407.0,442.0
rect_v9_0031,150,train,rectangular_notch,post_refine,0.01,0.6874135546334716,0.8147540983606557,0.11728395061728394,3.4849867148329965,572.0,648.0
rect_v9_0036,155,train,rectangular_notch,post_refine,0.01,0.6807692307692308,0.8100686498855835,0.3192307692307692,2.191820593540029,531.0,780.0
rect_v9_0037,156,train,rectangular_notch,post_refine,0.01,0.6404639175257731,0.7808326787117046,0.3424479166666667,2.728522101710664,505.0,768.0
rect_v9_0039,158,train,rectangular_notch,post_refine,0.01,0.7219251336898396,0.8385093167701864,0.004132231404958678,0.6265594515033203,482.0,484.0
rect_v9_0040,159,train,rectangular_notch,post_refine,0.01,0.745674740484429,0.8543111992071358,0.16545454545454547,2.216134223350253,459.0,550.0
rect_v9_0041,160,train,rectangular_notch,post_refine,0.01,0.4613050075872534,0.6313603322949117,0.5184615384615384,2.452320184389502,313.0,650.0
rect_v9_0042,161,train,rectangular_notch,post_refine,0.01,0.5907407407407408,0.7427240977881258,0.034324942791762014,3.453871744329794,422.0,437.0
rect_v9_0043,162,train,rectangular_notch,post_refine,0.01,0.6195028680688337,0.7650531286894924,0.3194444444444444,3.7610148701724,343.0,504.0
rect_v9_0045,164,train,rectangular_notch,post_refine,0.01,0.7605633802816901,0.864,0.10606060606060606,0.1742138743089193,295.0,330.0
rect_v9_0047,166,train,rectangular_notch,post_refine,0.01,0.7325581395348837,0.8456375838926175,0.08683473389355742,2.1357505812296176,388.0,357.0
