input_mode,factor_group,variant_name,split,group_field,group_value,sample_count,profile_depth_rmse_m,profile_depth_rmse_degradation_pct_vs_nominal,er_like_profile_error,L_mae_mm,W_mae_mm,D_mae_mm,wMAE_auxiliary,projected_mask_iou,projected_mask_dice,projected_mask_dice_drop_vs_nominal,raw_vs_calibrated_profile_rmse_improvement_pct,status_band
calibrated,axis_misalignment_postprocess,axis_misalignment_x_reverse,test,all,all,12,0.0006292751935082682,-6.659443035206664,0.44876518721381825,1.9856369383633137,2.418062426149845,1.2963008725394805,0.22368802006045976,0.7129894941429437,0.8281688204682597,-0.013074341403417076,-30.144399023906786,green
calibrated,axis_misalignment_postprocess,axis_misalignment_x_reverse,test,curvature_template,LD_dominant,3,0.00045937196288529475,-17.8788268877793,0.23378903170426688,1.8655117551485698,2.236046234766642,0.9541795924305916,0.16277183095614114,0.6932627465809542,0.8186803436559978,0.016483280786391236,-18.28085729776924,green
calibrated,axis_misalignment_postprocess,axis_misalignment_x_reverse,test,curvature_template,WD_dominant,2,0.0004743794088426512,-7.238479669509892,0.23563508689403534,2.138747811317444,3.7752959728240967,0.9078310579061508,0.17744147032499313,0.6422256077711369,0.7785181598062954,-0.008896036393558293,-4.145572385047213,green
calibrated,axis_misalignment_postprocess,axis_misalignment_x_reverse,test,curvature_template,boxy,3,0.0009285097282069424,-2.531891026085364,0.5837858815987905,2.3356955448786416,3.7360382874806723,1.6475476423899333,0.29137735565503436,0.7148374982521325,0.8315741014646844,-0.012889554533689304,-29.25134050462184,green
calibrated,axis_misalignment_postprocess,axis_misalignment_x_reverse,test,curvature_template,round,2,0.0005529260961338878,0.3197706466139776,0.49382318556308746,3.3117701411247253,1.0434072315692902,1.319431632757187,0.1490822732448578,0.7281782651177939,0.8320309633868956,-0.041517129394800734,-47.469221188750815,green
calibrated,axis_misalignment_postprocess,axis_misalignment_x_reverse,test,curvature_template,sharp,2,0.0006665231194347143,-2.421872317547067,0.7367704808712006,0.1614927276968956,0.7315445691347122,1.6479516923427582,0.3343805968761444,0.7953827247191011,0.883082131935343,-0.03342347201119633,-57.953303866056046,green
calibrated,axis_misalignment_postprocess,axis_misalignment_x_reverse,test,depth_bin,deep,6,0.001006520353257656,2.9360633863769103,0.4395660161972046,2.134461432695389,3.0035674422979355,2.050454258918762,0.2424554949005445,0.7144320960869353,0.8288947997892193,-0.003769274969973757,-26.245223271527646,green
calibrated,axis_misalignment_postprocess,axis_misalignment_x_reverse,test,depth_bin,shallow,6,0.0002520300337588803,-16.25494945679024,0.45796435823043186,1.8368124440312386,1.8325574100017548,0.5421474861601988,0.20492054522037506,0.711546892198952,0.8274428411472997,-0.022379407836860394,-34.043574776285915,green
calibrated,liftoff,liftoff_z_0p006,test,all,all,12,0.0006612374387865808,-3.5120865475482597,0.38357205502688885,3.357269282142321,2.6170889486869178,1.352679105475545,0.23248832176129022,0.6866933811895019,0.8060771790905451,0.0090172999742974,-3.935161363158265,green
calibrated,liftoff,liftoff_z_0p006,test,curvature_template,LD_dominant,3,0.0005674866697518155,11.310808061104213,0.2963533028960228,5.686892986297607,2.703919450441996,1.147141156097253,0.1577091415723165,0.5523877450006042,0.7003995841318753,0.1347640403105137,41.82889770582653,fail
calibrated,liftoff,liftoff_z_0p006,test,curvature_template,WD_dominant,2,0.0005452944787975866,2.1055664895754225,0.2653680741786957,4.072657346725464,4.285483360290527,1.0130895376205444,0.14735513180494308,0.653502281415711,0.7839333086440281,-0.01431118523129099,15.14017927570057,green
calibrated,liftoff,liftoff_z_0p006,test,curvature_template,boxy,3,0.0008038942808828627,-23.130552355660758,0.3558506468931834,1.716094692548116,3.6923646926879883,1.3942632575829823,0.27834171056747437,0.720695226851071,0.8362930388542003,-0.0176084919232052,1.4202173343238655,green
calibrated,liftoff,liftoff_z_0p006,test,curvature_template,round,2,0.0006681197046418674,4.0889707792046295,0.4584552049636841,2.7006016969680786,0.9667901396751404,1.573811188340187,0.19862525910139084,0.7780748663101604,0.8734923431359263,-0.08297850914383142,-49.838830669365535,green
calibrated,liftoff,liftoff_z_0p006,test,curvature_template,sharp,2,0.0006969390233280137,-9.537440112234798,0.599303126335144,2.2658751308918,0.8558339774608612,1.7170672863721848,0.3948732614517212,0.7789586816336279,0.8739984882842026,-0.024339828360055937,-53.78598934551021,green
calibrated,liftoff,liftoff_z_0p006,test,depth_bin,deep,6,0.0011875081496934097,23.251797522271076,0.5278331736723582,3.883536458015442,3.813685973485311,2.497169256210327,0.25025829921166104,0.6468111863987261,0.7747779638924644,0.050347560926781165,5.935992388771438,fail
calibrated,liftoff,liftoff_z_0p006,test,depth_bin,shallow,6,0.00013496672787975209,-30.275970617367594,0.2393109363814195,2.831002106269201,1.4204919238885243,0.2081889547407627,0.21471834431091943,0.7265755759802778,0.8373763942886256,-0.03231296097818637,-13.80631511508797,green
calibrated,liftoff,liftoff_z_0p010,test,all,all,12,0.0007012462653316712,72.70541059924348,0.6511842980980873,5.281936824321747,4.0637761155764265,1.460291638970375,0.23188973404467106,0.544456288462001,0.6865145915277523,0.12857988753709024,-33.50335447958722,fail
calibrated,liftoff,liftoff_z_0p010,test,curvature_template,LD_dominant,3,0.0005050452552192534,177.20697410155788,0.40014087160428363,4.230524063110352,3.228293538093567,1.0940639575322468,0.19354401528835297,0.6302722618512092,0.754147492050718,0.08101613239167109,-114.68247507458823,fail
calibrated,liftoff,liftoff_z_0p010,test,curvature_template,WD_dominant,2,0.0005812947056256235,92.54519230984357,0.3845226913690567,3.865564227104187,4.807897567749023,1.1562384068965912,0.19794636219739914,0.5816679212905628,0.7062079559298692,0.06341416748286793,-42.530546341259225,fail
calibrated,liftoff,liftoff_z_0p010,test,curvature_template,boxy,3,0.0010734074555026989,15.15916128322038,0.7213492492834727,4.009737968444824,4.865012367566426,1.969061255455017,0.31457295020421344,0.612639126305793,0.7507802053274205,0.06790434160357457,1.8371778101701353,fail
calibrated,liftoff,liftoff_z_0p010,test,curvature_template,round,2,0.0005749298725277185,31.001026517754788,0.7288589030504227,9.353976726531982,4.929212331771851,1.3549055457115173,0.12125050649046898,0.3885122410546139,0.5520424194815396,0.23847141451055517,-3.4750792911885995,fail
calibrated,liftoff,liftoff_z_0p010,test,curvature_template,sharp,2,0.0006835739477537572,24.13704169069515,1.11148901283741,6.111686944961548,2.505587935447693,1.6559180617332458,0.3099660873413086,0.4321904861913263,0.6034456276878968,0.24621303223624985,14.253444651551572,fail
calibrated,liftoff,liftoff_z_0p010,test,depth_bin,deep,6,0.0008730958021866778,-12.239470266525993,0.3665008197228114,4.325219432512919,3.7644359270731607,1.7129818002382915,0.24536521111925444,0.6249503707253637,0.7484102918346358,0.07671523298460975,-112.83799318819861,fail
calibrated,liftoff,liftoff_z_0p010,test,depth_bin,shallow,6,0.0005293967284766646,157.65029146501297,0.9358677764733633,6.238654216130574,4.363116304079692,1.2076014777024586,0.21841425697008768,0.4639622061986384,0.6246188912208687,0.18044454208957075,45.83128422902417,fail
calibrated,liftoff,liftoff_z_0p012,test,all,all,12,0.000703703865535014,59.093258797004886,0.6224505479137102,3.8675717214743295,3.0655610350271068,1.4646470099687576,0.22512844080726305,0.6191092665379748,0.74925076432027,0.06584371474457243,-60.820080920317906,fail
calibrated,liftoff,liftoff_z_0p012,test,curvature_template,LD_dominant,3,0.000536193338727268,138.19811158504436,0.38189740975697833,1.883363962173462,1.996308758854866,1.1574512124061584,0.17765377461910248,0.7813480473607269,0.8569635726155672,-0.02179994817317817,-194.1833221968982,fail
calibrated,liftoff,liftoff_z_0p012,test,curvature_template,WD_dominant,2,0.0006224934768397361,83.01274031214889,0.38362927734851837,3.04086971282959,3.962102174758911,1.2399316430091858,0.18261439353227615,0.6055636187711659,0.7434878085718613,0.026134314840875805,-65.5217707782981,fail
calibrated,liftoff,liftoff_z_0p012,test,curvature_template,boxy,3,0.001014482171740383,8.265625830178253,0.6707789301872253,3.195186416308085,4.208655675252278,1.8422117630640666,0.2996992419163386,0.6543965971722981,0.7869358830313787,0.031748663899616426,-32.84700189862746,warning
calibrated,liftoff,liftoff_z_0p012,test,curvature_template,round,2,0.0006463206955231726,36.72224376715809,0.7342593371868134,7.1234331130981445,3.057425856590271,1.5212430357933044,0.1342644840478897,0.4853262187727383,0.6481236203090508,0.1423902136830441,8.490863901553073,fail
calibrated,liftoff,liftoff_z_0p012,test,curvature_template,sharp,2,0.0006273957551456988,15.12896257988836,1.0378001630306244,5.423301935195923,2.0663915276527405,1.527212917804718,0.31786224246025085,0.4701487948844073,0.6380439735702894,0.21161468635385727,32.655907498126105,fail
calibrated,liftoff,liftoff_z_0p012,test,depth_bin,deep,6,0.0009305532633637389,-5.477625783637954,0.3938081165154775,3.2947734196980796,3.204509139060974,1.8549058834711711,0.2460166389743487,0.6672904896576347,0.7857508302400404,0.039374694579205095,-192.11626201134132,warning
calibrated,liftoff,liftoff_z_0p012,test,depth_bin,shallow,6,0.00047685446770628914,123.66414337764773,0.851092979311943,4.44037002325058,2.926612930993239,1.0743881364663441,0.2042402426401774,0.570928043418315,0.7127506984004995,0.09231273490993976,70.47610017070552,fail
calibrated,nominal,nominal,test,all,all,12,0.0006313336386180405,0.0,0.46755317226052284,2.2274847080310187,2.507719243566195,1.3042055281500022,0.22412420809268951,0.6945030660359679,0.8150944790648423,0.0,-40.026643610771785,green
calibrated,nominal,nominal,test,curvature_template,LD_dominant,3,0.00045862719950188574,0.0,0.24719422062238058,1.4228560129801433,2.174958904584249,0.9653382748365402,0.1649657040834427,0.718325387572177,0.835163624442389,0.0,-54.78469872569267,green
calibrated,nominal,nominal,test,curvature_template,WD_dominant,2,0.000481695169582963,0.0,0.24632156640291214,2.384400963783264,3.8976407051086426,0.9271117448806763,0.18112845718860626,0.63283388827229,0.7696221234127372,0.0,-5.0090773154816155,green
calibrated,nominal,nominal,test,curvature_template,boxy,3,0.0009463307991002997,0.0,0.6084053715070089,2.56556769212087,3.895226160685221,1.6871507962544758,0.29253772894541424,0.6964752554452565,0.818684546930995,0.0,-27.862276250857445,green
calibrated,nominal,nominal,test,curvature_template,round,2,0.0005323759687598795,0.0,0.5029786229133606,4.261265397071838,1.2483810670673847,1.2734217047691345,0.14685051888227463,0.6696428571428572,0.7905138339920948,0.0,-47.93909356530103,green
calibrated,nominal,nominal,test,curvature_template,sharp,2,0.0006664936954621226,0.0,0.7726194560527802,0.7366063296794891,0.7950160913169384,1.645966112613678,0.3305111229419708,0.7423406862745098,0.8496586599241467,0.0,-63.241228319022895,green
calibrated,nominal,nominal,test,depth_bin,deep,6,0.0009811529792690028,0.0,0.4263934443394343,2.2400924464066825,2.9971580443282924,1.9904218117396038,0.24258158604303995,0.7103422077788374,0.8251255248192456,0.0,-30.614788948329323,green
calibrated,nominal,nominal,test,depth_bin,shallow,6,0.00028151429796707816,0.0,0.5087129001816114,2.214876969655355,2.018280442804098,0.6179892445604006,0.20566683014233908,0.6786639242930983,0.8050634333104393,0.0,-49.43849827321424,green
calibrated,scan_line_offset,scan_offset_m0p0005,test,all,all,12,0.000623943132571488,9.97381024401195,0.4889455499748389,2.087208320697149,2.427493406459689,1.2895252828796704,0.22290714705983797,0.700402080337342,0.818665523845833,-0.0035710447809905086,-45.50880962288889,green
calibrated,scan_line_offset,scan_offset_m0p0005,test,curvature_template,LD_dominant,3,0.0004651123066044723,29.571683856896914,0.27228762706120807,1.0642843842506409,1.9598493178685505,0.9844350616137186,0.16439121961593628,0.7471416565663812,0.8534949490863939,-0.018331324644004887,-82.69961939210548,fail
calibrated,scan_line_offset,scan_offset_m0p0005,test,curvature_template,WD_dominant,2,0.00045868974120821804,9.635310577484185,0.25205693393945694,2.0525381565093994,3.6809842586517334,0.8768282979726791,0.17595648765563965,0.650625187181791,0.7818064605254069,-0.012184337112669807,-3.7038274063534917,green
calibrated,scan_line_offset,scan_offset_m0p0005,test,curvature_template,boxy,3,0.0009166959401530524,-2.1051166220988393,0.6094881892204285,2.416615088780721,3.8652807474136353,1.6238114833831787,0.2855221281449,0.6957950166594234,0.8180748341988373,0.0006097127321576709,-28.859821644202565,green
calibrated,scan_line_offset,scan_offset_m0p0005,test,curvature_template,round,2,0.0005419675871962681,6.007179404715249,0.5459796637296677,4.366795659065247,1.3076863437891006,1.2941731810569763,0.15300390124320984,0.6634239516702203,0.7867880515777879,0.0037257824143069884,-45.28904924768687,green
calibrated,scan_line_offset,scan_offset_m0p0005,test,curvature_template,sharp,2,0.0006702890968881547,3.0005206296751536,0.8129729777574539,0.882566899061203,0.838594738394022,1.6537804007530212,0.33361247181892395,0.7239583333333333,0.8360439560439561,0.013614703880190593,-56.720819528830944,green
calibrated,scan_line_offset,scan_offset_m0p0005,test,depth_bin,deep,6,0.0009283700686258575,-5.536332765185939,0.40402790904045105,1.9597115119298298,2.8669008426368237,1.874272882938385,0.24194399019082388,0.7235560083859228,0.8332226982762063,-0.008097173456960797,-24.964707652890834,green
calibrated,scan_line_offset,scan_offset_m0p0005,test,depth_bin,shallow,6,0.00031951619651711855,25.483953253209837,0.5738631909092268,2.2147051294644675,1.9880859702825546,0.7047776828209559,0.20387030392885208,0.6772481522887611,0.8041083494154596,0.0009550838949797802,-66.05291159288696,fail
calibrated,scan_line_offset,scan_offset_p0p0005,test,all,all,12,0.0006359009621519363,-5.518905504675762,0.4542664960026741,2.226767271757126,2.5393253539999328,1.309627632300059,0.22556882972518602,0.6950563650445843,0.8145030167679347,0.0005914622969078279,-34.817361356779564,green
calibrated,scan_line_offset,scan_offset_p0p0005,test,curvature_template,LD_dominant,3,0.0004513760529031667,-15.968409917434528,0.23225943247477213,1.6309097409248352,2.3336408933003745,0.9366748432318369,0.16660436987876892,0.6992571238179403,0.8222633431958325,0.012900281246556547,-37.97858176611158,green
calibrated,scan_line_offset,scan_offset_p0p0005,test,curvature_template,WD_dominant,2,0.0004728351050289348,-8.81882538890181,0.23331567645072937,2.4815220832824707,3.9071786403656006,0.8995439559221268,0.1868322193622589,0.6266744838858687,0.7633289811354734,0.006293142277263686,-2.731889918457771,green
calibrated,scan_line_offset,scan_offset_p0p0005,test,curvature_template,boxy,3,0.0009595328204644223,0.5683818572586489,0.600357840458552,2.630922277768453,3.8993860880533853,1.714739998181661,0.29803459842999774,0.6940833865713367,0.816916422142905,0.0017681247880899642,-31.335736363292266,green
calibrated,scan_line_offset,scan_offset_p0p0005,test,curvature_template,round,2,0.0005464653368107975,-1.1180292507980125,0.485909640789032,3.930580735206604,1.2376662641763687,1.3033052384853363,0.142897330224514,0.698039405060846,0.8073870573870574,-0.016873223394962555,-43.46526161936549,green
calibrated,scan_line_offset,scan_offset_p0p0005,test,curvature_template,sharp,2,0.0006797420210205019,-0.07653629809092255,0.757447749376297,0.5557527840137482,0.7415667474269867,1.677794337272644,0.32672497630119324,0.7556135357368754,0.8575324140769706,-0.00787375415282393,-58.73553940874835,green
calibrated,scan_line_offset,scan_offset_p0p0005,test,depth_bin,deep,6,0.00101554465557759,3.8059598943287987,0.44261575241883594,2.2585028608640036,2.9748550752798715,2.0645045042037964,0.24283361186583838,0.7091293167229787,0.8241738058578797,0.0009517189613659031,-32.27492606775311,green
calibrated,scan_line_offset,scan_offset_p0p0005,test,depth_bin,shallow,6,0.00025625726872628246,-14.843770903680317,0.46591723958651227,2.195031682650248,2.1037956327199936,0.5547507603963217,0.2083040475845337,0.6809834133661897,0.8048322276779896,0.0002312056324497528,-37.35979664580602,green
calibrated,source_amplitude,source_jscale_0p8,test,all,all,12,0.0006313336228534657,-1.3220570232123167e-06,0.46755317846934,2.2274847080310187,2.5077193211764097,1.3042055082817872,0.22412421305974325,0.6945030660359679,0.8150944790648423,0.0,-113.22418255413277,green
calibrated,source_amplitude,source_jscale_0p8,test,curvature_template,LD_dominant,3,0.00045862719950188574,0.0,0.24719422062238058,1.4228566487630208,2.174958904584249,0.9653382748365402,0.16496571401755014,0.718325387572177,0.835163624442389,0.0,-338.75081441022115,green
calibrated,source_amplitude,source_jscale_0p8,test,curvature_template,WD_dominant,2,0.0004816951332031749,-9.124318390374964e-06,0.24632152915000916,2.384400963783264,3.8976407051086426,0.9271116852760315,0.18112847954034805,0.63283388827229,0.7696221234127372,0.0,-136.32129490877762,green
calibrated,source_amplitude,source_jscale_0p8,test,curvature_template,boxy,3,0.0009463307408926388,-3.784940400778185e-06,0.6084053814411163,2.56556769212087,3.895226160685221,1.6871507167816162,0.2925377239783605,0.6964752554452565,0.818684546930995,0.0,-17.03693294259762,green
calibrated,source_amplitude,source_jscale_0p8,test,curvature_template,round,2,0.0005323759687598795,0.0,0.5029786229133606,4.261265397071838,1.2483810670673847,1.2734217047691345,0.14685051888227463,0.6696428571428572,0.7905138339920948,0.0,0.8500379144673147,green
calibrated,source_amplitude,source_jscale_0p8,test,curvature_template,sharp,2,0.000666493724565953,6.86938685226834e-06,0.7726195156574249,0.7366053760051727,0.7950165569782257,1.6459661722183228,0.3305111229419708,0.7423406862745098,0.8496586599241467,0.0,-10.192217301258186,green
calibrated,source_amplitude,source_jscale_0p8,test,depth_bin,deep,6,0.0009811529307626188,-4.546976303208043e-06,0.42639341950416565,2.240092764298121,2.9971581995487213,1.990421712398529,0.24258158604303995,0.7103422077788374,0.8251255248192456,0.0,-304.3114832564468,green
calibrated,source_amplitude,source_jscale_0p8,test,depth_bin,shallow,6,0.0002815143149443126,1.90286225678341e-06,0.5087129374345144,2.214876651763916,2.018280442804098,0.6179893041650454,0.20566684007644653,0.6786639242930983,0.8050634333104393,0.0,77.8631181481813,green
calibrated,source_amplitude,source_jscale_1p2,test,all,all,12,0.0006313336346768968,3.83247010089811e-06,0.467553182815512,2.2274847080310187,2.5077193211764097,1.3042055281500022,0.2241242118179798,0.6945030660359679,0.8150944790648423,0.0,-42.33135788885992,green
calibrated,source_amplitude,source_jscale_1p2,test,curvature_template,LD_dominant,3,0.0004586271982892261,-1.9970189300220203e-06,0.2471942181388537,1.4228566487630208,2.174958904584249,0.9653382748365402,0.16496569911638895,0.718325387572177,0.835163624442389,0.0,54.92181120707104,green
calibrated,source_amplitude,source_jscale_1p2,test,curvature_template,WD_dominant,2,0.0004816952350665815,3.166775960158897e-05,0.24632161855697632,2.384400963783264,3.8976407051086426,0.9271118640899658,0.18112849444150925,0.63283388827229,0.7696221234127372,0.0,51.57927863263093,green
calibrated,source_amplitude,source_jscale_1p2,test,curvature_template,boxy,3,0.0009463307408926388,-3.784940400778185e-06,0.6084053814411163,2.56556769212087,3.895226160685221,1.6871507167816162,0.2925377239783605,0.6964752554452565,0.818684546930995,0.0,-75.7558073779074,green
calibrated,source_amplitude,source_jscale_1p2,test,curvature_template,round,2,0.0005323759687598795,0.0,0.5029786229133606,4.261265397071838,1.2483810670673847,1.2734217047691345,0.14685051888227463,0.6696428571428572,0.7905138339920948,0.0,-80.77024329586258,green
calibrated,source_amplitude,source_jscale_1p2,test,curvature_template,sharp,2,0.0006664936954621226,0.0,0.7726194560527802,0.7366053760051727,0.7950165569782257,1.645966112613678,0.3305111229419708,0.7423406862745098,0.8496586599241467,0.0,-193.54618841367332,green
calibrated,source_amplitude,source_jscale_1p2,test,depth_bin,deep,6,0.0009811529501651723,-2.221337578160403e-06,0.42639342943827313,2.240092764298121,2.9971581995487213,1.990421732266744,0.2425815910100937,0.7103422077788374,0.8251255248192456,0.0,35.23545183097263,green
calibrated,source_amplitude,source_jscale_1p2,test,depth_bin,shallow,6,0.0002815143191886212,9.886277779956624e-06,0.5087129361927509,2.214876651763916,2.018280442804098,0.6179893240332603,0.20566683262586594,0.6786639242930983,0.8050634333104393,0.0,-119.89816760869246,green
raw,axis_misalignment_postprocess,axis_misalignment_x_hard,test,all,all,12,0.0005188929750753838,1.5354753341883314,0.33566798207660514,3.0019727597633996,2.7089943618824086,1.0399510158846776,0.23078972411652407,0.6657822580417129,0.7901826745071863,0.03225917896592853,nan,warning
raw,axis_misalignment_postprocess,axis_misalignment_x_hard,test,curvature_template,LD_dominant,3,0.00025947859467123635,10.138809954573963,0.1524894212683042,1.7514917850494385,1.6443041488528252,0.46938418100277585,0.16764355699221292,0.7551321521909756,0.8547866317640068,0.013857516275660675,nan,warning
raw,axis_misalignment_postprocess,axis_misalignment_x_hard,test,curvature_template,WD_dominant,2,0.0003994103899458423,-3.3048905286489365,0.22706548869609833,2.487368881702423,4.248000979423523,0.7574013918638229,0.17674729973077774,0.6169779232447696,0.7504432459239974,0.016581985429320767,nan,green
raw,axis_misalignment_postprocess,axis_misalignment_x_hard,test,curvature_template,boxy,3,0.0010387208894826472,0.12039783057739524,0.4876495401064555,3.206575949986776,4.12924325466156,1.905985693136851,0.3244819939136505,0.6788722530789665,0.8077242034750484,0.018538860942742968,nan,green
raw,axis_misalignment_postprocess,axis_misalignment_x_hard,test,curvature_template,round,2,0.00037337585672503337,-3.6881039637676523,0.32597093284130096,5.643255233764648,2.0628916323184967,0.9194404929876328,0.13547815009951591,0.603629579375848,0.7295081967213115,0.061902147320611556,nan,fail
raw,axis_misalignment_postprocess,axis_misalignment_x_hard,test,curvature_template,sharp,2,0.00039327237755060196,0.8170348198195407,0.5007630288600922,2.4441108405590057,1.2827524542808533,0.9998093992471695,0.33432456851005554,0.6230794377247466,0.7673783515392254,0.0664763752180334,nan,fail
raw,axis_misalignment_postprocess,axis_misalignment_x_hard,test,depth_bin,deep,6,0.0008618658854781339,-0.20013660949487377,0.355796421567599,3.7045659820238748,3.2252784930169582,1.718071162700653,0.25137902796268463,0.6603993397220106,0.7837103888105849,0.02841815622621589,nan,warning
raw,axis_misalignment_postprocess,axis_misalignment_x_hard,test,depth_bin,shallow,6,0.00017592006467263369,3.271087277871537,0.31553954258561134,2.2993795375029245,2.1927102307478585,0.36183086906870204,0.21020042027036348,0.6711651763614154,0.7966549602037875,0.036100201705641176,nan,warning
raw,axis_misalignment_postprocess,axis_misalignment_x_light,test,all,all,12,0.0005085735883767484,1.640222807307629,0.3392263936499755,2.731420492132505,2.582132584104935,1.0193996395294864,0.23064334938923517,0.6823716303223016,0.8030010439045503,0.019440809568564383,nan,green
raw,axis_misalignment_postprocess,axis_misalignment_x_light,test,curvature_template,LD_dominant,3,0.0002350545958809865,2.6985933915515723,0.13959880669911703,1.6194812456766765,1.6376464863618214,0.42999480788906413,0.1629528154929479,0.7722043812893911,0.8674710060647457,0.0011731419749217615,nan,green
raw,axis_misalignment_postprocess,axis_misalignment_x_light,test,curvature_template,WD_dominant,2,0.0003932622857973911,3.172864208135093,0.24246042221784592,2.3332974314689636,4.145333886146545,0.7469022572040558,0.16921702027320862,0.6259008123689728,0.7575231650486247,0.009502066304693413,nan,green
raw,axis_misalignment_postprocess,axis_misalignment_x_light,test,curvature_template,boxy,3,0.001032006092524777,2.896151814676068,0.5002971390883127,3.079451004664103,4.049304167429606,1.887697418530782,0.322245975335439,0.6857721139430284,0.8123063992190973,0.013956665198694132,nan,green
