seed,split,best_epoch,selected_threshold,best_val_score,initial_train_loss,final_train_loss,train_loss_decreased,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_correct_rate,predicted_component_count_is_1_rate,predicted_component_count_is_2_rate,predicted_component_count_is_3_rate,missed_component_rate,merged_component_rate,split_component_rate,extra_fragment_rate,component_recall_mean
42,train,33,0.8,1.2729014441611994,0.8614645933245754,0.005757416030056439,True,882,0.7937569450798972,0.8832685412308036,0.08557673174618553,1.5606358448930717,0,0.16540637981492917,1.9138321995464853,0.9931972789115646,0.4523809523809524,0.18140589569160998,0.36621315192743764,0.0,0.0,0.006802721088435374,0.006802721088435374,1.0
42,val,33,0.8,1.2729014441611994,0.8614645933245754,0.005757416030056439,True,219,0.6493642456237282,0.7776369272627363,0.1540493850841697,2.982903362664163,0,0.3399317840871201,1.9543378995433789,0.9634703196347032,0.4474885844748858,0.1780821917808219,0.3515981735159817,0.0228310502283105,0.0,0.0365296803652968,0.0365296803652968,0.9863013698630136
42,test,33,0.8,1.2729014441611994,0.8614645933245754,0.005757416030056439,True,219,0.6414126453383346,0.769601334376655,0.17164608897048392,2.711148553210527,0,0.3575207296775901,1.9589041095890412,0.9452054794520548,0.4429223744292237,0.1735159817351598,0.3698630136986301,0.0273972602739726,0.0,0.045662100456621,0.045662100456621,0.9817351598173516
123,train,32,0.8,1.2835628135305908,0.7858043186836414,0.006674538049238591,True,882,0.7753917132525755,0.8714001840612647,0.09288862272449318,1.7549777100285147,0,0.18250202594109538,1.9138321995464853,0.9931972789115646,0.4523809523809524,0.18140589569160998,0.36621315192743764,0.0,0.0,0.006802721088435374,0.006802721088435374,1.0
123,val,32,0.8,1.2835628135305908,0.7858043186836414,0.006674538049238591,True,219,0.6508027243747172,0.7788939567108986,0.14616657649977832,3.1011843910029646,0,0.32660267229902146,1.9360730593607305,0.9726027397260274,0.4429223744292237,0.1872146118721461,0.3607305936073059,0.0273972602739726,0.0,0.0228310502283105,0.0228310502283105,0.9863013698630136
123,test,32,0.8,1.2835628135305908,0.7858043186836414,0.006674538049238591,True,219,0.650713353705464,0.7764598853527003,0.15961963148024244,2.764536505939491,0,0.3337128586624855,1.9863013698630136,0.9497716894977168,0.4520547945205479,0.1598173515981735,0.3607305936073059,0.0273972602739726,0.0,0.045662100456621,0.045662100456621,0.9824961948249619
2026,train,28,0.5,1.2800101747062937,0.8486287126670012,0.005678628118059007,True,882,0.7542357369676149,0.8571693258638285,0.09880251253955015,2.019525183476011,0,0.2077233666330238,1.9240362811791383,0.9863945578231292,0.4433106575963719,0.1893424036281179,0.3673469387755102,0.0,0.0,0.013605442176870748,0.013605442176870748,1.0
2026,val,28,0.5,1.2800101747062937,0.8486287126670012,0.005678628118059007,True,219,0.6518885040321084,0.7798126036403326,0.151698689732635,3.227465550050747,0,0.3207986039794199,1.9406392694063928,0.9680365296803652,0.4337899543378995,0.1917808219178082,0.3744292237442922,0.0273972602739726,0.0,0.0273972602739726,0.0273972602739726,0.9863013698630136
2026,test,28,0.5,1.2800101747062937,0.8486287126670012,0.005678628118059007,True,219,0.6461183376072742,0.7743794946421304,0.18367374229549696,2.909757982093016,0,0.3314829277189355,1.9497716894977168,0.9680365296803652,0.4520547945205479,0.1643835616438356,0.3698630136986301,0.0273972602739726,0.0,0.0273972602739726,0.0273972602739726,0.9832572298325724
