group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean
defect_type=rectangular_notch,train,80,0.9180703674822105,0.956865725496276,0.04319104991434515,0.572211806695113,457.3875,468.25,0,0.0634843423962593
defect_type=rotated_rect,train,32,0.8682256647972715,0.9288086282464254,0.04396252821728912,0.6189168599438089,458.59375,474.96875,0,0.10372344206552953
defect_type=polygon,train,40,0.8797876326233929,0.9353848467417805,0.04408769914364159,0.5947211284000524,388.225,392.425,0,0.09027762245386839
defect_type=rectangular_notch,val,20,0.7145036766414645,0.830921416572442,0.1378028718611091,2.1768834967328483,408.5,432.35,0,0.26958842426538465
defect_type=rotated_rect,val,8,0.6488153621196118,0.7825049164736337,0.16353013969320748,2.3852552912284746,467.375,475.0,0,0.37965481355786324
defect_type=polygon,val,10,0.6701235369819484,0.7983518742962994,0.0975875755940717,3.265240075418639,406.2,386.3,0,0.3086253717541695
defect_type=rectangular_notch,test,20,0.6630549958483966,0.7939299430657273,0.22742969531583174,3.0155924831786245,440.25,491.8,0,0.377320271730423
defect_type=rotated_rect,test,8,0.6886647016853038,0.8138748598320209,0.13297363050694103,2.4009613758534423,480.0,475.375,0,0.2815708965063095
defect_type=polygon,test,10,0.7306551608106172,0.8420562865532822,0.1491720444124288,1.605637285904581,407.2,387.4,0,0.23710816353559494
defect_type=rectangular_notch,all,120,0.8416400237364506,0.9087190436038789,0.08966612780572024,1.246887201115321,446.3833333333333,466.19166666666666,0,0.15014101093014082
defect_type=rotated_rect,all,48,0.8017304538323335,0.8852690482152261,0.0787256471782175,1.210314017809525,463.625,475.0416666666667,0,0.17935324638771513
defect_type=polygon,all,60,0.8199882047143562,0.8969912579694507,0.07051840276351114,1.2082936458205715,394.3833333333333,390.56666666666666,0,0.151140670850873
