feature_set,model,split,feature_count,selection_score,selected_by_validation,normalized_param_mae,dimension_mae_norm,curvature_mae_norm,curvature_mae,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,projected_mask_iou,projected_mask_dice,profile_depth_rmse_m,clip_rate,notes
F0_existing_only,ridge_alpha1000,train,135,1.29877278106837,False,0.6276885938865168,0.4964697934503173,0.758907398254967,0.16662659916888783,2.4019111537914952,2.419095658432738,0.8594891295112945,0.17572468077694928,0.17427700206085486,0.14987811519775862,0.7210275986280406,0.8285491287033561,0.000408527711206935,0.018518518518518517,train diagnostic only
F0_existing_only,ridge_alpha1000,val,135,1.29877278106837,False,0.7592507233986487,0.5465638286028153,0.9719376074962127,0.2132009206674038,2.591109873010562,2.362844012486629,1.0613197676646404,0.22726818995598036,0.2139589358598758,0.19837563465803099,0.7034673953808463,0.8148637164024115,0.0005172584883089607,0.02564102564102564,validation-only candidate
F0_existing_only,kernelridge_rbf_alpha0.1_gamma0.007407,train,135,1.218435504568055,False,0.10205130830959037,0.08191817959218665,0.12218443753864662,0.02684007998754236,0.37230037290740897,0.3861963992455491,0.152128634037289,0.02791195739934474,0.028974922350895257,0.02363336049480203,0.9416361203120279,0.9693753940092937,7.394202528887012e-05,0.012345679012345678,train diagnostic only
F0_existing_only,kernelridge_rbf_alpha0.1_gamma0.007407,val,135,1.218435504568055,False,0.7150711761071131,0.518521092306727,0.9116212608149419,0.200170679949224,2.46637173417287,2.1622057931545453,1.0318227427032514,0.2261776266953884,0.18997996128522432,0.18435445657143226,0.7351866571898424,0.8343271769321041,0.0005139239885745785,0.02564102564102564,validation-only candidate
F0_existing_only,kernelridge_rbf_alpha1_gamma0.007407,train,135,1.2564025747014902,False,0.4081632837101265,0.3280548832758709,0.4882716819827939,0.10722066836006204,1.5603566583659914,1.5303007554446841,0.5976757706131464,0.1117861631475849,0.11428149430840104,0.09559434836293444,0.7993742028114451,0.8836184711085607,0.00028457161859500677,0.0,train diagnostic only
F0_existing_only,kernelridge_rbf_alpha1_gamma0.007407,val,135,1.2564025747014902,False,0.7444501801943167,0.5604444050636047,0.9284559820707028,0.20374261635618332,2.8007957075650873,2.3618219210169253,1.073601539222858,0.2203865769581917,0.2026094152377202,0.1882318533383883,0.7079346829458385,0.8155338323285369,0.0005254087175275438,0.0,validation-only candidate
F0_existing_only,kernelridge_rbf_alpha1_gamma0.02963,train,135,1.3768404548035424,False,0.4160474379673416,0.38763586108653264,0.44445901750414457,0.09739031536895552,2.3376199869829932,1.70240699518242,0.620651783525116,0.09970916899633997,0.10004771638799596,0.09241406049257443,0.756993456412191,0.855051829718314,0.0002938796303315479,0.0,train diagnostic only
F0_existing_only,kernelridge_rbf_alpha1_gamma0.02963,val,135,1.3768404548035424,False,0.8621217807133993,0.8088932721278607,0.9153502797469114,0.20050896341219926,4.780438884710654,3.4406452969862866,1.3571287454702916,0.20661189464422372,0.2023642231256534,0.19255077380400437,0.6006759510864687,0.7256765190672992,0.0006299555485990519,0.0,validation-only candidate
F0_existing_only,kernelridge_rbf_alpha10_gamma0.007407,train,135,1.3489958080597217,False,0.722530683617533,0.6366511125945382,0.8084102563651991,0.17723620512787205,3.621249347097344,2.888231882572542,1.0416840677735981,0.18336234674041654,0.18241306145985922,0.16593320943691112,0.6516699026551926,0.776900481165934,0.0004923488156270685,0.0,train diagnostic only
F0_existing_only,kernelridge_rbf_alpha10_gamma0.007407,val,135,1.3489958080597217,False,0.8289041717847189,0.7265308801180277,0.931277490579165,0.2040336800691409,4.073774720231692,3.1068632308489237,1.267435426131273,0.21103144609011137,0.20594358291381445,0.19512601387806427,0.6289851006287461,0.7520316318627743,0.0005939124383029337,0.0,validation-only candidate
F0_existing_only,svr_rbf_C1_eps0.03,train,135,1.2454948661705971,False,0.22105593957512834,0.15655927319815496,0.2855526041009544,0.06273104401627257,0.5490717215486515,0.8221522532403469,0.30215907387757374,0.06644989458131201,0.06624815199110243,0.0554950851717113,0.9041176494586778,0.9459520930575567,0.0001573209822675347,0.0,train diagnostic only
F0_existing_only,svr_rbf_C1_eps0.03,val,135,1.2454948661705971,False,0.7281140226584214,0.5235636428189583,0.9326643930413784,0.20484027352470618,2.4846776796457095,2.2248544226854277,1.029115281951351,0.2223710677562616,0.20777706305185953,0.18437269253608507,0.7334440235359957,0.8342934425891685,0.0005140168663134458,0.02564102564102564,validation-only candidate
F0_existing_only,svr_rbf_C3_eps0.03,train,135,1.2251136871988748,False,0.0477479363527195,0.041593271859542084,0.05390260067342976,0.011835801826192089,0.18361540258298686,0.19415182884736562,0.07923270507865114,0.011650783412250471,0.013496515927491364,0.010360105906003787,0.9697172162678079,0.984355533699853,3.671187879644779e-05,0.018518518518518517,train diagnostic only
F0_existing_only,svr_rbf_C3_eps0.03,val,135,1.2251136871988748,False,0.7173590675378457,0.5197368108977874,0.9149813105662664,0.20106704979657364,2.432545486933146,2.189667128981688,1.0363814265300066,0.2308511306078006,0.19068632217553946,0.18166369658250076,0.7367553210350011,0.8356372725262401,0.0005140811761241191,0.02564102564102564,validation-only candidate
F0_existing_only,svr_rbf_C10_eps0.03,train,135,1.210242438870649,False,0.02963403834282984,0.029582637983063858,0.029685438645106775,0.006510447825730583,0.18361540258298686,0.13184123978386691,0.045428631735252745,0.006835135780734781,0.0066345098577899695,0.006061697815671379,0.9759151366015252,0.9877562057469833,2.0670127674119287e-05,0.030864197530864196,train diagnostic only
F0_existing_only,svr_rbf_C10_eps0.03,val,135,1.210242438870649,False,0.7095140881645374,0.5173771949723746,0.9016509661689783,0.19811878009484366,2.432545486933146,2.1676247242169504,1.0330696696272264,0.22906111295406634,0.18524042612467057,0.18005480063267243,0.7376951062094241,0.836355617364801,0.0005148745783513639,0.02564102564102564,validation-only candidate
F0_existing_only,svr_rbf_C30_eps0.05,train,135,1.20998042430775,False,0.04882139130782934,0.04851525451666043,0.04912752817948291,0.010773324810060454,0.3000681785705649,0.21587912655538982,0.07487845842807013,0.011266556418972251,0.011005428102281358,0.010047989862936514,0.961489785475854,0.9802499220379519,3.411228508019032e-05,0.030864197530864196,train diagnostic only
F0_existing_only,svr_rbf_C30_eps0.05,val,135,1.20998042430775,False,0.7096858421961466,0.518680280743119,0.9006914072311841,0.1979107488042269,2.4552729059106264,2.1665539995600014,1.0338051755649922,0.22868655889462203,0.18530432536051825,0.17974135661736512,0.7357783174131932,0.8352443688549338,0.0005143348327039395,0.02564102564102564,validation-only candidate
F0_existing_only,randomforest_depth3_leaf5,train,135,1.2837855288598445,False,0.5448646742252656,0.48103620682233644,0.6086931362127265,0.13415235606666057,2.4963750218351684,2.222947669341976,0.832240457393597,0.14378574711305123,0.15218518729563113,0.10648613432307302,0.7318128930379071,0.8377261638453681,0.0003911790013655353,0.0,train diagnostic only
F0_existing_only,randomforest_depth3_leaf5,val,135,1.2837855288598445,False,0.7723178664843241,0.620529384089586,0.9241063638757436,0.20306072236062625,3.3748757178202653,2.8039343731525617,1.0571560902186694,0.2214073569346697,0.20764099023281,0.18013382110840234,0.6583440258447034,0.780466044711214,0.00048666866645455744,0.0,validation-only candidate
F0_existing_only,randomforest_depth5_leaf5,train,135,1.2570691489080772,False,0.4570648501868601,0.3971089495368946,0.5170207545161247,0.11395390017280056,2.0512879365756187,1.8065078549638942,0.6991004685836809,0.1215784262727808,0.130168593224184,0.09011468217696672,0.7734518999439257,0.866874094510515,0.00032867973451500824,0.0,train diagnostic only
F0_existing_only,randomforest_depth5_leaf5,val,135,1.2570691489080772,False,0.75043541040176,0.5829772628270663,0.9178935417380089,0.20169247987751776,3.184639695745248,2.5735520903880778,1.010356343900546,0.21961654608066267,0.2065447049263196,0.17891619144341883,0.6807467429700417,0.797113632196974,0.0004661937681913304,0.0,validation-only candidate
F0_existing_only,randomforest_depth8_leaf3,train,135,1.2407501873000695,False,0.36213916650524847,0.3162860544283449,0.40799227535126753,0.08986221806916558,1.6460255788248261,1.44424485962516,0.5519651140166838,0.09527369487432787,0.10164360389297392,0.0726693559575964,0.8118819872474358,0.8922198246644766,0.0002602435918864406,0.0,train diagnostic only
F0_existing_only,randomforest_depth8_leaf3,val,135,1.2407501873000695,False,0.7379433615849569,0.5620907046473943,0.9137960387728153,0.20076427030830812,3.062030444924648,2.4244199339777994,0.9955914920339217,0.21766612774286515,0.20600984188226554,0.17861684469076303,0.6939811118512217,0.8064984712183024,0.0004609644380159294,0.0,validation-only candidate
F0_F1_F2_basic_physical,ridge_alpha0.1,train,441,1.8390335152084594,False,0.006049002773332536,0.005237695332192586,0.006860310238725679,0.0015040238703713166,0.021448485369299664,0.0268999217423024,0.009556640853622445,0.0015326742036843005,0.0015775925583309596,0.00140180484748181,0.995252403227941,0.9976069857914635,4.510815969506733e-06,0.20987654320987653,train diagnostic only
F0_F1_F2_basic_physical,ridge_alpha0.1,val,441,1.8390335152084594,False,1.0796538239870317,0.9488391997531439,1.2104684026577535,0.265995407763582,4.424601774949294,4.2972333402587815,1.7942150689852543,0.3003137386762179,0.2587925348526392,0.23887994503363585,0.599249870381495,0.7201421864298674,0.000871226897008735,0.9487179487179487,validation-only candidate
F0_F1_F2_basic_physical,ridge_alpha1,train,441,1.7779676612465982,False,0.04710444826402782,0.03905660256938894,0.05515229359936015,0.012096752286680262,0.1627065208223131,0.18961579391709815,0.07430838669339816,0.01232598813963525,0.012849381308496735,0.01111488761725249,0.9709323586852042,0.9850306702010012,3.519698502903642e-05,0.2222222222222222,train diagnostic only
F0_F1_F2_basic_physical,ridge_alpha1,val,441,1.7779676612465982,False,1.0342292441771581,0.8774658041313673,1.1909926814528613,0.2617418472774518,4.051626405272728,3.86070160395824,1.707614509914166,0.2940105811143533,0.25739277478976125,0.2338221883162474,0.6230474562620288,0.7427159547476229,0.0008410421821911138,0.8974358974358975,validation-only candidate
F0_F1_F2_basic_physical,ridge_alpha10,train,441,1.59471938141556,False,0.17781879364248412,0.14065469958945925,0.21498288418867706,0.04719483806395236,0.6016503680543399,0.6318095225012965,0.28108900004170007,0.048456792110278285,0.05088059107462565,0.042247130547040775,0.9127990973420016,0.95282086542384,0.00013193776112459854,0.2345679012345679,train diagnostic only
F0_F1_F2_basic_physical,ridge_alpha10,val,441,1.59471938141556,False,0.9125083631429917,0.7142333066067061,1.1107834204076192,0.24397458881139755,3.0028402526409197,3.099584541259668,1.4771389048546553,0.27485148570476436,0.23476497179422623,0.22230730606959417,0.681775748336646,0.7941703402024124,0.0007283510318442355,0.6923076923076923,validation-only candidate
F0_F1_F2_basic_physical,ridge_alpha100,train,441,1.4069109346527549,False,0.3578379931457249,0.2759589270493131,0.4397170582763207,0.09656697891388134,1.1932476800349023,1.2781211181923195,0.5352365460281295,0.10206284530368852,0.10135992993543178,0.08627816225275581,0.8404288126402387,0.9092581435472233,0.00025202946649243796,0.13580246913580246,train diagnostic only
F0_F1_F2_basic_physical,ridge_alpha100,val,441,1.4069109346527549,False,0.7976612960680937,0.5549413181172732,1.0403812799889307,0.2286046754138974,2.13544813868327,2.4612302443920036,1.1783608154226572,0.2537977191118094,0.22762669508273786,0.20438960576668763,0.7259652025134979,0.8296015206170049,0.0005814795238574077,0.358974358974359,validation-only candidate
F0_F1_F2_basic_physical,ridge_alpha300,train,441,1.3301231583349444,False,0.44345721584043385,0.3388134311470721,0.5481010021549868,0.12040783270020727,1.4690387759035752,1.601626435984616,0.6451564416243338,0.12804858257741103,0.1264804498648938,0.10669446543410972,0.8062465927735651,0.8873407386965426,0.00030492423283484877,0.08024691358024691,train diagnostic only
F0_F1_F2_basic_physical,ridge_alpha300,val,441,1.3301231583349444,False,0.7573562959829966,0.5095106262045029,1.0052019644242067,0.22087539608279863,1.975199464422006,2.2263241754128384,1.0896595256068768,0.2406605145870111,0.2259334432773101,0.19603223219895974,0.7433096306286572,0.8425469516111522,0.000543420171454319,0.20512820512820512,validation-only candidate
F0_F1_F2_basic_physical,ridge_alpha1000,train,441,1.2855192227497882,False,0.5336373085041105,0.4045863353451829,0.662688284146565,0.14556162990342228,1.7441308850675454,1.9590628167821302,0.7570788812030245,0.15388060094397746,0.15355133164076157,0.12925295770904163,0.7711942154744214,0.8641772473215567,0.00035645901830938797,0.04938271604938271,train diagnostic only
F0_F1_F2_basic_physical,ridge_alpha1000,val,441,1.2855192227497882,False,0.737104513324224,0.49314243168546223,0.9810666090402848,0.21534787920805123,2.0215025402796574,2.0984330505896835,1.0467962796966999,0.23035521843494514,0.2193159201206305,0.1963724937194433,0.7454044068794696,0.8447349819032621,0.0005186843171917971,0.10256410256410256,validation-only candidate
F0_F1_F2_basic_physical,kernelridge_rbf_alpha0.1_gamma0.002268,train,441,1.1943146106816234,False,0.09174228698751073,0.07237795371861186,0.11110662002070451,0.024406611281274644,0.32115673025449115,0.3430267751078915,0.13571349258914037,0.025634178776799896,0.026015303753040456,0.021570351388719346,0.9485872514572258,0.973145336396517,6.542011997113644e-05,0.0,train diagnostic only
F0_F1_F2_basic_physical,kernelridge_rbf_alpha0.1_gamma0.002268,val,441,1.1943146106816234,False,0.7092590179198828,0.5433295170466105,0.8751885065665612,0.19228666930053478,2.6945038178028207,2.270083383298837,1.052587023912332,0.2123388143686148,0.19237331549326578,0.17214787770540285,0.7247233268383132,0.8260658194029648,0.0005228774231606318,0.02564102564102564,validation-only candidate
F0_F1_F2_basic_physical,kernelridge_rbf_alpha1_gamma0.002268,train,441,1.2407203164146545,False,0.39564504474401474,0.3117697090600376,0.4795203777834957,0.10528432215667433,1.4403524206560334,1.4377809592327218,0.5840982979646435,0.10974440236150483,0.11181781836497931,0.09429074584701914,0.8123887449631324,0.8921347182550976,0.00027697048973309,0.0,train diagnostic only
F0_F1_F2_basic_physical,kernelridge_rbf_alpha1_gamma0.002268,val,441,1.2407203164146545,False,0.7414032763395554,0.5800577247372041,0.9027488224017315,0.19809953371683756,2.9190189280571084,2.4595744831439776,1.1010721977322528,0.21160719639215714,0.2004558184208014,0.1822355832809057,0.7015372725906325,0.8102827567997106,0.0005339957165116898,0.0,validation-only candidate
F0_F1_F2_basic_physical,kernelridge_rbf_alpha1_gamma0.00907,train,441,1.3934200581746312,False,0.41923202206323174,0.391959880605156,0.4465041632453601,0.09783539463432482,2.3691951864295535,1.7111311275282024,0.6297093190620711,0.10049582925843603,0.09998042164025484,0.09302993247538437,0.7561745838599516,0.8545096140397229,0.00029708417387604483,0.0,train diagnostic only
F0_F1_F2_basic_physical,kernelridge_rbf_alpha1_gamma0.00907,val,441,1.3934200581746312,False,0.8760877259266682,0.8330236936991031,0.9191517875744746,0.20134722651579443,4.955571957887748,3.5434729884832334,1.3895464699046733,0.20676735119941908,0.20430335020407653,0.19297098043637398,0.5925684816682801,0.7183344812914543,0.0006432047286160433,0.0,validation-only candidate
F0_F1_F2_basic_physical,kernelridge_rbf_alpha10_gamma0.002268,train,441,1.3408368816478824,False,0.7142868527659664,0.6189235670285093,0.8096501389403402,0.17750341886723484,3.4365014381430767,2.7871147227232105,1.0403565195630546,0.18375422410023065,0.1824005455882461,0.1663554866372803,0.6619437716296247,0.7850109014146267,0.0004931978400696765,0.0,train diagnostic only
F0_F1_F2_basic_physical,kernelridge_rbf_alpha10_gamma0.002268,val,441,1.3408368816478824,False,0.8244388027068896,0.7248659749061633,0.924011630889697,0.20244710070964617,4.050917125283143,3.085191602508227,1.2728017163582337,0.2083348769408006,0.20588398438233596,0.1931224388953967,0.6290447839893326,0.7526890782743987,0.000596284773424626,0.0,validation-only candidate
F0_F1_F2_basic_physical,svr_rbf_C1_eps0.03,train,441,1.215696091582523,False,0.20140060532930087,0.13550596994658312,0.2672952433680127,0.0587134233986338,0.42849287091765875,0.6972373930944337,0.2779046231995762,0.06269574827618069,0.06114722733144407,0.05229729487572187,0.9200865327307445,0.9554811137512117,0.00014281833628159308,0.0,train diagnostic only
F0_F1_F2_basic_physical,svr_rbf_C1_eps0.03,val,441,1.215696091582523,False,0.7199378365125412,0.5509491712810137,0.8889265117736963,0.19526446878145903,2.7003202002782087,2.371871416576398,1.051451942859552,0.2111210318712088,0.200076713011815,0.17459566165239382,0.7210243534494923,0.824633260519129,0.0005209098709224819,0.02564102564102564,validation-only candidate
F0_F1_F2_basic_physical,svr_rbf_C3_eps0.03,train,441,1.1867686543777143,False,0.03650275140678809,0.034442254710068676,0.038563248218485606,0.008457422532417156,0.17980566662218836,0.16845222104938679,0.05617096689587206,0.00843048757976956,0.009206008396030944,0.00773577152946849,0.9725534871907153,0.9858367719343125,2.5647673559444544e-05,0.006172839506172839,train diagnostic only
F0_F1_F2_basic_physical,svr_rbf_C3_eps0.03,val,441,1.1867686543777143,False,0.7045846378956085,0.5433869959834294,0.8657822780884229,0.19034756280672857,2.6683220874804716,2.2981202864112,1.0497680315986657,0.21332546228017563,0.1900732486675947,0.1676439765172127,0.7294121612279175,0.8293728666165023,0.0005210120836683274,0.02564102564102564,validation-only candidate
F0_F1_F2_basic_physical,svr_rbf_C10_eps0.03,train,441,1.185900707896648,True,0.029486884983877342,0.029214844303090633,0.029758925630170623,0.006529831962751938,0.17980566662218836,0.1302405633262278,0.04522645987432312,0.006916235994409632,0.006670685829939666,0.0060025740552831575,0.9768015563994866,0.9882124364664563,2.0548183886289117e-05,0.006172839506172839,train diagnostic only
F0_F1_F2_basic_physical,svr_rbf_C10_eps0.03,val,441,1.185900707896648,True,0.7038563031416672,0.5417720006826596,0.8659406250868088,0.19038622539777023,2.6683220874804716,2.272306262682646,1.0511456157725592,0.21342633932064742,0.19014941270534808,0.16758292454939622,0.7317806372699618,0.8309009010499545,0.0005227636752235226,0.02564102564102564,validation-only candidate
F0_F1_F2_basic_physical,svr_rbf_C30_eps0.05,train,441,1.186936015178276,False,0.048549413589047796,0.04777594004976161,0.049322887174325224,0.010819549554453037,0.2936208221923422,0.2127000894167541,0.07416107388282264,0.011370822971249804,0.011078822024074602,0.010009003642164631,0.9625578147201175,0.9807976209688585,3.372915559765839e-05,0.006172839506172839,train diagnostic only
F0_F1_F2_basic_physical,svr_rbf_C30_eps0.05,val,441,1.186936015178276,False,0.7046400652481959,0.5429147155239031,0.8663654121068808,0.19047563895583153,2.677027349670728,2.273992758530837,1.0536607602276864,0.2133100323187999,0.19040607947569627,0.16771080402227548,0.730794038002832,0.8302932221014455,0.0005231254827566983,0.02564102564102564,validation-only candidate
F0_F1_F2_basic_physical,randomforest_depth3_leaf5,train,441,1.3094787547446602,False,0.5294998351622511,0.4610458085382426,0.597953850828847,0.13182530039059068,2.152816611031691,2.1241412018828187,0.8588482281538071,0.14171976255781857,0.15014934870931837,0.10360679030418396,0.7489674745565101,0.8503523398350041,0.0004004266556876246,0.0,train diagnostic only
F0_F1_F2_basic_physical,randomforest_depth3_leaf5,val,441,1.3094787547446602,False,0.7889179572080954,0.6371392592405661,0.9406966526920979,0.20668617492684951,3.379728932793324,2.6722043085938845,1.1767338819992847,0.2254435725701161,0.21064995649533394,0.1839650028791183,0.6610803511028388,0.785523184531459,0.0005553609128886213,0.0,validation-only candidate
F0_F1_F2_basic_physical,randomforest_depth5_leaf5,train,441,1.2775883276472537,False,0.43824206320223985,0.372859284925608,0.5036248386389127,0.11106240801099274,1.7640334725563909,1.7500307126269665,0.6779800158361962,0.11986845658149248,0.1268478716597145,0.08647089571128656,0.7839631567672697,0.8745298470920306,0.00031643914587816036,0.0,train diagnostic only
F0_F1_F2_basic_physical,randomforest_depth5_leaf5,val,441,1.2775883276472537,False,0.7597766029529083,0.5795983905211474,0.9399548220710877,0.20655889871219793,3.0633712330689797,2.4323878217584047,1.072685959820564,0.224721202483544,0.21233567671898085,0.182619816217667,0.6835019491803322,0.8024076297988366,0.0005147484530775378,0.0,validation-only candidate
F0_F1_F2_basic_physical,randomforest_depth8_leaf3,train,441,1.2710435045815842,False,0.3461701938491545,0.2942025318833781,0.39813785780405186,0.08769022211875123,1.3805619024752098,1.38742156892463,0.535514633251745,0.09280156794889474,0.09936479543462212,0.07090430348007767,0.823415356299297,0.899786492908305,0.00025082412617781236,0.0,train diagnostic only
F0_F1_F2_basic_physical,randomforest_depth8_leaf3,val,441,1.2710435045815842,False,0.7509011817284119,0.5561087421881847,0.9456936115255723,0.20782353289616415,2.918899424565144,2.317432377773982,1.0397763752784484,0.2261723096554096,0.21363988595131117,0.18365839811471793,0.6988347432901466,0.8132939647073582,0.0005003879503839506,0.0,validation-only candidate
F0_F1_F2_F3_cross_axis,ridge_alpha0.1,train,492,1.6092340000940333,False,0.003939672815182281,0.0029762098775892,0.004903135775142194,0.001075147357312991,0.011968685107098686,0.013243292032936473,0.006177929735937972,0.0010949880988509566,0.001134621140397625,0.0009958328288278463,0.9971416998151765,0.9985610524064548,2.958675490240653e-06,0.21604938271604937,train diagnostic only
F0_F1_F2_F3_cross_axis,ridge_alpha0.1,val,492,1.6092340000940333,False,0.9438686290612588,0.8123164718302015,1.0754207647763765,0.23640229658056527,3.5370876617156544,3.624695136378973,1.6162137478972092,0.2549948187974783,0.24807323400790876,0.20613883703182906,0.6498864098001391,0.7628673188751214,0.0007947849858632813,0.717948717948718,validation-only candidate
F0_F1_F2_F3_cross_axis,ridge_alpha1,train,492,1.5890006795295986,False,0.03328671332385483,0.02506969885090021,0.04150372787873134,0.009105584120581265,0.1034502422000155,0.11154031647760192,0.051395285638900085,0.009302655119954803,0.009711156656712662,0.008302940630618438,0.9823662259943347,0.991011869019055,2.4712644142939383e-05,0.2222222222222222,train diagnostic only
F0_F1_F2_F3_cross_axis,ridge_alpha1,val,492,1.5890006795295986,False,0.9279873218291845,0.7835845725658612,1.072390046257239,0.23575591396253842,3.378325036703012,3.4197030127621613,1.593413630930277,0.2558626242173024,0.24592276414235434,0.20548234994594866,0.6691116446377173,0.7760720583421171,0.000781196032641254,0.6923076923076923,validation-only candidate
F0_F1_F2_F3_cross_axis,ridge_alpha10,train,492,1.5471522505599604,False,0.1524923375957174,0.11475376801473307,0.19023090847595422,0.041773739585618454,0.4997828828607812,0.51687431252665,0.22665305736900113,0.04285203637900176,0.045459238835323004,0.03700994341461747,0.9264684488913151,0.9607169373502619,0.00010827818249972664,0.19135802469135801,train diagnostic only
F0_F1_F2_F3_cross_axis,ridge_alpha10,val,492,1.5471522505599604,False,0.8862902590861688,0.6938536727609925,1.0787268488261945,0.23713114279776049,2.8228348879477916,3.0598080844069138,1.4416680565247169,0.26507742129839384,0.23669473024515006,0.2096212781392611,0.6928189190426748,0.7986007152813445,0.0007115711705876329,0.6410256410256411,validation-only candidate
F0_F1_F2_F3_cross_axis,ridge_alpha100,train,492,1.4108684034016077,False,0.34175311797011043,0.25995320823032086,0.4235530300410809,0.0930008041833378,1.1459786758102752,1.200324571358017,0.50003913425507,0.09755515389972264,0.09810531691268638,0.08334194105348469,0.8469648799177509,0.9134097903930243,0.0002366205688438775,0.13580246913580246,train diagnostic only
F0_F1_F2_F3_cross_axis,ridge_alpha100,val,492,1.4108684034016077,False,0.8002694344673401,0.5574951800398338,1.0430437124883518,0.22927401684081325,2.1185024227851477,2.456909318573964,1.1956871966711986,0.25626178888174206,0.2285107909104763,0.20304946563182732,0.7352577765501654,0.8338386030158492,0.0005948026070818275,0.358974358974359,validation-only candidate
F0_F1_F2_F3_cross_axis,ridge_alpha300,train,492,1.337808970739487,False,0.4317644303779543,0.3296827185255142,0.5338461452658162,0.11727059548030849,1.4426077325127007,1.5533603816810582,0.6262661121486698,0.1242961339008661,0.123563712393796,0.1039519390942138,0.8089253182436931,0.8891954059992718,0.00029587521732065834,0.07407407407407407,train diagnostic only
F0_F1_F2_F3_cross_axis,ridge_alpha300,val,492,1.337808970739487,False,0.7596182563366034,0.5089211352169514,1.010315399330396,0.22199277641872564,1.9232627936662772,2.208587823387904,1.1057663670717142,0.24200972838279527,0.226721126299638,0.19724747003653112,0.7491363458678146,0.8452649006547724,0.0005516584219432657,0.23076923076923078,validation-only candidate
