normalized_param_mae_mean,dimension_param_mae_norm,curvature_param_mae_norm,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,curvature_mae_mean,projected_mask_iou,projected_mask_dice,projected_mask_area_error,projected_mask_center_error_px,profile_depth_rmse_m,volume_proxy_rel_error,sample_count,er_like_profile_error,max_depth_error_m,strategy,perturbation_name,perturbation_category,severity,affected_axis,split,profile_rmse_degradation_pct_vs_20_85,dice_drop_vs_20_85,clean_performance_drop_vs_20_85_pct
0.6988590522496788,0.5194932091291304,0.8782249021309393,2.0958887961359673,2.0926129167186627,1.1510750183398708,0.19879276406617813,0.19461423416196563,0.18383529561537285,0.1924140985917162,0.7483542106446587,0.8474722189847741,0.35136912266783143,0.0,0.0005481538347889853,0.6603816284769671,162,0.41793824079228037,0.0011510750211280896,per_sample_rms_normalization,gain_scaling_0.9x,gain_scaling,0.9x,all,train,41.37258883959627,0.00025478101522591334,
0.759882234610044,0.5687260767206167,0.9510384010962951,2.3008553213798084,2.184989387312761,1.2945938871170466,0.21320646848434058,0.21300635735193887,0.1988453284288064,0.2083527182157223,0.735277987338166,0.8366141482222972,0.42391047001690507,0.0,0.0006011219253802361,0.869772227209077,39,0.44955588476015973,0.0012945938819589524,per_sample_rms_normalization,gain_scaling_0.9x,gain_scaling,0.9x,all,val,55.03341836869738,0.011112851777702826,
0.7153414461093072,0.48536125876200503,0.9453216248597854,1.9991404295731814,2.1546533669416723,0.9975863674130195,0.21790998562788352,0.20599583784739176,0.19759556880364051,0.20716713072779852,0.7405250227595167,0.8423895105173654,0.39053542385918344,0.0,0.0004912443626567554,0.6926103133944356,39,0.42265855482755565,0.0009975863698249061,per_sample_rms_normalization,gain_scaling_0.9x,gain_scaling,0.9x,all,test,26.695250300269358,0.005337489482634572,
0.6988590547332058,0.5194932105548588,0.8782249070979931,2.0958887228719245,2.0926129217776985,1.1510750340113853,0.19879276627375755,0.19461423600161518,0.18383529524744294,0.19241409983347962,0.7483542106446587,0.8474722189847741,0.35136912266783143,0.0,0.0005481538450741352,0.6603816466388326,162,0.41793824943863317,0.0011510750355003517,per_sample_rms_normalization,gain_scaling_1.1x,gain_scaling,1.1x,all,train,41.37259149220613,0.00025478101522591334,
0.7598822598273938,0.5687260914307374,0.951038427077807,2.300855427216261,2.184989459143999,1.294593919068575,0.21320647459763747,0.21300635888026312,0.19884532995713064,0.20835272184549233,0.735277987338166,0.8366141482222972,0.42391047001690507,0.0,0.0006011219488871761,0.869772281123014,39,0.4495559071119015,0.0012945939147940432,per_sample_rms_normalization,gain_scaling_1.1x,gain_scaling,1.1x,all,val,55.03342443129651,0.011112851777702826,
0.7153414430526587,0.48536126716778827,0.9453216179823264,1.9991405243292832,2.1546532975939603,0.9975863914841261,0.21790998257123506,0.20599583784739176,0.1975955672753163,0.20716712939051482,0.7405250227595167,0.8423895105173654,0.39053542385918344,0.0,0.0004912443764624186,0.6926102944818741,39,0.42265856246917677,0.0009975863937049722,per_sample_rms_normalization,gain_scaling_1.1x,gain_scaling,1.1x,all,test,26.69525386084346,0.005337489482634572,
0.6988590519737314,0.5194932052198752,0.8782249041545538,2.0958887171690113,2.0926128767982677,1.1510750232034443,0.19879276443410804,0.194614236737475,0.18383529451158312,0.1924140990516286,0.7483542106446587,0.8474722189847741,0.35136912266783143,0.0,0.0005481538368100847,0.6603816467689552,162,0.41793824341378094,0.0011510750268769944,per_sample_rms_normalization,gain_scaling_1.2x,gain_scaling,1.2x,all,train,41.37258936085148,0.00025478101522591334,
0.7598822720539875,0.5687261095795876,0.9510384117945646,2.3008555124203363,2.184989570520627,1.2945938900304146,0.21320647306931326,0.21300636499356002,0.19884533148545486,0.20835272432901922,0.735277987338166,0.8366141482222972,0.42391047001690507,0.0,0.0006011219339621349,0.8697722859479472,39,0.449555893548024,0.0012945938849439605,per_sample_rms_normalization,gain_scaling_1.2x,gain_scaling,1.2x,all,val,55.033420582027226,0.011112851777702826,
0.7153414441989019,0.4853612501651813,0.9453216340297308,1.999140474658746,2.1546532141092496,0.9975863674130195,0.21790998868453196,0.20599584090404022,0.1975955672753163,0.20716713244716325,0.7405250227595167,0.8423895105173654,0.39053542385918344,0.0,0.0004912443656417637,0.6926102846561039,39,0.42265854623073185,0.0009975863698249061,per_sample_rms_normalization,gain_scaling_1.2x,gain_scaling,1.2x,all,test,26.695251070123224,0.005337489482634572,
0.8349378846677733,0.7989661377153279,0.8709096275729897,4.535871865204823,2.8759889616918417,1.5636911014163937,0.20418431508688278,0.20013607799271008,0.16965902035619007,0.1913264714365388,0.6222641428027286,0.7503784254779068,0.7697100838872557,0.0,0.0007568190192637022,2.4022176437064777,162,0.90763428264562,0.0015636911043713307,per_sample_rms_normalization,channel_attenuation_Bx_50pct,channel_attenuation_dropout,50pct,Bx,train,95.18875404299881,0.09734857452209322,
