group,sample_count,mean_true_area,mean_pred_area,mean_area_ratio,mean_area_error,mean_iou,mean_dice
circle,15,18.000125773935974,24.213016740970442,1.450339329266296,0.49125461988983343,0.5825641493747565,0.7259352192677468
ellipse,15,14.613491089944636,23.091244760811442,1.9926141242788833,1.0053367643429398,0.35389132776894144,0.5099052032865939
multi_defect,60,19.38584410236768,30.565748513676315,1.6505402127885909,0.6678432721446712,0.39568003729365203,0.5613698551923598
polygon,60,5.373338543874744,10.650996536500637,2.465777851594186,1.4780944134390488,0.21734342921084976,0.3306793323335614
rect,15,9.322381985339465,19.13103435845826,2.197053904825005,1.1970539048250046,0.3699864301899236,0.5333929542195298
rotated_rect,20,10.778147613889697,18.965306507090883,1.903836518577949,0.9038365185779489,0.4262992294546537,0.5749710447177012
triangle,15,11.066458240464499,20.093423351391053,1.8778442332878464,0.8778442332878463,0.3668221405375894,0.5289286280675364
