group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean
area_bin=small,train,12,0.7688320949231328,0.8650789326868306,0.12119895484398809,1.8178297632163742,275.5833333333333,258.25,0,0.18340191431343555
area_bin=medium,train,14,0.7517081251297087,0.8558580882804734,0.0892344783556147,2.2427627163808217,417.42857142857144,419.2142857142857,0,0.2032046461743968
area_bin=large,train,14,0.7015147505632855,0.8234826417045324,0.08120824397183062,2.926314766863522,441.2142857142857,480.64285714285717,0,0.24074738685573852
area_bin=small,val,3,0.7001236417824312,0.8234439562154857,0.1114043499207888,2.7521694025485126,278.0,261.3333333333333,0,0.22372222443421683
area_bin=medium,val,5,0.7379896628636933,0.8455425867742246,0.07333780553889899,2.15627946269577,423.2,425.0,0,0.22648899555206298
area_bin=large,val,2,0.6307518115942029,0.7735617698150482,0.03235547506857022,3.7429288896871356,461.5,477.0,0,0.3028043806552887
area_bin=small,test,5,0.7162489856552368,0.8316716914313247,0.15826071641538914,2.013104193955214,309.6,304.6,0,0.228678160905838
area_bin=medium,test,1,0.6136783733826248,0.7605956471935853,0.12926829268292683,3.098027661129814,463.0,410.0,0,0.33276358246803284
area_bin=large,test,4,0.7518336441978264,0.8559197265647072,0.07928787704514621,2.304008649033644,446.25,485.25,0,0.2015230916440487
area_bin=small,all,20,0.7453800496350536,0.8504818759022523,0.12899520449835844,2.006799316800905,284.45,270.3,0,0.20076902247965336
area_bin=medium,all,20,0.7413770219758506,0.8485160908495667,0.08726200086780136,2.263905150197009,421.15,420.2,0,0.21550368033349515
area_bin=large,all,20,0.7045022353932855,0.8249779714876189,0.07593889369616769,2.883514955579908,444.25,481.2,0,0.23910822719335556
