epoch,train_loss,train_bce_loss,train_dice_loss,val_threshold,val_iou,val_dice,val_area_error,val_score,best_epoch,best_val_score
45,0.11929039218846489,0.025880718165460753,0.09340967325603261,0.9,0.651600960088872,0.7839375481607522,0.19727761893737028,1.238260889312254,12,1.3411619214806767
46,0.12515050983604262,0.026971382636796024,0.09817912648705875,0.9,0.64129459686658,0.7758088237255115,0.1804203477955802,1.2366830727965112,12,1.3411619214806767
47,0.12242438140160897,0.025861123686327654,0.09656325859182022,0.8,0.6431817352957608,0.7775884396619704,0.20179524116526518,1.218974933792466,12,1.3411619214806767
48,0.10868054014794967,0.023436484310556862,0.08524405605652753,0.8,0.6577418489434369,0.7888355884234722,0.1938629889285383,1.2527144484383708,12,1.3411619214806767
49,0.10634940972223002,0.02279126030557296,0.08355814919752233,0.8,0.6563972810140297,0.7871042279584555,0.20221798763070642,1.2412835213417788,12,1.3411619214806767
50,0.10173074199872859,0.021315714453949648,0.08041502798304838,0.8,0.6590350453623675,0.7893461412752156,0.1978017989462694,1.2505793876913136,12,1.3411619214806767
51,0.09957635446506388,0.021141322822693515,0.0784350318067214,0.9,0.6621515817490448,0.7914348713941971,0.19226795631568686,1.261318496827555,12,1.3411619214806767
52,0.09245711411623393,0.01955581982346142,0.07290129451190724,0.9,0.6466875388978663,0.7795134754403584,0.21095946989687825,1.2152415444413465,12,1.3411619214806767
53,0.09077257904059746,0.019251011503750786,0.07152156794772428,0.9,0.6455455235253406,0.7791529748128551,0.21210304258611945,1.2125954557520762,12,1.3411619214806767
54,0.0928028631297981,0.019303007571793655,0.07349985487320844,0.9,0.639133768908588,0.7741962568948498,0.2221504599502108,1.191179565853227,12,1.3411619214806767
55,0.08804776892066002,0.018889188547344768,0.06915858037331525,0.9,0.6593922051845336,0.7889643877511819,0.2065014718947148,1.241855121041001,12,1.3411619214806767
56,0.08641540752175976,0.018460052224862224,0.06795535543385674,0.9,0.6433395381391198,0.7767948187292565,0.23467697274770696,1.1854573841206693,12,1.3411619214806767
57,0.07828360598753481,0.016020755119183484,0.0622628506492166,0.6,0.6546656263072629,0.7853385705480036,0.21198910716838243,1.228015089686884,12,1.3411619214806767
58,0.07673066229942967,0.016419067978858948,0.06031159443013808,0.9,0.6575234008018566,0.7876125990022795,0.19181056787419487,1.2533254319299412,12,1.3411619214806767
59,0.07275695978280376,0.01509746744790498,0.05765949277316823,0.9,0.6480867650830312,0.7799109711282458,0.2016888153485234,1.2263089208627536,12,1.3411619214806767
60,0.06692745963878491,0.014367198913960773,0.05256026106722215,0.8,0.6447305057249513,0.7777865727629762,0.2218411241913619,1.2006759542965657,12,1.3411619214806767
61,0.06746046606670408,0.014413153423982509,0.0530473134096931,0.9,0.6378674900727098,0.7724399598432795,0.22948518002370755,1.180822269892282,12,1.3411619214806767
62,0.06173689805847757,0.012662362772971392,0.049074535860734826,0.9,0.6490742911511608,0.7811894173081102,0.2036730248179676,1.2265906836413032,12,1.3411619214806767
63,0.0584920618463965,0.01232233175131328,0.04616972979377298,0.9,0.6445798276738468,0.777859806412523,0.22906827172583655,1.1933713623605333,12,1.3411619214806767
64,0.06064659378984395,0.013018797507838291,0.04762779614504646,0.6,0.6542272106616337,0.7863028932587672,0.23387986634853147,1.2066502375718695,12,1.3411619214806767
65,0.05802015368552769,0.012318004497929531,0.045702148886287916,0.9,0.6457468180580103,0.7788152814505619,0.23418402539604924,1.190378074112523,12,1.3411619214806767
66,0.05743287383195232,0.012296993121066514,0.04513588021783268,0.9,0.6352268361214193,0.7706440464239486,0.2352279202357319,1.170642962309636,12,1.3411619214806767
67,0.05612246796269627,0.012160448371158802,0.04396201933131499,0.9,0.6472049431250284,0.7801157935484128,0.21134212363015525,1.2159786130432861,12,1.3411619214806767
68,0.05744979070389972,0.012416398645762135,0.04503339178421918,0.7,0.6449841335549709,0.778328208625034,0.22776781668861443,1.1955445254913906,12,1.3411619214806767
69,0.049528649295954144,0.010405419312198372,0.039123230120714975,0.9,0.6294860803238733,0.7664335219770243,0.25902398489123174,1.136895617409666,12,1.3411619214806767
70,0.04970888273023507,0.010616937926148666,0.03909194469451904,0.9,0.6474590886347338,0.7801146406279182,0.2087976170615389,1.2187761122011131,12,1.3411619214806767
71,0.05067544561975142,0.010664937141187051,0.040010508368997014,0.9,0.6417115021428684,0.775979440735857,0.23380309513032047,1.183887847748405,12,1.3411619214806767
72,0.04539190331364379,0.009610291721080156,0.035781611414516676,0.9,0.639540414925919,0.7748263544376841,0.2397319942533831,1.17463477511022,12,1.3411619214806767
73,0.04537682344808298,0.009758467703838558,0.03561835604555467,0.7,0.6408847385729859,0.7750981270474419,0.24511514885713342,1.1708677167632944,12,1.3411619214806767
74,0.04134562836192986,0.008984166628900258,0.032361461835749006,0.9,0.6429267793117658,0.7769440951453683,0.23302793184212015,1.186842942615014,12,1.3411619214806767
75,0.03850025453549974,0.008052254479159327,0.030448000220691458,0.9,0.6374048460179977,0.7735782039038813,0.26232345474445484,1.148659595177424,12,1.3411619214806767
76,0.03939788174979827,0.008607657626271248,0.030790223794824937,0.9,0.6505435702766627,0.7823411719729755,0.2300656586558442,1.202819083593794,12,1.3411619214806767
77,0.038371134165893585,0.008282051914755036,0.030089082086787504,0.9,0.643416073668642,0.7767201226646289,0.23342321719508297,1.1867129791381879,12,1.3411619214806767
78,0.03704739022342598,0.00788436464362723,0.029163025757845712,0.9,0.6371025934706692,0.772083494575729,0.26057501454534265,1.1486110735010555,12,1.3411619214806767
79,0.038773431442677975,0.008547887760762344,0.030225543414845187,0.8,0.6524715079837182,0.7838402627103176,0.21225091821363468,1.224060852480401,12,1.3411619214806767
80,0.032954302506850046,0.007329638129757608,0.02562466439078836,0.9,0.6383660149300685,0.7736727371057467,0.25457961702200965,1.1574591350138057,12,1.3411619214806767
81,0.036210945259560555,0.008254982216064544,0.027955963331110337,0.9,0.640944230101061,0.7743456708762194,0.24068832395406453,1.1746015770232159,12,1.3411619214806767
82,0.03219134415335515,0.006952188525568037,0.025239155573003432,0.9,0.6426508370330668,0.7770185309644332,0.2243962417695793,1.1952731262279206,12,1.3411619214806767
83,0.029203307814896107,0.006217902077718035,0.02298540578168981,0.9,0.6329281553293223,0.7693327788241981,0.27748202400399447,1.124778910149526,12,1.3411619214806767
84,0.02676229063859757,0.00584101107190637,0.02092127940234016,0.9,0.6458047514278511,0.7789188115407825,0.23250617220781905,1.1922173907608147,12,1.3411619214806767
85,0.026185622384004733,0.005818948355119894,0.020366673960405236,0.9,0.6399737822524209,0.7745792813068202,0.24654528600861664,1.1680077775506246,12,1.3411619214806767
86,0.026320940650561276,0.005747456199434751,0.020573484546997967,0.9,0.6458067692392891,0.7790192392320244,0.24737312154869073,1.1774528869226228,12,1.3411619214806767
87,0.026732515488915583,0.006214009221259724,0.02051850627450382,0.9,0.6393327126077099,0.773921939271848,0.24560084739781077,1.167653804481747,12,1.3411619214806767
88,0.0259895488510237,0.00585498777902959,0.020134561202105355,0.9,0.6388006647028566,0.7739676736242319,0.2690977436133864,1.143670594713702,12,1.3411619214806767
89,0.026564933523974,0.0059838859254823015,0.020581047324573293,0.9,0.6354250682050093,0.7711819137380762,0.24173625984158909,1.1648707221014964,12,1.3411619214806767
90,0.026180032640695572,0.005859336637727478,0.020320695989272174,0.9,0.6502944827342015,0.7817972169120523,0.22334792314596763,1.2087437765002862,12,1.3411619214806767
91,0.025822329773184133,0.00593660568804754,0.01988572408171261,0.9,0.6395246498011063,0.7743781811292542,0.22706247393602813,1.1868403569943324,12,1.3411619214806767
92,0.024555141818435752,0.005316832993069992,0.019238308948629042,0.9,0.6465181704004136,0.779261831507041,0.23715026317057689,1.1886297387368778,12,1.3411619214806767
93,0.020036155056646642,0.004228314371122157,0.015807840754004085,0.9,0.6491097246480115,0.7807785899493287,0.2238017413156539,1.2060865732816863,12,1.3411619214806767
94,0.018629365764996585,0.004221550435485209,0.014407815302119535,0.9,0.6435607658272015,0.7772667374203613,0.2332901694432607,1.187537333804302,12,1.3411619214806767
95,0.015968122588032308,0.003417842254480895,0.012550280374639174,0.9,0.6455233895590979,0.7783204775932594,0.23642787762541767,1.1874159895269396,12,1.3411619214806767
96,0.01477425025009057,0.0031525260659263413,0.011621724156772388,0.9,0.6479217296549715,0.7791562757111671,0.22617951416047302,1.2008984912056655,12,1.3411619214806767
97,0.014411523267078926,0.003086384673438528,0.011325138456681195,0.9,0.6501521444129009,0.7815237543477529,0.231501391041271,1.2001745077193826,12,1.3411619214806767
98,0.0121663436978398,0.0025988428404910818,0.009567500913844389,0.9,0.6416408489500639,0.7757323238390281,0.2638470250877506,1.1535261477013412,12,1.3411619214806767
99,0.011685916660901378,0.002376126984873896,0.009309789713691263,0.9,0.6483593013807749,0.78075147942847,0.25784284768351406,1.1712679331257307,12,1.3411619214806767
100,0.012643567180288407,0.002821149499676026,0.009822417708004223,0.9,0.6420288353839062,0.7759329748897451,0.2661973229922969,1.1517644872813544,12,1.3411619214806767
101,0.013979276419644627,0.0031846473412930638,0.01079462906893562,0.9,0.6475150028806326,0.7801494501291665,0.2347492533859511,1.1929151996238478,12,1.3411619214806767
102,0.018236037590267026,0.004929337540970129,0.01330670013147242,0.9,0.6547021818939094,0.7851822802355738,0.2230177614312617,1.2168667006982217,12,1.3411619214806767
103,0.015950089046622023,0.00405518280732555,0.011894906268400304,0.9,0.6409729397219972,0.773474188303012,0.23054270981095293,1.1839044182140563,12,1.3411619214806767
104,0.015407861498020151,0.0035978812135427315,0.011809980168062098,0.9,0.6404040334877823,0.7749915548923699,0.26326134324728123,1.152134245132871,12,1.3411619214806767
105,0.01651819661150084,0.004174395570504095,0.012343801119748284,0.9,0.6541794446355996,0.785284765034698,0.23180433222933983,1.2076598774409577,12,1.3411619214806767
106,0.01839135159902713,0.004370154747876394,0.014021196786095114,0.9,0.6419109762285317,0.7754443197269416,0.20470123095438678,1.2126540650010864,12,1.3411619214806767
107,0.019129073986893192,0.0046602674444918245,0.014468806631424847,0.9,0.6447207736114388,0.7773900249884549,0.2379866064412367,1.1841241921586572,12,1.3411619214806767
108,0.01668855024720816,0.004005942277966396,0.012682607945273905,0.9,0.6394063454503665,0.7741958094859717,0.27330131518540796,1.14030083975093,12,1.3411619214806767
109,0.016771966728436595,0.004378201186602169,0.012393765589770149,0.9,0.6305379046192098,0.7671977321200361,0.26298769861970767,1.134747938119538,12,1.3411619214806767
110,0.015378757051247008,0.0038404181661248647,0.011538339011809406,0.9,0.6473125127464303,0.7798673562665268,0.2554496480000126,1.1717302210129446,12,1.3411619214806767
111,0.013408264679395977,0.0030946118161356184,0.010313652894076179,0.9,0.6384500205692024,0.7734043717041547,0.2585864062884562,1.1532679859849009,12,1.3411619214806767
112,0.012325664927415988,0.002854909306145547,0.00947075556306278,0.9,0.6437611484832187,0.7768974462132241,0.23989780183797219,1.1807607928584705,12,1.3411619214806767
113,0.011192029191400199,0.002757463573395987,0.008434565628276151,0.9,0.6417701518373243,0.7755819771400878,0.23024580603065908,1.187106322946753,12,1.3411619214806767
114,0.009600251529584913,0.0022806118872454938,0.00731963971081902,0.9,0.6428603263465635,0.7765754201317601,0.2451286322954918,1.1743071141828318,12,1.3411619214806767
115,0.007820692954256254,0.001647492458954837,0.006173200467053582,0.9,0.6409373396369293,0.7752900926941672,0.24379505749736008,1.1724323748337362,12,1.3411619214806767
116,0.006843167243299403,0.0015521576059494262,0.0052910096505109005,0.9,0.639230998840051,0.7733663263558207,0.23503115796161325,1.1775661672342583,12,1.3411619214806767
117,0.007426185759387034,0.0017847359310561681,0.005641449900234447,0.9,0.6415485641845036,0.7756441701479726,0.24891075885240047,1.1682819754800757,12,1.3411619214806767
118,0.007670888567672056,0.0019395601287696457,0.0057313284453223735,0.9,0.6337567916633159,0.7697734224986548,0.2707567817834651,1.1327734323785057,12,1.3411619214806767
119,0.007117498535936808,0.001760041930966134,0.005357456557890948,0.9,0.635264512961164,0.7704759443118879,0.24663509949969922,1.1591053577733528,12,1.3411619214806767
120,0.007797001231023494,0.0019044579804518864,0.005892543231739718,0.9,0.64007756590167,0.7746028790673852,0.2393553922022112,1.175325052766844,12,1.3411619214806767
121,0.0078025878756307065,0.0019142835722852718,0.005888304289649515,0.9,0.6397844757240643,0.7738788758871646,0.25934519292014263,1.1543181586910862,12,1.3411619214806767
122,0.00791062685140573,0.001948554695392137,0.005962072049870211,0.9,0.6352244039390015,0.7711431235118019,0.25907214028733166,1.1472953871634717,12,1.3411619214806767
123,0.007919895931777051,0.0019438588753794594,0.005976037067525527,0.8,0.6474506486216045,0.7800503880114252,0.22367911462966691,1.203821922003363,12,1.3411619214806767
124,0.008190221920171204,0.0020428968752693277,0.006147325038909912,0.9,0.6487902779290159,0.7809854723690791,0.2285371788965084,1.2012385714015865,12,1.3411619214806767
125,0.009117779500015518,0.0025240700411172036,0.006593709482866175,0.9,0.6393056819555931,0.7741034499729604,0.22475841855972825,1.1886507133688253,12,1.3411619214806767
126,0.011270882397451821,0.00295759821892716,0.008313284200780532,0.9,0.644841216032785,0.7778788760815968,0.23733611144332734,1.1853839806710544,12,1.3411619214806767
127,0.013118326075046378,0.0035962192375925094,0.009522106717614567,0.9,0.6320924885712162,0.767941570960272,0.24613772681344,1.1538963327180485,12,1.3411619214806767
128,0.012400789569844218,0.0031775983892764676,0.00922319117714377,0.9,0.6438362928802928,0.776847766656843,0.2258022515491884,1.1948818079879473,12,1.3411619214806767
129,0.011068082154344986,0.0028557156106484506,0.008212366524864645,0.9,0.6369734177165445,0.7719360414425058,0.22564258899239656,1.1832668701666538,12,1.3411619214806767
130,0.01264183790258625,0.00338096429100808,0.009260873584186329,0.9,0.6420261032901945,0.775268817971935,0.24298655844494038,1.174308362817189,12,1.3411619214806767
131,0.010637942592010778,0.0026216595005654894,0.008016283021253698,0.9,0.6463239029187002,0.7785784327552122,0.2134524344881778,1.2114499011857347,12,1.3411619214806767
132,0.010208331418278463,0.0025071413461666774,0.007701190078959745,0.9,0.6431969154118551,0.7768129641057195,0.22016659933156169,1.199843280186013,12,1.3411619214806767
133,0.010809709708315922,0.0029038424596793074,0.007905867169885075,0.9,0.6427755600206078,0.7765376003283928,0.23720473944018833,1.1821084209088122,12,1.3411619214806767
134,0.009028819766279091,0.002334800923777306,0.006694018840789795,0.9,0.6418640464726753,0.7757724342607464,0.253343216148726,1.1642932645846957,12,1.3411619214806767
135,0.010148478356902213,0.002705199335811331,0.007443279027938843,0.9,0.6306384162027765,0.7672192746880072,0.25505509992028935,1.1428025909704944,12,1.3411619214806767
136,0.012084576629978768,0.003381288719966131,0.008703287910012639,0.9,0.6294972355052817,0.765536277911536,0.23195024529775235,1.1630832681190653,12,1.3411619214806767
137,0.013957097475855228,0.003926817231866366,0.010030280141269459,0.9,0.6376861173532676,0.7731011053049577,0.2647702565687912,1.146016966089434,12,1.3411619214806767
138,0.013233670526567628,0.0034766040625981987,0.009757066474241368,0.9,0.6327094227985444,0.7691643856698427,0.2536633884626538,1.1482104200057333,12,1.3411619214806767
139,0.012720946030800833,0.0035755441640503705,0.009145401856478523,0.9,0.6378730849175003,0.7725508328087063,0.22885806870452952,1.181565849021677,12,1.3411619214806767
140,0.009622672750778934,0.0023793304725960992,0.007243342259350945,0.9,0.6468709787434174,0.7784645037540993,0.2353467802518633,1.1899887022456532,12,1.3411619214806767
141,0.0143773363190977,0.00394928629633368,0.010428049985100241,0.9,0.6455489777209322,0.7791554612707596,0.1960283009845649,1.228676138007127,12,1.3411619214806767
142,0.01684222466257565,0.004949895403115079,0.011892329244052662,0.5,0.635824103579925,0.771744966276454,0.2169561751679656,1.1906128946884134,12,1.3411619214806767
143,0.018417226917603436,0.0050182710264754645,0.01339895585004021,0.8,0.6290383257342613,0.7663443763385692,0.2011302073838832,1.1942524946889475,12,1.3411619214806767
144,0.016322875066715127,0.0043727397586575106,0.011950135231018066,0.9,0.6274239429768705,0.7648580337464979,0.23917364588371043,1.1531083308396581,12,1.3411619214806767
145,0.013048636802362608,0.003387882702929132,0.009660754133673274,0.9,0.6436002543087674,0.7761269617663441,0.2363961355904827,1.1833310804846289,12,1.3411619214806767
146,0.008879702017806908,0.0021328524213886876,0.0067468495929942415,0.9,0.6306398476854717,0.7669511851902245,0.24505189802357047,1.1525391348521257,12,1.3411619214806767
147,0.006363510099403998,0.00149989385253695,0.004863616298226749,0.9,0.628202639434025,0.7648596446011399,0.2455757101816602,1.1474865738535045,12,1.3411619214806767
148,0.0035101394751109183,0.0007643586055457811,0.0027457808747011073,0.9,0.630745005617806,0.7674107552845928,0.2538921245288826,1.1442636363735164,12,1.3411619214806767
149,0.002882202375022804,0.0006633475955716087,0.002218854777953204,0.9,0.6318463648330211,0.7681305072977817,0.2610225008776838,1.138954371253119,12,1.3411619214806767
150,0.0025255704326007295,0.000589117228253813,0.0019364532302407658,0.9,0.6351697411421832,0.7705520109069385,0.2376917256111991,1.1680300264379224,12,1.3411619214806767
151,0.002229873452212333,0.0005171918233185459,0.0017126816160538618,0.9,0.6312210084313736,0.7671548198827743,0.2552451723501692,1.143130655963979,12,1.3411619214806767
152,0.0019110631054739795,0.0004458792495825037,0.0014651838470907772,0.8,0.6348846536613894,0.7702194887219332,0.2410341561714606,1.164069986211862,12,1.3411619214806767
153,0.0015936912078519955,0.0003582376898253535,0.0012354535215041216,0.9,0.6299934309770412,0.7664969225267682,0.254735896710593,1.1417544567932163,12,1.3411619214806767
154,0.0012876526701909503,0.00027604439259555554,0.0010116082780501422,0.9,0.6329967388247328,0.7690996381214192,0.24561334399456314,1.156483032951589,12,1.3411619214806767
155,0.0010474173328903441,0.0002513078981544769,0.0007961094379425049,0.9,0.634928680677183,0.7707371551662471,0.24031710530593056,1.1653487305374994,12,1.3411619214806767
156,0.0008184769508796522,0.0002000980431375865,0.0006183789056890152,0.9,0.6341068326314393,0.7702139217728473,0.24320790444200283,1.1611128499622838,12,1.3411619214806767
157,0.0006752587031609009,0.00015513805973408606,0.0005201206487767837,0.9,0.6330907141454534,0.769299789397397,0.24680680553512613,1.155583698007724,12,1.3411619214806767
158,0.0007584619881580532,0.00017113184460480196,0.0005873301449943991,0.9,0.6342885925578636,0.7700898886169458,0.24586509331790812,1.1585133878569014,12,1.3411619214806767
159,0.0006264891905148569,0.0001314147658370209,0.000495074426426607,0.9,0.6346184990530046,0.7703888145758079,0.24222433283677036,1.1627829807920422,12,1.3411619214806767
160,0.0006156353353670805,0.00012738739775052047,0.0004882479415220373,0.9,0.6354592696219353,0.7709592416385882,0.24362367770044768,1.162794833560076,12,1.3411619214806767
161,0.0005025985610700445,8.606728385984752e-05,0.00041653128231272977,0.9,0.6377474590949703,0.7728016409607716,0.24379540861150928,1.1667536914442327,12,1.3411619214806767
162,0.0007894133658710951,0.0001769440797261268,0.0006124692804673139,0.9,0.6335086478059171,0.769564392402097,0.24412592207512995,1.158947118132884,12,1.3411619214806767
163,0.0006964106778334955,0.0001577652573701016,0.0005386454217574175,0.9,0.6360842497382204,0.7712926850843488,0.23628018077427032,1.171096754048299,12,1.3411619214806767
164,0.0007752541162196448,0.00020360349847525118,0.0005716506172628963,0.9,0.6369931466435765,0.7722150962545433,0.23925643157256832,1.1699518113255516,12,1.3411619214806767
165,0.0010834925174362177,0.0002494131687639952,0.0008340793497422162,0.9,0.6361929998994951,0.7714176094105697,0.23410479847773433,1.1735058108323304,12,1.3411619214806767
166,0.0010724541493533145,0.0002588174453689242,0.0008136367096620448,0.9,0.6339027154486333,0.7697813799313399,0.24264199248885293,1.1610421028911202,12,1.3411619214806767
167,0.0010479457664854743,0.0002326962288701479,0.0008152495412265553,0.9,0.6347961107154225,0.7705361503190756,0.24695044824470203,1.158381812789796,12,1.3411619214806767
168,0.001209078078639269,0.00028627371149441924,0.0009228043696459602,0.9,0.6364775222839663,0.7716326074152063,0.24179878503976837,1.166311344659404,12,1.3411619214806767
169,0.0019432276389767032,0.0004944666163336317,0.0014487610143773695,0.9,0.62855574404432,0.7657872886309283,0.25906060657501995,1.1352824261002286,12,1.3411619214806767
170,0.002803433786646244,0.0008003268115263542,0.00200310700079974,0.9,0.6344459813077362,0.7701946468882099,0.2574272765575373,1.1472133516384089,12,1.3411619214806767
171,0.003772346884943545,0.0010513755730832653,0.0027209713178522445,0.9,0.63190585296425,0.7675232304442842,0.2443224444531034,1.1551066389554308,12,1.3411619214806767
172,0.007372270571067929,0.002318299882223501,0.005053970743628109,0.9,0.6387416577743313,0.7741938810356426,0.249226812899795,1.163708725910179,12,1.3411619214806767
173,0.010789455298115225,0.0030334393925252646,0.00775601583368638,0.9,0.6406932107836891,0.7747338120972753,0.24474655063645387,1.1706804722445106,12,1.3411619214806767
