sample_id,source_index,split,defect_type,stage,steps,lr,lambda_smooth,lambda_forward,iou,dice,area_error,center_error_px,pred_area,true_area,forward_mse,forward_nrmse
rot_p3_0009,208,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6094674556213018,0.7573529411764706,0.26666666666666666,3.2724782667319134,304.0,240.0,0.9661648869514465,0.6203070878982544
rot_p3_0010,209,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7169811320754716,0.8351648351648352,0.14629629629629629,0.41405256710829014,461.0,540.0,1.186676263809204,0.6263019442558289
rot_p3_0011,210,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.5848765432098766,0.7380720545277507,0.17259786476868327,3.0295589071547893,465.0,562.0,2.51129150390625,0.6418160200119019
rot_p3_0014,213,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7590987868284229,0.8630541871921182,0.11688311688311688,3.1815222264130774,476.0,539.0,2.510890007019043,0.6388489603996277
rot_p3_0015,214,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.5493827160493827,0.7091633466135459,0.20714285714285716,0.5225895597755665,444.0,560.0,1.559736728668213,0.6050388813018799
rot_p3_0016,215,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.5996810207336523,0.7497507477567298,0.20572450805008943,3.737170343502558,444.0,559.0,0.8456969261169434,0.620379626750946
rot_p3_0017,216,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7009646302250804,0.8241965973534972,0.1950207468879668,0.420990090012437,288.0,241.0,2.54689359664917,0.6578139066696167
rot_p3_0019,218,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6160990712074303,0.7624521072796935,0.13903743315508021,3.832589539052159,483.0,561.0,0.8662558794021606,0.5734948515892029
rot_p3_0020,219,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6864951768488746,0.8141086749285034,0.13012477718360071,2.754951955189507,488.0,561.0,2.2952466011047363,0.6395899653434753
rot_p3_0021,220,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6237942122186495,0.7683168316831683,0.10416666666666667,3.318834390991117,265.0,240.0,1.4347869157791138,0.6248093247413635
rot_p3_0022,221,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7178130511463845,0.8357289527720739,0.1962962962962963,0.33742192268516724,434.0,540.0,0.9129942059516907,0.5610350966453552
rot_p3_0023,222,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6473354231974922,0.7859181731684111,0.1265597147950089,3.2065792140028826,490.0,561.0,1.398571252822876,0.5999440550804138
rot_p3_0024,223,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6332794830371568,0.7754698318496538,0.19464285714285715,0.7816582531792066,451.0,560.0,1.6286853551864624,0.6162826418876648
rot_p3_0025,224,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6440129449838188,0.7834645669291339,0.11666666666666667,3.342748419562149,268.0,240.0,1.1783214807510376,0.6380153298377991
rot_p3_0026,225,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6600660066006601,0.7952286282306164,0.13358070500927643,2.987346935855227,467.0,539.0,1.2164523601531982,0.611326277256012
rot_p3_0027,226,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.622356495468278,0.7672253258845437,0.08214285714285714,1.3901005683266237,514.0,560.0,3.3154397010803223,0.6667295098304749
rot_p3_0028,227,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6972624798711755,0.8216318785578748,0.11785714285714285,3.6686333580384383,494.0,560.0,0.9273219108581543,0.5482441782951355
rot_p3_0029,228,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.695364238410596,0.8203125,0.13333333333333333,0.33709544366422284,272.0,240.0,0.575491189956665,0.6147297620773315
rot_p3_0030,229,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6995153473344103,0.8231939163498099,0.05545286506469501,3.1696842481174263,511.0,541.0,2.3864049911499023,0.6239317059516907
rot_p3_0031,230,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.5162721893491125,0.6809756097560976,0.16308243727598568,3.565799825755101,467.0,558.0,1.8268306255340576,0.6280515789985657
rot_p3_0032,231,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7039473684210527,0.8262548262548263,0.15,2.897615667899874,476.0,560.0,1.1969350576400757,0.607009768486023
rot_p3_0033,232,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6840390879478827,0.8123791102514507,0.15416666666666667,3.253148582869832,277.0,240.0,2.120156764984131,0.6507845520973206
rot_p3_0034,233,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6779359430604982,0.8080593849416755,0.2537037037037037,0.21355093017436527,403.0,540.0,1.6835678815841675,0.6214396953582764
rot_p3_0035,234,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.5854383358098069,0.7385192127460168,0.10142348754448399,3.018027269262083,505.0,562.0,1.0082110166549683,0.5609930157661438
rot_p3_0036,235,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7245222929936306,0.840258541089566,0.06607142857142857,1.0043856306264918,523.0,560.0,2.5377490520477295,0.6380481123924255
rot_p3_0037,236,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6006389776357828,0.7504990019960079,0.0875,3.7917139713973347,261.0,240.0,1.4990025758743286,0.6152296662330627
rot_p3_0038,237,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6996402877697842,0.8232804232804233,0.24675324675324675,2.753318087138473,406.0,539.0,1.4436296224594116,0.6421874165534973
rot_p3_0039,238,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.5782208588957055,0.7327502429543246,0.1625,0.20237235430603492,469.0,560.0,1.1037911176681519,0.6081569790840149
rot_v7_0002,249,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6407766990291263,0.7810650887573964,0.1125,3.273755461362352,267.0,240.0,0.049336619675159454,0.21877124905586243
rot_v7_0003,250,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6515151515151515,0.7889908256880734,0.18333333333333332,2.636975290382615,196.0,240.0,0.11096695065498352,0.31397491693496704
rot_v7_0004,251,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7455197132616488,0.8542094455852156,0.029166666666666667,0.7475366934618888,247.0,240.0,0.08877958357334137,0.29810839891433716
rot_v7_0009,256,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6644067796610169,0.7983706720977597,0.04583333333333333,2.9514569229673517,251.0,240.0,0.07243762910366058,0.2514878213405609
rot_v7_0010,257,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.638095238095238,0.7790697674418605,0.1589958158995816,2.934575185930127,277.0,239.0,0.11525365710258484,0.3394205868244171
rot_v7_0011,258,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6784452296819788,0.8084210526315789,0.012552301255230125,1.3548423746107858,236.0,239.0,0.09453167766332626,0.32852086424827576
rot_v7_0014,261,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6120996441281139,0.7593818984547461,0.1125,3.5000259872044843,213.0,240.0,0.11390013992786407,0.31240254640579224
rot_v7_0015,262,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6600660066006601,0.7952286282306164,0.09583333333333334,3.0973369799298593,263.0,240.0,0.1036570593714714,0.3110780417919159
rot_v7_0016,263,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7243816254416962,0.8401639344262295,0.03333333333333333,0.2607455173052324,248.0,240.0,0.14783412218093872,0.3450339734554291
rot_v7_0020,267,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6732673267326733,0.8047337278106509,0.1125,3.197319271023032,267.0,240.0,0.14568279683589935,0.3267586827278137
rot_v7_0024,271,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7867132867132867,0.8806262230919765,0.12916666666666668,0.5227246040972382,271.0,240.0,0.0719304233789444,0.2639389932155609
rot_v7_0025,272,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6472727272727272,0.7858719646799117,0.08860759493670886,3.1249673640823907,216.0,237.0,0.12622494995594025,0.31598326563835144
rot_v7_0026,273,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6966292134831461,0.8211920529801324,0.10460251046025104,1.5307041580825955,214.0,239.0,0.06127884238958359,0.25294795632362366
rot_v7_0029,276,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7080536912751678,0.8290766208251473,0.12083333333333333,0.35568567998438605,269.0,240.0,0.06048193201422691,0.24807879328727722
rot_v7_0030,277,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6822742474916388,0.8111332007952287,0.10460251046025104,3.17250586886613,264.0,239.0,0.11782713234424591,0.320678174495697
rot_v7_0031,278,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6206896551724138,0.7659574468085106,0.2301255230125523,3.270242619094714,184.0,239.0,0.11272798478603363,0.32644835114479065
rot_v8_0002,281,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.624113475177305,0.7685589519650655,0.09166666666666666,3.6759647375341475,218.0,240.0,0.16657325625419617,0.3579966723918915
rot_v8_0003,282,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7010309278350515,0.8242424242424242,0.0625,2.975200879512591,255.0,240.0,0.1028558686375618,0.3542628884315491
rot_v8_0004,283,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.8383458646616542,0.9120654396728016,0.0375,0.5711421010959984,249.0,240.0,0.1462174952030182,0.37316399812698364
rot_v8_0005,284,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6633333333333333,0.7975951903807615,0.07916666666666666,3.3208684556704022,259.0,240.0,0.10622052848339081,0.3265003561973572
rot_v8_0008,287,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7018181818181818,0.8247863247863247,0.03361344537815126,0.820818439822791,230.0,238.0,0.1516183316707611,0.36086180806159973
rot_v8_0009,288,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6305970149253731,0.7734553775743707,0.17154811715481172,3.1521954350392463,198.0,239.0,0.0981784462928772,0.3150399923324585
rot_v8_0010,289,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6230529595015576,0.7677543186180422,0.1799163179916318,3.304981651594574,282.0,239.0,0.16084732115268707,0.3608047366142273
rot_v8_0011,290,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6985815602836879,0.8225469728601252,0.0041841004184100415,1.2005860451432404,240.0,239.0,0.10535208135843277,0.3588950037956238
rot_v8_0014,293,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7318840579710145,0.8451882845188284,0.008333333333333333,0.4079094083812516,238.0,240.0,0.09646511822938919,0.2980804443359375
rot_v8_0015,294,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.5734072022160664,0.7288732394366197,0.36666666666666664,3.4863964174477,328.0,240.0,0.0627555176615715,0.23293164372444153
rot_v8_0016,295,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6603174603174603,0.7954110898661568,0.17916666666666667,3.0119033070871764,283.0,240.0,0.152943953871727,0.3628452718257904
rot_v8_0017,296,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7317880794701986,0.8451242829827916,0.17916666666666667,0.31963967450889474,283.0,240.0,0.1915738433599472,0.3707646429538727
rot_v8_0023,302,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6533333333333333,0.7903225806451613,0.03278688524590164,3.4501535419733513,252.0,244.0,0.07377979159355164,0.2568179666996002
rot_v8_0024,303,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6621621621621622,0.7967479674796748,0.0759493670886076,3.3118701570226023,255.0,237.0,0.25665977597236633,0.42542535066604614
rot_v8_0028,307,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7297297297297297,0.84375,0.13333333333333333,1.0965860315343345,208.0,240.0,0.1645185649394989,0.39587515592575073
rot_v8_0029,308,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6440677966101694,0.7835051546391752,0.012295081967213115,3.4578776603125183,241.0,244.0,0.07760307937860489,0.2957552969455719
rot_v8_0030,309,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6521739130434783,0.7894736842105263,0.23529411764705882,2.8839586202134933,294.0,238.0,0.08146143704652786,0.2607898414134979
rot_v8_0031,310,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7264437689969605,0.8415492957746479,0.37656903765690375,0.46560762522587323,329.0,239.0,0.0948610007762909,0.2783527970314026
rot_v8_0032,311,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6723549488054608,0.8040816326530612,0.06751054852320675,3.540718559847053,253.0,237.0,0.1001211553812027,0.33291804790496826
rot_v8_0035,314,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6415094339622641,0.7816091954022989,0.1799163179916318,3.0436713593092684,196.0,239.0,0.07700961083173752,0.3051014542579651
rot_v8_0036,315,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7530864197530864,0.8591549295774648,0.21008403361344538,0.42353253696583987,188.0,238.0,0.09093064069747925,0.37070995569229126
rot_v8_0037,316,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6587837837837838,0.7942973523421588,0.05439330543933055,3.159452983837741,252.0,239.0,0.12106183916330338,0.3117690086364746
rot_v8_0038,317,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.662379421221865,0.7969052224371374,0.16317991631799164,3.184858924901671,278.0,239.0,0.1219027042388916,0.3274741470813751
rot_v8_0039,318,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7269372693726938,0.8418803418803419,0.04184100418410042,1.0478538610409243,229.0,239.0,0.1425541788339615,0.3909035325050354
rot_v9_0002,321,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6183431952662722,0.7641681901279708,0.2791666666666667,3.3060119741277125,307.0,240.0,0.090670645236969,0.3060002326965332
rot_v9_0003,322,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6416938110749185,0.7817460317460317,0.1,3.2194175458072567,264.0,240.0,0.09039047360420227,0.2953813374042511
rot_v9_0004,323,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.71280276816609,0.8323232323232324,0.05394190871369295,0.5637783279659624,254.0,241.0,0.09874721616506577,0.3731814920902252
rot_v9_0005,324,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6824324324324325,0.8112449799196787,0.075,3.089094399088181,258.0,240.0,0.06799597293138504,0.28487539291381836
rot_v9_0006,325,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6804123711340206,0.8098159509202454,0.0375,3.025366034750086,249.0,240.0,0.09587834775447845,0.30102086067199707
rot_v9_0007,326,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6797153024911032,0.809322033898305,0.03333333333333333,1.3842620423660794,232.0,240.0,0.08496731519699097,0.3429771959781647
rot_v9_0008,327,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.628158844765343,0.7716186252771619,0.12083333333333333,3.532946568230782,211.0,240.0,0.11156711727380753,0.46844467520713806
rot_v9_0009,328,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.5791505791505791,0.7334963325183375,0.29583333333333334,3.1171945820831937,169.0,240.0,0.161747545003891,0.43135175108909607
rot_v9_0010,329,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.8153846153846154,0.8983050847457628,0.03333333333333333,0.46128745670893817,232.0,240.0,0.08824241161346436,0.3799377381801605
rot_v9_0011,330,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.5579268292682927,0.7162426614481409,0.12916666666666668,3.9358833659473063,271.0,240.0,0.0606413371860981,0.2921730875968933
rot_v9_0012,331,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.718213058419244,0.836,0.08333333333333333,2.531062225687553,260.0,240.0,0.08760815858840942,0.3220353424549103
rot_v9_0017,336,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6047904191616766,0.753731343283582,0.24267782426778242,3.5017897964589424,297.0,239.0,0.07388366758823395,0.27999982237815857
rot_v9_0018,337,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6524822695035462,0.7896995708154506,0.0502092050209205,3.1436820912880643,227.0,239.0,0.21209080517292023,0.616317093372345
rot_v9_0019,338,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6879699248120301,0.8151447661469933,0.12916666666666668,0.7352358863452172,209.0,240.0,0.13268238306045532,0.4442896842956543
rot_v9_0020,339,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6049382716049383,0.7538461538461538,0.17573221757322174,3.1052687719487433,281.0,239.0,0.14946705102920532,0.41486433148384094
rot_v9_0021,340,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6418918918918919,0.7818930041152263,0.03347280334728033,1.579000232561285,247.0,239.0,0.07026007771492004,0.2982454299926758
rot_v9_0022,341,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.66,0.7951807228915663,0.08368200836820083,3.098704582519529,259.0,239.0,0.10710667818784714,0.2904374599456787
rot_v9_0023,342,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6288343558282209,0.7721280602636534,0.2217573221757322,2.5743115257516216,292.0,239.0,0.11148538440465927,0.38584959506988525
rot_v9_0024,343,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6915584415584416,0.817658349328215,0.18907563025210083,0.45483634456623345,283.0,238.0,0.09286286681890488,0.3113953471183777
rot_v9_0025,344,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6570397111913358,0.7930283224400871,0.0794979079497908,2.8866542429182003,220.0,239.0,0.06489813327789307,0.2853352129459381
rot_v9_0026,345,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.5930232558139535,0.7445255474452555,0.2928870292887029,3.194864742317834,309.0,239.0,0.09924232959747314,0.3204428255558014
rot_v9_0027,346,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.637065637065637,0.7783018867924528,0.22594142259414227,1.7782347890524501,185.0,239.0,0.07848388701677322,0.3351377844810486
rot_v9_0030,349,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.553623188405797,0.7126865671641791,0.23333333333333334,4.052334626614783,296.0,240.0,0.09539102017879486,0.30132362246513367
rot_v9_0031,350,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6282894736842105,0.7717171717171717,0.0625,2.876635820000047,255.0,240.0,0.09822381287813187,0.3292757570743561
rot_v9_0032,351,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7353951890034365,0.8475247524752475,0.0954356846473029,0.49942031113211593,264.0,241.0,0.12058015167713165,0.43633612990379333
rot_v9_0033,352,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6390728476821192,0.7797979797979798,0.0625,3.187097518143687,255.0,240.0,0.17195545136928558,0.5833404660224915
rot_v9_0034,353,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.5931558935361216,0.7446300715990454,0.25416666666666665,2.751987386935891,179.0,240.0,0.1384311318397522,0.4630444347858429
rot_v9_0035,354,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6012658227848101,0.7509881422924901,0.10833333333333334,2.389270877178791,266.0,240.0,0.1061764508485794,0.4297776222229004
rot_v9_0036,355,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.5985130111524164,0.7488372093023256,0.20833333333333334,3.2858066475524703,190.0,240.0,0.09889618307352066,0.35306987166404724
rot_v9_0037,356,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6666666666666666,0.8,0.020833333333333332,3.253776158842064,235.0,240.0,0.09815891832113266,0.3011837899684906
rot_v9_0038,357,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6811594202898551,0.8103448275862069,0.06666666666666667,1.0266110099820334,224.0,240.0,0.10475162416696548,0.3336515724658966
rot_v9_0039,358,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.5551470588235294,0.7139479905437353,0.2375,3.5482905114718606,183.0,240.0,0.07240886241197586,0.3566446304321289
rot_v9_0040,359,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6260869565217392,0.7700534759358288,0.3375,2.675412094664108,321.0,240.0,0.1037496030330658,0.3618665635585785
rot_v9_0044,363,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6450617283950617,0.7842401500938087,0.22083333333333333,3.3006167012166268,293.0,240.0,0.2599909007549286,0.41688936948776245
rot_v9_0045,364,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6913183279742765,0.8174904942965779,0.19166666666666668,1.4129997749513779,286.0,240.0,0.14923930168151855,0.4433114230632782
rot_v9_0046,365,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6357615894039735,0.7773279352226721,0.058333333333333334,3.912813341735728,254.0,240.0,0.10216482728719711,0.3139970004558563
rot_v9_0047,366,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.48826291079812206,0.6561514195583596,0.6638655462184874,4.338724598871769,396.0,238.0,0.1390141099691391,0.4500340521335602
rot_v9_0048,367,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6968503937007874,0.8213457076566125,0.19665271966527198,1.1007030554987955,192.0,239.0,0.066627137362957,0.32076123356819153
rot_v9_0049,368,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6306620209059234,0.7735042735042735,0.02531645569620253,3.9092654918817438,231.0,237.0,0.09342719614505768,0.36787042021751404
rot_v9_0050,369,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.5896656534954408,0.7418738049713193,0.14344262295081966,3.4826937269522458,279.0,244.0,0.06384778022766113,0.30873367190361023
rot_v9_0051,370,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6626984126984127,0.7971360381861575,0.25416666666666665,1.4313073757826869,179.0,240.0,0.14574772119522095,0.43520620465278625
rot_v9_0052,371,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6490066225165563,0.7871485943775101,0.040983606557377046,3.4558230753035706,254.0,244.0,0.0952838659286499,0.3800674080848694
rot_v9_0056,375,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6122448979591837,0.759493670886076,0.30416666666666664,3.2672873746181597,313.0,240.0,0.11940161883831024,0.31612297892570496
rot_v9_0057,376,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6019736842105263,0.7515400410677618,0.029166666666666667,3.6730868020675813,247.0,240.0,0.1117200180888176,0.35356923937797546
rot_v9_0058,377,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7220338983050848,0.8385826771653543,0.11666666666666667,0.5791579722870871,268.0,240.0,0.11157380789518356,0.36239126324653625
rot_v9_0059,378,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6105263157894737,0.7581699346405228,0.0875,3.3099229619269868,219.0,240.0,0.1191965714097023,0.3738299310207367
rot_v9_0060,379,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6305084745762712,0.7733887733887734,0.029535864978902954,3.4371755398414767,244.0,237.0,0.1313151866197586,0.44164443016052246
rot_v9_0061,380,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.8211382113821138,0.9017857142857143,0.12552301255230125,0.6795899868633253,209.0,239.0,0.12614284455776215,0.5380133986473083
rot_v9_0062,381,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7027972027972028,0.8254620123203286,0.046218487394957986,3.228305152845439,249.0,238.0,0.08627121895551682,0.32792699337005615
rot_v9_0063,382,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6121883656509696,0.7594501718213058,0.38524590163934425,2.990140042417441,338.0,244.0,0.11492621153593063,0.424267441034317
rot_v9_0064,383,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.8539325842696629,0.9212121212121213,0.0625,0.4503576262724049,255.0,240.0,0.09580738097429276,0.35165104269981384
rot_v9_0065,384,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6595092024539877,0.7948243992606284,0.21721311475409835,3.36990580072851,297.0,244.0,0.079581119120121,0.2963941693305969
rot_v9_0066,385,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6476510067114094,0.7861507128309573,0.06302521008403361,2.94371908919224,253.0,238.0,0.08460503071546555,0.32619747519493103
rot_v9_0069,388,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6655629139072847,0.7992047713717694,0.09583333333333334,1.838939194116364,263.0,240.0,0.10103877633810043,0.3228384256362915
rot_v9_0070,389,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6860068259385665,0.8137651821862348,0.058333333333333334,2.6207754940460406,254.0,240.0,0.20982959866523743,0.41427257657051086
rot_v9_0071,390,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6286644951140065,0.772,0.08333333333333333,3.2948350354629112,260.0,240.0,0.08715523034334183,0.3270343840122223
rot_v9_0072,391,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6052631578947368,0.7540983606557377,0.04184100418410042,3.525933717764519,249.0,239.0,0.08212696760892868,0.33984413743019104
rot_v9_0073,392,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6590038314176245,0.7944572748267898,0.18828451882845187,2.92923179896379,194.0,239.0,0.08096607029438019,0.3032372295856476
rot_v9_0074,393,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7231404958677686,0.8393285371702638,0.25523012552301255,0.6636769695743726,178.0,239.0,0.10687435418367386,0.4249032437801361
rot_v9_0075,394,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6343042071197411,0.7762376237623763,0.11297071129707113,3.7226344857701505,266.0,239.0,0.05730562284588814,0.26180940866470337
rot_v9_0076,395,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6111111111111112,0.7586206896551724,0.1799163179916318,3.003694995880439,196.0,239.0,0.07869192957878113,0.3302932679653168
rot_v9_0077,396,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.7131147540983607,0.8325358851674641,0.24369747899159663,0.3760171390892828,180.0,238.0,0.08390739560127258,0.38543233275413513
rot_v9_0078,397,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6119402985074627,0.7592592592592593,0.19246861924686193,3.642988846867352,193.0,239.0,0.07359866797924042,0.30327147245407104
rot_v9_0079,398,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.5936507936507937,0.7450199203187251,0.100418410041841,2.81139288593172,263.0,239.0,0.09907597303390503,0.3445635139942169
rect_p2_0003,2,train,rectangular_notch,post_refine,50,0.003,0.01,0.0,0.641860465116279,0.7818696883852692,0.017142857142857144,1.902032739352881,534.0,525.0,1.340653657913208,0.5890507698059082
rect_p2_0004,3,train,rectangular_notch,post_refine,50,0.003,0.01,0.0,0.8073929961089494,0.8934337997847147,0.22248803827751196,1.1380472228765777,511.0,418.0,2.141939163208008,0.6325128674507141
rect_p2_0007,6,train,rectangular_notch,post_refine,50,0.003,0.01,0.0,0.7191011235955056,0.8366013071895425,0.26136363636363635,2.769063162662884,520.0,704.0,1.9897007942199707,0.6323496103286743
rect_p2_0008,7,train,rectangular_notch,post_refine,50,0.003,0.01,0.0,0.7712765957446809,0.8708708708708709,0.10795454545454546,1.6469159832806106,471.0,528.0,2.1077680587768555,0.6246278285980225
rect_p2_0009,8,train,rectangular_notch,post_refine,50,0.003,0.01,0.0,0.7214285714285714,0.8381742738589212,0.08658008658008658,2.90846476939373,502.0,462.0,1.4064033031463623,0.594801127910614
rect_p2_0010,9,train,rectangular_notch,post_refine,50,0.003,0.01,0.0,0.6188118811881188,0.764525993883792,0.1883656509695291,1.6059425863285,293.0,361.0,1.0361359119415283,0.6719353795051575
