sample_id,source_index,split,defect_type,stage,steps,lr,lambda_smooth,lambda_forward,iou,dice,area_error,center_error_px,pred_area,true_area,forward_mse,forward_nrmse
rect_p2_0062,61,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.5877616747181964,0.7403651115618661,0.39935064935064934,3.2946045717428705,370.0,616.0,1.0621111392974854,0.6198130249977112
rect_p2_0064,63,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.8642201834862385,0.9271653543307087,0.015873015873015872,0.19137635289467095,512.0,504.0,0.9742279052734375,0.5570730566978455
rect_p2_0065,64,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.8163841807909604,0.8989113530326595,0.021538461538461538,0.9146836053303067,318.0,325.0,2.9035756587982178,0.732353687286377
rect_p2_0066,65,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6949152542372882,0.82,0.14049586776859505,2.0892175285634567,416.0,484.0,1.4767694473266602,0.6086888313293457
rect_p2_0067,66,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.8362235067437379,0.9108079748163693,0.026915113871635612,1.175677761242322,470.0,483.0,1.1370849609375,0.5636510848999023
rect_p2_0069,68,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.675531914893617,0.8063492063492064,0.2692307692307692,2.6812708993297836,266.0,364.0,1.1933692693710327,0.5911427140235901
rect_p2_0070,69,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.672,0.8038277511961722,0.21367521367521367,3.5364174933469847,276.0,351.0,1.5271693468093872,0.7025685906410217
rect_p2_0072,71,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.79491833030853,0.8857431749241659,0.14097744360902256,1.0953499331895058,457.0,532.0,1.1100056171417236,0.5766767263412476
rect_p2_0074,73,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6521739130434783,0.7894736842105263,0.0,3.3372225262560313,304.0,304.0,1.4733052253723145,0.7117626070976257
rect_p2_0075,74,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7107309486780715,0.8309090909090909,0.09027777777777778,3.0130499626626333,524.0,576.0,1.019381046295166,0.5807753205299377
rect_p2_0077,76,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.810064935064935,0.895067264573991,0.1354515050167224,0.10554000462479038,517.0,598.0,1.0239903926849365,0.5950908660888672
rect_p2_0078,77,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.662557781201849,0.7970342910101946,0.22532894736842105,3.7305344852426243,471.0,608.0,1.1518535614013672,0.5902597308158875
rect_p2_0079,78,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7427536231884058,0.8523908523908524,0.09126984126984126,2.576944658135895,458.0,504.0,1.3037924766540527,0.5600424408912659
rect_p2_0080,79,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7408088235294118,0.8511087645195353,0.15227272727272728,3.1935384448639943,507.0,440.0,2.3667068481445312,0.6259743571281433
rect_p2_0082,81,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.8260038240917782,0.9047120418848168,0.022774327122153208,1.1140845058273985,472.0,483.0,1.6337828636169434,0.5977445840835571
rect_p2_0083,82,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.8144329896907216,0.8977272727272727,0.028011204481792718,1.625567158328208,347.0,357.0,1.218267798423767,0.5386160612106323
rect_p2_0084,83,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.8695652173913043,0.9302325581395349,0.045454545454545456,0.6864726112573977,315.0,330.0,1.2210396528244019,0.6846536993980408
rect_p2_0085,84,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6459909228441755,0.7849264705882353,0.0979020979020979,2.703255665014552,516.0,572.0,1.1966949701309204,0.570823073387146
rect_p2_0086,85,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.84472049689441,0.9158249158249159,0.02,0.9130103268372559,294.0,300.0,1.7601617574691772,0.6845099329948425
rect_p2_0087,86,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6462346760070052,0.7851063829787234,0.06140350877192982,2.803700737469169,484.0,456.0,1.8725745677947998,0.6222976446151733
rect_p2_0088,87,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.75,0.8571428571428571,0.25,0.6026820252693447,420.0,560.0,1.9488226175308228,0.6563249230384827
rect_p2_0090,89,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6237623762376238,0.7682926829268293,0.05513784461152882,3.4161138343468798,421.0,399.0,0.9228631854057312,0.5630842447280884
rect_p2_0093,92,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7538726333907056,0.8596663395485771,0.21853146853146854,1.8592131731757553,447.0,572.0,0.7924656867980957,0.5536290407180786
rect_p2_0096,95,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7616822429906542,0.8647214854111406,0.178743961352657,0.794117647058826,340.0,414.0,1.709224820137024,0.6912892460823059
rect_p2_0097,96,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.679399727148704,0.8090982940698619,0.3090659340659341,0.2558556198058379,503.0,728.0,1.2613766193389893,0.6212403178215027
rect_p2_0098,97,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7828162291169452,0.8781793842034806,0.0546875,2.344607529365251,363.0,384.0,1.8265210390090942,0.6490947008132935
rect_p2_0099,98,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7136363636363636,0.8328912466843501,0.20476190476190476,2.935207788076379,501.0,630.0,2.3999826908111572,0.6133988499641418
rect_p2_0101,100,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.672514619883041,0.8041958041958042,0.0,3.2681161856046943,286.0,286.0,1.095088243484497,0.7104445695877075
rect_p2_0103,102,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6533795493934142,0.790356394129979,0.11462450592885376,2.8099123583725345,448.0,506.0,1.13058602809906,0.5596096515655518
rect_p2_0105,104,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7089136490250696,0.8296658516707417,0.2791023842917251,2.2766503381285563,514.0,713.0,1.328374981880188,0.5783541202545166
rect_p2_0106,105,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.68,0.8095238095238095,0.32,1.8888185275107574,459.0,675.0,1.3448950052261353,0.61758953332901
rect_p2_0107,106,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6506666666666666,0.7883683360258481,0.34933333333333333,1.7737641472872194,488.0,750.0,0.766565203666687,0.5012755393981934
rect_p2_0108,107,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6621212121212121,0.796718322698268,0.08216783216783216,0.7015331445017177,525.0,572.0,1.17622709274292,0.5655216574668884
rect_p2_0109,108,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7427258805513017,0.8523725834797891,0.2519201228878648,1.7648676525206688,487.0,651.0,2.768543243408203,0.6449207663536072
rect_p2_0110,109,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.48653846153846153,0.6545924967658473,0.4662698412698413,3.270896488254167,269.0,504.0,1.238410234451294,0.5892518758773804
rect_p2_0111,110,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7022222222222222,0.825065274151436,0.1761904761904762,0.08225577728761804,346.0,420.0,1.251360535621643,0.5607650876045227
rect_p2_0113,112,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.801358234295416,0.8897266729500471,0.00946969696969697,0.7622584762239483,533.0,528.0,1.1793100833892822,0.6112386584281921
rect_p2_0119,118,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6907894736842105,0.8171206225680934,0.3092105263157895,3.073942308370919,420.0,608.0,1.3847956657409668,0.6423256993293762
rect_v9_0002,121,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6612377850162866,0.796078431372549,0.14545454545454545,3.446233863313958,470.0,550.0,0.20248520374298096,0.5681480169296265
rect_v9_0003,122,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6504065040650406,0.7881773399014779,0.21929824561403508,2.0815388054567956,267.0,342.0,0.1583053469657898,0.5767583847045898
rect_v9_0004,123,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6551724137931034,0.7916666666666666,0.3448275862068966,2.346714093367807,475.0,725.0,0.11989858001470566,0.2698630690574646
rect_v9_0005,124,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.75049115913556,0.8574635241301908,0.19635627530364372,1.104131828242457,397.0,494.0,0.23679079115390778,0.6708045601844788
rect_v9_0006,125,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7847358121330724,0.8793859649122807,0.11180124223602485,1.9538889245732578,429.0,483.0,0.15558864176273346,0.4929349720478058
rect_v9_0007,126,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.5553602811950791,0.7141242937853107,0.39090909090909093,2.9283007738521363,335.0,550.0,0.15556670725345612,0.5225247740745544
rect_v9_0008,127,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.5710059171597633,0.7269303201506592,0.41964285714285715,3.099083659184957,390.0,672.0,0.3131474554538727,0.7569093108177185
rect_v9_0011,130,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.4263888888888889,0.5978578383641675,0.5736111111111111,2.2031021140117684,307.0,720.0,0.08628831058740616,0.2789172828197479
rect_v9_0013,132,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.5864197530864198,0.7392996108949417,0.33116883116883117,2.1925446924046925,309.0,462.0,0.15437212586402893,0.35054364800453186
rect_v9_0015,134,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.5674342105263158,0.7240293809024134,0.3956228956228956,3.8420832535838567,359.0,594.0,0.15423275530338287,0.4182988107204437
rect_v9_0018,137,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.8236331569664903,0.9032882011605415,0.10622710622710622,1.083123140600795,488.0,546.0,0.11625705659389496,0.2751926779747009
rect_v9_0019,138,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7101123595505618,0.8304862023653088,0.018229166666666668,3.1697829150343853,377.0,384.0,0.10253984481096268,0.3032222092151642
rect_v9_0020,139,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.5190839694656488,0.6834170854271356,0.44834307992202727,3.923313455209705,283.0,513.0,0.19313205778598785,0.3780011236667633
rect_v9_0022,141,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.5276442307692307,0.6907946498819827,0.4723557692307692,2.5451465526804853,439.0,832.0,0.148854061961174,0.31374868750572205
rect_v9_0023,142,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7174657534246576,0.8354935194416749,0.2586805555555556,0.6525873638705397,427.0,576.0,0.13230480253696442,0.4116175174713135
rect_v9_0024,143,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.8285714285714286,0.90625,0.1487603305785124,0.8806934398842471,412.0,484.0,0.22536760568618774,0.5451276898384094
rect_v9_0025,144,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7213114754098361,0.8380952380952381,0.2692307692307692,0.2595679467846438,399.0,546.0,0.15601328015327454,0.42965978384017944
rect_v9_0026,145,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7132216014897579,0.8326086956521739,0.18181818181818182,2.272290920666928,414.0,506.0,0.07796359062194824,0.23855072259902954
rect_v9_0028,147,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6574500768049155,0.7933271547729379,0.3425499231950845,1.9577780247783911,428.0,651.0,0.10666514933109283,0.3643605411052704
rect_v9_0029,148,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7062314540059347,0.8278260869565217,0.25757575757575757,3.042142567925085,490.0,660.0,0.07877925783395767,0.24285952746868134
rect_v9_0030,149,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7710843373493976,0.8707482993197279,0.004524886877828055,0.23009609921950233,440.0,442.0,0.0681016743183136,0.22072361409664154
rect_v9_0031,150,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.624251497005988,0.7686635944700461,0.3256172839506173,4.073445247773218,437.0,648.0,0.07715239375829697,0.2506789565086365
rect_v9_0036,155,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.5756410256410256,0.7306753458096013,0.42435897435897435,2.1817216653488245,449.0,780.0,0.13487306237220764,0.3774932324886322
rect_v9_0037,156,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.5473411154345007,0.7074601844090528,0.4466145833333333,2.9693376517273,425.0,768.0,0.0988873764872551,0.2455427646636963
rect_v9_0039,158,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.8293650793650794,0.9067245119305857,0.09504132231404959,0.7795424642550655,438.0,484.0,0.09840121120214462,0.29943880438804626
rect_v9_0040,159,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7160278745644599,0.8345177664974619,0.20909090909090908,2.6398585600500697,435.0,550.0,0.15904898941516876,0.4206055700778961
rect_v9_0041,160,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.48466257668711654,0.6528925619834711,0.5107692307692308,2.0607084036890306,318.0,650.0,0.07083684951066971,0.2926442325115204
rect_v9_0042,161,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.5811320754716981,0.7350835322195705,0.08237986270022883,3.5607872690020708,401.0,437.0,0.0764736607670784,0.25873714685440063
rect_v9_0043,162,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.682261208576998,0.8111239860950173,0.2876984126984127,2.7010487254729103,359.0,504.0,0.0541970431804657,0.2093142569065094
rect_v9_0045,164,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7393939393939394,0.8501742160278746,0.2606060606060606,0.7295772669457059,244.0,330.0,0.09473219513893127,0.2823094129562378
rect_v9_0047,166,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7873831775700935,0.8810457516339869,0.14285714285714285,1.474881396778617,408.0,357.0,0.1180918961763382,0.42347848415374756
rect_v9_0051,170,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.5733173076923077,0.7288006111535523,0.4266826923076923,2.555823400351252,477.0,832.0,0.09648694843053818,0.28849151730537415
rect_v9_0052,171,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.8496503496503497,0.9187145557655955,0.08333333333333333,0.8475865034584309,506.0,552.0,0.2388918548822403,0.6769702434539795
rect_v9_0057,176,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.615071283095723,0.7616645649432535,0.012531328320802004,3.5345270978967886,394.0,399.0,0.09620155394077301,0.2775067985057831
rect_v9_0058,177,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.696588868940754,0.8211640211640212,0.010526315789473684,0.9389827191454444,470.0,475.0,0.20575591921806335,0.6407617926597595
rect_v9_0059,178,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6316614420062696,0.7742555235350624,0.3683385579937304,1.8819638723083796,403.0,638.0,0.15085245668888092,0.3975566029548645
rect_v9_0060,179,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7034482758620689,0.8259109311740891,0.10511363636363637,2.773094468969533,389.0,352.0,0.14985589683055878,0.31440138816833496
rect_v9_0061,180,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6517241379310345,0.7891440501043842,0.3192982456140351,2.3017902573381233,388.0,570.0,0.07461859285831451,0.24428418278694153
rect_v9_0062,181,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6103151862464183,0.7580071174377224,0.3710144927536232,1.641591474766779,434.0,690.0,0.12877331674098969,0.28563475608825684
rect_v9_0063,182,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6832797427652733,0.8118433619866284,0.09636363636363636,3.8149122848217534,497.0,550.0,0.12816324830055237,0.3995027542114258
rect_v9_0064,183,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.4792243767313019,0.6479400749063671,0.34674922600619196,4.0254407599008335,211.0,323.0,0.1273612678050995,0.44220441579818726
rect_v9_0065,184,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7214022140221402,0.8381564844587353,0.12045454545454545,1.3684732665775785,493.0,440.0,0.1409817785024643,0.4214152991771698
rect_v9_0066,185,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.66890756302521,0.8016112789526687,0.09038461538461538,3.2884722268519884,473.0,520.0,0.08516169339418411,0.2845363914966583
rect_v9_0068,187,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6625386996904025,0.7970204841713222,0.10582010582010581,4.317003216707931,507.0,567.0,0.26019486784935,0.6818467974662781
rect_v9_0069,188,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6666666666666666,0.8,0.20652173913043478,2.855412374674588,438.0,552.0,0.0960470587015152,0.3319670259952545
rect_v9_0070,189,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6270270270270271,0.770764119601329,0.21541501976284586,2.733842688142732,397.0,506.0,0.2764696180820465,0.6305497288703918
rect_v9_0071,190,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6372950819672131,0.7784730913642053,0.27056277056277056,2.0344903756875867,337.0,462.0,0.06815198808908463,0.26545876264572144
rect_v9_0072,191,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7563352826510721,0.8612652608213096,0.15550239234449761,2.5800185669160682,483.0,418.0,0.10906744748353958,0.35444870591163635
rect_v9_0074,193,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6318181818181818,0.7743732590529248,0.36818181818181817,1.1078371042922406,417.0,660.0,0.059834811836481094,0.21543912589550018
rect_v9_0075,194,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6244635193133047,0.7688243064729194,0.10275689223057644,3.016164849262662,358.0,399.0,0.0779099315404892,0.2929517924785614
rect_v9_0078,197,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6896551724137931,0.8163265306122449,0.2924242424242424,2.9642135395770293,467.0,660.0,0.08994946628808975,0.23712141811847687
rect_v9_0079,198,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.7566666666666667,0.8614800759013282,0.24333333333333335,0.4839854163209785,454.0,600.0,0.2386801838874817,0.3578478991985321
rect_v9_0080,199,train,rectangular_notch,pre_refine,50,0.003,0.01,0.0,0.6018691588785047,0.751458576429405,0.2996031746031746,3.358361719690302,353.0,504.0,0.23065334558486938,0.5877818465232849
rot_p3_0006,205,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.6608084358523726,0.7957671957671958,0.2532347504621072,3.3511916982672303,404.0,541.0,1.4543086290359497,0.6644725203514099
rot_p3_0007,206,train,rotated_rect,pre_refine,50,0.003,0.01,0.0,0.5,0.6666666666666666,0.34408602150537637,3.4040964068102144,366.0,558.0,1.2630878686904907,0.6288664937019348
