split,steps,lr,lambda_prior,delta_iou,delta_dice,delta_area_error,forward_nrmse_reduction,angle_error_delta,parameter_drift_norm,mismatch_flag_rate,excessive_parameter_drift_flag
train,,,,-0.05140574890818369,-0.03778932569284915,0.05792273230211053,0.06600056121598429,0.07635637883910096,1.2698530470257374,0.7350746268656716,0.3656716417910448
val,,,,-0.034009900838373304,-0.025926848534004624,0.08521424952366963,0.07455415843111096,0.27544967311211044,1.2533131020538735,0.6666666666666666,0.36363636363636365
test,,,,-0.023327019465259013,-0.018811895228106883,0.0472110036273735,0.07133982149940549,-0.18142796401365607,1.3397169447306432,0.6212121212121212,0.36363636363636365
