group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean
vertex_count=4,train,14,0.7104878873595242,0.8301755428361953,0.10461638119220049,3.0619822160044383,384.5,417.92857142857144,0,0.2237174500312124
vertex_count=5,train,13,0.6805621276970416,0.8086626986126036,0.09105500519261539,3.498806219069814,391.84615384615387,392.38461538461536,0,0.25821679257429564
vertex_count=6,train,13,0.8289974858218948,0.904357286950882,0.09171085896286803,0.4483700040036596,373.15384615384613,365.0,0,0.14825298694463876
vertex_count=4,val,3,0.6670898532836841,0.8000344494250728,0.03467795306894442,3.2439611499470167,361.6666666666667,373.6666666666667,0,0.25302117069562274
vertex_count=5,val,4,0.679298467486879,0.8084781055267393,0.12022551958789153,3.3633615984568053,360.5,367.0,0,0.26075829192996025
vertex_count=6,val,3,0.7777864776851993,0.8703841905885001,0.06022569667853415,1.112811152276797,448.6666666666667,424.6666666666667,0,0.20237457752227783
vertex_count=4,test,3,0.7086948589304353,0.8289339432822896,0.08775739927858577,2.8841614652820033,448.6666666666667,492.3333333333333,0,0.22940280536810556
vertex_count=5,test,3,0.6288784520010368,0.7718781832127414,0.13788178422324762,3.4991167638426623,312.0,328.3333333333333,0,0.30197792251904804
vertex_count=6,test,4,0.7973844864139246,0.8850491577809861,0.14020145810873924,0.8074371349166156,378.5,353.0,0,0.1720261424779892
vertex_count=4,all,20,0.7037092279837849,0.825468138891441,0.09159676968666984,3.0626059434874606,390.7,422.45,0,0.22896581143140793
vertex_count=5,all,20,0.6725568443006082,0.8031081026854515,0.10391312492626545,3.4717638766631405,373.6,377.7,0,0.2652892619371414
vertex_count=6,all,20,0.8149932347197965,0.8953996966625455,0.0966862044493922,0.6198496024272214,385.55,371.55,0,0.1611258566379547
