seed,best_epoch,selected_threshold,best_val_score,train_loss_initial,train_loss_final,train_loss_decreased,can_fit_train_samples,split,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean
42,19,0.5,1.2562607966169401,0.744129783966962,0.00591054543003659,True,True,train,0.7019577710750907,0.8224749648531389,0.15642914712639125,2.2891805852444658,368.65671641791045,402.5422885572139,0,0.24225598868371837
42,19,0.5,1.2562607966169401,0.744129783966962,0.00591054543003659,True,True,val,0.6657506345195713,0.7961151492277643,0.2055983673083128,2.6208634855523907,320.44444444444446,343.4141414141414,0,0.2779724184009764
42,19,0.5,1.2562607966169401,0.744129783966962,0.00591054543003659,True,True,test,0.6547191760929123,0.7883955101861404,0.2318467404157101,2.5076339784483324,339.2020202020202,372.6060606060606,0,0.29144552997266404
123,23,0.9,1.287768572197726,0.6896101464243496,0.0016084215588788914,True,True,train,0.6914859989802989,0.8145288274875958,0.1654218093501573,2.3309142185935796,343.6442786069652,402.5422885572139,0,0.2322137160273037
123,23,0.9,1.287768572197726,0.6896101464243496,0.0016084215588788914,True,True,val,0.6723918499165822,0.8011457303861208,0.18577472837228795,2.490105808976088,309.7979797979798,343.4141414141414,0,0.2657833086571308
123,23,0.9,1.287768572197726,0.6896101464243496,0.0016084215588788914,True,True,test,0.6424566822033911,0.7797063728938995,0.2077723718879749,2.6355427302197114,328.7878787878788,372.6060606060606,0,0.2844441481912979
2026,32,0.8,1.261351666295834,0.7583306829134623,0.0025203699501706103,True,True,train,0.7343889933123634,0.8445437198680403,0.12892036604503446,2.081665130188004,378.4154228855721,402.5422885572139,0,0.21121077504546487
2026,32,0.8,1.261351666295834,0.7583306829134623,0.0025203699501706103,True,True,val,0.6719002861769008,0.8007950596887373,0.2113809703477321,2.582581740130732,336.1212121212121,343.4141414141414,0,0.26940550173472877
2026,32,0.8,1.261351666295834,0.7583306829134623,0.0025203699501706103,True,True,test,0.6571837740419818,0.7901447659637949,0.22277596551883957,2.543826512911405,360.8787878787879,372.6060606060606,0,0.2845272357867222
