candidate,split,selected,ordering_accuracy,mismatch_rate,residual_error_correlation,surrogate_vs_oracle_residual_correlation,oracle_ordering_accuracy,oracle_residual_error_correlation,n_pairs
PFS1_profile_mlp_waveform,val,False,0.5714285714285714,0.4285714285714286,-0.08094348571224448,0.24162078856460908,0.6607142857142857,0.4996539303818839,56
PFS2_profile_raster_encoder,val,False,0.5714285714285714,0.4285714285714286,-0.09570896616864062,0.21724486870287216,0.6607142857142857,0.4996539303818839,56
PFS3_profile_station_sequence,val,True,0.6607142857142857,0.3392857142857143,0.31502807967707225,0.2832587945492827,0.6607142857142857,0.4996539303818839,56
PFS3_profile_station_sequence,test,True,0.8928571428571429,0.1071428571428571,0.35441067797177234,0.6327021783571433,0.8392857142857143,0.4191950398113943,56
