candidate,epoch,train_loss,val_loss
EPPF1_profile_station_mlp,1,1.1654449999332428,1.135801076889038
EPPF1_profile_station_mlp,2,1.1216895977656047,1.0598589380582173
EPPF1_profile_station_mlp,3,1.0170097202062607,0.935841977596283
EPPF1_profile_station_mlp,4,0.9283720602591833,0.8964345653851827
EPPF1_profile_station_mlp,5,0.8837486257155737,0.8777636289596558
EPPF1_profile_station_mlp,6,0.8583913644154867,0.869072675704956
EPPF1_profile_station_mlp,7,0.8635269006093343,0.8602430820465088
EPPF1_profile_station_mlp,8,0.8583966195583344,0.8579191962877909
EPPF1_profile_station_mlp,9,0.8250361333290736,0.8446297645568848
EPPF1_profile_station_mlp,10,0.8095933745304743,0.841600259145101
EPPF1_profile_station_mlp,11,0.7984673231840134,0.834404468536377
EPPF1_profile_station_mlp,12,0.793561245004336,0.8527828454971313
EPPF1_profile_station_mlp,13,0.7832621534665426,0.8332424163818359
EPPF1_profile_station_mlp,14,0.7710243165493011,0.8404418627421061
EPPF1_profile_station_mlp,15,0.7690127938985825,0.8511644005775452
EPPF1_profile_station_mlp,16,0.7574893136819204,0.8468227386474609
EPPF1_profile_station_mlp,17,0.7440303415060043,0.8482206463813782
EPPF1_profile_station_mlp,18,0.7319105366865793,0.853214422861735
EPPF1_profile_station_mlp,19,0.7235614558060964,0.8473820288976034
EPPF1_profile_station_mlp,20,0.7159061680237452,0.8704126079877218
EPPF1_profile_station_mlp,21,0.7065125952164332,0.8626591165860494
EPPF1_profile_station_mlp,22,0.7028750528891882,0.8617333769798279
EPPF1_profile_station_mlp,23,0.6896104564269384,0.8767525752385458
EPPF1_profile_station_mlp,24,0.6846329917510351,0.8609908024470011
EPPF1_profile_station_mlp,25,0.6791038264830908,0.8690111438433329
EPPF1_profile_station_mlp,26,0.67958202958107,0.8825501998265585
EPPF1_profile_station_mlp,27,0.6749892632166544,0.8860040108362833
EPPF1_profile_station_mlp,28,0.6626367817322413,0.8750014106432596
EPPF1_profile_station_mlp,29,0.6470035165548325,0.8890645305315653
EPPF1_profile_station_mlp,30,0.6417316993077596,0.8907984296480814
