seed,split,best_epoch,selected_threshold,best_val_score,initial_train_loss,final_train_loss,train_loss_decreased,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_zero_sum,pred_connected_component_count_mean,predicted_component_count_is_2_rate,missed_component_rate,merged_component_rate,split_component_rate,component_recall_mean
42,train,31,0.5,1.2242543328071254,1.2844352662563323,5.4360917147278086e-06,True,80,0.6298020729982066,0.7714102509610037,0.11805325606949064,3.1925448709309263,0,2.025,0.975,0.0,0.0,0.025,1.0
42,val,31,0.5,1.2242543328071254,1.2844352662563323,5.4360917147278086e-06,True,20,0.5855951970042497,0.7378516801688343,0.0992001903147399,3.7123286064669285,0,2.05,0.95,0.0,0.0,0.05,1.0
42,test,31,0.5,1.2242543328071254,1.2844352662563323,5.4360917147278086e-06,True,20,0.5581311189836924,0.7156033608597331,0.1353501396425034,5.078230311107227,0,2.15,0.85,0.0,0.0,0.15,1.0
123,train,27,0.4,1.205018079684814,1.288488245010376,5.35026906618441e-06,True,80,0.6145167178158053,0.7593225214653236,0.1292981025865148,3.377783320453684,0,2.05,0.95,0.0,0.0,0.05,1.0
123,val,27,0.4,1.205018079684814,1.288488245010376,5.35026906618441e-06,True,20,0.5736601151340116,0.7282996335332417,0.09698766133973742,3.792591466227605,0,2.0,1.0,0.0,0.0,0.0,1.0
123,test,27,0.4,1.205018079684814,1.288488245010376,5.35026906618441e-06,True,20,0.5590928946213449,0.7158252721215362,0.1590861139348651,5.328222505938631,0,2.0,1.0,0.0,0.0,0.0,1.0
2026,train,34,0.6,1.190336668165808,1.2222438097000121,0.0005031761975260451,True,80,0.6367655418643162,0.7762044587007595,0.11279187008225913,3.2658577293298663,0,2.075,0.925,0.0,0.0,0.075,1.0
2026,val,34,0.6,1.190336668165808,1.2222438097000121,0.0005031761975260451,True,20,0.5790642410621565,0.7325068486617752,0.12123442155812356,3.5553052225702175,0,2.1,0.9,0.0,0.0,0.1,1.0
2026,test,34,0.6,1.190336668165808,1.2222438097000121,0.0005031761975260451,True,20,0.5673948461973004,0.7224677567331934,0.13352410703456905,5.112609032872831,0,2.1,0.9,0.0,0.0,0.1,1.0
