split,group_name,group_value,sample_count,initial_iou_mean,refined_iou_mean,delta_iou_mean,initial_dice_mean,refined_dice_mean,delta_dice_mean,initial_area_error_mean,refined_area_error_mean,delta_area_error_mean,initial_forward_nrmse_mean,refined_forward_nrmse_mean,forward_nrmse_reduction_mean,initial_angle_mae_deg,refined_angle_mae_deg,angle_error_delta_mean,parameter_drift_norm_mean
val,source_pack,pilot_v7_topup_rotated_rect,8,0.600911111287759,0.61391971678981,0.013008605502051102,0.748181843234274,0.7585093737160988,0.010327530481824998,0.054676712413988665,0.08594872162132444,0.03127200920733578,0.36562705180209787,0.31088062995152943,0.05474642185056843,20.107067575260025,22.09927666847194,1.9922090932119163,0.2749625140578974
val,source_pack,pilot_v8_topup_rotated_rect,8,0.6160771885347492,0.6204941107781415,0.004416922243392282,0.7546421248922898,0.7592600037707098,0.004617878878420009,0.20194173384395164,0.1598092198933325,-0.04213251395061913,0.412435255744329,0.34279831079251494,0.06963694495181405,17.39609340021607,18.819901067600078,1.4238076673840085,0.31037490882474117
val,source_pack,pilot_v9_topup_rectangular_notch,14,0.6936757834951627,0.6785995655060851,-0.01507621798907749,0.8144605072935286,0.8038739026249875,-0.010586604668540944,0.17339711231871657,0.22884802162869772,0.05545090930998114,0.6226559881346984,0.5183146808085299,0.10434130732616839,nan,nan,nan,0.3403672181645864
val,source_pack,pilot_v9_topup_rotated_rect,8,0.6719195196024863,0.6957911806260992,0.023871661023612864,0.8012497644657007,0.8169345735262066,0.015684809060505775,0.10086890252724295,0.052567517809915684,-0.04830138471732727,0.37886528795217833,0.3320690827260496,0.0467962052261288,19.238515747522055,19.475205287708373,0.23668954018631805,0.277605543131333
test,overall,rect_rot,66,0.6138079045561418,0.6194073500561386,0.005599445499996959,0.7577145620650418,0.7618830056873124,0.004168443622270619,0.22269742880900067,0.23953562367618933,0.016838194867188627,0.4514989086693088,0.39668350488903575,0.054815403780273164,18.57977106828505,18.15784927807702,-0.4219217902080293,0.36004772465484675
test,defect_type,rectangular_notch,33,0.5767758172997167,0.5775603665074147,0.0007845492076979847,0.7289135789978634,0.7294939787891873,0.0005803997913240374,0.3155599509262783,0.3693113385115626,0.05375138758528438,0.4728885544720624,0.42401207793522877,0.04887647653683367,nan,nan,nan,0.38199973524392444
test,defect_type,rotated_rect,33,0.6508399918125667,0.6612543336048625,0.010414341792295934,0.7865155451322203,0.7942720325854377,0.0077564874532172,0.12983490669172312,0.10975990884081598,-0.020074997850907116,0.4301092628665554,0.36935493184284274,0.06075433102371264,18.57977106828505,18.15784927807702,-0.4219217902080293,0.33809571406576905
test,source_pack,pilot_v2_rectangular_notch,20,0.6021096335298471,0.6098767859435764,0.007767152413729178,0.7497104861276935,0.7553251862523189,0.0056147001246252435,0.27278073966107497,0.35175496377538057,0.07897422411430556,0.4320453594250083,0.40970143682654997,0.022343922598458334,nan,nan,nan,0.4258736002118007
test,source_pack,pilot_v3_rotated_rect,9,0.6406530952251901,0.6496739269709372,0.009020831745747094,0.7792401502665113,0.7864659928578122,0.007225842591300929,0.12486695377975904,0.13660330919026317,0.011736355410504117,0.3976890995431205,0.37571225358409216,0.021976845959028338,20.184030458982964,19.975974525139453,-0.20805593384351243,0.40814009004746066
test,source_pack,pilot_v7_topup_rotated_rect,8,0.6580287257577911,0.6556075115368092,-0.00242121422098196,0.7918919175470627,0.7897664877223043,-0.0021254298247584402,0.14658968713008216,0.11426533217889667,-0.03232435495118549,0.3903628219197465,0.32809109505724304,0.062271726862503436,17.789921317374368,16.523629294839385,-1.2662920225349836,0.2968226851946562
test,source_pack,pilot_v8_topup_rotated_rect,8,0.639325343978445,0.6560347660479654,0.016709422069520516,0.7779963185712924,0.7906486332907001,0.012652314719407767,0.13447960251046026,0.09646338399376488,-0.038016218516695385,0.381954464284186,0.3313758459601239,0.05057861832406203,17.865490570372028,17.825376759319784,-0.040113811052243875,0.28208343107213174
test,source_pack,pilot_v9_topup_rectangular_notch,13,0.5378007154072081,0.5278427981440889,-0.009957917263119235,0.6969183372596626,0.6897536596151386,-0.007164677644523972,0.3813741221035142,0.3963211457979968,0.01494702369448255,0.535724239159838,0.44602844887165777,0.08969579028818032,nan,nan,nan,0.3145014814471917
test,source_pack,pilot_v9_topup_rotated_rect,8,0.6666261643622626,0.6851486806929794,0.018522516330716693,0.7978432185022291,0.8111827714368871,0.013339552934658078,0.11402437746058647,0.08835218495665836,-0.025672192503928114,0.5544831861345978,0.44144586755225546,0.11303731858234232,18.279109502573604,18.079150877126665,-0.19995862544694187,0.3565811029511162
