seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_is_3_rate,missed_component_rate,merged_component_rate,split_component_rate,extra_fragment_rate,component_recall_mean
all,component_types=rectangular_notch+rectangular_notch+rectangular_notch,train,240,0.8056987961113691,0.8907042220424527,0.07042008654450838,1.6972696032629975,426.69166666666666,430.0375,0,0.1562525624409318,3.0,1.0,0.0,0.0,0.0,0.0,1.0
all,component_types=rectangular_notch+rectangular_notch+rotated_rect,train,240,0.798262057700582,0.8857571224387237,0.06694361228008071,1.7746050816210195,428.1,433.0375,0,0.16038935088242093,3.0,1.0,0.0,0.0,0.0,0.0,1.0
all,component_types=rectangular_notch+rotated_rect+rotated_rect,train,240,0.79134438623781,0.8825634616003611,0.059498215137560144,1.7462389919396812,427.72083333333336,439.2375,0,0.1660479763833185,3.0,1.0,0.0,0.0,0.0,0.0,1.0
all,component_types=rotated_rect+rotated_rect+rotated_rect,train,240,0.7737121477319374,0.8709117211987347,0.061018567687000785,1.7099854730049313,427.375,435.5875,0,0.18225907751669487,3.004166666666667,0.9958333333333333,0.0,0.0,0.004166666666666667,0.004166666666666667,1.0
all,component_types=rectangular_notch+rectangular_notch+rectangular_notch,val,60,0.6966010349364283,0.8109938336989229,0.08014807919299607,2.5853939293342076,430.48333333333335,424.9,0,0.2807983579734961,3.0166666666666666,0.9833333333333333,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,0.9944444444444444
all,component_types=rectangular_notch+rectangular_notch+rotated_rect,val,60,0.6922555656231888,0.8062304750605664,0.09619459948871736,2.5192564041363834,426.4166666666667,431.45,0,0.2889952602485816,3.0,1.0,0.05,0.0,0.0,0.0,0.9833333333333333
all,component_types=rectangular_notch+rotated_rect+rotated_rect,val,60,0.7073506634297729,0.819972860777781,0.07521478388670765,2.141961001870066,427.5833333333333,429.05,0,0.2667992910991112,3.0166666666666666,0.9833333333333333,0.0,0.0,0.016666666666666666,0.016666666666666666,1.0
all,component_types=rotated_rect+rotated_rect+rotated_rect,val,60,0.6617004788631139,0.7839186649162502,0.06740406884545672,2.3201381510890475,425.46666666666664,434.5,0,0.3218382860223452,3.0,1.0,0.05,0.0,0.0,0.0,0.9833333333333333
all,component_types=rectangular_notch+rectangular_notch+rectangular_notch,test,60,0.6797769762304128,0.8014735368309724,0.08140473176536317,2.576462869519035,426.8833333333333,420.6,0,0.28832339035967985,3.0166666666666666,0.9833333333333333,0.0,0.0,0.016666666666666666,0.016666666666666666,1.0
all,component_types=rectangular_notch+rectangular_notch+rotated_rect,test,60,0.6877665520159234,0.8016669192652379,0.1003791393904853,2.5640177599531624,422.35,431.9,0,0.28487557532886665,3.0,1.0,0.016666666666666666,0.0,0.0,0.0,0.9833333333333333
