npz_path,labels_path,initial_geometry_path,dense_metrics_path,rect_rot_n,split_train,split_val,split_test,forward_surrogate_source,forward_best_epoch,forward_val_mse,forward_val_nrmse,forward_val_correlation,forward_test_mse,forward_test_nrmse,forward_test_correlation,initial_rows,test_dense_iou,test_dense_dice,test_geometry_iou,test_geometry_dice,passed
C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\prepared\comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz,C:\Users\19166\Desktop\PINN_project\results\metrics\comsol_single_defect_geometry_labels.csv,C:\Users\19166\Desktop\PINN_project\results\metrics\comsol_rect_rot_dense_coarse_initializer_geometry.csv,C:\Users\19166\Desktop\PINN_project\results\metrics\comsol_rect_rot_dense_coarse_initializer_metrics.csv,400,268,66,66,retrained_in_memory_no_checkpoint,16,0.18587816486868894,0.46485135085605434,0.9355425933727642,0.2039949991599177,0.4632041978182715,0.938864867404628,400,0.5664105371920112,0.7179020122848078,0.5652207320332746,0.7169217697136218,True
