model,selected,split,threshold,selection_score,sample_count,high_risk_count,bad_tail_count,catastrophic_failure_count,geometry_branch_failure_count,high_risk_precision,bad_tail_recall,catastrophic_failure_recall,geometry_branch_failure_recall,false_alarm_rate,coverage_retained,center_p95_reduction_mm,burial_p95_reduction_mm
ridge_classifier_balanced,False,val,0.3,8.073764603047879,60,49,23,2,1,0.4489795918367347,0.9565217391304348,1.0,1.0,0.7297297297297297,0.18333333333333332,2.9406187415122984,1.3720659926533696
ridge_classifier_balanced,False,val,0.33026802,8.073764603047879,60,49,23,2,1,0.4489795918367347,0.9565217391304348,1.0,1.0,0.7297297297297297,0.18333333333333332,2.9406187415122984,1.3720659926533696
ridge_classifier_balanced,False,val,0.33374097877315256,8.016099991942903,60,48,23,2,1,0.4583333333333333,0.9565217391304348,1.0,1.0,0.7027027027027027,0.2,2.2864043831825276,1.3712975822389124
ridge_classifier_balanced,False,val,0.33460922,8.105529315403711,60,47,23,2,1,0.46808510638297873,0.9565217391304348,1.0,1.0,0.6756756756756757,0.21666666666666667,2.455236887931828,1.135858047008515
ridge_classifier_balanced,False,val,0.33836196,8.260653880144416,60,46,23,2,1,0.4782608695652174,0.9565217391304348,1.0,1.0,0.6486486486486487,0.23333333333333334,2.6240693926811227,1.1631994768977165
ridge_classifier_balanced,False,val,0.3385826,8.260653880144416,60,46,23,2,1,0.4782608695652174,0.9565217391304348,1.0,1.0,0.6486486486486487,0.23333333333333334,2.6240693926811227,1.1631994768977165
ridge_classifier_balanced,False,val,0.35,8.415778444885124,60,45,23,2,1,0.4888888888888889,0.9565217391304348,1.0,1.0,0.6216216216216216,0.25,2.7929018974304234,1.1905409067869188
ridge_classifier_balanced,False,val,0.36996751095428515,8.415778444885124,60,45,23,2,1,0.4888888888888889,0.9565217391304348,1.0,1.0,0.6216216216216216,0.25,2.7929018974304234,1.1905409067869188
ridge_classifier_balanced,False,val,0.38042915,8.13562492494954,60,44,23,2,1,0.4772727272727273,0.9130434782608695,1.0,1.0,0.6216216216216216,0.26666666666666666,1.9588298082351683,1.0648684814572331
ridge_classifier_balanced,False,val,0.38048913,8.13562492494954,60,44,23,2,1,0.4772727272727273,0.9130434782608695,1.0,1.0,0.6216216216216216,0.26666666666666666,1.9588298082351683,1.0648684814572331
ridge_classifier_balanced,False,val,0.39999999999999997,8.057099580391805,60,43,23,2,1,0.46511627906976744,0.8695652173913043,1.0,1.0,0.6216216216216216,0.2833333333333333,2.060802006721498,0.8096644699573514
ridge_classifier_balanced,False,val,0.40429329,7.637487867198771,60,42,23,2,1,0.4523809523809524,0.8260869565217391,1.0,1.0,0.6216216216216216,0.3,0.5431057453155521,0.8097834438085553
ridge_classifier_balanced,False,val,0.4157275845039991,7.637487867198771,60,42,23,2,1,0.4523809523809524,0.8260869565217391,1.0,1.0,0.6216216216216216,0.3,0.5431057453155521,0.8097834438085553
ridge_classifier_balanced,False,val,0.420628,7.740470501404043,60,41,23,2,1,0.4634146341463415,0.8260869565217391,1.0,1.0,0.5945945945945946,0.31666666666666665,0.5498033285140993,0.7906920731067658
ridge_classifier_balanced,False,val,0.42896276,7.740470501404043,60,41,23,2,1,0.4634146341463415,0.8260869565217391,1.0,1.0,0.5945945945945946,0.31666666666666665,0.5498033285140993,0.7906920731067658
ridge_classifier_balanced,False,val,0.42985414,7.850359580188674,60,40,23,2,1,0.475,0.8260869565217391,1.0,1.0,0.5675675675675675,0.3333333333333333,0.5565009117126465,0.799226480722427
ridge_classifier_balanced,False,val,0.4367959125612967,7.960248658973307,60,39,23,2,1,0.48717948717948717,0.8260869565217391,1.0,1.0,0.5405405405405406,0.35,0.5631984949111937,0.8077608883380887
ridge_classifier_balanced,False,val,0.44053379,8.670107615704964,60,37,23,2,1,0.5135135135135135,0.8260869565217391,1.0,1.0,0.4864864864864865,0.38333333333333336,0.7537477254867575,0.8079988360404965
ridge_classifier_balanced,False,val,0.44658759,8.592378158930398,60,36,23,2,1,0.5,0.782608695652174,1.0,1.0,0.4864864864864865,0.4,0.8490223407745399,0.6626759588718415
ridge_classifier_balanced,False,val,0.44999999999999996,8.592378158930398,60,36,23,2,1,0.5,0.782608695652174,1.0,1.0,0.4864864864864865,0.4,0.8490223407745399,0.6626759588718415
ridge_classifier_balanced,False,val,0.45396722822829405,8.592378158930398,60,36,23,2,1,0.5,0.782608695652174,1.0,1.0,0.4864864864864865,0.4,0.8490223407745399,0.6626759588718415
