source_index,sample_id,split,defect_type,angle_deg,vertex_count,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,notes
143,rot_0024,train,rotated_rect,30.0,0,0.5,0.8322033898305085,0.9084181313598519,0.06964285714285715,1.4929353967646855,521,560,0,0.04350341111421585,0.11002582311630249,0.15352922677993774,0.0,0.9999994039535522,0.06422373652458191,mixed_pilot_v6_training_gate_only
144,rot_0025,train,rotated_rect,20.0,0,0.5,0.8548387096774194,0.9217391304347826,0.08333333333333333,0.06718548123582051,220,240,0,0.01438949629664421,0.08250051736831665,0.09689001739025116,0.0,1.0,0.026717329397797585,mixed_pilot_v6_training_gate_only
145,rot_0026,train,rotated_rect,-30.0,0,0.5,0.8108581436077058,0.8955512572533849,0.08163265306122448,0.6301088337934514,495,539,0,0.045318059623241425,0.11130070686340332,0.15661877393722534,0.0,1.0,0.06070629134774208,mixed_pilot_v6_training_gate_only
146,rot_0027,train,rotated_rect,-20.0,0,0.5,0.9387040280210157,0.9683830171635049,0.023214285714285715,0.12315953259688084,547,560,0,0.011042443104088306,0.037776052951812744,0.048818495124578476,0.0,1.0,0.06675437837839127,mixed_pilot_v6_training_gate_only
147,rot_0028,train,rotated_rect,10.0,0,0.5,0.8949211908931699,0.944547134935305,0.06785714285714285,0.34068292920972637,522,560,0,0.0201583132147789,0.05899113416671753,0.07914944738149643,0.0,1.0,0.06392275542020798,mixed_pilot_v6_training_gate_only
148,rot_0029,train,rotated_rect,30.0,0,0.5,0.9076305220883534,0.9515789473684211,0.020833333333333332,0.47623015208102726,235,240,0,0.0103372223675251,0.05949258804321289,0.06982980668544769,0.0,1.0,0.028576858341693878,mixed_pilot_v6_training_gate_only
149,rot_0030,train,rotated_rect,20.0,0,0.5,0.7725752508361204,0.8716981132075472,0.04066543438077634,2.8281349449823483,519,541,0,0.05713751167058945,0.13190215826034546,0.1890396773815155,0.0,1.0,0.06393273919820786,mixed_pilot_v6_training_gate_only
150,rot_0031,train,rotated_rect,-30.0,0,0.5,0.9461805555555556,0.9723461195361285,0.008960573476702509,0.2622869429639401,563,558,0,0.010367624461650848,0.0378572940826416,0.04822491854429245,0.0,1.0,0.0686098039150238,mixed_pilot_v6_training_gate_only
151,rot_0032,train,rotated_rect,-10.0,0,0.5,0.8637873754152824,0.9269162210338681,0.0035714285714285713,0.970038986676769,562,560,0,0.03156188502907753,0.07620894908905029,0.10777083039283752,0.0,1.0,0.06906889379024506,mixed_pilot_v6_training_gate_only
168,poly_0001,train,polygon,0.0,4,0.5,0.8016528925619835,0.8899082568807339,0.06222222222222222,0.9493014284453399,211,225,0,0.024516597390174866,0.11140388250350952,0.1359204798936844,0.0,1.0,0.026002323254942894,mixed_pilot_v6_training_gate_only
169,poly_0002,train,polygon,0.0,5,0.5,0.884090909090909,0.9384800965018094,0.035545023696682464,1.0038838265971373,407,422,0,0.019906621426343918,0.06906449794769287,0.08897112309932709,0.0,1.0,0.04982491582632065,mixed_pilot_v6_training_gate_only
170,poly_0003,train,polygon,0.0,6,0.5,0.8775981524249422,0.9348093480934809,0.08461538461538462,0.8646037758560351,423,390,0,0.022537987679243088,0.0677022933959961,0.09024028480052948,0.0,1.0,0.0515759140253067,mixed_pilot_v6_training_gate_only
171,poly_0004,train,polygon,0.0,4,0.5,0.9575471698113207,0.9783132530120482,0.037825059101654845,0.10827749673306808,407,423,0,0.005079792812466621,0.026645958423614502,0.031725749373435974,0.0,1.0,0.049619369208812714,mixed_pilot_v6_training_gate_only
172,poly_0005,train,polygon,0.0,5,0.5,0.89587852494577,0.9450800915331807,0.009111617312072893,0.39631014871011516,435,439,0,0.018901009112596512,0.0645936131477356,0.08349461853504181,0.0,1.0,0.053363148123025894,mixed_pilot_v6_training_gate_only
173,poly_0006,train,polygon,0.0,6,0.5,0.9339622641509434,0.9658536585365853,0.03827751196172249,0.24366877225668584,201,209,0,0.004393821582198143,0.04108452796936035,0.045478351414203644,0.0,1.0,0.024577118456363678,mixed_pilot_v6_training_gate_only
174,poly_0007,train,polygon,0.0,4,0.5,0.8639846743295019,0.9270298047276464,0.06560636182902585,0.0860917494972173,470,503,0,0.026237577199935913,0.07786625623703003,0.10410383343696594,0.0,0.9999998807907104,0.05802591145038605,mixed_pilot_v6_training_gate_only
175,poly_0008,train,polygon,0.0,5,0.5,0.9389473684210526,0.9685124864277959,0.051224944320712694,0.10549553419145223,472,449,0,0.008955948054790497,0.03654146194458008,0.045497409999370575,0.0,1.0,0.057644762098789215,mixed_pilot_v6_training_gate_only
176,poly_0009,train,polygon,0.0,6,0.5,0.9132791327913279,0.9546742209631728,0.016853932584269662,0.327832206027219,350,356,0,0.013010449707508087,0.05446845293045044,0.06747890263795853,0.0,0.9999979734420776,0.04285667836666107,mixed_pilot_v6_training_gate_only
177,poly_0010,train,polygon,0.0,4,0.5,0.8690228690228691,0.9299221357063404,0.05411255411255411,1.4151752752582125,437,462,0,0.018733836710453033,0.07039296627044678,0.08912680298089981,0.0,1.0,0.05370281636714935,mixed_pilot_v6_training_gate_only
178,poly_0011,train,polygon,0.0,5,0.5,0.9222797927461139,0.9595687331536388,0.026595744680851064,0.22980693036747982,183,188,0,0.006802612449973822,0.03790473937988281,0.04470735043287277,0.0,1.0,0.022247329354286194,mixed_pilot_v6_training_gate_only
179,poly_0012,train,polygon,0.0,6,0.5,0.8493975903614458,0.9185667752442996,0.03205128205128205,0.510762945829651,453,468,0,0.026162754744291306,0.08722090721130371,0.11338366568088531,0.0,1.0,0.05585018917918205,mixed_pilot_v6_training_gate_only
180,poly_0013,train,polygon,0.0,4,0.5,0.8760907504363001,0.933953488372093,0.07129094412331406,1.165601220794743,556,519,0,0.027409857138991356,0.07599896192550659,0.1034088209271431,0.0,1.0,0.06796875596046448,mixed_pilot_v6_training_gate_only
181,poly_0014,train,polygon,0.0,5,0.5,0.8978622327790974,0.9461827284105131,0.007481296758104738,0.2905475470341724,398,401,0,0.016449647024273872,0.05972111225128174,0.07617075741291046,0.0,1.0,0.048652470111846924,mixed_pilot_v6_training_gate_only
182,poly_0015,train,polygon,0.0,6,0.5,0.882494004796163,0.9375796178343949,0.002551020408163265,0.11298024503119704,393,392,0,0.01838681288063526,0.06887423992156982,0.08726105093955994,0.0,1.0,0.04825018346309662,mixed_pilot_v6_training_gate_only
183,poly_0016,train,polygon,0.0,4,0.5,0.8837209302325582,0.9382716049382716,0.0049261083743842365,0.5897317446316128,202,203,0,0.008457796648144722,0.07425075769424438,0.08270855247974396,0.0,0.9999997615814209,0.02474667876958847,mixed_pilot_v6_training_gate_only
184,poly_0017,train,polygon,0.0,5,0.5,0.8490566037735849,0.9183673469387755,0.07371007371007371,1.1865217870768918,377,407,0,0.029081884771585464,0.09109246730804443,0.1201743483543396,0.0,0.9999998807907104,0.04592694342136383,mixed_pilot_v6_training_gate_only
185,poly_0018,train,polygon,0.0,6,0.5,0.8683206106870229,0.9295199182839632,0.018556701030927835,0.520631037671445,494,485,0,0.019530288875102997,0.07655102014541626,0.09608130902051926,0.0,1.0,0.06062907725572586,mixed_pilot_v6_training_gate_only
186,poly_0019,train,polygon,0.0,4,0.5,0.7927565392354124,0.8843995510662177,0.046052631578947366,1.079446531649052,435,456,0,0.05207843333482742,0.11983752250671387,0.1719159483909607,0.0,1.0,0.05350932478904724,mixed_pilot_v6_training_gate_only
187,poly_0020,train,polygon,0.0,5,0.5,0.9078156312625251,0.9516806722689075,0.04291845493562232,0.5211079712498203,486,466,0,0.018499374389648438,0.05232656002044678,0.07082593441009521,0.0,1.0,0.059279538691043854,mixed_pilot_v6_training_gate_only
188,poly_0021,train,polygon,0.0,6,0.5,0.8624338624338624,0.9261363636363636,0.046511627906976744,0.7571133952063325,180,172,0,0.015568811446428299,0.08154523372650146,0.09711404144763947,0.0,1.0,0.022021256387233734,mixed_pilot_v6_training_gate_only
189,poly_0022,train,polygon,0.0,4,0.5,0.9133192389006343,0.9546961325966851,0.006607929515418502,0.24247740305708052,451,454,0,0.011498203501105309,0.053236961364746094,0.06473516672849655,0.0,1.0,0.05524613708257675,mixed_pilot_v6_training_gate_only
190,poly_0023,train,polygon,0.0,5,0.5,0.817047817047817,0.8993135011441648,0.12652068126520682,0.8460088733406205,463,411,0,0.03564676642417908,0.10602551698684692,0.141672283411026,0.0,1.0,0.05657481029629707,mixed_pilot_v6_training_gate_only
191,poly_0024,train,polygon,0.0,6,0.5,0.843956043956044,0.9153754469606674,0.002386634844868735,1.4713605992142134,420,419,0,0.036733463406562805,0.09019118547439575,0.12692464888095856,0.0,1.0,0.05135266110301018,mixed_pilot_v6_training_gate_only
192,poly_0025,train,polygon,0.0,4,0.5,0.8821292775665399,0.9373737373737374,0.051181102362204724,0.30774559783340805,482,508,0,0.021547988057136536,0.07058596611022949,0.09213395416736603,0.0,0.9999998807907104,0.05885323882102966,mixed_pilot_v6_training_gate_only
193,poly_0026,train,polygon,0.0,5,0.5,0.9521531100478469,0.9754901960784313,0.028985507246376812,0.3703390354015263,201,207,0,0.0034523888025432825,0.028712868690490723,0.03216525912284851,0.0,1.0,0.024635586887598038,mixed_pilot_v6_training_gate_only
194,poly_0027,train,polygon,0.0,6,0.5,0.898989898989899,0.9468085106382979,0.09137055837563451,0.1908965480275395,358,394,0,0.017233891412615776,0.05589979887008667,0.0731336921453476,0.0,1.0,0.04417796432971954,mixed_pilot_v6_training_gate_only
195,poly_0028,train,polygon,0.0,4,0.5,0.8852772466539197,0.9391480730223124,0.0498960498960499,0.72050415858336,505,481,0,0.023388640955090523,0.06691890954971313,0.09030754864215851,0.0,1.0,0.0613720566034317,mixed_pilot_v6_training_gate_only
196,poly_0029,train,polygon,0.0,5,0.5,0.8753180661577609,0.9335142469470827,0.04722222222222222,0.620423501637957,377,360,0,0.01767680048942566,0.07315897941589355,0.09083577990531921,0.0,0.9999996423721313,0.04597955197095871,mixed_pilot_v6_training_gate_only
197,poly_0030,train,polygon,0.0,6,0.5,0.8718487394957983,0.9315375982042648,0.046052631578947366,0.5671758504174986,435,456,0,0.01990007981657982,0.07837861776351929,0.0982787013053894,0.0,0.9999998807907104,0.05322865769267082,mixed_pilot_v6_training_gate_only
198,poly_0031,train,polygon,0.0,4,0.5,0.7689075630252101,0.8693586698337292,0.02403846153846154,1.1616224940088855,213,208,0,0.03257419541478157,0.13384419679641724,0.1664183884859085,0.0,1.0,0.025891320779919624,mixed_pilot_v6_training_gate_only
199,poly_0032,train,polygon,0.0,5,0.5,0.8708333333333333,0.9309576837416481,0.0811965811965812,0.571991697653942,430,468,0,0.02291097119450569,0.07246273756027222,0.09537370502948761,0.0,1.0,0.05226559191942215,mixed_pilot_v6_training_gate_only
200,poly_0033,train,polygon,0.0,6,0.5,0.8739495798319328,0.9327354260089686,0.07925407925407925,0.5219142732855622,463,429,0,0.02242211438715458,0.07023215293884277,0.0926542654633522,0.0,1.0,0.05619027465581894,mixed_pilot_v6_training_gate_only
201,poly_0034,train,polygon,0.0,4,0.5,0.9337899543378996,0.9657615112160567,0.052873563218390804,0.473225488594961,412,435,0,0.013894611038267612,0.035969555377960205,0.04986416548490524,0.0,1.0,0.05019020289182663,mixed_pilot_v6_training_gate_only
202,poly_0035,train,polygon,0.0,5,0.5,0.8541666666666666,0.9213483146067416,0.01256281407035176,0.7004730202458499,403,398,0,0.024746447801589966,0.07861268520355225,0.10335913300514221,0.0,1.0,0.04983394593000412,mixed_pilot_v6_training_gate_only
203,poly_0036,train,polygon,0.0,6,0.5,0.9315789473684211,0.9645776566757494,0.0582010582010582,0.4808478032873614,178,189,0,0.0064333463087677956,0.03782474994659424,0.04425809532403946,0.0,1.0,0.022064683958888054,mixed_pilot_v6_training_gate_only
204,poly_0037,train,polygon,0.0,4,0.5,0.7490421455938697,0.8565169769989047,0.07789473684210527,1.1961042082764082,438,475,0,0.05698828399181366,0.14701539278030396,0.20400367677211761,0.0,0.9999998807907104,0.05358501523733139,mixed_pilot_v6_training_gate_only
205,poly_0038,train,polygon,0.0,5,0.5,0.9108910891089109,0.9533678756476683,0.010309278350515464,0.24015958657785644,480,485,0,0.01855139434337616,0.05158257484436035,0.07013396918773651,0.0,1.0,0.0588342621922493,mixed_pilot_v6_training_gate_only
206,poly_0039,train,polygon,0.0,6,0.5,0.8829516539440203,0.9378378378378378,0.08290155440414508,0.19882946016348485,354,386,0,0.01744699478149414,0.06844401359558105,0.0858910083770752,0.0,0.999997615814209,0.04354674369096756,mixed_pilot_v6_training_gate_only
207,poly_0040,train,polygon,0.0,4,0.5,0.9471624266144814,0.9728643216080402,0.006012024048096192,0.44185396627969953,496,499,0,0.009784338995814323,0.03338778018951416,0.04317212104797363,0.0,1.0,0.06059600040316582,mixed_pilot_v6_training_gate_only
80,rect_0081,val,rectangular_notch,0.0,0,0.5,0.56,0.717948717948718,0.5071428571428571,3.3233775576770883,422,280,0,0.08523616939783096,0.2833486795425415,0.36858484148979187,0.0,0.9999998807907104,0.051395297050476074,mixed_pilot_v6_training_gate_only
81,rect_0082,val,rectangular_notch,0.0,0,0.5,0.8430583501006036,0.9148471615720524,0.10351966873706005,1.0089709562950329,433,483,0,0.05688167363405228,0.09414464235305786,0.15102630853652954,0.0,1.0,0.05286289006471634,mixed_pilot_v6_training_gate_only
82,rect_0083,val,rectangular_notch,0.0,0,0.5,0.7384615384615385,0.8495575221238938,0.10084033613445378,1.8897952209269309,321,357,0,0.04400141164660454,0.15483331680297852,0.19883473217487335,0.0,1.0,0.03997840732336044,mixed_pilot_v6_training_gate_only
83,rect_0084,val,rectangular_notch,0.0,0,0.5,0.8011049723756906,0.8895705521472392,0.024242424242424242,1.2485708044252237,322,330,0,0.05148760601878166,0.12167435884475708,0.17316196858882904,0.0,1.0,0.039693642407655716,mixed_pilot_v6_training_gate_only
84,rect_0085,val,rectangular_notch,0.0,0,0.5,0.6808199121522694,0.8101045296167247,0.006993006993006993,3.4773768163041323,576,572,0,0.1332571804523468,0.19394296407699585,0.32720014452934265,0.0,1.0,0.0708167627453804,mixed_pilot_v6_training_gate_only
85,rect_0086,val,rectangular_notch,0.0,0,0.5,0.8115501519756839,0.8959731543624161,0.013333333333333334,2.452816708689837,296,300,0,0.02828202024102211,0.10572129487991333,0.13400331139564514,0.0,0.9999998807907104,0.03637260943651199,mixed_pilot_v6_training_gate_only
86,rect_0087,val,rectangular_notch,0.0,0,0.5,0.6254180602006689,0.7695473251028807,0.13157894736842105,3.33303642539232,516,456,0,0.19255468249320984,0.2407246232032776,0.4332793056964874,0.0,1.0,0.0632224753499031,mixed_pilot_v6_training_gate_only
87,rect_0088,val,rectangular_notch,0.0,0,0.5,0.7838312829525483,0.8788177339901477,0.1875,0.737107930001409,455,560,0,0.053675029426813126,0.13048160076141357,0.1841566264629364,0.0,0.9999967813491821,0.056380584836006165,mixed_pilot_v6_training_gate_only
88,rect_0089,val,rectangular_notch,0.0,0,0.5,0.7233560090702947,0.8394736842105263,0.015915119363395226,2.482397176386227,383,377,0,0.07309561967849731,0.1674189567565918,0.2405145764350891,0.0,1.0,0.04723478853702545,mixed_pilot_v6_training_gate_only
89,rect_0090,val,rectangular_notch,0.0,0,0.5,0.7037037037037037,0.8260869565217391,0.040100250626566414,2.0354167678350192,383,399,0,0.08696755021810532,0.180741548538208,0.2677091062068939,0.0,1.0,0.04715947061777115,mixed_pilot_v6_training_gate_only
90,rect_0091,val,rectangular_notch,0.0,0,0.5,0.6991869918699187,0.8229665071770335,0.009615384615384616,2.8365097130060777,315,312,0,0.050799570977687836,0.17446255683898926,0.2252621352672577,0.0,1.0,0.03822335600852966,mixed_pilot_v6_training_gate_only
91,rect_0092,val,rectangular_notch,0.0,0,0.5,0.6963562753036437,0.8210023866348448,0.24064171122994651,1.400673064172788,464,374,0,0.07443983852863312,0.17963296175003052,0.25407278537750244,0.0,0.9999997615814209,0.056402601301670074,mixed_pilot_v6_training_gate_only
92,rect_0093,val,rectangular_notch,0.0,0,0.5,0.7241935483870968,0.8400374181478016,0.13111888111888112,2.5093798346034073,497,572,0,0.12596389651298523,0.1673581600189209,0.29332205653190613,0.0,0.9999992847442627,0.059808552265167236,mixed_pilot_v6_training_gate_only
93,rect_0094,val,rectangular_notch,0.0,0,0.5,0.7381974248927039,0.8493827160493828,0.025,1.9756473950042948,410,400,0,0.05578812211751938,0.15505671501159668,0.21084484457969666,0.0,0.9999991655349731,0.050700172781944275,mixed_pilot_v6_training_gate_only
94,rect_0095,val,rectangular_notch,0.0,0,0.5,0.5616797900262467,0.719327731092437,0.4217506631299735,1.1788276849832289,218,377,0,0.19452422857284546,0.28168612718582153,0.476210355758667,0.0,1.0,0.026460636407136917,mixed_pilot_v6_training_gate_only
95,rect_0096,val,rectangular_notch,0.0,0,0.5,0.8405797101449275,0.9133858267716536,0.15942028985507245,0.3940136166216045,348,414,0,0.031017038971185684,0.08829832077026367,0.11931535601615906,0.0,1.0,0.042368434369564056,mixed_pilot_v6_training_gate_only
96,rect_0097,val,rectangular_notch,0.0,0,0.5,0.6275033377837116,0.771123872026251,0.32554945054945056,1.923821740716306,491,728,0,0.2389272153377533,0.23102015256881714,0.46994736790657043,0.0,0.9999998807907104,0.06067873537540436,mixed_pilot_v6_training_gate_only
97,rect_0098,val,rectangular_notch,0.0,0,0.5,0.7402597402597403,0.8507462686567164,0.09375,2.997895142170036,420,384,0,0.039605654776096344,0.158291757106781,0.19789740443229675,0.0,0.999990701675415,0.05200616270303726,mixed_pilot_v6_training_gate_only
98,rect_0099,val,rectangular_notch,0.0,0,0.5,0.7466266866566716,0.8549356223175966,0.15079365079365079,2.9879405036144893,535,630,0,0.15642371773719788,0.15664350986480713,0.313067227602005,0.0,0.9999997615814209,0.06555242836475372,mixed_pilot_v6_training_gate_only
99,rect_0100,val,rectangular_notch,0.0,0,0.5,0.6441860465116279,0.7835926449787836,0.06725146198830409,3.3440948758315137,365,342,0,0.13604819774627686,0.217309832572937,0.35335803031921387,0.0,1.0,0.044485904276371,mixed_pilot_v6_training_gate_only
152,rot_0033,val,rotated_rect,10.0,0,0.5,0.6655290102389079,0.7991803278688525,0.03333333333333333,3.578264906509168,248,240,0,0.07156164199113846,0.20220506191253662,0.2737666964530945,0.0,1.0,0.030122239142656326,mixed_pilot_v6_training_gate_only
153,rot_0034,val,rotated_rect,30.0,0,0.5,0.7723440134907251,0.8715509039010466,0.053703703703703705,0.9653969644933308,511,540,0,0.07999339699745178,0.12914329767227173,0.2091366946697235,0.0,1.0,0.062491707503795624,mixed_pilot_v6_training_gate_only
154,rot_0035,val,rotated_rect,20.0,0,0.5,0.6082337317397079,0.7563996696944674,0.15480427046263345,3.6399111327072493,649,562,0,0.16180546581745148,0.2456885576248169,0.4074940085411072,0.0,0.9999998807907104,0.07914194464683533,mixed_pilot_v6_training_gate_only
155,rot_0036,val,rotated_rect,-20.0,0,0.5,0.6932907348242812,0.8188679245283019,0.10714285714285714,2.9325965239781944,500,560,0,0.09900758415460587,0.1883690357208252,0.28737661242485046,0.0,0.9999996423721313,0.06145796924829483,mixed_pilot_v6_training_gate_only
156,rot_0037,val,rotated_rect,-10.0,0,0.5,0.5538847117794486,0.7129032258064516,0.5833333333333334,2.660305137482396,380,240,0,0.10995491594076157,0.28475701808929443,0.3947119414806366,0.0,0.9999997615814209,0.046629589051008224,mixed_pilot_v6_training_gate_only
157,rot_0038,val,rotated_rect,10.0,0,0.5,0.8161764705882353,0.8987854251012146,0.16697588126159554,0.9102706216090178,449,539,0,0.05394613370299339,0.11370253562927246,0.16764867305755615,0.0,1.0,0.05480923503637314,mixed_pilot_v6_training_gate_only
158,rot_0039,val,rotated_rect,30.0,0,0.5,0.5082212257100149,0.6739345887016849,0.1982142857142857,0.5717433280916268,449,560,0,0.42232468724250793,0.32575374841690063,0.748078465461731,0.0,1.0,0.05496476590633392,mixed_pilot_v6_training_gate_only
159,rot_0040,val,rotated_rect,-30.0,0,0.5,0.5728429985855729,0.7284172661870504,0.01073345259391771,3.8235537149568133,553,559,0,0.27530741691589355,0.273717999458313,0.5490254163742065,0.0,1.0,0.0680193081498146,mixed_pilot_v6_training_gate_only
208,poly_0041,val,polygon,0.0,5,0.5,0.5589519650655022,0.7170868347338936,0.08771929824561403,4.108187242781909,186,171,0,0.11738942563533783,0.28714466094970703,0.40453410148620605,0.0,1.0,0.022747863084077835,mixed_pilot_v6_training_gate_only
209,poly_0042,val,polygon,0.0,6,0.5,0.7022900763358778,0.8251121076233184,0.18092909535452323,2.0971015170535026,483,409,0,0.068261057138443,0.17725533246994019,0.24551638960838318,0.0,0.9999997615814209,0.05938562750816345,mixed_pilot_v6_training_gate_only
210,poly_0043,val,polygon,0.0,4,0.5,0.6787564766839378,0.808641975308642,0.016597510373443983,3.63086019662148,490,482,0,0.087043896317482,0.19407910108566284,0.28112298250198364,0.0,1.0,0.06052703037858009,mixed_pilot_v6_training_gate_only
211,poly_0044,val,polygon,0.0,5,0.5,0.832,0.9082969432314411,0.10091743119266056,1.227364160244114,480,436,0,0.039689067751169205,0.10159730911254883,0.14128637313842773,0.0,0.9999998807907104,0.058378495275974274,mixed_pilot_v6_training_gate_only
212,poly_0045,val,polygon,0.0,6,0.5,0.7226277372262774,0.8389830508474576,0.07017543859649122,2.5888815831835847,488,456,0,0.0892217755317688,0.16513210535049438,0.2543538808822632,0.0,1.0,0.06022447720170021,mixed_pilot_v6_training_gate_only
213,poly_0046,val,polygon,0.0,4,0.5,0.7702127659574468,0.8701923076923077,0.14285714285714285,1.4410314289259918,192,224,0,0.025717446580529213,0.13005709648132324,0.1557745486497879,0.0,1.0,0.023487813770771027,mixed_pilot_v6_training_gate_only
214,poly_0047,val,polygon,0.0,5,0.5,0.5502092050209205,0.7098515519568152,0.09511568123393316,5.856104092833883,352,389,0,0.19169972836971283,0.2904632091522217,0.4821629524230957,0.0,0.9999998807907104,0.04334050416946411,mixed_pilot_v6_training_gate_only
215,poly_0048,val,polygon,0.0,6,0.5,0.5423076923076923,0.7032418952618454,0.039119804400977995,3.2801562555229498,393,409,0,0.17113859951496124,0.29102766513824463,0.4621662497520447,0.0,0.9999992847442627,0.04917740076780319,mixed_pilot_v6_training_gate_only
216,poly_0049,val,polygon,0.0,4,0.5,0.5921787709497207,0.743859649122807,0.060240963855421686,6.27646090051599,440,415,0,0.1711920201778412,0.2557016611099243,0.4268936812877655,0.0,1.0,0.05378909409046173,mixed_pilot_v6_training_gate_only
217,poly_0050,val,polygon,0.0,5,0.5,0.7517006802721088,0.858252427184466,0.18220338983050846,2.1462533765029828,558,472,0,0.08373439311981201,0.14870816469192505,0.23244255781173706,0.0,1.0,0.0688367709517479,mixed_pilot_v6_training_gate_only
100,rect_0101,test,rectangular_notch,0.0,0,0.5,0.5531914893617021,0.7123287671232876,0.21328671328671328,5.207810373745272,225,286,0,0.1917932629585266,0.29066401720046997,0.4824572801589966,0.0,1.0,0.027517016977071762,mixed_pilot_v6_training_gate_only
101,rect_0102,test,rectangular_notch,0.0,0,0.5,0.56951871657754,0.7257240204429302,0.4304812834224599,0.6672656503743107,213,374,0,0.16113846004009247,0.28282082080841064,0.4439592957496643,0.0,1.0,0.025527458637952805,mixed_pilot_v6_training_gate_only
102,rect_0103,test,rectangular_notch,0.0,0,0.5,0.6398601398601399,0.7803837953091685,0.14624505928853754,3.565993822587158,432,506,0,0.15359890460968018,0.21859300136566162,0.3721919059753418,0.0,1.0,0.05319654941558838,mixed_pilot_v6_training_gate_only
103,rect_0104,test,rectangular_notch,0.0,0,0.5,0.6479514415781487,0.7863720073664825,0.09473684210526316,2.6128889893872493,516,570,0,0.18180595338344574,0.21584230661392212,0.39764827489852905,0.0,1.0,0.06321686506271362,mixed_pilot_v6_training_gate_only
104,rect_0105,test,rectangular_notch,0.0,0,0.5,0.7042640990371389,0.8264729620661824,0.26227208976157085,3.947153123775746,526,713,0,0.34261268377304077,0.17804372310638428,0.520656406879425,0.0,1.0,0.0643179789185524,mixed_pilot_v6_training_gate_only
105,rect_0106,test,rectangular_notch,0.0,0,0.5,0.6874115983026874,0.8147527242246437,0.2325925925925926,3.672748846894647,518,675,0,0.20607095956802368,0.18755477666854858,0.39362573623657227,0.0,1.0,0.06272310763597488,mixed_pilot_v6_training_gate_only
106,rect_0107,test,rectangular_notch,0.0,0,0.5,0.6906666666666667,0.8170347003154574,0.30933333333333335,2.3025515009827218,518,750,0,0.24125975370407104,0.18083059787750244,0.4220903515815735,0.0,1.0,0.06367673724889755,mixed_pilot_v6_training_gate_only
107,rect_0108,test,rectangular_notch,0.0,0,0.5,0.6897689768976898,0.81640625,0.2097902097902098,2.0357949786463814,452,572,0,0.18797767162322998,0.18042397499084473,0.3684016466140747,0.0,1.0,0.05566304922103882,mixed_pilot_v6_training_gate_only
108,rect_0109,test,rectangular_notch,0.0,0,0.5,0.6896551724137931,0.8163265306122449,0.1935483870967742,3.1853297511533665,525,651,0,0.19107314944267273,0.1905515193939209,0.38162466883659363,0.0,1.0,0.06429445743560791,mixed_pilot_v6_training_gate_only
109,rect_0110,test,rectangular_notch,0.0,0,0.5,0.5746753246753247,0.7298969072164948,0.07539682539682539,4.636649846602212,466,504,0,0.25720512866973877,0.27607423067092896,0.5332793593406677,0.0,1.0,0.05724693834781647,mixed_pilot_v6_training_gate_only
110,rect_0111,test,rectangular_notch,0.0,0,0.5,0.48329621380846327,0.6516516516516516,0.4142857142857143,2.873503599455377,246,420,0,0.30481666326522827,0.34800034761428833,0.6528170108795166,0.0,1.0,0.030146978795528412,mixed_pilot_v6_training_gate_only
111,rect_0112,test,rectangular_notch,0.0,0,0.5,0.519298245614035,0.6836027713625866,0.5773809523809523,5.275772995957765,530,336,0,0.13506558537483215,0.32218098640441895,0.4572465717792511,0.0,0.9999864101409912,0.06544427573680878,mixed_pilot_v6_training_gate_only
112,rect_0113,test,rectangular_notch,0.0,0,0.5,0.6357927786499215,0.7773512476007678,0.026515151515151516,3.945260987010669,514,528,0,0.12311604619026184,0.22304630279541016,0.346162348985672,0.0,0.9999998807907104,0.06363746523857117,mixed_pilot_v6_training_gate_only
113,rect_0114,test,rectangular_notch,0.0,0,0.5,0.8176795580110497,0.8996960486322189,0.13636363636363635,1.6541179288215755,350,308,0,0.019225435331463814,0.12846320867538452,0.14768864214420319,0.0,0.9998216032981873,0.04302796721458435,mixed_pilot_v6_training_gate_only
114,rect_0115,test,rectangular_notch,0.0,0,0.5,0.782608695652174,0.8780487804878049,0.2777777777777778,0.730541610146566,483,378,0,0.04467111453413963,0.13824164867401123,0.18291276693344116,0.0,0.9999994039535522,0.059596799314022064,mixed_pilot_v6_training_gate_only
115,rect_0116,test,rectangular_notch,0.0,0,0.5,0.6469344608879493,0.785622593068036,0.545751633986928,2.3793667427641716,473,306,0,0.16894745826721191,0.21967732906341553,0.38862478733062744,0.0,1.0,0.05775900557637215,mixed_pilot_v6_training_gate_only
116,rect_0117,test,rectangular_notch,0.0,0,0.5,0.6722689075630253,0.8040201005025126,0.10476190476190476,3.6600354190772446,376,420,0,0.15611496567726135,0.19703572988510132,0.35315069556236267,0.0,1.0,0.046191535890102386,mixed_pilot_v6_training_gate_only
117,rect_0118,test,rectangular_notch,0.0,0,0.5,0.8115183246073299,0.8959537572254336,0.0989010989010989,1.1747936710511935,328,364,0,0.040201522409915924,0.106808602809906,0.14701011776924133,0.0,0.9999998807907104,0.040427107363939285,mixed_pilot_v6_training_gate_only
118,rect_0119,test,rectangular_notch,0.0,0,0.5,0.6932330827067669,0.8188277087033747,0.14802631578947367,4.1468983409580655,518,608,0,0.15403282642364502,0.1885998249053955,0.3426326513290405,0.0,0.9999998807907104,0.06410585343837738,mixed_pilot_v6_training_gate_only
