seed,epoch,mse,mae,iou,dice,area_error,center_error,pred_area_zero,pred_area_lt_true,pred_area_gt_true,composite,macro_area_composite,small_iou,small_dice,small_area_error,small_pred_area_zero,small_pred_area_lt_true,small_pred_area_gt_true,small_composite,medium_iou,medium_dice,medium_area_error,medium_pred_area_zero,medium_pred_area_lt_true,medium_pred_area_gt_true,medium_composite,large_iou,large_dice,large_area_error,large_pred_area_zero,large_pred_area_lt_true,large_pred_area_gt_true,large_composite
42,11,22834.52420288086,51.142679829597476,0.26653977099862586,0.3844758689965019,0.46432279837474183,1.3159738961025813,27,175,24,0.18669284162038585,0.1873572695409446,0.17107056300665804,0.24978607692150973,0.5597207574334427,22,57,9,-0.13886411750527494,0.3029450297433969,0.43701274427420383,0.4197149203649417,5,57,9,0.320242853652659,0.32614708231664025,0.46741291826062353,0.41286692810181413,0,61,6,0.3806930724754497
42,12,22633.06154785156,45.4287788939476,0.25794428529303187,0.37096616984326203,0.5217776268896516,1.2367009965126359,32,173,27,0.10713282824664228,0.10798897757381272,0.13805835636186237,0.19817537071697822,0.649989791870021,27,57,10,-0.31375606479118046,0.305266453542322,0.43990342293634577,0.4659510334708007,5,57,9,0.27921884300786715,0.3312143469935575,0.47584863010173195,0.44855882259053803,0,59,8,0.3585041545047515
42,13,23091.99842163086,51.877419013977054,0.32585787722638915,0.4569056513835072,0.38774527941355474,1.1218989665154369,20,131,69,0.39501824919634165,0.3958059807312062,0.2055008083077349,0.29333968602884425,0.5437351238777702,19,43,24,-0.044894629541191056,0.37281202908216765,0.5202047919718021,0.33966453334984503,1,45,21,0.5533522877041247,0.3999616025259183,0.5581172394422378,0.2791185579374711,0,43,24,0.678960284030685
42,14,22472.59866821289,47.830391993522646,0.2678889307497221,0.3846080021872368,0.4899265277084699,1.207108219778713,30,170,30,0.16257040522848898,0.16297800259070477,0.14440947100424997,0.21420518844509603,0.6497421373740375,26,60,7,-0.2911274779246915,0.293639196203296,0.42017129526599717,0.46931301643543727,4,54,12,0.24449747503385583,0.36600245736182285,0.5199783182697031,0.35041676496857593,0,56,11,0.53556401066295
42,15,22378.954715576172,47.40443315982819,0.22615977872119422,0.3320506146799025,0.587672380167121,1.252460382004947,38,194,6,-0.029461986766024295,-0.028960198540775455,0.09649258154081705,0.1494700579186215,0.7516619727267729,29,65,2,-0.5056993332673344,0.2559350582201161,0.37405501700445987,0.5585926287155751,9,64,2,0.07139744650900082,0.3264961035593499,0.4732537004946045,0.4523285129179471,0,65,2,0.3474212911360072
42,16,23430.99477661133,50.43521418094635,0.1823962436168577,0.27854452104375144,0.6673141002847001,1.4820573130176842,37,198,2,-0.20637333562409094,-0.20581041843134673,0.08022337955328598,0.1284983503712179,0.8066263917749662,30,66,1,-0.5979046618504623,0.20599442967233716,0.3150882912700279,0.6143097008248702,7,66,0,-0.09322697988250517,0.2613231333571214,0.39259235089637085,0.5802150978145649,0,66,1,0.07370038643892729
42,17,22284.09149291992,51.97521124362945,0.26394149419318913,0.3814636550796979,0.4837518450217726,1.323240884808366,33,186,13,0.16165330425111446,0.16228473250695788,0.14697263698581753,0.2150019083905436,0.6278054840215374,29,63,4,-0.26583093864517626,0.2966338632508943,0.4312028085505149,0.4392662881257626,4,61,5,0.2885703836756466,0.348705928149687,0.498928623722973,0.38351979938225667,0,62,4,0.46411475249040335
42,18,22682.830948486328,47.21033766508103,0.23733333074432825,0.3476617997021397,0.5525182033372986,1.3183421116924572,33,182,18,0.032476927109169273,0.03326244093293762,0.10470481391890876,0.1614928539000629,0.7276343032850987,27,65,2,-0.461436635466127,0.2780181897963539,0.40595002942165753,0.493603013531402,6,58,8,0.19036520568660942,0.3298842252199911,0.47641248936260194,0.43543796200426255,0,59,8,0.37085875257833045
42,19,22337.538646240235,46.06310294628143,0.2773228805818416,0.39856849668571287,0.44773037423265444,1.2685166054568384,23,175,25,0.2281610030349001,0.2289333414141074,0.16846803474166738,0.24589765002884817,0.5626072954197829,21,56,11,-0.14824161064926739,0.32053072038583386,0.459798953178535,0.3969286563087854,2,57,9,0.3834010172555834,0.3436147797494264,0.49092277426009623,0.3828969363735163,0,62,5,0.45164061763600627
42,20,22765.708903808594,46.39870265483856,0.2853794260443863,0.40728648990397104,0.4391715106337959,1.2971459140064399,27,178,22,0.25349440531456147,0.25424532791967536,0.18819333440724068,0.2676831639348826,0.5151759830871071,23,54,13,-0.05929948474498381,0.32810250439864347,0.46520105764746233,0.38887371310364144,4,61,5,0.4044298489424643,0.3404800972131593,0.489839644663053,0.4127141223146667,0,63,4,0.41760561956154557
42,21,22840.37211303711,49.59422394752502,0.2957107865253849,0.420213416528414,0.3792449280832897,1.2654016670686277,24,156,44,0.3366792749705092,0.3373550035961957,0.17237036732190614,0.24702501020841253,0.5134508843912284,23,53,14,-0.0940555068609098,0.33081231293378477,0.47547821629325254,0.33378980049353013,1,53,13,0.4725007287335071,0.38447358269969356,0.538961870841261,0.28981566462496483,0,50,17,0.6336197889159898
42,22,22386.274185791015,45.57703702926636,0.23181016120109071,0.338645069282372,0.5667010718836941,1.2701892957232799,42,188,12,0.0037541585997685756,0.004057265574840448,0.09780760269361834,0.1465087594931602,0.7786452863729164,34,66,1,-0.5343289241861379,0.2468385774278431,0.36653959676711073,0.5486995136057259,8,62,4,0.06467866058922789,0.35100860820161306,0.5033031878179606,0.3724897356981423,0,60,7,0.4818220603214313
42,23,22646.744782714843,46.46416878700256,0.22893703089510475,0.3358904954524822,0.5510687367738005,1.3501385744707084,38,190,10,0.0137587895737864,0.013840323310333283,0.1253187598057851,0.18595700133063947,0.6783319670008087,31,64,3,-0.3670562058643841,0.2368076313037837,0.3517718636131461,0.5584324242972158,6,61,5,0.030147070619714,0.324802173223636,0.47017965675934253,0.41655172480730857,1,65,2,0.37843010517566994
42,24,22531.32498779297,44.92822607755661,0.29094152510815113,0.41366115346225535,0.4147835633786057,1.2159166607962943,26,162,38,0.28981911519180076,0.29025170603725,0.17749708188865818,0.2529035807129208,0.5493444348688545,22,54,13,-0.1189437722672756,0.3142755215271609,0.4518083116600992,0.3893139580601573,4,57,9,0.37676987512710286,0.38140024051190324,0.536840928583863,0.3053121538438437,0,51,16,0.6129290152519226
42,25,23004.122873535158,53.88586688995361,0.3073219611830347,0.43478083352560254,0.38021007073502716,1.1725843407995793,19,155,45,0.36189272397361,0.36242789397849423,0.1965205469774054,0.27962989407855127,0.4889988884635418,18,49,18,-0.012848447407585117,0.337862855200183,0.4797090386132938,0.3481099988581351,1,54,12,0.46946189495534174,0.38803831561057756,0.545674138110152,0.3030422193330033,0,52,15,0.6306702343877262
42,26,23044.839638671874,45.20972285747528,0.26453324989557386,0.3830584037813382,0.4480910781094142,1.2730876860710292,31,177,22,0.1995005755674979,0.19975964746145577,0.15591508965406195,0.2264183882381965,0.5869324509136985,27,57,9,-0.20459897302144003,0.2796856640692042,0.4100241864985229,0.43813582431466924,4,59,7,0.2515740262530578,0.3582251513988827,0.5131351109762082,0.31905637322234137,0,61,6,0.5523038891527495
42,27,23045.762548828126,50.35181098461151,0.2779721654637414,0.39846542516415334,0.4324788549712444,1.3075155904195432,26,169,31,0.24395873565665038,0.24468282310598086,0.1731300125356759,0.24974721445415973,0.5478473394439406,24,51,16,-0.12497011245410494,0.3132107980385095,0.44644236964965517,0.3701528547160793,2,59,7,0.3895003129720853,0.3481016355569608,0.49992276518693596,0.37850613194393457,0,59,8,0.46951826879996217
42,28,23164.448424072267,48.937140998840334,0.3141182144963806,0.44311295644762383,0.37097243973568444,1.182072143960785,18,142,58,0.38625873120832005,0.386890051064654,0.20449013830811644,0.29121273183815943,0.5142782389961204,18,45,22,-0.018575368849844454,0.3465526810396525,0.49048488726408535,0.3238835459722719,0,44,22,0.5131540223314659,0.39179592065694413,0.5483482939841559,0.27405271492875943,0,53,14,0.6660914997123406
42,29,23326.70046875,42.69816526174545,0.2361666951400361,0.3489936700933574,0.52968060890209,1.312826976662173,30,193,7,0.05547975633130353,0.05601775667064037,0.13322004444373753,0.19869346718370795,0.6392334605748103,25,65,2,-0.30731994894736486,0.25944508799571525,0.3854842450121056,0.481311508469801,5,64,2,0.16361782453801987,0.31618239167999396,0.46334793353080705,0.4677749307895349,0,64,3,0.3117553944212661
42,30,23427.741088867188,43.72082859039307,0.23112285085454293,0.3387875747596027,0.5321137020314842,1.4277411651430707,35,185,15,0.037796723582661396,0.03769109042798071,0.13832743101100936,0.20446195600423744,0.6785558395495955,26,63,4,-0.3357664525343487,0.21995746577232558,0.33308841927412147,0.53648142555461,8,61,5,0.016564459491837047,0.33491700824175324,0.4787272869782779,0.3813690308935773,1,61,6,0.4322752643264538
42,31,23064.17435546875,42.988651247024535,0.2786674159915742,0.3999974206826349,0.44752743044350185,1.2629039590670303,24,172,28,0.23113740623070722,0.23175423262398712,0.1617483784502515,0.2369481100977062,0.5642644612756621,22,60,7,-0.1655679727277044,0.3151913006426936,0.45340261993455133,0.4134744092972713,2,57,9,0.35511951127997365,0.3596077014885107,0.510438624541795,0.36433516671061367,0,55,12,0.5057111593196921
42,32,22930.176834716796,42.15471161603928,0.27256999587135655,0.3928217507969938,0.4557283933630021,1.239685232924708,23,181,19,0.20966335330534824,0.21020366754970077,0.15232879007741745,0.22867953865298918,0.6196028569881432,20,62,5,-0.23859452825773658,0.2959602984164577,0.4283552069477026,0.4060489889439637,3,60,6,0.31826651642019665,0.36977000811340494,0.5219608568820912,0.3407918505088538,0,59,8,0.5509390144866422
42,33,24036.079155273437,47.59191039562225,0.28487790846355177,0.4050299347625369,0.4126818730180155,1.2696825576827706,27,152,48,0.27722597020807316,0.27775352428870437,0.15480892724635184,0.22518559084963963,0.5585615390340298,24,55,12,-0.17856702093803833,0.31511284447965165,0.4506065551449764,0.38245505920969286,3,52,14,0.38326434041493523,0.38516322136638464,0.5399779063584043,0.2965778743355728,0,45,22,0.6285632533892161
42,34,23478.5523815918,43.41026443719864,0.2971121772868376,0.42027156121460224,0.4023618596659923,1.2389379517348893,23,143,57,0.3150218788354476,0.3154743252376728,0.18620418151508586,0.26489060596836095,0.5450519456090394,21,45,22,-0.09395715812559258,0.3197085895150583,0.4602266741752851,0.37397165800758736,2,51,15,0.405963605682756,0.38576102071437196,0.5362937484697229,0.28763824102823976,0,47,20,0.634416528155855
42,35,23305.794920654298,43.79863031387329,0.278179040955006,0.3971842592939295,0.43843630449097476,1.2352448790066544,26,165,35,0.23692699575796067,0.23733269587123162,0.17438386802694536,0.24997671624622733,0.5365413877718874,23,55,12,-0.11218080349871473,0.3036183393809525,0.4367227278312812,0.4218683486868489,3,57,9,0.3184727185253848,0.35691460647840306,0.50544346020036,0.35665189409173836,0,53,14,0.5057061725870248
42,36,23511.913701171874,51.36807584762573,0.28840137326677867,0.4103865281900626,0.42868904277318953,1.1952477834054402,25,160,40,0.2700988586836517,0.27060491020485394,0.1536479440342075,0.22806008483526724,0.593716272922007,23,59,8,-0.21200824405253227,0.311911959075245,0.4484104622705192,0.38850720690047547,2,56,10,0.37181521444528876,0.3999951209566815,0.5552565588685872,0.30324391960346336,0,45,22,0.6520077602218053
42,37,24128.35282470703,45.419988160133364,0.3014580755253569,0.42356117624971573,0.4017304552913498,1.183524059077908,27,149,51,0.32328879648372283,0.32387813871684507,0.17931685022639213,0.25371833490877566,0.5499295376498532,25,55,12,-0.11689435251468538,0.33652684093982915,0.47360803135723306,0.3683882869557706,2,52,14,0.4417465853412917,0.3890539498190208,0.5441041304698179,0.28637589696490967,0,42,25,0.6467821833239289
42,38,23604.18473510742,46.68285423278809,0.2935287515034069,0.4163054817008082,0.38581155192076594,1.2519239851965585,21,163,37,0.3240226812834492,0.32448656650930113,0.19149064137708177,0.2711840710234279,0.49782079713530913,19,50,17,-0.035146084734799465,0.3165966473334917,0.45621872532002433,0.3555517609738284,2,58,8,0.4172636116796877,0.37284326275233515,0.5221093688129905,0.30361045898231054,0,55,12,0.5913421725830151
42,39,25017.336837158204,46.60519990444183,0.28057333640235,0.4005439105207918,0.40278115546778265,1.2818997948524657,22,154,46,0.27833609145535915,0.2787746280788647,0.16942692469327478,0.24510796626113504,0.5339818349654063,20,51,16,-0.11944694401099648,0.30768902010341054,0.4427533069236476,0.3839603742470788,2,55,11,0.36648195277997936,0.36500877610739535,0.5144004493686805,0.2901203500084644,0,48,19,0.5892888754676113
42,40,23897.816812744142,47.207374515533445,0.24559985262784115,0.3581734292876762,0.5017354342359956,1.2781507899026479,27,190,10,0.10203784767952173,0.10210409131401299,0.15777617011498124,0.22659417722517536,0.5809385258098428,23,61,6,-0.19656817846968622,0.2537908816482664,0.37722623876247857,0.5156643021985035,4,64,2,0.11535281821224153,0.32535476028475985,0.47098424216604345,0.4088113682513196,0,65,2,0.38752763419948366
42,41,24809.394631347655,43.87374636650085,0.2937266074794334,0.41529691744248454,0.4340219133785256,1.2619423252951834,21,139,61,0.2750016115433923,0.2757207713047464,0.18734783002986022,0.26485389197378356,0.5961580544558801,19,41,26,-0.14395633245223632,0.3236231623443651,0.4622373197754236,0.3663077585442428,2,50,16,0.41955272357554596,0.37065504730086496,0.5195001435981412,0.3385892681080766,0,48,19,0.5515659227909295
42,42,25514.809427490236,51.22828317642212,0.3197551037112294,0.44792747579393044,0.3935687929906598,1.1770844275101287,17,113,86,0.37411378651450006,0.3747615741650861,0.2015869382842601,0.2899679966794941,0.5608294416549783,16,41,25,-0.06927450669122409,0.3433703574638705,0.4823777038577973,0.3214289570393648,1,40,26,0.5043191042823031,0.41466048185947746,0.5719509093529159,0.29737126630821403,0,32,35,0.6892401249041793
42,43,24001.50963745117,44.48342463493347,0.2585572085688126,0.3722016349281623,0.47869895197572904,1.2494671281272842,31,171,29,0.15205989152124583,0.1522883306573065,0.14645019046565952,0.2134891130602566,0.6144203609760479,27,59,8,-0.2544810574501318,0.2712357275870845,0.39860634588216826,0.4718659155998218,4,59,7,0.19797615786943096,0.35817493928083205,0.5049035460055546,0.3497085937337664,0,53,14,0.5133698915526202
42,44,24581.13479248047,48.154554204940794,0.2859860136480977,0.40514657137284443,0.4174360324848911,1.2958702692889015,24,155,45,0.27369655253605113,0.27423753453503347,0.1680522296142003,0.24023784323220437,0.5733257117005648,22,54,13,-0.16503563885416012,0.31107779672724806,0.44535828626519813,0.3740021486609542,2,54,12,0.3824339343314919,0.3792025188279068,0.5304437594702706,0.3043319701704088,0,47,20,0.6053143081277685
42,45,24529.991164550782,50.10651919364929,0.31056641920049255,0.43544198465559814,0.4034289398621489,1.2310647719850143,20,136,64,0.3425794639939418,0.343268759808992,0.20054835817504654,0.28676207371157214,0.547687893392335,18,47,20,-0.06037746150571632,0.34306437165718845,0.4790461162668551,0.3409825651050234,2,46,20,0.4811279228190201,0.38857157183576047,0.5411685719228638,0.3206843256449521,0,43,24,0.6090558181136723
42,46,24391.14857421875,40.11667252540588,0.2451785199156766,0.3555630129440363,0.5170307680685248,1.2872322186468594,34,180,20,0.08371076479118811,0.08364204255836509,0.159635831507991,0.2277694249866375,0.6467174271499985,28,58,9,-0.25931217065537,0.23927375509981436,0.3592253392830455,0.5286014983890956,5,62,4,0.06989759599376422,0.33653784232107714,0.4797489361495753,0.3759460761339514,1,60,7,0.44034070233670103
42,47,24187.081296386717,45.871823959350586,0.30068386132811775,0.42300497119948277,0.3995120854719798,1.1865098530824265,22,155,45,0.3241767470556207,0.32477945021926496,0.17943084740009557,0.2560620323568485,0.5645540656106439,20,53,14,-0.12906118585369986,0.3276495123799828,0.4638205723206844,0.3461500017525563,2,52,14,0.445320082948111,0.39537369660803406,0.5497414969973509,0.2870357400420013,0,50,17,0.6580794535633837
42,48,24494.93607055664,46.41275863170624,0.303357207238489,0.4265397957757289,0.3994674563509777,1.1884591205252542,20,145,55,0.3304295466632403,0.3308325083309891,0.19368871078790953,0.2752944311733567,0.522736047891012,18,51,16,-0.0537529059297458,0.32047528082773474,0.4566855688120528,0.36573600775903603,2,52,14,0.41142484188075146,0.3961631237354833,0.548089324252767,0.3094268589462887,0,42,25,0.6348255890419616
42,49,24594.88479248047,42.02965385437012,0.24440050746450595,0.35709103277840276,0.5044460446836969,1.282393662432252,28,177,23,0.09704549555921183,0.09728293691572089,0.1426028241629984,0.21210630172778747,0.642750659164843,25,59,8,-0.2880415332740571,0.25527249489639064,0.3780963855746896,0.48859767225353234,3,62,4,0.14477120821754785,0.3354884718032614,0.481383923761034,0.3817532597606234,0,56,11,0.43511913580367195
42,50,24789.797365722658,50.44294553279877,0.2956545441571977,0.4170757951886637,0.39625694085546426,1.2345542832795116,20,142,57,0.31647339849039724,0.3169746343454512,0.17860964150384567,0.254548959265891,0.5604287943852636,18,46,21,-0.12727019361552694,0.3169972437226228,0.4528223265487765,0.3525977649151422,2,51,15,0.417221805356257,0.39167529499983256,0.5443896300701314,0.27509263377434046,0,45,21,0.6609722912956235
123,1,32533.095009765624,69.11478355407715,0.0,0.0,1.0,nan,200,200,0,-1.0,-1.0,0.0,0.0,1.0,67,67,0,-1.0,0.0,0.0,1.0,66,66,0,-1.0,0.0,0.0,1.0,67,67,0,-1.0
123,2,28959.895805664062,67.50777510643006,0.0,0.0,1.0,nan,200,200,0,-1.0,-1.0,0.0,0.0,1.0,67,67,0,-1.0,0.0,0.0,1.0,66,66,0,-1.0,0.0,0.0,1.0,67,67,0,-1.0
123,3,26511.662330322266,54.83424902439118,0.06470610227233926,0.09703959814290117,0.8755583506774407,1.5597984074400022,148,198,2,-0.7138126502622002,-0.713538250246082,0.021290523689597003,0.03252889609964968,0.9360255183697602,59,67,0,-0.8822060985805136,0.08142247491681671,0.12197134257185205,0.8620520645110634,48,66,0,-0.6586582470223947,0.09165480630977539,0.13699067134569362,0.8283958827908064,41,65,2,-0.5997504051353375
123,4,24185.405056152344,62.537487020492556,0.29182476943280344,0.4143467211438386,0.45194205495186085,1.3923372140754078,23,145,55,0.25422943562478123,0.2552015124830425,0.19740388783687485,0.283872689116426,0.5734854016208444,19,48,19,-0.09220882466754354,0.35183047885917135,0.49264135357995037,0.3948549483038128,4,44,22,0.4496168841353089,0.3271355492057427,0.4676946973386635,0.386633768563044,0,53,14,0.40819647798136216
123,5,23246.597061767578,51.331960797309875,0.2478111367291907,0.35888654612070736,0.5036955480936931,1.4653152985607876,30,176,24,0.1030021347562049,0.10412542959344402,0.15037369358542096,0.21593103298523064,0.5968909688428384,25,55,12,-0.23058624227218683,0.3087553015381678,0.44139778554487813,0.4213686900417885,4,56,10,0.32878439704125745,0.2852140294641172,0.42056233086819494,0.4915982263210507,1,65,2,0.21417813401126146
123,6,23235.346114501954,51.684624495506284,0.24616335319075208,0.36120124379984625,0.5102642094626494,1.4686053873314333,27,182,18,0.09710038752794892,0.09833067832609609,0.15040026914511884,0.22650217779920626,0.6100448368327658,21,61,6,-0.23314238988844072,0.3106946592090757,0.44545118507027,0.4117570063238137,5,58,8,0.34438883795553193,0.2783582850392307,0.4129078303400688,0.5075205284681025,1,63,4,0.18374558691119702
123,7,22891.43639038086,50.6743021774292,0.25262397544437387,0.36451475049383036,0.493598650236283,1.2874579566371878,36,179,21,0.12354007570192116,0.1239226458513068,0.16862346210918863,0.24310362619877646,0.5645332503859223,24,57,10,-0.15280616207795716,0.2788330501993106,0.40458465591716414,0.48298103038808626,8,58,8,0.20043667572838852,0.3108065942448454,0.44645402765545106,0.4331231979968074,4,64,3,0.32413742390348904
123,8,23357.766759033202,51.621649236679076,0.21384890496965808,0.3176041769933616,0.576433467454416,1.4718551102317183,37,183,17,-0.04498038549139638,-0.04467018269335107,0.12870800783504738,0.1909101484468237,0.6585198908864017,27,60,7,-0.33890173460453066,0.23386143881725266,0.3509643889780972,0.5674554508796554,8,58,8,0.01737037691569443,0.27927596279171296,0.4114359071668763,0.5031910603498062,2,65,2,0.18752080960878303
123,9,22760.60947998047,50.34160607814789,0.2672148513617419,0.38717631115690226,0.46021583696418294,1.350087704750794,24,181,19,0.1941753255544612,0.1948345740561301,0.17001906905141795,0.24748943326140496,0.5336471920649204,21,56,11,-0.11613868975209751,0.30999133083197866,0.4448185987795796,0.4281256552216411,3,59,7,0.32668427438991715,0.3222726091192954,0.47008123408080676,0.4183957056695315,0,66,1,0.37395813753057067
123,10,22908.02737182617,47.779771018028256,0.23592235861945962,0.344765535624894,0.5350841911686611,1.4191603181232888,34,186,14,0.0456037030756925,0.0458605413043268,0.14532091853775822,0.213950266601569,0.6096939112466624,26,61,6,-0.2504227261073352,0.2536068461500366,0.36985585321299813,0.5262345123318399,8,63,3,0.09722818703119485,0.30910325874566724,0.45086496941217613,0.46919206516872264,0,62,5,0.29077616298912073
123,11,22521.639782714843,48.0705317401886,0.2840243074496356,0.40667867511504846,0.47512557478113693,1.1994822307870807,24,161,39,0.21557740778354706,0.2162865235679443,0.14310325967134582,0.21873612417984115,0.6945484987154025,22,58,9,-0.3327091148642155,0.32530625966487337,0.4614853332913318,0.4286819125088346,2,52,14,0.35810968044737057,0.38427955155321364,0.540632577697499,0.3014531241300347,0,51,16,0.6234590051206779
123,12,22282.644829101562,51.11192884922028,0.3087415049723503,0.43566963531563024,0.3996049377810485,1.2565826312201458,19,161,39,0.344806202506932,0.3457659043899413,0.19786623647105012,0.2858684011787034,0.5171718700733843,16,55,12,-0.03343723242363078,0.3621980771678599,0.5022631125608712,0.32675490873692126,3,47,19,0.5377062809918098,0.36695806056464114,0.5198713247035137,0.3538007206665099,0,59,8,0.5330286646016449
123,13,22517.0044152832,51.822576189041136,0.3127795675658645,0.4421267560666777,0.377024904822532,1.2469683261948397,19,143,56,0.3778814188100102,0.37851117220881464,0.20571444717008439,0.29657267474544435,0.4979157178880869,17,40,26,0.004371404027441794,0.3473557050494994,0.4891928610392994,0.3320867141190975,2,47,19,0.5044618519697013,0.3857846122314968,0.5413172115939852,0.30040156319618105,0,56,11,0.626700260629301
123,14,23263.941872558593,47.87055772304535,0.21403934157446103,0.318823629248799,0.5771660660906228,1.4476203043232947,30,186,14,-0.04430309526736287,-0.043948690720965966,0.12345745901687309,0.18729433556221656,0.6366100704686987,24,60,7,-0.32585827588960903,0.23715929574621275,0.35340665828352696,0.563633735471308,4,62,4,0.026932218558431642,0.28184634390315916,0.41628605851311207,0.5310524172479917,2,64,3,0.1670799851682795
123,15,22386.631783447265,48.32285676717758,0.31077081856608596,0.4400767198824475,0.37404105826395045,1.2226754718149702,20,153,47,0.376806480184583,0.37753063361530964,0.18742566064493085,0.2721129093302382,0.4525418182615063,19,47,20,0.006996751713662763,0.35924523581356715,0.5060608254174785,0.342944741470416,1,56,10,0.5223613197606297,0.38636505800464754,0.5430412622956711,0.3261724909286823,0,50,17,0.6032338293716364
123,16,22612.021771240234,49.77660047531128,0.2956916596694353,0.4206651786772911,0.43155228262990597,1.254909817545607,21,150,50,0.2848045557168204,0.2855281605064715,0.18748474722810288,0.26805373584715453,0.5848880234526193,18,46,21,-0.12934954037736185,0.33492022202718047,0.47816952787107897,0.38284063146154723,3,50,16,0.4302491184367122,0.3652555106837351,0.5166305461822037,0.32620115340587463,0,54,13,0.5556849034600642
